gene_transcript,gene,Non-targetting,replication,umap1,umap2,HBZ,SLC25A37,SPI1,CSF3R
6793_PRPF31_P1P2_ENSG00000105618,PRPF31,targeting,non-replication,3.9853077,0.8442637,-0.14731224,-0.33731192,0.09070546,-0.052399587
6794_PRPF38A_P1P2_ENSG00000134748,PRPF38A,targeting,non-replication,4.5927806,1.3237723,-0.48777092,0.28057778,0.13054717,-0.0065338993
6795_PRPF38B_P1P2_ENSG00000134186,PRPF38B,targeting,non-replication,2.9926088,0.5225659,-0.19459014,0.15066677,-0.055657245,-0.028517881
6796_PRPF39_P1P2_ENSG00000185246,PRPF39,targeting,non-replication,6.774142,1.9509442,-0.6156221,-0.1449042,0.06946164,0.02854084
6797_PRPF3_P1P2_ENSG00000117360,PRPF3,targeting,non-replication,3.581799,1.4572934,-0.47458437,-0.031487692,0.066705704,0.02610623
6798_PRPF40A_P1P2_ENSG00000196504,PRPF40A,targeting,non-replication,3.1734195,0.2798694,0.25604862,0.1862601,0.014163205,-0.007902303
679_ATP6V1A_P1P2_ENSG00000114573,ATP6V1A,targeting,non-replication,3.625038,2.8028562,0.76390916,0.39856943,0.08919435,0.1366509
6800_PRPF4B_P1P2_ENSG00000112739,PRPF4B,targeting,non-replication,2.9306748,0.1414658,0.28448784,0.2747123,0.05950829,-0.041676868
6801_PRPF4_P1P2_ENSG00000136875,PRPF4,targeting,non-replication,2.6878903,0.82323176,0.90415615,0.016565694,0.20158692,-0.0750086
6802_PRPF6_P1P2_ENSG00000101161,PRPF6,targeting,non-replication,3.5691593,0.96855026,0.1483023,-0.03925187,0.05452693,-0.048569668
6803_PRPF8_P1P2_ENSG00000174231,PRPF8,targeting,non-replication,3.489369,0.33301586,0.27076125,0.021196323,0.087199464,-0.027751371
6804_PRPS1_P1P2_ENSG00000147224,PRPS1,targeting,non-replication,6.281191,-4.1793513,0.45204303,0.1360395,-0.03292045,-0.059183672
680_ATP6V1B2_P1P2_ENSG00000147416,ATP6V1B2,targeting,non-replication,4.0775886,3.2127054,0.26039672,0.12965389,0.031763036,-0.010105428
681_ATP6V1C1_P1P2_ENSG00000155097,ATP6V1C1,targeting,non-replication,3.8578172,2.547395,0.3244831,0.13153403,0.109011844,0.0351154
6841_PSMA1_P1P2_ENSG00000129084,PSMA1,targeting,non-replication,3.8474407,-5.5081534,0.42900592,0.17250514,0.010305923,-0.016273052
6842_PSMA2_P1P2_ENSG00000106588,PSMA2,targeting,non-replication,3.3634837,-5.5105886,0.6512042,0.22605547,0.028842553,0.039862327
6844_PSMA4_P1P2_ENSG00000041357,PSMA4,targeting,non-replication,3.2173038,-5.7186847,0.3330392,0.19535924,0.11801819,0.01159214
6845_PSMA5_P1P2_ENSG00000143106,PSMA5,targeting,non-replication,7.7584114,-3.8161023,0.7246284,0.1868785,-0.08882059,-0.124821536
6846_PSMA6_P1P2_ENSG00000100902,PSMA6,targeting,non-replication,3.2488215,-5.569587,0.6111347,0.15931411,0.06713183,-0.03576028
6847_PSMA7_P1P2_ENSG00000101182,PSMA7,targeting,non-replication,3.4044244,-5.534568,0.57915986,0.063712485,0.023209339,-0.004739666
6849_PSMB1_P1P2_ENSG00000008018,PSMB1,targeting,non-replication,3.3778806,-5.8196263,0.22689046,-0.06104839,0.064796396,0.014552698
6850_PSMB2_P1P2_ENSG00000126067,PSMB2,targeting,non-replication,3.3872092,-5.641181,0.18330213,-0.037120588,0.04029167,0.016740903
6851_PSMB3_P1P2_ENSG00000277791,PSMB3,targeting,non-replication,3.490178,-5.7833576,0.18146788,-0.05940785,-0.1121554,-0.010783051
6854_PSMB6_P2_ENSG00000142507,PSMB6,targeting,non-replication,4.8245616,-4.167826,0.40847626,0.19829066,0.0039137956,-0.022555582
6855_PSMB6_P1_ENSG00000142507,PSMB6,targeting,non-replication,2.9514842,-5.864694,0.5940571,0.12801863,-0.04599278,0.0053685573
6856_PSMB7_P1P2_ENSG00000136930,PSMB7,targeting,non-replication,3.0644011,-5.538601,0.48659116,0.30842513,0.040499795,0.0025754748
6857_PSMC1_P1P2_ENSG00000100764,PSMC1,targeting,non-replication,2.538806,-6.4238896,-0.046341203,0.053686827,0.09633209,0.01793396
6858_PSMC2_P1P2_ENSG00000161057,PSMC2,targeting,non-replication,2.7438698,-6.224445,0.14818777,-0.012054342,0.06337215,0.024993854
685_ATP6V1F_P1P2_ENSG00000128524,ATP6V1F,targeting,non-replication,3.8820848,2.4903116,0.017072767,0.14682333,0.012159271,-0.015761556
6860_PSMC3_P1P2_ENSG00000165916,PSMC3,targeting,non-replication,2.8412247,-6.1693716,0.11000257,0.062435,0.083490565,0.10360929
6861_PSMC4_P1P2_ENSG00000013275,PSMC4,targeting,non-replication,2.7690325,-6.140491,-0.01565041,0.054427214,-0.028507128,0.040658787
6862_PSMC5_P1P2_ENSG00000087191,PSMC5,targeting,non-replication,5.385225,-4.248207,0.43018362,0.2756236,-0.15766156,-0.0041925223
6863_PSMC6_P1P2_ENSG00000100519,PSMC6,targeting,non-replication,2.5812151,-6.2573934,-0.10365182,0.08269112,0.039423537,0.00079106796
6866_PSMD12_P1P2_ENSG00000197170,PSMD12,targeting,non-replication,2.7903023,-6.043779,-0.099443406,-0.008948172,0.09648515,-0.0046211397
6867_PSMD13_P1P2_ENSG00000185627,PSMD13,targeting,non-replication,2.792786,-5.309888,0.903766,0.48619643,0.21028216,0.059210632
6868_PSMD14_P1P2_ENSG00000115233,PSMD14,targeting,non-replication,2.6676102,-6.310889,-0.06641755,0.12690534,-0.013712237,-0.0051832735
686_ATP6V1G1_P1P2_ENSG00000136888,ATP6V1G1,targeting,non-replication,3.854787,2.147992,0.24971837,0.1677895,0.051508892,0.044268016
6870_PSMD2_P1P2_ENSG00000175166,PSMD2,targeting,non-replication,2.5183437,-6.457799,0.2487652,0.15423037,0.2515415,-0.00083991804
6872_PSMD4_P1P2_ENSG00000159352,PSMD4,targeting,non-replication,1.0504934,-3.8237736,1.1729273,0.7042378,0.13735782,0.0740197
6874_PSMD6_P1P2_ENSG00000163636,PSMD6,targeting,non-replication,2.6593049,-6.2919016,0.29642847,0.056502998,0.117136165,0.057944335
6875_PSMD7_P1P2_ENSG00000103035,PSMD7,targeting,non-replication,2.694032,-5.985842,-0.15308669,-0.020031454,0.078132994,0.00024984972
6876_PSMD8_P1P2_ENSG00000099341,PSMD8,targeting,non-replication,3.9684105,0.19265288,0.03736889,0.036061157,0.031716835,0.031274058
687_ATP6V1H_P1P2_ENSG00000047249,ATP6V1H,targeting,non-replication,4.030279,2.666961,0.026956089,0.04871426,0.05438123,0.003826397
6880_PSME3_P1P2_ENSG00000131467,PSME3,targeting,non-replication,6.091339,4.736912,0.071749575,0.09496282,0.12718754,0.06178416
6886_PSMG3_P1_ENSG00000157778,PSMG3,targeting,non-replication,2.8251593,-6.2439046,0.058607273,0.056435045,0.00406635,-0.03262518
6887_PSMG4_P1P2_ENSG00000180822,PSMG4,targeting,non-replication,-3.3411024,-1.260213,0.17840606,0.014331324,-0.015741875,-0.04652319
6890_PSPH_P2_ENSG00000146733,PSPH,targeting,non-replication,5.5916486,-0.7758206,-0.5905697,0.17640245,0.06984684,-0.10924075
6896_PTBP1_P1P2_ENSG00000011304,PTBP1,targeting,non-replication,2.9180994,-2.0786865,0.60029906,0.31850177,-0.008762282,0.009776779
6900_PTCD1_P2_ENSG00000106246,PTCD1,targeting,non-replication,9.094881,5.9405556,0.30034068,0.020350795,0.072780594,0.0313342
6902_PTCD3_P1P2_ENSG00000132300,PTCD3,targeting,non-replication,2.7273173,-1.1932863,0.4109413,0.19232096,0.03471361,-0.033432733
6905_PTEN_P1P2_ENSG00000171862,PTEN,targeting,non-replication,2.775654,-3.7713366,0.7103314,0.05822313,-0.1282057,-0.018014746
6912_PTGR2_P1P2_ENSG00000140043,PTGR2,targeting,non-replication,1.7333919,-2.9414582,1.0728705,0.32449776,0.03150676,0.0724076
691_ATP8B2_P2_ENSG00000143515,ATP8B2,targeting,non-replication,6.046692,2.6058102,-0.34208232,-0.03721247,-0.13851665,0.27794155
6920_PTP4A2_P1P2_ENSG00000184007,PTP4A2,targeting,non-replication,3.209191,-0.3298391,0.3127833,-0.00063455047,0.023306496,-0.013523232
6923_PTPN11_P1P2_ENSG00000179295,PTPN11,targeting,non-replication,2.4451456,-4.5490804,1.7343253,0.33502343,-0.111308426,0.019958438
6927_PTPN1_P1P2_ENSG00000196396,PTPN1,targeting,non-replication,6.3304534,3.253154,-1.1264275,-0.2861821,0.2581396,0.305222
6946_PTTG1_P1P2_ENSG00000164611,PTTG1,targeting,non-replication,3.5338051,1.05053,-0.34142357,-0.15964611,0.40632445,0.15930559
6962_PWP1_P1P2_ENSG00000136045,PWP1,targeting,non-replication,-0.60980284,1.0890021,0.7270936,-0.07385729,-0.018648304,0.036219504
6963_PWP2_P1P2_ENSG00000241945,PWP2,targeting,non-replication,-4.709209,-1.0475858,0.2567433,-0.026166089,-0.01491392,-0.024300767
6976_PYGB_P1P2_ENSG00000100994,PYGB,targeting,non-replication,7.7925935,2.0059633,-0.59579045,-0.09595763,0.0045976937,-0.015567074
697_ATRIP_P1P2_ENSG00000164053,ATRIP,targeting,non-replication,4.9612374,-2.209556,-0.1374255,0.026274944,0.06834705,-0.03603748
6980_PYURF_P1P2_ENSG00000145337,PYURF,targeting,non-replication,-0.13396916,1.0079932,0.55801666,-0.068438135,0.037532784,-0.0019943754
6981_QARS_P1P2_ENSG00000172053,QARS,targeting,non-replication,4.8307514,5.81012,-0.40857264,-0.072192445,0.13578174,0.11939158
6987_QRICH1_P1P2_ENSG00000198218,QRICH1,targeting,non-replication,6.9262786,-4.1504126,0.5997957,0.16937579,0.019981926,0.06226844
699_ATR_P1P2_ENSG00000175054,ATR,targeting,replication,4.794494,-2.1970437,0.27269718,-0.11035064,-0.029414453,-0.012051689
700_ATXN10_P1P2_ENSG00000130638,ATXN10,targeting,non-replication,0.03304407,1.1083343,-0.7372667,-0.18038045,0.076909155,-0.007516984
7010_RAB18_P1P2_ENSG00000099246,RAB18,targeting,non-replication,4.223802,0.87302786,-0.048182078,-0.02879311,-0.06412179,-0.022501228
7012_RAB1B_P1P2_ENSG00000174903,RAB1B,targeting,non-replication,4.5350733,3.0054493,0.54394144,-0.04034394,-0.05500605,-0.08673413
701_ATXN1L_P1P2_ENSG00000224470,ATXN1L,targeting,non-replication,1.2079412,-3.814351,0.90794533,0.3355665,-0.039013688,0.0062274453
7030_RAB40B_P1P2_ENSG00000141542,RAB40B,targeting,non-replication,3.8388233,-3.5276928,0.6292063,0.12119794,-0.029827377,-0.062170204
7050_RABGGTA_P1P2_ENSG00000100949,RABGGTA,targeting,non-replication,4.262666,3.2019129,-0.28622052,-0.005525634,0.08178445,0.019815752
7051_RABGGTB_P1P2_ENSG00000137955,RABGGTB,targeting,non-replication,4.247073,2.987051,0.12140808,0.058479957,0.053049974,0.08051105
7062_RAD21_P1P2_ENSG00000164754,RAD21,targeting,non-replication,6.807598,2.7455413,-0.36433178,-0.08485975,-0.0775885,-0.0235112
7068_RAD51C_P1P2_ENSG00000108384,RAD51C,targeting,non-replication,0.8342441,-3.7114081,1.1369587,0.45566696,-0.05002895,0.0076776063
7070_RAD51_P1P2_ENSG00000051180,RAD51,targeting,replication,1.0306978,-3.7500575,1.1728243,0.4319796,-0.0052779405,0.01990893
7076_RAD9A_P1P2_ENSG00000172613,RAD9A,targeting,non-replication,3.6697454,-1.5586059,0.1749628,0.18486458,0.083918594,0.024318824
7077_RAE1_P1P2_ENSG00000101146,RAE1,targeting,non-replication,2.7486389,-1.6275858,0.6944757,0.09157315,-0.08483801,-0.051100217
7094_RANBP3_P1P2_ENSG00000031823,RANBP3,targeting,non-replication,4.0776043,-2.540245,0.43077403,0.18948573,-0.05361003,-0.010081715
7097_RANGAP1_P1P2_ENSG00000100401,RANGAP1,targeting,non-replication,3.7848048,-0.89403826,0.30907118,0.0234432,-0.038737968,-0.02787038
709_ATXN7_ENST00000398590.3_ENSG00000163635,ATXN7,targeting,non-replication,8.467896,1.0614424,-0.6543166,-0.19083251,0.011382502,-0.04341984
7109_RAPGEF2_ENST00000264431.4_ENSG00000109756,RAPGEF2,targeting,non-replication,8.790671,1.6106492,-0.70909554,-0.09086836,0.08723639,0.011035739
7110_RAPGEF6_P1P2_ENSG00000158987,RAPGEF6,targeting,non-replication,1.3027881,-3.8004794,0.768164,0.29036537,-0.09778186,-0.05056735
7111_RARA_P1_ENSG00000131759,RARA,targeting,non-replication,3.2645035,-2.9272957,0.46902394,0.28432265,-0.026329467,-0.0023100947
7116_RARS2_P1P2_ENSG00000146282,RARS2,targeting,non-replication,8.240828,7.0472255,-0.12118631,0.05631606,-0.05895761,0.060785323
7117_RARS_P1P2_ENSG00000113643,RARS,targeting,non-replication,5.487107,4.895974,-0.043515418,-0.08700866,0.028862502,0.17793527
7124_RASGRP2_P2_ENSG00000068831,RASGRP2,targeting,non-replication,7.304572,1.6941234,-0.7216941,-0.043539442,0.05649684,0.053728204
7127_RASSF3_P1P2_ENSG00000153179,RASSF3,targeting,non-replication,6.276197,-4.083936,0.38965857,0.06123324,0.042702686,-0.05350923
7140_RBBP4_P1P2_ENSG00000162521,RBBP4,targeting,non-replication,6.663722,0.20509325,-0.1741388,-0.019445032,0.045081824,0.068436876
7141_RBBP5_P1P2_ENSG00000117222,RBBP5,targeting,non-replication,4.796529,-0.32942072,-0.9450709,0.063988514,-0.05196899,-0.0076516345
7142_RBBP6_P1P2_ENSG00000122257,RBBP6,targeting,non-replication,5.7908473,-3.3535426,0.37067154,0.033113297,0.07635589,-0.0576039
7144_RBBP8_P1P2_ENSG00000101773,RBBP8,targeting,non-replication,1.6906176,-2.2619555,0.72466624,0.27052534,-0.031728007,0.005658843
7145_RBCK1_P1P2_ENSG00000125826,RBCK1,targeting,non-replication,8.124872,-3.974566,0.13038297,-0.051340632,0.006708984,-0.034238085
714_AURKA_P1P2_ENSG00000087586,AURKA,targeting,non-replication,6.582889,0.5520432,0.012184844,0.022867918,0.007206585,0.035922308
7154_RBM12_P1P2_ENSG00000244462,RBM12,targeting,non-replication,2.7157125,-4.3533173,1.0560946,0.4170201,-0.062454857,0.05100278
7155_RBM14-RBM4_P1_nan,RBM14-RBM4,targeting,non-replication,3.8888083,-0.15694654,0.24803528,0.123318315,0.35018528,0.28753966
7161_RBM17_P1P2_ENSG00000134453,RBM17,targeting,non-replication,5.2793674,3.2189224,-0.38441867,0.0047828415,0.03306549,-0.015325663
7163_RBM19_P1P2_ENSG00000122965,RBM19,targeting,non-replication,-1.3853014,-1.0383426,0.86590546,0.2727206,-0.041170035,0.027890237
7164_RBM22_P1P2_ENSG00000086589,RBM22,targeting,non-replication,8.98334,1.6379917,-0.9427277,0.20033365,0.0072233058,-0.051638
7166_RBM25_P1P2_ENSG00000119707,RBM25,targeting,non-replication,2.7122476,0.88584965,-0.32595494,-0.0010894106,0.06500998,-0.0101250885
7169_RBM28_P1P2_ENSG00000106344,RBM28,targeting,non-replication,-3.6395018,3.738657,1.0029949,0.20233878,0.1235778,0.025913026
7170_RBM33_P1P2_ENSG00000184863,RBM33,targeting,non-replication,6.2975836,-1.7634732,0.10844532,0.06012003,-0.03956313,-0.045136675
7173_RBM39_P1P2_ENSG00000131051,RBM39,targeting,non-replication,4.093503,0.5078301,-0.14556333,0.1385271,0.045211203,-0.017464846
7176_RBM42_P1P2_ENSG00000126254,RBM42,targeting,non-replication,3.8578053,-0.71668494,0.3329881,0.19093229,0.050966624,-0.052633226
7178_RBM48_P1P2_ENSG00000127993,RBM48,targeting,non-replication,5.272968,0.63113767,-0.37461257,0.19198152,0.05497758,0.019783437
7184_RBM7_P1P2_ENSG00000076053,RBM7,targeting,non-replication,6.7089763,-1.0703474,-0.16728881,0.07975784,-0.005776351,0.034396183
7185_RBM8A_P1P2_ENSG00000265241,RBM8A,targeting,non-replication,7.251097,0.13329005,0.13229905,0.008508462,-0.05162197,-0.062050194
7186_RBMX2_P1P2_ENSG00000134597,RBMX2,targeting,non-replication,2.2197335,-0.21649837,0.7127926,0.26345935,0.10138779,0.052571017
7188_RBMX_P1P2_ENSG00000147274,RBMX,targeting,non-replication,2.5860572,-1.0859563,0.4261719,0.12105023,0.06239731,0.029665679
7193_RBX1_P1P2_ENSG00000100387,RBX1,targeting,non-replication,3.7455418,-1.2483587,0.56160015,0.33469787,0.09229458,-0.0065518557
7198_RCC1_P1_ENSG00000180198,RCC1,targeting,non-replication,-0.33744913,-0.3481055,0.06359781,-0.039143663,0.007998258,-0.02656109
7201_RCC2_P2_ENSG00000179051,RCC2,targeting,non-replication,3.6322002,-1.4811976,0.3823281,0.12673803,0.07051555,-0.014032415
7203_RCCD1_P2_ENSG00000166965,RCCD1,targeting,non-replication,6.587255,3.9368818,-0.2223493,0.025608184,0.029868128,0.06260413
7206_RCL1_P1P2_ENSG00000120158,RCL1,targeting,non-replication,-4.5915074,-1.3364542,0.5444407,0.17528032,-0.047309685,-0.034840647
7217_RDH14_P1P2_ENSG00000240857,RDH14,targeting,non-replication,3.5896537,-0.8363016,0.5727936,0.2971265,0.06394401,0.055621658
7220_RECQL5_P1P2_ENSG00000108469,RECQL5,targeting,replication,7.0433693,-4.055561,0.6431319,0.039359022,0.0014778427,-0.01587879
7228_RELL2_P1P2_ENSG00000164620,RELL2,targeting,non-replication,5.777478,-2.9989648,0.23547864,0.19692013,-0.059825577,-0.006064017
7243_REXO2_P1P2_ENSG00000076043,REXO2,targeting,non-replication,0.75809103,-0.558172,0.22683063,0.0567956,-0.06643072,-0.016622145
7245_RFC1_P1P2_ENSG00000035928,RFC1,targeting,replication,1.4220755,-3.535462,1.1638656,0.4642886,-0.07904971,-0.0056316564
7246_RFC2_P1P2_ENSG00000049541,RFC2,targeting,replication,-0.11441234,-3.804778,1.0644002,0.5892206,0.02167913,0.0645905
7247_RFC3_P1P2_ENSG00000133119,RFC3,targeting,replication,-0.039465297,-3.7539413,0.8834926,0.58249176,0.072372824,0.037947293
7248_RFC4_P1P2_ENSG00000163918,RFC4,targeting,replication,0.023081837,-3.8452659,1.3580537,0.6575269,-0.021328863,0.05445892
7249_RFC5_P1P2_ENSG00000111445,RFC5,targeting,replication,0.16460909,-3.7750878,0.9679347,0.48068348,-0.005458475,0.099996336
7252_RFK_P1P2_ENSG00000135002,RFK,targeting,non-replication,1.8918613,-3.2690144,1.3543714,0.42388147,0.04617357,0.05162947
7256_COP1_P1P2_ENSG00000143207,COP1,targeting,non-replication,6.3431125,1.1615735,-0.31769872,-0.0049015605,0.11817753,0.022801032
7287_RHEB_P1P2_ENSG00000106615,RHEB,targeting,non-replication,6.8802376,-4.6570163,0.80831563,0.07724047,-0.05879962,-0.072241366
7302_RIC8A_P1_ENSG00000177963,RIC8A,targeting,non-replication,9.081809,1.1446774,-0.91355604,-0.14513102,-0.009198262,-0.021734923
7305_RIF1_P1P2_ENSG00000080345,RIF1,targeting,non-replication,4.528201,-1.8329533,0.1787812,0.15277895,0.042015318,-0.013311931
7310_RINT1_P1P2_ENSG00000135249,RINT1,targeting,non-replication,4.417534,2.180881,0.26145178,0.12438328,0.08720638,0.066060886
7311_RIOK1_P1P2_ENSG00000124784,RIOK1,targeting,non-replication,-3.7786984,-1.2174593,0.51112217,0.07357383,-0.059861783,-0.003989824
7312_RIOK2_P1P2_ENSG00000058729,RIOK2,targeting,non-replication,-5.461312,-0.47740352,0.3379356,0.004835534,0.04535041,0.048935488
731_B3GNTL1_P1_ENSG00000175711,B3GNTL1,targeting,non-replication,3.6408665,0.9568028,0.07292794,0.055305198,0.118644826,-0.012280576
7321_RMDN3_P1P2_ENSG00000137824,RMDN3,targeting,non-replication,7.867129,5.8105793,-0.6652229,-0.09858753,-0.014508488,0.0077847447
7328_RNASEH1_P1P2_ENSG00000171865,RNASEH1,targeting,non-replication,8.959036,5.6659203,-0.023255674,-0.05628836,-0.037603017,0.040159274
7332_RNASEK_P1P2_ENSG00000219200,RNASEK,targeting,non-replication,3.6267662,2.5391495,0.41381454,0.3317226,0.31108806,0.05569883
7338_RNF113A_P1P2_ENSG00000125352,RNF113A,targeting,non-replication,3.916537,0.77390707,-0.16611575,0.048182618,0.13509917,0.018887356
7351_RNF144A_P1_ENSG00000151692,RNF144A,targeting,non-replication,-0.06234839,0.545184,0.3983427,-0.015600191,0.0055434215,0.03021283
7361_RNF167_P1P2_ENSG00000108523,RNF167,targeting,non-replication,7.9777155,2.0119102,-0.4056763,-0.09294714,-0.042037293,0.04742232
736_B4GALT3_P1P2_ENSG00000158850,B4GALT3,targeting,non-replication,9.781178,2.2407377,-0.54453945,-0.06035323,0.06782842,-0.012107015
7375_RNF20_P1P2_ENSG00000155827,RNF20,targeting,non-replication,1.4851577,-1.4920014,-0.053868722,0.5302349,-0.081479296,0.22520997
7376_RNF213_P2_ENSG00000173821,RNF213,targeting,non-replication,5.6198573,-3.1218698,0.7113146,0.24402468,-0.0015884766,-0.058192346
7388_RNF31_P1P2_ENSG00000092098,RNF31,targeting,non-replication,-1.1340762,-0.59889007,-0.09536735,0.002430012,-0.06439747,-0.06144003
7389_RNF34_P1P2_ENSG00000170633,RNF34,targeting,non-replication,9.2277975,-2.039263,-0.38743028,-0.09158407,0.046094555,0.06785365
7390_RNF40_P1P2_ENSG00000103549,RNF40,targeting,non-replication,3.1555774,-1.7239354,0.42822993,0.32955116,-0.056282807,0.024233496
7393_RNF4_P1P2_ENSG00000063978,RNF4,targeting,non-replication,5.3979797,1.2985212,-0.2149063,0.124992914,0.079013966,0.05321492
7400_RNGTT_P1P2_ENSG00000111880,RNGTT,targeting,non-replication,2.9094856,-3.148878,0.51056397,0.14117791,-0.013383804,-0.017524727
7403_RNMT_P1P2_ENSG00000101654,RNMT,targeting,non-replication,1.6019322,-2.4836318,1.1532757,0.4075259,-0.016938295,0.0005516436
7404_RNPC3_P1P2_ENSG00000185946,RNPC3,targeting,non-replication,3.4361725,-3.082021,0.4875767,0.24244146,-0.07826085,-0.05867178
7407_RNPS1_P1P2_ENSG00000205937,RNPS1,targeting,non-replication,2.848025,-3.6496494,1.0636708,0.29284772,-0.0363884,-0.00076156476
7411_ROMO1_P1P2_ENSG00000125995,ROMO1,targeting,non-replication,5.4111886,5.1048217,-0.6684378,-0.13731632,0.09976691,0.17103739
7417_RP9_P1P2_ENSG00000164610,RP9,targeting,non-replication,2.2637258,-2.1868193,0.39662513,0.21616043,0.058062274,-0.00074631226
7419_RPA2_P1P2_ENSG00000117748,RPA2,targeting,non-replication,1.7124392,-2.0139225,0.52665895,0.35024795,0.0786364,0.007905047
7420_RPA3_P1P2_ENSG00000106399,RPA3,targeting,non-replication,1.2104682,-2.7316847,0.95464855,0.48297623,0.09738773,0.023347078
7421_RPAIN_P1P2_ENSG00000129197,RPAIN,targeting,replication,4.027059,0.122345366,0.055818874,0.12238512,0.06711788,0.06027397
7422_RPAP1_P1P2_ENSG00000103932,RPAP1,targeting,non-replication,5.0394692,-6.517461,-0.26312777,-0.12895933,-0.06005382,-0.07416468
7423_RPAP2_P1P2_ENSG00000122484,RPAP2,targeting,non-replication,5.1321783,-6.543615,-0.12744175,0.029160688,-0.014013766,-0.039260216
7424_RPAP3_P1P2_ENSG00000005175,RPAP3,targeting,non-replication,4.8715234,-6.8226852,-1.0316445,-0.28262654,-0.1892066,-0.05786741
7426_RPF1_P1P2_ENSG00000117133,RPF1,targeting,non-replication,-2.517771,3.6905878,0.5469601,0.017432598,-0.08012269,0.16925965
7427_RPF2_P1P2_ENSG00000197498,RPF2,targeting,non-replication,-1.4631435,3.0676267,0.51100373,-0.044646572,0.052880634,0.026220342
7431_RPL10A_P1P2_ENSG00000198755,RPL10A,targeting,non-replication,-3.4341764,3.4085586,0.6684235,0.0442715,0.062373925,-0.0044220854
7432_RPL10_P1P2_ENSG00000147403,RPL10,targeting,non-replication,-3.3737261,3.1904573,0.78939885,0.10250147,0.089178376,0.04544793
7433_RPL11_P1P2_ENSG00000142676,RPL11,targeting,non-replication,-1.2717718,1.93719,0.05299199,-0.002015185,0.02424669,0.042467967
7434_RPL12_P1P2_ENSG00000197958,RPL12,targeting,non-replication,0.2965048,1.1109406,0.066419214,-0.07371595,-0.037099488,0.06797988
7435_RPL13A_P1_ENSG00000142541,RPL13A,targeting,non-replication,0.02240632,1.0547681,0.32269457,-0.00578546,0.022796733,0.0005645582
7437_RPL13_P1P2_ENSG00000167526,RPL13,targeting,non-replication,-1.651699,2.2689478,0.49316007,0.0044798153,0.08569877,-0.026139485
7438_RPL14_P1P2_ENSG00000188846,RPL14,targeting,non-replication,-4.033994,3.1824937,1.1928896,0.21712849,0.10747546,-0.014679896
7439_RPL15_P1P2_ENSG00000174748,RPL15,targeting,non-replication,-0.45182315,0.9414623,0.19327931,-0.039211556,0.052983984,0.16278014
7441_RPL17_P1P2_ENSG00000265681,RPL17,targeting,non-replication,-4.318641,3.3682592,0.87421703,0.058336135,0.06626053,0.17301695
7442_RPL18A_P1P2_ENSG00000105640,RPL18A,targeting,non-replication,-1.7873895,3.0958009,0.8272805,0.0023927581,-0.034232695,-0.029929167
7443_RPL18_P1P2_ENSG00000063177,RPL18,targeting,non-replication,-1.0252961,1.7516395,0.41429397,-0.017679883,0.027259521,-0.017567055
7444_RPL19_P1P2_ENSG00000108298,RPL19,targeting,non-replication,-3.5742984,3.1817958,0.81632185,0.1809544,0.04266362,0.073631555
7445_RPL21_P1P2_ENSG00000122026,RPL21,targeting,non-replication,-2.8861167,3.361063,0.6083935,0.16595408,-0.0159185,0.0035217826
7446_RPL22L1_P1P2_ENSG00000163584,RPL22L1,targeting,non-replication,6.6251454,2.3014297,-0.30759495,-0.15157929,0.024361916,0.01480423
7449_RPL23A_P1P2_ENSG00000198242,RPL23A,targeting,non-replication,-3.5335848,3.0401595,1.3792545,0.2777168,0.04325716,0.054981533
7450_RPL23_P1P2_ENSG00000125691,RPL23,targeting,non-replication,-3.796556,3.1668055,1.019063,0.2076687,0.08469811,0.046523537
7451_RPL24_P1P2_ENSG00000114391,RPL24,targeting,non-replication,-4.1690044,3.3617635,0.8398139,0.24060299,0.07143248,0.07160341
7453_RPL26_P1P2_ENSG00000161970,RPL26,targeting,non-replication,-3.894031,3.449247,1.0026287,0.068930805,0.085202254,0.06677812
7454_RPL27A_P1P2_ENSG00000166441,RPL27A,targeting,non-replication,-4.2706637,3.3988423,1.6598535,0.23989128,0.17397343,-0.050098903
7455_RPL27_P1P2_ENSG00000131469,RPL27,targeting,non-replication,-4.410459,3.454339,0.48699737,0.021947687,0.08406717,0.0070753014
7456_RPL28_P1P2_ENSG00000108107,RPL28,targeting,non-replication,0.8813657,0.8370761,0.22340403,-0.015326759,-0.022170838,0.03077886
7457_RPL29_P1P2_ENSG00000162244,RPL29,targeting,non-replication,4.410328,-1.9502449,0.19011106,0.024222774,0.03564512,-0.0011135505
7458_RPL30_P1P2_ENSG00000156482,RPL30,targeting,non-replication,-2.5939507,3.5637949,0.5540537,-0.00038981275,0.032889616,0.04658502
7459_RPL31_P1P2_ENSG00000071082,RPL31,targeting,non-replication,-3.3652422,3.0821788,1.0578648,0.14642921,-0.008766228,-0.005608697
7460_RPL32_P1P2_ENSG00000144713,RPL32,targeting,non-replication,-1.8438153,2.538182,0.58730936,0.00027235007,-0.002979552,0.034215376
7461_RPL34_P1P2_ENSG00000109475,RPL34,targeting,non-replication,-2.9318452,3.351083,0.70050395,-0.0122767985,0.047740486,0.03085656
7462_RPL35A_P1P2_ENSG00000182899,RPL35A,targeting,non-replication,-0.51433444,1.220237,0.13913995,0.072738186,0.016610198,0.022612246
7463_RPL35_P1P2_ENSG00000136942,RPL35,targeting,non-replication,-1.6300534,2.2721617,0.19867134,-0.087326005,0.05226312,0.0137058385
