gene_transcript,gene,Non-targetting,replication,umap1,umap2,HBZ,SLC25A37,SPI1,CSF3R
11204_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.125485,-3.1872718,-0.04926489,-0.030061573,-0.06053226,0.011633453
11205_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.034374,0.7292357,-0.3745936,-0.073969044,-0.115302466,0.00040155897
11206_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,10.007617,-0.7355348,-0.03733826,-0.13684693,-0.069089785,0.006661256
11207_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.088829,-3.0416346,0.18896382,-0.049443945,-0.08347348,-0.0026229396
11208_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.176939,-2.3928673,0.08748661,0.049352784,-0.012586994,0.011761476
11209_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.9376187,-3.0682728,0.22118719,0.0130549995,-0.0029559694,-0.010503877
1120_CYREN_P1P2_ENSG00000122783,CYREN,targeting,non-replication,8.338364,3.4390495,-0.2257908,0.054008614,0.020875646,0.020641865
11210_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.302894,-0.86347336,0.2350269,0.0034117203,0.0030571276,-0.011085347
11211_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.512989,-0.85424596,-0.007233748,0.007349643,-0.042190295,-0.009217437
11212_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.2723494,-1.1575625,-0.0016715124,-0.05945605,0.02414312,-0.012291421
11213_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.62845,-1.1267155,0.020358711,0.035998404,0.0038396579,-0.01854498
11214_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.498561,-3.274891,0.049800795,-0.04081734,-0.007741319,-0.04507645
11215_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.6992154,-0.36362675,-0.024019483,-0.042038105,-0.02085701,0.001270049
11216_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7904143,-2.5112047,0.023394426,-0.050725304,-0.077631,-0.03821074
11217_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.452807,-1.3484817,-0.12679799,-0.033877116,-0.007405555,-0.0034373128
11218_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.6228657,-1.772889,0.02753021,-0.006139366,0.0044483803,-0.0051295827
11219_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.776468,-2.2137308,0.11653231,-0.026703615,-1.794892e-05,-0.024125194
11220_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.7642007,-0.66906726,0.16641119,-0.089050904,-0.017891755,-0.09263538
11221_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.802052,-2.947357,0.04272753,-0.052508347,-0.045077644,-0.05995906
11222_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.468589,0.72671497,-0.41654876,-0.10452378,-0.053433638,-0.030794607
11223_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.0601664,-1.3463804,-0.055613175,-0.06692247,-0.03759878,-0.0659359
11224_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.6372957,-1.7935629,0.042208444,-0.03814342,-0.03029135,-0.03417934
11225_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.615149,-1.2268636,-0.17928901,-0.023212334,0.004871895,0.019596346
11226_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.55929,-0.98952705,-0.29416266,-0.19046141,-0.037918262,-0.024465226
11227_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.702056,-1.9156327,-0.21063223,-0.04417885,-0.1228296,-0.08308918
11228_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.2357273,-1.3072687,-0.09823689,-0.0147408545,0.017436057,0.010760606
11229_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.900869,-0.62833905,0.16919947,-0.0954405,0.041984793,-0.024094163
11230_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.877442,-1.450725,-0.24233629,0.002941132,-0.00079195364,0.0052485885
11231_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.16672,-0.5742455,0.2597615,0.015455418,-0.009950747,0.012877154
11232_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.580924,-1.0719541,0.030281704,0.0014786322,0.0028728265,0.0034833788
11233_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.469642,-1.7880349,0.30327517,0.032005373,0.09151666,0.031877507
11234_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.5726824,-0.6017515,-0.008639051,0.08833128,-0.0032887922,-0.015729984
11235_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.037891,-0.6802617,-0.25508487,-0.19863561,0.063544676,-0.007944142
11236_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.945938,0.9836826,-0.55009824,-0.03801775,0.0014704177,-0.054967638
11237_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.663282,-2.7282586,0.041219644,-0.0004203184,0.00038221152,-0.04043288
11238_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7789574,-3.0768168,0.061210927,0.049213957,-0.030924972,0.026043823
11239_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.706373,-2.2106245,0.016909817,-0.004773535,0.03390763,0.0053334613
11240_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.8848715,-1.5187173,-0.2166902,-0.13518071,-0.038296912,0.05280604
11241_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.3702545,0.63863945,-0.4800505,-0.060826965,-0.03918809,-0.06273137
11242_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.9318314,-1.8451953,0.15971953,0.011769517,0.003897745,-0.00999029
11243_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.188882,-0.35547796,-0.3565702,-0.05937812,0.024991307,-0.04067632
11244_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.75258,-2.34208,-0.072121456,0.009653073,-0.006258271,0.018243384
11245_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.0001273,-2.8023024,0.30388737,0.01635788,-0.0131678935,0.0018421969
11246_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.3210344,-1.3934639,0.092583254,0.015590006,-0.0022910575,-0.038863726
11247_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.9813304,-2.2964144,0.11012607,-0.07028156,0.016110372,0.024862476
11248_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.041615,-0.61926645,-0.08617635,0.012555555,-0.012645226,0.012741547
11249_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.195323,1.2219945,-0.4874479,-0.05312057,0.0013654116,0.007229413
11250_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.968427,-1.4745994,-0.022860322,0.030885452,0.04648908,0.002794336
11251_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.803251,-0.60833186,-0.31513774,0.032536462,0.020251412,0.0050750677
11252_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.745914,0.9465262,-0.48662022,-0.0534876,0.0677406,0.04811795
11253_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.879116,-0.11017699,-0.035452496,0.045846414,-0.006014747,-0.031362217
11254_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.06013,-2.111943,-0.06162486,0.03898765,-0.0028746058,-0.031114383
11255_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.139529,-2.9454668,0.12451115,0.18819629,-0.05700169,0.08051273
11256_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.144534,-0.758839,0.0035092342,0.025818404,0.025270507,-0.050263226
11257_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.8055334,-2.0869768,0.26091218,0.031194624,0.035647254,-0.016545683
11258_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.813668,-3.5852757,0.1533937,-0.023501165,0.00021508346,0.01942893
11259_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.317431,-0.3454442,-0.3594764,-0.11564697,0.053657997,-0.02151814
1125_C8orf44_P1P2_nan,C8orf44,targeting,non-replication,5.862426,-4.236069,0.53799933,0.18106683,-0.058283903,0.013217432
11260_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.6969056,-3.5051904,0.13848466,0.037693925,-0.079416096,-0.064629525
11261_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.178579,-1.9388034,0.09740127,0.03241973,0.06280198,0.061886687
11262_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.111756,-0.3989135,-0.14716484,-0.034473103,-0.051467586,-0.043487187
11263_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.8503165,0.81663674,-0.29472372,-0.10417355,0.0033602063,-0.022199424
11264_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.173499,1.1213818,-0.28832468,-0.15084791,-0.010802035,-0.035613313
11265_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.6558537,-2.5041995,0.09292199,-0.013610121,-0.005594836,-0.020929521
11266_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.997096,0.051139653,-0.41521543,-0.045283124,0.010890962,0.021886993
11267_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.3137245,-2.7135615,0.16494496,0.024957916,-0.007547373,0.013200552
11268_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.427329,-0.99624884,-0.12607874,-0.03405433,-0.0042696106,-0.02875459
11269_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.341746,-0.7656363,-0.6258036,-0.03022505,0.024072811,-0.039303113
11270_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.503682,-2.2834826,-0.08285681,-0.007532143,0.0012507833,-0.0006177746
11271_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.1471267,-0.23048824,0.0631231,0.00848622,-0.02300978,0.026053298
11272_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.734267,-2.9537795,-0.013945772,-0.11220527,-0.033543393,0.047387104
11273_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,4.2214355,-1.5114911,0.337587,0.07418797,0.039890375,-0.020745883
11274_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.3034487,0.04639448,-0.0052098697,-0.025660256,-0.036140345,0.04702406
11275_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.42472,-2.0075145,-0.17680286,0.1493234,-0.034550704,-0.038878743
11276_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.444187,-3.7335682,0.20929642,0.15857984,-0.06598824,0.0027919689
11277_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.1578693,0.20435143,-0.15188468,-0.05231759,0.03344165,0.024962213
11278_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.655936,-0.1960721,-0.39729565,-0.102699645,0.033049814,-0.020158894
11279_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,10.035225,-2.1429832,-0.14745857,-0.10355778,-0.03412701,-0.012561106
11280_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7272835,-2.0665133,0.17113626,0.003423748,0.04534404,-0.0049083405
11281_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.535122,1.508325,-0.40075058,0.009897824,0.009198674,-0.032507412
11282_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.043282,-0.6972689,-0.025341483,-0.09721222,-0.07208488,-0.04802115
11283_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.860722,-3.9748142,0.33781078,-0.051632605,0.019918045,-0.0802239
11284_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.944293,-2.4713538,0.17419583,0.02404747,-0.018958516,-0.034393616
11285_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.326093,-1.3732767,-0.14178003,-0.09702482,-0.012091385,0.00869675
11286_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.489715,-1.0314655,0.12294475,0.026089964,0.012593048,-0.052080955
11287_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.747875,-2.0086617,0.019021226,-0.052864604,0.01109122,0.03567653
11288_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.874305,-1.6224749,-0.15893866,-0.074492864,-0.0088295005,-0.022997208
11289_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.721201,-0.5325176,-0.20233703,-0.06708509,-0.022302145,-0.045188993
11290_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.279408,-0.6591899,-0.13305347,-0.055004653,0.027957112,-0.012368721
11291_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.9245424,-2.0989144,0.08213685,-0.035220653,0.028124185,0.008528782
11292_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.653561,-0.31811228,-0.13662472,-0.009531116,-0.030514276,-0.044687312
11293_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.2637763,-2.710589,0.2578004,-0.010401664,-0.034611337,-0.036952235
11294_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.1386204,-3.710142,0.4308975,0.1706226,0.18083775,-0.07304642
11295_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.5352,-2.3670764,0.14301577,0.036795463,-0.03245243,-0.016854817
11296_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.155549,-2.5201082,0.08376188,0.09257619,0.045543585,0.018206889
11297_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.880584,-0.9860865,-0.3325074,-0.052070424,-0.009429579,-0.007853272
11298_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.338537,0.37339154,-0.7504468,0.13552287,-0.031783544,0.048844427
11299_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.5715356,-1.1950123,-0.31740865,-0.05344257,-0.015206358,-0.015214916
1129_SPOUT1_P1P2_ENSG00000198917,SPOUT1,targeting,non-replication,-1.5984093,3.4936094,0.22208403,0.13737912,0.01157096,-0.012684545
11300_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.192086,-1.3464086,-0.19614251,-0.16988458,0.018017432,-0.0050287503
11301_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.452865,-0.80477065,-0.28104874,-0.027047338,0.015950555,-0.028350633
11302_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.68743,-2.00837,-0.029735835,-0.041829854,-0.051815636,-0.026388325
11303_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.227287,0.21912049,0.05102951,-0.010045456,0.0318795,0.026655933
11304_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.8153133,-0.4667587,-0.41946304,-0.12746526,0.099516414,0.0070543163
11305_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.810303,-0.6461046,-0.027966622,-0.008746675,-0.017646657,0.02070133
11306_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.8814125,-1.4621874,0.019508544,0.09384063,0.012377155,0.0024423301
11307_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.495466,-2.1163044,0.20698135,0.086401984,0.0114324745,-0.054787274
11308_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.2747445,-2.0255787,0.10604434,-0.0150740305,-0.042587295,-0.000483301
11309_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.254486,-1.7667791,-0.029843297,-0.003963827,0.065822795,-0.042203248
11310_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.405439,-0.31944913,-0.08117709,0.021076545,-0.0045663496,0.014505937
11311_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.533537,-2.3189495,0.08115218,-0.01727248,-0.020635802,0.0007720519
11312_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7275896,-0.18492018,0.023720438,-0.0051491708,0.0037679777,0.005566915
11313_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.3860035,-0.4930132,-0.08743945,0.0048181177,0.028743856,-0.024104156
11314_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.8356304,-0.81149083,-0.0596337,-0.01263288,-0.034392286,0.013798705
11315_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.852057,-2.2649043,-0.110604815,-0.0062172962,-0.045308746,0.021470966
11316_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,7.298349,-0.8570297,0.004934318,-0.0072394246,-0.0749042,-0.018609887
11317_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.185566,1.2724373,-0.4520834,-0.048221715,-0.05101858,0.007573154
11318_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.0666895,-1.1072702,-0.10872706,-0.107213736,-0.0055907653,-0.0003538242
11319_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.331738,-1.051963,0.10556503,0.0923285,0.0552899,0.0030540794
11320_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.2158375,-0.6038473,-0.3851107,-0.04125294,0.013100503,0.027308479
11321_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.3730345,-0.1872679,-0.16664183,-0.05182658,0.005904425,-0.0033267552
11322_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,9.382207,-1.4842545,-0.39042988,-0.11229378,0.0053952443,-0.026502319
11323_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.7771587,-0.041736383,-0.06202342,0.07656782,-0.032935187,0.03890668
11324_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.4275656,1.0368106,-0.37031764,-0.049685527,0.04448337,0.011026632
11325_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.363709,-0.14520974,-0.22808328,-0.06337013,-0.066103905,-0.0045105056
11326_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.473433,-1.55537,0.08098277,-0.07484773,0.039348766,0.028968012
11327_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,5.4578295,-0.21784434,-0.013712525,-0.05568382,-0.025958996,0.018422531
11328_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.089008,2.6255987,-0.29000458,0.07005716,0.043675665,0.12507285
11329_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.553543,-0.2955473,-0.0602991,-0.05132986,-0.02293405,-0.010765209
11330_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,8.895843,-1.8855529,-0.08028304,-0.11147931,-0.04522811,-0.012716925
11331_non-targeting_non-targeting_non-targeting,non-targeting,non-targeting,non-replication,6.3297825,-1.0137985,0.19162594,0.11152459,0.06094047,-0.01590168
1141_CAAP1_P1P2_ENSG00000120159,CAAP1,targeting,non-replication,4.641576,1.4334661,0.07676364,0.19709073,-0.043682307,0.058749735
1145_CABIN1_P1P2_ENSG00000099991,CABIN1,targeting,non-replication,4.2160854,-1.9598773,0.28519574,0.10734486,0.08258882,-0.01972795
1148_CACTIN_P1P2_ENSG00000105298,CACTIN,targeting,non-replication,9.200293,0.7144308,-0.50610507,-0.069414735,0.036399294,-0.062278636
1152_CAD_P1P2_ENSG00000084774,CAD,targeting,replication,1.2353319,-3.456403,1.7351284,0.4422267,0.054990165,-0.058213815
1161_CALR_P1P2_ENSG00000179218,CALR,targeting,non-replication,4.3064165,-2.6642072,0.3764711,0.14730497,-0.00013756036,-0.03604117
1163_CAMK1_P1P2_ENSG00000134072,CAMK1,targeting,non-replication,3.690531,-1.440977,0.3139278,0.12243029,0.02882888,0.0041467194
1165_CAMKK2_P1P2_ENSG00000110931,CAMKK2,targeting,non-replication,9.134114,-1.6100171,-0.19104803,-0.0021607475,-0.00991538,-0.0018767499
1167_CAMLG_P1P2_ENSG00000164615,CAMLG,targeting,non-replication,4.622275,2.3882434,-0.23231767,0.08536926,0.12637536,0.036727753
116_ACTR5_P1P2_ENSG00000101442,ACTR5,targeting,non-replication,7.52609,-2.2938948,-0.06656085,0.03552155,-0.14720078,-0.07621542
1170_CAMTA2_P1P2_ENSG00000108509,CAMTA2,targeting,non-replication,5.9974446,-5.9404674,0.3134869,0.03634341,0.00075221254,-0.02542844
1171_CAND1_P1P2_ENSG00000111530,CAND1,targeting,non-replication,5.986352,0.56539273,-0.32361004,-0.12521257,0.025755439,0.0104511855
117_ACTR6_P1P2_ENSG00000075089,ACTR6,targeting,non-replication,3.8122122,4.5991955,-0.33617827,0.063677244,-0.018689677,-0.017050596
1184_CAPRIN1_P1P2_ENSG00000135387,CAPRIN1,targeting,non-replication,9.701775,1.4110307,-0.5379778,-0.14923193,0.060755488,0.05748893
1187_CAPZB_P1P2_ENSG00000077549,CAPZB,targeting,non-replication,4.471115,1.2299825,0.21398173,0.061824795,0.062656716,0.031167647
118_ACTR8_P1P2_ENSG00000113812,ACTR8,targeting,non-replication,7.8561225,2.0856524,-0.42443687,-0.09310282,0.017222067,-0.06438178
1192_CARF_P1P2_ENSG00000138380,CARF,targeting,non-replication,-2.007823,3.8287835,0.7601554,0.1422913,-0.011251723,0.06497913
1195_CARM1_P1P2_ENSG00000142453,CARM1,targeting,non-replication,0.7233079,-0.15629432,0.4068303,0.004535357,-0.009757193,0.052823246
1197_CARS_P1P2_ENSG00000110619,CARS,targeting,non-replication,4.9226813,5.4796867,0.029947905,0.1696627,0.27131557,0.55355227
1198_CASC3_P1P2_ENSG00000108349,CASC3,targeting,non-replication,2.27558,2.2405553,-0.03480314,0.019612536,-0.04425563,0.0037243876
1200_KNL1_P1P2_ENSG00000137812,KNL1,targeting,non-replication,4.140867,-0.009142687,0.3532047,-0.13437542,0.11548021,-0.063151
1206_CASP8AP2_P1P2_ENSG00000118412,CASP8AP2,targeting,non-replication,1.2111908,-5.0764756,1.7903507,0.73948437,-0.052772474,0.037117265
1211_CAST_P2_ENSG00000153113,CAST,targeting,non-replication,7.3086386,4.326796,-0.16181186,-0.035458375,-0.016673675,-0.027414
1219_CBFA2T3_P2_ENSG00000129993,CBFA2T3,targeting,non-replication,2.4436507,-3.8409102,1.4005928,0.6404059,0.018570704,0.04444038
121_ACY1_P1P2_ENSG00000243989,ACY1,targeting,non-replication,9.048828,0.34597743,0.06960612,-0.0924951,-0.035459932,0.036707334
1223_CBL_P1P2_ENSG00000110395,CBL,targeting,non-replication,7.173307,2.6702864,-0.4829434,-0.16425866,0.053141084,0.041676745
1245_CCDC115_P1P2_ENSG00000136710,CCDC115,targeting,non-replication,4.261618,1.952528,0.16829745,0.11003015,0.09325107,0.011977267
1250_CCDC125_P1P2_ENSG00000183323,CCDC125,targeting,non-replication,7.0049963,1.9126517,-0.76930654,-0.023665562,0.09801296,0.12849726
1268_CCDC174_P1P2_ENSG00000154781,CCDC174,targeting,non-replication,2.3549674,-3.544088,0.9530319,0.27269492,0.06835088,0.049251523
1269_CCDC17_P1P2_ENSG00000159588,CCDC17,targeting,non-replication,7.4467235,1.3201534,-0.29596967,-0.037023157,0.018080547,0.004044449
1276_CCDC34_P1P2_ENSG00000109881,CCDC34,targeting,non-replication,5.777719,-0.80097115,0.2595091,0.037751112,0.047299176,0.019550918
127_ADAM10_P1P2_ENSG00000137845,ADAM10,targeting,non-replication,0.18994346,-2.087698,-0.42475313,-0.0128408605,-0.0401506,0.048861846
1284_CCDC59_P1P2_ENSG00000133773,CCDC59,targeting,non-replication,-0.9528011,-0.4553715,-0.02251678,0.04176692,0.03177754,-0.013049099
1287_CCDC69_P1P2_ENSG00000198624,CCDC69,targeting,non-replication,9.966458,0.711266,0.50714517,0.057151042,-0.0004073032,0.03651512
1289_CCDC6_P1P2_ENSG00000108091,CCDC6,targeting,non-replication,4.2054706,-4.854232,0.47393453,0.14646651,0.025798056,0.011631862
1296_CCDC78_P1P2_ENSG00000162004,CCDC78,targeting,non-replication,4.27971,-3.8245714,0.26438358,0.21194057,-0.10494528,-0.040974848
1298_CCDC84_P1P2_ENSG00000186166,CCDC84,targeting,non-replication,5.5397654,4.7992744,-0.6739165,-0.1581552,-0.050485343,0.1511989
1301_CCDC86_P1P2_ENSG00000110104,CCDC86,targeting,non-replication,-2.8209915,3.9418607,0.62205994,-0.08403945,0.06406756,0.009248589
1310_YJU2_P1P2_ENSG00000105248,YJU2,targeting,non-replication,3.7828476,-0.11043795,0.2967652,0.03174958,-0.0050408943,-0.04037535
1312_CCDC9_P1P2_ENSG00000105321,CCDC9,targeting,non-replication,3.3620133,-2.0380871,0.83690464,0.29996723,-0.04002546,-0.0050758626
1315_CCNA2_P1P2_ENSG00000145386,CCNA2,targeting,non-replication,3.3615258,-2.9115248,0.8043867,0.22110127,0.049879353,0.052556895
1319_CCNC_P1P2_ENSG00000112237,CCNC,targeting,non-replication,1.4146179,-2.3792825,0.25058538,0.20469464,-0.07264265,-0.0107453
1323_CCND3_P1P2_ENSG00000112576,CCND3,targeting,non-replication,2.5019724,-2.0357149,0.92876124,0.21918252,0.055405077,0.03484869
1325_CCNE1_P1P2_ENSG00000105173,CCNE1,targeting,replication,3.9722266,-3.6078322,0.8433021,0.13136283,-0.03727044,0.017777098
1329_CCNH_P1P2_ENSG00000134480,CCNH,targeting,non-replication,4.674494,-6.303836,-0.028227784,0.03189883,-0.06399133,-0.022993483
1331_CCNJ_P1P2_ENSG00000107443,CCNJ,targeting,non-replication,-1.6655467,-0.6396924,0.019632893,-0.109270446,-0.03349743,-0.049654678
1332_CCNK_P2_ENSG00000090061,CCNK,targeting,non-replication,4.1864905,-3.122898,0.59143925,0.19183539,0.023872275,0.00095088535
1333_CCNK_P1_ENSG00000090061,CCNK,targeting,non-replication,3.2126334,-3.2362952,1.1483604,0.3621851,0.008626537,-0.05440275
1346_CCT2_P1P2_ENSG00000166226,CCT2,targeting,non-replication,4.6319304,-0.7207588,0.34950024,0.23947626,0.059584606,0.0044469563
1347_CCT3_P1P2_ENSG00000163468,CCT3,targeting,non-replication,4.284945,-1.0598298,0.28378275,0.10792828,0.050832886,0.019087948
1348_CCT4_P1P2_ENSG00000115484,CCT4,targeting,non-replication,4.8766074,-0.6202142,-0.9994579,0.07921597,0.15682529,0.06225093
1349_CCT5_P1P2_ENSG00000150753,CCT5,targeting,non-replication,4.8397136,-0.64564294,-0.49857756,0.144873,0.1343147,0.086765304
1351_CCT7_P1P2_ENSG00000135624,CCT7,targeting,non-replication,4.9599485,-0.51245636,-0.8021635,-0.15395373,0.3022005,0.057160627
