nd1,nd2,ne1,ne2,nh1,nh2,pd1,pd2,pe1,pe2,ph1,ph2
ENSMUSG00000035451_LINE1065_Foxa1_I,-0.0240339762760087,-0.0197386416857839,-0.0163279483568481,-0.020954302967712,0.00456418056603402,-0.000673543619984647,0.000196968450221629,0.00146116737783788,0.00449721734348299,0.00793939544543038,0.0252981480707591,0.0245539694527131
ENSMUSG00000024137_LINE2393_E4f1_I,-0.0254120064091203,-0.0249791207728436,0.0309300092017058,0.0221995857080416,-0.0147950649752568,-0.00531580706264058,-0.0168335995283537,-0.00475527713554235,0.0324441829458829,0.0333607513451154,-0.00673623526108247,-0.00778438816022223
ENSMUSG00000038932_LINE129_Tcfl5_D,-0.0117558187907868,-0.0174782100504233,0.0120430504493998,-0.00538637804641612,0.00577541188796309,0.00693722758708536,-0.0130780458327713,-0.00117498769222135,-0.000201306150313066,0.0555107517639795,-0.00235101582973648,-0.00558741065602067
ENSMUSG00000073209_LINE821_Klf14_I,-0.012374827502247,-0.00765528498507119,0.0100331414926985,0.0128478873757522,-0.00404996463799623,-0.00173385055508843,-0.00605641508439963,-0.00833454486250037,0.0138979965633247,0.00414567671802077,-0.00216437031072971,-0.000404610077791877
ENSMUSG00000020653_LINE897_Klf11_I_N3,-0.012374827502247,-0.00765528498507119,0.0100331414926985,0.0128478873757522,-0.00404996463799623,-0.00173385055508843,-0.00605641508439963,-0.00833454486250037,0.0138979965633247,0.00414567671802077,-0.00216437031072971,-0.000404610077791877
ENSMUSG00000052040_LINE1535_Klf13_I_N3,-0.012374827502247,-0.00765528498507119,0.0100331414926985,0.0128478873757522,-0.00404996463799623,-0.00173385055508843,-0.00605641508439963,-0.00833454486250037,0.0138979965633247,0.00414567671802077,-0.00216437031072971,-0.000404610077791877
ENSMUSG00000035397_LINE2773_Klf16_I_N3,-0.012374827502247,-0.00765528498507119,0.0100331414926985,0.0128478873757522,-0.00404996463799623,-0.00173385055508843,-0.00605641508439963,-0.00833454486250037,0.0138979965633247,0.00414567671802077,-0.00216437031072971,-0.000404610077791877
ENSMUSG00000037992_LINE1624_Rara_D_N1,-0.00829632905046159,-0.00947308876192038,-0.0185786250315524,-0.020908462900145,0.0139587263720375,0.0118373638439079,0.00185182643544209,0.00309208595173832,-0.0166117441233289,-0.00949050013371813,0.0205293464240761,0.0185076701999991
ENSMUSG00000017491_LINE1585_Rarb_D_N1,-0.003374612405817,-0.0066423037806538,-0.0135518755468026,-0.016050069240995,0.0206439378091257,0.015499619278114,-0.00274028411466679,-0.00467002821799937,-0.0204402847705302,-0.0149085757438543,0.016238481877823,0.0151539441515595
ENSMUSG00000034227_LINE1061_Foxj1_D,-0.0136585549995276,-0.0146707848415847,0.00293641022824822,-0.00659831423848302,0.00458288308515907,0.00356794954135591,-0.00990731541264738,-0.00480238470714775,0.00759407271583411,0.0185230968867178,0.0072269345987376,0.00613621664191442
NP_0011820571_LINE9832_Gm5294_I_N1,-0.0136585549995276,-0.0146707848415847,0.00293641022824822,-0.00659831423848302,0.00458288308515907,0.00356794954135591,-0.00990731541264738,-0.00480238470714775,0.00759407271583411,0.0185230968867178,0.0072269345987376,0.00613621664191442
NP_0320502_LINE9950_Foxl1_I_N1,-0.0136585549995276,-0.0146707848415847,0.00293641022824822,-0.00659831423848302,0.00458288308515907,0.00356794954135591,-0.00990731541264738,-0.00480238470714775,0.00759407271583411,0.0185230968867178,0.0072269345987376,0.00613621664191442
ENSMUSG00000000134_LINE36_Tcfe3_D,-0.0187860983134833,-0.0173841774471431,0.0267599573984588,0.0136859651082161,0.00997295863985102,0.0123729468844119,-0.0194795244132577,-0.0109673979948159,0.0120865359959708,0.0145773626633913,-0.00944778808708657,-0.00904227880342504
ENSMUSG00000025930_LINE83_Msc_D,0.0223691066611996,0.0280006456194475,-0.0422056942521408,-0.0484616458051525,0.00436033475047441,-0.000871075828556855,0.0335818611252937,0.0274680728289769,-0.0311859732112035,-0.0279300798027271,0.0141218455039307,0.0119835437621582
ENSMUSG00000021359_LINE1_Tcfap2a_D_N1,-0.00247012805058271,-0.00359359277389277,-0.00161221209937766,-0.00943511840529378,0.0132416880354423,0.0100530051485734,-0.00540210265326221,-0.00274325482642671,-0.0150610026895936,-0.00437900226611987,0.00820638056764952,0.00723341350871532
ENSMUSG00000028163_LINE1660_Nfkb1_I,0.00913102869368359,0.0149476355847741,-0.002148605884487,-0.00442530048834471,0.0198822040434766,0.0116086980839944,-0.00160481756320112,-0.00629187033815525,-0.02618193963681,-0.0341280019445296,0.00181974570389348,0.00220399130204223
ENSMUSG00000023990_LINE80_Tcfeb_D,-0.0189451575275977,-0.0204802165972073,0.024380766177704,0.0129469124638119,0.0110506093339369,0.0141897438836192,-0.0191508827397052,-0.010722514493267,0.0134164043660284,0.0192172350542403,-0.010243531081547,-0.00918426156185672
ENSMUSG00000020950_LINE1044_Foxg1_D_N2,-0.0224787164058485,-0.021594440093337,-0.0074143465097865,-0.0119139158503471,-0.000678095541653767,-0.00194648222312468,-0.00377609233614,0.00116152875222812,0.0113853845537925,0.0171114688386068,0.0173028215860061,0.0176012911783261
ENSMUSG00000018973_LINE1182_Hoxb1_I,0.00859813119566489,0.013307926577936,-0.021510296013861,-0.0223700219788501,0.0218346389804464,0.0155780450432771,0.00577362107486041,0.00371163464902563,-0.029725601551166,-0.0390003142167916,0.0134219384796838,0.0103057118493973
ENSMUSG00000028341_LINE1617_Nr4a3_I,-0.00499364763283516,-0.00426177243091206,-0.0146758961758625,-0.0181820429596283,0.0147457957443161,0.00897230586859556,0.00342609748211305,-0.000600399042293247,-0.0164285290489308,-0.0195852385652444,0.0192097663769014,0.0151072533599081
ENSMUSG00000041649_LINE492_Klf8_D,-0.0113484368998939,-0.00595781952087196,0.00798443623861975,0.00937733684225351,-0.00222329620260941,-0.00168143697094504,-0.00470688084725822,-0.00875194128492029,0.0114853917280942,0.00111656352789521,-0.000286443519367387,0.0010629758906936
XP_0036894501_LINE1465_Dobox4_D_N3,0.0109407327128893,0.0180710238413733,-0.0163240266893851,-0.0170801677305295,0.0197011548085099,0.0104388804797918,0.00457828206834442,0.000200206603874729,-0.0282442638920439,-0.0420823065976227,0.0105253578371966,0.00848378257614657
ENSMUSG00000040857_LINE1034_Erf_I,-0.00234282034754015,0.00164304569878799,0.0211333103455669,0.0182726516795765,0.00633933506532509,0.011955769254573,-0.018265606182226,-0.0116964342015195,-0.000937902880335323,0.00231723852309969,-0.0134300561726603,-0.0106067621569431
ENSMUSG00000002108_LINE1571_Nr1h3_I,-0.0150744138000407,-0.0107874941576249,-0.00814301502587667,-0.0110969247358248,0.00796514394852781,0.00226922140375452,0.000919914076518463,-0.00294412002021065,-0.0014215188565808,-0.00767438783640655,0.0167968582435758,0.014626050062394
ENSMUSG00000060601_LINE1635_Nr1h2_I,-0.0150744138000407,-0.0107874941576249,-0.00814301502587667,-0.0110969247358248,0.00796514394852781,0.00226922140375452,0.000919914076518463,-0.00294412002021065,-0.0014215188565808,-0.00767438783640655,0.0167968582435758,0.014626050062394
ENSMUSG00000047638_LINE6853_Nr1h4_I_N1,-0.0230544139899482,-0.017052508769238,-0.0119388352949564,-0.0144026877703054,0.0160775893884635,0.011330450035061,0.00380627253036189,-0.00410553099485719,-0.0149559387373641,-0.0168797503773568,0.0241167275466204,0.0239195309508338
ENSMUSG00000048938_LINE6860_Nr1h5_I_N1,-0.0230544139899482,-0.017052508769238,-0.0119388352949564,-0.0144026877703054,0.0160775893884635,0.011330450035061,0.00380627253036189,-0.00410553099485719,-0.0149559387373641,-0.0168797503773568,0.0241167275466204,0.0239195309508338
ENSMUSG00000007805_LINE47_Twist2_D,0.017379687689623,0.0199944357601558,-0.0225627617967245,-0.0219593418218871,0.0252004059772053,0.0132310992497616,0.00491721458002335,0.000946690360316853,-0.040041356937915,-0.0430634083833035,0.0126271129358811,0.0124378307438426
ENSMUSG00000028417_LINE214_Tal2_I_N1,0.017379687689623,0.0199944357601558,-0.0225627617967245,-0.0219593418218871,0.0252004059772053,0.0132310992497616,0.00491721458002335,0.000946690360316853,-0.040041356937915,-0.0430634083833035,0.0126271129358811,0.0124378307438426
ENSMUSG00000061911_LINE940_Myt1l_I,-0.000226052957014024,0.000880919547806249,0.0183765185736311,0.0170731167684916,0.0197820646490115,0.0151480793148189,-0.0218270622609581,-0.0230227986947554,-0.0125568257278679,-0.00872389198904281,-0.00601322176684468,-0.00452484113861321
ENSMUSG00000035923_LINE117_Myf6_D_N1,0.00295191328851895,0.0036437286579,-0.0280073046430958,-0.0304444833351266,0.00511402868697769,-0.000458388372305937,0.0142231956673943,0.01147330351357,-0.00897684757677106,-0.00992308702505594,0.0160310424071566,0.0149093004483188
NP_0011820571_LINE9932_Gm5294_I_N10,-0.0178324296096654,-0.01617850543445,-0.00672792699026619,-0.0132013070237991,0.00306261023561334,0.000428819629269485,-0.00362837518763084,-0.0013910406262602,0.00919228945402786,0.0123541416181194,0.0142711057990959,0.0139758164121319
NP_0320502_LINE10066_Foxl1_I_N10,-0.0178324296096654,-0.01617850543445,-0.00672792699026619,-0.0132013070237991,0.00306261023561334,0.000428819629269485,-0.00362837518763084,-0.0013910406262602,0.00919228945402786,0.0123541416181194,0.0142711057990959,0.0139758164121319
ENSMUSG00000035158_LINE115_Mitf_D,-0.0162245850975638,-0.0158604210734073,0.0264714289284435,0.0136422967422225,0.00934058160195776,0.0123934645454573,-0.0189050523661977,-0.00972602746957293,0.0126722975078949,0.0138903920857997,-0.0116659333330464,-0.0104284036336395
ENSMUSG00000030551_LINE1618_Nr2f2_D,-0.00673346819626508,-0.00596140562471337,-0.0132760512016394,-0.0165923765698141,0.0171155116500057,0.0114596572370324,-0.00130489930947953,-0.00275965275392252,-0.0142580655010082,-0.0136591276187138,0.0153833065254838,0.0155481592802731
ENSMUSG00000047861_LINE1083_Foxi1_I,-0.0141877142170426,-0.0115068203359135,-0.0100566793644027,-0.0161216248519565,0.00566840506523995,0.001772460882073,-0.000887125637673773,0.000127872868693656,0.00242587135862984,0.00522246181161022,0.0146232690070325,0.0149228073386466
ENSMUSG00000048377_LINE1084_Foxi2_I,-0.0141877142170426,-0.0115068203359135,-0.0100566793644027,-0.0161216248519565,0.00566840506523995,0.001772460882073,-0.000887125637673773,0.000127872868693656,0.00242587135862984,0.00522246181161022,0.0146232690070325,0.0149228073386466
ENSMUSG00000055874_LINE1093_Foxi3_I,-0.0141877142170426,-0.0115068203359135,-0.0100566793644027,-0.0161216248519565,0.00566840506523995,0.001772460882073,-0.000887125637673773,0.000127872868693656,0.00242587135862984,0.00522246181161022,0.0146232690070325,0.0149228073386466
NP_0011820571_LINE9852_Gm5294_I_N1,-0.0141877142170426,-0.0115068203359135,-0.0100566793644027,-0.0161216248519565,0.00566840506523995,0.001772460882073,-0.000887125637673773,0.000127872868693656,0.00242587135862984,0.00522246181161022,0.0146232690070325,0.0149228073386466
NP_0320502_LINE9973_Foxl1_I_N1,-0.0141877142170426,-0.0115068203359135,-0.0100566793644027,-0.0161216248519565,0.00566840506523995,0.001772460882073,-0.000887125637673773,0.000127872868693656,0.00242587135862984,0.00522246181161022,0.0146232690070325,0.0149228073386466
ENSMUSG00000022556_LINE1490_Hsf1_I,0.00276845814666342,0.0075487746663921,-0.00561440359328145,-0.00749165887240478,0.0181106042833531,0.0103526769717127,-0.00216230914943161,-0.00743092215028596,-0.020245593373198,-0.0217160533645043,0.00510322412917328,0.00734729287942795
ENSMUSG00000051367_LINE1380_Six1_D,0.0107080448232266,0.0195618191055279,0.02369183074563,0.0351237007513856,0.0394498708734376,0.0267493104157477,-0.0336921671345534,-0.0365737401536171,-0.0339754455942301,-0.0400432936407026,-0.0126688002695361,-0.0148648275310252
ENSMUSG00000006705_LINE1167_Pknox1_D,-0.00758782219903915,-0.00826679697756324,-0.0159864242456583,-0.0179524831649555,0.0127733184423543,0.0124984623171287,-0.00122861811518674,0.000732405121988206,-0.0109790969883636,-0.00218038576334038,0.0163380273378178,0.0129682553338927
ENSMUSG00000019768_LINE1592_Esr1_D,-0.0099655922615397,-0.00762337659385766,-0.00387537904885287,-0.00815947031790394,0.0222562405742434,0.0160348292913425,-0.0117358884816119,-0.00722220303399731,-0.0106527139512182,-0.0126814354326861,0.00912514604167879,0.0104343295858662
ENSMUSG00000005893_LINE1577_Nr2c2_I,-0.0137452022675522,-0.00902844418568058,0.0217040321990096,0.0179473922024878,0.00310959563260713,0.00365940031732885,-0.0154881216808982,-0.00949914097743299,0.00967127800508803,0.00577153605244013,-0.00726922935701443,-0.0060923738119982
ENSMUSG00000036139_LINE1300_Hoxc9_D_N1,-0.00620905675648552,-0.00622338371262819,-0.0162604337881929,-0.0214984846092658,0.00700716339355408,0.00321988388301186,0.00699046706608489,0.00961341177650357,-0.0124125679611481,-0.00613605422639402,0.0186219301499762,0.0139369869831473
NP_0322962_LINE6234_NP_0322962_I_N2,-0.00620905675648552,-0.00622338371262819,-0.0162604337881929,-0.0214984846092658,0.00700716339355408,0.00321988388301186,0.00699046706608489,0.00961341177650357,-0.0124125679611481,-0.00613605422639402,0.0186219301499762,0.0139369869831473
ENSMUSG00000005583_LINE1508_Mef2c_I,0.00151790061218422,0.00335205627315033,-0.0125633710131319,-0.0165061828075,0.0232011379044977,0.0196394327237732,-0.00277916671762406,-0.000327848660379985,-0.0203817196949128,-0.0135517993287211,0.00624400315944779,0.00364852187164288
ENSMUSG00000041703_LINE493_Zic5_D,0.00444366165237442,0.00830328880948876,-0.00531308284274578,-0.00618407338277302,0.0212088628288846,0.00798415556074331,-0.00356215212414795,-0.0151205186844962,-0.0112952131501035,-0.0255354930901674,0.0048547513389311,0.00357875627032563
ENSMUSG00000035934_LINE1297_Pknox2_D_N1,-0.00823053094157678,-0.00875690471711866,-0.0128145255058521,-0.0144106206740599,0.0149382948166707,0.0139966292407294,-0.0039768498559314,-0.00117157333609579,-0.0122602730552971,-0.00348423046769366,0.0153724396657948,0.0114403271525329
ENSMUSG00000029553_LINE98_Tcfec_D_N2,-0.015829254048985,-0.0177552672279035,0.0251963403448076,0.0122457688633271,0.0103632537340853,0.0134723500960746,-0.0188325414789438,-0.00871874792363102,0.0112156847905351,0.0142557355808977,-0.0102090503184668,-0.00972003333300738
ENSMUSG00000035529_LINE447_Prdm4_I,0.00537454556429927,0.00631166378966434,-0.00100536645977448,-0.00369429077423297,0.0170901556838582,0.0116717739525454,-0.00713812273313436,-0.00591827173914992,-0.016647714287802,-0.0210969244119208,0.0030690469825571,0.00159107712541036
ENSMUSG00000070495_LINE1841_Ctcfl_I,-0.00474890722216656,-0.00304488263263504,-0.0082502416316579,-0.0112748042072114,-0.00562218826994848,-0.00641357877940961,0.00142825539751369,0.00372715402819773,0.00900068492304936,0.0171783352128144,0.00558687664243846,0.00615895705565166
ENSMUSG00000051510_LINE237_Mafg_D,-0.0225113024505053,-0.0164163403902378,-0.0221772642518256,-0.0274283457546994,0.0154735333077258,0.009754452465169,-0.00226533161996027,-0.00321590891049725,-0.00270757653496634,-0.00605048347674264,0.0293449926471008,0.0267385760786875
NP_0011820571_LINE9891_Gm5294_I_N1,-0.0213361836504909,-0.0210676314971218,-0.00162994025077129,-0.003725308143371,-0.00140317788737064,-0.00150430678353408,-0.00602086671214886,-0.0034613332689183,0.0105538548056855,0.0183989922034662,0.0140092460403225,0.0138645323808811
NP_0320502_LINE10016_Foxl1_I_N1,-0.0213361836504909,-0.0210676314971218,-0.00162994025077129,-0.003725308143371,-0.00140317788737064,-0.00150430678353408,-0.00602086671214886,-0.0034613332689183,0.0105538548056855,0.0183989922034662,0.0140092460403225,0.0138645323808811
ENSMUSG00000000078_LINE740_Klf6_I_N15,-0.0119474186350459,-0.00732228944735137,0.00575987838020052,0.00665482972265466,-0.00282737273442346,-0.000851817436340149,-0.003837339970121,-0.00628915285458746,0.0123516202806476,0.00238015422419263,0.00070410588157277,0.00185332770271739
ENSMUSG00000029178_LINE1101_Klf3_I_N15,-0.0119474186350459,-0.00732228944735137,0.00575987838020052,0.00665482972265466,-0.00282737273442346,-0.000851817436340149,-0.003837339970121,-0.00628915285458746,0.0123516202806476,0.00238015422419263,0.00070410588157277,0.00185332770271739
ENSMUSG00000055148_LINE1590_Klf2_I_N14,-0.0119474186350459,-0.00732228944735137,0.00575987838020052,0.00665482972265466,-0.00282737273442346,-0.000851817436340149,-0.003837339970121,-0.00628915285458746,0.0123516202806476,0.00238015422419263,0.00070410588157277,0.00185332770271739
ENSMUSG00000017688_LINE1589_Hnf4g_I,-0.000178330392191384,0.0038948900997649,-0.00880855930555922,-0.00947442352002866,0.0188340808848992,0.0106127582303154,-0.00172802565917218,-0.00547333295698238,-0.0169060901379141,-0.0222430773009093,0.008992034658573,0.00734530927546069
ENSMUSG00000030067_LINE1050_Foxp1_D,-0.0222582089394957,-0.0226717088689372,-0.00360000663371818,-0.00613599735076074,-0.00573235442900326,-0.00703804051263208,-0.00377006166723571,0.00143606578349598,0.0146747357532338,0.0179478356086762,0.0161877333833118,0.0168463602312597
ENSMUSG00000027490_LINE993_E2f1_I,-0.011117154983089,-0.0112801231619948,0.0120004825495999,0.00426698408926443,0.00470875145606628,0.0027349583545455,-0.00710485008611406,-0.00434999542460211,0.00202223203506494,0.00785847934785899,0.00136441722137639,-0.000835477736733724
ENSMUSG00000004043_LINE1782_Stat5a_I,0.00299910356281997,0.00738652771106254,0.0140418351818573,0.0134417937000287,0.014784734770189,0.0114691901037019,-0.0153197208731878,-0.0151273963841569,-0.0111182170200127,-0.0116954366565355,-0.00789685009198557,-0.00702887027441396
ENSMUSG00000062175_LINE1403_Tgif2_D,-0.00860772625027495,-0.0089178382298677,-0.0144101616688293,-0.0158712981685463,0.0147439183736431,0.0145530271943,-0.00288015942040087,-0.00251318023843074,-0.0120348308348118,-0.00574523277519736,0.0170866167810656,0.0132758746759729
ENSMUSG00000028150_LINE1616_Rorc_I,-0.00669247184584867,-0.000524414767435259,0.0105524077909554,0.0108793322443921,0.0231349901683466,0.0166706886897139,-0.0141370322290593,-0.0192577043476249,-0.0197723415401177,-0.0228716264099167,0.00351948464446437,0.00248053738059307
ENSMUSG00000030543_LINE107_Mesp2_I,0.00307882760588593,0.00668029066422385,-0.0271094771058332,-0.0272685491126378,-0.00424120949168168,-0.00949476453527249,0.0222120905731113,0.0211570624415309,-0.00612126408760213,-0.00828363784109058,0.0114908805508173,0.0125072929436818
ENSMUSG00000030544_LINE108_Mesp1_I,0.00307882760588593,0.00668029066422385,-0.0271094771058332,-0.0272685491126378,-0.00424120949168168,-0.00949476453527249,0.0222120905731113,0.0211570624415309,-0.00612126408760213,-0.00828363784109058,0.0114908805508173,0.0125072929436818
NP_0011820571_LINE9884_Gm5294_I_N7,-0.0177252776053157,-0.0143930744685539,-0.00708194886237642,-0.0136826824069237,0.0047448837245207,-0.00030311189045998,-0.000291456939185162,-0.000602810343855602,0.00588309122200316,0.00497936467414058,0.0146890063576964,0.0147044890777358
NP_0320502_LINE10009_Foxl1_I_N7,-0.0177252776053157,-0.0143930744685539,-0.00708194886237642,-0.0136826824069237,0.0047448837245207,-0.00030311189045998,-0.000291456939185162,-0.000602810343855602,0.00588309122200316,0.00497936467414058,0.0146890063576964,0.0147044890777358
ENSMUSG00000071661_LINE810_Zbtb3_D,-0.000789976722614012,0.0057152453780644,-0.0188694877005077,-0.0190915916994096,0.0134425247349831,0.00618421918405875,-0.00235961714423532,-0.000744821639505457,-0.0115251357318229,-0.0147275985957186,0.0151812006747815,0.0132683816731339
ENSMUSG00000057469_LINE996_E2f6_I,-0.00131966879708114,0.00163289632622822,0.00663236935719546,0.00222952728772129,0.0122927443717771,0.00640937449077275,-0.00467261079917484,-0.00890398438039866,-0.00935230648119143,-0.0167130598646759,0.00196172624110085,1.14584834304196e-05
ENSMUSG00000050295_LINE1086_Foxc1_D_N2,-0.0254306302794293,-0.0235094037690702,-0.00814149577241024,-0.011558337004125,0.00446165604706152,0.00107517467904882,-0.0068109720204947,-0.00530328322847386,0.00935743556553465,0.0163413066600345,0.0203066791875577,0.0203172968412716
ENSMUSG00000002983_LINE7015_Relb_I,0.00884754949378469,0.0139826270754601,-0.00643572422647387,-0.00692304576906388,0.0179730641063113,0.0107163111185826,-0.00235840907142999,-0.00586576274588097,-0.0234934133893401,-0.0273508055484784,0.00434660233411508,0.00335564539778635
ENSMUSG00000038236_LINE1314_Hoxa7_D_N2,-0.012320630023427,-0.00658892943141306,-0.0236908824473912,-0.027075291838929,0.00856673614469557,0.00283635573600289,0.00729044132999419,0.0139867709670587,-0.0187961683861351,-0.0175867350928906,0.0269420652781393,0.0269971482567033
ENSMUSG00000030507_LINE1269_Dbx1_D,0.00456698874459092,0.0049612576131166,-0.0192881228642299,-0.0276752639422012,0.0106878468651302,0.00691964472477547,0.0123613668432255,0.0115566994615837,-0.0163070478141065,-0.0157922663326679,0.0114020098529697,0.00814049474988048
ENSMUSG00000037868_LINE463_Egr2_D_N2,-0.0197060569631422,-0.0203908797004715,0.00692432606405913,-6.93885848132361e-05,0.00681868522268157,0.000996966840981231,-0.00498757755487007,-0.00289620964251248,0.00390212637397988,0.00607571336339346,0.0082834454757645,0.00892302883427426
ENSMUSG00000022484_LINE1203_Hoxc10_D_N1,-0.00512031937515226,-0.00433995588831255,-0.0356349048383991,-0.0463533383748091,0.0212247805210569,0.017260545790745,0.0112362823911758,0.013225953011968,-0.0304609605868767,-0.0205947799145914,0.0288550058448484,0.030270507480074
NP_0011820571_LINE9929_Gm5294_I_N42,-0.0214319745463569,-0.0223374787793928,-0.00139078871874365,-0.00350929599598619,-0.00394037338010051,-0.00510366018145698,-0.0070408875090289,-0.0011019950595044,0.0142808378491283,0.0242469918442451,0.0132826082480221,0.0135964252810647
NP_0320502_LINE10059_Foxl1_I_N50,-0.0214319745463569,-0.0223374787793928,-0.00139078871874365,-0.00350929599598619,-0.00394037338010051,-0.00510366018145698,-0.0070408875090289,-0.0011019950595044,0.0142808378491283,0.0242469918442451,0.0132826082480221,0.0135964252810647
ENSMUSG00000040891_LINE3490_Foxa3_I_N47,-0.0214319745463569,-0.0223374787793928,-0.00139078871874365,-0.00350929599598619,-0.00394037338010051,-0.00510366018145698,-0.0070408875090289,-0.0011019950595044,0.0142808378491283,0.0242469918442451,0.0132826082480221,0.0135964252810647
ENSMUSG00000043099_LINE505_Hic1_D_N2,0.00395497499894651,0.00467051829353121,-0.0222728452134894,-0.0247060937145307,0.0173070971156994,0.00580892019388469,0.00829128265860783,0.00405534510211556,-0.0166740408985059,-0.0220110160695196,0.0139277635865282,0.0123420639570846
ENSMUSG00000061524_LINE716_Zic2_D,-0.0047082285615313,-0.00695307736894303,-0.00530222900804647,-0.0132012302319304,0.0131788569699261,0.00873451335844708,-0.00368136372592186,-0.00230284375860018,-0.0140299299825896,0.00668419652071683,0.0101142733184461,0.00880425874138233
ENSMUSG00000002250_LINE1572_Ppard_I,-0.000342673828418079,0.00266367348011118,-0.00655429095184979,-0.00693427461444593,0.0122961142521775,0.0055899037595595,0.000295865608687145,-0.00696592031597371,-0.0137097390800861,-0.0214451726579593,0.0103549292120723,0.00949120769236228
ENSMUSG00000027210_LINE1237_Meis2_D_N2,-0.00798645047050038,-0.00924100404051072,-0.0168398822647984,-0.0178037732488217,0.0145418113628455,0.0152872316538759,-0.00160790889109758,-9.50776221450393e-06,-0.0125824624501571,-0.00464386084609126,0.0177803232545076,0.0128385694037248
ENSMUSG00000041420_LINE1338_Meis3_D_N2,-0.00798645047050038,-0.00924100404051072,-0.0168398822647984,-0.0178037732488217,0.0145418113628455,0.0152872316538759,-0.00160790889109758,-9.50776221450393e-06,-0.0125824624501571,-0.00464386084609126,0.0177803232545076,0.0128385694037248
ENSMUSG00000001419_LINE6419_Mef2d_I_N14,0.00111745980326385,0.00420914701616442,-0.0135975884852902,-0.0186250413465956,0.0187055458356878,0.0136751582430773,0.00276218023108027,0.00426050317087157,-0.0176224299953462,-0.0136113343447849,0.00610901549436366,0.00447680872820358
ENSMUSG00000079033_LINE16135_Mef2b_I_N14,0.00111745980326385,0.00420914701616442,-0.0135975884852902,-0.0186250413465956,0.0187055458356878,0.0136751582430773,0.00276218023108027,0.00426050317087157,-0.0176224299953462,-0.0136113343447849,0.00610901549436366,0.00447680872820358
ENSMUSG00000021099_LINE1190_Six6_D_N1,0.01095025895051,0.0164660948215488,0.00929842145167126,0.0169411168392352,0.0382944544049235,0.0253937726369333,-0.0253127858040493,-0.0273449295637517,-0.0323297158071378,-0.0325582601821379,-0.00613106644746731,-0.00852253480164855
ENSMUSG00000015846_LINE1581_Rxra_D_N1,-0.00392114784525991,-0.00229397124497455,-0.00723544168236845,-0.00812211872981781,0.0218445172567175,0.0120421175930144,-0.00519245711060457,-0.00872446028038781,-0.0149908673561515,-0.0215773886445351,0.010089117872961,0.0107543565969691
ENSMUSG00000046532_LINE1630_Ar_D_N1,0.00478809119083456,0.00946483381517181,0.0038554692947007,0.000208301625232707,0.0289906784771103,0.0206415341266527,-0.00735926859285469,-0.011877491185531,-0.0308020278694265,-0.0285571933526484,0.00113757917473009,-0.00368927932386649
ENSMUSG00000006587_LINE298_Snai3_I,-0.0106238777327737,-0.011458189533059,-0.0134834709682959,-0.0147075143406726,0.0140485109699706,0.0150413142652766,-0.00515858510805071,-0.00491532557590419,-0.00805851198885102,0.00143522736571506,0.0162372942887913,0.0127742577719
ENSMUSG00000042821_LINE502_Snai1_D,-0.0106238777327737,-0.011458189533059,-0.0134834709682959,-0.0147075143406726,0.0140485109699706,0.0150413142652766,-0.00515858510805071,-0.00491532557590419,-0.00805851198885102,0.00143522736571506,0.0162372942887913,0.0127742577719
ENSMUSG00000056829_LINE1099_Foxb2_I,-0.0256369782087344,-0.0234395083369126,-0.00379262755568995,-0.010154530687516,0.00379076262363991,0.00230553293716518,-0.00756745158458082,-0.00555668201982657,0.00873089226322768,0.0110279356096005,0.0201576064293916,0.019599999650583
ENSMUSG00000059246_LINE1100_Foxb1_D,-0.0256369782087344,-0.0234395083369126,-0.00379262755568995,-0.010154530687516,0.00379076262363991,0.00230553293716518,-0.00756745158458082,-0.00555668201982657,0.00873089226322768,0.0110279356096005,0.0201576064293916,0.019599999650583
ENSMUSG00000038210_LINE1310_Hoxa11_D_N2,-0.00715138984073652,-0.00559816878841563,-0.0164625823522202,-0.0186028936195452,0.00884515016536476,0.00618915686899832,0.00765684284355318,0.00637581756392848,-0.0164967133179836,-0.00984763748645763,0.0175858811390028,0.0158974887719563
ENSMUSG00000025821_LINE373_Zfp282_I,-0.00155871007283875,0.00634547489886672,-0.0016548713230273,-0.000907207078487541,0.017578866213426,0.00448156133642236,-0.0011680321453952,-0.0100088799752513,-0.0155548300955714,-0.0282217174261297,0.00554448853453302,0.00679729356366203
ENSMUSG00000022510_LINE6881_Trp63_I_N2,-0.00128319320812242,0.000777831356731512,-0.0227123986764148,-0.0234392450031009,0.00977931453810868,0.0056647988398693,0.00581771829335781,0.00559377083250497,-0.0102683166846623,-0.0101822951065855,0.0166117172076577,0.0126741756554066
ENSMUSG00000026610_LINE1613_Esrrg_D,-0.0120937654581872,-0.0133345631444113,-0.00699212979954831,-0.00965164504751868,0.0113283785394855,0.00808289980548645,-0.000794916057107372,-0.0021364435716401,-0.0148362594114234,-0.0112727531265262,0.0198974401950463,0.0167848724628855
ENSMUSG00000001656_LINE1152_Hoxc11_D,-0.00498828241720802,-0.00663969599488646,-0.0293194011306329,-0.0390429543845777,0.0159154684731108,0.0116611692632923,0.0129735887950497,0.0132125796148252,-0.025868609882785,-0.0124287950643994,0.025011827003648,0.024819764363192
