logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	nlogpval
COL6A3	7.77491824505159	0.80400008956576	15.5429730092575	2.69044544437343e-16	1.28177481584106e-14	25.7830792811567	COL6A3	13.8921882656344
CCL20	8.3846250837097	2.34063011332079	15.5176437359239	2.81564894533069e-16	1.33616344656654e-14	26.2866641558574	CCL20	13.8741404134172
RP11-1008C21.1	7.96178614442758	3.49620960292314	15.5119724626699	2.84449365036429e-16	1.34457881496321e-14	26.5818846400444	RP11-1008C21.1	13.8714137357238
MGAT5	2.92726548553575	5.14097424907718	15.4971223758511	2.92147051802058e-16	1.37559201317382e-14	27.0487925293167	MGAT5	13.8615103544003
RHOC	2.29396046454128	6.21345197419539	15.487862627122	2.97055009433886e-16	1.39328010432537e-14	26.9581124357587	RHOC	13.8559615644561
MXD1	2.84087148749762	4.65361402787805	15.4602237679286	3.12214656232036e-16	1.44755155366432e-14	27.0094578191856	MXD1	13.8393659601924
P2RX4	2.71433139155003	5.19640570321249	15.4572203513338	3.13909218324996e-16	1.44985322555373e-14	26.946763088776	P2RX4	13.8386759609088
ADAM17	2.40441513661067	5.05712674086581	15.451468864221	3.171807082785e-16	1.45939306117039e-14	26.9395706728942	ADAM17	13.8358277229748
FAIM3	8.36197232806509	1.45941720837651	15.4490416386012	3.18571828759137e-16	1.46024155295997e-14	25.4889594789193	FAIM3	13.8355752973386
RAB31	2.15903376912905	6.8923874370108	15.3909820402649	3.53784826445964e-16	1.60367418068123e-14	26.7661328772407	RAB31	13.7948838629258
MAP1LC3B	2.3104207603997	6.06761922418164	15.3908968130169	3.53839357277818e-16	1.60367418068123e-14	26.777129160971	MAP1LC3B	13.7948838629258
FTH1P8	2.82488038308265	5.91424996288089	15.3478303755421	3.82530468171502e-16	1.7144448871642e-14	26.7342384725866	FTH1P8	13.7658764712286
MAP3K7CL	7.91918562654424	2.94998930173998	15.3188248066592	4.0319238680812e-16	1.800380469655e-14	26.2267195725058	MAP3K7CL	13.7446357068906
PLXNB2	3.03665971132845	4.27374270453978	15.292688892575	4.22792175296598e-16	1.86722923841757e-14	26.7251557877892	PLXNB2	13.7288023607503
WTAPP1	8.07414945415439	0.178985360075855	15.2777571661821	4.34426682201349e-16	1.90470915989802e-14	24.9721861228821	WTAPP1	13.7201713296442
COL1A2	7.49445046933447	0.897137475723715	15.2746212212282	4.36911673638393e-16	1.90868886740007e-14	25.5917302952884	COL1A2	13.7192648595497
REEP3	2.65467152228377	5.28076915897216	15.2572899450999	4.509112861886e-16	1.96276168135548e-14	26.570817718616	REEP3	13.7071324292617
LPXN	2.61717626631269	7.77582041373593	15.2316964616495	4.72433165070712e-16	2.049073021692e-14	26.4715594472144	LPXN	13.6884425646087
ATP6AP2	2.15414337677321	7.09657769917001	15.2099907602255	4.9151209753699e-16	2.11218339722557e-14	26.4306939022997	ATP6AP2	13.6752683754635
HIST2H2AA3	3.14728776459559	7.29721424156988	15.2092018726323	4.92220244622438e-16	2.11218339722557e-14	26.4407014689095	HIST2H2AA3	13.6752683754635
RP11-366L20.2	9.07166682137498	1.59479940984311	15.1900718973162	5.09717142215295e-16	2.17953609114745e-14	24.8743575848084	RP11-366L20.2	13.6616359350627
ARHGAP18	2.50853979868943	6.1072135669483	15.1700818664871	5.28684661979008e-16	2.24477652442385e-14	26.4042170283583	ARHGAP18	13.6488268880862
TEX11	8.81126816533758	-0.313039803017261	15.1462233051378	5.52275698329117e-16	2.32860216915702e-14	24.8027428856585	TEX11	13.6329047023189
DLX6-AS1	5.1629027577654	1.75018950264573	15.0897818895492	6.12489294626777e-16	2.55576998423401e-14	26.1529953435225	DLX6-AS1	13.592478234658
MAFB	3.92705924571632	6.44323404706647	15.0831543428662	6.19989393892411e-16	2.57817582662958e-14	26.3203008829237	MAFB	13.5886874679248
FGD4	3.94205372402966	4.04776169719584	15.0503568804823	6.58518321273531e-16	2.72901719374349e-14	26.2907693340764	FGD4	13.5639937281174
CD276	3.9932994787195	3.67766803413041	15.0455182975661	6.64407309026888e-16	2.74402486229842e-14	26.2770395585572	CD276	13.5616119580126
SYNPO2	2.81766341139278	3.99521906264217	15.0318270383376	6.81365777705388e-16	2.80449227075269e-14	26.2121299403799	SYNPO2	13.5521457525787
FABP5P1	3.38782391779029	4.59193063322559	15.0122539312281	7.06385704401333e-16	2.88782885437856e-14	26.226942529864	FABP5P1	13.5394285485683
TGFBR2	2.5048967591287	5.1056873921211	14.998656183287	7.24321597486257e-16	2.94789430994642e-14	26.148505013687	TGFBR2	13.5304880911759
SMIM14	2.73163018026444	4.43936389613205	14.9974385652996	7.25950338289425e-16	2.94789430994642e-14	26.1489752820213	SMIM14	13.5304880911759
ABCB4	4.35703864662152	3.09865286516494	14.9872861465736	7.39678045546406e-16	2.99359332078831e-14	26.1075193063151	ABCB4	13.5238071988272
RP11-574H6.1	6.98810781660897	2.89797480942835	14.9656404139553	7.69844405996854e-16	3.10529571898931e-14	25.9447249666656	RP11-574H6.1	13.5078970354198
IFI16	2.09746670486943	7.83533992908548	14.94462992926	8.00335398279644e-16	3.20690683926556e-14	25.93638475497	IFI16	13.4939136561553
ITGAX	3.80033826543085	3.68157562228027	14.9344732299414	8.15517335934385e-16	3.25695553866072e-14	26.0862254165615	ITGAX	13.4871881700339
SH3GLB1	2.22953249369997	5.98198866988588	14.9095817952413	8.53988444678796e-16	3.38823415378954e-14	25.9144757991898	SH3GLB1	13.4700265841191
ITGB2	2.51641669789825	8.52010952995227	14.9069316344461	8.58192804597157e-16	3.39378795046738e-14	25.8669974537315	ITGB2	13.4693152966144
ARHGEF3	3.4545179306144	4.67273251707002	14.9035090886402	8.63654008783654e-16	3.40425966133257e-14	26.0258423372859	ARHGEF3	13.4679773213304
FAR2	2.15073936584333	5.65169363065606	14.8534195320583	9.47793489886608e-16	3.72378214971359e-14	25.7854536252976	FAR2	13.4290157342279
CPNE2	2.58733552064512	4.53075181901525	14.8450792813568	9.6260096747375e-16	3.76971984058248e-14	25.8464572399556	CPNE2	13.423690924651
CTSA	2.10882468688267	5.63914363300099	14.8328688613531	9.84709654860101e-16	3.84386178498777e-14	25.7478192104553	CTSA	13.4152322367934
ARNT2	7.06685209442685	2.5271371981888	14.8205162400632	1.00760709674527e-15	3.90802996080593e-14	25.4404292189048	ARNT2	13.4080421154336
EID1	1.97501700989056	6.23345280428747	14.8088194790586	1.02979317625287e-15	3.98131860250351e-14	25.6891441043122	EID1	13.399973066884
SQSTM1	2.46705557787764	5.50608117481723	14.7944028240507	1.05783050216053e-15	4.07669009765749e-14	25.7060427869421	SQSTM1	13.3896923015458
NR3C1	1.88905510306151	6.66741145142025	14.7657385867303	1.11593018316348e-15	4.28694322109882e-14	25.6050703810097	NR3C1	13.3678522685133
CTNND1	2.58867032477269	4.46924630483934	14.7147609811577	1.22749135084094e-15	4.69338580754831e-14	25.6340677775872	CTNND1	13.3285137442741
RP11-3L21.2	8.13190187148586	1.42579351811718	14.6955215222736	1.27251923642229e-15	4.84237587419692e-14	24.4483194339886	RP11-3L21.2	13.3149415028427
IL24	7.48498117633656	0.856735388765717	14.6795824469812	1.31110672859107e-15	4.95803203833767e-14	24.341641263738	IL24	13.304690671189
DENND1B	2.24406349894783	4.69883985246838	14.6093298541884	1.49605425547063e-15	5.60487694905574e-14	25.3913246845501	DENND1B	13.2514339175797
HLX	3.36092283974806	4.42608632280391	14.5791679685336	1.58349198116777e-15	5.87726935677739e-14	25.3943920217582	HLX	13.2308244050009
SLC12A8	4.60542024964676	2.55963811650651	14.5775966108389	1.58818864529064e-15	5.87726935677739e-14	25.4133479798529	SLC12A8	13.2308244050009
TLR4	2.73507269768401	4.56597025458466	14.5459095109436	1.68601515366309e-15	6.20135847248541e-14	25.3514951131572	TLR4	13.2075131633277
BTG2	3.44557540772664	4.62898271622756	14.5440092650181	1.69207489700257e-15	6.20478737231156e-14	25.3499005620118	BTG2	13.207273096456
VOPP1	2.67080069377448	4.88180837480276	14.5232057266824	1.75989785187465e-15	6.43399513762391e-14	25.2255268347513	VOPP1	13.1915192716442
MMP9	5.55925698331316	3.37588771488959	14.5207897426876	1.76795333809514e-15	6.44397691093052e-14	25.2530149391791	MMP9	13.1908460243474
APOC1P1	3.70472175053896	2.73760579869579	14.5068567370056	1.81515431939634e-15	6.55677087134781e-14	25.2783068219762	APOC1P1	13.1833099926409
MMP8	5.08351808486469	4.00618603453885	14.4845642535148	1.89338454461292e-15	6.79876747013679e-14	25.1651894352152	MMP8	13.1675698122107
RAB13	2.90186898546757	4.76060014166666	14.4661869753874	1.96047601750389e-15	6.97756479053369e-14	25.1722318639048	RAB13	13.1562961221571
GPRIN3	5.71254586561687	2.94324385844162	14.3944280497444	2.24672528586454e-15	7.90337868728105e-14	24.6477895101171	GPRIN3	13.102187208513
SQLE	2.10364874341165	6.37351940224003	14.3644714069181	2.37861449087952e-15	8.34307650844437e-14	24.8524709005254	SQLE	13.0786737737909
FCGRT	2.88648412601821	6.91178792276323	14.345077490303	2.46821690623557e-15	8.63233895443832e-14	24.7998183282488	FCGRT	13.0638715151333
NDFIP2	2.07727014218485	5.68081907161727	14.3349922342683	2.51617517830789e-15	8.74949305537466e-14	24.8079280573839	NDFIP2	13.0580171092213
UBE2E3	2.1725348164455	5.47517509253296	14.3179773299854	2.59926688603296e-15	8.98677959653852e-14	24.8010131090789	UBE2E3	13.046395909381
CD300A	4.09911220867875	3.40665395732444	14.3047078599385	2.66602084370264e-15	9.19131573494179e-14	24.8657875146408	CD300A	13.0366223149987
SLC17A5	3.00045478973506	4.1042002061682	14.2744185654869	2.82507410330556e-15	9.7119948079831e-14	24.8213686429076	SLC17A5	13.0126915584419
IL4I1	7.39128534804918	3.66922915009892	14.269522764648	2.85168343004727e-15	9.77570005297507e-14	24.5227919135409	IL4I1	13.00985213232
CES1P1	2.08879850647475	7.23945806018433	14.258854950543	2.91055974213817e-15	9.94904138319073e-14	24.6277286323797	CES1P1	13.0022187626761
LPAR6	6.49969087173628	1.29016335865665	14.2573988373246	2.9186924147035e-15	9.94904138319073e-14	24.2386669821426	LPAR6	13.0022187626761
GCC2	2.41429720035988	5.32238760113567	14.2345644610732	3.04932448057569e-15	1.03651335784962e-13	24.6385035074836	GCC2	12.9844250966545
UGCG	2.82393852915227	4.36626438629226	14.2298732394554	3.07689765020828e-15	1.04295625952858e-13	24.6968761979773	UGCG	12.9817339050382
CDKN2B	5.25952035447277	3.99276065779169	14.2211944411662	3.12858534770818e-15	1.05751428191667e-13	24.6395780834924	CDKN2B	12.9757137586898
AP1S2	2.15550818757461	6.24072715161288	14.2079057292876	3.20946237947872e-15	1.08183020206329e-13	24.5590725948717	AP1S2	12.965840898281
SERPINA1	3.1068113935888	4.13799086756425	14.2040764480048	3.23316422765356e-15	1.08679223107877e-13	24.7153860148976	SERPINA1	12.9638534747919
PEA15	2.63595286878398	5.42263370163752	14.1942241454387	3.29497624808993e-15	1.10145048558387e-13	24.5461883837041	PEA15	12.958035021274
A2M-AS1	6.7319222040034	1.26060696270729	14.186755395638	3.34264209917622e-15	1.11430611686312e-13	23.9932209373975	A2M-AS1	12.9529954854623
RP11-299G20.2	3.66728653571162	2.3267131777387	14.1542212444258	3.5586837606463e-15	1.17982553938578e-13	24.5816333908881	RP11-299G20.2	12.928182207002
HBEGF	2.7627327380046	4.68072628451881	14.1259439737415	3.75809325394587e-15	1.23577952353258e-13	24.5205517174762	HBEGF	12.9080590051811
SLC7A7	4.25685970483255	4.11330221525472	14.0919674678376	4.01295476197428e-15	1.31245312363921e-13	24.496238804276	SLC7A7	12.8819161991665
UTRN	2.60475060028797	5.87313151400785	14.0351873630758	4.47919361794525e-15	1.46098981053249e-13	24.2414197386775	UTRN	12.8353528129808
PPP1R14B	2.09250364761825	4.52660096098997	14.0017587229366	4.7793627443232e-15	1.5422684951748e-13	24.210031946408	PPP1R14B	12.8118400129114
RP11-368J21.3	7.72002223658314	-0.00680740622567216	13.9890216375127	4.89910170817054e-15	1.57252068356954e-13	22.9436379544285	RP11-368J21.3	12.8034036335132
MANBA	2.59029609980758	4.41187577203357	13.9703301827918	5.08042089884304e-15	1.62599402182168e-13	24.172250500595	MANBA	12.7888810554791
PKIG	3.63276012882846	3.34442732255277	13.9691025097971	5.09256866598147e-15	1.62599402182168e-13	24.2676447734179	PKIG	12.7888810554791
PLA2G4C	3.61045958520946	3.31992117924813	13.9453813143343	5.33323672183888e-15	1.69296849146749e-13	24.2261777843333	PLA2G4C	12.771351124649
MT-RNR1	2.30769395145398	11.0825814708577	13.9378155736091	5.41242895718961e-15	1.7100731804426e-13	24.0059156226398	MT-RNR1	12.7669853041211
PRCP	1.98850838032391	5.77430347686991	13.9323021816726	5.47089868442689e-15	1.724045442194e-13	24.0140978428798	PRCP	12.7634512912758
SERPINI1	4.94417191226246	3.20560563145782	13.9299953387935	5.49555494784467e-15	1.72731715386671e-13	24.1388649707077	SERPINI1	12.7626279140085
HIST1H4A	2.09814892488419	5.66864402935512	13.8772733081164	6.09127879949518e-15	1.89975682352297e-13	23.9052007148044	HIST1H4A	12.7213019869214
GNG2	2.99396403120589	3.99133643471505	13.8733199712935	6.13853938491171e-15	1.90957493822151e-13	24.0650213437965	GNG2	12.7190632937623
SSFA2	2.37690262153211	4.58772466815843	13.860286147188	6.29703804659958e-15	1.94886080311769e-13	23.9433283945697	SSFA2	12.7102191791465
IFI6	3.88917496675576	3.2995784025106	13.8562573212615	6.34687641974437e-15	1.95927427437058e-13	24.048750400385	IFI6	12.7079047638481
PNOC	7.70914743470293	0.205041277141532	13.8465442297921	6.4687040013035e-15	1.99180119897643e-13	22.8765181870462	PNOC	12.7007540105389
TNFRSF9	7.6463587445488	0.451865191927906	13.8408849657916	6.54079057935e-15	2.00888595940899e-13	23.040683613838	TNFRSF9	12.6970447166142
MB	7.49141861106437	1.84177317332565	13.8395433539243	6.55800039748464e-15	2.00907247620156e-13	23.3473228611113	MB	12.6970043960309
AC112721.1	6.64018107297483	1.3159971029314	13.7761148525392	7.42705584964124e-15	2.25816087528916e-13	23.4338659397076	AC112721.1	12.6462451214183
BMP2	2.34509060688444	4.66774097542949	13.7383517137492	7.99980165962361e-15	2.42013999707763e-13	23.7076993322503	BMP2	12.6161595107965
GEM	5.9367367446727	1.84937203669818	13.7171884840846	8.34041967822305e-15	2.5106323016462e-13	23.4414857595433	GEM	12.6002168878682
MEIS3	7.29150713628729	1.18908284207538	13.6642314014774	9.25955850331182e-15	2.77351280813308e-13	22.9830553242195	MEIS3	12.5569698242006
SDCCAG8	1.86095253451216	5.19864911763088	13.6401219443497	9.71186101906754e-15	2.88754865335961e-13	23.4654156898795	SDCCAG8	12.5394706894521
CAPG	1.92250463583082	7.70307420733361	13.6007727623426	1.04993807524416e-14	3.09885381671453e-13	23.3261455669636	CAPG	12.5087989103989
CCL2	3.11512181671017	6.03644614515158	13.5963845298903	1.05911780712058e-14	3.11834174792365e-13	23.4573979115666	CCL2	12.5060762909739
SPRY4	3.74850338563023	3.63243358022524	13.5617509853957	1.13452186828476e-14	3.29670080949103e-13	23.4737637175677	SPRY4	12.4819204652569
NRAP	7.4380262528487	2.63864837476497	13.5610773979917	1.13604184576296e-14	3.29670080949103e-13	22.9378853529232	NRAP	12.4819204652569
FAM213A	6.39135150456104	2.63981363535364	13.5520702315143	1.15656895752952e-14	3.34823946293414e-13	23.1176443411029	FAM213A	12.4751834892355
GPNMB	7.54100172900261	1.60879015416885	13.5487856061637	1.16414895361546e-14	3.36112853109576e-13	22.696464930747	GPNMB	12.4735148795929
LUZP1	2.15602918493899	5.82122411684785	13.5477384076454	1.16657630200828e-14	3.36112853109576e-13	23.2535976708657	LUZP1	12.4735148795929
TSPAN7	7.85732372203884	1.205487599253	13.5397568142553	1.18524876261366e-14	3.40681598013964e-13	22.4334716601833	TSPAN7	12.4676513243036
SRGAP1	4.01748470712517	2.53213844739455	13.5310482493457	1.2059722853844e-14	3.45816839465324e-13	23.3960488881275	SRGAP1	12.461153862685
PNRC1	2.03834827658606	4.98188788979186	13.5236031297956	1.22398405009453e-14	3.49326202598914e-13	23.2656034680692	PNRC1	12.4567688371585
SLAMF8	6.79672144549653	1.48549922672401	13.4864290140364	1.31813974307675e-14	3.72682453994668e-13	22.5433019227814	SLAMF8	12.4286610534835
MAML2	3.68956169662021	3.56332220163091	13.4773201016938	1.34232513768897e-14	3.78635815645086e-13	23.3125865093212	MAML2	12.4217783079598
AC007750.5	5.63448628496733	2.1406311026447	13.4628232237753	1.38175978508149e-14	3.86927232418768e-13	22.9923911107181	AC007750.5	12.4123707030185
PPBP	4.00690743958296	4.85373979370324	13.444820848298	1.43239098368376e-14	3.99386251003621e-13	23.2188354967472	PPBP	12.3986068899311
LRRFIP2	2.64505308603069	3.62443177364814	13.4406219392818	1.44447182001458e-14	4.01828815953941e-13	23.192604553897	LRRFIP2	12.3959589223388
NAA20	2.55717007268262	8.28725801034687	13.4167020820513	1.51531606934559e-14	4.18649309478333e-13	22.9543176019056	NAA20	12.378149620782
AC022182.3	2.73803464999308	4.56120565523665	13.3984164903094	1.57187211496913e-14	4.33285295290238e-13	23.03456924192	AC022182.3	12.3632260496748
SNX9	3.52817809705509	2.72148861434638	13.3760900574368	1.64387554720576e-14	4.5107795910968e-13	23.1120581847835	SNX9	12.345748393188
C5orf45	2.38847693155785	5.3113083841117	13.3676029804894	1.67212713984658e-14	4.57792093196458e-13	22.9237817663286	C5orf45	12.3393317125588
C14orf132	3.52362663100719	3.02280143961956	13.3611456941086	1.69395553755132e-14	4.62721353496806e-13	23.0774648685847	C14orf132	12.3346804583738
TLR2	1.99871292636497	6.17199795942662	13.3238586925114	1.82585159381275e-14	4.9318370840911e-13	22.7820619823975	TLR2	12.3069912781122
LGALS8	1.74164466226025	7.06292146438551	13.30365520142	1.90167637845429e-14	5.11849969925663e-13	22.7232653488328	LGALS8	12.2908573178947
SNX30	3.06570383921881	3.53048199681892	13.3032011901897	1.90341696113171e-14	5.11849969925663e-13	22.9248296757767	SNX30	12.2908573178947
ITGA1	2.74024189300445	2.84256152029253	13.2833330588644	1.98121101615098e-14	5.29650326962069e-13	22.9042237314447	ITGA1	12.2760107552838
PDGFRL	4.33648637346424	2.74323511966732	13.2829501607754	1.98274190656819e-14	5.29650326962069e-13	22.8756786832215	PDGFRL	12.2760107552838
FAM63B	2.20272574438209	4.40397507534692	13.2670637989322	2.04734034329734e-14	5.44502538334968e-13	22.7164656646694	FAM63B	12.264000091331
ABHD4	6.05107582259975	2.70167703147592	13.229738330803	2.20775575867477e-14	5.83319922177366e-13	22.6110312997256	ABHD4	12.2340931908185
SHC4	7.00320959194118	2.62810075019806	13.193703775982	2.37487607068611e-14	6.24747289812449e-13	22.127118645708	SHC4	12.2042956191904
PPFIBP1	3.63156124372408	5.32793189497322	13.189269711922	2.39631895928222e-14	6.27659214854419e-13	22.6209054415296	PPFIBP1	12.202276090784
CHI3L1	6.22146564188616	0.658096877386889	13.1746253809732	2.46856069711956e-14	6.43794245600082e-13	22.3723819677182	CHI3L1	12.1912529094698
HIST1H2BD	2.78292347233628	4.89012155331592	13.167766757079	2.5031597899178e-14	6.51413690705275e-13	22.6381611600877	HIST1H2BD	12.1861431181456
JMJD1C	2.63571300416721	6.35659278920245	13.1647086839522	2.51874663543432e-14	6.54063369858171e-13	22.4597555846418	JMJD1C	12.1843801723998
RP11-783K16.5	3.56957228764184	3.62847165343267	13.1610674924322	2.53743559741638e-14	6.57505528144231e-13	22.6640651601873	RP11-783K16.5	12.182100591382
RABGAP1L	2.10896944783084	4.79653295268555	13.126428765461	2.72250250606001e-14	7.0245208583864e-13	22.4159662589751	RABGAP1L	12.1533832935803
