DMSO_rep1,DMSO_rep2,BRQ24_rep1,BRQ24_rep2,BRQ48_rep1,BRQ48_rep2,PMA24_rep1,PMA24_rep2,PMA48_rep1,PMA48_rep2
EVX1,-0.0433487953989865,-0.037134317603892,-0.0334055026900482,-0.0282150000289457,-0.02501094138489,-0.0253545295052868,0.0218337522418069,0.0197857616026107,0.0691643674607564,0.0679217677328065
CREB1,0.0636740052425645,0.036892452993451,0.00682734269683203,0.0136111186485696,0.00535500442054686,0.00334392246832259,-0.0377725813621379,-0.0379885971825595,-0.0195303052702462,-0.0187659309340048
NFATC3,-0.00992578892195177,-0.0114265557774807,-0.0207583501658203,-0.0246007970554745,-0.00892761783551883,-0.0105911996263167,0.0103364195396942,0.0160635324686396,0.0266506662678576,0.0253171176432369
GATA1,-0.0264446634016271,-0.0180521154930415,0.000389763093918503,-0.00409269497045309,0.0334473653440476,0.0325681774814376,-0.0101470655663986,-0.0114814886233146,-0.0092525179753721,-0.0061040441782242
RUNX2,-0.0358915412353166,-0.0151364887448574,-0.00795600689114905,-0.0100308274510119,-0.00435079311265943,-0.00218052494784471,0.0193347008209088,0.0171628781526988,0.0153638730034476,0.00966765417533758
ENSG00000250096,-0.0358915412353166,-0.0151364887448574,-0.00795600689114905,-0.0100308274510119,-0.00435079311265943,-0.00218052494784471,0.0193347008209088,0.0171628781526988,0.0153638730034476,0.00966765417533758
ETV7,-0.022074425548653,-0.0129672633114798,-0.0109054103152232,-0.014375961189916,-0.00994907406990353,-0.0070147614996111,0.0246142273624373,0.021774503649856,0.0139802422472662,0.00995327264778208
E4F1,0.0702557584373931,0.0405209883597614,0.00472790629402307,0.0134178383426317,0.0052779441252772,0.00621038962081852,-0.0469696154997117,-0.0501769772770488,-0.0142822371662671,-0.0156635321344123
REL,-0.02281991518726,-0.0207340553391196,-0.0202038096001198,-0.022259848712111,-0.00178277326533282,-0.0032647977734764,0.0214097577238157,0.0226192013926548,0.0210966124547183,0.0161941655789474
PDX1,-0.0503564307309609,-0.0436428729404663,-0.0317559581829843,-0.0267799819828059,-0.027762369187585,-0.0259585920969029,0.0233413041326254,0.0208862547585106,0.0769730488359427,0.0701169761675429
GLI2,-0.0193413874465563,-0.0140215596408879,-0.00249257794413056,-0.00189160146028256,-0.0107031982137148,-0.0116379519088846,0.0321573132126385,0.03260027962473,0.00565213812851491,-0.00624641965997742
HES5,0.00368028109948289,0.0102165615154586,0.0298716129766014,0.0431362314094699,0.0113935843425268,0.0127968853801348,-0.0174912095855283,-0.0218553268931272,-0.0296307676461985,-0.0298747864302695
CDX4,0.0110007628616163,0.0134814327943172,0.0197680164144006,0.0251840887866028,0.0101200781898219,0.0101358861046113,-0.0314178522799361,-0.0307845631207461,-0.0144681119705583,-0.00949808688380166
MITF,-0.0251753187270289,-0.0271648173792947,-0.0148418866658048,-0.015887406046988,-0.0079409671796838,-0.00695907666209506,0.0331387141902822,0.0283586338361222,0.0205519985395285,0.0131279088333824
STAT2,0.0140188355022233,0.0198340700677545,0.00913739458542637,0.0101526920115197,-0.0037546907719982,-0.00267942247798365,-0.0128728521786062,-0.0120471307991548,-0.0114530629750316,-0.00707376090394959
ZNF238,-0.0197815736756457,-0.0131623681711903,-0.0126742759106284,-0.0149407646534863,-0.0177504173655213,-0.0171993823911623,0.027084999642957,0.0227809127063801,0.0258475523841391,0.0148762763207657
ZBTB42,-0.0197815736756457,-0.0131623681711903,-0.0126742759106284,-0.0149407646534863,-0.0177504173655213,-0.0171993823911623,0.027084999642957,0.0227809127063801,0.0258475523841391,0.0148762763207657
GFI1,-0.0296367742049159,-0.030749125707961,0.00390838934966459,-0.000601992183052909,0.0262725196384072,0.026772677816144,-0.00608539910140689,-0.00666550637917361,6.83291184816713e-05,0.00500810602335747
ATF2,0.100943785938783,0.0631071886346435,0.0516499676639829,0.0590677605932705,0.00287954117970586,-0.000700075986147075,-0.0708289030711324,-0.0747897013694574,-0.050522843214351,-0.0397509395219468
NFKB1,-0.0294897607222848,-0.0249715916498655,-0.0166007751564419,-0.0168392991354512,0.00159155453383637,-9.4849213831693e-05,0.0254042537311001,0.0251966893823312,0.0174331190127273,0.00917797254343148
IKZF4,-0.0280362397616076,-0.0194997572180665,-0.028536239126538,-0.0301448441217443,0.00112310255883457,0.000279868126586692,0.0199409568364361,0.0194819410980369,0.0240736587410083,0.0235173798625531
IKZF1,-0.0280362397616076,-0.0194997572180665,-0.028536239126538,-0.0301448441217443,0.00112310255883457,0.000279868126586692,0.0199409568364361,0.0194819410980369,0.0240736587410083,0.0235173798625531
VAX2,-0.0246450393423995,-0.022288248769087,-0.025308774865789,-0.0212179097145745,-0.0293657387075621,-0.0264512119499658,0.00490358701613195,0.00835481344350393,0.0645975881842676,0.0620235709769603
ID3,0.00269041391238612,0.00244260753781087,0.0183513201092563,0.0275370674084242,-0.00703437682012278,-0.00720503534502157,0.00862138878753756,0.00438574419850669,-0.012094877245291,-0.0209778237750616
ID4,0.00269041391238612,0.00244260753781087,0.0183513201092563,0.0275370674084242,-0.00703437682012278,-0.00720503534502157,0.00862138878753756,0.00438574419850669,-0.012094877245291,-0.0209778237750616
HES4,0.0381003384501307,0.0241653539555015,0.00774782479543282,0.014516614444568,0.00272885727773996,0.00312828887760938,-0.030495108806204,-0.0322457862101707,-0.0182145789669506,0.00326271859651506
KLF9,0.0643788954639581,0.0740551500139958,0.0207453097163034,0.0203929271365205,0.00566391571033476,0.000380303376961696,-0.0556254556751533,-0.0525470904819697,-0.040051306309585,-0.0346338607156323
HES7,0.00798163972919618,0.0106421351622329,0.0293315832160432,0.0396448188353389,0.0114414929888023,0.0129531029333578,-0.0192539829417313,-0.023557963494409,-0.0305256513821162,-0.0258875329677362
EN2,-0.0313298803836258,-0.0267422093234721,-0.0196945586624845,-0.0213187991490245,-0.0148291757454477,-0.0118335681351396,0.00942266006373025,0.00656866447912382,0.048440088313476,0.047116472935008
DLX4,-0.00340768773190431,-0.0117782880085652,-0.0173516721608917,-0.0180799513678091,-0.024003528940886,-0.0243412195595721,0.00349027253754386,0.00341301966756759,0.044754093460315,0.0459362227848946
GMEB2,0.0908568004962674,0.0667846768251146,0.0463040765382142,0.0462379558316643,-0.00148007054974226,-0.00672153135216062,-0.0705926233456664,-0.0713549966296113,-0.0457704947358886,-0.0226518514748218
ZNF75A,-0.0132282366069221,-0.006612563614536,-0.0189627352503845,-0.0198892684842146,-0.0091785361697274,-0.00959818355414077,0.0184583481139237,0.0174675965137408,0.0181160575436725,0.0152228097107349
ZNF75D,-0.0132282366069221,-0.006612563614536,-0.0189627352503845,-0.0198892684842146,-0.0091785361697274,-0.00959818355414077,0.0184583481139237,0.0174675965137408,0.0181160575436725,0.0152228097107349
LINE4118,-0.0132282366069221,-0.006612563614536,-0.0189627352503845,-0.0198892684842146,-0.0091785361697274,-0.00959818355414077,0.0184583481139237,0.0174675965137408,0.0181160575436725,0.0152228097107349
ZNF524,0.00247158096744166,0.00369087164351107,0.0214751837674121,0.0258740060309039,0.0100532476509089,0.00831905647005307,-0.0121619760983717,-0.0131311530368017,-0.0147727962388271,-0.0258771837302789
GFI1B,-0.0295623645652676,-0.0287503187697284,0.0119044036500007,0.0111065397489109,0.0285042519747311,0.0319313920639676,-0.0141177925909348,-0.0148535889663648,-0.00449670158581259,-0.00168975606159748
VSX2,-0.0336676922282795,-0.0315671547081107,-0.0214389064083415,-0.0186696333444177,-0.0176696522737314,-0.0162246047619738,0.00895355203449285,0.00957481897129948,0.0553429904129533,0.0547052889128656
HOXB5,-0.0154545818503872,-0.0120739783226666,-0.0176026166848302,-0.0163271122422565,-0.016512028878808,-0.0142623493910461,0.00456883986539089,0.00347236592709405,0.0361808024992261,0.0400927440385272
GLI1,-0.0233951909545268,-0.0136082442380522,-0.00194136049361277,-0.00262986345596655,-0.00707182232486454,-0.00788853877311227,0.0308160428462519,0.0322856674598841,0.00260585397435694,-0.00856783620786726
NHLH1,-0.0207870127062961,-0.0145997681274468,-0.0137925251220122,-0.0153702309916913,-0.0107226311579644,-0.00927122224178906,0.0192175915671683,0.0163720455402681,0.0242234718585562,0.0165388742636788
LYL1,-0.0207870127062961,-0.0145997681274468,-0.0137925251220122,-0.0153702309916913,-0.0107226311579644,-0.00927122224178906,0.0192175915671683,0.0163720455402681,0.0242234718585562,0.0165388742636788
ETV4,0.0391955888867284,0.0246535072006681,0.00784387513942649,0.012853853983255,-0.00423256671958648,-0.00822113577767505,-0.0274255448901983,-0.029204359761916,0.000524695514909843,-0.00581287511610275
HLX,-0.0144986773217098,-0.0137809715763171,-0.0148654832110427,-0.0128730189721889,-0.0121975542085489,-0.0107564004569955,2.25695508574916e-05,0.00136487356094241,0.0333491803134875,0.0378030824524911
GATA3,-0.0207632661672992,-0.0155650461773785,0.00060636001757736,-0.00604899033730326,0.0314533364964225,0.0306120430357251,-0.0082574181440879,-0.00853360222847384,-0.011201348658998,-0.00940550499693012
TCF4,0.000336871810526982,-0.00193294922983033,0.0157343564911827,0.0244984955014077,-0.00444544054708504,-0.00459407983222214,0.0112566541857674,0.0085720625837274,-0.0122153144234659,-0.0210734747730899
EVX2,-0.0366028581012957,-0.0313339138946487,-0.0270864441697514,-0.0241350136833468,-0.0223855846221067,-0.0226626926070589,0.0166415326888921,0.0139619337376205,0.061015649605816,0.0602188147844633
HOXB7,-0.0181537903723745,-0.0207591154776584,0.00799824075044645,0.0112146448679782,0.0321248668931272,0.0331875470589214,-0.0226839940542294,-0.0206637099514226,-0.00774676234005279,-0.00312245400218153
ESX1,-0.0354320294751791,-0.0321178851305006,-0.0218414944138565,-0.0231781112688356,-0.0142460241388281,-0.0166936810673727,0.0149959344633112,0.0109107811994189,0.0517207150860873,0.0531375691960679
IRF5,0.0316232839746955,0.0342857034423809,0.0227962533186653,0.0221655771989255,-0.00252148172416,-0.00244944660420488,-0.0337551219640843,-0.0341315230217371,-0.0195488958997292,-0.010973110678769
ESR1,-0.0244064857540419,-0.0176798999423785,0.00463970643915848,0.00568952898807119,0.00208841298406027,0.0032941842990505,0.0219089226045838,0.0204364889732178,-0.00304067873333285,-0.0123190888276701
ZBTB7C,0.0320661047831236,0.0268978754105537,0.0168004476654569,0.0205989891984722,-0.00330731870055576,-0.00554739723152631,-0.0247747950491471,-0.0188761404033438,-0.0165749400478144,-0.0137574848228477
GLI3,-0.0299497635582783,-0.0187732940282712,-0.00566491130715108,-0.00452287671715594,-0.00396802583382988,-0.00394203166535097,0.0320138410877959,0.032599819595396,0.0039738430289305,-0.00370318631708453
ELK1,0.0329427342967052,0.0219445179520788,0.00467453062837111,0.0103564383750159,-0.0096665618402957,-0.0121679071723084,-0.0209668651014286,-0.0224818911072995,0.00346583805708866,0.00223043532332717
SMAD4,-0.0340083906402139,-0.0241330650421696,-0.00670053580274639,-0.0128233713457245,-0.00409646130059866,-0.00236441125150614,0.0264609181076594,0.0251460640303082,0.0157505303449131,0.00735157048685493
NFATC4,-0.00616422503312608,-0.00699082432775976,-0.0212621024558139,-0.0217192718791366,-0.00728911463262988,-0.00525347198095093,0.00683163498578672,0.00814089406425491,0.0203617678900723,0.0256344298687225
NR0B1,-0.0146769959008287,-0.0114627403596078,-0.0083598120394236,-0.0133705032335179,-0.00127020007207287,-0.00508158095006175,0.0109548739574577,0.0141734657559702,0.0136572282150559,0.00874798763659851
LHX2,-0.0382399523148474,-0.0349849912059944,-0.0224050437318837,-0.0271352008642619,-0.0123983687372593,-0.00950446337435282,0.0186259633210817,0.0163436163781297,0.0468542084359665,0.0477735211831919
ELK4,0.0174527182594092,0.0135771067380402,0.000776728030387884,0.00403114745017512,-0.0136834022016898,-0.0133908056458486,-0.00818546511385171,-0.0115375296060924,0.00636491833242729,0.0112790639703753
SNAI2,0.00281321729572475,0.00192038106426237,0.0217345466506642,0.0265043612247906,0.00691512308785017,0.00577587898222279,-0.00219132965040139,-0.00354377713464076,-0.0208575194716043,-0.0276051569198515
ARID3A,0.0174009611620502,0.0104836388167993,0.00607160782581816,0.0114393032745984,0.00124173922793692,-0.00208425784652654,-0.0151660903561009,-0.0121892860882714,-0.00747819946066785,-0.000595037297523734
MYOD1,-0.00836831166341727,-0.00652861244826221,-0.00227872268393159,-0.00125814045024554,-0.0174130652176793,-0.0182706504363508,0.0236822300263846,0.0215747236901396,0.011991711891182,0.00290319351038626
DLX6,-0.0194637956863132,-0.019791559024713,-0.018623376629701,-0.0196546257212575,-0.0239202126943761,-0.0229692517418985,0.010073307313867,0.00851741394742525,0.0499662544631684,0.0490650422878544
ZEB1,-0.00278249986539786,-0.00262649717802345,0.015422743415421,0.0237949829782173,-0.00825818051027439,-0.00804087375332315,0.013413960618369,0.0108789943319367,-0.00870178508575546,-0.0173463654340831
ELK3,0.0330208424889812,0.0221906036455026,0.0055577128618249,0.0110567113243397,-0.00893708385155402,-0.0118521843979934,-0.0213421022652291,-0.0227665288155815,0.00275727051586838,0.000634879848991077
ZNF263,-0.0127595774426035,-0.0073472062624842,-0.00637357545615707,-0.0102764625818736,-0.00196787287563253,-0.00205973592840523,0.0107606380082559,0.011128455025233,0.00745016251793768,0.0052657098137314
GSX2,-0.0174745343969038,-0.0163308944979354,-0.00871131402703799,-0.00689954866697935,-0.0142599665126314,-0.0119312820169359,0.00211949172789016,0.00161453671517436,0.033214212462019,0.0345474758222869
MECP2,0.0160937723497175,0.00538464447291724,-0.00442597973953396,0.00121881577379254,0.000226335296087496,-0.00171817765098224,-0.0202848251599335,-0.0165584185836461,0.00618840425854422,0.0181646669514234
IRF4,-0.0282216191521699,-0.0149332853173494,0.000933453002063184,-0.00167882358850527,0.0100299664809786,0.011199736601975,0.017842120415213,0.0173285034758286,-0.0101108493989062,-0.00949347841763248
NR3C1,-0.0230184565964955,-0.0185395463804637,-0.0120382722863407,-0.0144655556155394,-0.00379031936767541,-0.00312397137250751,0.0208132052298831,0.0211861363318145,0.0130034373347655,0.0141292278469766
KLF8,-0.0235875037021456,-0.0174021832473914,-0.00380437131178397,-0.00672758197417931,-0.0010862765168828,-0.00392440463796841,0.0222259053876397,0.0220074894660584,0.00990882597080377,-0.0021186286714747
SREBF2,-0.0353650814088675,-0.0287551835096256,0.00608295991514848,0.00461184076545737,0.00204439650033858,0.00485051439010861,0.0266252024611153,0.0247763905702664,0.00235113799701713,-0.00829870421921868
EGR2,-0.0142919903668391,-0.0198311360916919,-0.0102794457304089,-0.0140443990944741,0.000693912179085383,-0.000475419295772023,0.0128600403672991,0.0148589368643781,0.0109099092862352,0.0172639259120813
E2F2,0.0568620313092169,0.0382797274616979,0.0123504348366712,0.0210562278010954,0.00441082646467312,0.000697453883053117,-0.0440850578680497,-0.0423861287556359,-0.022003675970416,-0.00856259610508484
RREB1,-0.018657057336665,-0.00830290735627312,-0.0045598636195184,-0.0100898348756262,-0.00175218033646693,-0.00366478849724566,0.0127145274079541,0.0147952444572519,0.0113071980374192,-0.00129998274645124
MAFA,-0.0211110491376484,-0.01492513874205,-0.0105476655132368,-0.0125356139839614,0.00101791480114451,0.00328006529141104,0.0162462223445618,0.0153507081705688,0.00935711248919506,0.00487777203266639
TLX2,-0.0141720914543201,-0.0151464469150846,-0.00657778269274484,-0.00590502465075179,-0.0174671382216835,-0.0179162372741446,0.000360786064219142,0.000861733054362886,0.0365036619036222,0.0379004074110972
TCF21,-0.0209411719181769,-0.0148679753487741,-0.019190172102794,-0.0200513467587621,-0.0175851306815195,-0.0146575642203599,0.0225324939111357,0.020550119496291,0.0310292333514501,0.0252342374895164
ENSG00000187728,-0.0209411719181769,-0.0148679753487741,-0.019190172102794,-0.0200513467587621,-0.0175851306815195,-0.0146575642203599,0.0225324939111357,0.020550119496291,0.0310292333514501,0.0252342374895164
ELF1,0.0189971792062556,0.0165537755446778,0.00412978174220109,0.00465759342379035,-0.0123072087645155,-0.0120329128977523,-0.00427053326314141,-0.00686165870231902,-0.00265592574846862,0.00158322340346406
CTCFL,0.0179303163145288,0.00277251931321728,-0.0142351700274052,-0.00666200092048037,0.00243530823290313,0.000783904177478589,-0.0081214284147797,-0.00498414440647565,0.00449836433868345,0.00984142982142928
HESX1,-0.0216185673629277,-0.0196424343540221,-0.0195349646073905,-0.0169327683953936,-0.0208486259400715,-0.0191419886643088,0.00793972282674275,0.00542096255111503,0.0491787208542979,0.0468418126179313
HMX3,-0.0149075342237725,-0.0154106110917809,-0.0137981001955779,-0.0112885194033271,-0.0160293311266741,-0.0158921362664108,5.0842559841318e-05,0.000235060874951301,0.039428550458091,0.0428202447565615
NFIX,-0.0383722188634508,-0.0367370054710017,0.00522045491487388,0.00865211886041768,0.00414652618609152,0.00414298656511563,0.0221122092760502,0.0205446670572148,0.0104112890824799,0.00114809548555776
RARA,-0.035042509638666,-0.0200401022881294,-0.00899916311857398,-0.0117061244541796,-0.00320734722355459,-0.00180818581904363,0.0264932081281379,0.0218218851229888,0.013244119413688,0.00821787693124851
NKX25,-0.00335454949307311,-0.00175661248488519,0.0209543015042831,0.025660251883451,0.00729907857224539,0.00908861048177523,-0.0066412907624656,-0.00811960982777438,-0.0157834117072403,-0.0198504451121515
DLX3,-0.00663333619673865,-0.00984923441176026,-0.017916304701927,-0.0189711504414159,-0.0238406380839663,-0.0258660587853242,0.00995246641740935,0.00777725660266301,0.0407543655832776,0.0422134517251993
NR2E3,0.00587182852254896,0.00511730845859881,0.0141538464674789,0.0183795622441005,0.0065238528569177,0.00781615245300837,-0.0100700156068338,-0.0103165870187154,-0.0166044852813177,-0.0140638756803888
ATOH1,-0.0227714662697957,-0.0193947001748269,0.00544739643490191,0.00422186803792536,-0.00473312349163064,-0.00487144027872405,0.0293329031609517,0.0271482102218128,0.00119051004319983,-0.0111878415362563
HHEX,0.0196837401077656,0.0217358278415761,0.022693513938109,0.0243938317006812,0.00983827994246014,0.010014819866194,-0.0259519548602555,-0.0275646439765164,-0.0267569718997334,-0.0221600009989188
GABPA,0.0199416284724071,0.0140759622688857,0.00287226061319006,0.0059706919980778,-0.0101713987570159,-0.0108363994578978,-0.0119330266500446,-0.0149296580775379,0.00437265857623634,0.0075524283175657
DLX2,-0.00358308057769286,-0.0145374031680371,-0.0154365055989596,-0.0177201585472079,-0.0225294067635207,-0.0202456890908589,-0.00109339830313924,-0.000446561424436893,0.0454448362724603,0.0480553088238392
MEIS3,-0.0296425718806337,-0.032345933458129,-0.00582458232764244,-0.0112970882241814,-0.00239385559692103,0.00163894591605523,0.0249353638978151,0.0237379182714398,0.0152009718254814,0.012442401481777
HMX1,-0.0106518801537207,-0.0113489264773847,-0.00717885267803876,-0.00591599275120998,-0.0131299441469523,-0.0155349602921487,-0.00479087537521419,-0.00407038751225078,0.0330633167528962,0.0369032024643919
MSX2,-0.0143548721296912,-0.0159483345305849,-0.0183466983143903,-0.0227592885684535,-0.0169826483360813,-0.0152592258585805,0.00633255620717046,0.00576027014281088,0.0406974910028567,0.0416932527192556
BSX,-0.0143548721296912,-0.0159483345305849,-0.0183466983143903,-0.0227592885684535,-0.0169826483360813,-0.0152592258585805,0.00633255620717046,0.00576027014281088,0.0406974910028567,0.0416932527192556
HOXB8,-0.0137856440944485,-0.0196778553765856,0.00909883914834481,0.00942570371959271,0.0290564064082302,0.0317893338618117,-0.023195624592001,-0.0209949413342648,-0.00795456589512922,-0.000798650553937727
TFAP2B,-0.0208964136990356,-0.016474826362071,-0.00815049999755108,-0.00795662860109053,-0.00289406029427772,-0.00442264757547936,0.013397733512897,0.012651295863115,0.0166451571786949,0.0127656968450335
IRF3,0.0189668209409759,0.0238722612878271,0.00643950772709274,0.00771268334363208,-0.00863160621013498,-0.00686791564690087,-0.0153622021746909,-0.0152828169923886,-0.0056769712347741,-0.00231464343817137
PPARD,-0.0229968634470634,-0.018850732634023,-0.00562028130900338,-0.00923791466856513,-0.00388652211843534,-0.00150054026960757,0.0248033755760835,0.0233834603213654,0.00958057912844593,-3.14932442331913e-05
SREBF1,-0.0243036002967312,-0.0183118532702215,0.00835733242679589,0.00870192136616547,0.00348777865891331,0.00269880743926173,0.0240835952777478,0.0209036095630024,-0.00585614486018988,-0.0173896267406011
CENPB,0.0679411676874762,0.0516674121740902,0.0118536317228413,0.0155098951538377,0.00111529010865045,-0.00214279561478531,-0.0449252090865817,-0.0388544000288954,-0.0280914624987121,-0.0186267480111846
PTF1A,-0.0231261808787899,-0.0158490297609894,-0.0064755372893597,-0.00781234271851184,-0.00444075776702405,-0.00214022426686184,0.0229303692046704,0.0196689159577774,0.00925658595981324,0.00299034302043921
HNF4A,-0.0191064491376482,-0.0139415893670681,-0.00180561346169841,-0.00518049604008893,-0.0076081416507752,-0.00697820036863106,0.0231761643312872,0.0225155844245255,0.00802217945420875,-6.00660929211891e-05
TFDP2,0.0325305527156482,0.0267390172970318,0.00700865182826958,0.00668914698832999,0.00473550961392309,-0.00190075181071511,-0.0317413415713245,-0.0271419399272993,-0.009457340558224,-0.00388489643462354
TFDP3,0.0325305527156482,0.0267390172970318,0.00700865182826958,0.00668914698832999,0.00473550961392309,-0.00190075181071511,-0.0317413415713245,-0.0271419399272993,-0.009457340558224,-0.00388489643462354
TFDP1,0.0325305527156482,0.0267390172970318,0.00700865182826958,0.00668914698832999,0.00473550961392309,-0.00190075181071511,-0.0317413415713245,-0.0271419399272993,-0.009457340558224,-0.00388489643462354
PPARG,-0.0337468007497906,-0.0256911138375329,-0.00570677508041351,-0.00725608210114327,0.000602603584291654,0.0023529493632651,0.0317689035611093,0.0283077013758293,0.00648950521075213,-0.0026266727382085
NKX63,-0.0088484606915295,-0.00871492471377221,-0.0139065248250308,-0.0123815311824103,-0.0159983025035133,-0.0145931395029258,-0.000876644631114157,-0.000803453229341111,0.0347663235637489,0.0359367215264123
NOTO,-0.0431169194312876,-0.036871445183869,-0.016726483531017,-0.0146433502525919,-0.00641528887123129,-0.00610034187934464,0.0125187604022546,0.0104138334759355,0.0443515793383687,0.0433278010662889
HNF4G,-0.0183361625995574,-0.0122039909574417,-0.00481280062965236,-0.00860448749927722,-0.00774756401907705,-0.00697057145625665,0.0231698304618158,0.0227394581453967,0.00879555151286404,0.00114464803734412
MIXL1,-0.0239889087162959,-0.0233281355324617,-0.0142102012618006,-0.0138829150539859,-0.0112218288674696,-0.00943520812979533,0.00547446562568863,0.00375561050806648,0.0394373741191555,0.0384537970860976
VENTX,-0.020285469071371,-0.0180836968773607,-0.0144940821030765,-0.0151499436007242,-0.0149612627854791,-0.0136336854632805,0.00412553904884077,0.00321147834275727,0.0380159822947035,0.0434391263122429
HINFP,0.0533333084233282,0.0334070310951335,0.0135374592712475,0.0124620406248888,0.00366350627897271,0.00151935577609418,-0.0414950734502837,-0.0439805891225364,-0.0162946142090995,-0.00522201298808704
SNAI1,-0.00244413605087702,-0.00505101442839239,0.0032750457022607,0.00728731664199808,-0.0048161366768506,-0.00559538984180668,0.018997968184016,0.0168492478277049,-0.00444717326715378,-0.0149400259128007
PAX4,-0.0445999894937873,-0.0411473462779226,-0.019712149673811,-0.0203158471068055,-0.0146868896234176,-0.0123763345869272,0.0170665530275522,0.0128395628880246,0.0543049737934165,0.0555966863917363
VSX1,-0.00920576274086789,-0.0114363364715938,-0.0131886710373381,-0.01116588707163,-0.0224367406233901,-0.0211360884337916,0.00925627787548509,0.00922191730582912,0.0340993667089409,0.0366772371631507
INSM1,-0.0199761677630987,-0.00983637978640315,-0.000478622877257442,-0.00498080301648062,-0.00386794133615782,-0.00515579841378263,0.0172179381440985,0.0184346038714152,0.00721070186062658,-0.00371526257360928
E2F1,0.0664448560850471,0.0489298736127507,0.011544658774652,0.0154970763278427,-0.000272370069981154,0.000404268198193072,-0.0452091925475336,-0.0436641128667517,-0.0193320741275971,-0.0225735445526231
LHX5,-0.0104811612250707,-0.0113232251116987,-0.0116586917124235,-0.00861641110393516,-0.0135943944792341,-0.0120227341636146,0.00357824612353561,0.00300544234652839,0.0282790018631138,0.0304482144949777
LHX1,-0.0104811612250707,-0.0113232251116987,-0.0116586917124235,-0.00861641110393516,-0.0135943944792341,-0.0120227341636146,0.00357824612353561,0.00300544234652839,0.0282790018631138,0.0304482144949777
TBX1,0.00283502979018079,0.00229966760923303,0.016653300434181,0.0226398145902589,0.00587766201504595,0.00550377366087546,-0.00638348714105643,-0.00835375937024741,-0.015383235926149,-0.0168026910463808
ETV3,0.0306718432230073,0.0215502190252468,0.00542011079412415,0.00982890202666815,-0.00781928773532555,-0.00910352240479732,-0.0206513057725481,-0.0214838514478633,0.000707349746911071,-0.000421439083004807
KLF1,-0.0188520375552901,-0.00866643820408736,0.00439325093722693,-0.00173706495217285,0.00608056500651623,0.00341834987432862,0.00665371657516585,0.00824594641180976,0.00194219800212317,-0.00988965843817634
MESP1,-0.000795384784422828,-0.00168965707891316,0.01278827110716,0.0203007986474016,-0.00982570741940956,-0.00955820166359923,0.0167931543080837,0.0128547289505108,-0.00806362641620118,-0.0172321187760574
MESP2,-0.000795384784422828,-0.00168965707891316,0.01278827110716,0.0203007986474016,-0.00982570741940956,-0.00955820166359923,0.0167931543080837,0.0128547289505108,-0.00806362641620118,-0.0172321187760574
STAT3,-0.0135361862640071,-0.0095835631407892,-0.0133919300836475,-0.0131785460648709,-0.00613072523658645,-0.0046340129769772,0.0126592467001287,0.0109877953734845,0.0160856263304627,0.0142028858386213
HOXD3,-0.0222647854496268,-0.017154471218808,-0.0178378547902298,-0.0151105107803593,-0.0126395905602311,-0.0106248013542068,-0.000377414099060565,0.0016178419704137,0.0405515447464403,0.0429509856167917
KLF13,0.0149774572095608,0.00786780893271894,0.00665715356729528,0.00638585367551513,0.014090470514419,0.00952816469891227,-0.0144029007240814,-0.0116207631898861,-0.0126562301500101,-0.0192921442827979
KLF10,0.0149774572095608,0.00786780893271894,0.00665715356729528,0.00638585367551513,0.014090470514419,0.00952816469891227,-0.0144029007240814,-0.0116207631898861,-0.0126562301500101,-0.0192921442827979
ZFHX3,-0.0262738449554817,-0.0226758685972979,-0.0159243454496231,-0.0141522756579725,-0.0104071865237803,-0.0114920283273647,0.00585450101718843,0.00323370045050522,0.0392236591490389,0.0432191330656388
ELF4,0.0218547837178748,0.021288849681354,0.00726490265221118,0.00949672342896045,-0.0104254689516752,-0.00885305099750452,-0.010426621283733,-0.0136912722356096,-0.00464951999125224,-0.00516503572436819
NFE2L1,-0.0272471016388946,-0.0256621675661687,-0.0130257671352326,-0.0159917998652646,0.00102121912689819,0.00181041895823125,0.0219052823340897,0.0228303567960622,0.0143827670029371,0.0126022553190028
NFE2L3,-0.0272471016388946,-0.0256621675661687,-0.0130257671352326,-0.0159917998652646,0.00102121912689819,0.00181041895823125,0.0219052823340897,0.0228303567960622,0.0143827670029371,0.0126022553190028
ZHX1,0.0623162681212321,0.0432776587431758,0.0398958423216697,0.0394669964492127,0.000967813443847726,-0.000579468428636674,-0.0556765861546836,-0.0486951783830568,-0.0359080260799685,-0.019575531387224
MZF1,-0.0197111466079072,-0.0118969014867102,-0.00342415603138713,-0.0076742905565968,0.00150911060054476,-0.00136188868552263,0.0177884260024468,0.0203150577378876,0.00499695231195777,-0.00658697437211696
LHX8,0.00548078399935835,0.00369075871485123,0.011041242639968,0.0149638203317925,0.0192396358272676,0.0195473553926717,-0.0274605654842649,-0.0243873317198328,-0.0141122855316224,-0.00928110863723647
ZNF282,-0.0139306514223068,-0.0117547350646932,-0.012629932385241,-0.0172018210558479,-0.000889640156990119,-0.00209221599646906,0.0156007639645027,0.0167820329247473,0.0126907325774817,0.00533006057476964
AC0021266,-0.0171116556797202,-0.0140036456816045,0.0117248283525238,0.0225820321463992,0.00668102460098451,0.00620574846285428,-0.00482619766556793,-0.00668360697371335,-0.000323250396160137,0.000615692706785693
