DMSO_rep1,DMSO_rep2,BRQ24_rep1,BRQ24_rep2,BRQ48_rep1,BRQ48_rep2,PMA24_rep1,PMA24_rep2,PMA48_rep1,PMA48_rep2
YY1,0.0546173841620004,0.0379058190647231,0.0121962862809172,0.0173379534954138,-0.000336477716822596,-0.00112580668719384,-0.0341266045590381,-0.0343158471407853,-0.0191827383103937,-0.0185978306251348
MEOX2,-0.0330016870478767,-0.0335011540818863,-0.030924888282325,-0.0305379318528062,-0.0265987139372697,-0.0252620973625665,0.016547412557867,0.0170316964108117,0.0661515407585072,0.0688812497092127
SPIB,-0.00323720751129257,0.0133508108056634,-0.000937878052647076,-0.00163325519024177,-0.0149901822516066,-0.0103000867321295,0.0368473155044862,0.0344824276318321,-0.023321031167172,-0.0243529878859855
ZFP161,0.0461330612699994,0.0315012038406043,0.00117818123979361,-0.00212984652834391,0.00244432598736674,0.00465431867054221,-0.047669603744618,-0.0482961431661634,-0.0165664947041072,0.0338642682366257
SMAD5,0.0336703398659536,0.0187609401222798,0.0028801077829077,0.00466819113112237,-0.00056687439188035,0.000641141965107644,-0.0388787449507449,-0.0355422242951118,-0.00674030139468795,0.0297361944355805
NFYA,0.0388646471259766,0.0278325272193535,0.0212160563723624,0.023219931074036,0.0135725913493503,0.0146591001024361,-0.0363422202860035,-0.0364980707000133,-0.0317457361551391,-0.0247512281732226
MAFG,-0.0602142794290172,-0.0594875928840933,-0.00463553643056015,-0.00403005706180147,0.0543986481310812,0.0591402828085733,0.00649808328094223,0.00333790772003439,-0.0090196264863474,-0.00894505838489469
DNMT1,0.0302251361918294,0.0192482145341825,0.00249250056445091,0.00355249859784403,-0.00164015891981259,-0.000127716704494324,-0.0333237713463592,-0.0298510233570118,-0.00586111655893025,0.021681817702945
DBX2,-0.0309748324878258,-0.0356990699332772,-0.0255280933435304,-0.0252301327209868,-0.0299365348525767,-0.0267337347197004,0.00820373250489702,0.00921386460929854,0.0734584883328015,0.0739937760386789
SP6,0.0259518738114317,0.0169296727760059,0.011769788799637,0.0130682815830951,0.0127086173400454,0.0101454784052272,-0.0288366903265122,-0.0261109519463126,-0.0172192383872604,-0.0135182308662252
SP5,0.0259518738114317,0.0169296727760059,0.011769788799637,0.0130682815830951,0.0127086173400454,0.0101454784052272,-0.0288366903265122,-0.0261109519463126,-0.0172192383872604,-0.0135182308662252
IRF6,0.067868307370725,0.063314855039961,0.0413335498588608,0.0499114846047599,0.0143778836387236,0.00990075278109612,-0.0683918570790212,-0.0662906180554854,-0.0506537033442553,-0.0430404629725
TCF12,-0.0151199573032774,-0.00971243371524077,-0.0151915130846611,-0.0165910693820595,-0.0175339330645429,-0.0164708523567123,0.025376839605563,0.0229107394159298,0.0235639859221705,0.0144006130368905
CIC,-0.0557776240545066,-0.0503622666021878,-0.013829035476601,-0.0169900783014822,0.0322826242267635,0.0356742387322493,0.0230930658827322,0.0200560754396912,0.0048631721566898,-0.00104122411476338
GBX2,-0.0422993696937683,-0.0371954382539843,-0.0289603159189423,-0.0296831062974377,-0.0280168493399452,-0.026738941753385,0.0167272266735458,0.0139618373461842,0.0747649479482125,0.071413585979353
MYF5,-0.0257421054457444,-0.0186106066363101,-0.018448514306611,-0.0202501141178415,-0.0195513129011269,-0.0166512783919265,0.0305017149062739,0.0285321096620301,0.0304315581885732,0.0231218018004367
TOPORS,0.00384151993097802,0.00587402546183759,0.0247392234924922,0.0380966609195222,0.0114907538030479,0.0115392042487532,-0.0165659501107169,-0.0181003488137829,-0.0222922354643466,-0.0270271446803015
HMGA1,0.0163416569253097,0.0126219310680171,0.021253837631085,0.0284004457017508,0.00917285947735642,0.00756054508848856,-0.0217295655964465,-0.0225515968004951,-0.0211323593399061,-0.0188144588807987
MYOG,-0.0171467675816075,-0.0120776366190738,-0.0177253279651353,-0.01868689679275,-0.0139517293298573,-0.0146363758322206,0.024827118737751,0.0214765093595918,0.0250091021599524,0.0165511881972435
HOXD8,0.00345257452646838,0.00257657903411131,0.0301342693171575,0.0443588860550463,0.0128807767397086,0.0126032776774297,-0.0243147869600302,-0.0271832572597317,-0.0207619443618046,-0.0199567280706748
NEUROD1,-0.0221783192106479,-0.0178508925740761,-0.016103786213252,-0.018754732476592,-0.0147437432481257,-0.014859474729044,0.0326196100382244,0.0309255529366946,0.0238427499944921,0.0124288082393443
IRF8,0.0260032516508663,0.0292294350518991,0.0281682315920855,0.0276279179857443,0.00192583968866344,0.00240673784730212,-0.0385535961267892,-0.0376885883726048,-0.019118151781253,-0.0135628102149423
CTCF,0.00850948674075312,-0.00688387310244914,-0.0250660093163028,-0.0216719323995939,-0.000832699736807139,-0.00244114159191717,0.00905149385585042,0.00994772839329409,0.0158664393110973,0.0121169858891721
LHX4,-0.0424690825942622,-0.0378932721694402,-0.0228522417049538,-0.0216757788429153,-0.018680955215095,-0.0178864345189674,0.0150665864208129,0.0130366228689346,0.0604214220379838,0.0597736395762334
E2F4,0.0310322315471198,0.0263955110901148,0.0067780958340159,0.00795279593610489,0.00629764422509079,0.00386645252188231,-0.0353467877631257,-0.0315346073805485,-0.0107906202511246,-0.00294881624060266
NKX11,-0.0341192708727942,-0.0279390787570965,-0.0267674716291985,-0.0260374006985348,-0.0291546102730268,-0.0278533894120165,0.0146478885938546,0.0122373978701523,0.0671341454152117,0.0646994304202754
ASCL2,-0.0237159850784685,-0.0156465501744904,-0.0267851491134473,-0.0278446912316043,-0.0216320749887161,-0.0181027624589087,0.0284865945790702,0.0269926093916295,0.0398301106282337,0.0265421152793851
E2F5,0.0814217366162578,0.0647114856945174,0.0219846657587834,0.0279158577028563,0.00987744883734057,0.00731422829853864,-0.0688997620535854,-0.0643669809472691,-0.0347938007040593,-0.0314587129966318
EPAS1,-0.0271769570869197,-0.0208341093977373,-0.0126456415514321,-0.021847668612313,-0.00675344325276969,-0.00677651359807201,0.0266988335832477,0.0277560051102723,0.0198790639165198,0.0113813616996015
SIX5,0.0326482029885716,0.0282762285264638,0.0249223062275288,0.0349068125922695,0.00306350025059325,0.00620119455842218,-0.0327064572355286,-0.0345873663888561,-0.0237699527015985,-0.0251878378636473
IRF9,0.0332636694702077,0.0383803252537678,0.0290027503807461,0.0342825791299949,-0.00189865672012731,-0.000552842916522661,-0.0424679435617186,-0.0412519611221573,-0.0229097212573774,-0.015314519320266
MEOX1,-0.0488995522111184,-0.0431326125083267,-0.0291022121136492,-0.0255954967774337,-0.0179335709985106,-0.0174202583689816,0.0180023985415546,0.0171766125082877,0.0669842928778956,0.063890679646003
NRL,-0.0467528956577013,-0.0453316140106439,-0.012175336064392,-0.0158059191090454,0.035745019041057,0.038701563510226,0.00955636158731949,0.00740479041263696,0.00361268178091088,0.00288435935127249
NAIF1,0.0713785365615992,0.0468135354349172,0.0621758176184395,0.0688711608334605,0.0218489857141523,0.0174984745872807,-0.0769349467784702,-0.0762909912415145,-0.0597835212763249,-0.0425982134835526
SMAD1,-0.0301633961052105,-0.0197519041965689,-0.00966792929594657,-0.0139353757517669,-0.00457339342181297,-0.00306062787654539,0.0259189932003272,0.0250846901199528,0.014885563436556,0.00578810040089581
HOXB3,-0.0426774089063624,-0.035880009181342,-0.0220735383030672,-0.0239412265875922,-0.0178774809752193,-0.0145513758946575,0.0152276452531095,0.0144242604982446,0.0563232087919766,0.0555665233113307
HOXB2,-0.0367913403811318,-0.0310425285263164,-0.0293293236972428,-0.0267937249914244,-0.0218676260877942,-0.0192281716606616,0.015727881076631,0.0138812092001902,0.061195805751659,0.0594647268775487
EBF1,-0.0264143015298511,-0.0168520735684944,-0.0103882403256158,-0.0117178666558443,-0.00610332572290989,-0.00661083356961982,0.0298331384582207,0.029363064895191,0.0122955283059547,0.00089596175511307
KLF12,-0.0342113359828407,-0.027090543739457,-0.0082952013542245,-0.0100019286531608,-0.0026324757470061,-0.00200089066074354,0.0350216048533903,0.0330793058407723,0.00929159784175427,0.00279952931650274
FUBP1,0.0130298943975392,0.0107579503316319,0.0139955198228635,0.0209738784025714,0.00733614770834887,0.00637989584895351,-0.0208753687153691,-0.0208786092904673,-0.0136470098176817,-0.00999663012547623
NHLH2,-0.0245809989046598,-0.015989104678405,-0.0190652394877026,-0.0224190071282184,-0.0120156447364493,-0.00968202652078219,0.023916172027676,0.0212345557287575,0.0266956238759072,0.0203346470494037
RBPJ,-0.0275061408543524,-0.0188253666858396,-0.0269524561472466,-0.0283095032187807,-0.0111469961861074,-0.00957757253132879,0.0281557757166003,0.0288592697572954,0.027479184338699,0.0256280753816326
ASCL1,-0.021005759163166,-0.0153286878034952,-0.0199044079617739,-0.0204229700173541,-0.0161476423292448,-0.0142701219913741,0.0258008976667503,0.0225532595730679,0.0303267997486722,0.0202762496436232
ZFP42,0.0468418299716527,0.0332885607198829,0.00818226878340845,0.0113133463691094,-0.00149390245543431,-0.00143781997313851,-0.0262911687458645,-0.0271866217237709,-0.0160120794195289,-0.016296906348554
KLF14,0.0204068540110616,0.0117176842231936,0.00881517024426479,0.00901322523222643,0.0120814790058539,0.00966171429020084,-0.0203892525487105,-0.0180745114730196,-0.015210944229668,-0.0141872497655011
KLF11,0.0204068540110616,0.0117176842231936,0.00881517024426479,0.00901322523222643,0.0120814790058539,0.00966171429020084,-0.0203892525487105,-0.0180745114730196,-0.015210944229668,-0.0141872497655011
NOBOX,-0.0381414713948776,-0.0355464224859749,-0.0246872817395019,-0.0238239792882023,-0.0228064139915526,-0.022859164352453,0.0148029768283712,0.01227196912848,0.065696971794519,0.0625312362207041
VAX1,-0.0322181661472463,-0.0291243711757406,-0.0268333877115563,-0.0225748997990127,-0.0252526147358542,-0.0238600875648399,0.00832181409861327,0.0104369603551608,0.0651641612887055,0.0648371420044258
EMX2,-0.0510156066767162,-0.0424112176429333,-0.0335000791874571,-0.0318354707545676,-0.0236832547963755,-0.02257578809781,0.0259991972757825,0.025330125908558,0.0687375543560264,0.0682936712708314
TFAP2C,-0.024449182079708,-0.0179420606742976,-0.00748747637700646,-0.00760325515642934,-0.00548946418238628,-0.00710871479224004,0.0197959311388156,0.0185849918214573,0.0160506098015645,0.0114131046019295
ZIC2,-0.0271595632115521,-0.0157708555787783,-0.0106030973533731,-0.0122545991034014,-0.00350955311105285,-0.00686364666449472,0.0273756992088073,0.0308217898194731,0.0148893864750503,-0.00508597035011265
THAP1,-0.0245917395505268,-0.0206016029100273,-0.0150597741401499,-0.0203997573829528,-0.0103203231103392,-0.0106331655708692,0.0311118511345682,0.0289798988256533,0.0208474039864238,0.0141945976856637
BARHL1,-0.0318389654040025,-0.0311053382009003,-0.0203497814159824,-0.0201529291654336,-0.0250491361198676,-0.0228073365234061,0.0115634745895863,0.0123310506555446,0.0603884164638445,0.0581524110126287
NFYC,0.0315150230971832,0.0226786230530053,0.0194453891614351,0.020431592929683,0.00938742873201936,0.00914555546906816,-0.031674678471427,-0.0322029189499639,-0.0229897604487599,-0.017124711819159
SPI1,-0.00545823703033343,0.00818063696383536,0.000849592102045276,-0.00297928248917463,-0.00911383768336676,-0.00656100821801542,0.0208690840852143,0.0192126731259911,-0.0116733681956327,-0.0134656218687787
ENSG00000229544,-0.0499489126269738,-0.0426754196591707,-0.0302334651800378,-0.0317831360178292,-0.0226910187239924,-0.0182438556624433,0.0162654936248673,0.016583716347072,0.0726121382087153,0.0700617613481376
ZIC3,-0.0284479369197772,-0.0198558453721682,-0.00443547005836482,-0.00317673786639084,-0.00615562397246627,-0.00758646149117612,0.0356503228472655,0.0354352159657931,0.00616971382255409,-0.00702732306279034
RELA,-0.0333151515159005,-0.0289283665788087,-0.0204752152854197,-0.0223669181087965,-0.000322948480672052,-0.00279285931231617,0.0317626308232086,0.0344184338736416,0.0213451400674963,0.0106833467224233
YY2,0.0545622326090097,0.0416121606710739,0.0045444003434364,0.0084234463402578,-0.0106408109483209,-0.0105331460057429,-0.0287815176835595,-0.030280934279524,-0.00803620826530952,-0.0097517328633645
MNX1,-0.0222957829406939,-0.022494277534983,-0.0161202748226449,-0.0145691341905488,-0.0196229226022532,-0.0155551528061565,0.00484039351142308,0.00670691911412256,0.0456771873942856,0.0470712497962737
RELB,-0.0235994238563449,-0.0220444893838863,-0.0158020115095787,-0.0178051802584745,-0.0039859749856275,-0.00394372564319211,0.0259112195298852,0.0263247675743133,0.0175381146720637,0.0111946330240893
MAFB,-0.0458001896498619,-0.0417525889877631,-0.0123281566545571,-0.0150687650462033,0.0210316214726439,0.0230566242897174,0.0216817643377348,0.0174434887304821,0.00863211647690886,0.00666117422459653
DLX5,-0.022121765849201,-0.0312358471715007,-0.0333796555177574,-0.0311670981121557,-0.0259257360853959,-0.027472450692281,0.0142529005669184,0.0132800078370268,0.0666876615158669,0.0699297896714051
IRF2,0.0246693604101618,0.0271742768576652,0.0178980054818349,0.0152921361288241,-0.00203131351565429,-0.000519611982705039,-0.0294337079740215,-0.0300622777341961,-0.0121830770841489,-0.00795555866948672
ETV5,0.0501727948125363,0.0369958565786904,0.00553387047170466,0.0125256931000395,-0.00610625589617084,-0.0106973960048768,-0.0347468172576061,-0.0355845794095662,-0.00304245024191697,-0.00419046296486349
HOXA1,-0.0343395047971897,-0.0286140205395799,-0.0255553905480682,-0.0224855687936722,-0.0181310338447328,-0.0143299297089404,0.0129993969528661,0.0110917732818839,0.0533986478517389,0.0522440483363984
ETS2,-0.0135001239534608,-0.00762404764715339,-0.00852684209972494,-0.00988498369821299,-0.0111041778208293,-0.00936615829990138,0.0181491512201185,0.017320195176274,0.0119949218240818,0.00984148590950996
MSC,-0.0250669659957382,-0.0197430756502695,-0.0199499383245094,-0.0227375087221862,-0.0176357668715691,-0.0172177881957138,0.0264597874372004,0.023849586349777,0.0354930928964578,0.0278186775276852
EMX1,-0.0437642843874192,-0.0338008095016725,-0.0313386941587978,-0.0286207771091591,-0.0196619241304399,-0.0183663807051179,0.0241005711542001,0.0210987166097458,0.0569964262934989,0.0574863186196096
MBD2,0.0265608616898926,0.0152719168706482,0.00237142943225965,0.00271495089332046,-0.00298798696927046,-0.00321492528479717,-0.0297080101026188,-0.0265537703129399,-0.00203177740164107,0.0243477602769721
CBFB,-0.0404163220609427,-0.0206653236590094,-0.0102319545697935,-0.0110826252547353,-0.00607146702738526,-0.0021683527280991,0.023351454886109,0.0197175185750892,0.0193565376429245,0.0142875926815248
NFATC2,-0.0114397775053842,-0.0110799846169525,-0.0244128444827151,-0.0273649715230352,-0.0104282041587422,-0.0116828007836525,0.0143686845702661,0.0176983831585075,0.0281463248800404,0.0269377629480431
HOXD1,-0.0565520979247415,-0.0521309671759274,-0.0300871932572192,-0.0292902985386785,-0.0147904624535971,-0.0158416809179966,0.0255460277293425,0.0223627262459458,0.0665438257561489,0.0674945006367282
POU6F2,-0.0390419146626122,-0.03470241564899,-0.0164949895277497,-0.0186799712951959,-0.00843537976928262,-0.00884946065747404,0.0134502223740513,0.0122350672813313,0.0431960991310623,0.0447013181588144
BCL11A,0.000592440162114887,0.0160438679092902,0.00147723629116454,-0.00121686846462044,-0.00978392348477775,-0.00756259552628582,0.0148096041585435,0.0141102793373265,-0.0134818382898013,-0.0152166877294814
BCL11B,0.000592440162114887,0.0160438679092902,0.00147723629116454,-0.00121686846462044,-0.00978392348477775,-0.00756259552628582,0.0148096041585435,0.0141102793373265,-0.0134818382898013,-0.0152166877294814
FERD3L,-0.0226191032639274,-0.0212543951946265,-0.0122135949564467,-0.0132543168516823,-0.0136312637927401,-0.0118737052548415,0.0300860357073012,0.0266747716661195,0.0236194571303876,0.0118607775231785
STAT6,-0.0246421752944464,-0.0166458746375873,-0.0137752721601614,-0.0190689742497894,-0.00805937495857206,-0.00635278283778972,0.0256053287911361,0.0242149477739279,0.015766358604503,0.0143922285430964
MSX1,-0.0220827523783532,-0.0190284396990313,-0.0175075791174943,-0.0179479883174497,-0.0221366232122237,-0.0211037077879545,0.00432591840661211,0.00398551255635272,0.0514548681898091,0.0505965659841313
NR2E1,-0.0204275737096454,-0.0129402142138089,0.0175538149403007,0.0238913820192556,0.00879340235936774,0.00986854415143799,0.00386435358277206,0.0022937026688455,-0.0115711586075509,-0.016946954223848
SPIC,-0.00496143553746689,0.00461968495332256,-0.00183984354760814,-0.00138257774066246,-0.0102783720177526,-0.00743303635194215,0.0278311048983635,0.0262981144010192,-0.013578009770113,-0.0143156686737089
SP4,0.0180090449613654,0.0126902317661368,0.00379930647231479,0.000707928864767067,0.0109350897075571,0.00742453495218631,-0.0194714955439128,-0.0163391616507645,-0.00975092932296879,-0.00947491098829674
RARB,0.00659682100477504,0.012055366714829,0.0183752477589879,0.0242411858656205,0.0118325628458179,0.01173224007747,-0.0146524886923127,-0.0161615833291994,-0.0240469333492399,-0.0253125888095794
GATA5,-0.0216196286468995,-0.012902485729831,0.00455592921614591,-0.00254686810059411,0.0368534736077905,0.0355926627401836,-0.0160750265268428,-0.0164478766486883,-0.0152702397767537,-0.0120303543454706
DLX1,-0.0338348308509083,-0.0297514498813314,-0.0203325250385553,-0.0179500007765804,-0.0156105241929329,-0.0175549106739414,0.00491886054261868,0.00209812877376638,0.0551034366780269,0.0610890930949266
ZBTB33,0.0606070829228904,0.0370668594296604,0.000620836703085777,0.00659631044078034,-0.000871872130874508,0.0013785631883258,-0.0420806159137938,-0.0422466661357712,-0.0122583932812403,0.00318062011604976
HOXA6,-0.0248112048457656,-0.0213707718846899,-0.0172747029529174,-0.0166672559098823,-0.0200244190092449,-0.0183291453521334,0.00422637399743923,0.00508029129129538,0.0493750862813832,0.0505393006439912
ZNF281,-0.0222782182111925,-0.0112305492192762,-0.00662317119398259,-0.0135980210217347,0.00174333429675956,-0.00173191914453413,0.010409533762702,0.0150821348582177,0.0159286103808533,-0.00134021270234448
TCFL5,0.0386573985928619,0.023892902988499,0.00919274127391157,0.0201934067222052,0.00321311075827502,0.00348941154638979,-0.0368404750408764,-0.03664482053087,-0.017307296047653,0.00723990099757978
IRF1,0.0122409272040371,0.0152095769975252,0.00884966453452386,0.0128868972977796,-9.37669839038181e-05,0.000219111774990934,-0.0123800486611272,-0.0121361067295068,-0.0117305194792797,-0.00834186793557071
ESR2,-0.0363566480768078,-0.0299376774452781,-0.00352101000599199,-0.00481890414798239,0.000591298539788478,0.00171454488558712,0.0326894968454612,0.0298133525648054,0.00695891282832168,-0.000422335136030082
MAF,-0.0448694304931405,-0.0401548671345705,-0.0161289170598942,-0.0189823495675838,0.0207008945748187,0.0244250618086812,0.025421466169769,0.0223038648338168,0.00719089276835882,0.00229601858914985
GSX1,-0.0325194132887577,-0.0292607353463237,-0.0167771226036928,-0.017291301742997,-0.0168246702918285,-0.015368954264797,0.0135514575346806,0.0106379491266537,0.0479394130727294,0.0458888050150574
RFX2,-0.0143057413556765,0.00309423426966088,-0.0187537678951574,-0.0203899532215908,-0.0101913360902507,-0.0118079264662879,0.00736661848616203,0.00902009821111971,0.0276625265680114,0.0108193372831477
ETV1,0.0418891538026087,0.0271581040536991,0.00866532415055868,0.0152027310665239,-0.00523506989329432,-0.00941983313989915,-0.0292700084631183,-0.0310896825007773,-0.000847441201978862,-0.00504807901936359
GBX1,-0.0398530218118869,-0.0354090984700865,-0.0256893661747749,-0.0280101648842989,-0.0199005057049718,-0.0176333223164751,0.020603019908787,0.0176168507204316,0.0572327818465155,0.0565382498959886
GATA2,-0.023231485448655,-0.0146606842523017,0.00264326768790922,-0.00193011542122133,0.0344581241385571,0.0334317871475049,-0.013518383897659,-0.0148358512871542,-0.0108732955795957,-0.0107879988863524
ALX3,-0.03857150806782,-0.033898780520373,-0.0232358205661905,-0.024771536130155,-0.0149928151007206,-0.0125402645889565,0.0168135101042237,0.0134588156609293,0.0522708139629392,0.0503704752805835
LBX1,-0.0392861863598896,-0.0362670867857831,-0.0191951152242792,-0.0194769255211586,-0.0151414724573553,-0.0141792148948079,0.0112353282897943,0.00905504051598276,0.0541987804602508,0.0567509861981529
ZFY,0.00521895364899033,0.0051813441454933,0.0104000778894316,0.0144734839691181,0.00327905931075895,0.00224859258055359,-0.00832020645993856,-0.0079354518179049,-0.00973624914410924,-0.00906564185701703
