0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2
Klf7,0.00548390470879528,0.0110005855210569,0.00614175151701127,0.0061608846202096,0.00444211201434193,0.0024648434556796,0.00123687831319892,-4.3570485026647e-05,-0.00284805121496074,-0.00863522220013226,-0.00857718257305265,-0.00764548907724225,-0.0072630140027521,-0.00648132190759099
Mesp2,0.00662807216674387,0.00492994953680901,0.0106471789985416,0.0107662207319804,0.0129025832073599,0.0141372023948081,0.000373412047965297,0.000227552422197533,-0.00494551816691945,-0.0103936533205816,-0.0105889934684224,-0.0131252222105356,-0.0134148828916974,-0.0117967241046691
Mesp1,0.00662807216674387,0.00492994953680901,0.0106471789985416,0.0107662207319804,0.0129025832073599,0.0141372023948081,0.000373412047965297,0.000227552422197533,-0.00494551816691945,-0.0103936533205816,-0.0105889934684224,-0.0131252222105356,-0.0134148828916974,-0.0117967241046691
Sp6,0.00602565933650753,0.0114364063089131,0.00616916731898789,0.00602435851209277,0.00398033036112939,0.00256492469858847,0.00131608589872657,0.000670343109067169,-0.0027826578498283,-0.00840738744669457,-0.0087195683420131,-0.00862802662301659,-0.00763580790468878,-0.00645058781936109
Sp5,0.00602565933650753,0.0114364063089131,0.00616916731898789,0.00602435851209277,0.00398033036112939,0.00256492469858847,0.00131608589872657,0.000670343109067169,-0.0027826578498283,-0.00840738744669457,-0.0087195683420131,-0.00862802662301659,-0.00763580790468878,-0.00645058781936109
Klf6,0.00476771038622845,0.00951334205832956,0.00584181066386991,0.00568957054135112,0.0053287735263115,0.00380747283011713,0.00212457926489967,0.00117621811515988,-0.00176340700502513,-0.00731002706862324,-0.00907064702990655,-0.00764948953947191,-0.0084712360887135,-0.0075755348733071
Klf3,0.00476771038622845,0.00951334205832956,0.00584181066386991,0.00568957054135112,0.0053287735263115,0.00380747283011713,0.00212457926489967,0.00117621811515988,-0.00176340700502513,-0.00731002706862324,-0.00907064702990655,-0.00764948953947191,-0.0084712360887135,-0.0075755348733071
Klf2,0.00476771038622845,0.00951334205832956,0.00584181066386991,0.00568957054135112,0.0053287735263115,0.00380747283011713,0.00212457926489967,0.00117621811515988,-0.00176340700502513,-0.00731002706862324,-0.00907064702990655,-0.00764948953947191,-0.0084712360887135,-0.0075755348733071
Cebpa,-0.0194777681471067,-0.00976954867548124,-0.0123060235022456,-0.016961327228113,-0.00605644840558927,-0.0133611234603314,-0.0170740666568344,-0.0140525761302073,-0.0217028029073519,-0.0349756720428326,0.0350714747492671,0.0303390888655326,0.0447097213575141,0.0345498492123601
Id3,0.00586222381707015,0.00498488376894436,0.00997834178848371,0.00953956578176966,0.0141840601468805,0.0140382372953528,0.00104817708552255,0.000561617656443494,-0.00415802322775578,-0.0100766878572453,-0.0109683606486171,-0.0137489281795428,-0.0130332264848484,-0.0121031336404102
Id4,0.00586222381707015,0.00498488376894436,0.00997834178848371,0.00953956578176966,0.0141840601468805,0.0140382372953528,0.00104817708552255,0.000561617656443494,-0.00415802322775578,-0.0100766878572453,-0.0109683606486171,-0.0137489281795428,-0.0130332264848484,-0.0121031336404102
9430076C15Rik,0.0153547236748145,0.0245636992710114,0.014936215836763,0.0140009131792826,-0.00250836656835552,-0.00228723538901344,-0.0105648305739853,-0.0124556921189933,-0.0116567391686615,-0.0118246589534883,-0.00651691240372039,-0.00913963452628838,-0.00465614987268025,-0.00422992008980811
Dbx1,0.00964758552970434,0.013621959993517,0.00812362420750896,0.00738066635604737,0.0038909409178105,0.00616202845777877,0.0043911760492078,0.00173781173784915,-0.002199307716682,-0.00287241322262671,-0.0143277776651249,-0.0134832387536862,-0.0143202514095055,-0.00889583808541767
Nr2c2,0.014316859115092,0.0152611005351788,0.008595628569542,0.00770140102591262,-0.0057979674251396,-0.00240669751361684,-0.00777393540705715,-0.00647946636657985,-0.0057783847357214,-0.00642568533374453,-0.00400496535101585,-0.00662500819170617,-0.00390981069491406,-0.000650479743968917
Jdp2,0.0171647501988584,0.029853476047741,0.0164089833650526,0.0169672795711687,-0.00139206836324054,-0.00056409831112043,-0.0105929176474677,-0.0124262181165943,-0.0149546617970089,-0.0175947344806473,-0.00884026045163395,-0.0126659099216338,-0.00543447519956075,-0.00613105007227704
Klf8,0.00451336268880979,0.00869243177505019,0.00512014274755772,0.00513405573172725,0.00515961301587986,0.00337826165927584,0.00182700381273968,0.00110004968834292,-0.00212370451742406,-0.00722383646685271,-0.00803801626547117,-0.00707360402357865,-0.00757882586735288,-0.00650190723339895
Nfix,-0.0135656272603735,-0.00785999812487182,0.00295491801164794,-0.00088032733540493,0.0143069591693262,0.00924929884535886,0.0111247461090878,0.00982563258905999,-0.000768756103091656,0.00172172567321382,-0.00344460483268475,-0.00713682554987198,-0.00704021362770662,-0.00482579729302941
Sp1,0.00600099030158811,0.0112329451559025,0.00665736357161399,0.00608559690891933,0.00334836886545675,0.00305190781046755,0.000967280591221659,-0.000167597934092264,-0.00249776970024095,-0.00764867917979921,-0.00870297343536709,-0.00858802447835466,-0.00796885335545551,-0.00578544689951931
Elf3,-0.00440285676563644,-0.00427814001503091,-0.00368263433244875,-0.00294140377333723,-0.00620897616339516,-0.00443432077966592,-0.00908734829576155,-0.0071353671673533,-0.000204588820184681,0.00585297534191628,0.0101723929655911,0.00848014396363587,0.00991327274261862,0.00944552699633457
Elf5,-0.00229793751798997,-0.00224471170935773,-0.00247219675371333,-0.00202712349440586,-0.0066905546444943,-0.00535574818735292,-0.00959743880664968,-0.00815212935694046,-0.000858078433625548,0.00494520202242834,0.00949126237445051,0.00735962353368097,0.00938046708359726,0.00943011005755942
Myc,0.0157461858737761,0.0197506000735675,0.00970493510486322,0.0106388036950505,0.002166827287759,0.00330410873987159,-0.00223041346572427,-0.00286490039640796,-0.00546525498379962,-0.0052925225884678,-0.0122951504494717,-0.0131466371535084,-0.012746438695556,-0.0103560929506387
Creb3l3,0.0149284001071042,0.0253950656266717,0.0141833086782934,0.013669116579886,-0.002023324676287,-2.65496094130641e-05,-0.00851397953785153,-0.0102812102931237,-0.00928135252634574,-0.0124590998039986,-0.00791353482643203,-0.0109102453329752,-0.00676137812337205,-0.00715470692801738
Creb3,0.0149284001071042,0.0253950656266717,0.0141833086782934,0.013669116579886,-0.002023324676287,-2.65496094130641e-05,-0.00851397953785153,-0.0102812102931237,-0.00928135252634574,-0.0124590998039986,-0.00791353482643203,-0.0109102453329752,-0.00676137812337205,-0.00715470692801738
Ehf,0.000718926906132665,0.000790514270738941,-0.000619792807056709,-6.2859618373551e-05,-0.00653233186848168,-0.00473109957463326,-0.0102304433230037,-0.00826949720629536,-0.00152514210016356,0.00314177511773237,0.0072560113376367,0.00560435778731523,0.00746613177005302,0.00702556247679349
Sp3,0.00561622007730675,0.010051945571302,0.00567524990300596,0.00528789648548719,0.00300568411438168,0.0019483340425322,0.000891962349951505,0.000120444347540372,-0.00270104563662002,-0.00693686991026188,-0.00750821850878929,-0.00708793266118847,-0.00642738116838144,-0.00554166964625184
Klf10,0.00584265183531357,0.0131984233678545,0.00772904953398724,0.00690568991159748,0.00718316993900765,0.00418054044817042,0.00186294703492938,0.000272272967354265,-0.00370029748339429,-0.00828065463084476,-0.0114979060888829,-0.0099592836176014,-0.0103422161530009,-0.00787945254608295
Klf1,0.00316019624753435,0.00756207819339263,0.00535816829208242,0.00467175200272516,0.00611388126160534,0.00410843459956433,0.0025362831373048,0.00147103939283268,-0.00228445935822863,-0.00628319218225643,-0.00832661823352864,-0.00681562959059322,-0.00792956693978553,-0.00627920441427009
Id2,0.0155422137904218,0.0225170676916728,0.0123562714134393,0.0130460146681592,0.00402981161642274,0.00128257224177023,-0.00213491979452139,-0.00421775030068844,-0.00815536277675723,-0.0101487564698341,-0.0126456114501552,-0.016113673092896,-0.0113851695429342,-0.0097575410597759
Id1,0.0155422137904218,0.0225170676916728,0.0123562714134393,0.0130460146681592,0.00402981161642274,0.00128257224177023,-0.00213491979452139,-0.00421775030068844,-0.00815536277675723,-0.0101487564698341,-0.0126456114501552,-0.016113673092896,-0.0113851695429342,-0.0097575410597759
Atf7,0.013951768680674,0.0264479491360646,0.011642031215358,0.0128946283716226,-0.00379384578847934,-0.00301875136624013,-0.0102020939145698,-0.0118840616148164,-0.0126144748734233,-0.00896852837897142,-0.00638987225503967,-0.00802229545318147,-0.0030015354761963,-0.00339990318402486
Creb3l2,0.0168335623111404,0.0240399885887732,0.0110345296804682,0.0135751012411902,0.0031618705197946,0.0052079584428975,-0.00400982117955279,-0.00298360719900582,-0.00704851058981375,-0.010550501700548,-0.0138202019711361,-0.016291738279935,-0.0146073619552547,-0.0107919200172229
Otx1,0.0135734278028675,0.0232842212815305,0.0134882661513553,0.0115574332873994,0.00294215763581848,0.00321032526136368,-0.00143340692857398,-0.00294172444115155,-0.0080904755218093,-0.00706294358675032,-0.0171911435967753,-0.0128537414483595,-0.0140075470670254,-0.0086936305481368
Crx,0.0135734278028675,0.0232842212815305,0.0134882661513553,0.0115574332873994,0.00294215763581848,0.00321032526136368,-0.00143340692857398,-0.00294172444115155,-0.0080904755218093,-0.00706294358675032,-0.0171911435967753,-0.0128537414483595,-0.0140075470670254,-0.0086936305481368
Mlx,0.0122577460871297,0.0214069454417332,0.00977395770324485,0.0105552172998133,-3.37792183201027e-05,-0.000558348403588281,-0.00473573783549096,-0.00689227990767944,-0.00724360632060929,-0.00781106157522787,-0.0075920649516926,-0.00980020464520528,-0.00828863445367687,-0.00582723933090287
Tfdp2,0.0108556950839395,0.0180886577355191,0.0107196361060909,0.0121617154746259,0.00132569695101537,0.00347914889843886,-0.00331182102507659,-0.00319577751955832,-0.00594644732960849,-0.0081970820185908,-0.0114960491955431,-0.0115797338524116,-0.0106707331757764,-0.00684552731703625
Tfdp1,0.0108556950839395,0.0180886577355191,0.0107196361060909,0.0121617154746259,0.00132569695101537,0.00347914889843886,-0.00331182102507659,-0.00319577751955832,-0.00594644732960849,-0.0081970820185908,-0.0114960491955431,-0.0115797338524116,-0.0106707331757764,-0.00684552731703625
Hey2,0.0137760670548895,0.0210803153428381,0.00982666115972203,0.0147038813911101,0.00523750902842028,0.00432107552423605,-0.00212729670018624,-0.00293345364389226,-0.00568175477363914,-0.0126034211050704,-0.0136872785460052,-0.0175160855420503,-0.0127784915118101,-0.00937597278603711
Heyl,0.0137760670548895,0.0210803153428381,0.00982666115972203,0.0147038813911101,0.00523750902842028,0.00432107552423605,-0.00212729670018624,-0.00293345364389226,-0.00568175477363914,-0.0126034211050704,-0.0136872785460052,-0.0175160855420503,-0.0127784915118101,-0.00937597278603711
