"#COUNT_001","#GeneInGO","#GeneInGOAndHitList","#GeneInHitList","#TotalGeneInLibrary","%InGO","_InGO","_LogP_MyList","_MEMBER_MyList","_PATTERN_","_RANK_","BestEnrichmentInGroup","BestLogPInGroup","canonicalName","Category","CategoryID","CLUSTER_LABEL","Description","Enrichment","EvidenceCutoff","FirstInGroupByEnrichment","FirstInGroupByLogP","Gene","GeneID","GiniIndex","GROUP_ID","Hits","id","Log(q-value)","Log_q_value_","LogP","name","PARENT_GO","selected","shared name","STDV %InGO","STDV_InGO","Symbol","Z-score","Z_score"
"4.0","8.0","4.0","500.0","30242.0","0.8",,"-5.309530381608798","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0000056","GO Biological Processes","19.0"," ","ribosomal small subunit export from nucleus","30.242","0.0","0.0","0.0","GO:0000056","4869|7514|55781|84946","0.0","15.0","NPM1|XPO1|RIOK2|LTV1","112","-3.6289696789484407",,"-5.309530381608798","112","19_GO:0051179 localization","false","112","0.3983967871356395",,"","10.725122307722526",
"5.0","7.0","5.0","500.0","30242.0","1.0",,"-7.606480531942517","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0000055","GO Biological Processes","19.0"," ","ribosomal large subunit export from nucleus","43.20285714285715","0.0","0.0","0.0","GO:0000055","4869|7514|23212|51068|55153","0.0","15.0","NPM1|XPO1|RRS1|NMD3|SDAD1","111","-5.623982216815734",,"-7.606480531942517","111","19_GO:0051179 localization","false","111","0.44497190922573976",,"","14.478843667946654",
"8.0","15.0","8.0","500.0","30242.0","1.6",,"-10.512891165329682","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0071428","GO Biological Processes","19.0"," ","rRNA-containing ribonucleoprotein complex export from nucleus","32.25813333333333","0.0","0.0","0.0","GO:0071428","3692|4869|7514|23212|51068|55153|55781|84946","0.0","15.0","EIF6|NPM1|XPO1|RRS1|NMD3|SDAD1|RIOK2|LTV1","110","-8.255798670210718",,"-10.512891165329682","110","19_GO:0051179 localization","false","110","0.5611416933360058",,"","15.700342894771492",
"14.0","76.0","14.0","500.0","30242.0","2.8",,"-10.590923495080895","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0071426","GO Biological Processes","19.0"," ","ribonucleoprotein complex export from nucleus","11.14178947368421","0.0","0.0","0.0","GO:0071426","2733|3692|4869|7514|7919|8480|23212|51068|55153|55781|57187|65083|84946|91746","0.0","15.0","GLE1|EIF6|NPM1|XPO1|DDX39B|RAE1|RRS1|NMD3|SDAD1|RIOK2|THOC2|NOL6|LTV1|YTHDC1","109","-8.330397824123537",,"-10.590923495080895","109","19_GO:0051179 localization","false","109","0.737780455149091",,"","11.477849225203153",
"8.0","14.0","8.0","500.0","30242.0","1.6",,"-10.837562382174273","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0033750","GO Biological Processes","19.0"," ","ribosome localization","34.562285714285714","0.0","0.0","0.0","GO:0033750","3692|4869|7514|23212|51068|55153|55781|84946","0.0","15.0","EIF6|NPM1|XPO1|RRS1|NMD3|SDAD1|RIOK2|LTV1","108","-8.559451536415802",,"-10.837562382174273","108","19_GO:0051179 localization","false","108","0.5611416933360058",,"","16.285790092987597",
"8.0","14.0","8.0","500.0","30242.0","1.6",,"-10.837562382174273","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0000054","GO Biological Processes","19.0"," ","ribosomal subunit export from nucleus","34.562285714285714","0.0","0.0","0.0","GO:0000054","3692|4869|7514|23212|51068|55153|55781|84946","0.0","15.0","EIF6|NPM1|XPO1|RRS1|NMD3|SDAD1|RIOK2|LTV1","107","-8.559451536415802",,"-10.837562382174273","107","19_GO:0051179 localization","false","107","0.5611416933360058",,"","16.285790092987597",
"19.0","154.0","19.0","500.0","30242.0","3.8",,"-10.91673402614021","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0051168","GO Biological Processes","19.0"," ","nuclear export","7.462311688311687","0.0","0.0","0.0","GO:0051168","2733|3692|4193|4869|7514|7919|8480|10768|23212|23636|51068|51496|55153|55781|57187|57510|65083|84946|91746","0.0","15.0","GLE1|EIF6|MDM2|NPM1|XPO1|DDX39B|RAE1|AHCYL1|RRS1|NUP62|NMD3|CTDSPL2|SDAD1|RIOK2|THOC2|XPO5|NOL6|LTV1|YTHDC1","106","-8.620295799292208",,"-10.91673402614021","106","19_GO:0051179 localization","false","106","0.8550555537507489",,"","10.424364600697704",
"15.0","77.0","15.0","500.0","30242.0","3.0",,"-11.675401596258324","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0071166","GO Biological Processes","19.0"," ","ribonucleoprotein complex localization","11.782597402597402","0.0","0.0","0.0","GO:0071166","2733|3692|4869|7514|7919|8480|23212|26121|51068|55153|55781|57187|65083|84946|91746","0.0","15.0","GLE1|EIF6|NPM1|XPO1|DDX39B|RAE1|RRS1|PRPF31|NMD3|SDAD1|RIOK2|THOC2|NOL6|LTV1|YTHDC1","105","-9.305731455875897",,"-11.675401596258324","105","19_GO:0051179 localization","false","105","0.762889244910426",,"","12.2833005770358",
"29.0","301.0","29.0","500.0","30242.0","5.8",,"-13.491566069934196","1.0","M1","1.0","43.20285714285715","-13.491566069934196","GO:0051169","GO Biological Processes","19.0"," ","nuclear transport","5.827362126245847","0.0","0.0","0.0","GO:0051169","1432|2733|3692|3837|3838|3840|4193|4869|4928|5514|7514|7919|8480|10073|10527|10768|23212|23534|23636|51068|51366|51496|55153|55781|57187|57510|65083|84946|91746","0.0","15.0","MAPK14|GLE1|EIF6|KPNB1|KPNA2|KPNA4|MDM2|NPM1|NUP98|PPP1R10|XPO1|DDX39B|RAE1|SNUPN|IPO7|AHCYL1|RRS1|TNPO3|NUP62|NMD3|UBR5|CTDSPL2|SDAD1|RIOK2|THOC2|XPO5|NOL6|LTV1|YTHDC1","104","-11.022764456549755",,"-13.491566069934196","104","19_GO:0051179 localization","false","104","1.0453324829928512",,"","10.913347084314747",
"14.0","155.0","14.0","500.0","30242.0","2.8",,"-6.482941890503451","1.0","M1","1.0","35.282333333333334","-13.6885275122042","GO:0016573","GO Biological Processes","19.0"," ","histone acetylation","5.463070967741936","0.0","0.0","0.0","GO:0016573","2033|2648|4297|7862|9862|9913|10474|10629|11143|27097|64769|93624|112869|117143","0.0","14.0","EP300|KAT2A|KMT2A|BRPF1|MED24|SUPT7L|TADA3|TAF6L|KAT7|TAF5L|MEAF6|TADA2B|SGF29|TADA1","103","-4.637919518140209",,"-6.482941890503451","103","19_GO:0008152 metabolic process","false","103","0.737780455149091",,"","7.222843257103417",
"26.0","380.0","26.0","500.0","30242.0","5.2",,"-8.8597879388696","1.0","M1","1.0","35.282333333333334","-13.6885275122042","GO:0018205","GO Biological Processes","19.0"," ","peptidyl-lysine modification","4.138378947368421","0.0","0.0","0.0","GO:0018205","405|2033|2146|2648|3009|4193|4297|7862|9682|9739|9862|9913|10208|10474|10629|11143|23028|23512|27097|54552|57178|64769|79813|93624|112869|117143","0.0","14.0","ARNT|EP300|EZH2|KAT2A|H1-5|MDM2|KMT2A|BRPF1|KDM4A|SETD1A|MED24|SUPT7L|USPL1|TADA3|TAF6L|KAT7|KDM1A|SUZ12|TAF5L|GNL3L|ZMIZ1|MEAF6|EHMT1|TADA2B|SGF29|TADA1","102","-6.749311725103573",,"-8.8597879388696","102","19_GO:0008152 metabolic process","false","102","0.9929350431926551",,"","7.982441164199738",
"12.0","64.0","12.0","500.0","30242.0","2.4",,"-9.258583681024641","1.0","M1","1.0","35.282333333333334","-13.6885275122042","GO:0043966","GO Biological Processes","19.0"," ","histone H3 acetylation","11.34075","0.0","0.0","0.0","GO:0043966","2033|2648|4297|7862|9913|10474|10629|11143|27097|64769|112869|117143","0.0","14.0","EP300|KAT2A|KMT2A|BRPF1|SUPT7L|TADA3|TAF6L|KAT7|TAF5L|MEAF6|SGF29|TADA1","101","-7.096344551904143",,"-9.258583681024641","101","19_GO:0008152 metabolic process","false","101","0.6844559883586381",,"","10.737292649960201",
"7.0","13.0","7.0","500.0","30242.0","1.4",,"-9.292410902872335","1.0","M1","1.0","35.282333333333334","-13.6885275122042","CORUM:476","CORUM","33.0"," ","STAGA complex","32.56830769230769","0.0","0.0","0.0","CORUM:476","2648|9913|10474|10629|23450|27097|117143","0.0","14.0","KAT2A|SUPT7L|TADA3|TAF6L|SF3B3|TAF5L|TADA1","100","-7.1274143392066485",,"-9.292410902872335","100","","false","100","0.525433154644813",,"","14.760772217045286",
"8.0","19.0","8.0","500.0","30242.0","1.6",,"-9.468299340179867","1.0","M1","1.0","35.282333333333334","-13.6885275122042","CORUM:6643","CORUM","33.0"," ","SAGA complex, GCN5-linked","25.466947368421053","0.0","0.0","0.0","CORUM:6643","2648|9913|10474|10629|27097|55578|93624|112869","0.0","14.0","KAT2A|SUPT7L|TADA3|TAF6L|TAF5L|SUPT20H|TADA2B|SGF29","99","-7.286380071398115",,"-9.468299340179867","99","","false","99","0.5611416933360058",,"","13.832025925504492",
"30.0","467.0","30.0","500.0","30242.0","6.0",,"-9.473426016080666","1.0","M1","1.0","35.282333333333334","-13.6885275122042","GO:0016570","GO Biological Processes","19.0"," ","histone modification","3.8854817987152033","0.0","0.0","0.0","GO:0016570","1017|2033|2146|2648|3009|4297|7324|7862|9682|9739|9862|9913|10336|10474|10498|10629|11143|23028|23186|23512|27097|29128|51366|54620|64769|79813|93624|112869|114803|117143","0.0","14.0","CDK2|EP300|EZH2|KAT2A|H1-5|KMT2A|UBE2E1|BRPF1|KDM4A|SETD1A|MED24|SUPT7L|PCGF3|TADA3|CARM1|TAF6L|KAT7|KDM1A|RCOR1|SUZ12|TAF5L|UHRF1|UBR5|FBXL19|MEAF6|EHMT1|TADA2B|SGF29|MYSM1|TADA1","98","-7.288621059061426",,"-9.473426016080666","98","19_GO:0008152 metabolic process","false","98","1.06207344378814",,"","8.147959956870336",
"7.0","12.0","7.0","500.0","30242.0","1.4",,"-9.621968458834356","1.0","M1","1.0","35.282333333333334","-13.6885275122042","CORUM:475","CORUM","33.0"," ","STAGA complex","35.282333333333334","0.0","0.0","0.0","CORUM:475","2648|9913|10474|10629|23450|27097|117143","0.0","14.0","KAT2A|SUPT7L|TADA3|TAF6L|SF3B3|TAF5L|TADA1","97","-7.431333958154393",,"-9.621968458834356","97","","false","97","0.525433154644813",,"","15.400680614228284",
"9.0","19.0","9.0","500.0","30242.0","1.8",,"-11.164038909371031","1.0","M1","1.0","35.282333333333334","-13.6885275122042","CORUM:6664","CORUM","33.0"," ","STAGA complex, SPT3-linked","28.65031578947369","0.0","0.0","0.0","CORUM:6664","2648|9913|10474|10629|27097|55578|93624|112869|117143","0.0","14.0","KAT2A|SUPT7L|TADA3|TAF6L|TAF5L|SUPT20H|TADA2B|SGF29|TADA1","96","-8.832526470981321",,"-11.164038909371031","96","","false","96","0.5945754788081998",,"","15.631696062828773",
"28.0","274.0","28.0","500.0","30242.0","5.6",,"-13.6885275122042","1.0","M1","1.0","35.282333333333334","-13.6885275122042","R-HSA-4839726","Reactome Gene Sets","6.0"," ","Chromatin organization","6.1808467153284665","0.0","0.0","0.0","R-HSA-4839726","2033|2146|2648|4297|6599|6601|6605|7862|8289|9682|9739|9913|10474|10498|10629|11143|23028|23186|23512|27097|55193|55578|64769|79084|79813|93624|112869|117143","0.0","14.0","EP300|EZH2|KAT2A|KMT2A|SMARCC1|SMARCC2|SMARCE1|BRPF1|ARID1A|KDM4A|SETD1A|SUPT7L|TADA3|CARM1|TAF6L|KAT7|KDM1A|RCOR1|SUZ12|TAF5L|PBRM1|SUPT20H|MEAF6|WDR77|EHMT1|TADA2B|SGF29|TADA1","95","-11.208444888410071",,"-13.6885275122042","95","","false","95","1.0282412168358162",,"","11.169793290940172",
"4.0","50.0","4.0","500.0","30242.0","0.8",,"-2.0300033067668806","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:0051972","GO Biological Processes","19.0"," ","regulation of telomerase activity","4.83872","0.0","0.0","0.0","GO:0051972","1736|4609|4931|65057","0.0","13.0","DKC1|MYC|NVL|ACD","94","-0.7642764421237149",,"-2.0300033067668806","94","19_GO:0050789 regulation of biological process","false","94","0.3983967871356395",,"","3.5222768449614112",
"5.0","67.0","5.0","500.0","30242.0","1.0",,"-2.2973256207580346","1.0","M1","1.0","7.33139393939394","-14.611326912047568","M105","Canonical Pathways","11.0"," ","PID TELOMERASE PATHWAY","4.513731343283582","0.0","0.0","0.0","M105","1736|1869|4609|5883|65057","0.0","13.0","DKC1|E2F1|MYC|RAD9A|ACD","93","-1.0031279551061092",,"-2.2973256207580346","93","","false","93","0.44497190922573976",,"","3.7331918259741736",
"4.0","34.0","4.0","500.0","30242.0","0.8",,"-2.6361478748447023","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:0051973","GO Biological Processes","19.0"," ","positive regulation of telomerase activity","7.115764705882353","0.0","0.0","0.0","GO:0051973","1736|4609|4931|65057","0.0","13.0","DKC1|MYC|NVL|ACD","92","-1.3000129854931541",,"-2.6361478748447023","92","19_GO:0048518 positive regulation of biological process","false","92","0.3983967871356395",,"","4.626230122894095",
"8.0","66.0","8.0","500.0","30242.0","1.6",,"-4.883289527839449","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:2000573","GO Biological Processes","19.0"," ","positive regulation of DNA biosynthetic process","7.33139393939394","0.0","0.0","0.0","GO:2000573","1736|4609|4931|5983|5984|5985|7919|65057","0.0","13.0","DKC1|MYC|NVL|RFC3|RFC4|RFC5|DDX39B|ACD","91","-3.2587898140411706",,"-4.883289527839449","91","19_GO:0048518 positive regulation of biological process","false","91","0.5611416933360058",,"","6.676340223346238",
"12.0","110.0","12.0","500.0","30242.0","2.4",,"-6.527231297191599","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:2000278","GO Biological Processes","19.0"," ","regulation of DNA biosynthetic process","6.598254545454545","0.0","0.0","0.0","GO:2000278","1736|4609|4931|5394|5983|5984|5985|7027|7919|27000|54552|65057","0.0","13.0","DKC1|MYC|NVL|EXOSC10|RFC3|RFC4|RFC5|TFDP1|DDX39B|DNAJC2|GNL3L|ACD","90","-4.675537603447781",,"-6.527231297191599","90","19_GO:0050789 regulation of biological process","false","90","0.6844559883586381",,"","7.6266355977957945",
"19.0","201.0","19.0","500.0","30242.0","3.8",,"-8.907848056885658","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:0051054","GO Biological Processes","19.0"," ","positive regulation of DNA metabolic process","5.717393034825871","0.0","0.0","0.0","GO:0051054","1054|1663|1736|4609|4931|5514|5558|5888|5983|5984|5985|7037|7919|8914|23514|51010|64210|65057|118460","0.0","13.0","CEBPG|DDX11|DKC1|MYC|NVL|PPP1R10|PRIM2|RAD51|RFC3|RFC4|RFC5|TFRC|DDX39B|TIMELESS|SPIDR|EXOSC3|MMS19|ACD|EXOSC6","89","-6.787501089093338",,"-8.907848056885658","89","19_GO:0048518 positive regulation of biological process","false","89","0.8550555537507489",,"","8.700433444495784",
"20.0","184.0","20.0","500.0","30242.0","4.0",,"-10.437293845115198","1.0","M1","1.0","7.33139393939394","-14.611326912047568","GO:0071897","GO Biological Processes","19.0"," ","DNA biosynthetic process","6.574347826086957","0.0","0.0","0.0","GO:0071897","1736|4609|4931|5394|5424|5425|5983|5984|5985|6117|7027|7919|10714|27000|54433|54552|55505|55651|65057|353497","0.0","13.0","DKC1|MYC|NVL|EXOSC10|POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|TFDP1|DDX39B|POLD3|DNAJC2|GAR1|GNL3L|NOP10|NHP2|ACD|POLN","88","-8.183607598688145",,"-10.437293845115198","88","19_GO:0008152 metabolic process","false","88","0.8763560920082658",,"","9.833789943625906",
"23.0","424.0","23.0","500.0","30242.0","4.6",,"-6.098545244480529","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0044772","GO Biological Processes","19.0"," ","mitotic cell cycle phase transition","3.2809716981132078","0.0","0.0","0.0","GO:0044772","896|1017|1062|1869|1981|2071|2146|4193|5356|5889|5932|7023|7027|8317|9587|11200|25988|51143|51433|55781|63967|64682|90381","0.0","12.0","CCND3|CDK2|CENPE|E2F1|EIF4G1|ERCC3|EZH2|MDM2|PLRG1|RAD51C|RBBP8|TFAP4|TFDP1|CDC7|MAD2L1BP|CHEK2|HINFP|DYNC1LI1|ANAPC5|RIOK2|CLSPN|ANAPC1|TICRR","87","-4.302315092657698",,"-6.098545244480529","87","19_GO:0009987 cellular process","false","87","0.936845771725528",,"","6.1328389672500565",
"20.0","299.0","20.0","500.0","30242.0","4.0",,"-6.79679076615839","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:1901990","GO Biological Processes","19.0"," ","regulation of mitotic cell cycle phase transition","4.045752508361204","0.0","0.0","0.0","GO:1901990","896|1017|1062|1869|1981|2071|2146|4193|5356|5889|7023|7027|8317|9587|11200|51143|51433|55781|63967|90381","0.0","12.0","CCND3|CDK2|CENPE|E2F1|EIF4G1|ERCC3|EZH2|MDM2|PLRG1|RAD51C|TFAP4|TFDP1|CDC7|MAD2L1BP|CHEK2|DYNC1LI1|ANAPC5|RIOK2|CLSPN|TICRR","86","-4.913015804803131",,"-6.79679076615839","86","19_GO:0050789 regulation of biological process","false","86","0.8763560920082658",,"","6.862471300036094",
"21.0","313.0","21.0","500.0","30242.0","4.2",,"-7.12814814226748","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0045787","GO Biological Processes","19.0"," ","positive regulation of cell cycle","4.058031948881789","0.0","0.0","0.0","GO:0045787","896|1663|1778|1981|2146|3209|4193|4869|5356|5514|5889|7027|7919|8317|9587|11200|23636|51143|51433|85459|100381270","0.0","12.0","CCND3|DDX11|DYNC1H1|EIF4G1|EZH2|HOXA13|MDM2|NPM1|PLRG1|PPP1R10|RAD51C|TFDP1|DDX39B|CDC7|MAD2L1BP|CHEK2|NUP62|DYNC1LI1|ANAPC5|CEP295|ZBED6","85","-5.200221217066965",,"-7.12814814226748","85","19_GO:0048518 positive regulation of biological process","false","85","0.8970618707759236",,"","7.051249398131969",
"27.0","460.0","27.0","500.0","30242.0","5.4",,"-7.755889831296339","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0007346","GO Biological Processes","19.0"," ","regulation of mitotic cell cycle","3.550147826086957","0.0","0.0","0.0","GO:0007346","896|1017|1062|1869|1981|2071|2146|3209|4193|5356|5514|5883|5889|7023|7027|8317|9587|11200|23636|26574|51143|51433|54475|55781|63967|90381|144715","0.0","12.0","CCND3|CDK2|CENPE|E2F1|EIF4G1|ERCC3|EZH2|HOXA13|MDM2|PLRG1|PPP1R10|RAD9A|RAD51C|TFAP4|TFDP1|CDC7|MAD2L1BP|CHEK2|NUP62|AATF|DYNC1LI1|ANAPC5|NLE1|RIOK2|CLSPN|TICRR|RAD9B","84","-5.764209472631562",,"-7.755889831296339","84","19_GO:0050789 regulation of biological process","false","84","1.0107818755794942",,"","7.146038209203337",
"14.0","115.0","14.0","500.0","30242.0","2.8",,"-8.131841258676447","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:1901989","GO Biological Processes","19.0"," ","positive regulation of cell cycle phase transition","7.363269565217391","0.0","0.0","0.0","GO:1901989","896|1981|2146|4193|4869|5356|5514|5889|7027|7919|8317|9587|11200|51433","0.0","12.0","CCND3|EIF4G1|EZH2|MDM2|NPM1|PLRG1|PPP1R10|RAD51C|TFDP1|DDX39B|CDC7|MAD2L1BP|CHEK2|ANAPC5","83","-6.103383502517132",,"-8.131841258676447","83","19_GO:0048518 positive regulation of biological process","false","83","0.737780455149091",,"","8.864398867267834",
"30.0","518.0","30.0","500.0","30242.0","6.0",,"-8.419340662129379","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0044770","GO Biological Processes","19.0"," ","cell cycle phase transition","3.5029343629343628","0.0","0.0","0.0","GO:0044770","896|1017|1062|1432|1869|1981|2071|2146|4193|4869|5356|5514|5883|5889|5932|7023|7027|7919|8317|8914|9587|11200|25988|51143|51433|55781|63967|64682|90381|144715","0.0","12.0","CCND3|CDK2|CENPE|MAPK14|E2F1|EIF4G1|ERCC3|EZH2|MDM2|NPM1|PLRG1|PPP1R10|RAD9A|RAD51C|RBBP8|TFAP4|TFDP1|DDX39B|CDC7|TIMELESS|MAD2L1BP|CHEK2|HINFP|DYNC1LI1|ANAPC5|RIOK2|CLSPN|ANAPC1|TICRR|RAD9B","82","-6.348145830595748",,"-8.419340662129379","82","19_GO:0009987 cellular process","false","82","1.06207344378814",,"","7.45004174022327",
"20.0","236.0","20.0","500.0","30242.0","4.0",,"-8.513552939455899","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0090068","GO Biological Processes","19.0"," ","positive regulation of cell cycle process","5.125762711864407","0.0","0.0","0.0","GO:0090068","896|1663|1778|1981|2146|3209|4193|4869|5356|5514|5889|7027|7919|8317|9587|11200|23636|51143|51433|85459","0.0","12.0","CCND3|DDX11|DYNC1H1|EIF4G1|EZH2|HOXA13|MDM2|NPM1|PLRG1|PPP1R10|RAD51C|TFDP1|DDX39B|CDC7|MAD2L1BP|CHEK2|NUP62|DYNC1LI1|ANAPC5|CEP295","81","-6.438214032388752",,"-8.513552939455899","81","19_GO:0048518 positive regulation of biological process","false","81","0.8763560920082658",,"","8.250004531190802",
"28.0","390.0","28.0","500.0","30242.0","5.6",,"-9.974746096621743","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:1901987","GO Biological Processes","19.0"," ","regulation of cell cycle phase transition","4.342441025641025","0.0","0.0","0.0","GO:1901987","896|1017|1062|1432|1869|1981|2071|2146|4193|4869|5356|5514|5883|5889|7023|7027|7919|8317|8914|9587|11200|25988|51143|51433|55781|63967|90381|144715","0.0","12.0","CCND3|CDK2|CENPE|MAPK14|E2F1|EIF4G1|ERCC3|EZH2|MDM2|NPM1|PLRG1|PPP1R10|RAD9A|RAD51C|TFAP4|TFDP1|DDX39B|CDC7|TIMELESS|MAD2L1BP|CHEK2|HINFP|DYNC1LI1|ANAPC5|RIOK2|CLSPN|TICRR|RAD9B","80","-7.7627595458859275",,"-9.974746096621743","80","19_GO:0050789 regulation of biological process","false","80","1.0282412168358162",,"","8.614048882064699",
"43.0","652.0","43.0","500.0","30242.0","8.6",,"-13.757671615938575","1.0","M1","1.0","7.363269565217391","-15.361518660764053","GO:0010564","GO Biological Processes","19.0"," ","regulation of cell cycle process","3.9889754601226994","0.0","0.0","0.0","GO:0010564","896|1017|1062|1432|1639|1663|1778|1869|1981|2071|2146|2648|3209|3832|4193|4682|4869|5119|5356|5514|5883|5889|7023|7027|7514|7919|8317|8480|8914|9587|11200|23636|25988|51143|51433|51441|55781|63967|64682|79648|85459|90381|144715","0.0","12.0","CCND3|CDK2|CENPE|MAPK14|DCTN1|DDX11|DYNC1H1|E2F1|EIF4G1|ERCC3|EZH2|KAT2A|HOXA13|KIF11|MDM2|NUBP1|NPM1|CHMP1A|PLRG1|PPP1R10|RAD9A|RAD51C|TFAP4|TFDP1|XPO1|DDX39B|CDC7|RAE1|TIMELESS|MAD2L1BP|CHEK2|NUP62|HINFP|DYNC1LI1|ANAPC5|YTHDF2|RIOK2|CLSPN|ANAPC1|MCPH1|CEP295|TICRR|RAD9B","79","-11.266007119594631",,"-13.757671615938575","79","19_GO:0050789 regulation of biological process","false","79","1.2538261442480771",,"","10.003953314521478",
"4.0","15.0","4.0","500.0","30242.0","0.8",,"-4.0595026879885046","1.0","M1","1.0","45.363","-15.941370012012785","GO:0000463","GO Biological Processes","19.0"," ","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","16.129066666666667","0.0","0.0","0.0","GO:0000463","23481|54680|55759|84154","0.0","11.0","PES1|ZNHIT6|WDR12|RPF2","78","-2.5516960017654493",,"-4.0595026879885046","78","19_GO:0008152 metabolic process","false","78","0.3983967871356395",,"","7.599031324472059",
"3.0","4.0","3.0","500.0","30242.0","0.6",,"-4.7508152888798065","1.0","M1","1.0","45.363","-15.941370012012785","CORUM:6306","CORUM","33.0"," ","DDX27-PeBoW complex","45.363","0.0","0.0","0.0","CORUM:6306","23481|55661|55759","0.0","11.0","PES1|DDX27|WDR12","77","-3.1540952051952167",,"-4.7508152888798065","77","","false","77","0.34536936748935915",,"","11.504622243482377",
"10.0","28.0","10.0","500.0","30242.0","2.0",,"-10.853004504832354","1.0","M1","1.0","45.363","-15.941370012012785","GO:0000470","GO Biological Processes","19.0"," ","maturation of LSU-rRNA","21.601428571428574","0.0","0.0","0.0","GO:0000470","3692|4839|23481|51018|54680|55651|55759|80135|84154|84549","0.0","11.0","EIF6|NOP2|PES1|RRP15|ZNHIT6|NHP2|WDR12|RPF1|RPF2|MAK16","76","-8.567655250149965",,"-10.853004504832354","76","19_GO:0008152 metabolic process","false","76","0.6260990336999411",,"","14.140677957670933",
"6.0","27.0","6.0","500.0","30242.0","1.2",,"-5.35966829768326","1.0","M1","1.0","13.881573770491803","-16.065583450513437","GO:0000027","GO Biological Processes","19.0"," ","ribosomal large subunit assembly","13.440888888888889","0.0","0.0","0.0","GO:0000027","4839|6135|23195|23212|54475|84154","0.0","10.0","NOP2|RPL11|MDN1|RRS1|NLE1|RPF2","75","-3.6519845953836834",,"-5.35966829768326","75","19_GO:0009987 cellular process","false","75","0.4869496893930624",,"","8.38532666105847",
"14.0","61.0","14.0","500.0","30242.0","2.8",,"-11.97733616060442","1.0","M1","1.0","13.881573770491803","-16.065583450513437","GO:0042255","GO Biological Processes","19.0"," ","ribosome assembly","13.881573770491803","0.0","0.0","0.0","GO:0042255","3692|4839|4869|6135|6232|6234|23195|23212|26284|29093|54475|57647|64963|84154","0.0","10.0","EIF6|NOP2|NPM1|RPL11|RPS27|RPS28|MDN1|RRS1|ERAL1|MRPL22|NLE1|DHX37|MRPS11|RPF2","74","-9.603211678795743",,"-11.97733616060442","74","19_GO:0009987 cellular process","false","74","0.737780455149091",,"","13.057649937814599",
"4.0","7.0","4.0","500.0","30242.0","0.8",,"-5.604832749090693","1.0","M1","1.0","36.2904","-19.126609908306342","GO:0000480","GO Biological Processes","19.0"," ","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","34.562285714285714","0.0","0.0","0.0","GO:0000480","8602|10171|10607|27340","0.0","9.0","NOP14|RCL1|TBL3|UTP20","73","-3.86821862885144",,"-5.604832749090693","73","19_GO:0008152 metabolic process","false","73","0.3983967871356395",,"","11.514459467783885",
"10.0","82.0","10.0","500.0","30242.0","2.0",,"-5.987314400728255","1.0","M1","1.0","36.2904","-19.126609908306342","GO:0090502","GO Biological Processes","19.0"," ","RNA phosphodiester bond hydrolysis, endonucleolytic","7.3760975609756105","0.0","0.0","0.0","GO:0090502","8602|9790|10171|10556|10607|10799|23212|27340|51367|440400","0.0","9.0","NOP14|BMS1|RCL1|RPP30|TBL3|RPP40|RRS1|UTP20|POP5|RNASEK","72","-4.202759534859127",,"-5.987314400728255","72","19_GO:0008152 metabolic process","false","72","0.6260990336999411",,"","7.496252433098484",
"5.0","9.0","5.0","500.0","30242.0","1.0",,"-6.840249291552811","1.0","M1","1.0","36.2904","-19.126609908306342","GO:0000447","GO Biological Processes","19.0"," ","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","33.602222222222224","0.0","0.0","0.0","GO:0000447","8602|10171|10799|23212|27340","0.0","9.0","NOP14|RCL1|RPP40|RRS1|UTP20","71","-4.952109524795103",,"-6.840249291552811","71","19_GO:0008152 metabolic process","false","71","0.44497190922573976",,"","12.68311200155324",
