"#COUNT_001","#GeneInGO","#GeneInGOAndHitList","#GeneInHitList","#TotalGeneInLibrary","%InGO","_InGO","_LogP_MyList","_MEMBER_MyList","_PATTERN_","_RANK_","BestEnrichmentInGroup","BestLogPInGroup","canonicalName","Category","CategoryID","CLUSTER_LABEL","Description","Enrichment","EvidenceCutoff","FirstInGroupByEnrichment","FirstInGroupByLogP","Gene","GeneID","GiniIndex","GROUP_ID","Hits","id","Log(q-value)","Log_q_value_","LogP","name","PARENT_GO","selected","shared name","STDV %InGO","STDV_InGO","Symbol","Z-score","Z_score"
"8.0","84.0","8.0","500.0","30242.0","1.6",,"-4.1156414850008725","1.0","M1","1.0","7.39248888888889","-12.458238892953966","R-HSA-72202","Reactome Gene Sets","6.0"," ","Transport of Mature Transcript to Cytoplasm","5.760380952380952","0.0","0.0","0.0","R-HSA-72202","2733|4928|7919|8480|10250|22794|23636|57187","0.0","20.0","GLE1|NUP98|DDX39B|RAE1|SRRM1|CASC3|NUP62|THOC2","157","-2.5948513633827095",,"-4.1156414850008725","157","","false","157","0.5611416933360058",,"","5.664715133484211",
"8.0","75.0","8.0","500.0","30242.0","1.6",,"-4.47168157766777","1.0","M1","1.0","7.39248888888889","-12.458238892953966","R-HSA-159236","Reactome Gene Sets","6.0"," ","Transport of Mature mRNA derived from an Intron-Containing Transcript","6.451626666666667","0.0","0.0","0.0","R-HSA-159236","2733|4928|7919|8480|10250|22794|23636|57187","0.0","20.0","GLE1|NUP98|DDX39B|RAE1|SRRM1|CASC3|NUP62|THOC2","156","-2.9052734082520186",,"-4.47168157766777","156","","false","156","0.5611416933360058",,"","6.128986558287231",
"9.0","84.0","9.0","500.0","30242.0","1.8",,"-4.976986690440125","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0006405","GO Biological Processes","19.0"," ","RNA export from nucleus","6.480428571428573","0.0","0.0","0.0","GO:0006405","2733|4869|7919|8480|23636|57187|57510|65083|91746","0.0","20.0","GLE1|NPM1|DDX39B|RAE1|NUP62|THOC2|XPO5|NOL6|YTHDC1","155","-3.337076218518943",,"-4.976986690440125","155","19_GO:0051179 localization","false","155","0.5945754788081998",,"","6.521550896262448",
"15.0","223.0","15.0","500.0","30242.0","3.0",,"-5.280096208095106","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0015931","GO Biological Processes","19.0"," ","nucleobase-containing compound transport","4.068430493273542","0.0","0.0","0.0","GO:0015931","2733|4869|4928|7355|7514|7919|8480|10073|22794|23636|29074|57187|57510|65083|91746","0.0","20.0","GLE1|NPM1|NUP98|SLC35A2|XPO1|DDX39B|RAE1|SNUPN|CASC3|NUP62|MRPL18|THOC2|XPO5|NOL6|YTHDC1","154","-3.601345068394017",,"-5.280096208095106","154","19_GO:0051179 localization","false","154","0.762889244910426",,"","5.963052084544427",
"14.0","166.0","14.0","500.0","30242.0","2.8",,"-6.119894461389427","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0051236","GO Biological Processes","19.0"," ","establishment of RNA localization","5.1010602409638555","0.0","0.0","0.0","GO:0051236","2733|4869|4928|7514|7919|8480|10073|22794|23636|29074|57187|57510|65083|91746","0.0","20.0","GLE1|NPM1|NUP98|XPO1|DDX39B|RAE1|SNUPN|CASC3|NUP62|MRPL18|THOC2|XPO5|NOL6|YTHDC1","153","-4.32129110977098",,"-6.119894461389427","153","19_GO:0051179 localization","false","153","0.737780455149091",,"","6.869705923468427",
"14.0","163.0","14.0","500.0","30242.0","2.8",,"-6.215860310725552","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0050658","GO Biological Processes","19.0"," ","RNA transport","5.194944785276073","0.0","0.0","0.0","GO:0050658","2733|4869|4928|7514|7919|8480|10073|22794|23636|29074|57187|57510|65083|91746","0.0","20.0","GLE1|NPM1|NUP98|XPO1|DDX39B|RAE1|SNUPN|CASC3|NUP62|MRPL18|THOC2|XPO5|NOL6|YTHDC1","152","-4.408847121294506",,"-6.215860310725552","152","19_GO:0051179 localization","false","152","0.737780455149091",,"","6.962838882779696",
"14.0","163.0","14.0","500.0","30242.0","2.8",,"-6.215860310725552","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0050657","GO Biological Processes","19.0"," ","nucleic acid transport","5.194944785276073","0.0","0.0","0.0","GO:0050657","2733|4869|4928|7514|7919|8480|10073|22794|23636|29074|57187|57510|65083|91746","0.0","20.0","GLE1|NPM1|NUP98|XPO1|DDX39B|RAE1|SNUPN|CASC3|NUP62|MRPL18|THOC2|XPO5|NOL6|YTHDC1","151","-4.408847121294506",,"-6.215860310725552","151","19_GO:0051179 localization","false","151","0.737780455149091",,"","6.962838882779696",
"20.0","171.0","20.0","500.0","30242.0","4.0",,"-11.024598376816362","1.0","M1","1.0","7.39248888888889","-12.458238892953966","ko03013","KEGG Pathway","24.0"," ","RNA transport","7.0741520467836265","0.0","0.0","0.0","ko03013","1207|1981|1982|3837|4928|7514|7919|8480|8667|10073|10250|10556|10799|22794|23636|51068|51367|57187|57510|138716","0.0","20.0","CLNS1A|EIF4G1|EIF4G2|KPNB1|NUP98|XPO1|DDX39B|RAE1|EIF3H|SNUPN|SRRM1|RPP30|RPP40|CASC3|NUP62|NMD3|POP5|THOC2|XPO5|RPP25L","150","-8.7090251395281",,"-11.024598376816362","150","","false","150","0.8763560920082658",,"","10.327798840234172",
"23.0","202.0","23.0","500.0","30242.0","4.6",,"-12.337234908920976","1.0","M1","1.0","7.39248888888889","-12.458238892953966","GO:0006403","GO Biological Processes","19.0"," ","RNA localization","6.886792079207921","0.0","0.0","0.0","GO:0006403","1736|2733|4869|4928|5394|7514|7919|8480|10073|22794|23404|23636|24148|26121|29074|51010|54680|55505|55651|57187|57510|65083|91746","0.0","20.0","DKC1|GLE1|NPM1|NUP98|EXOSC10|XPO1|DDX39B|RAE1|SNUPN|CASC3|EXOSC2|NUP62|PRPF6|PRPF31|MRPL18|EXOSC3|ZNHIT6|NOP10|NHP2|THOC2|XPO5|NOL6|YTHDC1","149","-9.958609925885623",,"-12.337234908920976","149","19_GO:0051179 localization","false","149","0.936845771725528",,"","10.884347754598373",
"9.0","39.0","9.0","500.0","30242.0","1.8",,"-7.931029490771618","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5693616","Reactome Gene Sets","6.0"," ","Presynaptic phase of homologous DNA pairing and strand exchange","13.957846153846157","0.0","0.0","0.0","R-HSA-5693616","5883|5888|5889|5932|5983|5984|5985|6117|144715","0.0","19.0","RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|RAD9B","148","-5.929968757036585",,"-7.931029490771618","148","","false","148","0.5945754788081998",,"","10.498761576451516",
"13.0","92.0","13.0","500.0","30242.0","2.6",,"-8.395775522073555","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-6804756","Reactome Gene Sets","6.0"," ","Regulation of TP53 Activity through Phosphorylation","8.546652173913044","0.0","0.0","0.0","R-HSA-6804756","1017|1432|4193|4194|5883|5932|5983|5984|5985|6117|6908|11200|144715","0.0","19.0","CDK2|MAPK14|MDM2|MDM4|RAD9A|RBBP8|RFC3|RFC4|RFC5|RPA1|TBP|CHEK2|RAD9B","147","-6.335909301662615",,"-8.395775522073555","147","","false","147","0.7116740827092133",,"","9.399453004251036",
"17.0","160.0","17.0","500.0","30242.0","3.4",,"-8.812047086100637","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5633007","Reactome Gene Sets","6.0"," ","Regulation of TP53 Activity","6.426425","0.0","0.0","0.0","R-HSA-5633007","1017|1432|2033|4193|4194|5883|5932|5983|5984|5985|6117|6908|7862|11200|64769|79813|144715","0.0","19.0","CDK2|MAPK14|EP300|MDM2|MDM4|RAD9A|RBBP8|RFC3|RFC4|RFC5|RPA1|TBP|BRPF1|CHEK2|MEAF6|EHMT1|RAD9B","146","-6.706423375129023",,"-8.812047086100637","146","","false","146","0.8104813384649889",,"","8.923154946457304",
"16.0","138.0","16.0","500.0","30242.0","3.2",,"-8.888369589062753","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5693538","Reactome Gene Sets","6.0"," ","Homology Directed Repair","7.01263768115942","0.0","0.0","0.0","R-HSA-5693538","1017|5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|8914|10714|23514|63967|144715","0.0","19.0","CDK2|POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|TIMELESS|POLD3|SPIDR|CLSPN|RAD9B","145","-6.7754466393496395",,"-8.888369589062753","145","","false","145","0.7870959280799261",,"","9.178896363981455",
"16.0","132.0","16.0","500.0","30242.0","3.2",,"-9.176417269158382","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5693567","Reactome Gene Sets","6.0"," ","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","7.33139393939394","0.0","0.0","0.0","R-HSA-5693567","1017|5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|8914|10714|23514|63967|144715","0.0","19.0","CDK2|POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|TIMELESS|POLD3|SPIDR|CLSPN|RAD9B","144","-7.030364901131159",,"-9.176417269158382","144","","false","144","0.7870959280799261",,"","9.452113231762862",
"26.0","335.0","26.0","500.0","30242.0","5.2",,"-10.037324614907","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-73894","Reactome Gene Sets","6.0"," ","DNA Repair","4.6942805970149255","0.0","0.0","0.0","R-HSA-73894","902|1017|1022|2033|2071|2968|3838|5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|8914|9682|10714|11200|23514|63967|65057|144715|353497","0.0","19.0","CCNH|CDK2|CDK7|EP300|ERCC3|GTF2H4|KPNA2|POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|TIMELESS|KDM4A|POLD3|CHEK2|SPIDR|CLSPN|ACD|RAD9B|POLN","143","-7.816307485233316",,"-10.037324614907","143","","false","143","0.9929350431926551",,"","8.8158430290813",
"13.0","67.0","13.0","500.0","30242.0","2.6",,"-10.177190466382068","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5685942","Reactome Gene Sets","6.0"," ","HDR through Homologous Recombination (HRR)","11.735701492537315","0.0","0.0","0.0","R-HSA-5685942","5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|10714|23514|144715","0.0","19.0","POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|POLD3|SPIDR|RAD9B","142","-7.949833158677365",,"-10.177190466382068","142","","false","142","0.7116740827092133",,"","11.406231479435117",
"19.0","167.0","19.0","500.0","30242.0","3.8",,"-10.293185176785387","1.0","M1","1.0","45.363","-12.893585820494927","R-HSA-5693532","Reactome Gene Sets","6.0"," ","DNA Double-Strand Break Repair","6.881413173652694","0.0","0.0","0.0","R-HSA-5693532","1017|3838|5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|8914|9682|10714|11200|23514|63967|144715","0.0","19.0","CDK2|KPNA2|POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|TIMELESS|KDM4A|POLD3|CHEK2|SPIDR|CLSPN|RAD9B","141","-8.046232313017304",,"-10.293185176785387","141","","false","141","0.8550555537507489",,"","9.881778140767919",
"11.0","39.0","11.0","500.0","30242.0","2.2",,"-10.602543996833356","1.0","M1","1.0","45.363","-12.893585820494927","M46","Canonical Pathways","11.0"," ","PID ATR PATHWAY","17.059589743589747","0.0","0.0","0.0","M46","1017|4171|4193|5883|5888|5983|5984|5985|6117|8914|63967","0.0","19.0","CDK2|MCM2|MDM2|RAD9A|RAD51|RFC3|RFC4|RFC5|RPA1|TIMELESS|CLSPN","140","-8.338557793766492",,"-10.602543996833356","140","","false","140","0.6559878047646923",,"","13.011869544656479",
"23.0","715.0","23.0","500.0","30242.0","4.6",,"-2.6877596810647852","1.0","M1","1.0","9.0726","-13.068926769904817","R-HSA-1280215","Reactome Gene Sets","6.0"," ","Cytokine Signaling in Immune system","1.945639160839161","0.0","0.0","0.0","R-HSA-1280215","1234|1432|1981|1982|3394|3837|3838|3840|4208|4507|4609|4928|5682|5685|5688|5693|5695|5709|5710|7324|8480|23636|25939","0.0","18.0","CCR5|MAPK14|EIF4G1|EIF4G2|IRF8|KPNB1|KPNA2|KPNA4|MEF2C|MTAP|MYC|NUP98|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|RAE1|NUP62|SAMHD1","139","-1.3426651433695358",,"-2.6877596810647852","139","","false","139","0.936845771725528",,"","3.317926792461848",
"11.0","199.0","11.0","500.0","30242.0","2.2",,"-3.290658041745116","1.0","M1","1.0","9.0726","-13.068926769904817","R-HSA-913531","Reactome Gene Sets","6.0"," ","Interferon Signaling","3.343336683417086","0.0","0.0","0.0","R-HSA-913531","1981|1982|3394|3837|3838|3840|4928|7324|8480|23636|25939","0.0","18.0","EIF4G1|EIF4G2|IRF8|KPNB1|KPNA2|KPNA4|NUP98|UBE2E1|RAE1|NUP62|SAMHD1","138","-1.874737734082243",,"-3.290658041745116","138","","false","138","0.6559878047646923",,"","4.300189279085113",
"11.0","159.0","11.0","500.0","30242.0","2.2",,"-4.138825826334955","1.0","M1","1.0","9.0726","-13.068926769904817","GO:0051170","GO Biological Processes","19.0"," ","import into nucleus","4.184427672955975","0.0","0.0","0.0","GO:0051170","1432|3837|3838|3840|4928|5514|10073|10527|23534|23636|51366","0.0","18.0","MAPK14|KPNB1|KPNA2|KPNA4|NUP98|PPP1R10|SNUPN|IPO7|TNPO3|NUP62|UBR5","137","-2.61614883216766",,"-4.138825826334955","137","19_GO:0051179 localization","false","137","0.6559878047646923",,"","5.219962357976796",
"11.0","155.0","11.0","500.0","30242.0","2.2",,"-4.2390068640906104","1.0","M1","1.0","9.0726","-13.068926769904817","GO:0006606","GO Biological Processes","19.0"," ","protein import into nucleus","4.292412903225807","0.0","0.0","0.0","GO:0006606","1432|3837|3838|3840|4928|5514|10073|10527|23534|23636|51366","0.0","18.0","MAPK14|KPNB1|KPNA2|KPNA4|NUP98|PPP1R10|SNUPN|IPO7|TNPO3|NUP62|UBR5","136","-2.7035367657835128",,"-4.2390068640906104","136","19_GO:0051179 localization","false","136","0.6559878047646923",,"","5.328300291334252",
"6.0","40.0","6.0","500.0","30242.0","1.2",,"-4.32584821840669","1.0","M1","1.0","9.0726","-13.068926769904817","R-HSA-168276","Reactome Gene Sets","6.0"," ","NS1 Mediated Effects on Host Pathways","9.0726","0.0","0.0","0.0","R-HSA-168276","3837|3838|3840|4928|8480|23636","0.0","18.0","KPNB1|KPNA2|KPNA4|NUP98|RAE1|NUP62","135","-2.78251737189155",,"-4.32584821840669","135","","false","135","0.4869496893930624",,"","6.624049501121811",
"20.0","422.0","20.0","500.0","30242.0","4.0",,"-4.530714152435146","1.0","M1","1.0","9.0726","-13.068926769904817","GO:0072594","GO Biological Processes","19.0"," ","establishment of protein localization to organelle","2.8665402843601897","0.0","0.0","0.0","GO:0072594","439|1432|1736|3009|3837|3838|3840|4928|5514|9131|10073|10245|10527|23514|23534|23636|51366|65057|112869|140823","0.0","18.0","GET3|MAPK14|DKC1|H1-5|KPNB1|KPNA2|KPNA4|NUP98|PPP1R10|AIFM1|SNUPN|TIMM17B|IPO7|SPIDR|TNPO3|NUP62|UBR5|ACD|SGF29|ROMO1","134","-2.9572784108786405",,"-4.530714152435146","134","19_GO:0051179 localization","false","134","0.8763560920082658",,"","5.006540860808962",
"14.0","206.0","14.0","500.0","30242.0","2.8",,"-5.019069067463292","1.0","M1","1.0","9.0726","-13.068926769904817","GO:0017038","GO Biological Processes","19.0"," ","protein import","4.110563106796116","0.0","0.0","0.0","GO:0017038","1432|3837|3838|3840|4928|5514|9131|10073|10245|10527|23534|23636|51366|140823","0.0","18.0","MAPK14|KPNB1|KPNA2|KPNA4|NUP98|PPP1R10|AIFM1|SNUPN|TIMM17B|IPO7|TNPO3|NUP62|UBR5|ROMO1","133","-3.373340209236829",,"-5.019069067463292","133","19_GO:0051179 localization","false","133","0.737780455149091",,"","5.808307101436032",
"9.0","80.0","9.0","500.0","30242.0","1.8",,"-5.152364639872664","1.0","M1","1.0","9.0726","-13.068926769904817","R-HSA-1169410","Reactome Gene Sets","6.0"," ","Antiviral mechanism by IFN-stimulated genes","6.804450000000001","0.0","0.0","0.0","R-HSA-1169410","1981|1982|3837|3838|3840|4928|7324|8480|23636","0.0","18.0","EIF4G1|EIF4G2|KPNB1|KPNA2|KPNA4|NUP98|UBE2E1|RAE1|NUP62","132","-3.490438428133762",,"-5.152364639872664","132","","false","132","0.5945754788081998",,"","6.740218754001078",
"9.0","72.0","9.0","500.0","30242.0","1.8",,"-5.536964871672405","1.0","M1","1.0","9.0726","-13.068926769904817","R-HSA-1169408","Reactome Gene Sets","6.0"," ","ISG15 antiviral mechanism","7.560500000000001","0.0","0.0","0.0","R-HSA-1169408","1981|1982|3837|3838|3840|4928|7324|8480|23636","0.0","18.0","EIF4G1|EIF4G2|KPNB1|KPNA2|KPNA4|NUP98|UBE2E1|RAE1|NUP62","131","-3.807512424610656",,"-5.536964871672405","131","","false","131","0.5945754788081998",,"","7.226259021489028",
"6.0","10.0","6.0","500.0","30242.0","1.2",,"-8.40497487631527","1.0","M1","1.0","36.2904","-13.213127700305284","CORUM:910","CORUM","33.0"," ","CRSP-Mediator 2 complex","36.2904","0.0","0.0","0.0","CORUM:910","9282|9439|9862|10025|29079|54797","0.0","17.0","MED14|MED23|MED24|MED16|MED4|MED18","130","-6.340743850501881",,"-8.40497487631527","130","","false","130","0.4869496893930624",,"","14.471752719333578",
"6.0","10.0","6.0","500.0","30242.0","1.2",,"-8.40497487631527","1.0","M1","1.0","36.2904","-13.213127700305284","CORUM:867","CORUM","33.0"," ","TRAP-SMCC mediator complex","36.2904","0.0","0.0","0.0","CORUM:867","29079|54797|81857|112950|219541|400569","0.0","17.0","MED4|MED18|MED25|MED8|MED19|MED11","129","-6.340743850501881",,"-8.40497487631527","129","","false","129","0.4869496893930624",,"","14.471752719333578",
"7.0","15.0","7.0","500.0","30242.0","1.4",,"-8.73084488686329","1.0","M1","1.0","36.2904","-13.213127700305284","CORUM:232","CORUM","33.0"," ","ARC complex","28.225866666666665","0.0","0.0","0.0","CORUM:232","9282|9439|9862|9968|29079|81857|112950","0.0","17.0","MED14|MED23|MED24|MED12|MED4|MED25|MED8","128","-6.641790277324868",,"-8.73084488686329","128","","false","128","0.525433154644813",,"","13.675015002196634",
"13.0","77.0","13.0","500.0","30242.0","2.6",,"-9.382583219211579","1.0","M1","1.0","36.2904","-13.213127700305284","GO:0006367","GO Biological Processes","19.0"," ","transcription initiation from RNA polymerase II promoter","10.211584415584415","0.0","0.0","0.0","GO:0006367","902|1022|2071|2960|2961|6908|9282|9439|9862|9968|10025|10629|29079","0.0","17.0","CCNH|CDK7|ERCC3|GTF2E1|GTF2E2|TBP|MED14|MED23|MED24|MED12|MED16|TAF6L|MED4","127","-7.209207723973122",,"-9.382583219211579","127","19_GO:0008152 metabolic process","false","127","0.7116740827092133",,"","10.493636731730874",
"17.0","130.0","17.0","500.0","30242.0","3.4",,"-10.239802064373626","1.0","M1","1.0","36.2904","-13.213127700305284","GO:0006352","GO Biological Processes","19.0"," ","DNA-templated transcription, initiation","7.9094461538461545","0.0","0.0","0.0","GO:0006352","902|1022|2071|2960|2961|6908|7019|9013|9282|9439|9774|9862|9968|10025|10629|29079|64425","0.0","17.0","CCNH|CDK7|ERCC3|GTF2E1|GTF2E2|TBP|TFAM|TAF1C|MED14|MED23|BCLAF1|MED24|MED12|MED16|TAF6L|MED4|POLR1E","126","-7.999479779504555",,"-10.239802064373626","126","19_GO:0008152 metabolic process","false","126","0.8104813384649889",,"","10.236302312027105",
"17.0","119.0","17.0","500.0","30242.0","3.4",,"-10.866181139559792","1.0","M1","1.0","36.2904","-13.213127700305284","R-HSA-400206","Reactome Gene Sets","6.0"," ","Regulation of lipid metabolism by PPARalpha","8.640571428571429","0.0","0.0","0.0","R-HSA-400206","196|405|892|2033|4899|9282|9439|9862|9968|10025|10498|29079|54797|81857|112950|219541|400569","0.0","17.0","AHR|ARNT|CCNC|EP300|NRF1|MED14|MED23|MED24|MED12|MED16|CARM1|MED4|MED18|MED25|MED8|MED19|MED11","125","-8.577166930790996",,"-10.866181139559792","125","","false","125","0.8104813384649889",,"","10.827998863912365",
"17.0","117.0","17.0","500.0","30242.0","3.4",,"-10.987506489680449","1.0","M1","1.0","36.2904","-13.213127700305284","R-HSA-1989781","Reactome Gene Sets","6.0"," ","PPARA activates gene expression","8.788273504273505","0.0","0.0","0.0","R-HSA-1989781","196|405|892|2033|4899|9282|9439|9862|9968|10025|10498|29079|54797|81857|112950|219541|400569","0.0","17.0","AHR|ARNT|CCNC|EP300|NRF1|MED14|MED23|MED24|MED12|MED16|CARM1|MED4|MED18|MED25|MED8|MED19|MED11","124","-8.679688717088947",,"-10.987506489680449","124","","false","124","0.8104813384649889",,"","10.943811125113312",
"10.0","27.0","10.0","500.0","30242.0","2.0",,"-11.038453954962291","1.0","M1","1.0","36.2904","-13.213127700305284","CORUM:5450","CORUM","33.0"," ","Mediator complex","22.401481481481483","0.0","0.0","0.0","CORUM:5450","9282|9439|9862|10025|29079|54797|81857|112950|219541|400569","0.0","17.0","MED14|MED23|MED24|MED16|MED4|MED18|MED25|MED8|MED19|MED11","123","-8.718950424045595",,"-11.038453954962291","123","","false","123","0.6260990336999411",,"","14.424886746886093",
"15.0","84.0","15.0","500.0","30242.0","3.0",,"-11.098324275621112","1.0","M1","1.0","36.2904","-13.213127700305284","R-HSA-381340","Reactome Gene Sets","6.0"," ","Transcriptional regulation of white adipocyte differentiation","10.800714285714285","0.0","0.0","0.0","R-HSA-381340","892|896|2033|9282|9439|9862|9968|10025|10498|29079|54797|81857|112950|219541|400569","0.0","17.0","CCNC|CCND3|EP300|MED14|MED23|MED24|MED12|MED16|CARM1|MED4|MED18|MED25|MED8|MED19|MED11","122","-8.774854557486815",,"-11.098324275621112","122","","false","122","0.762889244910426",,"","11.662565472931867",
"9.0","73.0","9.0","500.0","30242.0","1.8",,"-5.486163392293509","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-8854518","Reactome Gene Sets","6.0"," ","AURKA Activation by TPX2","7.456931506849316","0.0","0.0","0.0","R-HSA-8854518","1639|1778|1781|7283|11258|23354|55142|79441|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|HAUS2|HAUS3|HAUS1","121","-3.7637564331732256",,"-5.486163392293509","121","","false","121","0.5945754788081998",,"","7.161518921765227",
"18.0","296.0","18.0","500.0","30242.0","3.6",,"-5.587297133851188","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-1852241","Reactome Gene Sets","6.0"," ","Organelle biogenesis and maintenance","3.678081081081082","0.0","0.0","0.0","R-HSA-1852241","515|1432|1639|1778|1781|4208|4209|4899|5442|7019|7283|10498|11258|23354|55142|56652|79441|115106","0.0","16.0","ATP5PB|MAPK14|DCTN1|DYNC1H1|DYNC1I2|MEF2C|MEF2D|NRF1|POLRMT|TFAM|TUBG1|CARM1|DCTN3|HAUS5|HAUS2|TWNK|HAUS3|HAUS1","120","-3.8517133687379417",,"-5.587297133851188","120","","false","120","0.8331146379700696",,"","6.003412131713172",
"4.0","7.0","4.0","500.0","30242.0","0.8",,"-5.604832749090693","1.0","M1","1.0","34.562285714285714","-13.454591305763866","CORUM:6435","CORUM","33.0"," ","HAUS augmin-like complex","34.562285714285714","0.0","0.0","0.0","CORUM:6435","23354|55142|79441|115106","0.0","16.0","HAUS5|HAUS2|HAUS3|HAUS1","119","-3.86821862885144",,"-5.604832749090693","119","","false","119","0.3983967871356395",,"","11.514459467783885",
"9.0","70.0","9.0","500.0","30242.0","1.8",,"-5.641137894115424","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-380284","Reactome Gene Sets","6.0"," ","Loss of proteins required for interphase microtubule organization from the centrosome","7.7765142857142875","0.0","0.0","0.0","R-HSA-380284","1639|1778|1781|7283|11258|23354|55142|79441|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|HAUS2|HAUS3|HAUS1","118","-3.898289774752596",,"-5.641137894115424","118","","false","118","0.5945754788081998",,"","7.359551018707805",
"9.0","70.0","9.0","500.0","30242.0","1.8",,"-5.641137894115424","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-380259","Reactome Gene Sets","6.0"," ","Loss of Nlp from mitotic centrosomes","7.7765142857142875","0.0","0.0","0.0","R-HSA-380259","1639|1778|1781|7283|11258|23354|55142|79441|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|HAUS2|HAUS3|HAUS1","117","-3.898289774752596",,"-5.641137894115424","117","","false","117","0.5945754788081998",,"","7.359551018707805",
"11.0","94.0","11.0","500.0","30242.0","2.2",,"-6.342928221311714","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-380320","Reactome Gene Sets","6.0"," ","Recruitment of NuMA to mitotic centrosomes","7.077914893617022","0.0","0.0","0.0","R-HSA-380320","1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1","116","-4.517326125279564",,"-6.342928221311714","116","","false","116","0.6559878047646923",,"","7.652217044078234",
"11.0","82.0","11.0","500.0","30242.0","2.2",,"-6.958485706929549","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-380287","Reactome Gene Sets","6.0"," ","Centrosome maturation","8.113707317073171","0.0","0.0","0.0","R-HSA-380287","1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1","115","-5.052434350863138",,"-6.958485706929549","115","","false","115","0.6559878047646923",,"","8.363445708600604",
"11.0","82.0","11.0","500.0","30242.0","2.2",,"-6.958485706929549","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-380270","Reactome Gene Sets","6.0"," ","Recruitment of mitotic centrosome proteins and complexes","8.113707317073171","0.0","0.0","0.0","R-HSA-380270","1639|1778|1781|7283|11258|23354|27229|55142|79441|114791|115106","0.0","16.0","DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1","114","-5.052434350863138",,"-6.958485706929549","114","","false","114","0.6559878047646923",,"","8.363445708600604",
"23.0","196.0","23.0","500.0","30242.0","4.6",,"-12.616718925488058","1.0","M1","1.0","34.562285714285714","-13.454591305763866","R-HSA-69275","Reactome Gene Sets","6.0"," ","G2/M Transition","7.0976122448979595","0.0","0.0","0.0","R-HSA-69275","902|1017|1022|1639|1778|1781|2033|5682|5685|5688|5693|5695|5709|5710|7283|7514|11258|23354|27229|55142|79441|114791|115106","0.0","16.0","CCNH|CDK2|CDK7|DCTN1|DYNC1H1|DYNC1I2|EP300|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|TUBG1|XPO1|DCTN3|HAUS5|TUBGCP4|HAUS2|HAUS3|TUBGCP5|HAUS1","113","-10.224305657967072",,"-12.616718925488058","113","","false","113","0.936845771725528",,"","11.104333571137332",
