Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0007492,endoderm development,19_GO:0032502 developmental process,-3.9,6.3,5.7,30242,77,433,7,1.6,0.61,3065|3689|9646|23168|54623|79577|123169,HDAC1|ITGB2|CTR9|RTF1|PAF1|CDC73|LEO1,-2.8
MyList,GO Biological Processes,19,GO:0001706,endoderm formation,19_GO:0032502 developmental process,-3.9,7.8,6,30242,54,433,6,1.4,0.56,3689|9646|23168|54623|79577|123169,ITGB2|CTR9|RTF1|PAF1|CDC73|LEO1,-2.8
MyList,Reactome Gene Sets,6,R-HSA-9006936,Signaling by TGFB family members,,-3.9,5.4,5.4,30242,104,433,8,1.8,0.65,3065|3726|4221|5933|6667|9611|51377|57154,HDAC1|JUNB|MEN1|RBL1|SP1|NCOR1|UCHL5|SMURF1,-2.7
MyList,GO Biological Processes,19,GO:1901983,regulation of protein acetylation,19_GO:0050789 regulation of biological process,-3.9,6.3,5.6,30242,78,433,7,1.6,0.61,3065|3066|6688|6879|23411|25942|55677,HDAC1|HDAC2|SPI1|TAF7|SIRT1|SIN3A|IWS1,-2.7
MyList,KEGG Pathway,24,ko04260,Cardiac muscle contraction,,-3.9,6.3,5.6,30242,78,433,7,1.6,0.61,476|488|1340|1345|1351|7170|125965,ATP1A1|ATP2A2|COX6B1|COX6C|COX8A|TPM3|COX6B2,-2.7
MyList,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-3.9,2.6,4.5,30242,543,433,20,4.6,1,678|1050|1051|1385|2874|3635|3726|5591|6647|6670|6688|7157|7189|10766|10803|11221|23411|84447|96459|222487,ZFP36L2|CEBPA|CEBPB|CREB1|GPS2|INPP5D|JUNB|PRKDC|SOD1|SP3|SPI1|TP53|TRAF6|TOB2|CCR9|DUSP10|SIRT1|SYVN1|FNIP1|ADGRG3,-2.7
MyList,GO Biological Processes,19,GO:0030522,intracellular receptor signaling pathway,19_GO:0023052 signaling,-3.9,3.4,4.8,30242,266,433,13,3,0.82,811|2874|3065|6879|7189|7376|9125|9611|23369|23411|55128|55809|121260,CALR|GPS2|HDAC1|TAF7|TRAF6|NR1H2|CNOT9|NCOR1|PUM2|SIRT1|TRIM68|TRERF1|SLC15A4,-2.7
MyList,Reactome Gene Sets,6,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,,-3.9,15,7.2,30242,19,433,4,0.92,0.46,1051|3726|8454|51530,CEBPB|JUNB|CUL1|ZC3HC1,-2.7
MyList,GO Biological Processes,19,GO:0009226,nucleotide-sugar biosynthetic process,19_GO:0008152 metabolic process,-3.9,15,7.2,30242,19,433,4,0.92,0.46,2673|5373|29925|64841,GFPT1|PMM2|GMPPB|GNPNAT1,-2.7
MyList,GO Biological Processes,19,GO:0006490,oligosaccharide-lipid intermediate biosynthetic process,19_GO:0008152 metabolic process,-3.9,15,7.2,30242,19,433,4,0.92,0.46,1798|57171|199857|440138,DPAGT1|DOLPP1|ALG14|ALG11,-2.7
MyList,GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0048518 positive regulation of biological process,-3.9,3.2,4.7,30242,303,433,14,3.2,0.85,2850|3684|3689|4825|5478|5901|7376|8314|10055|10075|10204|23435|55696|55929,GPR27|ITGAM|ITGB2|NKX6-1|PPIA|RAN|NR1H2|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-2.7
MyList,GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.9,4.7,5.2,30242,134,433,9,2.1,0.69,1050|6613|6872|8078|8312|9810|51343|51548|57154,CEBPA|SUMO2|TAF1|USP5|AXIN1|RNF40|FZR1|SIRT6|SMURF1,-2.7
MyList,Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-3.8,5.3,5.3,30242,106,433,8,1.8,0.65,3015|3065|3066|7913|8467|9219|53615|57459,H2AZ1|HDAC1|HDAC2|DEK|SMARCA5|MTA2|MBD3|GATAD2B,-2.7
MyList,GO Biological Processes,19,GO:0098781,ncRNA transcription,19_GO:0008152 metabolic process,-3.8,7.5,5.9,30242,56,433,6,1.4,0.56,2972|2975|7157|9330|64768|112495,BRF1|GTF3C1|TP53|GTF3C3|IPPK|GTF3C6,-2.7
MyList,GO Biological Processes,19,GO:0006414,translational elongation,19_GO:0008152 metabolic process,-3.8,7.5,5.9,30242,56,433,6,1.4,0.56,16|1802|1937|1984|51611|120526,AARS1|DPH2|EEF1G|EIF5A|DPH5|DNAJC24,-2.7
MyList,GO Biological Processes,19,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-3.8,4.7,5.1,30242,135,433,9,2.1,0.69,1050|6613|6872|8078|11011|11146|51343|51377|51548,CEBPA|SUMO2|TAF1|USP5|TLK2|GLMN|FZR1|UCHL5|SIRT6,-2.7
MyList,Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-3.8,4.7,5.1,30242,135,433,9,2.1,0.69,1385|2874|6396|8086|9611|9972|55706|129401|348995,CREB1|GPS2|SEC13|AAAS|NCOR1|NUP153|NDC1|NUP35|NUP43,-2.7
MyList,Reactome Gene Sets,6,R-HSA-168273,Influenza Viral RNA Transcription and Replication,,-3.8,4.7,5.1,30242,135,433,9,2.1,0.69,5431|5432|6396|8086|9972|55706|129401|200916|348995,POLR2B|POLR2C|SEC13|AAAS|NUP153|NDC1|NUP35|RPL22L1|NUP43,-2.7
MyList,Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-3.8,6.1,5.5,30242,80,433,7,1.6,0.61,6396|8086|9470|9972|55706|129401|348995,SEC13|AAAS|EIF4E2|NUP153|NDC1|NUP35|NUP43,-2.7
MyList,WikiPathways,27,WP4922,Mitochondrial complex IV assembly,,-3.8,9.7,6.3,30242,36,433,5,1.2,0.51,1340|1345|1351|1353|51241,COX6B1|COX6C|COX8A|COX11|COX16,-2.7
MyList,CORUM,33,CORUM:6167,Exocyst complex,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,54536|55770|60412,EXOC6|EXOC2|EXOC4,-2.7
MyList,CORUM,33,CORUM:89,Exocyst Sec6/8 complex,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,54536|55770|60412,EXOC6|EXOC2|EXOC4,-2.7
MyList,GO Biological Processes,19,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,19_GO:0050789 regulation of biological process,-3.8,26,8.6,30242,8,433,3,0.69,0.4,1802|51611|120526,DPH2|DPH5|DNAJC24,-2.7
MyList,CORUM,33,CORUM:587,NuRD.1 complex,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,3065|3066|53615,HDAC1|HDAC2|MBD3,-2.7
MyList,CORUM,33,CORUM:787,NuA4/Tip60-HAT complex B,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,86|55929|80314,ACTL6A|DMAP1|EPC1,-2.7
MyList,Reactome Gene Sets,6,R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,1385|3065|25942,CREB1|HDAC1|SIN3A,-2.7
MyList,GO Biological Processes,19,GO:0017182,peptidyl-diphthamide metabolic process,19_GO:0008152 metabolic process,-3.8,26,8.6,30242,8,433,3,0.69,0.4,1802|51611|120526,DPH2|DPH5|DNAJC24,-2.7
MyList,Reactome Gene Sets,6,R-HSA-5358493,Synthesis of diphthamide-EEF2,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,1802|51611|120526,DPH2|DPH5|DNAJC24,-2.7
MyList,GO Biological Processes,19,GO:1900364,negative regulation of mRNA polyadenylation,19_GO:0048519 negative regulation of biological process,-3.8,26,8.6,30242,8,433,3,0.69,0.4,6829|9646|9810,SUPT5H|CTR9|RNF40,-2.7
MyList,Reactome Gene Sets,6,R-HSA-72731,Recycling of eIF2:GDP,,-3.8,26,8.6,30242,8,433,3,0.69,0.4,8890|8891|8893,EIF2B4|EIF2B3|EIF2B5,-2.7
MyList,GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0048519 negative regulation of biological process,-3.8,2.4,4.3,30242,683,433,23,5.3,1.1,678|811|1656|2874|3065|3397|3635|4221|4825|6285|7157|7376|9646|10459|10766|11221|23411|51564|54623|79191|79577|80349|123169,ZFP36L2|CALR|DDX6|GPS2|HDAC1|ID1|INPP5D|MEN1|NKX6-1|S100B|TP53|NR1H2|CTR9|MAD2L2|TOB2|DUSP10|SIRT1|HDAC7|PAF1|IRX3|CDC73|WDR61|LEO1,-2.7
MyList,GO Biological Processes,19,GO:0010833,telomere maintenance via telomere lengthening,19_GO:0008152 metabolic process,-3.8,6,5.5,30242,81,433,7,1.6,0.61,908|3181|6950|10575|10576|10694|167227,CCT6A|HNRNPA2B1|TCP1|CCT4|CCT2|CCT8|DCP2,-2.7
MyList,GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-3.8,3.8,4.8,30242,201,433,11,2.5,0.76,1385|2972|6046|6872|6878|6879|6882|7157|7259|8467|23523,CREB1|BRF1|BRD2|TAF1|TAF6|TAF7|TAF11|TP53|TSPYL1|SMARCA5|CABIN1,-2.7
MyList,GO Biological Processes,19,GO:0000086,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-3.8,4.6,5.1,30242,137,433,9,2.1,0.69,6873|8883|10657|25942|25949|51343|65123|84142|284001,TAF2|NAE1|KHDRBS1|SIN3A|SYF2|FZR1|INTS3|ABRAXAS1|CCDC57,-2.6
MyList,GO Biological Processes,19,GO:0006997,nucleus organization,19_GO:0009987 cellular process,-3.8,4.6,5.1,30242,137,433,9,2.1,0.69,2113|8467|9972|23411|23435|51280|55706|79643|129401,ETS1|SMARCA5|NUP153|SIRT1|TARDBP|GOLM1|NDC1|CHMP6|NUP35,-2.6
MyList,CORUM,33,CORUM:1332,Large Drosha complex,,-3.8,14,7,30242,20,433,4,0.92,0.46,1665|3609|9987|23435,DHX15|ILF3|HNRNPDL|TARDBP,-2.6
MyList,WikiPathways,27,WP391,Mitochondrial gene expression,,-3.8,14,7,30242,20,433,4,0.92,0.46,1385|2553|3054|6667,CREB1|GABPB1|HCFC1|SP1,-2.6
MyList,GO Biological Processes,19,GO:0006346,DNA methylation-dependent heterochromatin assembly,19_GO:0048519 negative regulation of biological process,-3.8,14,7,30242,20,433,4,0.92,0.46,1788|3065|23411|53615,DNMT3A|HDAC1|SIRT1|MBD3,-2.6
MyList,GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0065007 biological regulation,-3.8,3.3,4.7,30242,273,433,13,3,0.82,2113|3635|5142|5591|6647|6670|6688|7543|8314|23774|26058|55904|121260,ETS1|INPP5D|PDE4B|PRKDC|SOD1|SP3|SPI1|ZFX|BAP1|BRD1|GIGYF2|KMT2E|SLC15A4,-2.6
MyList,WikiPathways,27,WP3414,Initiation of transcription and translation elongation at the HIV-1 LTR,,-3.8,9.4,6.2,30242,37,433,5,1.2,0.51,3065|3066|6667|6829|51564,HDAC1|HDAC2|SP1|SUPT5H|HDAC7,-2.6
MyList,GO Biological Processes,19,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.7,5.1,5.2,30242,109,433,8,1.8,0.65,1050|6613|6872|8078|8312|51343|51548|57154,CEBPA|SUMO2|TAF1|USP5|AXIN1|FZR1|SIRT6|SMURF1,-2.6
MyList,Reactome Gene Sets,6,R-HSA-72187,mRNA 3'-end processing,,-3.7,7.2,5.7,30242,58,433,6,1.4,0.56,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-2.6
MyList,GO Biological Processes,19,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.7,7.2,5.7,30242,58,433,6,1.4,0.56,1984|6421|6647|7157|23411|138151,EIF5A|SFPQ|SOD1|TP53|SIRT1|NACC2,-2.6
MyList,GO Biological Processes,19,GO:0043487,regulation of RNA stability,19_GO:0050789 regulation of biological process,-3.7,4.1,4.9,30242,170,433,10,2.3,0.72,678|1994|9924|9967|23369|23435|26058|54890|124245|167227,ZFP36L2|ELAVL1|PAN2|THRAP3|PUM2|TARDBP|GIGYF2|ALKBH5|ZC3H18|DCP2,-2.6
MyList,GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-3.7,4.5,5,30242,139,433,9,2.1,0.69,678|1050|1051|1385|2874|11221|23411|28971|129685,ZFP36L2|CEBPA|CEBPB|CREB1|GPS2|DUSP10|SIRT1|AAMDC|TAF8,-2.6
MyList,GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-3.7,3.8,4.8,30242,204,433,11,2.5,0.76,476|678|811|3065|6879|8725|9125|9611|23411|55128|55809,ATP1A1|ZFP36L2|CALR|HDAC1|TAF7|URI1|CNOT9|NCOR1|SIRT1|TRIM68|TRERF1,-2.6
MyList,Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-3.7,3.5,4.7,30242,239,433,12,2.8,0.79,86|3015|3065|5929|6688|8312|9070|11091|23067|25942|55904|84661,ACTL6A|H2AZ1|HDAC1|RBBP5|SPI1|AXIN1|ASH2L|WDR5|SETD1B|SIN3A|KMT2E|DPY30,-2.6
MyList,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-3.7,2.5,4.3,30242,560,433,20,4.6,1,3015|3065|5901|5905|5933|6396|7157|8086|8454|9184|9972|10393|10726|10735|23383|51343|55706|79643|129401|348995,H2AZ1|HDAC1|RAN|RANGAP1|RBL1|SEC13|TP53|AAAS|CUL1|BUB3|NUP153|ANAPC10|NUDC|STAG2|MAU2|FZR1|NDC1|CHMP6|NUP35|NUP43,-2.6
MyList,GO Biological Processes,19,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-3.7,9.2,6.1,30242,38,433,5,1.2,0.51,811|3065|9125|9611|23411,CALR|HDAC1|CNOT9|NCOR1|SIRT1,-2.6
MyList,Reactome Gene Sets,6,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,-3.7,5.8,5.3,30242,84,433,7,1.6,0.61,86|4798|6613|54617|54891|93973|283899,ACTL6A|NFRKB|SUMO2|INO80|INO80D|ACTR8|INO80E,-2.6
MyList,GO Biological Processes,19,GO:0006405,RNA export from nucleus,19_GO:0051179 localization,-3.7,5.8,5.3,30242,84,433,7,1.6,0.61,3181|5901|9972|10657|54890|55051|55677,HNRNPA2B1|RAN|NUP153|KHDRBS1|ALKBH5|NRDE2|IWS1,-2.6
MyList,WikiPathways,27,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,,-3.7,7,5.6,30242,60,433,6,1.4,0.56,1050|1051|1052|3065|3726|8312,CEBPA|CEBPB|CEBPD|HDAC1|JUNB|AXIN1,-2.5
MyList,GO Biological Processes,19,GO:0044774,mitotic DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.7,5.8,5.3,30242,85,433,7,1.6,0.61,5591|7157|8883|25949|26058|51343|84142,PRKDC|TP53|NAE1|SYF2|GIGYF2|FZR1|ABRAXAS1,-2.5
MyList,WikiPathways,27,WP4320,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,,-3.6,9,6,30242,39,433,5,1.2,0.51,3065|3066|7157|9219|53615,HDAC1|HDAC2|TP53|MTA2|MBD3,-2.5
MyList,GO Biological Processes,19,GO:1903115,regulation of actin filament-based movement,19_GO:0051179 localization,-3.6,9,6,30242,39,433,5,1.2,0.51,476|488|3759|5142|85366,ATP1A1|ATP2A2|KCNJ2|PDE4B|MYLK2,-2.5
MyList,GO Biological Processes,19,GO:0031441,negative regulation of mRNA 3'-end processing,19_GO:0048519 negative regulation of biological process,-3.6,23,8.1,30242,9,433,3,0.69,0.4,6829|9646|9810,SUPT5H|CTR9|RNF40,-2.5
MyList,CORUM,33,CORUM:781,URI complex (Unconventional prefoldin RPB5 Interactor),,-3.6,23,8.1,30242,9,433,3,0.69,0.4,5202|8454|8725,PFDN2|CUL1|URI1,-2.5
MyList,CORUM,33,CORUM:7192,CCR4-NOT-CNOT7-CNOT6 complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,9125|25904|55571,CNOT9|CNOT10|CNOT11,-2.5
MyList,CORUM,33,CORUM:1114,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,2972|2975|9330,BRF1|GTF3C1|GTF3C3,-2.5
MyList,CORUM,33,CORUM:6765,CCR4-NOT complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,9125|25904|55571,CNOT9|CNOT10|CNOT11,-2.5
MyList,CORUM,33,CORUM:7214,CCR4-NOT-CNOT7-CNOT6L complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,9125|25904|55571,CNOT9|CNOT10|CNOT11,-2.5
MyList,CORUM,33,CORUM:7215,CCR4-NOT-CNOT8-CNOT6 complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,9125|25904|55571,CNOT9|CNOT10|CNOT11,-2.5
MyList,CORUM,33,CORUM:646,HDAC1-associated protein complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,3065|9219|53615,HDAC1|MTA2|MBD3,-2.5
MyList,CORUM,33,CORUM:7216,CCR4-NOT-CNOT8-CNOT6L complex,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,9125|25904|55571,CNOT9|CNOT10|CNOT11,-2.5
MyList,CORUM,33,CORUM:649,HDAC1-associated core complex cII,,-3.6,23,8.1,30242,9,433,3,0.69,0.4,3065|9219|53615,HDAC1|MTA2|MBD3,-2.5
MyList,GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0050789 regulation of biological process,-3.6,2.7,4.3,30242,440,433,17,3.9,0.93,3066|3397|4221|4825|5478|6688|6872|7189|10459|23411|25855|29108|51360|55128|81603|83860|222487,HDAC2|ID1|MEN1|NKX6-1|PPIA|SPI1|TAF1|TRAF6|MAD2L2|SIRT1|BRMS1|PYCARD|MBTPS2|TRIM68|TRIM8|TAF3|ADGRG3,-2.5
MyList,GO Biological Processes,19,GO:0090342,regulation of cell aging,19_GO:0032502 developmental process,-3.6,6.9,5.5,30242,61,433,6,1.4,0.56,3622|5591|5933|7157|23411|51343,ING2|PRKDC|RBL1|TP53|SIRT1|FZR1,-2.5
MyList,GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-3.6,3.1,4.5,30242,320,433,14,3.2,0.85,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-2.5
MyList,GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-3.6,3.1,4.5,30242,320,433,14,3.2,0.85,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-2.5
MyList,WikiPathways,27,WP4022,Pyrimidine metabolism,,-3.6,5.7,5.2,30242,86,433,7,1.6,0.61,1723|5431|5432|7371|10621|11128|51727,DHODH|POLR2B|POLR2C|UCK2|POLR3F|POLR3A|CMPK1,-2.5
MyList,GO Biological Processes,19,GO:0046660,female sex differentiation,19_GO:0022414 reproductive process,-3.6,4.9,5,30242,114,433,8,1.8,0.65,1051|6647|6874|7543|8890|8893|23411|25976,CEBPB|SOD1|TAF4|ZFX|EIF2B4|EIF2B5|SIRT1|TIPARP,-2.5
MyList,WikiPathways,27,WP3599,Transcription factor regulation in adipogenesis,,-3.6,13,6.6,30242,22,433,4,0.92,0.46,1050|1051|1052|1385,CEBPA|CEBPB|CEBPD|CREB1,-2.5
MyList,Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-3.6,5.6,5.2,30242,87,433,7,1.6,0.61,1340|1345|1351|1353|5571|7157|51241,COX6B1|COX6C|COX8A|COX11|PRKAG1|TP53|COX16,-2.5
MyList,Reactome Gene Sets,6,R-HSA-8986944,Transcriptional Regulation by MECP2,,-3.6,6.8,5.5,30242,62,433,6,1.4,0.56,1385|2874|3065|3066|9611|25942,CREB1|GPS2|HDAC1|HDAC2|NCOR1|SIN3A,-2.5
MyList,GO Biological Processes,19,GO:0000375,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-3.6,3,4.4,30242,324,433,14,3.2,0.85,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-2.5
MyList,Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-3.6,4.8,5,30242,116,433,8,1.8,0.65,1052|6396|8086|9972|55706|79643|129401|348995,CEBPD|SEC13|AAAS|NUP153|NDC1|CHMP6|NUP35|NUP43,-2.5
MyList,GO Biological Processes,19,GO:0030518,intracellular steroid hormone receptor signaling pathway,19_GO:0023052 signaling,-3.6,4.8,5,30242,116,433,8,1.8,0.65,811|3065|6879|9125|9611|23411|55128|55809,CALR|HDAC1|TAF7|CNOT9|NCOR1|SIRT1|TRIM68|TRERF1,-2.5
MyList,Reactome Gene Sets,6,R-HSA-9679191,Potential therapeutics for SARS,,-3.6,5.6,5.2,30242,88,433,7,1.6,0.61,476|3065|3066|9219|25855|53615|57459,ATP1A1|HDAC1|HDAC2|MTA2|BRMS1|MBD3|GATAD2B,-2.5
MyList,GO Biological Processes,19,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,19_GO:0023052 signaling,-3.5,6.7,5.4,30242,63,433,6,1.4,0.56,1051|7009|7157|10525|23411|84447,CEBPB|TMBIM6|TP53|HYOU1|SIRT1|SYVN1,-2.4
MyList,GO Biological Processes,19,GO:0042307,positive regulation of protein import into nucleus,19_GO:0048518 positive regulation of biological process,-3.5,8.5,5.8,30242,41,433,5,1.2,0.51,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-2.4
MyList,Reactome Gene Sets,6,R-HSA-3371556,Cellular response to heat stress,,-3.5,5.5,5.1,30242,89,433,7,1.6,0.61,6396|8086|9972|23411|55706|129401|348995,SEC13|AAAS|NUP153|SIRT1|NDC1|NUP35|NUP43,-2.4
MyList,Reactome Gene Sets,6,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,,-3.5,12,6.4,30242,23,433,4,0.92,0.46,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-2.4
MyList,GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.5,4.2,4.8,30242,148,433,9,2.1,0.69,6873|8883|10657|25942|25949|51343|65123|84142|284001,TAF2|NAE1|KHDRBS1|SIN3A|SYF2|FZR1|INTS3|ABRAXAS1|CCDC57,-2.4
MyList,GO Biological Processes,19,GO:0006413,translational initiation,19_GO:0008152 metabolic process,-3.5,4.7,4.9,30242,118,433,8,1.8,0.65,7812|8890|8891|8893|9470|10657|10959|51247,CSDE1|EIF2B4|EIF2B3|EIF2B5|EIF4E2|KHDRBS1|TMED2|PAIP2,-2.4
MyList,Reactome Gene Sets,6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,,-3.5,5.4,5.1,30242,90,433,7,1.6,0.61,1050|1051|1385|2313|3015|6688|7913,CEBPA|CEBPB|CREB1|FLI1|H2AZ1|SPI1|DEK,-2.4
MyList,GO Biological Processes,19,GO:0045638,negative regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-3.5,5.4,5.1,30242,90,433,7,1.6,0.61,3635|9646|10766|54623|79577|80349|123169,INPP5D|CTR9|TOB2|PAF1|CDC73|WDR61|LEO1,-2.4
MyList,GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-3.5,2.5,4.1,30242,538,433,19,4.4,0.98,2874|3065|3476|3622|4221|5478|6688|7009|8725|9611|9686|10525|11221|23411|29108|51564|84447|96459|222487,GPS2|HDAC1|IGBP1|ING2|MEN1|PPIA|SPI1|TMBIM6|URI1|NCOR1|VGLL4|HYOU1|DUSP10|SIRT1|PYCARD|HDAC7|SYVN1|FNIP1|ADGRG3,-2.4
MyList,Reactome Gene Sets,6,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,,-3.5,8.3,5.7,30242,42,433,5,1.2,0.51,3065|4221|5929|7090|9070,HDAC1|MEN1|RBBP5|TLE3|ASH2L,-2.4
MyList,GO Biological Processes,19,GO:0006222,UMP biosynthetic process,19_GO:0008152 metabolic process,-3.5,21,7.6,30242,10,433,3,0.69,0.4,1723|7371|51727,DHODH|UCK2|CMPK1,-2.4
MyList,Reactome Gene Sets,6,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,,-3.5,21,7.6,30242,10,433,3,0.69,0.4,3065|3066|25942,HDAC1|HDAC2|SIN3A,-2.4
MyList,GO Biological Processes,19,GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-3.5,21,7.6,30242,10,433,3,0.69,0.4,1723|7371|51727,DHODH|UCK2|CMPK1,-2.4
MyList,CORUM,33,CORUM:6131,SELK multiprotein complex,,-3.5,21,7.6,30242,10,433,3,0.69,0.4,1650|6184|6185,DDOST|RPN1|RPN2,-2.4
MyList,Reactome Gene Sets,6,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,,-3.5,4.7,4.9,30242,119,433,8,1.8,0.65,1376|2874|6667|7376|9611|9967|23054|25942,CPT2|GPS2|SP1|NR1H2|NCOR1|THRAP3|NCOA6|SIN3A,-2.4
MyList,GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.5,3.5,4.5,30242,218,433,11,2.5,0.76,5591|6421|6688|7189|7376|10225|10621|11221|25942|29108|121260,PRKDC|SFPQ|SPI1|TRAF6|NR1H2|CD96|POLR3F|DUSP10|SIN3A|PYCARD|SLC15A4,-2.4
MyList,KEGG Pathway,24,hsa04260,Cardiac muscle contraction,,-3.5,5.4,5,30242,91,433,7,1.6,0.61,476|488|1340|1345|1351|7170|125965,ATP1A1|ATP2A2|COX6B1|COX6C|COX8A|TPM3|COX6B2,-2.4
MyList,GO Biological Processes,19,GO:0007369,gastrulation,19_GO:0032502 developmental process,-3.4,3.8,4.6,30242,185,433,10,2.3,0.72,3689|7157|9646|23168|25949|54623|55788|60412|79577|123169,ITGB2|TP53|CTR9|RTF1|SYF2|PAF1|LMBRD1|EXOC4|CDC73|LEO1,-2.4
MyList,GO Biological Processes,19,GO:1904591,positive regulation of protein import,19_GO:0048518 positive regulation of biological process,-3.4,8.1,5.6,30242,43,433,5,1.2,0.51,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-2.3
