Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-16,6.3,12,30242,365,433,33,7.6,1.3,1340|1345|1351|1353|3065|3066|3622|4850|5431|5432|5571|5933|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|7157|9125|9219|23774|25904|51241|53615|55571|57459|79733|83860,COX6B1|COX6C|COX8A|COX11|HDAC1|HDAC2|ING2|CNOT4|POLR2B|POLR2C|PRKAG1|RBL1|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|CNOT9|MTA2|BRD1|CNOT10|COX16|MBD3|CNOT11|GATAD2B|E2F8|TAF3,-14
MyList,Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-15,4.4,11,30242,673,433,42,9.7,1.4,1477|1479|1656|1665|1994|2058|3181|4850|5093|5431|5432|5901|6396|6626|6829|8086|9125|9724|9924|9972|10181|10450|10898|25904|25949|29894|51493|51593|54974|55339|55571|55696|55706|55749|63892|79897|80349|81608|129401|167227|200916|348995,CSTF1|CSTF3|DDX6|DHX15|ELAVL1|EPRS1|HNRNPA2B1|CNOT4|PCBP1|POLR2B|POLR2C|RAN|SEC13|SNRPA|SUPT5H|AAAS|CNOT9|UTP14C|PAN2|NUP153|RBM5|PPIE|CPSF4|CNOT10|SYF2|CPSF1|RTCB|SRRT|THG1L|WDR33|CNOT11|RBM22|NDC1|CCAR1|THADA|RPP21|WDR61|FIP1L1|NUP35|DCP2|RPL22L1|NUP43,-12
MyList,GO Biological Processes,19,GO:0043414,macromolecule methylation,19_GO:0008152 metabolic process,-15,6.4,12,30242,317,433,29,6.7,1.2,1788|4221|5252|5929|6688|9070|9219|9646|10322|11091|23067|23168|23411|25940|30827|53615|54623|55677|55783|55904|55929|63892|63976|64324|80204|80349|83640|84332|84661,DNMT3A|MEN1|PHF1|RBBP5|SPI1|ASH2L|MTA2|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|FAM98A|CXXC1|MBD3|PAF1|IWS1|CMTR2|KMT2E|DMAP1|THADA|PRDM16|NSD1|FBXO11|WDR61|RAMAC|DYDC2|DPY30,-12
MyList,GO Biological Processes,19,GO:0032259,methylation,19_GO:0008152 metabolic process,-14,5.7,11,30242,365,433,30,6.9,1.2,1788|4221|5252|5929|6688|9070|9219|9646|10322|11091|23067|23168|23411|25940|30827|51611|53615|54623|55677|55783|55904|55929|63892|63976|64324|80204|80349|83640|84332|84661,DNMT3A|MEN1|PHF1|RBBP5|SPI1|ASH2L|MTA2|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|FAM98A|CXXC1|DPH5|MBD3|PAF1|IWS1|CMTR2|KMT2E|DMAP1|THADA|PRDM16|NSD1|FBXO11|WDR61|RAMAC|DYDC2|DPY30,-11
MyList,Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-14,7.2,12,30242,244,433,25,5.8,1.1,1477|1479|1665|1994|3181|5093|5431|5432|6396|6626|8086|9972|10181|10450|10898|25949|29894|51593|55339|55696|55706|55749|81608|129401|348995,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SEC13|SNRPA|AAAS|NUP153|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|NDC1|CCAR1|FIP1L1|NUP35|NUP43,-11
MyList,GO Biological Processes,19,GO:0034968,histone lysine methylation,19_GO:0008152 metabolic process,-13,11,13,30242,116,433,18,4.2,0.96,4221|5252|5929|9070|9646|10322|11091|23067|23168|23411|30827|55677|55904|63976|64324|80349|84332|84661,MEN1|PHF1|RBBP5|ASH2L|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|CXXC1|IWS1|KMT2E|PRDM16|NSD1|WDR61|DYDC2|DPY30,-11
MyList,CORUM,33,CORUM:1257,ALL-1 supercomplex,,-13,27,17,30242,28,433,11,2.5,0.76,3065|3066|5901|5929|6872|6878|8467|9219|11091|25942|53615,HDAC1|HDAC2|RAN|RBBP5|TAF1|TAF6|SMARCA5|MTA2|WDR5|SIN3A|MBD3,-11
MyList,CORUM,33,CORUM:492,DA complex,,-13,42,19,30242,15,433,9,2.1,0.69,6872|6873|6874|6877|6878|6879|6882|6884|83860,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-11
MyList,GO Biological Processes,19,GO:0016571,histone methylation,19_GO:0008152 metabolic process,-13,9.3,12,30242,142,433,19,4.4,0.98,4221|5252|5929|9070|9646|10322|11091|23067|23168|23411|30827|54623|55677|55904|63976|64324|80349|84332|84661,MEN1|PHF1|RBBP5|ASH2L|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|CXXC1|PAF1|IWS1|KMT2E|PRDM16|NSD1|WDR61|DYDC2|DPY30,-10
MyList,GO Biological Processes,19,GO:0006479,protein methylation,19_GO:0008152 metabolic process,-13,8.1,12,30242,182,433,21,4.8,1,4221|5252|5929|9070|9646|10322|11091|23067|23168|23411|25940|30827|54623|55677|55904|63976|64324|80204|80349|84332|84661,MEN1|PHF1|RBBP5|ASH2L|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|FAM98A|CXXC1|PAF1|IWS1|KMT2E|PRDM16|NSD1|FBXO11|WDR61|DYDC2|DPY30,-10
MyList,GO Biological Processes,19,GO:0008213,protein alkylation,19_GO:0008152 metabolic process,-13,8.1,12,30242,182,433,21,4.8,1,4221|5252|5929|9070|9646|10322|11091|23067|23168|23411|25940|30827|54623|55677|55904|63976|64324|80204|80349|84332|84661,MEN1|PHF1|RBBP5|ASH2L|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|FAM98A|CXXC1|PAF1|IWS1|KMT2E|PRDM16|NSD1|FBXO11|WDR61|DYDC2|DPY30,-10
MyList,CORUM,33,CORUM:493,DAB complex,,-13,39,18,30242,16,433,9,2.1,0.69,6872|6873|6874|6877|6878|6879|6882|6884|83860,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-10
MyList,Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-12,6.9,11,30242,234,433,23,5.3,1.1,5431|5432|5478|5901|5905|6396|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|8086|9972|55706|79643|83860|129401|348995,POLR2B|POLR2C|PPIA|RAN|RANGAP1|SEC13|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|AAAS|NUP153|NDC1|CHMP6|TAF3|NUP35|NUP43,-10
MyList,GO Biological Processes,19,GO:0043967,histone H4 acetylation,19_GO:0008152 metabolic process,-12,15,13,30242,67,433,14,3.2,0.85,86|3054|6688|6879|8089|11091|23411|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF7|YEATS4|WDR5|SIRT1|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-10
MyList,GO Biological Processes,19,GO:0018022,peptidyl-lysine methylation,19_GO:0008152 metabolic process,-12,9.5,12,30242,132,433,18,4.2,0.96,4221|5252|5929|9070|9646|10322|11091|23067|23168|23411|30827|55677|55904|63976|64324|80349|84332|84661,MEN1|PHF1|RBBP5|ASH2L|CTR9|SMYD5|WDR5|SETD1B|RTF1|SIRT1|CXXC1|IWS1|KMT2E|PRDM16|NSD1|WDR61|DYDC2|DPY30,-9.9
MyList,GO Biological Processes,19,GO:0018394,peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-12,8.1,11,30242,172,433,20,4.6,1,86|3054|3065|3066|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|HDAC1|HDAC2|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-9.9
MyList,CORUM,33,CORUM:469,TFIID-beta complex,,-12,47,19,30242,12,433,8,1.8,0.65,6872|6873|6874|6877|6878|6879|6882|6884,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-9.9
MyList,GO Biological Processes,19,GO:0006473,protein acetylation,19_GO:0008152 metabolic process,-12,7.3,11,30242,202,433,21,4.8,1,86|3054|3065|3066|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80018|80314|339287,ACTL6A|HCFC1|HDAC1|HDAC2|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|NAA25|EPC1|MSL1,-9.5
MyList,Reactome Gene Sets,6,R-HSA-5633007,Regulation of TP53 Activity,,-12,8.3,11,30242,160,433,19,4.4,0.98,3065|3066|3622|5571|6749|6872|6873|6874|6877|6878|6879|6882|6884|7157|9219|23774|53615|57459|83860,HDAC1|HDAC2|ING2|PRKAG1|SSRP1|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|MTA2|BRD1|MBD3|GATAD2B|TAF3,-9.5
MyList,Reactome Gene Sets,6,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,,-12,13,13,30242,74,433,14,3.2,0.85,5431|5432|6667|6829|6877|6878|6882|6884|23248|26512|51593|65123|80789|129685,POLR2B|POLR2C|SP1|SUPT5H|TAF5|TAF6|TAF11|TAF13|RPRD2|INTS6|SRRT|INTS3|INTS5|TAF8,-9.4
MyList,GO Biological Processes,19,GO:0031124,mRNA 3'-end processing,19_GO:0008152 metabolic process,-11,15,13,30242,62,433,13,3,0.82,1477|1479|6829|9646|9810|10898|23248|29894|54623|55339|79577|81608|123169,CSTF1|CSTF3|SUPT5H|CTR9|RNF40|CPSF4|RPRD2|CPSF1|PAF1|WDR33|CDC73|FIP1L1|LEO1,-9.2
MyList,GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-11,5.8,9.9,30242,290,433,24,5.5,1.1,811|908|1994|3621|5901|5905|6396|6950|7157|9972|10204|10526|10575|10576|10694|23435|25942|54623|55696|55929|81603|83860|129401|129685,CALR|CCT6A|ELAVL1|ING1|RAN|RANGAP1|SEC13|TCP1|TP53|NUP153|NUTF2|IPO8|CCT4|CCT2|CCT8|TARDBP|SIN3A|PAF1|RBM22|DMAP1|TRIM8|TAF3|NUP35|TAF8,-9
MyList,Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-11,3.6,8.7,30242,757,433,39,9,1.4,528|811|1051|1340|1345|1351|1353|1385|2113|2673|3015|3397|6396|6647|6667|7157|7184|8086|8454|9611|9972|10113|10393|10525|23054|23411|23523|25942|30827|51241|51343|51360|55706|84447|96459|129401|167227|200916|348995,ATP6V1C1|CALR|CEBPB|COX6B1|COX6C|COX8A|COX11|CREB1|ETS1|GFPT1|H2AZ1|ID1|SEC13|SOD1|SP1|TP53|HSP90B1|AAAS|CUL1|NCOR1|NUP153|PREB|ANAPC10|HYOU1|NCOA6|SIRT1|CABIN1|SIN3A|CXXC1|COX16|FZR1|MBTPS2|NDC1|SYVN1|FNIP1|NUP35|DCP2|RPL22L1|NUP43,-9
MyList,CORUM,33,CORUM:1254,Menin-associated histone methyltransferase complex,,-11,70,20,30242,6,433,6,1.4,0.56,4221|5431|5929|9070|11091|84661,MEN1|POLR2B|RBBP5|ASH2L|WDR5|DPY30,-8.9
MyList,GO Biological Processes,19,GO:0006974,cellular response to DNA damage stimulus,19_GO:0050896 response to stimulus,-11,3.5,8.6,30242,799,433,40,9.2,1.4,86|3622|4221|4798|5252|5591|5929|6421|6749|6872|7157|7189|7913|9070|9320|10075|10459|11011|23054|23411|25949|26058|29108|51343|51377|51548|54617|54891|55051|55236|55339|55929|57646|65123|84142|91607|93973|126520|138151|283899,ACTL6A|ING2|MEN1|NFRKB|PHF1|PRKDC|RBBP5|SFPQ|SSRP1|TAF1|TP53|TRAF6|DEK|ASH2L|TRIP12|HUWE1|MAD2L2|TLK2|NCOA6|SIRT1|SYF2|GIGYF2|PYCARD|FZR1|UCHL5|SIRT6|INO80|INO80D|NRDE2|UBA6|WDR33|DMAP1|USP28|INTS3|ABRAXAS1|SLFN11|ACTR8|PLK5|NACC2|INO80E,-8.9
MyList,Canonical Pathways,11,M101,PID HDAC CLASSI PATHWAY,,-11,14,13,30242,66,433,13,3,0.82,3065|3066|5901|5905|9219|9611|23411|25942|51548|51564|53615|57154|57459,HDAC1|HDAC2|RAN|RANGAP1|MTA2|NCOR1|SIRT1|SIN3A|SIRT6|HDAC7|MBD3|SMURF1|GATAD2B,-8.9
MyList,GO Biological Processes,19,GO:0043543,protein acylation,19_GO:0008152 metabolic process,-11,6.3,10,30242,244,433,22,5.1,1.1,86|3054|3065|3066|6688|6872|6879|8089|11091|23411|23774|25942|53615|54503|54556|54934|55677|55683|55929|80018|80314|339287,ACTL6A|HCFC1|HDAC1|HDAC2|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ZDHHC13|ING3|KANSL2|IWS1|KANSL3|DMAP1|NAA25|EPC1|MSL1,-8.9
MyList,GO Biological Processes,19,GO:0016573,histone acetylation,19_GO:0008152 metabolic process,-11,8.1,11,30242,155,433,18,4.2,0.96,86|3054|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-8.8
MyList,Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-11,3.5,8.6,30242,771,433,39,9,1.4,528|811|1051|1340|1345|1351|1353|1385|2113|2673|3015|3397|6396|6647|6667|7157|7184|8086|8454|9611|9972|10113|10393|10525|23054|23411|23523|25942|30827|51241|51343|51360|55706|84447|96459|129401|167227|200916|348995,ATP6V1C1|CALR|CEBPB|COX6B1|COX6C|COX8A|COX11|CREB1|ETS1|GFPT1|H2AZ1|ID1|SEC13|SOD1|SP1|TP53|HSP90B1|AAAS|CUL1|NCOR1|NUP153|PREB|ANAPC10|HYOU1|NCOA6|SIRT1|CABIN1|SIN3A|CXXC1|COX16|FZR1|MBTPS2|NDC1|SYVN1|FNIP1|NUP35|DCP2|RPL22L1|NUP43,-8.8
MyList,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-11,5.6,9.6,30242,301,433,24,5.5,1.1,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-8.7
MyList,GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-11,5.6,9.6,30242,301,433,24,5.5,1.1,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-8.7
MyList,GO Biological Processes,19,GO:0006403,RNA localization,19_GO:0051179 localization,-11,6.9,10,30242,202,433,20,4.6,1,908|1984|3181|5901|6396|6950|8086|9972|10204|10575|10576|10657|10694|54890|55051|55677|55706|129401|167227|348995,CCT6A|EIF5A|HNRNPA2B1|RAN|SEC13|TCP1|AAAS|NUP153|NUTF2|CCT4|CCT2|KHDRBS1|CCT8|ALKBH5|NRDE2|IWS1|NDC1|NUP35|DCP2|NUP43,-8.7
MyList,GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-11,7.8,10,30242,161,433,18,4.2,0.96,86|3054|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-8.6
MyList,Reactome Gene Sets,6,R-HSA-72163,mRNA Splicing - Major Pathway,,-11,7.3,10,30242,183,433,19,4.4,0.98,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-8.6
MyList,GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-11,7.7,10,30242,163,433,18,4.2,0.96,86|3054|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-8.5
MyList,Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-10,7.1,10,30242,188,433,19,4.4,0.98,1788|3065|3066|3622|5905|6396|6613|6670|7157|7376|8086|9972|10055|10735|25942|51564|55706|129401|348995,DNMT3A|HDAC1|HDAC2|ING2|RANGAP1|SEC13|SUMO2|SP3|TP53|NR1H2|AAAS|NUP153|SAE1|STAG2|SIN3A|HDAC7|NDC1|NUP35|NUP43,-8.4
MyList,Reactome Gene Sets,6,R-HSA-167172,Transcription of the HIV genome,,-10,12,12,30242,73,433,13,3,0.82,5431|5432|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-8.4
MyList,CORUM,33,CORUM:484,TFIID complex,,-10,44,17,30242,11,433,7,1.6,0.61,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-8.4
MyList,CORUM,33,CORUM:463,TFIID complex,,-10,44,17,30242,11,433,7,1.6,0.61,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-8.4
MyList,GO Biological Processes,19,GO:0051568,histone H3-K4 methylation,19_GO:0008152 metabolic process,-10,14,12,30242,59,433,12,2.8,0.79,4221|5929|9070|9646|11091|23067|23168|30827|55904|80349|84332|84661,MEN1|RBBP5|ASH2L|CTR9|WDR5|SETD1B|RTF1|CXXC1|KMT2E|WDR61|DYDC2|DPY30,-8.4
MyList,GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-10,6.5,9.8,30242,214,433,20,4.6,1,811|908|3336|4820|5082|5202|5478|6950|7184|10450|10575|10576|10694|10726|23184|23386|23759|56886|81572|120526,CALR|CCT6A|HSPE1|NKTR|PDCL|PFDN2|PPIA|TCP1|HSP90B1|PPIE|CCT4|CCT2|CCT8|NUDC|MESD|NUDCD3|PPIL2|UGGT1|PDRG1|DNAJC24,-8.3
MyList,Reactome Gene Sets,6,R-HSA-72172,mRNA Splicing,,-10,6.9,9.9,30242,191,433,19,4.4,0.98,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-8.3
