_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-9.3,C0751651,M1,1,0,DisGeNET,35,Mitochondrial Diseases,,-9.3,4.9,8.6,30242,283,500,23,4.6,0.94,22|1371|1869|2395|3028|4700|4702|4725|4728|4899|7019|8192|9131|24148|51067|54931|56652|56945|57038|57176|64745|79133|122961,ABCB7|CPOX|E2F1|FXN|HSD17B10|NDUFA6|NDUFA8|NDUFS5|NDUFS8|NRF1|TFAM|CLPP|AIFM1|PRPF6|YARS2|TRMT10C|TWNK|MRPS22|RARS2|VARS2|METTL17|NDUFAF5|ISCA2,-6.4,0
1,-8,C0678230,M1,1,0,DisGeNET,35,Congenital Epicanthus,,-8,3.8,7.4,30242,417,500,26,5.2,0.99,1146|1663|1778|2033|2071|2146|2961|3832|4297|5888|5889|5977|6234|6601|6605|6929|8243|8289|9343|9968|23019|27315|55650|57511|81857|84342,CHRNG|DDX11|DYNC1H1|EP300|ERCC3|EZH2|GTF2E2|KIF11|KMT2A|RAD51|RAD51C|DPF2|RPS28|SMARCC2|SMARCE1|TCF3|SMC1A|ARID1A|EFTUD2|MED12|CNOT1|PGAP2|PIGV|COG6|MED25|COG8,-5.2,0
1,-7.9,C4551563,M1,1,0,DisGeNET,35,Microcephaly (physical finding),,-7.9,6,8.3,30242,160,500,16,3.2,0.79,1778|2033|3832|5832|5888|8243|8289|9343|9968|51010|51550|57038|79813|80152|81857|157680,DYNC1H1|EP300|KIF11|ALDH18A1|RAD51|SMC1A|ARID1A|EFTUD2|MED12|EXOSC3|CINP|RARS2|EHMT1|CENPT|MED25|VPS13B,-5.1,0
1,-7.8,C1857042,M1,1,0,DisGeNET,35,Sparse scalp hair,,-7.8,8.5,9,30242,85,500,12,2.4,0.68,1062|1736|2071|2961|5932|5977|6601|6605|8289|55505|55651|65057,CENPE|DKC1|ERCC3|GTF2E2|RBBP8|DPF2|SMARCC2|SMARCE1|ARID1A|NOP10|NHP2|ACD,-5,0
1,-7.4,C1963184,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 3.0",,-7.4,2.8,6.6,30242,779,500,36,7.2,1.2,22|196|1062|2071|2395|2961|3028|3832|4297|4700|4704|4716|4728|5888|5889|5977|6601|6605|7355|8243|8289|9128|9129|10594|24148|25939|26121|27229|51010|51067|56652|57187|79133|79944|122961|157680,ABCB7|AHR|CENPE|ERCC3|FXN|GTF2E2|HSD17B10|KIF11|KMT2A|NDUFA6|NDUFA9|NDUFB10|NDUFS8|RAD51|RAD51C|DPF2|SMARCC2|SMARCE1|SLC35A2|SMC1A|ARID1A|PRPF4|PRPF3|PRPF8|PRPF6|SAMHD1|PRPF31|TUBGCP4|EXOSC3|YARS2|TWNK|THOC2|NDUFAF5|L2HGDH|ISCA2|VPS13B,-4.7,0
1,-7.4,C4554036,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 5.0",,-7.4,2.8,6.6,30242,779,500,36,7.2,1.2,22|196|1062|2071|2395|2961|3028|3832|4297|4700|4704|4716|4728|5888|5889|5977|6601|6605|7355|8243|8289|9128|9129|10594|24148|25939|26121|27229|51010|51067|56652|57187|79133|79944|122961|157680,ABCB7|AHR|CENPE|ERCC3|FXN|GTF2E2|HSD17B10|KIF11|KMT2A|NDUFA6|NDUFA9|NDUFB10|NDUFS8|RAD51|RAD51C|DPF2|SMARCC2|SMARCE1|SLC35A2|SMC1A|ARID1A|PRPF4|PRPF3|PRPF8|PRPF6|SAMHD1|PRPF31|TUBGCP4|EXOSC3|YARS2|TWNK|THOC2|NDUFAF5|L2HGDH|ISCA2|VPS13B,-4.7,0
1,-7.2,C1849367,M1,1,0,DisGeNET,35,Nasal bridge wide,,-7.2,3.5,6.8,30242,429,500,25,5,0.97,196|2033|3832|4297|5977|6601|6605|7355|7372|7862|8243|8289|8443|9128|9129|9968|10594|10907|23028|24148|26121|27229|27315|55650|79813,AHR|EP300|KIF11|KMT2A|DPF2|SMARCC2|SMARCE1|SLC35A2|UMPS|BRPF1|SMC1A|ARID1A|GNPAT|PRPF4|PRPF3|MED12|PRPF8|TXNL4A|KDM1A|PRPF6|PRPF31|TUBGCP4|PGAP2|PIGV|EHMT1,-4.4,0
1,-7.1,C0454644,M1,1,0,DisGeNET,35,Delayed speech and language development,,-7.1,3.1,6.6,30242,560,500,29,5.8,1,1778|1781|2033|2146|2582|2744|3028|4208|4297|5832|5977|7862|8243|8289|9131|9343|9439|9968|10771|23028|23404|23636|27315|57178|57187|57511|79813|81857|157680,DYNC1H1|DYNC1I2|EP300|EZH2|GALE|GLS|HSD17B10|MEF2C|KMT2A|ALDH18A1|DPF2|BRPF1|SMC1A|ARID1A|AIFM1|EFTUD2|MED23|MED12|ZMYND11|KDM1A|EXOSC2|NUP62|PGAP2|ZMIZ1|THOC2|COG6|EHMT1|MED25|VPS13B,-4.4,0
1,-7,C1843367,M1,1,0,DisGeNET,35,Poor school performance,,-7,4.9,7.3,30242,211,500,17,3.4,0.81,2033|3832|4208|4297|5977|7862|8208|8243|9968|10771|51550|57511|57647|79813|80152|90381|157680,EP300|KIF11|MEF2C|KMT2A|DPF2|BRPF1|CHAF1B|SMC1A|MED12|ZMYND11|CINP|COG6|DHX37|EHMT1|CENPT|TICRR|VPS13B,-4.3,0
1,-6.9,C3888194,M1,1,0,DisGeNET,35,MIXED LINEAGE LEUKEMIA,,-6.9,4.5,7.1,30242,240,500,18,3.6,0.83,865|2146|4193|4208|4297|4298|4609|4869|4928|5424|5888|8289|9682|9739|23028|23091|23512|29128,CBFB|EZH2|MDM2|MEF2C|KMT2A|MLLT1|MYC|NPM1|NUP98|POLD1|RAD51|ARID1A|KDM4A|SETD1A|KDM1A|ZC3H13|SUZ12|UHRF1,-4.2,0
1,-6.8,C0038379,M1,1,0,DisGeNET,35,Strabismus,,-6.8,2.8,6.3,30242,716,500,33,6.6,1.1,22|1146|1736|1778|2071|2146|3209|4208|4297|4700|4704|4716|4728|5832|5888|5889|5977|6601|6605|7355|7862|8243|8289|9968|27229|51010|51067|57187|79133|79813|79944|81857|157680,ABCB7|CHRNG|DKC1|DYNC1H1|ERCC3|EZH2|HOXA13|MEF2C|KMT2A|NDUFA6|NDUFA9|NDUFB10|NDUFS8|ALDH18A1|RAD51|RAD51C|DPF2|SMARCC2|SMARCE1|SLC35A2|BRPF1|SMC1A|ARID1A|MED12|TUBGCP4|EXOSC3|YARS2|THOC2|NDUFAF5|EHMT1|L2HGDH|MED25|VPS13B,-4.1,0
1,-6.8,C0431368,M1,1,0,DisGeNET,35,Partial agenesis of corpus callosum,,-6.8,13,9.4,30242,38,500,8,1.6,0.56,1062|2071|2961|5977|6601|6605|8289|9968,CENPE|ERCC3|GTF2E2|DPF2|SMARCC2|SMARCE1|ARID1A|MED12,-4.1,0
1,-6.1,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-6.1,2.9,5.9,30242,590,500,28,5.6,1,1146|2071|2146|2733|2961|4208|4297|4298|5832|5888|5889|5977|6929|7372|7862|8243|9968|10771|10907|23387|23512|27315|55165|55650|57187|79813|81857|90381,CHRNG|ERCC3|EZH2|GLE1|GTF2E2|MEF2C|KMT2A|MLLT1|ALDH18A1|RAD51|RAD51C|DPF2|TCF3|UMPS|BRPF1|SMC1A|MED12|ZMYND11|TXNL4A|SIK3|SUZ12|PGAP2|CEP55|PIGV|THOC2|EHMT1|MED25|TICRR,-3.5,0
1,-6.1,C4023116,M1,1,0,DisGeNET,35,Hypoplastic fifth toenail,,-6.1,25,11,30242,12,500,5,1,0.44,3209|5977|6601|6605|8289,HOXA13|DPF2|SMARCC2|SMARCE1|ARID1A,-3.5,0
