,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
EPN2,5.04543329661963e-08,-0.430959509472846,0.096,0.185,0.00119455678730766
YWHAZ,5.0719881565107e-08,0.266779764125153,0.177,0.082,0.00120084391593547
AGFG1,6.02568770969683e-08,0.323282188056065,0.223,0.113,0.00142664182214782
UXT,6.30499296242214e-08,0.291700947830564,0.277,0.155,0.00149277013378307
DAAM1,6.67879082998309e-08,-0.361793069437094,0.262,0.355,0.0015812705169068
ILRUN,7.22012498650255e-08,0.277997133125626,0.164,0.074,0.00170943679180434
TSTA3,8.15969203495356e-08,0.301016232160297,0.241,0.13,0.0019318886861956
CLIC2,8.36342523208711e-08,0.322290361315763,0.52,0.356,0.00198012455794894
HACD1,9.08032578602536e-08,0.252351388473622,0.206,0.104,0.00214985793309936
PSENEN,9.37842236652207e-08,0.289043317687503,0.205,0.104,0.00222043527949776
KLF13,9.93631497986701e-08,-0.426927584415988,0.312,0.408,0.00235252193463331
IARS,1.07880284661443e-07,0.355953911866838,0.158,0.072,0.00255417361964433
CD36,1.13701932198099e-07,-0.312690523066253,0.358,0.458,0.0026920069467222
ZNF746,1.16661003827467e-07,0.268451897293261,0.207,0.103,0.00276206592661912
RAB10,1.22171507612007e-07,0.253849791357809,0.582,0.419,0.00289253261422187
SEC14L1,1.225774380713e-07,0.329056938925863,0.487,0.324,0.0029021434237761
MICAL2,1.41051185464194e-07,0.412315954672809,0.603,0.428,0.00333952786705026
RAP2B,1.57888029678238e-07,0.276530936818806,0.405,0.252,0.00373815699066195
ZNF451,1.66323941730624e-07,-0.2999220745906,0.396,0.48,0.00393788564441425
PSMA7,1.80680315041336e-07,0.290178496041496,0.498,0.344,0.00427778713891867
DYSF,1.85913620437427e-07,0.25480601276405,0.125,0.05,0.00440169087747653
SLC30A1,1.95342233248139e-07,0.317967491392375,0.262,0.147,0.00462492271438294
RSRC1,2.09259953259682e-07,-0.498116764094918,0.276,0.366,0.00495443865337624
ATP6V1A,2.10485348077203e-07,0.282052448938832,0.239,0.13,0.00498345110107586
AFG3L2,2.24041371125571e-07,0.29435993146729,0.2,0.102,0.00530440350276902
COPZ1,2.38311803641502e-07,0.262097430393818,0.344,0.208,0.0056422702630162
GNAS,2.4201712912733e-07,0.273859010200316,0.503,0.348,0.00572999754921866
CD55,2.46215408592857e-07,0.316364710570443,0.552,0.402,0.00582939601384449
RGCC,2.74447202287564e-07,0.332805418797075,0.743,0.641,0.00649781196136036
LY9,3.34153987863227e-07,-0.304610047399882,0.047,0.113,0.00791142981664977
AC069410.1,3.60702339748436e-07,-0.433232566957568,0.088,0.17,0.00853998859588397
EPSTI1,4.70428645863213e-07,0.275742474630547,0.164,0.079,0.0111378686194574
ZC3H15,4.73062582077249e-07,0.34490163205203,0.411,0.273,0.0112002296932609
RAD23A,5.16315208289169e-07,-0.258498653489398,0.826,0.852,0.0122242788714544
ACAT1,5.17984824960314e-07,0.292497785404657,0.149,0.069,0.0122638087157604
LTBP1,5.25685313850204e-07,0.371486955676536,0.142,0.064,0.0124461254907174
HMGB1,5.88512469206309e-07,-0.498543729050839,0.375,0.464,0.0139336212209286
EPOR,6.40011364256247e-07,-0.346055206055515,0.263,0.35,0.0151529090601309
TMBIM6,6.56932165530125e-07,0.422187690864697,0.551,0.405,0.0155535259510912
CCS,6.71517999411933e-07,-0.32854481964864,0.632,0.645,0.0158988601540769
CPOX,6.76214944005475e-07,-0.30821726983237,0.3,0.378,0.0160100650142736
TUBB4B,6.88386983141484e-07,0.420381133095417,0.262,0.159,0.0162982502128578
STRADB,6.9524538487492e-07,-0.28497570457747,0.589,0.64,0.0164606297322986
HBQ1,7.07891556203372e-07,0.31676710165561,0.808,0.713,0.016760040484671
EPRS,7.29525548737036e-07,-0.461987879176673,0.207,0.284,0.0172722468918981
CUX1,7.71683821570052e-07,0.37059016924107,0.263,0.155,0.0182703861594925
PPP2R5E,8.05519854217839e-07,0.277763331521429,0.2,0.105,0.0190714880684616
SH3BGRL3,8.30320366306628e-07,0.285976296638233,0.831,0.761,0.0196586649926757
ASAP1,9.67948740192172e-07,-0.252657435950762,0.435,0.507,0.0229171543727899
HDGF,9.86952771643139e-07,-0.349983614675133,0.437,0.503,0.023367093821423
MEGF9,1.09568702447487e-06,0.382153076935721,0.225,0.127,0.0259414859914671
TANK,1.18151572319928e-06,-0.332708125443857,0.322,0.4,0.0279735662624661
EIF3B,1.20583397962517e-06,-0.372902447176359,0.269,0.342,0.0285493253016055
GADD45A,1.40720323305821e-06,0.361004010347725,0.635,0.507,0.0333169437458861
CHMP5,1.49025892100293e-06,0.273925968390569,0.262,0.154,0.0352833702136654
SELENOK,1.53452574360948e-06,0.304978442049531,0.522,0.371,0.0363314315056981
FRYL,1.74342939703315e-06,-0.352489542531118,0.306,0.401,0.041277434404157
AC107223.1,2.15239187620598e-06,-0.473424764851323,0.223,0.299,0.0509600300610528
DENND4A,2.43411904843424e-06,-0.329007001421681,0.645,0.719,0.057630202590729
MARCH8,3.613887818729e-06,-0.269416182924554,0.641,0.659,0.0855624079962277
TBC1D20,3.63695782051222e-06,0.276012034679564,0.226,0.133,0.0861086133584473
UBR4,3.71534335534339e-06,0.378553338254862,0.291,0.177,0.0879644692811101
EPB42,4.20264969330822e-06,-0.293661616235143,0.795,0.815,0.0995019341387654
CHCHD2,4.44544104368926e-06,0.262336721153395,0.595,0.467,0.105250262150387
ALAD,5.03719859568305e-06,-0.390592616437734,0.215,0.282,0.119260713951392
LSS,5.58523150858073e-06,0.283169743083414,0.135,0.065,0.132235941197157
KCTD20,6.27135030568262e-06,0.320669257168403,0.162,0.086,0.148480489837342
CMAS,6.29373782737255e-06,-0.277730440234824,0.412,0.472,0.149010536800873
SLC38A5,6.71838044162542e-06,-0.286500322192387,0.076,0.141,0.159064375335923
DMAC2L,7.77550492559163e-06,0.25286255724752,0.265,0.162,0.184092854618307
GCC2,7.97762221698311e-06,0.347457852907199,0.233,0.139,0.188878183609292
WRN,8.13844239078626e-06,-0.409139306407838,0.216,0.298,0.192685762044255
RESF1,8.67238625815373e-06,-0.461217350321009,0.192,0.262,0.205327417048048
PIP5K1B,8.67387713308917e-06,-0.439340357812919,0.245,0.331,0.205362715003019
PNRC1,9.28475107984838e-06,0.28394576914426,0.608,0.458,0.21982576656649
NSUN3,9.44213763598076e-06,0.292335168549828,0.212,0.126,0.22355205066948
RPS2,9.74527197290868e-06,0.344487150150711,0.733,0.613,0.230729059230586
HK1,9.91931930758167e-06,0.347035811951932,0.348,0.233,0.234849803926304
TLN2,1.17565554579018e-05,-0.325799971912544,0.081,0.147,0.278348207021284
RNF19A,1.20709512885365e-05,-0.317446367484414,0.54,0.599,0.28579184270739
RANBP10,1.21959298282671e-05,-0.339765410921011,0.397,0.478,0.288750834614053
CPB1,1.34599832906883e-05,-0.3410626925493,0.147,0.217,0.318678564390336
JARID2,1.43776964930225e-05,0.414679357827555,0.244,0.153,0.340406342168801
ST6GALNAC4,1.44495561209477e-05,-0.310141944040314,0.243,0.313,0.342107690719558
NDUFC1,1.47809549951897e-05,-0.320740787713109,0.225,0.296,0.349953890466112
CAPZA2,1.55412939766633e-05,-0.346552729295548,0.23,0.297,0.367955676191481
WAC,1.7031230977913e-05,0.261523196354589,0.343,0.227,0.403231424633067
MED4,1.76398090731358e-05,0.286665947518875,0.187,0.108,0.417640119615564
MRPS9,2.06065644165415e-05,-0.341008119931531,0.124,0.19,0.487881019126037
HSPA8,2.114471282015e-05,0.290759739398174,0.283,0.182,0.50062222072987
DDIT4,2.31794333996101e-05,0.386842416656207,0.302,0.211,0.54879626516917
CA2,2.42891437262053e-05,-0.414073240536604,0.298,0.361,0.575069766861637
STRN3,2.66701845351894e-05,-0.471875486639501,0.23,0.299,0.631443289055145
TM9SF3,2.67775394829249e-05,-0.404892232230659,0.31,0.37,0.633985024797729
TMCC2,2.73560813227832e-05,0.417906332774463,0.487,0.367,0.647682581398216
RFX3-AS1,2.87849297902623e-05,-0.468302460448929,0.181,0.255,0.681511997714251
WWC3,3.26259254831832e-05,0.287378704621978,0.13,0.065,0.772451411739845
SIK3,3.30617942521902e-05,0.474704870803259,0.415,0.293,0.782771040714856
FOXO3,3.45273030374107e-05,0.44290342751312,0.869,0.793,0.817468426713735
KDM2A,3.93109082274636e-05,-0.39146977237155,0.138,0.205,0.930725063193428
AP2A1,3.98737181456232e-05,-0.345032784980759,0.144,0.208,0.944050150815775
CCDC144A,4.48103886828304e-05,-0.307694198754909,0.068,0.125,1
CHPT1,4.71447503686523e-05,0.373532432646265,0.511,0.404,1
MSI2,6.22680342375398e-05,0.403747003870163,0.197,0.118,1
PNPLA8,6.31603315395705e-05,-0.275663408188392,0.193,0.251,1
MFHAS1,6.4432976759144e-05,-0.380742705703323,0.162,0.225,1
ZFYVE21,6.9878420402056e-05,-0.333507892548908,0.282,0.336,1
PTMA,7.63311608145917e-05,0.292188337415394,0.375,0.276,1
DCAF11,8.14812575982043e-05,-0.340810124446504,0.378,0.43,1
FLACC1,8.2685235410888e-05,-0.304185002746833,0.14,0.204,1
LPIN2,8.64700512453892e-05,0.259704212252516,0.705,0.565,1
H1FX,9.44040304278091e-05,-0.466634691568283,0.101,0.158,1
MKLN1,9.68028098009859e-05,-0.314823776854978,0.231,0.293,1
SORBS1,0.00010511723778678,0.442862433639306,0.276,0.187,1
AFF1,0.000108172483571258,0.389247286972053,0.537,0.419,1
DNAJA4,0.000122715392129287,-0.295029028228721,0.114,0.173,1
RPS4X,0.00012293556478416,0.254846447289571,0.569,0.448,1
MBNL2,0.000140386211558248,0.516754336714114,0.503,0.383,1
IFIT1B,0.000153235977029416,0.364049817990792,0.618,0.525,1
UBE4B,0.000153459793632338,0.347477484353801,0.249,0.161,1
ZNF451-AS1,0.000154258698408237,-0.254068477494397,0.121,0.181,1
CHD9,0.000154991075725372,-0.321488209741298,0.169,0.234,1
RORA,0.000166260416973764,-0.438191293522439,0.205,0.27,1
EHMT1,0.000189160846053406,0.287928699630914,0.1,0.05,1
SNX22,0.000203038484462559,-0.283102971548298,0.092,0.145,1
PIK3R1,0.000224410435580082,-0.312333829370253,0.239,0.302,1
HIST1H1E,0.000237064270874004,-0.401280797457149,0.062,0.109,1
CNNM2,0.000256737867127969,-0.415428891487432,0.062,0.11,1
TLCD4,0.000260188661882085,-0.293742689376161,0.53,0.556,1
BTG1,0.00027803651059155,0.253284552188995,0.288,0.199,1
TBL1XR1,0.000290052638449624,0.292442527633926,0.351,0.251,1
UBE2O,0.000292442180095167,-0.293236042687729,0.185,0.242,1
MBOAT2,0.000342211513204971,-0.401079299075438,0.228,0.286,1
VPS50,0.000360567906390819,-0.358633667215215,0.177,0.234,1
DCAF6,0.000364607911462669,-0.252970875439323,0.372,0.411,1
CDC40,0.000403023846993004,-0.288209768666856,0.092,0.143,1
MOB1B,0.000406491425977467,-0.344199184034744,0.601,0.615,1
UBR5,0.000463590677268559,0.270519109718658,0.144,0.085,1
YIPF6,0.000479865775708489,-0.297116874500845,0.301,0.344,1
PPP1R12A,0.000530522139705346,-0.316727025785748,0.201,0.257,1
OPTN,0.00053651331319739,0.312948402056808,0.707,0.605,1
CDC73,0.000548566486366585,-0.38727187409304,0.262,0.315,1
ZFAND3,0.000577964651240155,0.373343308412174,0.269,0.189,1
ITGA4,0.000634702909490053,-0.263442814425452,0.08,0.128,1
BEST3,0.000673566269005386,-0.2859391702685,0.119,0.168,1
ATP6V0A1,0.000741110232323801,-0.255449516119625,0.121,0.175,1
FNBP1L,0.000751558560459696,-0.359811206810959,0.341,0.389,1
RHD,0.000800792160563158,-0.276542189416724,0.321,0.361,1
PSMD9,0.000911853748888965,-0.25698221145933,0.383,0.423,1
SLC25A21,0.00136313636281573,-0.346457671499366,0.116,0.166,1
PLCL2,0.00137695314558213,0.420553245118763,0.463,0.372,1
KDM6A,0.00145854300175484,0.33119829070074,0.343,0.256,1
NSRP1,0.00171129513380729,-0.327894765861892,0.101,0.145,1
H3F3B,0.00284770963769864,-0.261408176545586,0.464,0.486,1
POLR2I,0.00320716756565208,-0.252427743782076,0.254,0.291,1
NPL,0.00325220423929608,-0.40802566072145,0.436,0.439,1
HIST1H4C,0.00351193281401908,-0.330655989836105,0.365,0.402,1
KMT2C,0.00352984093369592,-0.274262652868114,0.255,0.299,1
SLC40A1,0.00353699781978434,0.254581189073475,0.643,0.516,1
TUBA1B,0.00384139139323903,0.255827775282964,0.224,0.165,1
ELL2,0.00418135797096263,0.425031809761075,0.391,0.304,1
CALM2,0.00422792913505383,0.277786070945103,0.609,0.507,1
HTRA2,0.00424417922365817,-0.277239562235909,0.14,0.181,1
RANBP9,0.00455317565707583,-0.311509499764696,0.119,0.159,1
TFR2,0.00503253840912308,-0.303997994225923,0.193,0.23,1
C17orf99,0.00510608775973105,-0.252363212910577,0.128,0.168,1
RAPGEF2,0.00604190967650094,0.306019005888622,0.781,0.725,1
BCAS3,0.00616455375118947,-0.264019281771324,0.229,0.272,1
ANKRD11,0.00678686073213922,0.371029464037941,0.178,0.125,1
UBAP1,0.0070880758207442,0.280235227063134,0.383,0.288,1
CHST11,0.00722597643404424,0.390657006546041,0.489,0.423,1
HBG2,0.00824963207120361,0.448317738808585,0.293,0.23,1
ABCC4,0.00860689990488197,0.562862658087964,0.506,0.413,1
NUDT4,0.0176260955988677,0.25190560971662,0.781,0.716,1
AC100835.2,0.0246879559492155,-0.265359365483016,0.159,0.189,1
UBTF,0.0273585535493631,-0.267281025582855,0.168,0.196,1
ST8SIA1,0.0305479622520127,-0.260503086644936,0.273,0.297,1
HSP90AA1,0.0313868580441825,-0.260390890892026,0.518,0.519,1
ULK1,0.034183066717668,0.262437529813927,0.121,0.087,1
NCOA1,0.0350661911367268,0.250060377439594,0.197,0.153,1
KLHL24,0.0466905783153334,0.280384193245035,0.159,0.121,1
CHCHD3,0.114454946004833,-0.291596167765912,0.154,0.168,1
SCAF8,0.140633714452754,0.265976048765626,0.106,0.084,1
PGM2L1,0.152072785642966,-0.254550133172448,0.15,0.166,1
HBS1L,0.159732720146707,-0.282183672332866,0.149,0.162,1
PPP6R3,0.164758683130631,-0.268925883666169,0.215,0.224,1
RBM33,0.177540952674744,-0.28422134341749,0.239,0.247,1
SNX29,0.188578441884934,-0.267014132493617,0.171,0.187,1
NUP153,0.254277565825171,0.313621629996042,0.29,0.251,1
CLEC16A,0.255276949390609,-0.319482797550754,0.147,0.158,1
HSF1,0.258199385578419,-0.270856589863574,0.172,0.181,1
DCAF10,0.386672493292079,-0.267030385863279,0.158,0.161,1
ATP5IF1,0.468095584136128,-0.301701295136305,0.439,0.406,1
QKI,0.958969239226891,-0.261229939171205,0.197,0.187,1
