"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"YEATS4",1.36494192622119e-41,0.320866747850537,0.466,0.328,3.23163650452129e-37
"FAM222B",3.60389713863285e-41,-0.680399254593213,0.124,0.284,8.53258686542713e-37
"GLIPR2",4.33976185100588e-41,0.309363142495558,0.375,0.246,1.02748201584415e-36
"RICTOR",6.81529121415912e-41,-0.464302037887545,0.158,0.324,1.61358834786431e-36
"APOC1",7.13621781659356e-41,-0.939057007130182,0.209,0.352,1.68957093025669e-36
"BTBD6",7.43055574954613e-41,0.268090992545014,0.233,0.125,1.75925837926254e-36
"FBL",8.68384367107919e-41,-0.359178535390584,0.12,0.271,2.05598682756471e-36
"GNAS",1.12171201896516e-40,0.28820085676485,0.847,0.65,2.65576537610191e-36
"PIP4K2A",1.14581755546988e-40,-0.697596908732672,0.485,0.629,2.71283764433048e-36
"NLK",1.56201725609532e-40,-0.318490663684731,0.069,0.211,3.69823205553128e-36
"ATP1B3",1.65643489871892e-40,0.272803834297139,0.613,0.452,3.9217752662069e-36
"BPGM",1.79859779329571e-40,-0.776088808276787,0.488,0.619,4.25836013540693e-36
"SDSL",1.8758087294161e-40,0.303955017108198,0.372,0.244,4.44116474776555e-36
"ABCC5",2.19841065734526e-40,-0.361810307393562,0.12,0.275,5.20495707233063e-36
"GAS5",2.58698271547143e-40,-0.493214679761684,0.178,0.327,6.12494027715015e-36
"UBR3",4.22214682085124e-40,-0.351316357531776,0.095,0.247,9.9963548130474e-36
"HSP90AA1",4.40411484353356e-40,0.283115870895299,0.952,0.722,1.04271823035501e-35
"MT-ND5",6.34508201747206e-40,-0.675905523004877,0.28,0.42,1.50226161845668e-35
"KIDINS220",6.38911007869676e-40,-0.400456575283334,0.175,0.347,1.51268570223224e-35
"RAB5IF",7.54285183805602e-40,0.343871911500656,0.502,0.374,1.78584560117814e-35
"GTF2I",9.13163342511491e-40,-0.345041741529323,0.149,0.311,2.16200552973021e-35
"RANBP10",1.01759536869483e-39,-0.628346484872055,0.36,0.514,2.40925879492188e-35
"ERFE",1.17200004166165e-39,0.357525426125148,0.367,0.243,2.77482729863812e-35
"BBC3",2.69492078509293e-39,0.293822768710558,0.541,0.397,6.38049445078603e-35
"APRT",2.79411922028247e-39,-0.467926079599878,0.154,0.301,6.61535666594077e-35
"CDK6",3.2656426089778e-39,-0.409978081685557,0.063,0.196,7.73173544101583e-35
"DNPH1",3.38387212709536e-39,-0.255985378525281,0.092,0.24,8.01165564811098e-35
"ACSL4",5.50660343611444e-39,-0.258655780860054,0.06,0.195,1.30374342953445e-34
"RERE",5.61923118393501e-39,-0.332419970815704,0.081,0.225,1.33040917510845e-34
"GNAQ",5.89745711216283e-39,-0.588369856849715,0.225,0.369,1.39628194587567e-34
"UBR4",5.91792486538547e-39,-0.464728533396842,0.162,0.327,1.40112789112867e-34
"SPECC1",6.05539791849654e-39,-0.766879199428371,0.549,0.648,1.43367601118324e-34
"AGPAT4",1.02601701395522e-38,-0.637751172472726,0.151,0.301,2.42919788224037e-34
"HERC1",1.12114595779321e-38,-0.820583340957103,0.467,0.615,2.65442516967122e-34
"EIF5",1.4680548949804e-38,-0.604479770861537,0.694,0.759,3.47576676935559e-34
"CA8",1.52452608758382e-38,-0.622077043284914,0.357,0.508,3.60946796496344e-34
"EIF3E",1.65056871288155e-38,-0.535392089173889,0.278,0.413,3.90788648461836e-34
"ERH",2.04657619104906e-38,0.268604600842115,0.625,0.433,4.84547378992775e-34
"RCL1",2.10423844127137e-38,-0.53158172354177,0.311,0.468,4.98199493355409e-34
"PITX1",2.54994713772562e-38,0.317562256924937,0.303,0.181,6.03725484327917e-34
"MCM3",3.34270958754412e-38,-0.288421604551531,0.11,0.26,7.91419921946947e-34
"RPP21",3.38978411482898e-38,0.320202374502337,0.4,0.282,8.0256528702691e-34
"RPS6KC1",3.87559044350042e-38,-0.250554954132138,0.061,0.195,9.1758479340316e-34
"CKAP2L",3.88605603295974e-38,0.281147516689878,0.417,0.288,9.20062626363549e-34
"MARK3",4.88669054738368e-38,-0.667923486131543,0.611,0.695,1.15697285399856e-33
"YBX1",5.73538199156068e-38,0.280116131931108,0.984,0.89,1.35790904032191e-33
"CAMKMT",6.63521701482954e-38,-0.678371900592321,0.268,0.423,1.57095398043104e-33
"CTSL",6.78544583739381e-38,0.260208914616704,0.63,0.478,1.60652215646136e-33
"PIBF1",6.9168530958243e-38,-0.309971889125523,0.111,0.262,1.63763413896736e-33
"NUCB2",8.10069136958022e-38,0.286995669444695,0.588,0.41,1.91791968866181e-33
"ST3GAL3",1.12264462223785e-37,-0.318385443696986,0.083,0.224,2.65797340761033e-33
"UBE4B",1.26235166043415e-37,-0.45364531951428,0.168,0.33,2.9887437912439e-33
"MTRNR2L8",1.64795724590728e-37,-0.54922623317794,0.559,0.653,3.90170357541008e-33
"RAD51B",2.1021962280173e-37,-0.354507310713113,0.078,0.215,4.97715978945376e-33
"UBC",2.3290191399205e-37,-0.416208287998689,0.856,0.847,5.51418571567577e-33
"SF3B3",3.04714051478352e-37,-0.268430226444249,0.093,0.239,7.21440988280145e-33
"SLC25A21",3.27588192313205e-37,-0.873946740920794,0.303,0.426,7.75597804120745e-33
"PRDX2",3.40385271716097e-37,0.278337857750159,0.987,0.89,8.0589616931503e-33
"S100A6",3.65921893897995e-37,-2.42216460747035,0.446,0.521,8.66356675992892e-33
"SERINC5",4.07835722546039e-37,-0.307719783818652,0.065,0.197,9.65591856700002e-33
"H2AFX",4.09399297416373e-37,0.30676345710224,0.505,0.37,9.69293776563006e-33
"HNRNPC",5.19458103351317e-37,-0.474501480571944,0.465,0.561,1.22986900549458e-32
"UBE2D2",5.41204053487633e-37,0.276938274781252,0.654,0.503,1.28135471703732e-32
"NCOA4",5.45620580059117e-37,-0.639092447203244,0.59,0.709,1.29181128534796e-32
"JARID2",6.00351446191224e-37,-0.567238462728019,0.255,0.402,1.42139208400234e-32
"GIHCG",7.48306597856218e-37,-0.308155346436625,0.109,0.252,1.77169070108438e-32
"ARPC5",8.92329290824682e-37,0.327704280549976,0.446,0.321,2.11267882895652e-32
"EXOC4",1.03729704666985e-36,-0.414609823887096,0.133,0.28,2.45590448769554e-32
"NOP58",1.18849887323861e-36,-0.295941002498718,0.107,0.25,2.81388993227973e-32
"GOT1",1.28932550422731e-36,0.29845071824379,0.335,0.219,3.05260706380859e-32
"DECR1",1.52218648607086e-36,-0.301552336409961,0.181,0.34,3.60392872442136e-32
"TMEM131L",1.88704351309494e-36,-0.823385787273879,0.481,0.601,4.46776422160359e-32
"BCLAF1",1.99940987243085e-36,-0.278273029043869,0.18,0.337,4.73380281396728e-32
"TTTY14",2.05349489995642e-36,-0.285062141785128,0.053,0.178,4.86185452513681e-32
"XACT",2.21671626565981e-36,-0.661996476404798,0.026,0.135,5.24829743057616e-32
"GSPT1",2.59178449601115e-36,-0.466927892855815,0.465,0.596,6.136308972756e-32
"GHITM",2.70010814180582e-36,0.332265446190808,0.787,0.67,6.39277603653947e-32
"SUMF1",2.70760849762334e-36,-0.255302255404173,0.061,0.191,6.41053387897302e-32
"LAPTM5",2.93091126729351e-36,-0.276655115548957,0.081,0.219,6.9392255164441e-32
"POLE3",3.11184915131802e-36,-0.283944730858028,0.151,0.3,7.36761405066054e-32
"MACO1",3.61547084974542e-36,-0.602101276499305,0.359,0.516,8.55998878385725e-32
"CPOX",4.16006765587104e-36,0.250649605823375,0.726,0.566,9.84937618204028e-32
"NDUFA6",5.29093246362411e-36,0.285905004885506,0.657,0.471,1.25268117008764e-31
"UBAC2",6.03956627509739e-36,-0.354283637963735,0.159,0.309,1.42992771129206e-31
"DANCR",6.2802013927892e-36,-0.265588517131682,0.057,0.181,1.48690048175677e-31
"RFX3-AS1",7.8674473978907e-36,-0.48148963669088,0.181,0.334,1.8626968459246e-31
"SIK3",8.91211189287769e-36,-0.611835023146788,0.278,0.432,2.11003161175772e-31
"HLA-C",9.74192229910426e-36,0.345447216359375,0.577,0.447,2.30649752353593e-31
"CAPRIN2",1.04568088459654e-35,-0.29830027894454,0.109,0.253,2.47575406237077e-31
"RTL8A",1.1437806662259e-35,0.273151953344604,0.222,0.123,2.70801510535643e-31
"MKRN1",1.16157559169088e-35,-0.721407708556402,0.476,0.603,2.75014637088732e-31
"SNTB1",1.39928978399916e-35,-0.349729524846344,0.108,0.249,3.31295849259642e-31
"KDM6A",1.74184024044325e-35,-0.521579946022702,0.231,0.39,4.12398095327343e-31
"PDZD8",1.89771881772415e-35,-0.37514289672434,0.208,0.364,4.4930390728437e-31
"ST3GAL2",2.68378062380659e-35,-0.400807663392238,0.175,0.329,6.35411900492448e-31
"LCLAT1",5.4050220476677e-35,-0.253354014014345,0.09,0.227,1.27969302000581e-30
"MARCH6",5.50906395135305e-35,-0.399802572116676,0.236,0.402,1.30432598112235e-30
"HINT2",7.92389139339574e-35,0.272513655058313,0.482,0.342,1.87606052630038e-30
"WDR70",9.61765405129564e-35,-0.281770905338483,0.092,0.23,2.27707577318476e-30
"PCMTD1",1.67406435509786e-34,-0.433522149083761,0.198,0.355,3.96351476712969e-30
"RAB10",2.00504423289938e-34,-0.472381934052021,0.459,0.599,4.74714272581256e-30
"CARHSP1",2.14946824754081e-34,0.306527727423957,0.603,0.461,5.08908102287761e-30
"DCAF8",2.48031032867564e-34,-0.446673823418734,0.217,0.372,5.87238273417245e-30
"HIST1H2AJ",2.50847959195271e-34,0.282841208564036,0.243,0.141,5.93907628190723e-30
"NT5C2",3.18986923218663e-34,-0.45286112525352,0.08,0.21,7.55233439412506e-30
"MED13L",3.5839529054236e-34,-0.710971447719613,0.379,0.515,8.48536689888092e-30
"NMNAT3",3.83535491935844e-34,-0.281853243971552,0.112,0.251,9.08058630707304e-30
"MAPK14",4.97320838558199e-34,-0.425967779603687,0.215,0.369,1.17745681737039e-29
"KPNA6",5.49683940194201e-34,-0.334075516085047,0.131,0.279,1.30143169680379e-29
"USP9X",6.59745344847362e-34,-0.449996313515984,0.274,0.436,1.56201307846061e-29
"ELL2",9.01779386335418e-34,-0.567781761725578,0.316,0.468,2.13505287508774e-29
"ANKRD17",1.09235856083619e-33,-0.397911298398341,0.21,0.362,2.58626812863575e-29
"RPL41",1.2906101631318e-33,-0.939566221767191,0.979,0.929,3.05564862223086e-29
"PSMD8",1.37163708492412e-33,0.256497814416907,0.691,0.522,3.24748796226635e-29
"MT-ND1",1.82324979250074e-33,-1.00457472155971,0.567,0.597,4.31672620872475e-29
"AP2S1",2.21612625911114e-33,0.267605611262435,0.819,0.646,5.24690053107154e-29
"GAB1",2.25892740497788e-33,-0.540226819523619,0.283,0.43,5.34823652402562e-29
"JAK2",2.57924474270831e-33,-0.385212841626381,0.167,0.313,6.10661985283621e-29
"ZMYND8",2.62501029871824e-33,-0.603915526710652,0.422,0.52,6.21497438324531e-29
"PSMG2",2.70585458924194e-33,0.30852763708939,0.505,0.39,6.40638132548922e-29
"CDKAL1",2.78326286098554e-33,-0.33885884531475,0.119,0.258,6.58965314966936e-29
"MARCH8",2.85886416941969e-33,-0.690546728916673,0.463,0.59,6.76864680751807e-29
"VPS13D",3.06541241353307e-33,-0.325643601883085,0.116,0.256,7.25767043028089e-29
"CRADD",4.49534402325979e-33,-0.286132154095657,0.08,0.207,1.06431765094699e-28
"CAB39",5.18768430939417e-33,-0.329365447588085,0.14,0.287,1.22823613709216e-28
"BLOC1S2",5.62785063651447e-33,0.313705664138756,0.428,0.313,1.33244991670116e-28
"SRRD",6.81056540576363e-33,-0.322409971691179,0.13,0.269,1.6124694654686e-28
"BMPR2",7.36638057053515e-33,-0.281080474480596,0.085,0.214,1.7440642638799e-28
"ZBTB20",9.9915382075737e-33,-0.447853914243038,0.164,0.305,2.36559658602515e-28
"IMPDH2",1.1264440093468e-32,-0.29075550476822,0.108,0.24,2.66696883652948e-28
"ANKRD12",1.32850297544876e-32,-0.530772540613935,0.447,0.553,3.14536364467249e-28
"RPL22L1",1.6352182984613e-32,-0.390366902888239,0.146,0.281,3.87154284343697e-28
"NMU",1.66755041355192e-32,-0.361640735565094,0.064,0.18,3.94809235912553e-28
"RPL23",1.96560953152966e-32,-1.28315987647805,0.613,0.593,4.65377712684963e-28
"ATG2B",2.17732122715666e-32,-0.342982202593686,0.08,0.207,5.15502573741612e-28
"TTC1",2.38807781834963e-32,-0.323321095953495,0.229,0.384,5.65401304272459e-28
"SPIDR",4.38939402150736e-32,-0.269884055004447,0.067,0.188,1.03923292853208e-27
"ATP5F1A",4.54278682113492e-32,-0.525241087931431,0.296,0.406,1.0755502077719e-27
"REXO2",4.92262251608211e-32,-0.389797599376842,0.514,0.624,1.1654801069076e-27
"ATAD2B",1.11848179158461e-31,-0.284056022101342,0.129,0.271,2.64811748975573e-27
"RAD51C",1.1869574181086e-31,0.301235021721096,0.37,0.266,2.81024038311393e-27
"FADS1",1.5513725202968e-31,-0.287283283152086,0.11,0.24,3.6730295790547e-27
"PDCD4",1.69097703756854e-31,-0.294308896674917,0.123,0.256,4.00355723414727e-27
"PSME4",1.69140316385625e-31,-0.465484991331723,0.209,0.361,4.00456613074607e-27
"SLC5A4-AS1",2.21552773082342e-31,-0.743670701252047,0.112,0.234,5.24548345549753e-27
"LMO2",2.56150601123556e-31,-0.460659475583337,0.264,0.388,6.0646216322013e-27
"ZDHHC14",2.60631188253678e-31,-0.41845350604033,0.152,0.286,6.17070401309409e-27
"CDKN2C",3.44901059592373e-31,0.324147664121981,0.43,0.317,8.16587748690902e-27
"SLC40A1",3.62382363778668e-31,-0.529859397605212,0.402,0.535,8.57976484482373e-27
"ADK",4.29715260709134e-31,-0.32881177167957,0.135,0.271,1.01739385125495e-26
"SLC48A1",4.42025866467937e-31,0.262148206824333,0.365,0.259,1.04654044144949e-26
"UBE2O",4.51510714409598e-31,-0.328536249612652,0.102,0.233,1.06899676743616e-26
"BSG",4.97160130782715e-31,-0.479611115133687,0.944,0.931,1.17707632564116e-26
"DNAJC6",5.6534993578083e-31,-0.487561038254516,0.254,0.398,1.33852250795469e-26
"GLRX5",7.05435131867096e-31,-0.368562908314475,0.972,0.938,1.67018821820854e-26
"TAOK3",8.56529622084049e-31,-0.472111535004714,0.271,0.417,2.0279195332462e-26
"UIMC1",9.71525657547596e-31,-0.515381347586683,0.304,0.453,2.30018414680969e-26
"RPIA",1.12138882967145e-30,-0.422989818352024,0.358,0.504,2.65500019313012e-26
"FRYL",1.14304227034e-30,-0.534527350813535,0.338,0.478,2.70626687925697e-26
"MT-ND2",1.20991131792553e-30,-0.748742361314365,0.377,0.484,2.86458603632047e-26
"PHB",1.65868164372648e-30,-0.29688491377236,0.109,0.235,3.92709465968681e-26
"PIM1",1.98205084950247e-30,-0.672841422941286,0.524,0.634,4.69270359128206e-26
"APC",2.31601885743946e-30,-0.276061322550519,0.131,0.268,5.48340624687366e-26
"TFRC",2.39753989986025e-30,-0.596581607557974,0.851,0.756,5.67641546690913e-26
"PLEK2",2.47119816383064e-30,0.256224792941875,0.344,0.228,5.85080877268543e-26
"AKAP8L",2.527015946768e-30,-0.457889224248812,0.327,0.479,5.98296295556791e-26
"UBE2K",2.89039811107148e-30,-0.421327435260325,0.392,0.53,6.84330656777284e-26
"DCK",3.63050689632648e-30,0.282293806970195,0.464,0.353,8.59558812774258e-26
"MAZ",4.46588821335678e-30,0.338606971695288,0.407,0.307,1.05734369339435e-25
"ARL15",4.98400516988815e-30,-0.425038704633116,0.149,0.282,1.18001306402272e-25
"GSE1",5.09417972526401e-30,-0.330250258222518,0.152,0.296,1.20609799175351e-25
"CSDE1",6.54517748337137e-30,-0.360443237244666,0.47,0.586,1.549636220963e-25
"VPS13B",6.934721001696e-30,-0.75639053012776,0.451,0.565,1.64186454436154e-25
"ZNF207",9.61410847695482e-30,-0.335678452853584,0.221,0.37,2.27623632300382e-25
"HIST2H2AC",1.16277765722167e-29,0.258866842238632,0.517,0.369,2.75299238123804e-25
"BRD7",1.86925281237524e-29,0.284650759312879,0.557,0.432,4.42564295857961e-25
"NIPBL",2.16677215499968e-29,-0.474055082896361,0.383,0.503,5.13004975417723e-25
"LINC00278",2.46130190409435e-29,-0.439196138570585,0.154,0.286,5.82737838813378e-25
"CDC27",2.57226785150432e-29,-0.501979649227646,0.606,0.669,6.09010136522163e-25
"BAZ2B",2.58328902354928e-29,-0.25890965604466,0.075,0.192,6.11619509215527e-25
"CNIH4",2.73126238048806e-29,0.250315959369163,0.336,0.231,6.46653681204353e-25
"PVT1",2.81293216538877e-29,-0.358642349490968,0.104,0.231,6.65989819477445e-25
"NAPRT",2.89766549386423e-29,0.269596810000169,0.393,0.291,6.86051282327295e-25
"TNRC6A",3.53044835545889e-29,-0.327402596932135,0.196,0.343,8.35868952638446e-25
"PPP2R2A",3.95462447299757e-29,-0.356545302855158,0.127,0.257,9.36296890226904e-25
"UGGT1",4.41456929378383e-29,-0.295538507193125,0.169,0.31,1.04519342599626e-24
"COX17",7.79781624944102e-29,0.287160862555088,0.512,0.403,1.84621097521765e-24
"ZMYM2",8.51556993356875e-29,-0.265582923457692,0.107,0.233,2.01614633747174e-24
"NPM1",9.9978299710333e-29,-1.10120649543747,0.345,0.424,2.36708622394184e-24
"LSS",1.0218253779314e-28,-0.311230689572007,0.06,0.167,2.41927376479038e-24
"C1orf35",1.16934993008801e-28,0.293317368039576,0.343,0.248,2.76855289447638e-24
"ADD2",1.34434872909617e-28,-0.31544411101957,0.227,0.362,3.1828800510081e-24
"AP000919.2",1.41332236513801e-28,-0.304063097899705,0.03,0.121,3.34618203170075e-24
"STAM",2.20485340730248e-28,-0.506404253915034,0.394,0.531,5.22021092712936e-24
"ST6GALNAC4",2.34971339939983e-28,0.257409228870071,0.58,0.466,5.56318144441903e-24
"IGF1R",2.57702929824771e-28,-0.534695955394773,0.249,0.382,6.10137456653128e-24
"TENT5C",2.89776126812567e-28,-0.490656602458686,0.33,0.458,6.86073957841433e-24
"BCAS3",2.98375948429008e-28,-0.481699717206355,0.139,0.265,7.06434895500518e-24
"FOXP1",3.03156450639098e-28,-0.566817952838624,0.485,0.581,7.17753212533129e-24
"EPS15",3.49804614291867e-28,-0.304427118079237,0.191,0.328,8.28197404797425e-24
"RAD51AP1",3.66443495575434e-28,0.271439053589669,0.419,0.31,8.67591620124398e-24
"PPA1",3.75742750512675e-28,-0.255140631658225,0.113,0.235,8.8960853611381e-24
"SYNCRIP",3.79847933201356e-28,-0.26522860362449,0.143,0.274,8.9932796664753e-24
"NBAS",4.36565929857037e-28,-0.528193690737459,0.297,0.422,1.03361349552952e-23
"ZNF451",5.07741445691677e-28,-0.498696141761593,0.388,0.519,1.20212864681961e-23
"SNHG5",5.27633587559999e-28,-0.301144057221056,0.106,0.223,1.24922528190705e-23
"TTC17",5.39192423952254e-28,-0.346163571175189,0.16,0.293,1.27659198294936e-23
"IRF3",6.1008329404191e-28,-0.295832942710493,0.086,0.2,1.44443320697363e-23
"PUM1",7.06009685319148e-28,-0.308084338440268,0.165,0.304,1.67154853096161e-23
"KDM2A",7.70840515480316e-28,-0.346173516126299,0.176,0.313,1.8250420044512e-23
"KDM5A",8.99985595390257e-28,-0.284536571960854,0.175,0.316,2.13080589564597e-23
"MOB1B",1.2025384736529e-27,-0.584221644197676,0.485,0.595,2.84713009022061e-23
"PPIP5K2",1.23877879914866e-27,-0.306766248390193,0.204,0.342,2.93293268486436e-23
"TRIP12",1.35345163472476e-27,-0.319825310477168,0.217,0.356,3.20443209037435e-23
"RIF1",1.41739245080135e-27,-0.362181536497412,0.198,0.323,3.35581836651727e-23
"GLUL",1.47146823006879e-27,-0.416648949618456,0.579,0.681,3.48384818151087e-23
"SH3BGRL",1.59442885904959e-27,-0.376503842550883,0.446,0.56,3.7749697666858e-23
"TAFA2",1.85830360653056e-27,-0.355056151903737,0.123,0.244,4.39971961882177e-23
"IMMP2L",2.2440639586657e-27,-0.287664528407429,0.065,0.171,5.31304582853692e-23
"RNF19A",2.73756549204115e-27,-0.653960608712013,0.425,0.538,6.48146005895663e-23
"EIF1AY",2.75375573165423e-27,-0.476472117842686,0.724,0.763,6.51979207026456e-23
"BTF3",3.3340157875779e-27,-0.344194559495761,0.901,0.84,7.89361577866944e-23
"UBR5",5.98316170310232e-27,-0.300165247705246,0.159,0.293,1.41657336482651e-22
"SESN3",6.29534455550721e-27,-0.719102715567732,0.324,0.424,1.49048577696189e-22
"OGA",6.6615813159518e-27,-0.300622505286754,0.188,0.33,1.57719599236475e-22
"TBC1D22A",8.43892469438089e-27,-0.256304948596427,0.131,0.261,1.99799981064162e-22
"BBX",1.11170526543189e-26,-0.298412307392538,0.177,0.312,2.63207338643655e-22
"GLYR1",1.17663573351932e-26,-0.263052887332771,0.17,0.308,2.78580276268034e-22
"SOS1",1.2651257548653e-26,-0.329379341908465,0.148,0.275,2.99531173721909e-22
"FDXR",1.35668434371332e-26,0.337511023975823,0.327,0.226,3.21208585217565e-22
"BIRC6",1.54365618718222e-26,-0.27946107538161,0.169,0.303,3.65476038877263e-22
"DHRS13",1.77654657072491e-26,0.256921811122708,0.372,0.274,4.20615166084829e-22
"RDX",1.85000772898142e-26,0.271880419408241,0.443,0.342,4.3800782991364e-22
"SRGN",2.12917692314482e-26,-0.351238369992336,0.055,0.156,5.04103928323768e-22
"MAD2L2",2.23690774348021e-26,0.280752674080747,0.295,0.209,5.29610277346375e-22
"ETFA",3.48067358652668e-26,-0.358635444062884,0.333,0.445,8.24084278346057e-22
"XRN1",3.50264398935852e-26,-0.419229346314344,0.294,0.435,8.29285990920524e-22
"PICALM",4.61467998925628e-26,-0.66100992255607,0.509,0.564,1.09257163425632e-21
"INPP5D",4.98097095425688e-26,-0.307006277338162,0.152,0.278,1.17929468312986e-21
"CUL3",8.70933323972607e-26,-0.311601028846243,0.206,0.344,2.06202173783754e-21
"USP24",8.72216715543038e-26,-0.435837378250805,0.264,0.389,2.0650602957197e-21
"TENT2",1.18975949661738e-25,-0.26650334437167,0.152,0.281,2.81687458419131e-21
"PIK3CA",1.26719910045441e-25,-0.302731489181267,0.096,0.207,3.00022059023587e-21
"KANSL1",1.385671294308e-25,-0.391267170215492,0.212,0.345,3.28071535640362e-21
"ITFG1",1.57670217564059e-25,-0.378817736785367,0.238,0.365,3.73300007104667e-21
"GDE1",1.70214637858841e-25,-0.347703404103754,0.25,0.383,4.03000176594592e-21
"ARIH1",1.75332188937768e-25,-0.310835293429708,0.183,0.317,4.15116490529059e-21
"USP34",1.92748198577023e-25,-0.350269118515445,0.233,0.366,4.56350634950959e-21
"MDH2",1.96338487394837e-25,-0.266175592829949,0.175,0.301,4.64851002756016e-21
"DLG1",2.4896830279162e-25,-0.395801511843648,0.242,0.373,5.8945735368944e-21
"RREB1",2.65380092401284e-25,-0.258622950005322,0.107,0.224,6.2831390676928e-21
"MAP2K2",3.41351546504925e-25,-0.589723645139516,0.494,0.539,8.0818392150506e-21
"KIAA0232",3.56735128944299e-25,-0.557250068678876,0.393,0.517,8.44606091288522e-21
"MLXIP",3.9499549199179e-25,-0.362009638485684,0.241,0.379,9.35191326839763e-21
"ASXL1",4.15747480882594e-25,0.252165595418539,0.471,0.374,9.84323735737628e-21
"PCNP",4.33879118781556e-25,0.250181092004338,0.513,0.415,1.02725220162721e-20
"WRN",5.26354628546381e-25,-0.486924365555755,0.33,0.45,1.24619721854641e-20
"RNF5",5.53369041588457e-25,0.267855054483083,0.493,0.385,1.31015654286483e-20
"NASP",5.82969448957267e-25,-0.673911916406984,0.304,0.381,1.38023846735123e-20
"ZNF638",5.84647447669129e-25,-0.354243694539722,0.256,0.387,1.38421129710143e-20
"ARID4B",7.17849007699385e-25,-0.365198451777167,0.272,0.409,1.69957931062906e-20
"TMEM242",7.29184546058398e-25,-0.253900138525647,0.108,0.223,1.72641733124786e-20
"MED13",9.56341628456941e-25,-0.385797745665781,0.265,0.401,2.26423443953465e-20
"SGMS1",9.89130706083859e-25,-0.720188948063682,0.473,0.56,2.34186585972414e-20
"MKLN1",1.14160085579193e-24,-0.412395418170654,0.261,0.393,2.70285418617298e-20
"CREG1",1.2532691478012e-24,-0.439512940632816,0.313,0.448,2.96724003433412e-20
"GALNT10",1.26564526598081e-24,-0.283067404121294,0.159,0.283,2.99654173173616e-20
"MYL4",1.7453460966002e-24,-0.415890739087596,0.592,0.65,4.13228141831063e-20
"CANX",1.88538045917388e-24,-0.254221241082691,0.156,0.277,4.46382677514009e-20
"HELZ",1.92228675557293e-24,-0.339657104117307,0.181,0.31,4.55120612249446e-20
"ITSN1",3.31152602796401e-24,-0.386187673226004,0.177,0.296,7.84036902380759e-20
"HBS1L",4.37851063950668e-24,-0.252307392932647,0.209,0.335,1.0366561790096e-19
"ZNF326",4.65234048914919e-24,-0.278297318681356,0.264,0.4,1.10148813421096e-19
"OSBPL6",4.95783928173382e-24,-0.332568230144485,0.074,0.174,1.1738180283433e-19
"EMC9",5.08036880904038e-24,0.261244298094767,0.337,0.249,1.2028281192284e-19
"RABGAP1L",5.6697482967461e-24,-0.70817154978089,0.578,0.619,1.34236960673761e-19
"ANK1",9.57691763101475e-24,-0.627182927390555,0.89,0.812,2.26743101831905e-19
"TM9SF3",9.8401080128327e-24,-0.373393089716404,0.356,0.479,2.32974397311827e-19
"STK17A",1.25376705399427e-23,0.403223833683535,0.675,0.6,2.96841887703683e-19
"GNA12",1.40046641946269e-23,-0.253435679789723,0.138,0.259,3.31574429471986e-19
"CHD9",1.7546337441106e-23,-0.30371723379543,0.226,0.354,4.15427085255625e-19
"TMEM245",1.88391286201316e-23,-0.285090090523781,0.175,0.298,4.46035209210236e-19
"ABCC4",1.92715920340188e-23,-0.831239208042117,0.412,0.512,4.56274212997429e-19
"ZCRB1",1.92806931287142e-23,0.25959297547271,0.442,0.351,4.56489690515438e-19
"PNN",2.14593567813415e-23,-0.2703498245342,0.161,0.275,5.08071731155041e-19
"MRPS24",2.91389200323804e-23,-0.287893484658091,0.154,0.266,6.89893070686639e-19
"MTMR3",3.00200015000772e-23,-0.438283155214141,0.194,0.314,7.10753555515829e-19
"AC073529.1",3.18340327015921e-23,-0.314493852166656,0.082,0.182,7.53702558242895e-19
"MED25",3.18798477108662e-23,-0.288508393644271,0.192,0.322,7.54787274402467e-19
"VTI1A",3.29300150525157e-23,-0.295787722442528,0.176,0.296,7.79651036383362e-19
"ZFAND5",3.78875788074396e-23,-0.645932049952718,0.299,0.412,8.97026315844941e-19
"SH3BGRL3",4.3986218702535e-23,-0.85204357931876,0.638,0.693,1.04141771400122e-18
"GMPR",4.55916672138978e-23,-0.390730194124408,0.703,0.753,1.07942831295625e-18
"ASH1L",4.82078384141098e-23,-0.402216555255474,0.288,0.41,1.14136878229246e-18
"SPPL3",5.73547239344888e-23,-0.289135385086281,0.175,0.298,1.35793044387296e-18
"UTY",5.8790736463998e-23,-0.395028641621111,0.26,0.384,1.39192947652162e-18
"CLASP1",6.0803414152507e-23,-0.339125032668815,0.175,0.298,1.43958163347475e-18
"SNX13",6.53614038872134e-23,-0.257196318928952,0.139,0.259,1.54749659843367e-18
"TUFM",7.51007122509137e-23,-0.303155142902071,0.188,0.3,1.77808446325263e-18
"MSI2",9.54448493594886e-23,-0.384783408740372,0.157,0.275,2.25975225343525e-18
"SETD2",1.01644604160638e-22,-0.334052931730559,0.231,0.358,2.40653764810727e-18
"KMT2A",1.31259488298641e-22,-0.289515884723158,0.227,0.355,3.10769964495863e-18
"STK17B",1.52607344282943e-22,-0.38249858754504,0.188,0.303,3.61313148324295e-18
"ARMC8",1.72158979244309e-22,-0.286270936475652,0.248,0.375,4.07603599258827e-18
"WWOX",1.95902518937099e-22,-0.304795782293078,0.086,0.185,4.63818803835476e-18
"ELOVL6",2.06777040381865e-22,-0.354188290004103,0.167,0.282,4.89565320808104e-18
