,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
HSPA8,5.84361192811918e-10,0.308641991984675,0.32,0.182,1.3835335601015e-05
UFD1,7.03109241125874e-10,0.308874584240263,0.153,0.061,1.66468143928962e-05
REEP5,8.48013148843518e-10,0.276780638036204,0.147,0.057,2.00775593120191e-05
FBXO9,9.26707875185689e-10,-0.342560756133982,0.447,0.531,2.19407356528964e-05
SLC25A5,9.73933783147249e-10,0.270666350740543,0.177,0.076,2.30588562497943e-05
MYL4,9.85675080082011e-10,-0.408518028048406,0.494,0.598,2.33368431960217e-05
UQCR11,9.88466116349796e-10,0.292701085780593,0.65,0.497,2.34029237706978e-05
JARID2,1.00002329301134e-09,0.399348975017088,0.277,0.153,2.36765514853366e-05
CNPPD1,1.03171079763799e-09,0.263134594120331,0.361,0.213,2.44267848448769e-05
RAP2B,1.10998344596261e-09,0.321255922909441,0.409,0.252,2.62799680666108e-05
GMPR,1.11783319128589e-09,0.327797198468418,0.767,0.638,2.64658186368847e-05
RFX7,1.26206873413045e-09,0.280518921281654,0.167,0.072,2.98807393492725e-05
CWC15,1.32572299434337e-09,0.291960205890381,0.453,0.288,3.13878176140736e-05
UBE4B,1.34574283162305e-09,0.459013740202532,0.29,0.161,3.18618072815073e-05
TRIM24,1.44754850973269e-09,0.359656493467872,0.196,0.095,3.42721585164311e-05
CBFA2T3,1.68804554310994e-09,0.343573013716579,0.105,0.033,3.99661662786709e-05
HSP90AB1,1.74691146397806e-09,0.579554943243402,0.621,0.464,4.13598758211445e-05
FUS,1.83244649180952e-09,0.331168690745917,0.183,0.084,4.33850031400822e-05
DNAJA1,1.86137700848813e-09,0.34298270850279,0.507,0.348,4.4069962052965e-05
REEP4,2.13680001716307e-09,0.265321885078438,0.117,0.04,5.05908772063528e-05
PPP3R1,2.5078481039862e-09,0.337493882348438,0.476,0.313,5.93758117099773e-05
FGFR1OP2,2.58744720610688e-09,-0.250409875850737,0.602,0.661,6.12604000517866e-05
ACTR3,2.6032833514851e-09,0.285047411245052,0.45,0.287,6.16353366297612e-05
PITHD1,2.85983541335871e-09,-0.405745863713097,0.558,0.615,6.77094632466808e-05
ATP6V0B,2.91279182997077e-09,0.310928335505808,0.405,0.251,6.8963259366388e-05
MAP1LC3B,3.05292832637387e-09,0.427878780709103,0.692,0.545,7.22811310552277e-05
ZC3H15,3.14064991123516e-09,0.325210125289122,0.431,0.273,7.43580272984036e-05
KDM7A-DT,3.25897229677337e-09,0.262175570100033,0.153,0.064,7.71594280984062e-05
NT5C,3.29662769436123e-09,0.282432032182,0.127,0.047,7.80509572916965e-05
EPN2,3.5794653694355e-09,-0.516774955183661,0.103,0.185,8.47474220867549e-05
MT-CYB,3.71154441889228e-09,-0.292756994897159,0.499,0.616,8.78745256616935e-05
ADIPOR1,3.82916358764349e-09,0.278104795654848,0.506,0.338,9.06592771010473e-05
RMC1,3.89700123235564e-09,0.326412700470714,0.154,0.065,9.2265401177252e-05
TLN2,3.99126943904133e-09,-0.41289308408199,0.07,0.147,9.44972952387425e-05
AURKAIP1,4.3189262295142e-09,0.283693766577518,0.273,0.152,0.000102254897409978
MAX,4.50108858899958e-09,0.254678928547132,0.22,0.112,0.000106567773433154
PTGES3,4.61927880408891e-09,0.354117363361363,0.71,0.582,0.000109366044965609
TMEM50A,4.6270822846091e-09,0.356428559776169,0.445,0.295,0.000109550800170405
UBE2R2,4.85134215026717e-09,0.262477785460984,0.183,0.086,0.000114860376749725
NEAT1,5.09882633919226e-09,0.405228016503604,0.809,0.709,0.000120719812406716
HEBP1,5.4224521228232e-09,0.271323956337919,0.274,0.152,0.000128381976459962
BABAM2,5.96120061163459e-09,0.295149639716963,0.133,0.052,0.00014113738568106
TTC25,6.25052457673253e-09,-0.324189873393251,0.068,0.142,0.000147987419878719
DNAJA2,6.4532738210846e-09,0.258386058263986,0.25,0.133,0.000152787710987999
SCPEP1,7.32781497112634e-09,0.314645753290371,0.149,0.063,0.000173493347256387
CDC34,8.24534482148337e-09,0.32800003170465,0.574,0.429,0.00019521678399344
DCAF12,8.40580200100301e-09,0.318844760926839,0.536,0.383,0.000199015768175747
HIST1H2AC,8.55377805372365e-09,0.290953125486391,0.192,0.095,0.000202519249199961
VPS41,8.78549780563637e-09,0.263937968033887,0.158,0.069,0.000208005446046247
SMAD2,8.95491732678804e-09,0.337260185209568,0.103,0.034,0.000212016622629034
DNAJB1,1.23912147711697e-08,0.253862298793837,0.18,0.086,0.000293374400922213
CDK8,1.24434851638969e-08,0.339383464174919,0.14,0.058,0.000294611954740424
ATP5MPL,1.25079447503501e-08,0.29636944548346,0.534,0.393,0.000296138099909289
ZFP91,1.28207157184886e-08,0.308520237584701,0.234,0.128,0.000303543265350937
ABHD5,1.32203162798047e-08,0.34399153221796,0.273,0.158,0.000313004208240656
AIMP2,1.58821965935582e-08,0.299861649882551,0.306,0.183,0.000376026886549084
CCND3,1.59796093305266e-08,0.356221843656457,0.176,0.086,0.000378333230509547
WDR45,1.60202452180629e-08,0.303240899497518,0.315,0.188,0.000379295325782857
TFDP2,1.67939346574342e-08,-0.338573248839198,0.668,0.743,0.000397613196949413
CDV3,1.79595862734303e-08,0.33894930991606,0.426,0.285,0.000425211164609735
CPLANE1,1.85574578889972e-08,0.411436751221546,0.165,0.079,0.000439366372979897
RPL29,1.8753283852162e-08,-0.342596876332923,0.572,0.656,0.000444002748483786
RFESD,1.94322402793031e-08,-0.316739973370765,0.468,0.541,0.00046007772085278
CMAS,2.12006787805577e-08,-0.327112112478356,0.392,0.472,0.000501947270808485
FBXL4,2.29510831985221e-08,0.26651732431603,0.163,0.075,0.000543389845808208
THUMPD1,2.48754254587954e-08,0.307316831389945,0.15,0.068,0.000588950573162439
SLC38A5,2.58601616478489e-08,-0.26955035262966,0.069,0.141,0.00061226518717447
EPSTI1,2.63366165984635e-08,0.332015379276412,0.164,0.079,0.000623545734585221
DGKH,2.65566803627318e-08,0.355684436412572,0.167,0.079,0.000628755964268037
PIP5K1B,2.71476416770468e-08,-0.422576327205547,0.236,0.331,0.000642747564345761
MOB2,2.81617661140513e-08,0.272735249339401,0.226,0.122,0.000666757974516279
TBC1D20,3.34639465821233e-08,0.323864306111106,0.237,0.133,0.000792292399278351
PCBP2,3.44633737147668e-08,0.255500880378958,0.398,0.261,0.000815954836070818
AC107223.1,3.50280252339903e-08,-0.40509909861454,0.214,0.299,0.000829323525439955
ASAP1,3.66917049825941e-08,-0.285022423406825,0.401,0.507,0.000868712807167897
CYSTM1,4.15473815883762e-08,0.320442829662686,0.377,0.242,0.000983675806486396
SLC16A1,4.16484438684171e-08,0.320877711729015,0.173,0.084,0.000986068557028644
BTG1,4.58081175219807e-08,0.34456296884568,0.32,0.199,0.00108455299045041
ZC3H8,5.24298774185907e-08,0.308297038943725,0.123,0.05,0.00124132977776255
SARS,5.50318493171792e-08,0.266560807084718,0.247,0.137,0.00130293406443354
MKRN1,6.45257470305564e-08,0.402767101880789,0.734,0.613,0.00152771158669545
ATP6V1B2,6.75961480353759e-08,0.26372246288165,0.175,0.086,0.00160040640088556
TUBB4B,6.94771084046585e-08,0.348799609940508,0.271,0.159,0.00164494001858869
DDX52,7.26583089414939e-08,0.324784932681579,0.236,0.132,0.00172025812249881
HIST1H1E,7.41644936077522e-08,-0.387538795359513,0.048,0.109,0.00175591855065714
LTBP1,8.83981820261228e-08,0.456196206797493,0.141,0.064,0.00209291535765048
ARRDC3,9.61482680938982e-08,0.254968740081525,0.136,0.059,0.00227640639539113
CLIC2,9.86716298350525e-08,0.350348431383724,0.506,0.356,0.0023361495079747
RNF213,1.02319374942346e-07,0.276007681630544,0.152,0.07,0.00242251352113497
TMCC2,1.026304772827e-07,0.507297727443649,0.492,0.367,0.00242987918014521
NDUFA13,1.12429557897065e-07,0.289542008915589,0.526,0.371,0.0026618822127709
UBR5,1.14222101396357e-07,0.275580571579593,0.172,0.085,0.00270432247266016
CD55,1.22224608825882e-07,0.364056725156144,0.545,0.402,0.00289378983856158
RAPGEF2,1.25503546643609e-07,0.453452812047639,0.807,0.725,0.00297142197033409
GADD45A,1.25562538620206e-07,0.538404597272307,0.61,0.507,0.00297281866437199
POMP,1.32796014548174e-07,0.289303018504939,0.594,0.44,0.00314407844044256
DAD1,1.48060425996107e-07,0.292463954924373,0.266,0.155,0.00350547864588382
ARL15,1.48913119741335e-07,0.301428236917656,0.141,0.064,0.00352566702299586
PPM1D,1.53312059371277e-07,0.323345188030281,0.107,0.041,0.00362981631767436
HBQ1,1.69411037910317e-07,0.367690913140136,0.802,0.713,0.00401097573356466
ST3GAL2,1.71565163069388e-07,0.347140835455136,0.25,0.149,0.00406197680083083
ZFAND6,1.74753368358561e-07,0.308890072114094,0.388,0.258,0.0041374607492573
TFDP1,1.93782996467709e-07,-0.349581092297285,0.246,0.33,0.00458800622436947
PHLPP2,1.96606145232695e-07,-0.307681389845735,0.19,0.274,0.00465484709452929
ARF1,1.99254770916137e-07,0.349986089263055,0.526,0.387,0.00471755595621046
TDG,2.0003384483458e-07,0.271582393384177,0.281,0.17,0.00473600131030351
EPB41L4A,2.02565824788881e-07,0.321270164074428,0.151,0.073,0.00479594846770155
MYLIP,2.0671799166677e-07,0.286197092331939,0.165,0.081,0.00489425517070244
STX2,2.13556011276662e-07,-0.353702411082026,0.147,0.228,0.00505615212298626
CYTOR,2.23562451203498e-07,0.307477197157493,0.278,0.17,0.00529306459469401
FAM104A,2.2526866016755e-07,0.31942309072118,0.578,0.45,0.00533346079812691
AFF1,2.44361681290149e-07,0.538825834299095,0.544,0.419,0.00578550716622558
TUT7,2.50754734766513e-07,0.264602911310784,0.252,0.147,0.00593686910033195
EDF1,2.53497800689481e-07,0.254428291616325,0.331,0.212,0.00600181392912415
CR1L,2.74729063602808e-07,-0.271867377840912,0.548,0.627,0.00650448530986008
PCBP1,3.11257831101856e-07,0.317729260162487,0.411,0.282,0.00736934040916754
UBE2A,3.24659733621622e-07,0.290415754031624,0.182,0.096,0.00768664385322552
SIK3,3.66888546529308e-07,0.504985797969681,0.416,0.293,0.00868645322762789
MAFG,3.6897086292528e-07,0.265558128694414,0.274,0.167,0.00873575415061893
PAIP2,4.14031518859885e-07,0.259646380158651,0.418,0.284,0.00980261024052665
FRMD4A,4.16739158183761e-07,-0.347973571174708,0.303,0.378,0.00986671630915873
STRADB,4.4870702015707e-07,-0.259759804498632,0.604,0.64,0.0106235874092388
RPL18,4.54047312744526e-07,0.263827388855699,0.679,0.554,0.0107500241765394
CTSD,4.61706261147791e-07,0.251826474280215,0.228,0.133,0.0109313574389351
TRAPPC5,5.13766980328507e-07,0.262506817172881,0.511,0.364,0.0121639470262577
TOR1AIP2,5.93527973661881e-07,0.366880540429201,0.218,0.125,0.0140523683044187
COX7B,5.94078031872711e-07,0.267712018134121,0.579,0.445,0.0140653914826183
XPR1,6.00442766586402e-07,0.288340007527238,0.213,0.121,0.0142160829416996
ID2,6.04590501132738e-07,0.470639084173857,0.274,0.175,0.0143142847048187
CCS,6.32621384813065e-07,-0.294570201983551,0.609,0.645,0.0149779439068341
MICU1,6.51801188438012e-07,0.326182360212912,0.204,0.113,0.0154320449374584
TMSB4X,7.6753057597008e-07,0.447042663980446,0.122,0.056,0.0181720539166676
RPSA,8.52150558095301e-07,-0.376774289447689,0.298,0.376,0.0201755166134643
SEC14L1,8.54363519466885e-07,0.361673003041906,0.455,0.324,0.020227910686898
MED4,9.3473092746076e-07,0.26532518234699,0.196,0.108,0.022130689438561
HTRA2,9.39978037793917e-07,-0.350472803557062,0.113,0.181,0.0222549200228088
DEDD2,9.63577699321377e-07,0.296990978446758,0.27,0.165,0.0228136656091329
MICAL2,1.01588814000444e-06,0.34153780800473,0.572,0.428,0.0240521676027452
OPTN,1.02806666530727e-06,0.372896139116399,0.723,0.605,0.024340506367815
CPB1,1.028287025892e-06,-0.357377914611709,0.143,0.217,0.024345723625019
RPL36AL,1.12045032857392e-06,0.355457887849981,0.767,0.684,0.0265277819793161
MIAT,1.173996378954e-06,0.357723676589041,0.139,0.067,0.027795538268115
NOP10,1.17724697494168e-06,0.296071655476538,0.368,0.248,0.0278724993787191
PLCL2,1.23531430747561e-06,0.476081327142658,0.483,0.372,0.0292473015437925
OSBPL9,1.30571247409348e-06,0.297337041187357,0.147,0.074,0.0309140485366372
CD59,1.39296486237051e-06,0.257714214633312,0.403,0.282,0.0329798360814842
WDR26,1.42884775476255e-06,0.373721007356631,0.592,0.474,0.0338293994417581
SELENOK,1.51846611563663e-06,0.300144483447992,0.5,0.371,0.0359512037538129
SOD1,1.56447186317027e-06,0.38446115039687,0.739,0.65,0.0370404358324194
ACSL6,1.76470107631762e-06,-0.32376635334948,0.094,0.159,0.0417810626828961
KAT2B,1.89705153892215e-06,-0.386853716674332,0.219,0.301,0.0449145922355209
PTMA,1.93002570656485e-06,0.290513984331558,0.394,0.276,0.0456952886286294
PHKB,2.374884925407e-06,0.333673703125019,0.258,0.162,0.0562277754939362
EIF2S1,2.39556118422746e-06,0.251520050503271,0.226,0.135,0.0567173065977693
DCAF11,2.43919243483513e-06,-0.346313645381428,0.377,0.43,0.0577503200871565
SMIM5,2.46625662374462e-06,-0.280627696675066,0.476,0.516,0.0583910918237776
NUDT4,2.83135949172203e-06,0.343709246447978,0.791,0.716,0.0670352673260107
ARHGAP15,2.94249921600709e-06,0.376801960488822,0.132,0.067,0.0696666114381838
DYSF,3.07510950967013e-06,0.275195698490532,0.111,0.05,0.0728062927509499
SNX22,3.46185404689027e-06,-0.281562761344003,0.085,0.145,0.081962856414174
TMEM14B,3.49894081132374e-06,-0.295925013341787,0.501,0.556,0.0828409226489009
TCP1,3.58949444683485e-06,0.250070816496342,0.225,0.133,0.0849848705232618
MRPS9,4.07730203686955e-06,-0.277703771459933,0.123,0.19,0.0965342030249234
KDM6A,4.15678958247021e-06,0.54411844606343,0.361,0.256,0.0984161501545646
YPEL4,4.65641302490314e-06,0.295232041615448,0.62,0.482,0.110245234777607
GATA1,4.75421881435744e-06,0.254182488415355,0.509,0.377,0.112560884648727
PNISR,4.79391673375258e-06,0.270248331252223,0.345,0.235,0.113500772588326
MKNK2,4.99333003286326e-06,-0.272027301363955,0.368,0.433,0.11822208185807
EIF2S2,5.9672836778919e-06,-0.310697855141304,0.446,0.503,0.141281408357769
UBE2O,6.53070226753238e-06,-0.29885417825994,0.174,0.242,0.154620906886097
RSRC1,6.67946148020116e-06,-0.424615877539086,0.296,0.366,0.158142930005243
CREBRF,7.55811505239553e-06,0.309848873181935,0.351,0.241,0.178945931980517
PIK3CA,8.25656666870207e-06,0.335342417160245,0.208,0.127,0.19548247244819
FAM117A,8.40846248449774e-06,0.4761143207612,0.586,0.467,0.199078757782968
P4HA3,8.4666236690334e-06,-0.256936024452789,0.075,0.128,0.200455781988035
KLF13,8.6524302387965e-06,-0.33403819329273,0.338,0.408,0.204854938333746
STRN3,8.75952518082804e-06,-0.461519083882817,0.233,0.299,0.207390518181285
ATP6V1D,8.88572829867968e-06,0.31281609076916,0.495,0.368,0.21037850319954
TFPI,1.07993535046836e-05,0.274796070386933,0.269,0.175,0.255685493576889
LARP1,1.10264590704136e-05,0.391232903893179,0.416,0.309,0.261062444951112
KIAA0232,1.11277345364593e-05,0.285118894111005,0.605,0.474,0.26346024288521
CLK3,1.18221497708094e-05,-0.269901542497943,0.44,0.482,0.279901217973684
NDUFC1,1.2927754800298e-05,-0.310510761280108,0.237,0.296,0.306077522651855
PIP4K2A,1.45041744836235e-05,0.297097501879585,0.632,0.518,0.34340083507427
RGCC,1.64982195415775e-05,0.307476915747582,0.715,0.641,0.39061184586639
RFX3,1.89927936477969e-05,0.267504000358997,0.25,0.161,0.44967338240524
YPEL3,2.01156791068262e-05,0.346724224617831,0.6,0.497,0.476258818533217
GABARAPL2,2.02678852531549e-05,0.268845867350205,0.698,0.572,0.479862451253695
SIL1,2.23225990186858e-05,0.274306291234928,0.115,0.057,0.528509854366406
MORF4L1,2.44146500644942e-05,0.255446943076502,0.482,0.349,0.578041254926965
ARHGEF12,3.34734270882202e-05,0.368506644568839,0.601,0.496,0.792516859740702
PHF3,3.47264324843688e-05,0.262882311042675,0.248,0.161,0.822183015499915
JUNB,3.7357811470696e-05,0.343555891751399,0.219,0.144,0.884483544380199
GYPE,4.11965893627768e-05,-0.357831323197086,0.364,0.429,0.975370449753103
CDKN2C,4.4574781265673e-05,-0.274993491865952,0.109,0.164,1
BACH1,4.57429822543762e-05,0.252370970675041,0.29,0.196,1
KLHL24,4.67257665815731e-05,0.31200141944021,0.196,0.121,1
PPP2R2A,4.78577070439457e-05,0.32771846433135,0.3,0.206,1
GABARAP,5.23040936324293e-05,0.261513697622446,0.799,0.756,1
PA2G4,5.37036925038803e-05,-0.274882841236749,0.343,0.389,1
MCM3AP,6.10295208734326e-05,0.254185427759064,0.149,0.087,1
SLC38A2,6.34964755620978e-05,0.282715078973971,0.172,0.105,1
N4BP2L2,6.35095749623432e-05,0.294040157704418,0.389,0.284,1
RFX3-AS1,7.19807130923124e-05,-0.377456333223054,0.195,0.255,1
RIOK3,9.88508618953678e-05,0.311689244711331,0.797,0.736,1
OGT,0.000147816090558348,0.276357835013018,0.166,0.103,1
EPB41,0.00015608390946178,0.369503283192077,0.872,0.832,1
ZNF746,0.000165999659228926,0.266775940010539,0.167,0.103,1
RNF10,0.000168798761942298,0.254879896001723,0.58,0.462,1
WNK1,0.000177172480383118,0.321053779285077,0.877,0.847,1
MFHAS1,0.000180794957978496,-0.337893554737641,0.173,0.225,1
ITGA4,0.000200359670998787,-0.2559905969903,0.08,0.128,1
GNA12,0.000201709425953191,0.268829713304141,0.21,0.139,1
PSME4,0.000209697632458248,0.340550757884547,0.378,0.28,1
SRSF11,0.000225489541858929,0.250297753059669,0.367,0.267,1
UBE2D3,0.000252582919033124,0.256947288962323,0.673,0.559,1
CHST11,0.000308866363352689,0.52694627308666,0.496,0.423,1
ABCB7,0.000314123429973228,-0.250516833182112,0.105,0.154,1
MT2A,0.000321966020924488,0.394277832885934,0.216,0.147,1
CAPZA2,0.000327596489042737,-0.284415946798696,0.251,0.297,1
CUX1,0.000331240432461089,0.273498005354092,0.225,0.155,1
METTL7A,0.000393010419157507,0.282165690523656,0.206,0.141,1
MAPK14,0.000401156185614854,0.292932228896596,0.269,0.194,1
YTHDC1,0.000401926793310823,0.290922504734414,0.302,0.218,1
FIS1,0.000411114271895238,0.28833232610166,0.7,0.629,1
MBNL2,0.000434579319885634,0.629113212541579,0.476,0.383,1
AP2M1,0.000440741471350668,-0.274460021855169,0.404,0.422,1
BMP2K,0.000483630608466342,0.434819611770175,0.715,0.639,1
SREBF2,0.000508981053150971,-0.271018600211567,0.117,0.167,1
ATP5IF1,0.000512022419716923,-0.314766426955776,0.357,0.406,1
RPS4X,0.000521323387790494,0.292707591953835,0.539,0.448,1
NR3C1,0.000584399058500677,0.363748214267794,0.556,0.456,1
BTRC,0.000655811223484637,-0.254141555910255,0.107,0.153,1
STAM,0.000937512411137264,0.381648584784159,0.565,0.488,1
FOXP1,0.00115539675795945,0.398279489750097,0.486,0.389,1
AP2A1,0.00121853098383365,-0.289248254998734,0.166,0.208,1
PPP1R12A,0.00123891788330781,-0.313364281393686,0.213,0.257,1
HSF1,0.00125627793537922,-0.332101911797599,0.136,0.181,1
OGDH,0.00127661236922103,0.258812656343682,0.24,0.166,1
UBE2H,0.00135009000861121,0.307836061833764,0.822,0.73,1
HMGB2,0.0015328336585981,-0.343824929230233,0.244,0.282,1
CHCHD2,0.00159340888251389,0.273182771001171,0.534,0.467,1
EEF1D,0.00193050681408993,-0.320602132244295,0.269,0.307,1
BCAS3,0.00205608466698774,-0.318339171325341,0.228,0.272,1
SREK1IP1,0.00257379749305128,-0.267939732559074,0.229,0.264,1
PTMS,0.0026298590699131,-0.268946735265325,0.386,0.417,1
CNNM2,0.00319226970513964,-0.402398300723547,0.075,0.11,1
DHX32,0.00341658174325818,0.256236400629226,0.105,0.065,1
ZC3HAV1,0.00350587785496601,0.430256958510143,0.208,0.154,1
MAN1A1,0.00365723380747818,0.266072031910143,0.829,0.767,1
CCDC144A,0.00373554497851461,-0.312147654658552,0.09,0.125,1
MBOAT2,0.00377737329401978,-0.330259800639319,0.249,0.286,1
RPL27A,0.0044721831702249,-0.253788539659398,0.587,0.567,1
CHCHD3,0.00493799874697539,-0.283392136173265,0.132,0.168,1
ABCC4,0.00554951141001064,0.380881415423003,0.487,0.413,1
TAB3,0.00579310644604839,0.255528281947994,0.295,0.225,1
CA2,0.00646267121706836,0.367565044114128,0.428,0.361,1
S100A10,0.00700332427725226,0.30891440285344,0.214,0.162,1
FAM214A,0.0078108157041127,0.252383536828866,0.213,0.159,1
SORBS1,0.00791715915730964,0.293961842176745,0.242,0.187,1
HBG2,0.00938054512555138,0.85508094486901,0.286,0.23,1
RSU1,0.0103025139090644,-0.256671064094495,0.216,0.248,1
SLC5A4-AS1,0.0113596472428344,0.335549827471963,0.182,0.141,1
TFR2,0.0124944135300056,-0.30309527270679,0.199,0.23,1
CR1,0.0144508124008222,-0.29457324029607,0.149,0.179,1
HSPB1,0.0199872895307376,0.301914861351212,0.187,0.139,1
CA8,0.0240119008312083,0.308493288358914,0.458,0.389,1
MBNL3,0.0331465553132674,-0.254235816144015,0.116,0.141,1
NUP98,0.0358886564720156,0.296770729875091,0.19,0.148,1
VTI1A,0.0697508957987973,-0.268655745346183,0.099,0.119,1
MACO1,0.0733564315423526,0.254937944674061,0.572,0.51,1
HBG1,0.102806520170321,0.371695867449259,0.247,0.213,1
CLEC16A,0.160796716103864,-0.345343954926043,0.145,0.158,1
MALAT1,0.182922375873035,0.257886342600673,0.99,0.998,1
KDM2A,0.303832538039183,-0.275272282005498,0.204,0.205,1
CD36,0.532736704512786,0.309320431702371,0.447,0.458,1
SLC22A23,0.93235834178273,0.296034470867588,0.465,0.44,1
SNX29,0.979494081179104,-0.255360573311112,0.198,0.187,1
