Cluster,Score,Type,Gene,Symbol,Network
3,19.51063829787234,Clustered,11103,KRR1,MyList_SUB1
3,19.51063829787234,Clustered,55781,RIOK2,MyList_SUB1
3,19.51063829787234,Clustered,92856,IMP4,MyList_SUB1
3,19.51063829787234,Clustered,84916,UTP4,MyList_SUB1
3,19.51063829787234,Clustered,56915,EXOSC5,MyList_SUB1
3,19.51063829787234,Clustered,23404,EXOSC2,MyList_SUB1
3,19.51063829787234,Clustered,8602,NOP14,MyList_SUB1
3,19.51063829787234,Clustered,55651,NHP2,MyList_SUB1
3,19.51063829787234,Clustered,10885,WDR3,MyList_SUB1
3,19.51063829787234,Clustered,6234,RPS28,MyList_SUB1
3,19.51063829787234,Clustered,51010,EXOSC3,MyList_SUB1
3,19.51063829787234,Clustered,9136,RRP9,MyList_SUB1
3,19.51063829787234,Clustered,9277,WDR46,MyList_SUB1
3,19.51063829787234,Clustered,54881,TEX10,MyList_SUB1
3,19.51063829787234,Clustered,6202,RPS8,MyList_SUB1
3,19.51063829787234,Clustered,55272,IMP3,MyList_SUB1
3,19.51063829787234,Clustered,27042,UTP25,MyList_SUB1
3,19.51063829787234,Clustered,54512,EXOSC4,MyList_SUB1
3,19.51063829787234,Clustered,118460,EXOSC6,MyList_SUB1
3,19.51063829787234,Clustered,84128,WDR75,MyList_SUB1
3,19.51063829787234,Clustered,10799,RPP40,MyList_SUB1
3,19.51063829787234,Clustered,10171,RCL1,MyList_SUB1
3,19.51063829787234,Clustered,64963,MRPS11,MyList_SUB1
3,19.51063829787234,Clustered,10813,UTP14A,MyList_SUB1
3,19.51063829787234,Clustered,10199,MPHOSPH10,MyList_SUB1
3,19.51063829787234,Clustered,64960,MRPS15,MyList_SUB1
3,19.51063829787234,Clustered,9790,BMS1,MyList_SUB1
3,19.51063829787234,Clustered,55759,WDR12,MyList_SUB1
3,19.51063829787234,Clustered,65083,NOL6,MyList_SUB1
3,19.51063829787234,Clustered,83732,RIOK1,MyList_SUB1
3,19.51063829787234,Clustered,80135,RPF1,MyList_SUB1
3,19.51063829787234,Clustered,705,BYSL,MyList_SUB1
3,19.51063829787234,Clustered,57050,UTP3,MyList_SUB1
3,19.51063829787234,Clustered,51077,FCF1,MyList_SUB1
3,19.51063829787234,Clustered,25926,NOL11,MyList_SUB1
3,19.51063829787234,Clustered,10607,TBL3,MyList_SUB1
3,19.51063829787234,Clustered,23481,PES1,MyList_SUB1
3,19.51063829787234,Clustered,27340,UTP20,MyList_SUB1
3,19.51063829787234,Seed,10200,MPHOSPH6,MyList_SUB1
3,19.51063829787234,Clustered,51118,UTP11,MyList_SUB1
3,19.51063829787234,Clustered,57647,DHX37,MyList_SUB1
3,19.51063829787234,Clustered,55813,UTP6,MyList_SUB1
3,19.51063829787234,Clustered,84946,LTV1,MyList_SUB1
3,19.51063829787234,Clustered,5394,EXOSC10,MyList_SUB1
3,19.51063829787234,Clustered,10556,RPP30,MyList_SUB1
3,19.51063829787234,Clustered,26121,PRPF31,MyList_SUB1
3,19.51063829787234,Clustered,22984,PDCD11,MyList_SUB1
2,11.755102040816325,Clustered,10992,SF3B2,MyList_SUB1
2,11.755102040816325,Clustered,11222,MRPL3,MyList_SUB1
2,11.755102040816325,Clustered,28973,MRPS18B,MyList_SUB1
2,11.755102040816325,Clustered,55168,MRPS18A,MyList_SUB1
2,11.755102040816325,Clustered,56945,MRPS22,MyList_SUB1
2,11.755102040816325,Clustered,51650,MRPS33,MyList_SUB1
2,11.755102040816325,Clustered,57819,LSM2,MyList_SUB1
2,11.755102040816325,Clustered,23450,SF3B3,MyList_SUB1
2,11.755102040816325,Clustered,11157,LSM6,MyList_SUB1
2,11.755102040816325,Clustered,10594,PRPF8,MyList_SUB1
2,11.755102040816325,Clustered,26589,MRPL46,MyList_SUB1
2,11.755102040816325,Clustered,64981,MRPL34,MyList_SUB1
2,11.755102040816325,Clustered,63875,MRPL17,MyList_SUB1
2,11.755102040816325,Clustered,84545,MRPL43,MyList_SUB1
2,11.755102040816325,Clustered,24148,PRPF6,MyList_SUB1
2,11.755102040816325,Clustered,9092,SART1,MyList_SUB1
2,11.755102040816325,Clustered,10285,SMNDC1,MyList_SUB1
2,11.755102040816325,Clustered,54460,MRPS21,MyList_SUB1
2,11.755102040816325,Clustered,124995,MRPL10,MyList_SUB1
2,11.755102040816325,Clustered,10907,TXNL4A,MyList_SUB1
2,11.755102040816325,Clustered,2926,GRSF1,MyList_SUB1
2,11.755102040816325,Clustered,51690,LSM7,MyList_SUB1
2,11.755102040816325,Clustered,6637,SNRPG,MyList_SUB1
2,11.755102040816325,Clustered,9553,MRPL33,MyList_SUB1
2,11.755102040816325,Clustered,65003,MRPL11,MyList_SUB1
2,11.755102040816325,Clustered,51253,MRPL37,MyList_SUB1
2,11.755102040816325,Clustered,10240,MRPS31,MyList_SUB1
2,11.755102040816325,Clustered,29074,MRPL18,MyList_SUB1
2,11.755102040816325,Clustered,5356,PLRG1,MyList_SUB1
2,11.755102040816325,Clustered,27316,RBMX,MyList_SUB1
2,11.755102040816325,Clustered,9129,PRPF3,MyList_SUB1
2,11.755102040816325,Clustered,9128,PRPF4,MyList_SUB1
2,11.755102040816325,Clustered,51021,MRPS16,MyList_SUB1
2,11.755102040816325,Clustered,4609,MYC,MyList_SUB1
2,11.755102040816325,Clustered,9343,EFTUD2,MyList_SUB1
2,11.755102040816325,Clustered,3396,MRPL58,MyList_SUB1
2,11.755102040816325,Clustered,64745,METTL17,MyList_SUB1
2,11.755102040816325,Clustered,51649,MRPS23,MyList_SUB1
2,11.755102040816325,Clustered,60488,MRPS35,MyList_SUB1
2,11.755102040816325,Clustered,10250,SRRM1,MyList_SUB1
2,11.755102040816325,Clustered,5725,PTBP1,MyList_SUB1
2,11.755102040816325,Clustered,26284,ERAL1,MyList_SUB1
2,11.755102040816325,Clustered,29093,MRPL22,MyList_SUB1
2,11.755102040816325,Clustered,6632,SNRPD1,MyList_SUB1
2,11.755102040816325,Seed,51373,MRPS17,MyList_SUB1
2,11.755102040816325,Clustered,83443,SF3B5,MyList_SUB1
2,11.755102040816325,Clustered,6634,SNRPD3,MyList_SUB1
2,11.755102040816325,Clustered,1736,DKC1,MyList_SUB1
2,11.755102040816325,Clustered,64965,MRPS9,MyList_SUB1
1,4.617647058823529,Clustered,5710,PSMD4,MyList_SUB1
1,4.617647058823529,Clustered,4708,NDUFB2,MyList_SUB1
1,4.617647058823529,Clustered,83548,COG3,MyList_SUB1
1,4.617647058823529,Clustered,5001,ORC5,MyList_SUB1
1,4.617647058823529,Clustered,219541,MED19,MyList_SUB1
1,4.617647058823529,Clustered,4702,NDUFA8,MyList_SUB1
1,4.617647058823529,Clustered,2821,GPI,MyList_SUB1
1,4.617647058823529,Clustered,2071,ERCC3,MyList_SUB1
1,4.617647058823529,Clustered,23091,ZC3H13,MyList_SUB1
1,4.617647058823529,Clustered,1778,DYNC1H1,MyList_SUB1
1,4.617647058823529,Clustered,100529097,RPL36A-HNRNPH2,MyList_SUB1
1,4.617647058823529,Clustered,57511,COG6,MyList_SUB1
1,4.617647058823529,Clustered,4716,NDUFB10,MyList_SUB1
1,4.617647058823529,Clustered,4728,NDUFS8,MyList_SUB1
1,4.617647058823529,Clustered,4710,NDUFB4,MyList_SUB1
1,4.617647058823529,Clustered,29079,MED4,MyList_SUB1
1,4.617647058823529,Clustered,23195,MDN1,MyList_SUB1
1,4.617647058823529,Clustered,64763,ZNF574,MyList_SUB1
1,4.617647058823529,Clustered,1639,DCTN1,MyList_SUB1
1,4.617647058823529,Clustered,64318,NOC3L,MyList_SUB1
1,4.617647058823529,Clustered,9862,MED24,MyList_SUB1
1,4.617647058823529,Clustered,51295,ECSIT,MyList_SUB1
1,4.617647058823529,Clustered,10514,MYBBP1A,MyList_SUB1
1,4.617647058823529,Clustered,8317,CDC7,MyList_SUB1
1,4.617647058823529,Clustered,7324,UBE2E1,MyList_SUB1
1,4.617647058823529,Clustered,10714,POLD3,MyList_SUB1
1,4.617647058823529,Clustered,5695,PSMB7,MyList_SUB1
1,4.617647058823529,Clustered,9439,MED23,MyList_SUB1
1,4.617647058823529,Clustered,6135,RPL11,MyList_SUB1
1,4.617647058823529,Clustered,54797,MED18,MyList_SUB1
1,4.617647058823529,Clustered,4174,MCM5,MyList_SUB1
1,4.617647058823529,Seed,54552,GNL3L,MyList_SUB1
1,4.617647058823529,Clustered,10025,MED16,MyList_SUB1
1,4.617647058823529,Clustered,9282,MED14,MyList_SUB1
1,4.617647058823529,Clustered,5682,PSMA1,MyList_SUB1
1,4.617647058823529,Clustered,64682,ANAPC1,MyList_SUB1
1,4.617647058823529,Clustered,4700,NDUFA6,MyList_SUB1
1,4.617647058823529,Clustered,4725,NDUFS5,MyList_SUB1
1,4.617647058823529,Clustered,91949,COG7,MyList_SUB1
1,4.617647058823529,Clustered,51433,ANAPC5,MyList_SUB1
1,4.617647058823529,Clustered,81857,MED25,MyList_SUB1
1,4.617647058823529,Clustered,8667,EIF3H,MyList_SUB1
1,4.617647058823529,Clustered,23212,RRS1,MyList_SUB1
1,4.617647058823529,Clustered,9968,MED12,MyList_SUB1
1,4.617647058823529,Clustered,4704,NDUFA9,MyList_SUB1
1,4.617647058823529,Clustered,6158,RPL28,MyList_SUB1
1,4.617647058823529,Clustered,1781,DYNC1I2,MyList_SUB1
1,4.617647058823529,Clustered,112950,MED8,MyList_SUB1
1,4.617647058823529,Clustered,2968,GTF2H4,MyList_SUB1
1,4.617647058823529,Clustered,1022,CDK7,MyList_SUB1
1,4.617647058823529,Clustered,5985,RFC5,MyList_SUB1
1,4.617647058823529,Clustered,84342,COG8,MyList_SUB1
1,4.617647058823529,Clustered,54620,FBXL19,MyList_SUB1
1,4.617647058823529,Clustered,11258,DCTN3,MyList_SUB1
1,4.617647058823529,Clustered,4173,MCM4,MyList_SUB1
1,4.617647058823529,Clustered,5693,PSMB5,MyList_SUB1
1,4.617647058823529,Clustered,51018,RRP15,MyList_SUB1
1,4.617647058823529,Clustered,51143,DYNC1LI1,MyList_SUB1
1,4.617647058823529,Clustered,4718,NDUFC2,MyList_SUB1
1,4.617647058823529,Clustered,892,CCNC,MyList_SUB1
1,4.617647058823529,Clustered,10671,DCTN6,MyList_SUB1
1,4.617647058823529,Clustered,400569,MED11,MyList_SUB1
1,4.617647058823529,Clustered,10652,YKT6,MyList_SUB1
1,4.617647058823529,Clustered,23649,POLA2,MyList_SUB1
1,4.617647058823529,Clustered,79133,NDUFAF5,MyList_SUB1
1,4.617647058823529,Clustered,902,CCNH,MyList_SUB1
1,4.617647058823529,Clustered,4999,ORC2,MyList_SUB1
1,4.617647058823529,Clustered,54475,NLE1,MyList_SUB1
4,3.285714285714286,Clustered,6173,RPL36A,MyList_SUB1
4,3.285714285714286,Clustered,27097,TAF5L,MyList_SUB1
4,3.285714285714286,Clustered,26574,AATF,MyList_SUB1
4,3.285714285714286,Clustered,5984,RFC4,MyList_SUB1
4,3.285714285714286,Clustered,9913,SUPT7L,MyList_SUB1
4,3.285714285714286,Clustered,6218,RPS17,MyList_SUB1
4,3.285714285714286,Clustered,6838,SURF6,MyList_SUB1
4,3.285714285714286,Clustered,115106,HAUS1,MyList_SUB1
4,3.285714285714286,Clustered,10474,TADA3,MyList_SUB1
4,3.285714285714286,Clustered,23354,HAUS5,MyList_SUB1
4,3.285714285714286,Clustered,471,ATIC,MyList_SUB1
4,3.285714285714286,Clustered,4931,NVL,MyList_SUB1
4,3.285714285714286,Clustered,4171,MCM2,MyList_SUB1
4,3.285714285714286,Clustered,5557,PRIM1,MyList_SUB1
4,3.285714285714286,Clustered,51068,NMD3,MyList_SUB1
4,3.285714285714286,Clustered,114791,TUBGCP5,MyList_SUB1
4,3.285714285714286,Clustered,55153,SDAD1,MyList_SUB1
4,3.285714285714286,Clustered,5558,PRIM2,MyList_SUB1
4,3.285714285714286,Clustered,55142,HAUS2,MyList_SUB1
4,3.285714285714286,Clustered,2224,FDPS,MyList_SUB1
4,3.285714285714286,Clustered,2146,EZH2,MyList_SUB1
4,3.285714285714286,Clustered,6615,SNAI1,MyList_SUB1
4,3.285714285714286,Clustered,93624,TADA2B,MyList_SUB1
4,3.285714285714286,Clustered,4522,MTHFD1,MyList_SUB1
4,3.285714285714286,Clustered,55578,SUPT20H,MyList_SUB1
4,3.285714285714286,Clustered,29889,GNL2,MyList_SUB1
4,3.285714285714286,Clustered,117143,TADA1,MyList_SUB1
4,3.285714285714286,Clustered,4839,NOP2,MyList_SUB1
4,3.285714285714286,Clustered,10629,TAF6L,MyList_SUB1
4,3.285714285714286,Clustered,57721,METTL14,MyList_SUB1
4,3.285714285714286,Clustered,5425,POLD2,MyList_SUB1
4,3.285714285714286,Clustered,5424,POLD1,MyList_SUB1
4,3.285714285714286,Clustered,10153,CEBPZ,MyList_SUB1
4,3.285714285714286,Clustered,1981,EIF4G1,MyList_SUB1
4,3.285714285714286,Clustered,5888,RAD51,MyList_SUB1
4,3.285714285714286,Clustered,7283,TUBG1,MyList_SUB1
4,3.285714285714286,Clustered,27229,TUBGCP4,MyList_SUB1
4,3.285714285714286,Clustered,79441,HAUS3,MyList_SUB1
4,3.285714285714286,Clustered,11200,CHEK2,MyList_SUB1
4,3.285714285714286,Clustered,112869,SGF29,MyList_SUB1
4,3.285714285714286,Clustered,4172,MCM3,MyList_SUB1
4,3.285714285714286,Clustered,5889,RAD51C,MyList_SUB1
5,2.264705882352941,Clustered,8899,PRPF4B,MyList_SUB1
5,2.264705882352941,Clustered,23223,RRP12,MyList_SUB1
5,2.264705882352941,Clustered,92105,INTS4,MyList_SUB1
5,2.264705882352941,Clustered,4869,NPM1,MyList_SUB1
5,2.264705882352941,Clustered,55661,DDX27,MyList_SUB1
5,2.264705882352941,Clustered,2806,GOT2,MyList_SUB1
5,2.264705882352941,Clustered,6117,RPA1,MyList_SUB1
5,2.264705882352941,Clustered,6241,RRM2,MyList_SUB1
5,2.264705882352941,Clustered,80152,CENPT,MyList_SUB1
5,2.264705882352941,Clustered,144715,RAD9B,MyList_SUB1
5,2.264705882352941,Clustered,84524,ZC3H8,MyList_SUB1
5,2.264705882352941,Clustered,2960,GTF2E1,MyList_SUB1
5,2.264705882352941,Clustered,4967,OGDH,MyList_SUB1
