Gene,Non-leukemia,Leukemia,Leukemia/Non-leukemia
A1BG,0.090898089,0.100910283,0.010012194
A1CF,0.075957171,0.072385112,-0.003572058
A2M,-0.044317199,-0.033805786,0.010511414
A2ML1,0.171065283,0.151440426,-0.019624857
A3GALT2,-0.05305735,-0.044832601,0.008224749
A4GALT,-0.044615331,-0.02277175,0.021843582
A4GNT,0.101690167,0.091691623,-0.009998544
AAAS,-0.526093502,-0.535625888,-0.009532386
AACS,0.05731458,0.080996028,0.023681449
AADAC,0.144212429,0.13293763,-0.011274799
AADACL2,0.157245086,0.194847016,0.03760193
AADACL3,-0.033027092,-0.040063811,-0.007036718
AADACL4,-0.027068313,0.028756407,0.055824719
AADAT,0.066596736,0.043383395,-0.023213341
AAED1,-0.038244489,0.026877345,0.065121834
AAGAB,0.018930465,-0.027023205,-0.045953669
AAK1,-0.310763018,-0.226705483,0.084057535
AAMDC,-0.029489498,-0.043229261,-0.013739764
AAMP,-0.818784957,-0.806180457,0.0126045
AANAT,-0.190126876,-0.195476743,-0.005349867
AAR2,-0.04914659,-0.111519771,-0.062373181
AARD,-0.225486354,-0.190414379,0.035071975
AARS,-1.708782176,-1.759980796,-0.05119862
AARS2,-0.785500321,-0.737508745,0.047991577
AARSD1,-0.250024988,-0.210707074,0.039317914
AASDH,-0.059791802,-0.014741406,0.045050396
AASDHPPT,-0.572590959,-0.352053885,0.220537075
AASS,0.150368239,0.123713725,-0.026654514
AATF,-0.652190517,-0.600030257,0.052160259
AATK,-0.178463268,-0.140441532,0.038021736
ABAT,-0.048938503,-0.131860011,-0.082921508
ABCA1,-0.036188559,-0.021626726,0.014561834
ABCA10,0.22092162,0.256046868,0.035125248
ABCA12,-0.076721975,-0.044220749,0.032501226
ABCA13,0.021331026,0.030101445,0.008770419
ABCA2,-0.016047616,-0.060611241,-0.044563625
ABCA3,-0.050249467,-0.051346733,-0.001097266
ABCA4,-0.124114296,-0.069314551,0.054799745
ABCA5,-0.091591059,-0.087898528,0.003692531
ABCA6,0.166994639,0.217150306,0.050155666
ABCA7,0.069238613,0.048929307,-0.020309306
ABCA8,-0.047705671,-0.000531105,0.047174566
ABCA9,0.161336979,0.143533121,-0.017803857
ABCB1,-0.070113679,-0.073075646,-0.002961967
ABCB10,-0.433687284,-0.438517084,-0.0048298
ABCB11,0.00524944,-0.00935124,-0.01460068
ABCB4,-0.018903276,-0.025528749,-0.006625473
ABCB5,-0.021199292,0.021564165,0.042763457
ABCB6,-0.069892851,-0.017320967,0.052571884
ABCB8,0.076724509,0.066278571,-0.010445938
ABCB9,-0.12591128,-0.155999505,-0.030088225
ABCC1,0.035787702,0.024491413,-0.01129629
ABCC10,-0.183177804,-0.164647347,0.018530457
ABCC11,0.114514571,0.111328305,-0.003186267
ABCC12,0.109597707,0.132753867,0.023156161
ABCC2,-0.014854357,0.021219027,0.036073384
ABCC3,-0.244322788,-0.305760815,-0.061438027
ABCC4,0.059316244,0.039477268,-0.019838976
ABCC5,0.122155239,0.133443732,0.011288493
ABCC6,-0.185213556,-0.092411874,0.092801682
ABCC8,0.016415553,-0.038742973,-0.055158526
ABCC9,0.016698676,0.009374766,-0.00732391
ABCD2,0.026389653,0.053931932,0.027542279
ABCD3,-0.149145086,-0.066134843,0.083010244
ABCD4,-0.229401516,-0.196132626,0.03326889
ABCE1,-1.111707316,-1.121225056,-0.00951774
ABCF1,-0.932779406,-0.889304224,0.043475182
ABCF2,-0.176829304,-0.169008147,0.007821158
ABCF3,0.019750837,0.0425469,0.022796064
ABCG1,-0.522658692,-0.657857489,-0.135198796
ABCG2,0.139496493,0.120134402,-0.019362092
ABCG4,-0.002601271,-0.028611202,-0.026009931
ABCG5,-0.023588792,-0.021124599,0.002464193
ABCG8,-0.001151508,-0.024626986,-0.023475478
ABHD1,-0.001035486,-0.012961915,-0.011926429
ABHD10,0.017717754,0.072511157,0.054793403
ABHD11,-0.636604559,-0.725130501,-0.088525942
ABHD12,-0.020846387,-0.095405723,-0.074559336
ABHD12B,-0.090533021,-0.018307177,0.072225844
ABHD13,-0.296909289,-0.26827786,0.028631429
ABHD14A,-0.044064124,-0.05220007,-0.008135946
ABHD14B,-0.024006006,-0.016259106,0.007746901
ABHD15,-0.152960326,-0.211355111,-0.058394785
ABHD16A,-0.174104582,-0.201917627,-0.027813045
ABHD16B,-0.013513628,-0.005499,0.008014628
ABHD17A,-0.465266865,-0.406547295,0.05871957
ABHD17B,0.153040743,0.059026265,-0.094014478
ABHD17C,0.100384535,0.035403282,-0.064981254
ABHD2,-0.143397956,-0.136628466,0.006769491
ABHD3,-0.050757166,-0.000375394,0.050381771
ABHD4,0.048411947,0.080947092,0.032535146
ABHD5,-0.02752358,-0.04051986,-0.012996281
ABHD6,0.025467639,0.031477234,0.006009595
ABHD8,-0.051967237,-0.036021914,0.015945322
ABI1,-0.058635696,-0.080975478,-0.022339782
ABI2,0.069025243,0.055272621,-0.013752622
ABI3,0.05836018,-0.001375894,-0.059736074
ABI3BP,0.135168636,0.089611816,-0.04555682
ABL1,-0.091853998,-0.206191629,-0.114337631
ABL2,0.203754636,0.184958372,-0.018796264
ABLIM1,0.022644653,0.016174948,-0.006469705
ABLIM2,0.008800695,0.003111151,-0.005689543
ABLIM3,0.079527263,0.078271493,-0.00125577
ABR,-0.053227527,-0.030403324,0.022824202
ABRA,-0.1199605,-0.137807931,-0.017847431
ABRACL,0.097585862,0.118082291,0.020496429
ABT1,-0.514881912,-0.558922716,-0.044040804
ABTB1,0.066545251,0.0899286,0.023383349
ABTB2,0.073416858,0.05750487,-0.015911988
ACAA1,-0.011651464,-0.039671263,-0.028019799
ACAA2,-0.137772096,-0.08420248,0.053569616
ACACA,-0.396996743,-0.170219286,0.226777457
ACACB,-0.086428271,-0.075241042,0.011187229
ACAD10,0.009490936,-0.016315202,-0.025806138
ACAD11,0.059541781,0.097530337,0.037988556
ACAD8,0.216021092,0.204557057,-0.011464035
ACAD9,-0.304565525,-0.278778271,0.025787254
ACADL,-0.09629948,-0.07680215,0.01949733
ACADM,-0.040593913,0.008069804,0.048663717
ACADS,-0.169870931,-0.150314803,0.019556128
ACADSB,-0.181580462,-0.209991597,-0.028411135
ACADVL,-0.073346497,-0.06103424,0.012312257
ACAN,0.00072853,0.053196651,0.052468121
ACAP1,-0.176296851,-0.199788792,-0.023491941
ACAP2,0.121983944,0.136436688,0.014452744
ACAP3,-0.207277068,-0.185620787,0.021656282
ACAT1,0.154006607,0.191374017,0.03736741
ACAT2,0.204909349,0.231993607,0.027084258
ACBD3,-0.087617803,-0.067412929,0.020204874
ACBD4,-0.048138883,-0.035514511,0.012624371
ACBD5,0.035498488,0.060094008,0.02459552
ACBD6,0.068283619,0.100998553,0.032714934
ACBD7,0.136478005,0.075610933,-0.060867072
ACCS,0.087014118,0.110787017,0.023772899
ACCSL,-0.097141157,-0.098947903,-0.001806746
ACD,-0.483594273,-0.599807354,-0.116213081
ACE,-0.197014613,-0.20165464,-0.004640028
ACER1,0.176331534,0.15046948,-0.025862054
ACER2,0.052864551,0.030726393,-0.022138158
ACER3,0.121083733,0.124009462,0.002925729
ACHE,-0.274601237,-0.256815606,0.017785631
ACIN1,-0.831513972,-0.865622479,-0.034108507
ACKR1,-0.11678293,-0.111666901,0.005116028
ACKR2,0.120967785,0.105562223,-0.015405562
ACKR3,0.14504215,0.148776286,0.003734136
ACKR4,-0.157342865,-0.13089225,0.026450614
ACLY,-0.495829685,-0.604448126,-0.108618441
ACMSD,0.107701336,0.141015845,0.033314509
ACN9,0.10580666,0.131281451,0.025474791
ACO1,0.113373108,0.157347385,0.043974276
ACO2,-0.632484836,-0.653866136,-0.0213813
ACOT1,0.170328275,0.193965364,0.02363709
ACOT11,-0.021671586,-0.057084534,-0.035412948
ACOT12,-0.49606805,-0.413752558,0.082315492
ACOT13,-0.026435705,-0.014396755,0.01203895
ACOT2,0.115364042,0.10786047,-0.007503572
ACOT4,-0.249115583,-0.233297874,0.015817708
ACOT6,-0.076222932,-0.056726595,0.019496338
ACOT7,0.015126816,-0.007920998,-0.023047813
ACOT8,-0.079085491,-0.008868098,0.070217393
ACOX1,-0.149994794,-0.097053736,0.052941059
ACOX2,-0.059884927,-0.067697218,-0.007812292
ACOX3,-0.049683302,0.06375835,0.113441652
ACOXL,-0.17934492,-0.126863375,0.052481544
ACP1,0.160399203,0.110538599,-0.049860604
ACP2,0.149171853,0.150837397,0.001665544
ACP5,0.069023804,0.042545479,-0.026478325
ACP6,-0.141772641,-0.089017985,0.052754655
ACPP,0.045387041,0.067419323,0.022032282
ACPT,0.091844786,0.109095136,0.01725035
ACR,-0.157913873,-0.123509092,0.034404782
ACRBP,-0.024016527,-0.034796809,-0.010780283
ACRV1,0.304062233,0.319182241,0.015120009
ACSBG1,0.051703444,-0.021594893,-0.073298337
ACSBG2,-0.096700098,-0.04922223,0.047477868
ACSF2,-0.14885973,-0.08136833,0.0674914
ACSF3,-0.009136291,-0.022339576,-0.013203285
ACSL1,-0.054153684,-0.061009821,-0.006856137
ACSL3,-0.479409128,-0.33004845,0.149360678
ACSL5,0.101675589,0.076402514,-0.025273076
ACSL6,-0.055425169,-0.093074829,-0.037649659
ACSM1,0.109178228,0.117220431,0.008042202
ACSM2A,0.049245826,0.067473173,0.018227347
ACSM2B,0.31787209,0.325915126,0.008043037
ACSM3,-0.098643002,-0.051448056,0.047194946
ACSM4,0.104412584,0.151319901,0.046907317
ACSM5,0.072300018,0.059675165,-0.012624853
ACSM6,-0.076371217,-0.092222112,-0.015850896
ACSS1,0.070596815,0.059860945,-0.01073587
ACSS2,0.267526004,0.255631192,-0.011894813
ACSS3,0.048433676,0.063503788,0.015070112
ACTA1,-0.262141286,-0.251565189,0.010576097
ACTA2,0.037328428,0.024294227,-0.013034201
ACTB,-0.717000576,-0.816631269,-0.099630693
ACTBL2,0.025208761,0.027085019,0.001876258
ACTC1,-0.036983596,-0.064432569,-0.027448973
ACTG1,-0.439643679,-0.360745286,0.078898393
ACTG2,0.049874084,0.035695256,-0.014178828
ACTL10,0.12747299,0.100537713,-0.026935277
ACTL6A,-1.394056842,-1.515331428,-0.121274586
ACTL6B,-0.001922061,-0.025600559,-0.023678498
ACTL7A,-0.294292621,-0.236328555,0.057964066
ACTL7B,-0.048430565,-0.05227972,-0.003849155
ACTL8,-0.094482604,-0.137384591,-0.042901987
ACTL9,-0.049034608,-0.030752492,0.018282116
ACTN1,-0.214826674,-0.194873857,0.019952817
ACTN2,-0.105950634,-0.138307417,-0.032356783
ACTN4,-0.01564126,-0.031860231,-0.016218971
ACTR10,-0.917185319,-0.955912621,-0.038727302
ACTR1A,-1.019974356,-0.807457006,0.212517351
ACTR1B,-0.567218897,-0.610189927,-0.04297103
ACTR2,-1.217742699,-1.184973221,0.032769478
ACTR3,-0.502063504,-0.450258023,0.051805481
ACTR3B,0.098458692,0.128024971,0.029566279
ACTR3C,-0.17381865,-0.205653087,-0.031834437
ACTR5,-0.45118686,-0.495892789,-0.044705929
ACTR6,-1.033690604,-0.999841308,0.033849296
ACTR8,-1.023332214,-1.058986112,-0.035653899
ACTRT2,0.094275781,0.07870018,-0.015575601
ACTRT3,-0.010479254,-0.029538693,-0.01905944
ACVR1,0.12197032,0.126685009,0.004714688
ACVR1B,-0.090352273,-0.043070005,0.047282268
ACVR1C,0.106037951,0.148081305,0.042043355
ACVR2A,-0.08774098,-0.034394257,0.053346723
ACVR2B,0.160906719,0.14918244,-0.011724279
ACVRL1,0.04048821,0.076359151,0.03587094
ACY1,0.034548547,0.011800469,-0.022748078
ACY3,0.039420727,0.01970825,-0.019712476
ACYP1,-0.068228483,-0.029673605,0.038554878
ACYP2,0.090330633,0.109090242,0.01875961
ADA,0.045909536,0.046177853,0.000268316
ADAD1,0.011801731,-0.008545542,-0.020347274
ADAD2,-0.071084807,-0.118820602,-0.047735795
ADAL,-0.009404841,-0.02020277,-0.010797929
ADAM10,0.004984512,0.018240831,0.013256319
ADAM11,-0.377993376,-0.370105332,0.007888043
ADAM12,-0.100401424,-0.078756219,0.021645204
ADAM15,-0.066252762,-0.009950051,0.056302711
ADAM17,0.011990373,0.028300217,0.016309844
ADAM18,0.09432616,0.120230942,0.025904782
ADAM19,0.189885773,0.160692208,-0.029193566
ADAM2,0.059418334,0.116919543,0.057501209
ADAM20,0.080084938,0.039409006,-0.040675932
ADAM21,0.062792237,0.002127986,-0.060664252
ADAM22,-0.018370319,-0.007277791,0.011092528
ADAM23,0.065374445,0.104502847,0.039128402
ADAM28,0.147596443,0.139184072,-0.00841237
ADAM29,0.163842119,0.16113285,-0.002709269
ADAM30,-0.223863452,-0.229326208,-0.005462755
ADAM32,0.138274458,0.194444225,0.056169767
ADAM33,-0.048858202,-0.052888112,-0.00402991
ADAM7,-0.058332291,-0.08577459,-0.0274423
ADAM8,0.158855383,0.158003742,-0.000851641
ADAM9,0.011654587,0.050313434,0.038658846
ADAMDEC1,0.114806219,0.083109897,-0.031696322
ADAMTS1,-0.067406192,-0.040667583,0.02673861
ADAMTS10,-0.247843005,-0.243926483,0.003916522
ADAMTS12,0.11395336,0.124508395,0.010555034
ADAMTS13,-0.105740524,-0.14169944,-0.035958916
ADAMTS14,0.073837953,0.050210498,-0.023627455
ADAMTS15,-0.049829534,-0.076827075,-0.026997541
ADAMTS16,0.022253894,0.00451008,-0.017743814
ADAMTS17,0.110489749,0.028536831,-0.081952918
ADAMTS18,0.076930855,0.071953167,-0.004977688
ADAMTS19,0.198711989,0.230704884,0.031992895
ADAMTS2,-0.099466709,-0.06632971,0.033136999
ADAMTS20,0.062682252,0.02818621,-0.034496042
ADAMTS3,-0.062627807,-0.043788201,0.018839607
ADAMTS4,-0.068457769,-0.103652669,-0.0351949
ADAMTS5,0.109970868,0.085788398,-0.02418247
ADAMTS6,-0.003955251,-0.013477228,-0.009521978
ADAMTS7,-0.220221813,-0.252140798,-0.031918985
ADAMTS8,-0.001479504,-2.1133E-05,0.001458371
ADAMTS9,0.054970482,0.068948418,0.013977935
ADAMTSL1,-0.057147511,-0.055309603,0.001837909
ADAMTSL2,-0.026798788,-0.037174339,-0.010375551
ADAMTSL3,0.100586024,0.078857893,-0.021728131
ADAMTSL4,-0.166409711,-0.149762368,0.016647343
ADAMTSL5,-0.219071746,-0.225942853,-0.006871107
ADAP1,-0.158023176,-0.139316244,0.018706932
ADAP2,-0.231589758,-0.215566862,0.016022896
ADAR,-0.411759596,-0.400972576,0.01078702
ADARB1,-0.003738707,-0.099015427,-0.09527672
ADARB2,0.075928691,0.07278703,-0.003141661
ADAT1,-0.238761196,-0.237203389,0.001557806
ADAT2,-0.762819798,-0.668990867,0.093828931
ADAT3,-0.507926727,-0.392041464,0.115885263
ADCK1,0.224495278,0.208233515,-0.016261763
ADCK2,-0.098174657,-0.118737346,-0.02056269
ADCK3,-0.094461181,-0.057038641,0.037422541
ADCK4,-0.090440147,-0.035010392,0.055429755
ADCK5,0.007634579,-0.003600555,-0.011235134
ADCY1,0.064601197,0.073595575,0.008994378
ADCY10,0.013795048,0.015893144,0.002098096
ADCY2,0.155526268,0.12286341,-0.032662858
ADCY3,-0.362015758,-0.410054526,-0.048038768
ADCY4,-0.160718805,-0.13918277,0.021536034
ADCY5,0.112680911,0.146905554,0.034224643
ADCY6,0.086969133,0.050861048,-0.036108085
ADCY7,0.167689889,0.161571583,-0.006118306
ADCY8,-0.002845612,-0.022112281,-0.019266669
ADCY9,0.02604881,0.016305903,-0.009742907
ADCYAP1,0.225229113,0.213586663,-0.01164245
ADCYAP1R1,-0.071748273,-0.060308763,0.01143951
ADD1,0.09324138,0.031986189,-0.06125519
ADD2,-0.097203031,-0.123849872,-0.02664684
ADD3,0.0313919,0.03977672,0.00838482
ADH1A,0.030171975,0.061989135,0.03181716
ADH1B,0.002313159,-0.021226709,-0.023539867
ADH4,0.039041807,0.073783944,0.034742137
ADH5,-0.060447487,0.053303806,0.113751293
ADH6,0.228557181,0.233883763,0.005326583
ADH7,0.059570927,0.104175319,0.044604392
ADHFE1,0.13950882,0.164708861,0.025200041
ADI1,-0.054616872,-0.11722268,-0.062605808
ADIG,0.002656409,0.050314605,0.047658195
ADIPOQ,0.075976707,0.0433413,-0.032635407
ADIPOR1,-0.043546514,-0.007294314,0.0362522
ADIPOR2,0.114985449,-0.001329095,-0.116314544
ADIRF,-0.062350818,-0.009754701,0.052596117
ADK,-0.108171388,-0.126058543,-0.017887155
ADM,0.17723974,0.157988487,-0.019251253
ADM2,-0.020100973,-0.068068522,-0.04796755
ADM5,-0.113039942,-0.076811953,0.036227989
ADNP,-0.484998536,-0.48584835,-0.000849814
ADNP2,0.074472291,0.049311327,-0.025160964
ADO,-0.08945377,-0.082664022,0.006789748
ADORA1,-0.05172134,-0.05995587,-0.00823453
ADORA2A,-0.09056549,-0.073903011,0.016662479
ADORA2B,-0.111565467,-0.08725046,0.024315008
ADORA3,-0.133130143,-0.116651727,0.016478416
ADPGK,-0.05031965,-0.011089782,0.039229868
ADPRH,-0.213190442,-0.183105999,0.030084444
ADPRHL1,-0.229076033,-0.230379456,-0.001303423
ADPRHL2,-0.315635725,-0.265642069,0.049993656
ADPRM,0.123375909,0.118162098,-0.005213811
ADRA1A,0.235325849,0.204832473,-0.030493376
ADRA1B,0.07190665,0.029313521,-0.042593129
ADRA1D,0.035785623,-0.048537054,-0.084322676
ADRA2A,-0.051286577,-0.065319024,-0.014032447
ADRA2B,-0.155022301,-0.147239904,0.007782397
ADRA2C,0.069180852,0.032143796,-0.037037055
ADRB1,0.066137291,0.120865059,0.054727768
ADRB2,-0.055106514,-0.054117685,0.000988829
ADRB3,0.077333409,0.099117645,0.021784237
ADRBK1,-0.22045825,-0.108858178,0.111600072
ADRBK2,-0.059692906,-0.056695893,0.002997013
ADRM1,-0.583048589,-0.505221996,0.077826594
ADSL,-1.041736398,-1.406870322,-0.365133924
ADSS,-0.470731072,-0.805836575,-0.335105503
ADSSL1,-0.220258841,-0.227100751,-0.00684191
ADTRP,0.008413234,0.015766078,0.007352844
AEBP1,-0.278181416,-0.242069042,0.036112374
AEBP2,-0.118612898,-0.130570451,-0.011957552
AEN,0.056462992,0.129211349,0.072748356
AES,-0.221585046,-0.18354042,0.038044626
AFAP1,0.196339376,0.138092743,-0.058246633
AFAP1L1,-0.064316264,-0.049517275,0.014798989
AFAP1L2,-0.0658647,-0.040488667,0.025376033
AFF1,0.154206016,-0.010390885,-0.164596901
AFF3,-0.219679691,-0.243964881,-0.02428519
AFF4,-0.052128809,-0.058595068,-0.006466259
AFG3L2,-1.070863314,-0.983139937,0.087723377
AFM,0.028902006,0.057072973,0.028170968
AFMID,-0.054011199,-0.044808983,0.009202216
AFP,-0.034979032,-0.004782923,0.030196108
AFTPH,-0.012365963,-0.174269957,-0.161903994
AGA,0.130187836,0.090190664,-0.039997172
AGAP1,-0.161912036,-0.187331438,-0.025419402
AGAP2,-0.346467222,-0.31020736,0.036259862
AGAP3,0.089560493,0.041934918,-0.047625575
AGAP4,0.36912057,0.31299558,-0.056124991
AGAP5,-0.63022966,-0.673420743,-0.043191083
AGAP6,-0.783356937,-0.852573825,-0.069216887
AGAP9,-0.12461039,-0.102072312,0.022538078
AGBL1,0.047226447,0.043792012,-0.003434435
AGBL2,-0.11919119,-0.168538435,-0.049347245
AGBL3,-0.093357816,-0.071794626,0.021563189
AGBL4,-0.323818341,-0.294656165,0.029162176
AGBL5,-0.180143419,-0.226399995,-0.046256576
AGER,0.110338694,0.082392177,-0.027946517
AGFG1,-0.005053845,-0.128211692,-0.123157848
AGFG2,-0.24106511,-0.198610132,0.042454978
AGGF1,0.077130655,0.104901278,0.027770623
AGK,0.124498549,0.260007441,0.135508892
AGL,-0.141477384,-0.053907754,0.08756963
AGMAT,-0.171599474,-0.143310577,0.028288897
AGMO,0.045905833,0.045934066,2.82334E-05
AGO1,-0.341527529,-0.307137844,0.034389685
AGO2,-0.211423488,-0.30804783,-0.096624342
AGO3,-0.122756058,-0.105377303,0.017378755
AGO4,-0.007964595,0.018328964,0.026293559
AGPAT1,-0.081023626,-0.123382281,-0.042358655
AGPAT2,-0.050359434,-0.033298775,0.017060658
AGPAT3,-0.003801547,-0.169825227,-0.16602368
AGPAT4,-0.015973829,-0.024387242,-0.008413413
AGPAT5,0.112780013,0.041774229,-0.071005784
AGPAT6,0.110980603,0.462259393,0.35127879
AGPAT9,0.120152069,0.12937043,0.009218361
AGPS,0.012345984,-0.148965459,-0.161311443
AGR2,-0.006677286,0.048491027,0.055168312
AGR3,0.132465988,0.150014502,0.017548515
AGRN,-0.269892382,-0.271322102,-0.00142972
AGRP,0.006551676,0.041807359,0.035255683
AGT,-0.07728979,-0.05293824,0.02435155
AGTPBP1,0.269434501,0.268318267,-0.001116234
AGTR1,-0.139862865,-0.092077731,0.047785133
AGTRAP,0.029945353,0.032883505,0.002938152
AGXT,-0.092266571,-0.1305979,-0.038331329
AGXT2,-0.004044539,-0.066362252,-0.062317713
AHCTF1,-1.04749199,-1.157214717,-0.109722727
AHCY,-0.925009529,-1.13501026,-0.21000073
AHCYL1,-0.516105793,-0.614301601,-0.098195807
AHCYL2,-0.031438331,-0.02752317,0.003915162
AHDC1,-0.139443586,-0.176763579,-0.037319993
AHI1,-0.081063711,-0.044965592,0.036098119
AHNAK,-0.19840765,-0.185603048,0.012804601
AHNAK2,0.175221221,0.177401994,0.002180772
AHR,0.004199945,-0.098705295,-0.10290524
AHRR,-0.183456834,-0.231277028,-0.047820193
AHSA1,-0.157010494,-0.143938328,0.013072167
AHSA2,-0.173413482,-0.129801052,0.043612431
AHSG,0.049853126,0.009856565,-0.039996561
AHSP,-0.058634445,-0.035302294,0.023332151
AICDA,0.002569578,-0.019191042,-0.021760619
AIDA,0.285418607,0.365631272,0.080212665
AIF1,-0.252243733,-0.280109347,-0.027865613
AIF1L,-0.248213429,-0.230297087,0.017916342
AIFM2,-0.116927115,-0.098279024,0.018648092
AIFM3,-0.208162791,-0.192617005,0.015545786
AIG1,-0.094743521,-0.118764149,-0.024020628
AIM1,0.149712294,0.122475519,-0.027236775
AIM2,0.011412331,0.04726864,0.035856309
AIMP1,-0.093342676,-0.058512113,0.034830563
AIMP2,-0.203854488,-0.153822363,0.050032124
AIP,-0.299558319,-0.350364944,-0.050806624
AIPL1,-0.080735015,-0.084604603,-0.003869588
AIRE,0.123712502,0.094850017,-0.028862485
AJAP1,-0.019797806,-0.046529318,-0.026731512
AJUBA,-0.121206557,-0.157996722,-0.036790165
AK1,-0.257791449,-0.19437132,0.063420129
AK2,0.013138477,-0.172994807,-0.186133284
AK3,0.066187416,-0.001267893,-0.067455309
AK4,-0.278195686,-0.190588161,0.087607525
AK5,0.023591917,0.011902416,-0.011689501
AK6,-1.0357164,-0.995971603,0.039744797
AK7,-0.105355682,-0.132263827,-0.026908145
AK8,-0.115907006,-0.100724465,0.015182541
AK9,0.037036017,0.00636973,-0.030666287
AKAP1,0.03593441,-0.020161734,-0.056096144
AKAP10,-0.07536826,-0.032283449,0.043084811
AKAP11,0.032037122,0.056966051,0.024928929
AKAP12,-0.01608274,-0.098410117,-0.082327377
AKAP13,-0.052391638,-0.019653023,0.032738615
AKAP2,-0.014859497,0.035034879,0.049894376
AKAP3,-0.006741475,-0.036939687,-0.030198212
AKAP5,0.015692486,0.03656007,0.020867584
AKAP6,-0.067016633,-0.041223508,0.025793125
AKAP7,-0.122401829,-0.22061954,-0.098217711
AKAP8,-0.077142986,-0.084531615,-0.007388629
AKAP8L,-0.154506775,-0.167033079,-0.012526304
AKAP9,0.017687465,0.060291368,0.042603903
AKIP1,-0.089513119,-0.072658162,0.016854957
AKIRIN1,-0.381622539,-0.309193677,0.072428863
AKIRIN2,-0.91701989,-0.898945495,0.018074395
AKNA,-0.062084251,-0.026577321,0.035506931
AKNAD1,-0.000711356,0.02959988,0.030311237
AKR1A1,-0.072989733,-0.125222813,-0.05223308
AKR1B1,0.326745319,0.331565102,0.004819783
AKR1B10,0.019965628,-0.010925261,-0.030890888
AKR1B15,0.078101059,0.047186191,-0.030914868
AKR1C1,-0.172640324,-0.20598354,-0.033343216
AKR1C2,0.223834095,0.231798057,0.007963962
AKR1C3,0.021271908,-0.024626846,-0.045898753
AKR1C4,0.051227963,-0.009525958,-0.060753921
AKR1D1,-0.011343965,-0.003948395,0.00739557
AKR1E2,0.099946021,0.12542857,0.025482549
AKR7A2,-0.069782467,-0.004979031,0.064803436
AKR7A3,-0.383177313,-0.367225528,0.015951784
AKT1,-0.037500505,-0.091765403,-0.054264899
AKT1S1,0.025140522,0.000879555,-0.024260967
AKT2,-0.182785994,-0.234844671,-0.052058677
AKT3,0.103984702,0.12496261,0.020977908
AKTIP,-0.118137967,-0.123011579,-0.004873612
ALAD,-0.10829349,-0.321640299,-0.213346809
ALAS1,-0.127758042,-0.390138806,-0.262380764
ALB,0.078881463,0.091838814,0.012957352
ALCAM,-0.02720289,0.049609675,0.076812565
ALDH16A1,-0.031925993,0.018967883,0.050893876
ALDH18A1,-0.363456176,-0.400134408,-0.036678232
ALDH1A1,0.018275629,0.038797667,0.020522038
ALDH1A2,0.010332624,0.025688663,0.015356038
ALDH1A3,0.160374377,0.156164645,-0.004209732
ALDH1B1,-0.077044415,-0.089805478,-0.012761063
ALDH1L1,-0.107006102,-0.110807889,-0.003801787
ALDH1L2,0.04824429,0.038658998,-0.009585292
ALDH2,-0.06931953,-0.091462488,-0.022142958
ALDH3A1,-0.119624962,-0.08918535,0.030439612
ALDH3A2,0.088099593,0.089221073,0.00112148
ALDH3B2,-0.165828118,-0.177567929,-0.011739811
ALDH4A1,-0.054796886,-0.023957356,0.030839531
ALDH5A1,-0.067465622,-0.060215209,0.007250413
ALDH6A1,-0.16667375,-0.133153658,0.033520092
ALDH7A1,-0.141656538,-0.13307651,0.008580028
ALDH8A1,-0.119372531,-0.120667754,-0.001295223
ALDH9A1,0.214773598,0.216545059,0.001771461
ALDOA,-1.409651648,-1.374552734,0.035098915
ALDOB,-0.040147513,-0.003534171,0.036613342
ALDOC,-0.223394916,-0.208500165,0.014894752
ALG1,-1.069736954,-1.037859223,0.031877731
ALG10,-0.128225784,-0.098275326,0.029950459
ALG10B,0.014956854,0.094948786,0.079991932
ALG11,-1.49982566,-1.585900208,-0.086074548
ALG12,-0.405123811,-0.440317287,-0.035193476
ALG14,-1.103780603,-1.115805803,-0.0120252
ALG1L,-0.800236756,-0.828108602,-0.027871846
ALG2,-1.423135671,-1.48759793,-0.064462259
ALG3,-0.000472689,-0.008515075,-0.008042387
ALG5,-0.28894905,-0.206802763,0.082146287
ALG6,-0.350986045,-0.176414681,0.174571363
ALG8,-0.453427021,-0.307668951,0.14575807
ALG9,-0.162964142,-0.137367819,0.025596323
ALK,-0.169221791,-0.111413853,0.057807939
ALKBH1,-0.22687929,-0.277702462,-0.050823172
ALKBH2,0.147326142,0.157995679,0.010669538
ALKBH3,-0.039210085,0.002194293,0.041404378
ALKBH4,-0.158857929,-0.162179425,-0.003321496
ALKBH5,-0.163262371,-0.149269023,0.013993347
ALKBH6,-0.000730077,0.036154223,0.0368843
ALKBH7,-0.136080157,-0.141618975,-0.005538818
ALKBH8,0.009978285,0.054997065,0.04501878
ALLC,-0.076076551,-0.084455739,-0.008379188
ALMS1,-0.007807241,0.008365903,0.016173144
ALOX12,0.098706608,0.068337417,-0.03036919
ALOX12B,0.032646298,-0.010048483,-0.042694781
ALOX15,-0.160822401,-0.176365533,-0.015543132
ALOX15B,0.142027487,0.164151931,0.022124445
ALOX5,-0.089446024,-0.091823817,-0.002377793
ALOX5AP,0.182817473,0.10427637,-0.078541103
ALOXE3,-0.184096284,-0.167215685,0.016880599
ALPI,0.015642711,0.052926836,0.037284125
ALPK1,0.042222101,0.055645076,0.013422975
