Gene,Non-leukemia,Leukemia,Leukemia/Non-leukemia
TBC1D21,-0.015975442,-0.026426717,-0.010451275
TBC1D22A,-0.010509247,0.059511884,0.070021131
TBC1D22B,-0.287093149,-0.240862147,0.046231002
TBC1D23,-0.131787713,-0.083515745,0.048271968
TBC1D24,-0.081010173,-0.130342371,-0.049332198
TBC1D26,0.287763161,0.301649584,0.013886422
TBC1D28,-0.428445295,-0.394874607,0.033570687
TBC1D29,-0.399780128,-0.337557412,0.062222715
TBC1D2B,0.000365365,0.020278315,0.01991295
TBC1D3,2.737089972,2.633357213,-0.103732759
TBC1D30,-0.08787269,-0.025445606,0.062427084
TBC1D31,-0.246760363,-0.167399784,0.07936058
TBC1D32,-0.002020286,-0.001405777,0.000614508
TBC1D3B,-0.630888877,-0.686015548,-0.055126672
TBC1D3C,-2.053697167,-2.146851982,-0.093154815
TBC1D3F,-0.281956753,-0.273789054,0.008167699
TBC1D3H,-1.484461593,-1.575405255,-0.090943662
TBC1D4,0.274214691,0.285675561,0.011460869
TBC1D5,-0.178482339,-0.243838883,-0.065356545
TBC1D7,0.259481719,0.275419626,0.015937907
TBC1D8,-0.158605419,-0.110374672,0.048230747
TBC1D9,-0.010226585,-0.016682123,-0.006455538
TBC1D9B,-0.024620527,-0.064103144,-0.039482617
TBCA,-1.023238383,-1.002704975,0.020533408
TBCB,-1.455317696,-1.461679115,-0.006361419
TBCC,-1.126989236,-1.125180666,0.00180857
TBCCD1,0.086595741,0.098173359,0.011577619
TBCD,-1.020749618,-1.098595913,-0.077846295
TBCE,-0.705859268,-0.628469957,0.077389311
TBCEL,0.015614131,0.001519966,-0.014094166
TBCK,0.008056598,-0.063422306,-0.071478904
TBK1,0.105044214,0.102485835,-0.002558379
TBKBP1,-0.304658385,-0.240661354,0.063997031
TBL1XR1,-0.379879217,-0.337711873,0.042167344
TBL2,-0.161093511,-0.155300292,0.00579322
TBL3,-1.013697019,-0.908410886,0.105286134
TBP,-0.542616767,-0.489158197,0.053458569
TBPL1,0.240740405,0.272401707,0.031661302
TBPL2,-0.16699634,-0.142813364,0.024182976
TBR1,0.060832576,0.090254499,0.029421923
TBRG1,-0.06976644,-0.031534682,0.038231759
TBRG4,-0.206200692,-0.194416144,0.011784548
TBX1,-0.146079633,-0.130477715,0.015601918
TBX10,-0.182551703,-0.179379435,0.003172268
TBX15,-0.096232189,-0.038761122,0.057471066
TBX18,0.064448184,0.095788694,0.03134051
TBX19,0.122368826,0.17024822,0.047879394
TBX2,-0.2063478,-0.202554074,0.003793725
TBX20,0.098624883,0.071577425,-0.027047459
TBX21,-0.208975567,-0.158484619,0.050490947
TBX3,-0.218684555,-0.231655551,-0.012970996
TBX4,-0.176309352,-0.208027047,-0.031717695
TBX5,-0.081682208,-0.090388537,-0.008706329
TBX6,-0.120659171,-0.068232424,0.052426747
TBXA2R,0.004813038,0.031368823,0.026555785
TBXAS1,0.034609647,0.019870995,-0.014738652
TC2N,0.110085414,0.118392952,0.008307537
TCAIM,0.012183369,0.070947897,0.058764528
TCAP,-0.056963026,-0.034629523,0.022333503
TCEA1,-0.109297341,-0.17748512,-0.068187779
TCEA2,-0.068329336,-0.083115458,-0.014786121
TCEA3,-0.205091008,-0.230727765,-0.025636758
TCEANC2,-0.049128579,-0.053652505,-0.004523926
TCEB1,-0.562047768,-0.473041153,0.089006615
TCEB2,-1.414470101,-1.614733145,-0.200263044
TCEB3,-0.250309083,-0.26084148,-0.010532397
TCEB3B,-0.100123563,-0.100698441,-0.000574878
TCEB3CL,-0.653253961,-0.615397887,0.037856074
TCEB3CL2,0.25237282,0.272006451,0.019633631
TCERG1,-0.537873009,-0.580721863,-0.042848854
TCERG1L,-0.100527347,-0.060545485,0.039981863
TCF12,0.136698591,-0.063226287,-0.199924878
TCF15,0.291472248,0.28263202,-0.008840228
TCF19,-0.169482332,-0.132840676,0.036641656
TCF20,-0.008322654,-0.020486797,-0.012164144
TCF21,-0.121095038,-0.14615141,-0.025056373
TCF23,0.091188844,0.028790976,-0.062397868
TCF24,0.077438781,0.017812264,-0.059626517
TCF25,-0.099262508,-0.092784913,0.006477595
TCF3,-0.013123125,-0.162344221,-0.149221096
TCF4,-0.076556487,-0.111265771,-0.034709284
TCF7,-0.055010244,-0.052251756,0.002758487
TCF7L1,-0.106593826,-0.094787422,0.011806403
TCF7L2,-0.039755029,0.05044714,0.090202169
TCFL5,-0.21193983,-0.242910976,-0.030971146
TCHH,-0.135936591,-0.148024967,-0.012088376
TCHHL1,-0.104124292,-0.063359693,0.040764599
TCHP,-0.08874617,-0.078759357,0.009986813
TCIRG1,-0.119075052,-0.07338397,0.045691081
TCL1A,-0.034657997,-0.01611093,0.018547066
TCL1B,-0.018743297,-0.007850472,0.010892825
TCN1,-0.103243639,-0.044541019,0.05870262
TCN2,-0.055114154,-0.04935813,0.005756024
TCOF1,-0.654172953,-0.658793517,-0.004620564
TCP1,-1.503787715,-1.401813847,0.101973868
TCP10,-0.054502867,-0.071708276,-0.017205409
TCP10L,-0.139561778,-0.126551206,0.013010573
TCP10L2,-0.096429509,-0.081606383,0.014823126
TCP11,-0.037519956,-0.019693329,0.017826627
TCP11L1,0.018374043,0.063972048,0.045598005
TCP11L2,0.120913264,0.130883035,0.009969771
TCTA,0.002274376,0.010072802,0.007798426
TCTE1,-0.188145712,-0.17763365,0.010512062
TCTE3,-0.015097459,-0.076387005,-0.061289546
TCTEX1D1,-0.115555186,-0.064520335,0.05103485
TCTEX1D2,-0.135617654,-0.152557359,-0.016939705
TCTEX1D4,-0.093494802,-0.075499893,0.017994909
TCTN1,-0.235560313,-0.225182987,0.010377326
TCTN2,-0.034314995,-0.056825669,-0.022510674
TCTN3,-0.047372521,-0.058736925,-0.011364403
TDG,-0.118254561,-0.162592146,-0.044337584
TDGF1,-0.628460357,-0.646308536,-0.017848178
TDO2,0.083607038,0.097460242,0.013853204
TDP1,-0.090572304,-0.001986645,0.08858566
TDP2,-0.271312601,-0.154856054,0.116456547
TDRD1,0.043198745,0.020214113,-0.022984632
TDRD10,-0.078900734,-0.007926756,0.070973977
TDRD12,0.061243887,0.093024112,0.031780225
TDRD3,-0.047138722,-0.053990812,-0.00685209
TDRD5,-0.115625928,-0.166282551,-0.050656624
TDRD6,0.063459479,0.056703062,-0.006756417
TDRD7,0.128328822,0.079860723,-0.048468099
TDRD9,0.231849197,0.262524573,0.030675376
TDRKH,0.011663513,-0.006862293,-0.018525807
TDRP,0.277686828,0.392835299,0.115148471
TEAD1,-0.217932111,0.004976143,0.222908254
TEAD2,-0.021135173,0.019768277,0.040903449
TEAD3,-0.458583506,-0.382611809,0.075971697
TEAD4,-0.400442432,-0.344843495,0.055598937
TEC,0.06177013,0.094749708,0.032979578
TECPR1,-0.066332672,-0.075170795,-0.008838124
TECPR2,-0.142149553,-0.140241127,0.001908426
TECR,-0.267823256,-0.301699776,-0.03387652
TECRL,0.065352919,0.08363794,0.018285022
TECTA,0.254255251,0.215324064,-0.038931187
TECTB,0.075283978,0.099443028,0.02415905
TEDDM1,0.089174077,-0.005969509,-0.095143585
TEF,-0.371768923,-0.367975977,0.003792946
TEFM,-0.451118929,-0.412401869,0.03871706
TEK,0.006746934,-0.038849998,-0.045596931
TEKT1,-0.097662957,-0.118559724,-0.020896767
TEKT2,-0.394982075,-0.456335837,-0.061353762
TEKT3,-0.031416114,-0.025956486,0.005459628
TEKT4,-0.229523931,-0.232695567,-0.003171636
TEKT5,-0.038848099,-0.10244244,-0.063594341
TELO2,-0.870032615,-0.707759264,0.162273351
TEN1,-0.70539688,-0.849256321,-0.143859441
TENC1,-0.335401589,-0.363582114,-0.028180524
TENM3,0.053061439,0.052759721,-0.000301718
TENM4,-0.005383851,-0.035774287,-0.030390436
TEP1,0.136430816,0.181302163,0.044871347
TEPP,0.072472275,0.095047113,0.022574837
TERF1,-0.805160764,-0.783917498,0.021243265
TERF2,-1.096712599,-1.218098366,-0.121385767
TERF2IP,-0.113640689,-0.109251925,0.004388764
TERT,-0.100465044,-0.257813586,-0.157348542
TES,-0.075906625,-0.007941026,0.067965599
TESC,0.201295773,0.231233455,0.029937681
TESK1,-0.335126278,-0.319160344,0.015965934
TESK2,0.067338052,0.035371405,-0.031966647
TESPA1,0.165739009,0.162050133,-0.003688877
TET1,0.123605569,0.091394082,-0.032211487
TET2,0.16572411,0.188664448,0.022940337
TET3,-0.073506252,-0.0515278,0.021978452
TEX10,-0.789190842,-0.770642424,0.018548418
TEX101,-0.29595714,-0.270802394,0.025154746
TEX12,0.088671129,0.102172588,0.013501459
TEX14,-0.137043359,-0.183995634,-0.046952275
TEX15,0.125635593,0.124731378,-0.000904215
TEX19,-0.073711478,-0.056520764,0.017190714
TEX2,-0.134136404,-0.159924188,-0.025787784
TEX22,-0.182694364,-0.134906816,0.047787548
TEX26,0.041850989,0.041770745,-8.02441E-05
TEX261,-0.037365701,-0.037564208,-0.000198506
TEX264,0.012793666,0.05473871,0.041945045
TEX29,-0.2439275,-0.240087012,0.003840488
TEX30,0.178404429,0.205262644,0.026858215
TEX33,-0.017728818,-0.021441444,-0.003712626
TEX35,0.07990744,0.097085731,0.017178291
TEX36,0.101082607,0.093713203,-0.007369404
TEX37,0.04052824,0.02637804,-0.0141502
TEX38,-0.128829291,-0.136135798,-0.007306507
TEX43,0.20140697,0.199382297,-0.002024674
TEX9,0.106638269,0.134112754,0.027474485
TF,-0.169373946,-0.111090513,0.058283433
TFAM,-0.760700448,-0.697036889,0.063663558
TFAP2A,0.035622922,0.069273207,0.033650285
TFAP2B,0.018324003,0.075153469,0.056829466
TFAP2C,-0.324210476,-0.296642094,0.027568382
TFAP2D,-0.237613619,-0.220501286,0.017112333
TFAP2E,-0.187320451,-0.190650654,-0.003330203
TFAP4,-0.412758072,-0.541224515,-0.128466443
TFB1M,-0.345077535,-0.245136892,0.099940644
TFB2M,-0.717682073,-0.658922223,0.05875985
TFCP2,0.085574776,0.127183381,0.041608605
TFCP2L1,-0.016821883,0.010978445,0.027800328
TFDP1,-0.647786201,-0.652977931,-0.005191729
TFDP2,-0.202585216,-0.149138424,0.053446792
TFEB,-0.02796352,-0.111683854,-0.083720334
TFEC,0.235043481,0.232524487,-0.002518994
TFF1,0.068363742,0.049622747,-0.018740996
TFF2,0.128289621,0.0974905,-0.03079912
TFF3,-0.025750692,-0.042404667,-0.016653974
TFG,-0.20508411,-0.183753675,0.021330435
TFIP11,-0.860954125,-0.858087946,0.002866179
TFPI,0.094579682,0.12466058,0.030080898
TFPI2,-0.09984925,-0.119692592,-0.019843342
TFPT,-0.321393706,-0.28657928,0.034814427
TFR2,-0.037190359,-0.064271091,-0.027080733
TFRC,-0.990127264,-1.396277372,-0.406150107
TG,0.029158936,-0.037900207,-0.067059143
TGDS,-0.028725443,-0.026140361,0.002585081
TGFA,-0.134548555,-0.120954025,0.01359453
TGFB1,-0.15223259,-0.105032645,0.047199945
TGFB1I1,0.029160976,0.019695742,-0.009465234
TGFB2,0.097489308,0.09673158,-0.000757728
TGFB3,-0.018942166,0.015723126,0.034665293
TGFBI,0.204816566,0.183297417,-0.02151915
TGFBR1,-0.166570714,-0.079967291,0.086603422
TGFBR2,0.058706998,0.085762255,0.027055257
TGFBR3,0.065478358,0.090984812,0.025506454
TGFBR3L,-0.07845864,-0.092520214,-0.014061573
TGFBRAP1,-0.330578186,-0.466552191,-0.135974005
TGIF1,-0.067686199,0.091773739,0.159459938
TGIF2,-0.063577974,-0.073379214,-0.00980124
TGM1,-0.128249539,-0.131115257,-0.002865718
TGM2,0.155684957,0.116717462,-0.038967495
TGM3,0.150858448,0.083049829,-0.067808619
TGM4,0.046418735,0.101183617,0.054764882
TGM5,0.027481834,0.02200283,-0.005479004
TGM6,0.165586995,0.153691546,-0.011895449
TGM7,-0.014137,-0.023432819,-0.009295819
TGOLN2,-0.188460075,-0.138622446,0.049837629
TGS1,-0.819631103,-0.700959201,0.118671902
TH,-0.01614442,-0.07841165,-0.062267229
THADA,0.16521285,0.16216887,-0.00304398
THAP1,-1.553352061,-1.087353285,0.465998776
THAP10,-0.060914977,-0.048152356,0.012762621
THAP11,-0.716771057,-0.728185025,-0.011413968
THAP2,0.053923855,0.066528696,0.012604841
THAP3,-0.214146003,-0.293628738,-0.079482736
THAP4,0.114167416,0.169435343,0.055267927
THAP5,0.147346072,0.221398868,0.074052796
THAP6,-0.087077266,-0.049937492,0.037139774
THAP7,-0.117300255,-0.076835684,0.040464571
THAP8,0.057691933,0.042803178,-0.014888756
THAP9,0.094136768,0.08624681,-0.007889958
THBD,-0.10389771,-0.1260756,-0.022177891
THBS1,-0.034730138,-0.072785211,-0.038055072
THBS2,-0.042590994,-0.028376349,0.014214645
THBS3,-0.05960647,-0.008536774,0.051069695
THBS4,0.002241206,-0.001451686,-0.003692892
THEG,-0.018440647,-0.113759266,-0.095318619
THEGL,-0.238150552,-0.163521119,0.074629432
THEM4,-0.143936828,-0.159196123,-0.015259295
THEM5,-0.244111155,-0.162235266,0.081875889
THEM6,-0.109718663,-0.130737217,-0.021018554
THEMIS,0.252300831,0.334645059,0.082344228
THEMIS2,-0.151986087,-0.125570509,0.026415578
THG1L,-0.859384319,-0.922395786,-0.063011466
THNSL1,0.178709599,0.179446361,0.000736761
THNSL2,-0.083048201,-0.005686212,0.077361988
THOC1,-1.097269814,-1.119545506,-0.022275691
THOC3,-1.063196873,-1.211708973,-0.148512099
THOC5,-0.970124589,-1.093594131,-0.123469542
THOC6,-0.561531152,-0.63981599,-0.078284838
THOC7,-1.274043118,-1.249935522,0.024107596
THOP1,-0.176424561,-0.156584102,0.019840459
THPO,0.076700038,0.075282391,-0.001417646
THRA,-0.079233019,-0.081224766,-0.001991747
THRAP3,-0.097382815,0.029477839,0.126860655
THRB,0.074721196,0.015337413,-0.059383783
THRSP,-0.105534694,-0.074651393,0.030883301
THSD1,0.081965172,0.052054386,-0.029910785
THSD4,0.085513586,0.098269122,0.012755536
THSD7A,0.189344428,0.141851241,-0.047493187
THTPA,-0.137265565,-0.101856307,0.035409258
THUMPD1,-0.34565893,-0.297913704,0.047745226
THUMPD2,-0.129245459,-0.137169219,-0.00792376
THUMPD3,0.174352196,0.152537123,-0.021815073
THY1,0.054223507,0.071311064,0.017087557
THYN1,0.085475265,0.106596265,0.021121
TIA1,-0.015166654,0.038825952,0.053992606
TIAF1,-0.201366739,-0.19902724,0.002339499
TIAL1,-0.121487387,-0.002620191,0.118867195
TIAM1,-0.079213562,-0.080228282,-0.00101472
TIAM2,0.063518748,0.072384466,0.008865718
TICAM1,-0.103683203,-0.10776494,-0.004081736
TICAM2,-0.119977648,-0.131701356,-0.011723707
TICRR,-1.16826493,-1.15054987,0.01771506
TIE1,-0.262503498,-0.321269811,-0.058766313
TIFA,0.086895925,0.114073709,0.027177783
TIFAB,-0.095742979,-0.102812741,-0.007069761
TIGD1,-0.469607058,-0.444256038,0.02535102
TIGD2,0.035985447,0.056820474,0.020835027
TIGD3,-0.18850689,-0.124407457,0.064099433
TIGD4,-0.104473733,-0.097808702,0.006665031
TIGD5,-0.119254492,-0.127815169,-0.008560677
TIGD6,-0.092121229,-0.063126691,0.028994538
TIGD7,-0.077804475,-0.051675783,0.026128692
TIGIT,-0.128535583,-0.146826468,-0.018290885
TIMD4,0.219124978,0.224733749,0.005608771
TIMELESS,-1.541910117,-1.740747558,-0.198837441
TIMM10,-1.466718985,-1.384696638,0.082022347
TIMM10B,0.066626578,0.066734153,0.000107574
TIMM13,-0.890716219,-0.858207468,0.032508751
TIMM17A,-0.392072101,-0.339552415,0.052519687
TIMM21,0.122166363,0.101935811,-0.020230553
TIMM22,-0.600912157,-0.411465397,0.18944676
TIMM23,-0.69564572,-0.629119566,0.066526154
TIMM44,-0.908057622,-0.908255637,-0.000198015
TIMM50,0.036428679,0.054604704,0.018176025
TIMM8B,-0.241647611,-0.174103057,0.067544554
TIMM9,-0.686377647,-0.574619474,0.111758173
TIMMDC1,-0.323022029,-0.265495327,0.057526702
TIMP2,0.022172052,0.065279959,0.043107907
TIMP3,-0.06432817,-0.099465642,-0.035137472
TIMP4,0.16644055,0.125186137,-0.041254414
TINAG,0.090565882,0.161997776,0.071431895
TINAGL1,-0.061840689,-0.099825248,-0.03798456
TINF2,-1.375065245,-1.536563246,-0.161498001
TIPARP,-0.290968766,-0.223749454,0.067219312
TIPIN,-0.810626856,-0.818745092,-0.008118236
TIPRL,-0.528432872,-0.457762448,0.070670424
TIRAP,0.118444231,0.138881409,0.020437178
TJAP1,-0.074989827,-0.079231104,-0.004241277
TJP1,-0.09282509,-0.063626053,0.029199037
TJP2,-0.014766954,-0.004313916,0.010453038
TJP3,-0.204070186,-0.187857169,0.016213017
TK1,-0.032196231,-0.024044645,0.008151586
TK2,-0.182268563,-0.128920253,0.05334831
TKT,-0.619659081,-0.738155208,-0.118496127
TKTL2,0.055404796,0.056973576,0.00156878
TLCD1,-0.42261493,-0.359423483,0.063191447
TLCD2,0.014519353,0.014967815,0.000448462
TLDC1,-0.238851229,-0.233565903,0.005285327
TLDC2,0.00407027,0.005067438,0.000997169
TLE1,-0.044850769,-0.044583944,0.000266825
TLE2,0.044495693,-0.057544972,-0.102040665
TLE3,-0.113782709,-0.213081529,-0.099298819
TLE4,0.113412879,0.070582216,-0.042830664
TLE6,-0.104896546,-0.083186707,0.02170984
TLK1,-0.03934887,-0.005854303,0.033494567
TLK2,-0.280090573,-0.183864988,0.096225586
TLL1,0.032671471,-0.02022071,-0.052892181
TLL2,0.045271548,9.06508E-05,-0.045180898
TLN1,-0.953315285,-0.831754065,0.12156122
TLN2,-0.071522199,-0.060781596,0.010740604
TLR1,0.166595847,0.140148051,-0.026447796
TLR10,0.122323643,0.132524724,0.010201081
TLR2,-0.108962047,-0.100429651,0.008532397
TLR3,0.150694947,0.170345343,0.019650397
TLR4,0.16715351,0.211348693,0.044195183
TLR5,0.019214793,0.022850829,0.003636036
TLR6,-0.009248907,0.017031643,0.026280549
TLR9,-0.197228467,-0.246220583,-0.048992116
TLX1,0.024347151,0.003118217,-0.021228935
TLX1NB,-0.246668794,-0.23672468,0.009944113
TLX2,-0.101933621,-0.07274884,0.029184781
TLX3,-0.05160532,-0.038881117,0.012724203
TM2D1,-0.302161081,-0.308306168,-0.006145087
TM2D2,-0.3316806,-0.319109848,0.012570752
TM2D3,-0.262708724,-0.339053224,-0.0763445
TM4SF1,-0.043715096,-0.047746653,-0.004031557
TM4SF18,-0.13310527,-0.088307253,0.044798017
TM4SF19,0.017240162,0.016121083,-0.001119079
TM4SF20,0.045784441,0.093195707,0.047411266
TM4SF4,-0.132717402,-0.077331297,0.055386105
TM4SF5,0.06328149,0.058628494,-0.004652996
TM6SF1,-0.099700209,-0.072962298,0.026737912
TM6SF2,-0.240533978,-0.20265776,0.037876218
TM7SF2,-0.460007932,-0.386360914,0.073647018
TM7SF3,0.057880466,0.078253477,0.020373011
TM9SF1,-0.042066566,2.44206E-05,0.042090987
TM9SF2,-0.342303375,-0.286263667,0.056039707
TM9SF3,-0.08054231,-0.049569266,0.030973044
TM9SF4,-0.262996725,-0.294872954,-0.031876228
TMA16,-1.091140172,-0.986459188,0.104680984
TMA7,-0.314205804,-0.200744424,0.113461381
TMBIM1,-0.063411788,-0.060706622,0.002705166
TMBIM4,-0.149586977,-0.091607014,0.057979963
TMBIM6,0.108690667,0.159771259,0.051080592
TMC1,-0.054809113,-0.038153732,0.016655381
TMC2,0.045659002,0.045235437,-0.000423566
TMC3,0.172867016,0.167861506,-0.00500551
TMC4,-0.079765803,-0.084714598,-0.004948795
TMC5,-0.147680838,-0.085004427,0.062676411
TMC6,0.011047325,0.002712528,-0.008334798
TMC7,0.006077961,0.036688353,0.030610392
TMC8,-0.019579678,-0.016422328,0.00315735
TMCC1,0.070270296,0.079914084,0.009643788
TMCC2,-0.057012514,-0.072032668,-0.015020153
TMCC3,0.002392036,-0.033255039,-0.035647075
TMCO1,-0.192414235,-0.205414855,-0.01300062
TMCO2,0.227270571,0.225316803,-0.001953768
TMCO3,-0.32695802,-0.314556082,0.012401938
TMCO4,-0.158840291,-0.114274987,0.044565305
TMCO5A,-0.232627518,-0.1816194,0.051008118
TMCO6,-0.324350849,-0.184759858,0.139590991
TMED1,-0.147233321,-0.083169085,0.064064236
TMED10,-0.408263108,-0.393777768,0.01448534
TMED2,-0.841492348,-0.828193839,0.013298509
TMED3,0.00578332,0.04232398,0.03654066
TMED4,0.030012709,0.006119084,-0.023893625
TMED5,-0.295404021,-0.301871744,-0.006467723
TMED6,-0.026071714,0.020529072,0.046600786
TMED7,-0.164296099,-0.150936884,0.013359214
TMED8,-0.020832215,-0.035358729,-0.014526514
TMED9,-0.321921705,-0.342757875,-0.02083617
TMEFF1,0.064228356,0.098483327,0.03425497
TMEFF2,6.00093E-05,-0.013296104,-0.013356114
TMEM100,0.153477604,0.151043447,-0.002434157
TMEM101,-0.202803776,-0.127029957,0.075773819
TMEM102,-0.163182271,-0.152675193,0.010507078
TMEM104,-0.293369287,-0.279985102,0.013384186
TMEM105,-0.0292345,-0.008958785,0.020275716
TMEM106A,-0.129814823,-0.082219501,0.047595321
TMEM106B,-0.07354127,-0.045957584,0.027583686
TMEM106C,-0.059218988,0.034268415,0.093487403
TMEM107,-0.056786513,-0.075199093,-0.01841258
TMEM108,0.060676181,0.083326179,0.022649998
TMEM109,-0.117852652,-0.103898398,0.013954254
TMEM11,-0.07608591,0.019741879,0.095827789
TMEM110,-0.107865811,-0.09618583,0.011679981
TMEM115,-0.090317244,-0.057127692,0.033189553
TMEM116,0.020367127,0.041707565,0.021340438
TMEM117,-0.110700795,-0.087601916,0.02309888
TMEM119,-0.120929743,-0.099624317,0.021305426
TMEM120B,-0.047260566,0.057672309,0.104932875
TMEM121,-0.130743605,-0.12305066,0.007692945
TMEM123,0.146716236,0.151645548,0.004929313
TMEM125,0.041988696,0.063102198,0.021113502
TMEM126A,0.041804016,0.120706351,0.078902335
TMEM126B,0.005757628,0.028657283,0.022899654
TMEM127,-0.472684368,-0.428118327,0.044566041
TMEM128,0.102343044,0.12131805,0.018975007
TMEM129,0.004938683,0.015330541,0.010391858
TMEM130,-0.05894947,-0.023104946,0.035844524
TMEM131,-0.073805052,-0.010716887,0.063088164
TMEM132A,-0.048350289,-0.06734156,-0.018991271
TMEM132B,-0.010399104,0.003083523,0.013482626
TMEM132D,-0.026594417,-0.052516316,-0.025921899
TMEM132E,0.064805297,0.056880111,-0.007925186
TMEM133,0.129660478,0.144690469,0.01502999
TMEM134,-0.110333756,-0.06827195,0.042061806
TMEM135,0.056658881,0.023260615,-0.033398265
TMEM136,0.036169273,0.039856874,0.0036876
TMEM138,0.082433147,0.057943349,-0.024489799
TMEM139,-0.037725093,-0.042912444,-0.005187351
TMEM140,-0.037010707,0.00813535,0.045146057
TMEM141,-0.113160837,-0.118523787,-0.00536295
TMEM143,-0.286594555,-0.279613093,0.006981462
TMEM144,0.228596677,0.266669083,0.038072406
TMEM145,0.068487418,0.056835347,-0.011652072
TMEM147,-0.14901525,-0.180336924,-0.031321674
TMEM14A,0.073154485,0.050716958,-0.022437527
TMEM14B,-0.114049866,-0.083284339,0.030765527
TMEM14C,0.107398732,0.148971993,0.041573261
TMEM14E,-0.013933979,-0.002957599,0.01097638
TMEM150A,0.03971377,0.054020809,0.014307039
TMEM150B,0.058598626,0.045868867,-0.012729759
TMEM150C,-0.059032198,-0.012256079,0.046776118
TMEM151A,-0.07722067,-0.064343395,0.012877275
TMEM151B,-0.089171753,-0.142612668,-0.053440915
TMEM154,-0.095944106,-0.103474494,-0.007530387
TMEM155,0.203825882,0.227822253,0.023996371
TMEM156,0.041619553,0.000927308,-0.040692245
TMEM158,0.006811845,0.039442265,0.03263042
TMEM159,0.136322063,0.122241679,-0.014080384
TMEM160,-0.086184745,-0.131170797,-0.044986051
TMEM161A,-0.02954556,-0.070759857,-0.041214297
TMEM161B,-0.136241863,-0.15021969,-0.013977827
TMEM163,-0.047175029,-0.06644846,-0.019273432
TMEM165,-0.288240649,-0.159797133,0.128443516
TMEM167A,-0.442550898,-0.380230968,0.06231993
TMEM167B,-0.073054946,-0.042244337,0.030810609
TMEM168,0.176975034,0.161041544,-0.01593349
TMEM169,-0.146628883,-0.15794143,-0.011312547
TMEM17,0.055886942,0.043920629,-0.011966313
TMEM170A,0.039649383,0.00490111,-0.034748273
TMEM170B,0.052729565,0.086388747,0.033659182
TMEM171,0.134768589,0.162590788,0.027822199
TMEM173,0.086479688,0.067042555,-0.019437133
TMEM174,-0.191898015,-0.129668469,0.062229546
TMEM175,0.171335286,0.147546435,-0.02378885
TMEM176A,0.033457549,0.031182106,-0.002275444
TMEM176B,0.030537063,0.039527966,0.008990903
TMEM177,-0.235025317,-0.18275925,0.052266067
TMEM178A,-0.107914514,-0.096268569,0.011645945
TMEM178B,-0.07691029,-0.074469376,0.002440914
TMEM179,-0.030198519,-0.057407132,-0.027208613
TMEM179B,-0.014889414,0.033792031,0.048681445
TMEM18,0.045063623,0.050993414,0.00592979
TMEM180,-0.267974541,-0.247942819,0.020031722
TMEM181,0.074818505,0.040693026,-0.034125479
TMEM182,0.050497946,0.062837317,0.012339371
TMEM183A,-0.292105258,-0.231633923,0.060471335
TMEM184A,-0.09247974,-0.111182765,-0.018703025
TMEM184B,-0.070824166,-0.029742532,0.041081634
TMEM184C,-0.053894125,-0.038263889,0.015630236
TMEM185B,-0.202855144,-0.109537523,0.093317621
TMEM186,-0.085684742,-0.142503357,-0.056818615
TMEM189,-0.080874169,-0.432715994,-0.351841824
TMEM19,0.003664818,0.004317723,0.000652905
TMEM190,-0.202748376,-0.226439203,-0.023690827
TMEM192,0.066651783,0.097650393,0.03099861
TMEM194A,-0.036287653,-0.014497935,0.021789718
TMEM194B,-0.119591718,-0.080995195,0.038596524
TMEM196,-0.055854085,-0.025813741,0.030040344
TMEM198,-0.116540696,-0.099362414,0.017178282
TMEM199,-0.939494595,-0.913224714,0.02626988
TMEM2,0.050628481,0.06888574,0.018257259
TMEM200A,-0.020748324,-0.019724439,0.001023885
TMEM200B,-0.25771955,-0.276602909,-0.018883359
TMEM200C,0.156099423,0.203120783,0.04702136
TMEM201,-0.248055923,-0.204824655,0.043231268
TMEM202,0.061216362,0.036702688,-0.024513674
TMEM203,0.184590836,0.193955861,0.009365025
TMEM204,-0.167519525,-0.119773058,0.047746467
TMEM205,-0.197436158,-0.17530237,0.022133788
TMEM206,0.091759324,0.107728245,0.015968921
TMEM207,0.140818958,0.168354328,0.027535369
TMEM208,-0.341605769,-0.416960259,-0.075354491
TMEM209,-0.072868739,-0.041228752,0.031639987
TMEM210,-0.074983439,-0.070359754,0.004623685
TMEM211,0.072002767,0.059235451,-0.012767316
TMEM212,0.131277014,0.132971611,0.001694597
TMEM213,0.13409726,0.15241456,0.0183173
TMEM214,-0.137567337,-0.144269403,-0.006702065
TMEM215,-0.164155691,-0.168320661,-0.00416497
TMEM216,0.012929919,-0.000668759,-0.013598678
TMEM217,-0.01709641,0.019118926,0.036215336
TMEM218,0.004728117,0.000313162,-0.004414955
TMEM219,0.027536621,0.051628177,0.024091556
TMEM220,0.019459427,0.042952986,0.023493559
TMEM221,0.06958768,0.10553203,0.03594435
TMEM222,0.069246042,0.018089079,-0.051156963
TMEM223,-0.17980911,-0.120916424,0.058892686
TMEM225,0.08531086,0.063706644,-0.021604216
TMEM229A,0.027759751,0.048482113,0.020722362
TMEM229B,-0.088223398,-0.054636447,0.033586952
TMEM230,-0.270020959,-0.200257001,0.069763958
TMEM231,0.268433971,0.236215991,-0.03221798
TMEM232,0.123004065,0.120830361,-0.002173705
TMEM233,0.067937136,0.108402136,0.040465
TMEM234,0.134575248,0.191813904,0.057238657
TMEM235,-0.232679242,-0.17644445,0.056234792
