0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2,72_1,72_2
Myod1,0.0230578723764749,0.0257718007425726,0.023085479907315,0.0216322500540889,0.0153744978996094,0.0172137125277843,0.00315773794589721,0.00909806883217197,-0.00949997338740706,-0.0119833483285312,-0.0171025780004701,-0.0180098815958029,-0.0176851459044653,-0.0182818220308987,-0.0220335334843342,-0.0204259067905379
Sp110,0.0224684854038824,0.0241377065238132,0.0236319378568914,0.0233211855849918,0.0229162122562975,0.0225331971983475,0.0075288584692125,0.0151237801341041,-0.0122342771672898,-0.0139553221565802,-0.0253689903583996,-0.0237388682888258,-0.0221694655706692,-0.0233413550206687,-0.0190088285835755,-0.0166615819734689
AC1689771,0.0224684854038824,0.0241377065238132,0.0236319378568914,0.0233211855849918,0.0229162122562975,0.0225331971983475,0.0075288584692125,0.0151237801341041,-0.0122342771672898,-0.0139553221565802,-0.0253689903583996,-0.0237388682888258,-0.0221694655706692,-0.0233413550206687,-0.0190088285835755,-0.0166615819734689
Gata3,0.0251610503667169,0.0298227049302433,0.0240137247538974,0.0204708929188974,0.0461994849117026,0.0425014023065538,0.0459240880506216,0.0547408207122885,0.00488967620136975,-0.000262946262456799,-0.0322351894182952,-0.0313379671149236,-0.0473241319446897,-0.0472569677516295,-0.0644412166912937,-0.0645554581742154
Cebpg,-0.0731635366121366,-0.0732964766378375,-0.0737188891276357,-0.0744461903358331,-0.0324198706971953,-0.0396105186755636,0.00333236948019073,0.00337691577478211,0.0462176858971946,0.0429906400195383,0.0391589315739598,0.0418273477831797,0.0389187228226841,0.0396346002603698,0.0526797313490909,0.0449419628395883
Gata6,0.0255759739037492,0.0289739198955491,0.0238822776716416,0.0209039382711057,0.0432453584017057,0.0404202299362424,0.0438228706573909,0.050545616090554,0.0035664154152797,-0.0011656172487363,-0.0316268856511106,-0.0293522286337209,-0.0462660581232949,-0.0447400690066859,-0.0598531686721686,-0.0614584679611434
Nhlh2,0.0290756840551488,0.0325696998195032,0.027771270915714,0.026431806149764,0.0167057424432816,0.0182262417350501,0.00530424284464453,0.0124938587151022,-0.00750298402022929,-0.0103109789743645,-0.0183561092342323,-0.0185925923006566,-0.021796320100689,-0.0227107502575533,-0.0339363493868031,-0.0320870538525245
Zfp238,0.0283818461334565,0.0305860697073229,0.0323672323216952,0.0305027657067916,0.0200520304906302,0.0211633361940714,0.00668310863471465,0.0143149412694728,-0.0086621712124627,-0.0112841330897531,-0.0212288129949422,-0.0224415787241104,-0.023567687372461,-0.0252874520622329,-0.0342858896161338,-0.0323330742662455
Ascl2,0.0268308542165148,0.0308044479336198,0.0272076601241062,0.025773572570411,0.0179440252630993,0.0183683431488283,0.00593535103866621,0.011819755652859,-0.00772664639279856,-0.0113445243512255,-0.0183312733795121,-0.0187382049586404,-0.020393612070405,-0.021463840719728,-0.0324356609400961,-0.0306543899211549
Ascl1,0.0268308542165148,0.0308044479336198,0.0272076601241062,0.025773572570411,0.0179440252630993,0.0183683431488283,0.00593535103866621,0.011819755652859,-0.00772664639279856,-0.0113445243512255,-0.0183312733795121,-0.0187382049586404,-0.020393612070405,-0.021463840719728,-0.0324356609400961,-0.0306543899211549
Sfpi1,-0.0300551372458678,-0.0259721773276196,-0.0226465335073328,-0.0276213226816963,0.00439075954637989,0.00355828294313819,0.00262028303376687,0.00854511430612728,0.00129637135619286,-0.0102487887102553,-0.00887197779920903,-0.0105542902884278,0.00786352796674658,0.00503634426706201,0.049342926546867,0.0517840239316579
Tcf21,0.0374252829400765,0.0393422317996056,0.0400297395423022,0.0392743012387873,0.0226530934382323,0.0250272038102053,0.0105938462769912,0.015544360250396,-0.0106350897167962,-0.0127834688657396,-0.0253897292574561,-0.0257588760245724,-0.0311981112509496,-0.0308203914463128,-0.0447168419772563,-0.0424317945241274
Cebpe,-0.0541968859038002,-0.0525491102338211,-0.0500638377920676,-0.051241975242933,-0.0259246690487762,-0.0329973160419785,-0.0100476312039272,-0.00638683176530061,0.0261114056819372,0.0215590330050299,0.02635066068674,0.0289176938385304,0.0355504238204804,0.0329102029094957,0.0546312357578111,0.0476844520849172
Tal1,0.0300385663664859,0.0334999706252443,0.0302579888131731,0.0279297952308859,0.0188760246634746,0.0196261379846131,0.00434052462423002,0.011467259805532,-0.00814525888941413,-0.0121061374293276,-0.0194697459678445,-0.0198846852842405,-0.0219359150805416,-0.0223791998419208,-0.0348815698718802,-0.0332385541855785
Lyl1,0.0300385663664859,0.0334999706252443,0.0302579888131731,0.0279297952308859,0.0188760246634746,0.0196261379846131,0.00434052462423002,0.011467259805532,-0.00814525888941413,-0.0121061374293276,-0.0194697459678445,-0.0198846852842405,-0.0219359150805416,-0.0223791998419208,-0.0348815698718802,-0.0332385541855785
Cebpd,-0.0729786493590126,-0.079240114311029,-0.073507213746465,-0.0759347173299129,-0.0266340832968963,-0.0345048979029356,0.0100036375150453,0.00922289090770488,0.0390095162421919,0.0407559987152038,0.033138734195871,0.0353706833643627,0.0348934756689321,0.0320080949970964,0.0641293723663587,0.0540361941439541
Cebpb,-0.0729786493590126,-0.079240114311029,-0.073507213746465,-0.0759347173299129,-0.0266340832968963,-0.0345048979029356,0.0100036375150453,0.00922289090770488,0.0390095162421919,0.0407559987152038,0.033138734195871,0.0353706833643627,0.0348934756689321,0.0320080949970964,0.0641293723663587,0.0540361941439541
Stat2,-0.00106796141935961,0.00165015152454611,0.00860747375495601,0.0068924579700353,0.0216389792556834,0.0193417510822292,0.00501901306570841,0.0151968068175923,-0.00990642094995329,-0.0141088310865807,-0.0227583502231559,-0.0226089385245457,-0.0158609166688481,-0.0179331597548408,0.0145315159018336,0.0154232291876506
Bcl11a,-0.0143490375357739,-0.0106759838501378,-0.00778372010869535,-0.0109080296402851,0.0110008692688535,0.0103202114220883,0.00262611983121792,0.0119600308241133,-0.00444949557331663,-0.0124106585905651,-0.0161832738577478,-0.0162454765482344,-0.00453424498438031,-0.00646282386347615,0.0336893380463698,0.0349561834412297
Bcl11b,-0.0143490375357739,-0.0106759838501378,-0.00778372010869535,-0.0109080296402851,0.0110008692688535,0.0103202114220883,0.00262611983121792,0.0119600308241133,-0.00444949557331663,-0.0124106585905651,-0.0161832738577478,-0.0162454765482344,-0.00453424498438031,-0.00646282386347615,0.0336893380463698,0.0349561834412297
Gm4881,0.00952999958514018,0.0123672684970981,0.013344579613197,0.0121283889707953,0.00955059466848404,0.011205567594649,0.00030054949414034,0.00582324970933514,-0.00805212963904463,-0.012418403595396,-0.0164740739521601,-0.0163802586667274,-0.0105531802943945,-0.0119096740759871,0.00237821618726675,0.00122100499479072
Irf2,2.35209955273437e-05,0.00217535430304531,0.0132684516383916,0.0101144552501049,0.0340380392125277,0.0311940786561727,0.00826387138404643,0.0234487172792728,-0.016756313241985,-0.0210685270424471,-0.0351648171156965,-0.0348989553584539,-0.0253288672452497,-0.0294907798744259,0.0236560039778897,0.0235017835647278
Myf5,0.0225268557515989,0.0254126653392205,0.0229234521311017,0.022365427386826,0.0176072610077731,0.0190073014319782,0.00268092391432434,0.0102876172072323,-0.0101217236626969,-0.0124307178036731,-0.0179285388117528,-0.0193297651619488,-0.0184723092593852,-0.0193368384202125,-0.020941130379927,-0.0206789147383744
Nhlh1,0.0209914422243836,0.0242835485848223,0.0229510629577683,0.0206827025008466,0.0144261660766892,0.0141094657219328,0.00506301429301887,0.0109130746533308,-0.00527491444844443,-0.00850504315079425,-0.0159685513246988,-0.0157872839713787,-0.0164322934475985,-0.0174540701504444,-0.0257412972456729,-0.0254140234726274
Scx,0.0275533015968326,0.0301802560421537,0.0333617623517289,0.0317012203808039,0.0236667650126428,0.0237930445557678,0.00885046755049114,0.0155999921554757,-0.00811769167096694,-0.01150940941452,-0.023457950230684,-0.0241311510311932,-0.0238899030398709,-0.0264279545788014,-0.0360889597808151,-0.035380346098682
Tcf15,0.0275533015968326,0.0301802560421537,0.0333617623517289,0.0317012203808039,0.0236667650126428,0.0237930445557678,0.00885046755049114,0.0155999921554757,-0.00811769167096694,-0.01150940941452,-0.023457950230684,-0.0241311510311932,-0.0238899030398709,-0.0264279545788014,-0.0360889597808151,-0.035380346098682
Msc,0.0476450667413196,0.053267377569509,0.0577328988162101,0.0535153626605076,0.0382005602780487,0.0365339746527859,0.0175624324857784,0.0250114201839492,-0.01319306575887,-0.0145288383716389,-0.0337986933329221,-0.0375434692477712,-0.0432067785522973,-0.0416511607678337,-0.0687627697559806,-0.068148620407
Irf1,-0.0020492375400912,0.000169361779138927,0.0055960092307682,0.00371107199274271,0.015906093460221,0.0136631469970812,0.00361283545303245,0.0123317464050953,-0.00714836941802908,-0.0103928835224783,-0.0176540684014773,-0.0174533320318171,-0.0105041630116537,-0.0126372633589688,0.0124433785466279,0.0131768916738054
Spic,-0.0207378474093164,-0.0174048366425286,-0.0187939095581949,-0.0219638051504662,0.00417335681099401,0.00198474079738311,0.00278146797693125,0.00799774491565823,-0.000260465063157875,-0.00884661223944374,-0.00953995525591504,-0.0101303702863967,0.00598792250295815,0.00390317672940471,0.0392912929746251,0.039953787861732
Spib,-0.00538682454450644,-0.00130408016701394,-0.00308101195124984,-0.0061812853628967,0.0104082089529784,0.010138398091955,0.0038567760857637,0.0102993783803337,-0.00606488212577681,-0.0135133774996557,-0.0168460437749769,-0.0167286316727778,-0.00489611060071415,-0.00639245972985816,0.0226040821449562,0.0236276830034394
Ferd3l,0.026091035102231,0.0300994549834497,0.0254925311171536,0.0257717182441714,0.0183643262309976,0.0196450103697166,0.00443167510578976,0.0111688962220138,-0.012228618705196,-0.0146924106480193,-0.0214130292550016,-0.0230551602180242,-0.0216870379709465,-0.0233447639223969,-0.0208723739661925,-0.0201844069982119
Rreb1,0.00770396181835114,0.00892084591865222,0.00887806158887012,0.00800373979344658,0.00807970857943159,0.00738076482368435,0.00356178214064239,0.00708437147864152,-0.00466673797173148,-0.00525679235261014,-0.0103032468792386,-0.0103708376731684,-0.00960721902587052,-0.0109396220727167,-0.00351666570047779,-0.00337618768447751
Ctcf,0.0146006453826261,0.0123763424024616,0.0178001665289658,0.0176191195428415,0.0102325580918635,0.010771018202263,0.000620963825925517,-0.00355051083957175,-0.00788458746848084,0.00389535454312838,-0.000633794996780903,0.000218227476699509,-0.00195719454007872,-0.00294660866655074,-0.0352151814986765,-0.0314966475160842
Smarcc1,0.00297488171826275,0.00398261562113885,0.0394644446175354,0.0405633174810259,0.00834568863802631,0.00692906040370145,0.00152150758575455,0.00325582972100668,-0.00968427698237612,-0.0121203387674246,-0.0172223413254023,-0.0126009370829666,-0.0164552592048723,-0.0183954352490171,-0.00691667323316028,-0.00594659037101948
Snai2,0.0132588225103327,0.0149747264386246,0.0135585128684154,0.0138975573535655,0.0181379974158217,0.0188667245862074,0.00189642114438498,0.00574503295051168,-0.00949334055454653,-0.0106351383231982,-0.0140519337442421,-0.0131909708650332,-0.0116070298530537,-0.0109557619269511,-0.0133128540813624,-0.0132151525912502
Zscan4c,0.0195533547554027,0.0222812143740495,0.0225832938033922,0.0225811500063186,0.0182787327777404,0.0177275439715062,0.00279450973015966,0.0133297748856444,-0.00597324757911198,-0.0105077215613771,-0.017351488991141,-0.0174019416966123,-0.0185052620087738,-0.0201135682535528,-0.0243613442505066,-0.0212575216960062
Zscan4ps2,0.0195533547554027,0.0222812143740495,0.0225832938033922,0.0225811500063186,0.0182787327777404,0.0177275439715062,0.00279450973015966,0.0133297748856444,-0.00597324757911198,-0.0105077215613771,-0.017351488991141,-0.0174019416966123,-0.0185052620087738,-0.0201135682535528,-0.0243613442505066,-0.0212575216960062
Zscan4f,0.0195533547554027,0.0222812143740495,0.0225832938033922,0.0225811500063186,0.0182787327777404,0.0177275439715062,0.00279450973015966,0.0133297748856444,-0.00597324757911198,-0.0105077215613771,-0.017351488991141,-0.0174019416966123,-0.0185052620087738,-0.0201135682535528,-0.0243613442505066,-0.0212575216960062
Fosb,0.0103482457212494,0.0121170252560203,0.0374834236228517,0.0383994241869019,0.0150183695944618,0.0115571169863807,0.00656011939560245,0.00998315384298267,-0.00924622015898276,-0.00976137536947997,-0.0221195576612187,-0.0172625243604403,-0.0225310060320343,-0.0246120142644777,-0.0135453491177833,-0.0152957810592642
Plagl1,0.00879264539933761,0.0131745393175604,0.0167259725832064,0.0141318577997102,0.0159054252910349,0.0136486589748407,0.00263160445706134,0.0121226353835645,-0.00840221875768027,-0.0103693166896524,-0.0196208059140176,-0.0170018837365085,-0.014867141066416,-0.0186405770233253,-0.00329298776163287,-0.00198442044470032
Patz1,0.00432805054676241,0.00513385384511391,0.00614290950494383,0.00450620051478716,0.00863314527042168,0.00854256628213732,0.00511658476556439,0.00909468095918408,-0.00564086360220654,-0.00663914340290587,-0.0126769308547584,-0.0117231589178476,-0.00928807843498073,-0.0111399518111564,0.00373549433037379,0.00369124675424387
Ahctf1,0.0141857091512395,0.0148993523763361,0.0184335173083552,0.0175136769748684,0.0134395479963499,0.0105781835279678,0.00125353160327041,0.00809070677036269,-0.00890432375226175,-0.00712009336112937,-0.0146277049340047,-0.0135432378503516,-0.0120335615997967,-0.0130753755825364,-0.0122409853865009,-0.0134764816914386
Ptf1a,0.0164198197410285,0.0193423124028216,0.0180436133792508,0.0170640517334958,0.0147763408752495,0.0143382692248883,0.00471145190779889,0.00923812723279008,-0.00756371175091418,-0.00928574574463005,-0.0172684715330076,-0.017235602869786,-0.0154967816101863,-0.017138550225497,-0.013936795978665,-0.0131174405910071
Plag1,0.00899616001320948,0.0102104515069214,0.00931097027650455,0.0100625259128035,0.0118703098033462,0.0101231359691085,0.00406777104596605,0.00900776192468845,-0.00593660325846527,-0.00747914202890408,-0.0135642807918457,-0.0126217732146544,-0.0103239873920365,-0.0123695024514905,-0.00446377788818173,-0.00461905395900253
Gfi1b,0.0177809194881596,0.0204784957283443,0.018136576537622,0.0162129356051592,0.0174980754604892,0.0173657103795195,0.00361131453872183,0.0116126464872901,-0.00628753924662075,-0.00861192487091864,-0.0194016186252763,-0.0211110459385063,-0.0214792226707133,-0.0226625290696538,-0.0106328311467334,-0.00976540501030448
NP,0.0426565829478319,0.0442164320212999,0.0195772327297486,0.0185169269439585,0.00946591417473133,0.00783334219414426,-0.000344752350332857,0.00677181019673356,-0.00958481926054253,-0.0122419927912658,-0.0217825403289561,-0.0202378565928913,-0.0213492048123038,-0.0230025306670593,-0.0193652102001364,-0.0209837899286415
Nfil3,-0.0256100080950035,-0.027260230038467,-0.030974006247949,-0.031118227720572,-0.0237992018393773,-0.027697779098512,-0.0157034740985745,-0.0138261863248491,0.0139083447212291,0.0122367380986306,0.0190605138579846,0.0186548520404703,0.0271399719350698,0.0257188201071241,0.0383640446924287,0.0337197243539262
Prdm1,0.00613183850817427,0.00976841157309246,0.0124512932448626,0.0101724112615466,0.021406391033331,0.0161795534188045,0.00432705382826405,0.0167516316519359,-0.00557070800630654,-0.0113848216795432,-0.0211553387538219,-0.0227653785850081,-0.0186765595476129,-0.0199743983244841,0.00101795883400549,0.00428338782163297
Atoh8,0.0196201913719903,0.0239738585396698,0.0208489765705116,0.020391881963753,0.0208007040098007,0.0217223745711603,0.000544559873836437,0.0071496850157529,-0.0126357875499101,-0.0122461013725272,-0.0177035827447695,-0.0168391812884357,-0.0156385178647283,-0.0172191608916545,-0.0202004401274736,-0.0185818812113853
Nfe2l2,-0.0014608054466409,0.00150134824654579,0.0201469317906045,0.0218645226799835,0.0168506482866774,0.0162767538072672,0.0156364336754458,0.0188747120090381,0.00117069550464936,-0.00381640476200178,-0.0158356124185512,-0.0125763168172444,-0.0189275890675525,-0.0207349711562015,-0.018449731641192,-0.0153730384758611
Tcfap4,0.0246903260822318,0.026486969701931,0.0224158712819602,0.0249132502251682,0.0122047567611719,0.0146380514228817,0.00383257504468918,0.0114611917685658,-0.00968529718755706,-0.0122889543613691,-0.021155654745736,-0.0192772734666033,-0.0192728500775015,-0.019819018236849,-0.0188526554325303,-0.0174045112891809
Myf6,0.0207091099584522,0.0219789956426365,0.0195315944355402,0.0201153359317531,0.0141027035154995,0.0147439358426574,0.000502740214881333,0.00788109506250939,-0.00917897936563743,-0.0110952314516197,-0.0139655365490548,-0.0170674882373286,-0.0140727219820993,-0.0148115293429772,-0.0186937102305109,-0.0176694873664214
Mesp2,0.018777559467938,0.0196596983133636,0.0194190086672091,0.0191262903786485,0.0215827754723206,0.0200168933390423,-0.00100207802894062,0.00573075185725848,-0.0146904401580658,-0.0141908739020334,-0.0190956632236644,-0.017588383926815,-0.0161550829562406,-0.014322881135002,-0.0113947056652179,-0.0108220846884501
Mesp1,0.018777559467938,0.0196596983133636,0.0194190086672091,0.0191262903786485,0.0215827754723206,0.0200168933390423,-0.00100207802894062,0.00573075185725848,-0.0146904401580658,-0.0141908739020334,-0.0190956632236644,-0.017588383926815,-0.0161550829562406,-0.014322881135002,-0.0113947056652179,-0.0108220846884501
Fos,0.00291207290589233,0.00522944382104508,0.0436541137420144,0.044009219950885,0.00638855836548329,0.0043072080958473,0.00110543723974988,0.00270391193051413,-0.00961088586620651,-0.0104433821366811,-0.0169468433269259,-0.0133928110291954,-0.0174446511681196,-0.018836075886359,-0.00809452275314913,-0.00828984539349286
Tcf3,0.0197600652247567,0.0216897411229524,0.0188998062519021,0.0199858368030873,0.0207186671084482,0.0225025178827851,0.00431927145828919,0.00812922008559047,-0.0111160571558131,-0.0113235200142581,-0.0167645128861267,-0.0165080927716707,-0.0168660361831876,-0.0167146764620648,-0.021937067948821,-0.0202118277411628
Dnajc21,0.00781119366731515,0.0102223429556638,0.0102507909085081,0.00757733133165697,0.0100726222001088,0.00992085635403075,0.00419295895585361,0.00948437074458199,-0.00504415101708893,-0.00748061945587839,-0.0129022994544998,-0.0117960156179566,-0.0105913045949698,-0.011992384042456,-0.00416963615374359,-0.00377757819136867
Rfx5,0.0154513218105231,0.0182675423167757,0.0178590910698197,0.0158629716042619,0.00991262117920824,0.0115714904832046,0.00442737952711625,0.00939948347299558,-0.00172696798065398,-0.00599517291517828,-0.0133604356759426,-0.0142740300247694,-0.0141484600231436,-0.0166212609014371,-0.0185370930704964,-0.0162159468235775
Hand1,0.0130219157546842,0.0174941576703035,0.0214778268426958,0.0192694457067314,0.0173643124614129,0.0163103791308136,0.00535505301382627,0.0148249410493229,-0.00375850970869825,-0.00972327455012753,-0.0177821826936655,-0.0200893233405647,-0.0165067158511385,-0.0183171863696825,-0.0181660393361475,-0.0178185398832582
Hand2,0.0130219157546842,0.0174941576703035,0.0214778268426958,0.0192694457067314,0.0173643124614129,0.0163103791308136,0.00535505301382627,0.0148249410493229,-0.00375850970869825,-0.00972327455012753,-0.0177821826936655,-0.0200893233405647,-0.0165067158511385,-0.0183171863696825,-0.0181660393361475,-0.0178185398832582
Zfp711,0.0148606356075346,0.0178368440472359,0.0203795585881011,0.0189216923184358,0.0174009781412895,0.0169632136658859,0.00382798633302719,0.0106585682081849,-0.0141518190984787,-0.0138410692062188,-0.0223614260604138,-0.0191493120793367,-0.0159133737234307,-0.0213887639182015,-0.00624872560927484,-0.00333026536768226
Mecom,0.0117323279236124,0.0149346028012521,0.0142469241996496,0.0121633178164366,0.0200216149558699,0.0184619684114462,0.0135318476261117,0.0216719629893488,-0.00171784388692699,-0.00421879610320598,-0.0176685691367093,-0.0172452784835111,-0.0195283253202992,-0.0213841950707866,-0.0210615877676012,-0.0211341221439397
Arid3a,0.0209256839155393,0.0242483987057286,0.022393387254403,0.0209024123997799,0.0179274833284881,0.0143855583551698,0.00363304500041437,0.0114461994440381,-0.00980375301814139,-0.00830975888649121,-0.0195010572761761,-0.0168652419436117,-0.0186836449704287,-0.0209839055986173,-0.0193955429008967,-0.0189498800420145
Zfp281,0.00392299500992192,0.00431539100958191,0.00581687848478012,0.00359168601831747,0.0078359872408652,0.00743160213518195,0.00441428269527258,0.0085618661201544,-0.00514261865459042,-0.00717398711838031,-0.0129393013084379,-0.0110356111085195,-0.00848548873117464,-0.0102235600405537,0.00556606064288699,0.00538680716455158
Zic2,0.00877527078597217,0.013065988842054,0.0130618226813689,0.0117143380302526,0.0110361404415947,0.00947403913696593,0.00216511881117845,0.00971578602696892,-0.00301750151852971,-0.00533613145670445,-0.0138669212198579,-0.0132545026609568,-0.0114735835495933,-0.0128550818400068,-0.00917398016985792,-0.00889205516190252
Tcfap2b,0.0120165928861106,0.0126387812109201,0.015996697682013,0.013920787200907,0.0157298605523791,0.015438917499403,0.0031289080504328,0.00865108711072895,-0.00657252163950724,-0.0100071690946066,-0.0167034366443119,-0.0149376048503056,-0.012895009276441,-0.0149575519286942,-0.00872417284582506,-0.00869955107368054
Zfp202,0.00585545423849417,0.00765059377598593,0.010976303976124,0.00758746933987417,0.0147573435003594,0.0138227131467063,0.00797204874452515,0.0156123889606073,-0.00454614282718782,-0.00638283569091569,-0.017216362784692,-0.0159282873198861,-0.014164795318248,-0.017682814016791,-0.00220713876704735,-0.00338429566781325
Bcl6b,0.0113727897076113,0.0140748767605439,0.015125623861067,0.015189683102605,0.0175705924153658,0.0133649284401853,0.00330026286451966,0.0136036860507702,-0.00335780927451227,-0.00707172024161973,-0.0161532388687973,-0.0162531843200987,-0.0150909071675418,-0.0156787720030777,-0.0134041379502123,-0.0139960292072783
Id3,0.0161599015206843,0.018343247658003,0.0163742742902802,0.0169435737493014,0.0205963724262944,0.0216188608366879,0.000946148943029314,0.00777428253313491,-0.0119479335144766,-0.0132013206470114,-0.0170422771415441,-0.0175777551688587,-0.0136086967195178,-0.0138709036624598,-0.0147218287597256,-0.0125770644022455
Id4,0.0161599015206843,0.018343247658003,0.0163742742902802,0.0169435737493014,0.0205963724262944,0.0216188608366879,0.000946148943029314,0.00777428253313491,-0.0119479335144766,-0.0132013206470114,-0.0170422771415441,-0.0175777551688587,-0.0136086967195178,-0.0138709036624598,-0.0147218287597256,-0.0125770644022455
Elf5,-0.0151529746956979,-0.012107039028433,-0.00831523998577748,-0.0116683773450496,0.00465826683318797,0.00336477310484162,-0.00185603131611421,0.0049103318992425,-0.00429088688516223,-0.0103392441314793,-0.00946543751212681,-0.00946194102414881,0.00314965798096578,0.000587377187334745,0.0341123543359064,0.0316927691989745
Tcf4,0.015842646370772,0.0185199211720015,0.0171925841131989,0.0172105447339013,0.0201874734906622,0.0203534165308118,0.00280121488400658,0.00913881608071527,-0.010468288023662,-0.0107939046862057,-0.0170541033695534,-0.0164671037218971,-0.0165885182859884,-0.0170369068048389,-0.0149990638941559,-0.0138329847358879
Cebpa,-0.0662909207975903,-0.0645428390178856,-0.0652799302332677,-0.0668898649887311,-0.0239841036733494,-0.0357121221271538,0.0108673749879342,0.0197500582138304,0.0466229439223075,0.0358253281341714,0.0232844745172684,0.0237737620975067,0.0264506932376762,0.0220880132646297,0.0555274199049111,0.0455016252661611
Bach1,0.00677013163166454,0.00817061078580064,0.0430781688822449,0.0420935821901116,0.00527812372917265,0.00526199339040398,0.00258053703248697,0.00236914326568721,-0.00813406151035465,-0.0107486469417531,-0.0181721026085233,-0.0140117750364001,-0.0172368208883925,-0.0186757179096878,-0.0100458672835133,-0.0115113750572282
Insm1,0.0104675651751507,0.0130147445707947,0.0140859348719852,0.0121111065630339,0.0121262501050256,0.0126337934415476,0.00532809694727098,0.00949144326283572,-0.00415106812091499,-0.00543981333817202,-0.0136067647269944,-0.0123895543508019,-0.0119464363036427,-0.0135436340200439,-0.0132882936530716,-0.0124979676791038
Dbx1,0.0296717857492358,0.0304975331984676,0.0226803225758043,0.0231895204129566,0.0131258842138814,0.0115219334259593,0.0027594244723623,0.00743936774837844,-0.0107400251588468,-0.00991075007601781,-0.0187635275112266,-0.0134565002908379,-0.01715439506505,-0.0186494353642846,-0.0248880971043365,-0.0240214470637023
Ybx2,0.01590120407599,0.0199178062437778,0.0170815260291522,0.0137080387972593,0.0148360542102293,0.0172255096005648,0.00851426157158769,0.0150217349524775,-0.00301610381181772,-0.00874405426766562,-0.0192048713443082,-0.0186361403825391,-0.0171828509474639,-0.0209764057838142,-0.01675276686173,-0.0154112096488433
