0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2,0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2
Hlf,-0.0163523028829152,-0.0106752100564673,-0.0146960009604791,-0.0138192472444676,-0.0108630439478273,-0.0107488503560355,-0.0167080955205937,-0.0162273478015838,-0.0209587996579139,-0.0225638212814563,-0.00170007649554785,-0.00433484979165355,-0.00103717253874158,-0.00178936154988941,-0.0122365529548578,-0.0118010436141936,-0.015296707253542,-0.0184876527394647,-0.00586091701377672,-0.00759775547124191,0.00713620298258683,0.00968279804511021,0.0299186767848549,0.0276244742869877,0.0330018460385638,0.0318380769956403,0.0420008054042838,0.0409795284984913
Crem,-0.00672139103978,0.00611180585369776,-0.00462575963052403,-0.00627278416630653,-0.0222418168554203,-0.0205911653621331,-0.0282940843965571,-0.0299927963829178,-0.0298147054477988,-0.0249883886712126,-0.0193141189996223,-0.0222802359346871,-0.0186324098645812,-0.01799776649498,-0.00224265170926765,-0.00786435394265586,0.000176523450578929,0.00218177134423811,0.010245728479735,0.00389020637333368,0.0120931758574947,0.00438711718141542,0.018515588135861,0.0305767807686348,0.0402371799081564,0.0405672589919362,0.0445014974208149,0.0461172825123375
Tcf12,0.00915822271776039,0.00710569440142547,0.0130365161294693,0.012729445496979,0.0159401382775773,0.0181696461760227,0.00609459411405482,0.00648119489709338,0.00239368232726847,-0.000214519713012687,-0.00168169365837532,-0.00204106131401403,-0.00243251826686377,0.00118973224847535,0.00432325833191702,0.00800284477183064,0.00777543435106331,0.00680558482822076,0.0107032407094212,0.00970574511644219,-0.00724369828075167,2.26399423287234e-05,-0.0174932048515373,-0.0190382085781871,-0.0241765491258433,-0.0227181426398454,-0.0215172110664063,-0.0215250115827656
Gata4,-0.0019119085602455,-0.000100604602577435,0.0037104655440972,0.0014341848948725,0.00908171265105322,0.00302518544454706,0.00788592086367786,0.00716044818998281,0.00699330433678833,0.0074141786315631,0.0161393354890174,0.0126284518755393,0.0169953451982051,0.0176777902089536,-0.00126075644630207,-0.000554832313456866,-0.00238857481225773,-0.00600262148350644,0.022930042097197,0.0220688749484005,0.0273682148962041,0.0341977666427138,-0.00760448428630585,-0.0120539328700743,-0.0403632207830215,-0.0379266100656323,-0.0522283334295571,-0.0519498392220126
Foxl1,0.00293448114928159,0.00751317300133056,0.00327107899616911,0.0024440473341575,-0.0020184420258441,-0.000604275084702708,-0.00296997405442045,-0.00272154777549591,-0.00558369888676744,-0.00913491733607339,-0.0171518507515313,-0.0146317699902676,-0.015356387580596,-0.0113201649721216,0.000492517736809191,0.00175315629093143,0.00762461745465581,0.00794612150602624,0.00954749111290186,0.00548976096689991,-0.000802093016382354,0.00655977353160623,0.00241079272078002,0.00305305307726328,0.00164365914968246,0.00369564874959614,0.00870679951919261,0.00622854954818104
Tcf4,0.00912375082323899,0.00754882856481387,0.0123426076038839,0.0127051291813704,0.0158255536096624,0.0177103358119079,0.00612125488432901,0.00592998468413646,0.00178598332538734,-0.00170513758860541,-0.0036347181834458,-0.00455820074897774,-0.00460501804832147,-0.000732178268550716,0.00511750715949105,0.00810074333489262,0.00756804418458198,0.00696985162026236,0.0110841488310403,0.0109810952833754,-0.00554749170369319,0.000493025830301071,-0.0164575423155779,-0.0173743934243622,-0.0223827641048255,-0.0214081744269668,-0.0206927780106575,-0.0209486369778076
Mesp2,0.0112595698641269,0.00875593653797465,0.0148460623289294,0.0152947900121761,0.0179080554041349,0.0190807252150874,0.00601294111925882,0.0059190433740132,0.000146478758800697,-0.00465841366184538,-0.00643259383512525,-0.00867593632672414,-0.00954865371886305,-0.00730003286885272,0.00863684872091343,0.00981069695060693,0.0103954212828463,0.00963793609928694,0.0130157198752602,0.0113155343158163,-0.00832373224448651,-0.00152427250515119,-0.0191376278607734,-0.0191368952270854,-0.0224501682952553,-0.0205572917385972,-0.0177057542819788,-0.0161184896701269
Mesp1,0.0112595698641269,0.00875593653797465,0.0148460623289294,0.0152947900121761,0.0179080554041349,0.0190807252150874,0.00601294111925882,0.0059190433740132,0.000146478758800697,-0.00465841366184538,-0.00643259383512525,-0.00867593632672414,-0.00954865371886305,-0.00730003286885272,0.00863684872091343,0.00981069695060693,0.0103954212828463,0.00963793609928694,0.0130157198752602,0.0113155343158163,-0.00832373224448651,-0.00152427250515119,-0.0191376278607734,-0.0191368952270854,-0.0224501682952553,-0.0205572917385972,-0.0177057542819788,-0.0161184896701269
Sp6,-0.00139170020043406,0.00323729874733612,-0.000557054747275014,-0.00101932786624998,-0.00178961005387327,-0.00330997418398416,-0.00333968882088813,-0.00411424627948517,-0.00738607488073788,-0.0122908385205957,-0.0126866468286017,-0.0129557383525754,-0.0122941736852875,-0.0110194778991873,-0.00123909371460071,-0.00383920905272905,-0.00367076812941308,-0.00318724228356167,0.000813427951017947,0.000758644841708055,0.00285223979814126,0.000715082208097286,0.00418086346904033,0.00928831164723418,0.0160335092642828,0.0166118971417779,0.019387337364971,0.0193316809271924
Sp5,-0.00139170020043406,0.00323729874733612,-0.000557054747275014,-0.00101932786624998,-0.00178961005387327,-0.00330997418398416,-0.00333968882088813,-0.00411424627948517,-0.00738607488073788,-0.0122908385205957,-0.0126866468286017,-0.0129557383525754,-0.0122941736852875,-0.0110194778991873,-0.00123909371460071,-0.00383920905272905,-0.00367076812941308,-0.00318724228356167,0.000813427951017947,0.000758644841708055,0.00285223979814126,0.000715082208097286,0.00418086346904033,0.00928831164723418,0.0160335092642828,0.0166118971417779,0.019387337364971,0.0193316809271924
Klf12,-0.00138565292193581,0.00287953402600818,9.82393695657217e-05,-0.000624650330680931,-0.000491550840071645,-0.00222935023859566,-0.00329561135616676,-0.00432492127471512,-0.00782062457733304,-0.0126392269135396,-0.0133043360975464,-0.0129142195204259,-0.0132045860261978,-0.01172364285424,-0.00196204511132513,-0.00389438122284939,-0.0029345208686581,-0.00355356653893959,0.000910707647547828,0.00156900588263572,0.00257363967989381,0.000246043542306278,0.00413786263870166,0.00876442958254175,0.0164049060814325,0.0169005014956293,0.0196271366475333,0.0193849351146826
Tcfap4,0.00553119961110691,0.00338690136860101,0.0105502976757424,0.00952631391171762,0.0147076613139802,0.0137328496554931,0.0148716728483687,0.0147702214405372,0.0164579063961301,0.0152785552848043,0.0118142331840748,0.0108224073291305,0.0102111546360252,0.0117877237146826,0.00452440268090599,0.00618015993474993,0.00345836741936593,0.00558957206840803,-0.00515238771259343,-0.00327031141693704,-0.011960563655789,-0.0048474623073223,-0.020900416758618,-0.0239881694928492,-0.0296789542702548,-0.0279289951487695,-0.0261551285351131,-0.0268401218994575
Msc,0.0141072317759733,0.0129079975439127,0.0212241666902202,0.0189949549620511,0.0280999731236669,0.025416667145488,0.0283528050859143,0.0281402609736348,0.0259577774900237,0.026458693265807,0.00856483608094691,0.00754720731985643,0.00568262403739502,0.00929070555916747,0.00903852283483774,0.012818837950156,0.0198595913500663,0.0152394997636396,0.00207520006935661,0.00184154090414373,-0.0141079849641527,-0.00905406021350171,-0.0374587929874335,-0.0378822900501806,-0.0501653678168342,-0.0533748687954749,-0.0561122877952508,-0.0546723201388837
Nfe2l2,-0.00798467682695589,-0.00654579071745179,-0.00536271806213249,-0.00536805974367957,-0.00790403261318074,-0.00785024540950667,-0.0079970183691553,-0.00653132847294069,-0.00456997820077166,-0.0044852365438005,0.0246380377678736,0.0194735678307977,0.021225955146217,0.017390771895522,-0.0128777771107109,-0.0103667248515087,0.00915946532890252,0.0109363893605561,0.00792121102013247,0.00685424479518618,0.00916562249593393,0.0115546237888735,0.00140692880132471,-0.00376487529237886,-0.0117385062916176,-0.00825928738734942,-0.0131613705565419,-0.0146338383218555
Creb1,-0.00369719504775126,0.00474315946665346,-0.0039492468296785,-0.00388637499946847,-0.0209234699545786,-0.0167352659742476,-0.0249467106411172,-0.0249421595286423,-0.0231056255120946,-0.0190438640720244,-0.0155689342874008,-0.01742791000215,-0.015270687929721,-0.0158311969792091,-0.00153167634559506,-0.00515661649876025,0.00222480451389807,0.00144530898432877,0.00956311571335334,0.00194176147170828,0.00832699172486419,0.00267412121649865,0.0155226283868039,0.0249953026419106,0.0342701330216473,0.0344136326042153,0.0335562632307684,0.0372349190048791
Gata5,-0.00495888915329922,-0.00337830486918016,0.000418463087626037,-0.00278280205399657,0.00488514851368651,0.0019834432729224,0.00393298145992485,0.00376432459137709,0.00266782154477154,0.00325169575573854,0.00982001255142892,0.00868821609193171,0.0145577900060082,0.0152880781259658,-0.00504628187445595,-0.00256713760813599,-0.00302494133203958,-0.00603375503864249,0.0258223265452803,0.0208605821284779,0.0308807018762065,0.038603255587596,0.00148005184608319,-0.00418861231351211,-0.0321892149469519,-0.0308898816688147,-0.0458690275287267,-0.0453911627742083
Sp3,-0.00136984700809274,0.00225100688090689,-0.000595224615335101,-0.00131992863606654,-0.00238422043137843,-0.00357661342430952,-0.0036007185111588,-0.00444016057902939,-0.00721053638533552,-0.0108804082215227,-0.0115815724964233,-0.0114956836756013,-0.0111000497005202,-0.010095118572297,-0.00145583788675578,-0.00348175415918655,-0.00301537040681502,-0.00342401367776712,0.000667109877187617,0.000660947069705396,0.0030250928686248,0.00126404887226392,0.00439704872600684,0.00891084069786376,0.0153038759278138,0.0157673084646803,0.018509871187827,0.0179598692954362
Gata3,-0.0038309746161193,-0.00147379146983697,0.00167245355106025,-0.000264944871296489,0.00743957592948163,0.0024466028150609,0.00515550373810144,0.00506604223503269,0.00323343230869673,0.00398040886392488,0.0140684134203323,0.0114565218212618,0.014045868251181,0.0156704021679183,-0.00327625579395155,0.000843141396068917,-0.00196244208744385,-0.00527098757355305,0.0233581882216326,0.0199589180897711,0.025623515394444,0.0335952730033734,-0.00468700458982458,-0.00941484538572579,-0.0343227976643675,-0.0331067484854062,-0.044376565712642,-0.044948329716924
Zfp711,0.00635486496389781,0.00650432924254472,0.0103988293241528,0.0121204049752358,0.0173823497460601,0.0161847390652093,0.0136499974598929,0.0146346390221002,0.0124088957777767,0.0061205078372894,0.0001586176575777,0.00353196023642013,0.00136507582961337,0.00276165567203478,0.00205597923223194,0.00545673791202893,0.00908710484911917,0.00749885053165081,0.00665823099122165,0.00565451908625828,-0.00608308701659963,0.00109156472483374,-0.0217776655768116,-0.0226266266994912,-0.0301752904094389,-0.0269051686360684,-0.0234153605927294,-0.0287517579504615
Etv2,0.0098219966085997,0.00951420876291495,0.00693512654554641,0.00593414751494311,-0.00861071201105872,-0.00538223176252513,-0.013391279739308,-0.0109717056902424,-0.0141772294057409,-0.00807625048099381,-0.0142152119566058,-0.0163241725642284,-0.0144838939188025,-0.0141872233158044,0.00631042736901172,0.00931811692914446,0.0161238504462709,0.0134030375050362,0.00966862809909828,0.00737911463108115,-0.00231145601273031,0.00104069596671583,0.000896160944004696,0.00136061343461383,0.00267897522961913,0.00402940859640738,0.0107386660516976,0.00891331678072307
Duxbl,-0.008429937118749,-0.00304078697513266,-0.00580464451120355,-0.00767706480587439,-0.0079905041937995,-0.00861296548204011,-0.0115892050386023,-0.00999511612101576,-0.014831979714792,-0.00575705121656192,-0.00699768477632788,-0.00804086588088637,-0.00493474029328777,-0.00629652457584891,-0.00419833903964111,-0.0083817327225322,-0.00629835018549618,-0.00601901501430085,0.00441388196738314,0.00220792254160375,0.00203906231872724,0.0027613633337285,0.00860108520072205,0.0112147004114696,0.022375652026598,0.0255583636390173,0.0310124905058226,0.0268258673906588
Gm10391,-0.008429937118749,-0.00304078697513266,-0.00580464451120355,-0.00767706480587439,-0.0079905041937995,-0.00861296548204011,-0.0115892050386023,-0.00999511612101576,-0.014831979714792,-0.00575705121656192,-0.00699768477632788,-0.00804086588088637,-0.00493474029328777,-0.00629652457584891,-0.00419833903964111,-0.0083817327225322,-0.00629835018549618,-0.00601901501430085,0.00441388196738314,0.00220792254160375,0.00203906231872724,0.0027613633337285,0.00860108520072205,0.0112147004114696,0.022375652026598,0.0255583636390173,0.0310124905058226,0.0268258673906588
Gm10394,-0.008429937118749,-0.00304078697513266,-0.00580464451120355,-0.00767706480587439,-0.0079905041937995,-0.00861296548204011,-0.0115892050386023,-0.00999511612101576,-0.014831979714792,-0.00575705121656192,-0.00699768477632788,-0.00804086588088637,-0.00493474029328777,-0.00629652457584891,-0.00419833903964111,-0.0083817327225322,-0.00629835018549618,-0.00601901501430085,0.00441388196738314,0.00220792254160375,0.00203906231872724,0.0027613633337285,0.00860108520072205,0.0112147004114696,0.022375652026598,0.0255583636390173,0.0310124905058226,0.0268258673906588
Sp1,-0.00123520353935853,0.00318798266138636,0.000140445408381248,-0.000682259777441498,-0.00210831488120858,-0.00256540020343192,-0.0034306220796025,-0.00477828520556923,-0.00699640172911641,-0.0113894951612309,-0.012258053754398,-0.0123966927340781,-0.0120360959699422,-0.00993723653424762,-0.00164434974332509,-0.00368797487044932,-0.00325143852846529,-0.00331595327482024,0.00267171234512414,0.00177512788259007,0.00373177225315979,0.00235632802267865,0.00432705577259613,0.00896998214545992,0.0137055086203069,0.0143966841201192,0.017793723745758,0.0162751322076081
Id3,0.00925999539159778,0.00739349463010819,0.0127304353616685,0.012715851153768,0.0178002076486167,0.0181586294438872,0.00564030234870592,0.00516854789512391,-0.000394917487295168,-0.00537301187586352,-0.00753897178257015,-0.00987973251080854,-0.00982568120148936,-0.00834698750210456,0.00671359223024342,0.00901115647693036,0.00745000443225237,0.00785747592460796,0.0128657301536115,0.0137209656718709,-0.00599022963245167,0.000878774568105102,-0.0155072896083725,-0.0174922926229757,-0.0193746545679826,-0.0195361676669936,-0.014300995393193,-0.0143272207644818
Id4,0.00925999539159778,0.00739349463010819,0.0127304353616685,0.012715851153768,0.0178002076486167,0.0181586294438872,0.00564030234870592,0.00516854789512391,-0.000394917487295168,-0.00537301187586352,-0.00753897178257015,-0.00987973251080854,-0.00982568120148936,-0.00834698750210456,0.00671359223024342,0.00901115647693036,0.00745000443225237,0.00785747592460796,0.0128657301536115,0.0137209656718709,-0.00599022963245167,0.000878774568105102,-0.0155072896083725,-0.0174922926229757,-0.0193746545679826,-0.0195361676669936,-0.014300995393193,-0.0143272207644818
Myf6,0.00755257158126329,0.00529571340122471,0.0114415610700192,0.0118906027608252,0.0153006162727746,0.0150420531881446,0.0106777445959699,0.0115343989105663,0.00754773340380306,0.00372763993851355,-0.000918271744511048,-0.00171285127544678,-0.00289009812594923,-0.00195350480598043,0.00535293533349899,0.00633330832237002,0.00528293282188728,0.0053359591098842,0.00123596822693003,0.00174924198081669,-0.011119063529195,-0.00395739040749057,-0.0154915184161889,-0.017466294729311,-0.017450644816573,-0.0199801974351483,-0.0155276511313345,-0.0160553564084932
Scx,0.00675138223428015,0.00353772266079062,0.0120936352399086,0.00975915170398689,0.0159260014288852,0.0161338511939815,0.0144848822209446,0.0172748079857274,0.0137949256785343,0.0100716167358026,0.00454798058712793,0.00575636301126248,0.0043566197048059,0.00584298624816705,0.0035440113177305,0.00569613709324915,0.0106540538495655,0.00862040648344298,0.00303368436410031,0.00297418462024334,-0.0090946234356369,-0.00331566838868908,-0.019271821835817,-0.0223531029619047,-0.0295580310043383,-0.0298427365605674,-0.0277191600027758,-0.0303351134535065
Tcf15,0.00675138223428015,0.00353772266079062,0.0120936352399086,0.00975915170398689,0.0159260014288852,0.0161338511939815,0.0144848822209446,0.0172748079857274,0.0137949256785343,0.0100716167358026,0.00454798058712793,0.00575636301126248,0.0043566197048059,0.00584298624816705,0.0035440113177305,0.00569613709324915,0.0106540538495655,0.00862040648344298,0.00303368436410031,0.00297418462024334,-0.0090946234356369,-0.00331566838868908,-0.019271821835817,-0.0223531029619047,-0.0295580310043383,-0.0298427365605674,-0.0277191600027758,-0.0303351134535065
Klf14,-0.00204743227029473,0.00332924402902559,-2.51261788796579e-05,-0.000755951427112069,-0.00142103588159748,-0.00208356960750221,-0.0035614880259212,-0.00490636423418873,-0.00788051865675582,-0.0127210441656458,-0.0127910706645004,-0.0128799430506991,-0.0127521498002103,-0.0114394603025963,-0.0017366694062229,-0.00457655131181303,-0.00406520613889238,-0.00376985100751355,0.00105569704841746,0.00237100613254535,0.0040187909249567,0.000920602029285055,0.00325002635159172,0.00988155783701707,0.0163812704254646,0.0169864942133817,0.0193667751631841,0.0191959067673494
Klf11,-0.00204743227029473,0.00332924402902559,-2.51261788796579e-05,-0.000755951427112069,-0.00142103588159748,-0.00208356960750221,-0.0035614880259212,-0.00490636423418873,-0.00788051865675582,-0.0127210441656458,-0.0127910706645004,-0.0128799430506991,-0.0127521498002103,-0.0114394603025963,-0.0017366694062229,-0.00457655131181303,-0.00406520613889238,-0.00376985100751355,0.00105569704841746,0.00237100613254535,0.0040187909249567,0.000920602029285055,0.00325002635159172,0.00988155783701707,0.0163812704254646,0.0169864942133817,0.0193667751631841,0.0191959067673494
Klf13,-0.00204743227029473,0.00332924402902559,-2.51261788796579e-05,-0.000755951427112069,-0.00142103588159748,-0.00208356960750221,-0.0035614880259212,-0.00490636423418873,-0.00788051865675582,-0.0127210441656458,-0.0127910706645004,-0.0128799430506991,-0.0127521498002103,-0.0114394603025963,-0.0017366694062229,-0.00457655131181303,-0.00406520613889238,-0.00376985100751355,0.00105569704841746,0.00237100613254535,0.0040187909249567,0.000920602029285055,0.00325002635159172,0.00988155783701707,0.0163812704254646,0.0169864942133817,0.0193667751631841,0.0191959067673494
Klf16,-0.00204743227029473,0.00332924402902559,-2.51261788796579e-05,-0.000755951427112069,-0.00142103588159748,-0.00208356960750221,-0.0035614880259212,-0.00490636423418873,-0.00788051865675582,-0.0127210441656458,-0.0127910706645004,-0.0128799430506991,-0.0127521498002103,-0.0114394603025963,-0.0017366694062229,-0.00457655131181303,-0.00406520613889238,-0.00376985100751355,0.00105569704841746,0.00237100613254535,0.0040187909249567,0.000920602029285055,0.00325002635159172,0.00988155783701707,0.0163812704254646,0.0169864942133817,0.0193667751631841,0.0191959067673494
Spdef,0.00292150953321944,0.00364197013117332,-0.00260191324402487,-0.00322681165818897,-0.019896749664985,-0.0157354807194926,-0.0197914636528385,-0.0210131466149139,-0.0235576905435902,-0.0201532429852674,-0.0210750343279018,-0.0222030954638926,-0.0196550083876483,-0.0162975795790838,0.00103515602460021,0.0019693531555498,0.00405360825023366,0.00566427355452856,0.0088385166762887,0.00539102389701429,0.00517999197033906,0.00838731403165792,0.0184813440418245,0.0207633673073386,0.0247037541902675,0.0274404985513725,0.0327177815365824,0.0311316282387001
Gata6,-0.000355081357786177,-0.000307299195856104,0.00473295096667717,0.00200188020462965,0.00865401485435966,0.00504306178945995,0.00519614070785565,0.00593619943811665,0.00202480292707432,0.000934730274677626,0.0109580804692072,0.00630766385617455,0.0111604915832211,0.011984854188964,-0.00133683486215604,0.00149398400331928,-0.000915378102524152,-0.00384378340837534,0.0216688199049789,0.018775246167368,0.0250503454635415,0.0309762173577876,-0.00482069325807485,-0.00977372978458353,-0.0335974608078606,-0.0309286665307448,-0.0435534853480683,-0.0432205388966199
Naif1,-0.0138254683960081,-0.00390958335773344,-0.010484306454519,-0.0153492355482272,-0.0169343290351786,-0.0189144777874743,-0.0259624792079456,-0.0272966151165349,-0.0314894547936721,-0.0374496968401776,-0.0177853260910295,-0.0245625960328257,-0.016331224415406,-0.0121990760166346,-0.0110559343289279,-0.0121350739671163,-0.010523095700941,-0.0109193007771362,0.0100579409613625,0.00158858640577541,0.014915991847788,0.0194892952871973,0.0427672814614486,0.0450598787492989,0.0394876170504118,0.0430440344076625,0.0457592532942347,0.0417773384592076
Dbx1,0.0130880285678741,0.0166027848058472,0.0118276631065034,0.0115121350663844,0.00887825065722771,0.011090119882284,0.00995732075452237,0.00804256810518571,0.00371189544724215,0.00291299800119799,-0.00884918128322279,-0.00836087764456586,-0.00968363077198038,-0.00371376801777391,0.0103625420140315,0.010771714450658,0.00506654706871174,0.00575094639184431,-0.00195448980604946,-0.00349136490012263,-0.0092782702715659,-0.00609207378203735,-0.0135858729997029,-0.0127734290678078,-0.0158070570842438,-0.0107355884344995,-0.0122638278387171,-0.0131336626497736
Nr2c2,0.00246358447712152,0.00257278889037658,-0.00198070964071525,-0.00310781593672155,-0.0151175227735417,-0.011480757591389,-0.015885902048742,-0.0143853866178132,-0.0139165217028452,-0.0137603392312651,-0.0113029930242809,-0.0140985279269614,-0.0120797215728218,-0.00813263996862518,0.000298297248907849,0.00203866754284781,0.00249254556046369,0.00467258483961497,0.00642787686717064,0.00311437884219733,0.00316029510644722,0.006478608560051,0.013392040231283,0.0139108593297983,0.0143106748394567,0.0158687749009735,0.0215484801587033,0.0193946385780253
LINE3878,-0.00481282263647842,-0.00451485316671029,-0.00219146921819617,-0.00260528830173093,0.00172065829191472,0.000517512722267365,0.00290416044485142,0.00309886225553048,0.00461698632177066,0.00420624464297881,0.00696395332972957,0.00572613277067999,0.00684356938038832,0.0072938233771686,-0.00508537842589345,-0.00397658255614489,-0.00356953400860271,-0.00527130152103626,0.00141497204913318,0.0011333680896261,0.000605879862027461,0.00394149279856305,-0.00168486104180871,-0.0042680974529861,-0.00578495417901833,-0.00501355512863197,-0.000263321489872657,-0.00141051871529059
Clock,0.0149830210937943,0.0213219590549373,0.00937639926444188,0.0134148671325513,0.00369434338341175,0.00207315039818563,-0.00517970472855464,-0.00723393172364444,-0.0156745006887505,-0.0252768737909363,-0.0313449641520382,-0.0361060897886648,-0.0316564225857398,-0.0267390061501197,0.0113608091271883,0.00899731917456373,0.0122782109458204,0.0136760961610708,0.00363414326633531,0.00658444328015218,0.0045627414487813,0.00831445395971559,0.00642769768079772,0.0142270620033066,0.00508820047096886,0.00966737394012113,0.00230785601498509,-0.00047657411066817
Atf1,-0.00510746561269746,-0.000384038828506006,-0.00225859286653123,-0.00386501048502721,-0.0134015919871655,-0.0109490928146681,-0.0177984080582418,-0.0168480512888068,-0.0205037297435431,-0.0181927741243971,-0.0148483232154811,-0.0173300161212004,-0.013052245025154,-0.0119753155130977,-0.00449432998555003,-0.00695934260034332,-0.000203920385449891,-0.00216561144417183,0.0080836559730226,0.00460031499540069,0.00569482785190176,0.0075208554650693,0.0192403068176099,0.0211777049677104,0.0259769422156551,0.0249738154896906,0.0309794503751276,0.0296026358432322
Ahctf1,0.00639433865624888,0.0104050676614003,0.00521799915420538,0.00516194416656964,0.00305978052898898,0.00344768012301398,0.00225239702326722,0.00230075218001396,-0.000627203115996663,-0.004589072733133,-0.0155221071854556,-0.0121805242166999,-0.0139048073162225,-0.00996219149769667,0.00379114142551664,0.00408725032834234,0.0092855984826832,0.00821102176665847,0.00703016166736414,0.00383799682418039,-0.00266103517149583,0.00318245853672258,-0.00523263723150856,-0.00320070318217203,-0.0052737917060813,-0.00380113434732447,0.000366924570754844,-0.00117206887999956
Klf8,-0.00134783053719547,0.00203579337339958,-0.000316285230278598,-0.000588276120392025,0.00049251513406403,-0.00125020820400916,-0.00180492110973099,-0.00256207836617095,-0.00562810380429101,-0.0103717492358175,-0.0111879559140462,-0.0104888273739411,-0.0111426936083974,-0.00991499288395643,-0.00260719905851014,-0.00389216599067869,-0.00283012003290996,-0.00349094769047364,0.00117479636212943,0.00128200258652544,0.00258672969162271,0.000810390799565188,0.00351829343716473,0.00704585439967309,0.0131257980235023,0.0136609921111083,0.0158554409342235,0.015430848418427
Tcfe3,-0.00263005921549809,0.00698178826177368,-0.00334191286150713,-0.00548305336213236,-0.0118430851854446,-0.0126125780875369,-0.01746547022574,-0.0194605947922658,-0.0170733538764192,-0.0143298972698335,-0.0133967619039954,-0.0155534554593532,-0.0153998667163807,-0.0135948902596081,-0.00260291038478759,-0.00600616422362956,-0.00256275292845862,0.000270829770284271,0.00401177494066509,0.00523183715439707,0.00358166640413357,0.00540488896183404,0.00983784060334436,0.0206222763347881,0.0258661411889459,0.0303525722824779,0.0301423896279301,0.0293059942891691
Mef2a,-0.00240886344640161,-0.00191143840276958,0.00273406372830983,0.000900566619683366,0.00882852746545624,0.00802028143685447,0.0115573772507013,0.0117126968523284,0.0138859249205086,0.0124784207516145,0.012544137774305,0.0116676135436019,0.011455256582283,0.0147995733139285,-0.00210380425962685,-0.000937003937510526,-0.000380169884176258,-0.00240936045059934,0.00102126547919684,0.00142288502143047,-0.00623525647655264,0.00335057158453614,-0.0157100705529303,-0.0176705011894067,-0.0224416487647847,-0.0193642400237308,-0.0141728879628149,-0.0179475973662026
Pbx3,-0.00581837439793771,-0.00432726985268633,-0.00577985961004283,-0.00477544832157727,-0.00480254388949851,-0.00479514652988151,-0.0085965329084005,-0.00808966044459742,-0.0134386148817742,-0.00652451587054625,-0.00834081450408339,-0.00977697771220594,-0.00802633468282989,-0.0089849045609029,-0.00232181222626968,-0.0059529413947364,-0.00580759432862307,-0.00493651319515393,0.0020792295205552,0.000325629773119929,0.00147076213900801,-0.00155642885690777,0.00584666346075794,0.00865073283015128,0.0221878859301846,0.0245773385058375,0.0309080460156973,0.0284157563711385
Plagl1,0.00207946656935973,0.00408496067663913,0.00610654737773327,0.00645186648340831,0.00930313042915575,0.00855397066871829,0.00817871850484064,0.00920129744207591,0.00901640873124876,0.00553051905369488,0.00398164737969643,0.00575397597917736,0.00321420564438994,0.00656930813894906,-0.000261379637189384,0.00426515862461887,0.00854344145424538,0.00574150940820705,0.00839748814396542,0.00538324948818617,-0.00459936207593346,0.00488560597901723,-0.0137638166186308,-0.0165455796144366,-0.0245888897574328,-0.0220518388350542,-0.0192006167016005,-0.0229713682368503
Elf1,-0.00464712848395932,-0.0064722292405023,-0.0046874699323526,-0.0043522812087948,-0.00630856864405041,-0.00565227216031219,-0.00772002149574217,-0.00648157562807771,-0.00177676197838666,0.00143273476522865,0.00265581365122931,0.000761541832707571,0.00290611841773754,0.00236469816991539,-0.00576506855109009,-0.00342524176802291,-0.000183265727488299,-0.00119433329369314,0.00761076735538065,0.00749929343806112,0.00309169025061371,0.0083336651276128,0.00404665287732574,-0.00157359189388172,0.000126252404824058,0.000680856378202888,0.0111367611867121,0.0095418738291564
Mycl1,0.00764535714113635,0.0141185492652616,0.00158613840199203,0.00387747515984369,-0.00495308170612222,-0.0047588825064356,-0.0108071338720166,-0.0117475870555273,-0.015657641116155,-0.0189327304665332,-0.0206926321310721,-0.0238041379596686,-0.0217167296398555,-0.0173001638220097,0.00423731787304131,0.00347012695832884,0.00579577136157113,0.0078053047086343,0.000621223262256036,0.000529134257670815,0.00359340591172612,0.0063435663275407,0.0105692047261413,0.0173295305991585,0.0132601835697102,0.0187213100896485,0.0135872863069644,0.0110311430234321
Mycn,0.00764535714113635,0.0141185492652616,0.00158613840199203,0.00387747515984369,-0.00495308170612222,-0.0047588825064356,-0.0108071338720166,-0.0117475870555273,-0.015657641116155,-0.0189327304665332,-0.0206926321310721,-0.0238041379596686,-0.0217167296398555,-0.0173001638220097,0.00423731787304131,0.00347012695832884,0.00579577136157113,0.0078053047086343,0.000621223262256036,0.000529134257670815,0.00359340591172612,0.0063435663275407,0.0105692047261413,0.0173295305991585,0.0132601835697102,0.0187213100896485,0.0135872863069644,0.0110311430234321
Mycs,0.00764535714113635,0.0141185492652616,0.00158613840199203,0.00387747515984369,-0.00495308170612222,-0.0047588825064356,-0.0108071338720166,-0.0117475870555273,-0.015657641116155,-0.0189327304665332,-0.0206926321310721,-0.0238041379596686,-0.0217167296398555,-0.0173001638220097,0.00423731787304131,0.00347012695832884,0.00579577136157113,0.0078053047086343,0.000621223262256036,0.000529134257670815,0.00359340591172612,0.0063435663275407,0.0105692047261413,0.0173295305991585,0.0132601835697102,0.0187213100896485,0.0135872863069644,0.0110311430234321
