0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2,0_1,0_2,4_1,4_2,8_1,8_2,12_1,12_2,24_1,24_2,36_1,36_2,48_1,48_2
Lyl1,0.00839826655349159,0.00458161403538512,0.0129662281118155,0.011697636285561,0.0190628843420274,0.0201558164546584,0.0203136301485462,0.0199982484635752,0.0197924825051605,0.0176511318081388,0.0106111306025679,0.0101401428887338,0.00863115048406331,0.0099563964248166,0.0052915969014469,0.009033307157146,0.00711485855079084,0.0043862851254683,-0.00280660721326527,-0.00228091145368196,-0.0156252387058245,-0.00869650139269171,-0.0233162521172737,-0.0281913043088947,-0.0331977628099229,-0.033539486353803,-0.0341181340451071,-0.0344840189734422
Myog,0.00569527059577092,0.00219457048036802,0.0107499619610283,0.00961427892706246,0.0174292903673956,0.0174913705389626,0.017596927099463,0.0181799270238239,0.0182416398091241,0.0168023474066078,0.0118078036755187,0.0112730971799134,0.00956285502829137,0.0110623009612749,0.00257813381080094,0.00604014389144715,0.00461700801714686,0.00240578899712986,-0.00409134864867793,-0.00267553241697251,-0.0135939858468753,-0.00745074835833512,-0.0221027386986056,-0.0253697352473435,-0.0283026359596879,-0.0295981074466767,-0.0285279623622119,-0.0285417404611036
Nfix,0.00621428121291389,0.0118274646634529,0.0232203310298093,0.0194495504331792,0.0362702282508168,0.0309103754645859,0.0333888059717801,0.0325536866408492,0.0215421328777212,0.024720204526382,0.0174169605711632,0.0137887097779121,0.013774481914677,0.0162742235993163,0.00574851740233394,0.00727702525777939,0.00315318963885622,0.00373546816792323,-0.00151760549643762,-0.00134210641990539,-0.0136224203346424,-0.00799031483485359,-0.0406326097370163,-0.038828905177793,-0.0511055175897809,-0.0511102488404974,-0.0526435658111341,-0.0562769204592617
NP,0.0135912983764588,0.0151508181293575,0.0176873103428514,0.0175575154392014,0.0211775079603533,0.0222128151196212,0.0204026495454057,0.0228269554229645,0.0203439055066216,0.0259743098935926,0.0183718979796849,0.0159236262261337,0.0180489488898359,0.0192061476222586,0.0154606140452972,0.0177222577918746,-0.013491059851631,-0.0151539931901477,-0.0200869511662674,-0.0215428435059186,-0.0228857400378185,-0.0195480261605193,-0.0289534260972941,-0.031465348803601,-0.0339865881012999,-0.0331620197097655,-0.0306728221038942,-0.0327975683681757
Cebpa,-0.0480171994606375,-0.0383240284057998,-0.0403134505956718,-0.0443397858463206,-0.0335677206154595,-0.0406849259887493,-0.0422527622514345,-0.0398711210969727,-0.0476898560640574,-0.0633693258708387,0.00634658376641844,0.000946966355926698,0.0144216623768761,0.00449490155879996,-0.0430593750836298,-0.0430458240783777,-0.0410058707177172,-0.0423621534619365,0.00659653659582714,-0.00529946547413498,0.047428366598177,0.0547705175092169,0.0897129210601717,0.0786658836184676,0.0674677553608504,0.0697964841793986,0.0749052359507354,0.0688341123242347
Myod1,0.00554083929048708,0.00338311827091473,0.0105720352239889,0.00978226206368304,0.0173429375108278,0.017081152283375,0.0167361243210193,0.0160765323220352,0.0148916843591806,0.0149729856348558,0.00982752779132295,0.00817232765431137,0.00734797619059635,0.00866672639852678,0.00307631083819111,0.00598563567066877,0.00433833070995491,0.00259555692801059,-0.00211074749902171,-0.000434866191326004,-0.0129490470033664,-0.0072164316467381,-0.0209912316042222,-0.0238332409941923,-0.0265837004637274,-0.0272789498216604,-0.0255455460871237,-0.0261054538725715
Elf4,0.000173782551789053,0.00188391979507384,-0.0060303289462607,-0.00685345092047324,-0.0250570900425124,-0.0214948198058876,-0.0286751181190937,-0.0259936231467481,-0.026357934727932,-0.0219905184268441,-0.0196790400392046,-0.0209520252417272,-0.019984488621881,-0.01865955373613,-0.00260523414463282,-0.000816799256490185,0.00600256879279162,0.00603056649282864,0.0109310798113667,0.00751048538621076,0.00919908176199747,0.0106222358371526,0.0234005365532519,0.0248538056354312,0.031413007848531,0.0320076152329386,0.0403849545000525,0.0383808140845894
Bach1,0.0133880131930169,0.0183799975685907,0.020457797347651,0.0218142959370397,-0.000392709310400481,-0.00324495373305118,-0.0145367548872989,-0.0124095416422954,-0.0280153152477697,-0.0401147205609727,-0.029041273334266,-0.0291747456631126,-0.0269278280022799,-0.0285322891510894,0.00655501574862124,0.00834787720918097,0.0447782394109455,0.043767942467715,0.00886908208473477,0.00900592745095649,0.00851995252463338,0.00784502806401888,0.00401066297177778,0.000739818128498097,-0.00436918380610394,1.42446468341419e-05,-0.00205032779467961,-0.00319988070483514
Elf2,-0.000406230847655651,0.0015599272643812,-0.00657309008127555,-0.00706100743483672,-0.0249062517741123,-0.0214642110351715,-0.0288326324575107,-0.0256950054027785,-0.025692006589426,-0.0210984157468851,-0.0191293050873277,-0.0202381285768693,-0.019158785055099,-0.0179098756830844,-0.00335124866433186,-0.00130781592348001,0.00571129139076871,0.00550967736048262,0.0108751279391845,0.00720910240465405,0.00920772607033389,0.0108662179991785,0.0234498620099392,0.0247447092331391,0.0312202730782604,0.0319542401523651,0.0400476636016985,0.0381199446405057
Gabpa,0.00446809159222382,0.00580285998452681,-0.00249721946113889,-0.00267088211611614,-0.0229027707847155,-0.0190583483417405,-0.0263680684862201,-0.0239142960089392,-0.0270772025201922,-0.0231179829777606,-0.0233559439916412,-0.0255254196809454,-0.0236806724560011,-0.021554010524887,0.00208906980293817,0.00364081568523027,0.00903397821705263,0.00919631778014164,0.0104127793979426,0.00756020182503883,0.00718173674881079,0.00696098529706424,0.0205572135656461,0.0232958728852724,0.0283562337813595,0.0294270964450975,0.0361676090274457,0.0350562816035346
Gm4881,0.00446809159222382,0.00580285998452681,-0.00249721946113889,-0.00267088211611614,-0.0229027707847155,-0.0190583483417405,-0.0263680684862201,-0.0239142960089392,-0.0270772025201922,-0.0231179829777606,-0.0233559439916412,-0.0255254196809454,-0.0236806724560011,-0.021554010524887,0.00208906980293817,0.00364081568523027,0.00903397821705263,0.00919631778014164,0.0104127793979426,0.00756020182503883,0.00718173674881079,0.00696098529706424,0.0205572135656461,0.0232958728852724,0.0283562337813595,0.0294270964450975,0.0361676090274457,0.0350562816035346
Ets2,0.00446809159222382,0.00580285998452681,-0.00249721946113889,-0.00267088211611614,-0.0229027707847155,-0.0190583483417405,-0.0263680684862201,-0.0239142960089392,-0.0270772025201922,-0.0231179829777606,-0.0233559439916412,-0.0255254196809454,-0.0236806724560011,-0.021554010524887,0.00208906980293817,0.00364081568523027,0.00903397821705263,0.00919631778014164,0.0104127793979426,0.00756020182503883,0.00718173674881079,0.00696098529706424,0.0205572135656461,0.0232958728852724,0.0283562337813595,0.0294270964450975,0.0361676090274457,0.0350562816035346
Ascl2,0.00640808269210664,0.0030118805237276,0.0108989849824493,0.0101511694041519,0.0175688258163731,0.0181874535508707,0.0182715073504697,0.0181452197585935,0.0174425592286202,0.0180237496917702,0.0102626967775401,0.00936636187435491,0.00816243340272481,0.00976056502035884,0.00383216002717736,0.00806381223959099,0.00549081712932925,0.0037198671442979,-0.00273850998543797,-0.00216154095524429,-0.0126538790217949,-0.00737408117471102,-0.0216295246659598,-0.0254114546942125,-0.0297911011625865,-0.0298636803337064,-0.0300452474912037,-0.0310941662893721
Ascl1,0.00640808269210664,0.0030118805237276,0.0108989849824493,0.0101511694041519,0.0175688258163731,0.0181874535508707,0.0182715073504697,0.0181452197585935,0.0174425592286202,0.0180237496917702,0.0102626967775401,0.00936636187435491,0.00816243340272481,0.00976056502035884,0.00383216002717736,0.00806381223959099,0.00549081712932925,0.0037198671442979,-0.00273850998543797,-0.00216154095524429,-0.0126538790217949,-0.00737408117471102,-0.0216295246659598,-0.0254114546942125,-0.0297911011625865,-0.0298636803337064,-0.0300452474912037,-0.0310941662893721
Etv5,0.00655843936732445,0.00845870031627423,-0.00149291991795125,-0.002319073834464,-0.0240416067114152,-0.0192988027135867,-0.0269457214719042,-0.0255050050394587,-0.0288336818278637,-0.0253855529124872,-0.0257598028994731,-0.0275831911647972,-0.025826674480806,-0.0234234762026738,0.00314106379222727,0.00379060731854378,0.00811368270382304,0.00987350188852089,0.00953788718672564,0.00617723941130522,0.00677472898439889,0.00626123863501222,0.0214941151792923,0.0259203215026069,0.0305192811062432,0.0326241242919708,0.0372957008793073,0.0364536927603153
ENSMUSG00000044690,0.00655843936732445,0.00845870031627423,-0.00149291991795125,-0.002319073834464,-0.0240416067114152,-0.0192988027135867,-0.0269457214719042,-0.0255050050394587,-0.0288336818278637,-0.0253855529124872,-0.0257598028994731,-0.0275831911647972,-0.025826674480806,-0.0234234762026738,0.00314106379222727,0.00379060731854378,0.00811368270382304,0.00987350188852089,0.00953788718672564,0.00617723941130522,0.00677472898439889,0.00626123863501222,0.0214941151792923,0.0259203215026069,0.0305192811062432,0.0326241242919708,0.0372957008793073,0.0364536927603153
Nhlh2,0.00677895300053959,0.00382659436298201,0.0103389035077236,0.0103672568045969,0.0160709493547253,0.0169743347845309,0.0173459010608603,0.0176718797628732,0.0174281500093037,0.0181538081034998,0.0113908032126962,0.0102515238256965,0.00904316752513931,0.0106359923559576,0.0049435188906748,0.0082113075020245,0.00505660456266029,0.00325947384218283,-0.00472032892171801,-0.00361022016252541,-0.0137019624924734,-0.00737788132423973,-0.0210845817674455,-0.0240138268790006,-0.0289717413132315,-0.0290065809180145,-0.0304268149514308,-0.0313265200563224
Elk3,0.0067361093447919,0.00811318315858308,-0.00155454983179023,-0.00200724345047193,-0.0234937295974786,-0.0179802732370803,-0.0266495027892592,-0.024978621465818,-0.027716797401859,-0.0240760270029224,-0.0247036808435515,-0.0265912800621947,-0.0251097671896707,-0.0229556509140035,0.0031729314889627,0.00390526777654779,0.00771206309805645,0.00940951631564349,0.00936784202393365,0.00613595280889746,0.00643223255203172,0.00633649450505782,0.0208567036161961,0.0245438671474061,0.0292629330231679,0.0311116076971007,0.0361193615238142,0.035448971210407
Etv6,-0.00314461075566145,-0.00314362125060636,-0.00832352621910182,-0.00857089241312601,-0.0207209334248465,-0.0170596044853781,-0.0234190285740997,-0.0206322064617824,-0.0192216937181046,-0.0118464341765173,-0.0137554402583948,-0.0142344291232708,-0.0135080919059654,-0.0131397822499623,-0.00533455363083697,-0.00277983918182799,0.003467753847974,0.00235063019762013,0.0134139100553221,0.0114759184833363,0.0103004537398179,0.011552701975761,0.0184896350074387,0.0167821084359878,0.0221427077758944,0.0243096368245319,0.0343247862717858,0.0317246574101662
Irf2,-0.0135714254539824,-0.0103880140619468,-0.00451591826839886,-0.00741458996540609,0.00494136667318086,0.0068407348496189,0.0105917696221497,0.0129019166998536,0.0193243270024727,0.0222248640712407,0.0224562154015201,0.0210108823556333,0.0217654513130283,0.025171326667506,-0.0136974845635384,-0.0118753272862613,0.000778871828556564,-0.00210158705504528,0.0235395256331821,0.0204177395927738,0.000369610080481424,0.0145168331570808,-0.0185540004818097,-0.0228162485530997,-0.0327482787312534,-0.0323549390200383,-0.0207769544167717,-0.0255014815704972
Elk4,0.00764590891931709,0.00986350077389131,-4.57338544572611e-05,-0.00134231466693236,-0.0226086272430344,-0.0180679752337406,-0.0269627854743884,-0.0246412267688693,-0.0291974309241557,-0.0269635046934319,-0.0275351830556485,-0.0289812887539658,-0.0270966213289075,-0.0248720989755417,0.00402313258739773,0.00468360846906572,0.00888250926435514,0.0112246968379842,0.0103923421602467,0.00749270434639607,0.00673048032492029,0.00632475556028379,0.0199930884182028,0.0246075876407977,0.0293787165462336,0.0315176622842219,0.036462511938848,0.0351599588332349
Jdp2,-0.00636953560660643,0.00386298862450421,-0.00672250912532777,-0.00618344253277028,-0.0231121414803825,-0.022156610683909,-0.030367674832368,-0.0318102763321606,-0.0344894777314637,-0.0364146129598635,-0.0283539540978643,-0.0329651674893621,-0.0262318245492498,-0.0261498383475015,-0.00510572148510158,-0.00971062102521118,-0.000409097242112012,0.000124694326066389,0.0105754820677948,0.00769476137071474,0.0180341301634304,0.00983364986815623,0.0304500732645148,0.0386518242505544,0.0496618774123584,0.0505639117756434,0.0508572944215503,0.0499141748941947
Yy1,0.00255597261881899,0.00547312583407695,-0.000926368610588963,-0.00326504416757837,-0.0168863307703072,-0.0137975034962089,-0.0205103076890206,-0.021910176435372,-0.0202400461908434,-0.0175615307893973,-0.0191658655103885,-0.0200012668804116,-0.0200078139347038,-0.0182920369892263,-0.000435953415981787,-0.00258226437818432,0.00749401132758086,0.00669305627194613,0.0132754387134086,0.0119422189238121,0.00740638181080648,0.00868202983330297,0.0137464279858706,0.018720814557133,0.0213362387998207,0.025503527806906,0.0286039631263989,0.0251615445920078
Etv4,0.00708038108964276,0.00854901863291054,-0.000754330803332082,-0.00162644587413862,-0.022442407745839,-0.017952509384836,-0.0258329270264589,-0.0236910685434603,-0.0270375783301485,-0.0240685730102539,-0.0247998317511354,-0.0265287254993529,-0.0247628688698542,-0.0220705767415469,0.00335758464619205,0.0043792608294095,0.00857916104711233,0.00986337071222012,0.00916499099886651,0.00570542586052104,0.00597933608302598,0.00505571777814099,0.0196823407050461,0.0245582195454421,0.0281319040797189,0.0303932839510212,0.0343293578580269,0.033334434512853
Spib,-0.0123719734548947,-0.0131453542884223,-0.00651743001599971,-0.00660423627209415,0.00116189631772134,0.00111602850952293,0.00284317201634458,0.00317649456012696,0.0106476860941899,0.0137999863947314,0.0174842168946503,0.0163958646522683,0.0182788099954384,0.0172915134495317,-0.0123292965344444,-0.0085450891964198,-0.00887291182239156,-0.0119670853661154,0.00606840041257601,0.00559736264501109,0.00129123580344689,0.0069868423597697,-0.00403671914911373,-0.0114612358422658,-0.012191303075296,-0.0117768196113066,0.00135773271176047,-0.00030998814308681
Elk1,0.0057235285714897,0.0070701238826123,-0.00205068337141114,-0.00217788076601813,-0.0229961413926663,-0.017942548454436,-0.0265103058232855,-0.0244531624785148,-0.0266963427472545,-0.0231457327145383,-0.0230602510997052,-0.0254980764306757,-0.0238561587337394,-0.0219129212449815,0.00277623865869273,0.0040685833583586,0.007454042843394,0.00881985244636388,0.00899629872615487,0.00592675471708221,0.00610497562963239,0.00597373463205869,0.0200884118544352,0.0242079045920367,0.0294931866444614,0.0302608040917127,0.0352923617854631,0.0348334711074395
Mbtps2,0.00341522410398004,0.00509220527168885,-0.000490541784499985,-0.00253697311835135,-0.0171328734258018,-0.0136445753058921,-0.0208121713298252,-0.0214781039566394,-0.02013004982433,-0.0162201532340986,-0.018131725609409,-0.0191868533918862,-0.0195630841647423,-0.0176764636644205,0.000281060769229706,-0.00164102552780611,0.00813139823603556,0.00818393740808256,0.0133997720630678,0.0117590084421229,0.00722456791188417,0.00887415728690698,0.0132931437750346,0.0178177651382248,0.0193645882475377,0.0241422606739777,0.0264317531229321,0.0229591769076889
Zfp42,0.00341522410398004,0.00509220527168885,-0.000490541784499985,-0.00253697311835135,-0.0171328734258018,-0.0136445753058921,-0.0208121713298252,-0.0214781039566394,-0.02013004982433,-0.0162201532340986,-0.018131725609409,-0.0191868533918862,-0.0195630841647423,-0.0176764636644205,0.000281060769229706,-0.00164102552780611,0.00813139823603556,0.00818393740808256,0.0133997720630678,0.0117590084421229,0.00722456791188417,0.00887415728690698,0.0132931437750346,0.0178177651382248,0.0193645882475377,0.0241422606739777,0.0264317531229321,0.0229591769076889
Etv3,0.00457306681303014,0.00606958037573274,-0.00249597839280888,-0.00382099146578488,-0.0223210327615963,-0.0194374112418613,-0.0262653769921444,-0.0236696324213012,-0.0261297998785208,-0.0203203639228588,-0.0219365172251665,-0.0239923463421438,-0.0222968976941233,-0.020309551921699,0.00287577917018642,0.00356999650321666,0.0104811102562874,0.0105475076955938,0.0105788487228286,0.00783401721198504,0.00715127424335872,0.00731432620119399,0.0194904785963324,0.0223268233705422,0.0257454059160802,0.0280507457349303,0.0337335430862342,0.0316315337148088
Fli1,0.00535450519183931,0.00714446125230174,-0.000315380341117716,-0.000905020338955643,-0.0198818947300469,-0.017109725187917,-0.0254513926750994,-0.021878069464452,-0.0250288653016395,-0.0217247463880778,-0.0230876806109902,-0.024974006422096,-0.022700122857995,-0.0215467804595798,0.00288656609381835,0.00423298305241976,0.0107869256788667,0.010962412692053,0.010157967451752,0.00815853185605398,0.00621017602616723,0.00685903747791874,0.0181389562822888,0.0200897979838207,0.0241444095362824,0.0255589247574419,0.031354019481723,0.0302765099716777
