Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-2559585,Oncogene Induced Senescence,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,1869|4193|4194|7027,E2F1|MDM2|MDM4|TFDP1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-180910,Vpr-mediated nuclear import of PICs,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,3159|4928|8480|23636,HMGA1|NUP98|RAE1|NUP62,-1.3,MyList
GO Biological Processes,19,GO:0009156,ribonucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,159|471|790|7372,ADSS2|ATIC|CAD|UMPS,-1.3,MyList
Reactome Gene Sets,6,R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,902|1022|2071|2968,CCNH|CDK7|ERCC3|GTF2H4,-1.3,MyList
Reactome Gene Sets,6,R-HSA-113418,Formation of the Early Elongation Complex,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,902|1022|2071|2968,CCNH|CDK7|ERCC3|GTF2H4,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,5888|5889|5932|23514,RAD51|RAD51C|RBBP8|SPIDR,-1.3,MyList
CORUM,33,CORUM:305,"40S ribosomal subunit, cytoplasmic",,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,6202|6218|6232|6234,RPS8|RPS17|RPS27|RPS28,-1.3,MyList
WikiPathways,27,WP2363,Gastric cancer network 2,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,4609|5983|5984|10153,MYC|RFC3|RFC4|CEBPZ,-1.3,MyList
Reactome Gene Sets,6,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,4928|7514|8480|23636,NUP98|XPO1|RAE1|NUP62,-1.3,MyList
Reactome Gene Sets,6,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,,-2.7,2.5,3.5,30242,309,500,13,2.6,0.71,5682|5685|5688|5693|5695|5709|5710|7324|9817|25847|51433|54620|64682,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|UBE2E1|KEAP1|ANAPC13|ANAPC5|FBXL19|ANAPC1,-1.3,MyList
GO Biological Processes,19,GO:0034249,negative regulation of cellular amide metabolic process,19_GO:0048519 negative regulation of biological process,-2.7,2.7,3.6,30242,273,500,12,2.4,0.68,1981|3692|4076|4848|4849|23019|23404|51010|51441|56339|56915|57721,EIF4G1|EIF6|CAPRIN1|CNOT2|CNOT3|CNOT1|EXOSC2|EXOSC3|YTHDF2|METTL3|EXOSC5|METTL14,-1.3,MyList
Reactome Gene Sets,6,R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,,-2.7,11,5.4,30242,16,500,3,0.6,0.35,2033|2648|9794,EP300|KAT2A|MAML1,-1.3,MyList
GO Biological Processes,19,GO:2000001,regulation of DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-2.7,11,5.4,30242,16,500,3,0.6,0.35,5514|7919|11200,PPP1R10|DDX39B|CHEK2,-1.3,MyList
CORUM,33,CORUM:739,SIN3-ING1b complex II,,-2.7,11,5.4,30242,16,500,3,0.6,0.35,6599|6601|8289,SMARCC1|SMARCC2|ARID1A,-1.3,MyList
GO Biological Processes,19,GO:0042795,snRNA transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.7,11,5.4,30242,16,500,3,0.6,0.35,1022|6619|84524,CDK7|SNAPC3|ZC3H8,-1.3,MyList
GO Biological Processes,19,GO:0055076,transition metal ion homeostasis,19_GO:0065007 biological regulation,-2.7,3.5,3.8,30242,138,500,8,1.6,0.56,22|537|2395|4609|4682|7037|10539|81894,ABCB7|ATP6AP1|FXN|MYC|NUBP1|TFRC|GLRX3|SLC25A28,-1.3,MyList
GO Biological Processes,19,GO:0051149,positive regulation of muscle cell differentiation,19_GO:0048518 positive regulation of biological process,-2.6,4.5,4.1,30242,81,500,6,1.2,0.49,1432|2648|4193|4208|7919|9794,MAPK14|KAT2A|MDM2|MEF2C|DDX39B|MAML1,-1.3,MyList
GO Biological Processes,19,GO:0051973,positive regulation of telomerase activity,19_GO:0048518 positive regulation of biological process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,1736|4609|4931|65057,DKC1|MYC|NVL|ACD,-1.3,MyList
GO Biological Processes,19,GO:0043276,anoikis,19_GO:0009987 cellular process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,1869|7027|10514|11200,E2F1|TFDP1|MYBBP1A|CHEK2,-1.3,MyList
GO Biological Processes,19,GO:0009303,rRNA transcription,19_GO:0008152 metabolic process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,1663|10849|25926|64425,DDX11|POLR1G|NOL11|POLR1E,-1.3,MyList
GO Biological Processes,19,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",19_GO:0023052 signaling,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,4193|4869|6615|23028,MDM2|NPM1|SNAI1|KDM1A,-1.3,MyList
Reactome Gene Sets,6,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,4928|7514|8480|23636,NUP98|XPO1|RAE1|NUP62,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5693537,Resolution of D-Loop Structures,,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,5888|5889|5932|23514,RAD51|RAD51C|RBBP8|SPIDR,-1.3,MyList
GO Biological Processes,19,GO:0010332,response to gamma radiation,19_GO:0050896 response to stimulus,-2.6,5.4,4.3,30242,56,500,5,1,0.44,4193|4609|5888|11200|23028,MDM2|MYC|RAD51|CHEK2|KDM1A,-1.3,MyList
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-2.6,2.1,3.3,30242,552,500,19,3.8,0.86,1175|1432|1981|5682|5685|5688|5693|5695|5709|5710|6135|6158|6173|6202|6218|6232|6234|10093|22794,AP2S1|MAPK14|EIF4G1|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|ARPC4|CASC3,-1.3,MyList
GO Biological Processes,19,GO:0007219,Notch signaling pathway,19_GO:0023052 signaling,-2.6,3.2,3.7,30242,172,500,9,1.8,0.59,6615|9794|11235|25871|51441|54475|55759|56339|57178,SNAI1|MAML1|PDCD10|NEPRO|YTHDF2|NLE1|WDR12|METTL3|ZMIZ1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2.6,1.9,3.3,30242,723,500,23,4.6,0.94,537|1062|1432|1778|1781|4928|6232|7037|7514|7919|9497|10093|10250|10652|11243|23028|27316|51143|79003|79658|80152|220134|100527963,ATP6AP1|CENPE|MAPK14|DYNC1H1|DYNC1I2|NUP98|RPS27|TFRC|XPO1|DDX39B|SLC4A7|ARPC4|SRRM1|YKT6|PMF1|KDM1A|RBMX|DYNC1LI1|MIS12|ARHGAP10|CENPT|SKA1|PMF1-BGLAP,-1.3,MyList
GO Biological Processes,19,GO:2001252,positive regulation of chromosome organization,19_GO:0048518 positive regulation of biological process,-2.6,4.4,4,30242,82,500,6,1.2,0.49,1663|1736|5514|9587|55196|65057,DDX11|DKC1|PPP1R10|MAD2L1BP|RESF1|ACD,-1.3,MyList
GO Biological Processes,19,GO:0051155,positive regulation of striated muscle cell differentiation,19_GO:0048518 positive regulation of biological process,-2.6,5.3,4.2,30242,57,500,5,1,0.44,1432|2648|4208|7919|9794,MAPK14|KAT2A|MEF2C|DDX39B|MAML1,-1.3,MyList
GO Biological Processes,19,GO:0006611,protein export from nucleus,19_GO:0051179 localization,-2.6,5.3,4.2,30242,57,500,5,1,0.44,4193|7514|10768|51496|57510,MDM2|XPO1|AHCYL1|CTDSPL2|XPO5,-1.3,MyList
CORUM,33,CORUM:642,CtBP complex,,-2.6,11,5.2,30242,17,500,3,0.6,0.35,23028|23186|79813,KDM1A|RCOR1|EHMT1,-1.3,MyList
GO Biological Processes,19,GO:0006390,mitochondrial transcription,19_GO:0008152 metabolic process,-2.6,11,5.2,30242,17,500,3,0.6,0.35,5442|7019|56652,POLRMT|TFAM|TWNK,-1.3,MyList
WikiPathways,27,WP2916,Interactome of polycomb repressive complex 2 (PRC2),,-2.6,11,5.2,30242,17,500,3,0.6,0.35,2146|9774|23512,EZH2|BCLAF1|SUZ12,-1.3,MyList
GO Biological Processes,19,GO:0031573,mitotic intra-S DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.6,11,5.2,30242,17,500,3,0.6,0.35,5883|11200|144715,RAD9A|CHEK2|RAD9B,-1.3,MyList
WikiPathways,27,WP4225,Pyrimidine metabolism and related diseases,,-2.6,11,5.2,30242,17,500,3,0.6,0.35,790|6241|7372,CAD|RRM2|UMPS,-1.3,MyList
GO Biological Processes,19,GO:0045815,"positive regulation of gene expression, epigenetic",19_GO:0048518 positive regulation of biological process,-2.6,11,5.2,30242,17,500,3,0.6,0.35,2033|8289|57178,EP300|ARID1A|ZMIZ1,-1.3,MyList
KEGG Pathway,24,ko00250,"Alanine, aspartate and glutamate metabolism",,-2.6,6.9,4.5,30242,35,500,4,0.8,0.4,159|790|2744|2806,ADSS2|CAD|GLS|GOT2,-1.3,MyList
GO Biological Processes,19,GO:0000731,DNA synthesis involved in DNA repair,19_GO:0050896 response to stimulus,-2.6,6.9,4.5,30242,35,500,4,0.8,0.4,5424|5983|10714|353497,POLD1|RFC3|POLD3|POLN,-1.3,MyList
Reactome Gene Sets,6,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,,-2.6,3.8,3.8,30242,112,500,7,1.4,0.53,6135|6158|6173|6202|6218|6232|6234,RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28,-1.2,MyList
Reactome Gene Sets,6,R-HSA-1474165,Reproduction,,-2.6,3.4,3.7,30242,143,500,8,1.6,0.56,1017|5888|5889|5932|6117|8243|65057|644186,CDK2|RAD51|RAD51C|RBBP8|RPA1|SMC1A|ACD|SYCE3,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,892|2033|2648|4609|9794,CCNC|EP300|KAT2A|MYC|MAML1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,892|2033|2648|4609|9794,CCNC|EP300|KAT2A|MYC|MAML1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,892|2033|2648|4609|9794,CCNC|EP300|KAT2A|MYC|MAML1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,892|2033|2648|4609|9794,CCNC|EP300|KAT2A|MYC|MAML1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644603,Signaling by NOTCH1 in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,892|2033|2648|4609|9794,CCNC|EP300|KAT2A|MYC|MAML1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-5610787,Hedgehog 'off' state,,-2.6,3.7,3.8,30242,113,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-1.2,MyList
GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.5,2.9,3.5,30242,211,500,10,2,0.63,405|537|632|1432|3692|4208|4609|10221|11143|23186,ARNT|ATP6AP1|BGLAP|MAPK14|EIF6|MEF2C|MYC|TRIB1|KAT7|RCOR1,-1.2,MyList
GO Biological Processes,19,GO:0006333,chromatin assembly or disassembly,19_GO:0009987 cellular process,-2.5,3.1,3.6,30242,177,500,9,1.8,0.59,3009|3159|4171|4869|6599|6601|6605|8208|8289,H1-5|HMGA1|MCM2|NPM1|SMARCC1|SMARCC2|SMARCE1|CHAF1B|ARID1A,-1.2,MyList
GO Biological Processes,19,GO:0070897,transcription preinitiation complex assembly,19_GO:0008152 metabolic process,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,6908|9013|10629|64425,TBP|TAF1C|TAF6L|POLR1E,-1.2,MyList
GO Biological Processes,19,GO:0002209,behavioral defense response,19_GO:0007610 behavior,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,41|1981|2033|4208,ASIC1|EIF4G1|EP300|MEF2C,-1.2,MyList
Reactome Gene Sets,6,R-HSA-6804757,Regulation of TP53 Degradation,,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,1017|4193|4194|11200,CDK2|MDM2|MDM4|CHEK2,-1.2,MyList
Reactome Gene Sets,6,R-HSA-176033,Interactions of Vpr with host cellular proteins,,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,3159|4928|8480|23636,HMGA1|NUP98|RAE1|NUP62,-1.2,MyList
Canonical Pathways,11,M17,PID NOTCH PATHWAY,,-2.5,5.1,4.1,30242,59,500,5,1,0.44,2033|4609|5932|9794|23028,EP300|MYC|RBBP8|MAML1|KDM1A,-1.2,MyList
GO Biological Processes,19,GO:0006406,mRNA export from nucleus,19_GO:0051179 localization,-2.5,5.1,4.1,30242,59,500,5,1,0.44,2733|7919|8480|57187|91746,GLE1|DDX39B|RAE1|THOC2|YTHDC1,-1.2,MyList
GO Biological Processes,19,GO:0071427,mRNA-containing ribonucleoprotein complex export from nucleus,19_GO:0051179 localization,-2.5,5.1,4.1,30242,59,500,5,1,0.44,2733|7919|8480|57187|91746,GLE1|DDX39B|RAE1|THOC2|YTHDC1,-1.2,MyList
KEGG Pathway,24,ko00310,Lysine degradation,,-2.5,5.1,4.1,30242,59,500,5,1,0.44,2146|4297|4967|9739|79813,EZH2|KMT2A|OGDH|SETD1A|EHMT1,-1.2,MyList
GO Biological Processes,19,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,19_GO:0008152 metabolic process,-2.5,10,5,30242,18,500,3,0.6,0.35,1663|25926|64425,DDX11|NOL11|POLR1E,-1.2,MyList
Reactome Gene Sets,6,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,-2.5,10,5,30242,18,500,3,0.6,0.35,2033|7027|10498,EP300|TFDP1|CARM1,-1.2,MyList
GO Biological Processes,19,GO:0051382,kinetochore assembly,19_GO:0009987 cellular process,-2.5,10,5,30242,18,500,3,0.6,0.35,1062|79003|80152,CENPE|MIS12|CENPT,-1.2,MyList
CORUM,33,CORUM:1335,SNW1 complex,,-2.5,10,5,30242,18,500,3,0.6,0.35,9343|10594|51366,EFTUD2|PRPF8|UBR5,-1.2,MyList
GO Biological Processes,19,GO:0006103,2-oxoglutarate metabolic process,19_GO:0008152 metabolic process,-2.5,10,5,30242,18,500,3,0.6,0.35,2806|4967|79944,GOT2|OGDH|L2HGDH,-1.2,MyList
Reactome Gene Sets,6,R-HSA-3858494,Beta-catenin independent WNT signaling,,-2.5,3.3,3.6,30242,146,500,8,1.6,0.56,1175|5682|5685|5688|5693|5695|5709|5710,AP2S1|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-1.2,MyList
GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-2.5,4.2,3.9,30242,86,500,6,1.2,0.49,4171|5394|9587|51143|54552|65057,MCM2|EXOSC10|MAD2L1BP|DYNC1LI1|GNL3L|ACD,-1.2,MyList
GO Biological Processes,19,GO:0043279,response to alkaloid,19_GO:0050896 response to stimulus,-2.5,3.7,3.7,30242,115,500,7,1.4,0.53,790|2806|2821|4193|5888|9343|23514,CAD|GOT2|GPI|MDM2|RAD51|EFTUD2|SPIDR,-1.2,MyList
GO Biological Processes,19,GO:0046916,cellular transition metal ion homeostasis,19_GO:0065007 biological regulation,-2.5,3.7,3.7,30242,115,500,7,1.4,0.53,22|537|2395|4609|4682|7037|10539,ABCB7|ATP6AP1|FXN|MYC|NUBP1|TFRC|GLRX3,-1.2,MyList
GO Biological Processes,19,GO:0030071,regulation of mitotic metaphase/anaphase transition,19_GO:0050789 regulation of biological process,-2.5,5,4.1,30242,60,500,5,1,0.44,1062|9587|51143|51433|55781,CENPE|MAD2L1BP|DYNC1LI1|ANAPC5|RIOK2,-1.2,MyList
GO Biological Processes,19,GO:0033120,positive regulation of RNA splicing,19_GO:0048518 positive regulation of biological process,-2.5,6.5,4.4,30242,37,500,4,0.8,0.4,4928|27316|54407|494115,NUP98|RBMX|SLC38A2|RBMXL1,-1.2,MyList
GO Biological Processes,19,GO:0051567,histone H3-K9 methylation,19_GO:0008152 metabolic process,-2.5,6.5,4.4,30242,37,500,4,0.8,0.4,3009|9682|23028|79813,H1-5|KDM4A|KDM1A|EHMT1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-6806003,Regulation of TP53 Expression and Degradation,,-2.5,6.5,4.4,30242,37,500,4,0.8,0.4,1017|4193|4194|11200,CDK2|MDM2|MDM4|CHEK2,-1.2,MyList
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-2.5,2.3,3.3,30242,364,500,14,2.8,0.74,1054|1663|1869|1981|2033|4931|6135|7023|10498|23028|51068|54552|65057|81857,CEBPG|DDX11|E2F1|EIF4G1|EP300|NVL|RPL11|TFAP4|CARM1|KDM1A|NMD3|GNL3L|ACD|MED25,-1.2,MyList
GO Biological Processes,19,GO:1903827,regulation of cellular protein localization,19_GO:0051179 localization,-2.5,2.1,3.2,30242,527,500,18,3.6,0.83,705|1432|1736|4193|4869|4931|7037|7514|11143|11235|23028|23514|23613|23636|51068|51366|51496|54552,BYSL|MAPK14|DKC1|MDM2|NPM1|NVL|TFRC|XPO1|KAT7|PDCD10|KDM1A|SPIDR|ZMYND8|NUP62|NMD3|UBR5|CTDSPL2|GNL3L,-1.2,MyList
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-2.5,2,3.2,30242,570,500,19,3.8,0.86,159|402|405|471|515|790|1503|2033|2079|2821|3692|4507|4522|4967|6241|7372|23028|25939|221937,ADSS2|ARL2|ARNT|ATIC|ATP5PB|CAD|CTPS1|EP300|ERH|GPI|EIF6|MTAP|MTHFD1|OGDH|RRM2|UMPS|KDM1A|SAMHD1|FOXK1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-112382,Formation of RNA Pol II elongation complex,,-2.5,5,4,30242,61,500,5,1,0.44,902|1022|2071|2968|4298,CCNH|CDK7|ERCC3|GTF2H4|MLLT1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-75955,RNA Polymerase II Transcription Elongation,,-2.5,5,4,30242,61,500,5,1,0.44,902|1022|2071|2968|4298,CCNH|CDK7|ERCC3|GTF2H4|MLLT1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-8943724,Regulation of PTEN gene transcription,,-2.5,5,4,30242,61,500,5,1,0.44,2146|6615|23028|23186|23512,EZH2|SNAI1|KDM1A|RCOR1|SUZ12,-1.2,MyList
Reactome Gene Sets,6,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),,-2.5,5,4,30242,61,500,5,1,0.44,1432|2033|4208|4209|10221,MAPK14|EP300|MEF2C|MEF2D|TRIB1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,-2.5,6.4,4.3,30242,38,500,4,0.8,0.4,2033|4609|4839|4869,EP300|MYC|NOP2|NPM1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,,-2.5,6.4,4.3,30242,38,500,4,0.8,0.4,4193|4928|8480|23636,MDM2|NUP98|RAE1|NUP62,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2408522,Selenoamino acid metabolism,,-2.5,3.6,3.7,30242,118,500,7,1.4,0.53,6135|6158|6173|6202|6218|6232|6234,RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28,-1.1,MyList
WikiPathways,27,WP404,Nucleotide metabolism,,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,159|5424|6241,ADSS2|POLD1|RRM2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,1869|4609|7027,E2F1|MYC|TFDP1,-1.1,MyList
GO Biological Processes,19,GO:0046112,nucleobase biosynthetic process,19_GO:0008152 metabolic process,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,790|1503|7372,CAD|CTPS1|UMPS,-1.1,MyList
GO Biological Processes,19,GO:0070734,histone H3-K27 methylation,19_GO:0008152 metabolic process,-2.4,9.6,4.8,30242,19,500,3,0.6,0.35,2146|23512|79813,EZH2|SUZ12|EHMT1,-1.1,MyList
GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-2.4,2,3.1,30242,574,500,19,3.8,0.86,159|471|632|1017|1663|2146|2395|2821|4193|4208|5888|8914|9131|10768|11179|11235|23514|54407|79800,ADSS2|ATIC|BGLAP|CDK2|DDX11|EZH2|FXN|GPI|MDM2|MEF2C|RAD51|TIMELESS|AIFM1|AHCYL1|ZNF277|PDCD10|SPIDR|SLC38A2|CARF,-1.1,MyList
GO Biological Processes,19,GO:0070507,regulation of microtubule cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.4,3.2,3.5,30242,150,500,8,1.6,0.56,402|1639|1778|5119|8480|23636|220134|221150,ARL2|DCTN1|DYNC1H1|CHMP1A|RAE1|NUP62|SKA1|SKA3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9018519,Estrogen-dependent gene expression,,-2.4,3.2,3.5,30242,150,500,8,1.6,0.56,865|2033|3838|4609|6908|8243|10498|23028,CBFB|EP300|KPNA2|MYC|TBP|SMC1A|CARM1|KDM1A,-1.1,MyList
GO Biological Processes,19,GO:0046824,positive regulation of nucleocytoplasmic transport,19_GO:0048518 positive regulation of biological process,-2.4,4.9,4,30242,62,500,5,1,0.44,1432|4193|51366|51496|55781,MAPK14|MDM2|UBR5|CTDSPL2|RIOK2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-2.4,2,3.1,30242,577,500,19,3.8,0.86,1175|1432|1981|5682|5685|5688|5693|5695|5709|5710|6135|6158|6173|6202|6218|6232|6234|10093|22794,AP2S1|MAPK14|EIF4G1|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|ARPC4|CASC3,-1.1,MyList
GO Biological Processes,19,GO:2000279,negative regulation of DNA biosynthetic process,19_GO:0048519 negative regulation of biological process,-2.4,6.2,4.2,30242,39,500,4,0.8,0.4,5394|27000|54552|65057,EXOSC10|DNAJC2|GNL3L|ACD,-1.1,MyList
Reactome Gene Sets,6,R-HSA-8853884,Transcriptional Regulation by VENTX,,-2.4,6.2,4.2,30242,39,500,4,0.8,0.4,7324|51433|64682|79813,UBE2E1|ANAPC5|ANAPC1|EHMT1,-1.1,MyList
GO Biological Processes,19,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,19_GO:0050789 regulation of biological process,-2.4,4.8,3.9,30242,63,500,5,1,0.44,1062|9587|51143|51433|55781,CENPE|MAD2L1BP|DYNC1LI1|ANAPC5|RIOK2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-202403,TCR signaling,,-2.4,3.5,3.6,30242,120,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-1.1,MyList
GO Biological Processes,19,GO:0051983,regulation of chromosome segregation,19_GO:0050789 regulation of biological process,-2.4,4,3.7,30242,91,500,6,1.2,0.49,1062|9587|51143|51433|55781|64682,CENPE|MAD2L1BP|DYNC1LI1|ANAPC5|RIOK2|ANAPC1,-1.1,MyList
GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-2.4,2.9,3.4,30242,187,500,9,1.8,0.59,1017|4193|6135|6599|7514|8667|9817|10221|285671,CDK2|MDM2|RPL11|SMARCC1|XPO1|EIF3H|KEAP1|TRIB1|RNF180,-1.1,MyList
GO Biological Processes,19,GO:0006607,NLS-bearing protein import into nucleus,19_GO:0051179 localization,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,3837|3838|3840,KPNB1|KPNA2|KPNA4,-1.1,MyList
GO Biological Processes,19,GO:0032211,negative regulation of telomere maintenance via telomerase,19_GO:0048519 negative regulation of biological process,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,5394|54552|65057,EXOSC10|GNL3L|ACD,-1.1,MyList
Reactome Gene Sets,6,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,7324|51433|64682,UBE2E1|ANAPC5|ANAPC1,-1.1,MyList
WikiPathways,27,WP391,Mitochondrial gene expression,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,4899|5442|7019,NRF1|POLRMT|TFAM,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,2033|2648|9794,EP300|KAT2A|MAML1,-1.1,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,25939|51441|56339,SAMHD1|YTHDF2|METTL3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-176412,Phosphorylation of the APC/C,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,7324|51433|64682,UBE2E1|ANAPC5|ANAPC1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,,-2.4,9.1,4.7,30242,20,500,3,0.6,0.35,7324|51433|64682,UBE2E1|ANAPC5|ANAPC1,-1.1,MyList
GO Biological Processes,19,GO:0009112,nucleobase metabolic process,19_GO:0008152 metabolic process,-2.4,6,4.1,30242,40,500,4,0.8,0.4,790|1503|7372|23028,CAD|CTPS1|UMPS|KDM1A,-1.1,MyList
Canonical Pathways,11,M176,PID FOXM1 PATHWAY,,-2.4,6,4.1,30242,40,500,4,0.8,0.4,1017|2033|4609|11200,CDK2|EP300|MYC|CHEK2,-1.1,MyList
GO Biological Processes,19,GO:2000781,positive regulation of double-strand break repair,19_GO:0048518 positive regulation of biological process,-2.4,6,4.1,30242,40,500,4,0.8,0.4,1663|8914|23514|64210,DDX11|TIMELESS|SPIDR|MMS19,-1.1,MyList
