_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-11,COVID039,M1,1,0,COVID,200,RNA_Sun_Calu-3_24h_Down,,-11,5.2,9.6,30242,300,500,26,5.2,0.99,476|689|811|908|2673|3015|3065|3066|5478|5591|5901|6185|6950|7009|7170|7184|7812|7913|8725|10576|10694|10959|51280|51727|55706|56886,ATP1A1|BTF3|CALR|CCT6A|GFPT1|H2AZ1|HDAC1|HDAC2|PPIA|PRKDC|RAN|RPN2|TCP1|TMBIM6|TPM3|HSP90B1|CSDE1|DEK|URI1|CCT2|CCT8|TMED2|GOLM1|CMPK1|NDC1|UGGT1,-6.9,0
1,-11,COVID064,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_4h_Up,,-11,5.5,9.6,30242,262,500,24,4.8,0.96,3065|3066|3181|3609|5478|5591|6749|8498|9320|9646|9967|10055|10075|10428|23369|23774|55677|57646|81608|116092|123169|129401|200916|221092,HDAC1|HDAC2|HNRNPA2B1|ILF3|PPIA|PRKDC|SSRP1|RANBP3|TRIP12|CTR9|THRAP3|SAE1|HUWE1|CFDP1|PUM2|BRD1|IWS1|USP28|FIP1L1|DNTTIP1|LEO1|NUP35|RPL22L1|HNRNPUL2,-6.8,0
1,-9.6,COVID134,M1,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Down,,-9.6,4.9,8.7,30242,299,500,24,4.8,0.96,689|1340|3065|5431|5432|6046|6667|6879|7371|8030|9044|9646|9810|9972|10735|25942|51280|55187|55339|55749|57459|57646|79577|93973,BTF3|COX6B1|HDAC1|POLR2B|POLR2C|BRD2|SP1|TAF7|UCK2|CCDC6|BTAF1|CTR9|RNF40|NUP153|STAG2|SIN3A|GOLM1|VPS13D|WDR33|CCAR1|GATAD2B|USP28|CDC73|ACTR8,-5.8,0
1,-9.6,COVID172,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF3_Down,,-9.6,4.8,8.7,30242,300,500,24,4.8,0.96,1385|1665|2874|3726|4221|5496|6749|7170|7913|8498|8883|8893|9184|9810|10055|10428|11091|11128|23054|23168|23248|54623|57092|81488,CREB1|DHX15|GPS2|JUNB|MEN1|PPM1G|SSRP1|TPM3|DEK|RANBP3|NAE1|EIF2B5|BUB3|RNF40|SAE1|CFDP1|WDR5|POLR3A|NCOA6|RTF1|RPRD2|PAF1|PCNP|POLR2M,-5.8,0
1,-8.1,COVID062,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_2h_Up,,-8.1,4.4,7.8,30242,300,500,22,4.4,0.92,1385|1937|3065|3066|3181|3609|6749|8498|9320|9646|9967|10055|10075|23774|51663|55677|57646|81608|123169|124245|200916|221092,CREB1|EEF1G|HDAC1|HDAC2|HNRNPA2B1|ILF3|SSRP1|RANBP3|TRIP12|CTR9|THRAP3|SAE1|HUWE1|BRD1|ZFR|IWS1|USP28|FIP1L1|LEO1|ZC3H18|RPL22L1|HNRNPUL2,-4.6,0
1,-8.1,COVID065,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_8h_Down,,-8.1,4.4,7.8,30242,300,500,22,4.4,0.92,1994|3054|3726|4820|5591|5933|7371|8030|8725|8773|9320|9611|9967|9972|10657|23774|51530|51593|55187|55626|84811|116224,ELAVL1|HCFC1|JUNB|NKTR|PRKDC|RBL1|UCK2|CCDC6|URI1|SNAP23|TRIP12|NCOR1|THRAP3|NUP153|KHDRBS1|BRD1|ZC3HC1|SRRT|VPS13D|AMBRA1|BUD13|PABIR1,-4.6,0
1,-7.4,COVID066,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_8h_Up,,-7.4,4.2,7.3,30242,300,500,21,4.2,0.9,3065|3066|3181|3609|4820|5478|5591|6749|8498|9320|9646|9967|10055|10075|23369|23774|55677|57646|116092|123169|200916,HDAC1|HDAC2|HNRNPA2B1|ILF3|NKTR|PPIA|PRKDC|SSRP1|RANBP3|TRIP12|CTR9|THRAP3|SAE1|HUWE1|PUM2|BRD1|IWS1|USP28|DNTTIP1|LEO1|RPL22L1,-4,0
1,-7.3,COVID055,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_0h_Down,,-7.3,4.4,7.3,30242,277,500,20,4,0.88,1994|3572|4820|5093|6670|6749|6879|7157|8030|9219|9320|9611|9967|10657|23774|51593|54890|116092|116224|124245,ELAVL1|IL6ST|NKTR|PCBP1|SP3|SSRP1|TAF7|TP53|CCDC6|MTA2|TRIP12|NCOR1|THRAP3|KHDRBS1|BRD1|SRRT|ALKBH5|DNTTIP1|PABIR1|ZC3H18,-4,0
1,-6.8,COVID057,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_12h_Down,,-6.8,4,6.8,30242,300,500,20,4,0.88,1994|3054|3726|4820|5093|5933|7371|8773|9219|9320|9611|9967|10657|23352|23774|51530|51593|55626|84811|116224,ELAVL1|HCFC1|JUNB|NKTR|PCBP1|RBL1|UCK2|SNAP23|MTA2|TRIP12|NCOR1|THRAP3|KHDRBS1|UBR4|BRD1|ZC3HC1|SRRT|AMBRA1|BUD13|PABIR1,-3.6,0
1,-6.8,COVID234,M1,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Down,,-6.8,4,6.8,30242,300,500,20,4,0.88,1072|1937|2975|5933|6749|7090|9611|9967|10766|23248|23352|23369|23774|25942|55683|79002|84811|116092|116224|124245,CFL1|EEF1G|GTF3C1|RBL1|SSRP1|TLE3|NCOR1|THRAP3|TOB2|RPRD2|UBR4|PUM2|BRD1|SIN3A|KANSL3|TRIR|BUD13|DNTTIP1|PABIR1|ZC3H18,-3.6,0
1,-6.5,COVID368,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP12,,-6.5,4.3,6.8,30242,255,500,18,3.6,0.83,908|3336|5202|8409|8725|9675|9924|10459|10576|10694|10726|11146|23386|25904|28981|57171|60412|79657,CCT6A|HSPE1|PFDN2|UXT|URI1|TTI1|PAN2|MAD2L2|CCT2|CCT8|NUDC|GLMN|NUDCD3|CNOT10|IFT81|DOLPP1|EXOC4|RPAP3,-3.4,0
1,-6.1,COVID058,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_12h_Up,,-6.1,3.8,6.4,30242,300,500,19,3.8,0.86,3065|3066|3181|5478|6749|8498|9320|9967|10055|10075|23352|23774|25942|55677|81608|123169|129401|200916|221092,HDAC1|HDAC2|HNRNPA2B1|PPIA|SSRP1|RANBP3|TRIP12|THRAP3|SAE1|HUWE1|UBR4|BRD1|SIN3A|IWS1|FIP1L1|LEO1|NUP35|RPL22L1|HNRNPUL2,-3.2,0
1,-6.1,COVID060,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_24h_Up,,-6.1,3.8,6.4,30242,300,500,19,3.8,0.86,1385|2673|3066|4820|6749|8030|9320|9967|10055|10075|10575|23352|23774|25942|26058|55677|81608|123169|129401,CREB1|GFPT1|HDAC2|NKTR|SSRP1|CCDC6|TRIP12|THRAP3|SAE1|HUWE1|CCT4|UBR4|BRD1|SIN3A|GIGYF2|IWS1|FIP1L1|LEO1|NUP35,-3.2,0
1,-6.1,COVID130,M1,1,0,COVID,200,Phosphoproteome_Stukalov_A549-ACE2_24h_Down,,-6.1,3.8,6.4,30242,300,500,19,3.8,0.86,4253|4825|4850|6421|7090|9611|9646|9967|9972|10075|11129|23248|26960|51343|51530|55677|81608|124245|129401,MIA2|NKX6-1|CNOT4|SFPQ|TLE3|NCOR1|CTR9|THRAP3|NUP153|HUWE1|CLASRP|RPRD2|NBEA|FZR1|ZC3HC1|IWS1|FIP1L1|ZC3H18|NUP35,-3.2,0
1,-5.5,COVID139,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_E_Up,,-5.5,4.6,6.3,30242,186,500,14,2.8,0.74,689|1072|1984|2972|3476|6184|9924|10657|23759|51611|57646|79868|84964|339287,BTF3|CFL1|EIF5A|BRF1|IGBP1|RPN1|PAN2|KHDRBS1|PPIL2|DPH5|USP28|ALG13|ALKBH6|MSL1,-2.8,0
1,-5.5,COVID037,M1,1,0,COVID,200,RNA_Sun_Calu-3_12h_Down,,-5.5,3.6,5.9,30242,300,500,18,3.6,0.83,86|476|689|811|1340|1603|3015|5478|5591|6184|6185|6613|6647|7009|7170|7184|10959|84661,ACTL6A|ATP1A1|BTF3|CALR|COX6B1|DAD1|H2AZ1|PPIA|PRKDC|RPN1|RPN2|SUMO2|SOD1|TMBIM6|TPM3|HSP90B1|TMED2|DPY30,-2.8,0
