_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-7.4,C0023470,M1,1,0,DisGeNET,35,Myeloid Leukemia,,-7.4,3.8,7.1,30242,385,500,24,4.8,0.96,1012|1050|1051|1788|3065|3066|3621|3684|3689|3726|4113|6037|6688|7157|7543|7913|9892|10735|23411|27306|55904|63976|81608|121256,CDH13|CEBPA|CEBPB|DNMT3A|HDAC1|HDAC2|ING1|ITGAM|ITGB2|JUNB|MAGEB2|RNASE3|SPI1|TP53|ZFX|DEK|SNAP91|STAG2|SIRT1|HPGDS|KMT2E|PRDM16|FIP1L1|TMEM132D,-4,0
1,-7.3,C0029401,M1,1,0,DisGeNET,35,Osteitis Deformans,,-7.3,6.3,8,30242,134,500,14,2.8,0.74,1051|3181|3572|3635|6647|6873|7157|7376|8086|10428|10657|23435|25797|57154,CEBPB|HNRNPA2B1|IL6ST|INPP5D|SOD1|TAF2|TP53|NR1H2|AAAS|CFDP1|KHDRBS1|TARDBP|QPCT|SMURF1,-4,0
1,-7.2,C1865014,M1,1,0,DisGeNET,35,Long philtrum,,-7.2,4.3,7.2,30242,282,500,20,4,0.88,2313|3054|4593|5373|6872|6878|7170|9320|10075|10225|10735|22866|23363|25942|28981|63976|64324|79868|80204|440138,FLI1|HCFC1|MUSK|PMM2|TAF1|TAF6|TPM3|TRIP12|HUWE1|CD96|STAG2|CNKSR2|OBSL1|SIN3A|IFT81|PRDM16|NSD1|ALG13|FBXO11|ALG11,-4,0
1,-7.1,C0240635,M1,1,0,DisGeNET,35,Byzanthine arch palate,,-7.1,3.3,6.7,30242,497,500,27,5.4,1,1340|1351|1376|1798|2673|3476|3759|4593|5373|6392|6872|6878|7170|9320|10075|10225|10459|10525|11011|23363|25942|29925|55788|57459|64324|65250|199857,COX6B1|COX8A|CPT2|DPAGT1|GFPT1|IGBP1|KCNJ2|MUSK|PMM2|SDHD|TAF1|TAF6|TPM3|TRIP12|HUWE1|CD96|MAD2L2|HYOU1|TLK2|OBSL1|SIN3A|GMPPB|LMBRD1|GATAD2B|NSD1|CPLANE1|ALG14,-3.8,0
1,-6.5,C0016202,M1,1,0,DisGeNET,35,Flatfoot,,-6.5,4,6.7,30242,285,500,19,3.8,0.86,1376|1798|2313|2673|3054|5373|6335|7170|10075|10459|10735|11011|22866|29925|64324|79868|80204|81603|199857,CPT2|DPAGT1|FLI1|GFPT1|HCFC1|PMM2|SCN9A|TPM3|HUWE1|MAD2L2|STAG2|TLK2|CNKSR2|GMPPB|NSD1|ALG13|FBXO11|TRIM8|ALG14,-3.4,0
1,-6.4,C4021045,M1,1,0,DisGeNET,35,Increased jitter at single fibre EMG,,-6.4,48,14,30242,5,500,4,0.8,0.4,1798|2673|29925|199857,DPAGT1|GFPT1|GMPPB|ALG14,-3.4,0
1,-6.4,C4022581,M1,1,0,DisGeNET,35,Favorable response of weakness to acetylcholine esterase inhibitors,,-6.4,48,14,30242,5,500,4,0.8,0.4,1798|2673|29925|199857,DPAGT1|GFPT1|GMPPB|ALG14,-3.4,0
1,-6.2,C0023487,M1,1,0,DisGeNET,35,Acute Promyelocytic Leukemia,,-6.2,2.8,6,30242,651,500,30,6,1.1,86|364|1050|1051|1385|1788|1994|2209|3065|3397|3684|3689|6037|6392|6613|6647|6688|7157|7913|8883|9213|9611|10322|10657|27306|51379|53615|79947|81608|348995,ACTL6A|AQP7|CEBPA|CEBPB|CREB1|DNMT3A|ELAVL1|FCGR1A|HDAC1|ID1|ITGAM|ITGB2|RNASE3|SDHD|SUMO2|SOD1|SPI1|TP53|DEK|NAE1|XPR1|NCOR1|SMYD5|KHDRBS1|HPGDS|CRLF3|MBD3|DHDDS|FIP1L1|NUP43,-3.2,0
1,-6,C4024605,M1,1,0,DisGeNET,35,Generalized weakness of limb muscles,,-6,40,12,30242,6,500,4,0.8,0.4,1798|2673|29925|199857,DPAGT1|GFPT1|GMPPB|ALG14,-3.1,0
1,-5.9,C0086437,M1,1,0,DisGeNET,35,Joint laxity,,-5.9,4.3,6.5,30242,224,500,16,3.2,0.79,540|1788|1798|2673|3759|5373|6872|7170|9611|11011|11128|25942|29925|57459|64324|199857,ATP7B|DNMT3A|DPAGT1|GFPT1|KCNJ2|PMM2|TAF1|TPM3|NCOR1|TLK2|POLR3A|SIN3A|GMPPB|GATAD2B|NSD1|ALG14,-3,0
1,-5.8,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-5.8,2.6,5.6,30242,756,500,32,6.4,1.1,488|528|540|1351|1798|1994|2113|2118|3066|3726|5478|6285|6590|6667|6749|7157|7189|7376|8312|9184|9219|10393|10657|10735|23383|23411|27306|57154|57491|79888|81622|83461,ATP2A2|ATP6V1C1|ATP7B|COX8A|DPAGT1|ELAVL1|ETS1|ETV4|HDAC2|JUNB|PPIA|S100B|SLPI|SP1|SSRP1|TP53|TRAF6|NR1H2|AXIN1|BUB3|MTA2|ANAPC10|KHDRBS1|STAG2|MAU2|SIRT1|HPGDS|SMURF1|AHRR|LPCAT1|UNC93B1|CDCA3,-3,0
1,-5.4,C1837098,M1,1,0,DisGeNET,35,Easy fatigability,,-5.4,7.4,7.1,30242,74,500,9,1.8,0.59,811|1798|2673|4221|4593|6392|7170|29925|199857,CALR|DPAGT1|GFPT1|MEN1|MUSK|SDHD|TPM3|GMPPB|ALG14,-2.7,0
1,-5.3,C1837899,M1,1,0,DisGeNET,35,Type I transferrin isoform profile,,-5.3,19,9.3,30242,16,500,5,1,0.44,1650|1798|5373|79868|440138,DDOST|DPAGT1|PMM2|ALG13|ALG11,-2.6,0
1,-5.3,C4021024,M1,1,0,DisGeNET,35,Muscle fiber tubular inclusions,,-5.3,30,11,30242,8,500,4,0.8,0.4,1798|2673|29925|199857,DPAGT1|GFPT1|GMPPB|ALG14,-2.6,0
1,-5.2,C0423224,M1,1,0,DisGeNET,35,Sunken eyes,,-5.2,4.6,6.1,30242,171,500,13,2.6,0.71,6872|9158|9320|10075|11128|25942|55904|57459|57498|63976|80185|80204|81603,TAF1|FIBP|TRIP12|HUWE1|POLR3A|SIN3A|KMT2E|GATAD2B|KIDINS220|PRDM16|TTI2|FBXO11|TRIM8,-2.5,0
1,-5.1,C0856975,M1,1,0,DisGeNET,35,Autistic behavior,,-5.1,3.7,5.7,30242,261,500,16,3.2,0.79,833|1788|3054|6335|6872|9320|10075|10735|11011|22866|23067|23435|25942|57459|79868|81603,CARS1|DNMT3A|HCFC1|SCN9A|TAF1|TRIP12|HUWE1|STAG2|TLK2|CNKSR2|SETD1B|TARDBP|SIN3A|GATAD2B|ALG13|TRIM8,-2.4,0
1,-4.9,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-4.9,2.4,5,30242,765,500,30,6,1.1,1351|1385|1788|3181|3603|3635|3684|3689|5142|6046|6285|6421|6647|6950|7004|7157|7184|8078|8883|8890|9039|9173|10459|10657|23308|23435|27306|54858|63976|129685,COX8A|CREB1|DNMT3A|HNRNPA2B1|IL16|INPP5D|ITGAM|ITGB2|PDE4B|BRD2|S100B|SFPQ|SOD1|TCP1|TEAD4|TP53|HSP90B1|USP5|NAE1|EIF2B4|UBA3|IL1RL1|MAD2L2|KHDRBS1|ICOSLG|TARDBP|HPGDS|PGPEP1|PRDM16|TAF8,-2.2,0
