_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-14,M171,M1,1,0,Transcription Factor Targets,16,GCCATNTTG YY1 Q6,,-14,4.8,10,30242,437,500,35,7,1.1,689|1351|1656|3609|4335|6184|6421|6613|6667|6878|7543|7922|8030|8890|9675|10181|10322|23054|23435|26058|26960|51530|51747|54536|54556|54934|55677|55904|56886|60625|80314|81603|83759|83985|93973,BTF3|COX8A|DDX6|ILF3|MNT|RPN1|SFPQ|SUMO2|SP1|TAF6|ZFX|SLC39A7|CCDC6|EIF2B4|TTI1|RBM5|SMYD5|NCOA6|TARDBP|GIGYF2|NBEA|ZC3HC1|LUC7L3|EXOC6|ING3|KANSL2|IWS1|KMT2E|UGGT1|DHX35|EPC1|TRIM8|RBM4B|SPNS1|ACTR8,-9.2,0
1,-8.9,M1485,M1,1,0,Transcription Factor Targets,16,E2F1 Q3,,-8.9,5.1,8.5,30242,247,500,21,4.2,0.9,2313|2874|3015|3609|5933|6670|6950|9125|9924|10204|10393|10735|23168|51184|51747|54556|56886|79002|79191|79733|195828,FLI1|GPS2|H2AZ1|ILF3|RBL1|SP3|TCP1|CNOT9|PAN2|NUTF2|ANAPC10|STAG2|RTF1|GPN3|LUC7L3|ING3|UGGT1|TRIR|IRX3|E2F8|ZNF367,-5.2,0
1,-8.8,M3265,M1,1,0,Transcription Factor Targets,16,NFMUE1 Q6,,-8.8,5.1,8.4,30242,250,500,21,4.2,0.9,1656|1665|1877|6421|7543|9213|9611|10181|10322|22883|23248|26058|51530|51747|54536|55339|55749|64324|80204|80314|93973,DDX6|DHX15|E4F1|SFPQ|ZFX|XPR1|NCOR1|RBM5|SMYD5|CLSTN1|RPRD2|GIGYF2|ZC3HC1|LUC7L3|EXOC6|WDR33|CCAR1|NSD1|FBXO11|EPC1|ACTR8,-5.2,0
1,-8.1,M12880,M1,1,0,Transcription Factor Targets,16,YY1 02,,-8.1,4.8,7.9,30242,251,500,20,4,0.88,689|1656|1665|6878|7543|7716|7812|9611|10322|10393|23248|26058|51747|54536|54891|55677|55904|64062|80314|93973,BTF3|DDX6|DHX15|TAF6|ZFX|VEZF1|CSDE1|NCOR1|SMYD5|ANAPC10|RPRD2|GIGYF2|LUC7L3|EXOC6|INO80D|IWS1|KMT2E|RBM26|EPC1|ACTR8,-4.5,0
1,-7.4,M5667,M1,1,0,Transcription Factor Targets,16,EGR2 01,,-7.4,5.2,7.7,30242,198,500,17,3.4,0.81,488|528|1072|1479|2118|4335|5571|6613|6882|8467|9125|9213|9987|10322|23411|25942|84447,ATP2A2|ATP6V1C1|CFL1|CSTF3|ETV4|MNT|PRKAG1|SUMO2|TAF11|SMARCA5|CNOT9|XPR1|HNRNPDL|SMYD5|SIRT1|SIN3A|SYVN1,-4,0
1,-7.3,M11698,M1,1,0,Transcription Factor Targets,16,YY1 Q6,,-7.3,4.6,7.4,30242,251,500,19,3.8,0.86,689|1656|4335|6184|6421|6878|7543|7922|8030|9611|9675|10322|23435|26058|51530|54536|55904|80314|81603,BTF3|DDX6|MNT|RPN1|SFPQ|TAF6|ZFX|SLC39A7|CCDC6|NCOR1|TTI1|SMYD5|TARDBP|GIGYF2|ZC3HC1|EXOC6|KMT2E|EPC1|TRIM8,-4,0
1,-7.3,M14466,M1,1,0,Transcription Factor Targets,16,MYB Q3,,-7.3,4.5,7.3,30242,253,500,19,3.8,0.86,1051|1477|1877|2118|2313|6877|7812|8078|8314|9924|10113|11333|51747|54556|55904|63976|83461|195828|219557,CEBPB|CSTF1|E4F1|ETV4|FLI1|TAF5|CSDE1|USP5|BAP1|PAN2|PREB|PDAP1|LUC7L3|ING3|KMT2E|PRDM16|CDCA3|ZNF367|TEX47,-4,0
1,-7,M29995,M1,1,0,Transcription Factor Targets,16,HES4 TARGET GENES,,-7,3,6.5,30242,597,500,30,6,1.1,1477|2058|2553|3609|5496|6829|6950|7184|7189|8893|9924|9967|10055|10694|11128|22883|23248|23352|23435|23759|30827|51004|51548|55677|55696|56886|57171|83985|129401|374875,CSTF1|EPRS1|GABPB1|ILF3|PPM1G|SUPT5H|TCP1|HSP90B1|TRAF6|EIF2B5|PAN2|THRAP3|SAE1|CCT8|POLR3A|CLSTN1|RPRD2|UBR4|TARDBP|PPIL2|CXXC1|COQ6|SIRT6|IWS1|RBM22|UGGT1|DOLPP1|SPNS1|NUP35|HSD11B1L,-3.8,0
1,-6.9,M29900,M1,1,0,Transcription Factor Targets,16,BANP TARGET GENES,,-6.9,2.7,6.3,30242,748,500,34,6.8,1.1,908|1353|1937|4820|5431|5496|6728|6829|6879|7157|7259|7812|7922|8467|9070|10075|10694|11147|11164|23383|23435|51163|51184|51520|51593|54617|55206|63892|64062|80347|81572|83640|116224|121260,CCT6A|COX11|EEF1G|NKTR|POLR2B|PPM1G|SRP19|SUPT5H|TAF7|TP53|TSPYL1|CSDE1|SLC39A7|SMARCA5|ASH2L|HUWE1|CCT8|HHLA3|NUDT5|MAU2|TARDBP|DBR1|GPN3|LARS1|SRRT|INO80|SBNO1|THADA|RBM26|COASY|PDRG1|RAMAC|PABIR1|SLC15A4,-3.7,0
1,-6.9,M1532,M1,1,0,Transcription Factor Targets,16,EGR1 01,,-6.9,4.3,7,30242,269,500,19,3.8,0.86,869|1656|1984|2118|3622|4335|5571|6046|6667|6882|7090|8467|9213|9987|10322|22883|55677|84447|116224,CBLN1|DDX6|EIF5A|ETV4|ING2|MNT|PRKAG1|BRD2|SP1|TAF11|TLE3|SMARCA5|XPR1|HNRNPDL|SMYD5|CLSTN1|IWS1|SYVN1|PABIR1,-3.7,0
