_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-6.7,M5000,M1,1,0,Transcription Factor Targets,16,E2F1 Q4,,-6.7,4.4,6.9,30242,249,500,18,3.6,0.83,678|1984|2118|2874|3181|5511|5591|6668|8409|9972|10735|23168|25942|30827|51163|65123|79733|80314,ZFP36L2|EIF5A|ETV4|GPS2|HNRNPA2B1|PPP1R8|PRKDC|SP2|UXT|NUP153|STAG2|RTF1|SIN3A|CXXC1|DBR1|INTS3|E2F8|EPC1,-3.6,0
1,-6.5,M19224,M1,1,0,Transcription Factor Targets,16,ELK1 02,,-6.5,4.3,6.8,30242,256,500,18,3.6,0.83,1351|1650|1984|1994|2975|6392|6396|6728|6829|7376|9044|10450|51548|55696|65123|81572|84447|120526,COX8A|DDOST|EIF5A|ELAVL1|GTF3C1|SDHD|SEC13|SRP19|SUPT5H|NR1H2|BTAF1|PPIE|SIRT6|RBM22|INTS3|PDRG1|SYVN1|DNAJC24,-3.4,0
1,-6.3,M10115,M1,1,0,Transcription Factor Targets,16,E2F Q4,,-6.3,4.3,6.7,30242,238,500,17,3.4,0.81,3015|3609|5511|5591|5933|6670|8409|9125|9924|9972|10735|51747|54556|56886|79733|80314|195828,H2AZ1|ILF3|PPP1R8|PRKDC|RBL1|SP3|UXT|CNOT9|PAN2|NUP153|STAG2|LUC7L3|ING3|UGGT1|E2F8|EPC1|ZNF367,-3.2,0
1,-6.2,M17024,M1,1,0,Transcription Factor Targets,16,ETF Q6,,-6.2,6.1,7.2,30242,119,500,12,2.4,0.68,6738|8030|9213|22883|23248|23352|51377|51727|57095|63976|79577|80314,RO60|CCDC6|XPR1|CLSTN1|RPRD2|UBR4|UCHL5|CMPK1|PITHD1|PRDM16|CDC73|EPC1,-3.2,0
1,-6.1,M10498,M1,1,0,Transcription Factor Targets,16,TGCGCANK UNKNOWN,,-6.1,2.9,6,30242,554,500,27,5.4,1,1385|1477|1603|1984|2975|3181|3622|4850|5252|5431|6877|7555|8467|8498|8883|8893|9125|9611|10055|10113|10766|22866|25940|55904|80018|84661|116224,CREB1|CSTF1|DAD1|EIF5A|GTF3C1|HNRNPA2B1|ING2|CNOT4|PHF1|POLR2B|TAF5|CNBP|SMARCA5|RANBP3|NAE1|EIF2B5|CNOT9|NCOR1|SAE1|PREB|TOB2|CNKSR2|FAM98A|KMT2E|NAA25|DPY30|PABIR1,-3.2,0
1,-6.1,M40840,M1,1,0,Transcription Factor Targets,16,EPC1 TARGET GENES,,-6.1,4.4,6.6,30242,218,500,16,3.2,0.79,1665|1737|1984|2058|2553|5933|10526|10575|10576|10766|10959|11333|51184|51493|83985|84811,DHX15|DLAT|EIF5A|EPRS1|GABPB1|RBL1|IPO8|CCT4|CCT2|TOB2|TMED2|PDAP1|GPN3|RTCB|SPNS1|BUD13,-3.2,0
1,-6.1,M11715,M1,1,0,Transcription Factor Targets,16,GGCNKCCATNK UNKNOWN,,-6.1,6,7.1,30242,121,500,12,2.4,0.68,6046|6421|7555|7922|10322|10766|51747|55904|64062|64324|80314|93973,BRD2|SFPQ|CNBP|SLC39A7|SMYD5|TOB2|LUC7L3|KMT2E|RBM26|NSD1|EPC1|ACTR8,-3.2,0
1,-6,M29943,M1,1,0,Transcription Factor Targets,16,DLX6 TARGET GENES,,-6,2.8,5.9,30242,596,500,28,5.6,1,16|3065|3181|3397|5093|5929|6184|6626|6667|8773|9675|9924|9967|10055|10952|11164|11333|23168|51247|51520|51593|54556|55696|55706|55884|63892|80347|283899,AARS1|HDAC1|HNRNPA2B1|ID1|PCBP1|RBBP5|RPN1|SNRPA|SP1|SNAP23|TTI1|PAN2|THRAP3|SAE1|SEC61B|NUDT5|PDAP1|RTF1|PAIP2|LARS1|SRRT|ING3|RBM22|NDC1|WSB2|THADA|COASY|INO80E,-3.1,0
1,-5.9,M8942,M1,1,0,Transcription Factor Targets,16,GCTNWTTGK UNKNOWN,,-5.9,3.7,6.2,30242,310,500,19,3.8,0.86,488|2118|3572|4237|4335|6400|6670|7090|7371|7555|8078|10735|11011|25813|51247|51747|55683|55749|83461,ATP2A2|ETV4|IL6ST|MFAP2|MNT|SEL1L|SP3|TLE3|UCK2|CNBP|USP5|STAG2|TLK2|SAMM50|PAIP2|LUC7L3|KANSL3|CCAR1|CDCA3,-3,0
1,-5.8,M16291,M1,1,0,Transcription Factor Targets,16,YNGTTNNNATT UNKNOWN,,-5.8,3.4,6,30242,376,500,21,4.2,0.9,488|869|1477|3759|4253|5571|7716|8891|9686|9924|10225|10735|11221|25769|28971|51747|54617|55128|56886|56942|60412,ATP2A2|CBLN1|CSTF1|KCNJ2|MIA2|PRKAG1|VEZF1|EIF2B3|VGLL4|PAN2|CD96|STAG2|DUSP10|SLC24A2|AAMDC|LUC7L3|INO80|TRIM68|UGGT1|CMC2|EXOC4,-3,0
1,-5.8,M29986,M1,1,0,Transcription Factor Targets,16,GUCY1B1 TARGET GENES,,-5.8,2.6,5.7,30242,686,500,30,6,1.1,528|1737|1877|1937|2058|3066|3609|6185|6626|6829|6877|6882|6884|7376|8078|9330|10526|51611|54916|55051|55571|56942|60625|80185|83461|83985|84661|116092|123169|387856,ATP6V1C1|DLAT|E4F1|EEF1G|EPRS1|HDAC2|ILF3|RPN2|SNRPA|SUPT5H|TAF5|TAF11|TAF13|NR1H2|USP5|GTF3C3|IPO8|DPH5|TMEM260|NRDE2|CNOT11|CMC2|DHX35|TTI2|CDCA3|SPNS1|DPY30|DNTTIP1|LEO1|CCDC184,-2.9,0
1,-5.7,M30191,M1,1,0,Transcription Factor Targets,16,TASOR TARGET GENES,,-5.7,3.8,6.1,30242,290,500,18,3.6,0.83,1737|1877|1937|2058|6829|6877|6878|6884|10526|51611|54623|55571|57095|80185|84661|116092|123169|387856,DLAT|E4F1|EEF1G|EPRS1|SUPT5H|TAF5|TAF6|TAF13|IPO8|DPH5|PAF1|CNOT11|PITHD1|TTI2|DPY30|DNTTIP1|LEO1|CCDC184,-2.9,0
1,-5.7,M40690,M1,1,0,Transcription Factor Targets,16,TBX3 TARGET GENES,,-5.7,3.4,6,30242,351,500,20,4,0.88,16|908|1477|1723|4820|5933|6590|7184|8890|10694|25976|26512|51184|51520|51593|55683|55706|55884|56942|256394,AARS1|CCT6A|CSTF1|DHODH|NKTR|RBL1|SLPI|HSP90B1|EIF2B4|CCT8|TIPARP|INTS6|GPN3|LARS1|SRRT|KANSL3|NDC1|WSB2|CMC2|SERPINA11,-2.9,0
1,-5.6,M19064,M1,1,0,Transcription Factor Targets,16,E2F Q6,,-5.6,4.1,6.2,30242,236,500,16,3.2,0.79,3015|3609|5511|5591|5933|6670|8409|9125|9924|9972|10735|51747|54556|56886|79733|195828,H2AZ1|ILF3|PPP1R8|PRKDC|RBL1|SP3|UXT|CNOT9|PAN2|NUP153|STAG2|LUC7L3|ING3|UGGT1|E2F8|ZNF367,-2.8,0
1,-5.6,M9279,M1,1,0,Transcription Factor Targets,16,E2F1 Q6,,-5.6,4.1,6.2,30242,236,500,16,3.2,0.79,2313|3015|3181|3609|5591|5933|6670|9125|9924|10735|51184|51747|54556|56886|79733|195828,FLI1|H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|CNOT9|PAN2|STAG2|GPN3|LUC7L3|ING3|UGGT1|E2F8|ZNF367,-2.8,0
1,-5.6,M102,M1,1,0,Transcription Factor Targets,16,E2F Q4 01,,-5.6,4.1,6.2,30242,238,500,16,3.2,0.79,1984|2118|2874|3015|5511|5591|7555|8409|9924|10204|10735|23054|51184|79002|79733|195828,EIF5A|ETV4|GPS2|H2AZ1|PPP1R8|PRKDC|CNBP|UXT|PAN2|NUTF2|STAG2|NCOA6|GPN3|TRIR|E2F8|ZNF367,-2.8,0
1,-5.6,M17867,M1,1,0,Transcription Factor Targets,16,E2F 02,,-5.6,4.1,6.2,30242,238,500,16,3.2,0.79,3015|3181|3609|5591|5933|6670|7090|9125|9924|10735|51747|54556|55683|56886|79733|195828,H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|TLE3|CNOT9|PAN2|STAG2|LUC7L3|ING3|KANSL3|UGGT1|E2F8|ZNF367,-2.8,0
1,-5.5,M40860,M1,1,0,Transcription Factor Targets,16,SETBP1 TARGET GENES,,-5.5,4.6,6.3,30242,186,500,14,2.8,0.74,1737|1877|1937|2058|6829|6877|6884|10526|51611|54623|80185|84661|123169|387856,DLAT|E4F1|EEF1G|EPRS1|SUPT5H|TAF5|TAF13|IPO8|DPH5|PAF1|TTI2|DPY30|LEO1|CCDC184,-2.8,0
1,-5.5,M30190,M1,1,0,Transcription Factor Targets,16,TAF9B TARGET GENES,,-5.5,2.8,5.5,30242,565,500,26,5.2,0.99,16|833|1937|3015|3397|4850|5432|6873|6877|6878|7009|8498|9320|9330|10575|10735|23248|26512|51360|51530|57092|57646|80789|84661|93973|121260,AARS1|CARS1|EEF1G|H2AZ1|ID1|CNOT4|POLR2C|TAF2|TAF5|TAF6|TMBIM6|RANBP3|TRIP12|GTF3C3|CCT4|STAG2|RPRD2|INTS6|MBTPS2|ZC3HC1|PCNP|USP28|INTS5|DPY30|ACTR8|SLC15A4,-2.7,0
1,-5.5,M3037,M1,1,0,Transcription Factor Targets,16,E2F1 Q6 01,,-5.5,4,6.1,30242,243,500,16,3.2,0.79,2313|3609|5511|5591|5933|6667|8409|9125|9924|10735|23054|25942|79191|79733|158427|195828,FLI1|ILF3|PPP1R8|PRKDC|RBL1|SP1|UXT|CNOT9|PAN2|STAG2|NCOA6|SIN3A|IRX3|E2F8|TSTD2|ZNF367,-2.7,0
1,-5.4,M40758,M1,1,0,Transcription Factor Targets,16,MEF2C TARGET GENES,,-5.4,2.4,5.3,30242,796,500,32,6.4,1.1,476|1050|2313|2553|3035|4335|4820|5142|6396|7259|8773|8890|9330|9470|10055|10237|10393|10575|10576|10589|10766|23411|28971|51241|51360|51548|51564|55683|55929|63892|121260|284001,ATP1A1|CEBPA|FLI1|GABPB1|HARS1|MNT|NKTR|PDE4B|SEC13|TSPYL1|SNAP23|EIF2B4|GTF3C3|EIF4E2|SAE1|SLC35B1|ANAPC10|CCT4|CCT2|DRAP1|TOB2|SIRT1|AAMDC|COX16|MBTPS2|SIRT6|HDAC7|KANSL3|DMAP1|THADA|SLC15A4|CCDC57,-2.6,0
1,-5.3,M4220,M1,1,0,Transcription Factor Targets,16,E2F 03,,-5.3,3.9,5.9,30242,249,500,16,3.2,0.79,1984|3015|5591|5933|6950|7090|7555|8409|9924|9972|10204|10735|54556|79002|79733|195828,EIF5A|H2AZ1|PRKDC|RBL1|TCP1|TLE3|CNBP|UXT|PAN2|NUP153|NUTF2|STAG2|ING3|TRIR|E2F8|ZNF367,-2.6,0
1,-5.3,M9645,M1,1,0,Transcription Factor Targets,16,GGGYGTGNY UNKNOWN,,-5.3,2.6,5.3,30242,686,500,29,5.8,1,476|540|1012|1798|1877|2118|5252|5571|7543|9686|9724|10237|10322|10735|23352|23544|26058|51004|54536|55236|55809|55904|57171|60625|64768|79595|112495|167227|195828,ATP1A1|ATP7B|CDH13|DPAGT1|E4F1|ETV4|PHF1|PRKAG1|ZFX|VGLL4|UTP14C|SLC35B1|SMYD5|STAG2|UBR4|SEZ6L|GIGYF2|COQ6|EXOC6|UBA6|TRERF1|KMT2E|DOLPP1|DHX35|IPPK|SAP130|GTF3C6|DCP2|ZNF367,-2.6,0
1,-5.2,M30337,M1,1,0,Transcription Factor Targets,16,ZNF513 TARGET GENES,,-5.2,2.4,5.2,30242,772,500,31,6.2,1.1,811|1798|3609|4825|4850|5929|5933|6670|8467|8725|9070|9213|9675|9686|10055|10526|11164|23067|23352|23411|54617|55758|63976|65123|79191|79577|79868|80204|84926|112495|389170,CALR|DPAGT1|ILF3|NKX6-1|CNOT4|RBBP5|RBL1|SP3|SMARCA5|URI1|ASH2L|XPR1|TTI1|VGLL4|SAE1|IPO8|NUDT5|SETD1B|UBR4|SIRT1|INO80|RCOR3|PRDM16|INTS3|IRX3|CDC73|ALG13|FBXO11|SPRYD3|GTF3C6|LEKR1,-2.5,0
1,-5.2,M18044,M1,1,0,Transcription Factor Targets,16,AAGWWRNYGGC UNKNOWN,,-5.2,5.4,6.4,30242,123,500,11,2.2,0.66,4850|6421|10322|22883|30827|51530|55339|64062|80314|81603|284695,CNOT4|SFPQ|SMYD5|CLSTN1|CXXC1|ZC3HC1|WDR33|RBM26|EPC1|TRIM8|ZNF326,-2.5,0
1,-5.1,M30308,M1,1,0,Transcription Factor Targets,16,ZNF362 TARGET GENES,,-5.1,2.6,5.3,30242,628,500,27,5.4,1,811|1385|5093|6829|7371|8725|8773|10181|10735|11128|22898|23386|23526|25942|51163|51379|54556|54784|54974|55321|63976|64240|79002|79643|80018|80185|195828,CALR|CREB1|PCBP1|SUPT5H|UCK2|URI1|SNAP23|RBM5|STAG2|POLR3A|DENND3|NUDCD3|ARHGAP45|SIN3A|DBR1|CRLF3|ING3|ALKBH4|THG1L|TMEM74B|PRDM16|ABCG5|TRIR|CHMP6|NAA25|TTI2|ZNF367,-2.5,0
1,-5.1,M19671,M1,1,0,Transcription Factor Targets,16,TEF Q6,,-5.1,3.7,5.7,30242,262,500,16,3.2,0.79,4253|5093|5142|5571|7090|9184|23369|51747|55809|55904|64841|79868|81572|81603|114960|116224,MIA2|PCBP1|PDE4B|PRKAG1|TLE3|BUB3|PUM2|LUC7L3|TRERF1|KMT2E|GNPNAT1|ALG13|PDRG1|TRIM8|TSGA13|PABIR1,-2.4,0
1,-5,M17117,M1,1,0,Transcription Factor Targets,16,E2F Q3 01,,-5,3.8,5.7,30242,236,500,15,3,0.76,3015|5511|5591|8409|9924|9972|10735|23054|23168|25942|51184|51747|54556|79733|195828,H2AZ1|PPP1R8|PRKDC|UXT|PAN2|NUP153|STAG2|NCOA6|RTF1|SIN3A|GPN3|LUC7L3|ING3|E2F8|ZNF367,-2.3,0
1,-4.9,M12402,M1,1,0,Transcription Factor Targets,16,E2F1DP1 01,,-4.9,3.8,5.6,30242,238,500,15,3,0.76,3015|3181|3609|5591|5933|6670|7090|9125|9924|51747|54556|55683|56886|79733|195828,H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|TLE3|CNOT9|PAN2|LUC7L3|ING3|KANSL3|UGGT1|E2F8|ZNF367,-2.3,0
1,-4.9,M12555,M1,1,0,Transcription Factor Targets,16,E2F1DP2 01,,-4.9,3.8,5.6,30242,238,500,15,3,0.76,3015|3181|3609|5591|5933|6670|7090|9125|9924|51747|54556|55683|56886|79733|195828,H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|TLE3|CNOT9|PAN2|LUC7L3|ING3|KANSL3|UGGT1|E2F8|ZNF367,-2.3,0
1,-4.9,M19298,M1,1,0,Transcription Factor Targets,16,E2F4DP2 01,,-4.9,3.8,5.6,30242,238,500,15,3,0.76,3015|3181|3609|5591|5933|6670|7090|9125|9924|51747|54556|55683|56886|79733|195828,H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|TLE3|CNOT9|PAN2|LUC7L3|ING3|KANSL3|UGGT1|E2F8|ZNF367,-2.3,0
1,-4.9,M10526,M1,1,0,Transcription Factor Targets,16,E2F4DP1 01,,-4.9,3.7,5.6,30242,242,500,15,3,0.76,3015|3181|3609|5591|5933|6670|7090|9125|9924|10735|51747|54556|56886|79733|195828,H2AZ1|HNRNPA2B1|ILF3|PRKDC|RBL1|SP3|TLE3|CNOT9|PAN2|STAG2|LUC7L3|ING3|UGGT1|E2F8|ZNF367,-2.2,0
1,-4.9,M17978,M1,1,0,Transcription Factor Targets,16,CCAWNWWNNNGGC UNKNOWN,,-4.9,6.3,6.4,30242,87,500,9,1.8,0.59,7543|7812|10322|22866|51530|54891|64062|81603|284695,ZFX|CSDE1|SMYD5|CNKSR2|ZC3HC1|INO80D|RBM26|TRIM8|ZNF326,-2.2,0
1,-4.8,M40714,M1,1,0,Transcription Factor Targets,16,ZNF250 TARGET GENES,,-4.8,2.8,5.2,30242,505,500,23,4.6,0.94,86|1351|1737|3035|4820|5478|6185|6668|6829|9646|10075|10576|10694|10959|23386|51241|51520|51530|54617|55929|80185|80347|83985,ACTL6A|COX8A|DLAT|HARS1|NKTR|PPIA|RPN2|SP2|SUPT5H|CTR9|HUWE1|CCT2|CCT8|TMED2|NUDCD3|COX16|LARS1|ZC3HC1|INO80|DMAP1|TTI2|COASY|SPNS1,-2.2,0
1,-4.8,M30020,M1,1,0,Transcription Factor Targets,16,HSF2 TARGET GENES,,-4.8,3.7,5.5,30242,246,500,15,3,0.76,908|1345|3336|5905|6879|6950|8773|9330|10575|10576|10694|10726|25797|84964|100529241,CCT6A|COX6C|HSPE1|RANGAP1|TAF7|TCP1|SNAP23|GTF3C3|CCT4|CCT2|CCT8|NUDC|QPCT|ALKBH6|HSPE1-MOB4,-2.2,0
1,-4.7,M30122,M1,1,0,Transcription Factor Targets,16,PITX1 TARGET GENES,,-4.7,3.2,5.2,30242,345,500,18,3.6,0.83,540|1723|7376|8089|8890|9070|9552|11147|23759|25813|64768|80018|84811|96459|123169|131616|199731|440138,ATP7B|DHODH|NR1H2|YEATS4|EIF2B4|ASH2L|SPAG7|HHLA3|PPIL2|SAMM50|IPPK|NAA25|BUD13|FNIP1|LEO1|TMEM42|CADM4|ALG11,-2.1,0
1,-4.7,M11022,M1,1,0,Transcription Factor Targets,16,MAZ Q6,,-4.7,4.1,5.6,30242,193,500,13,2.6,0.71,476|3065|7170|7812|9213|9967|22883|23248|23352|63976|65260|79733|81603,ATP1A1|HDAC1|TPM3|CSDE1|XPR1|THRAP3|CLSTN1|RPRD2|UBR4|PRDM16|COA7|E2F8|TRIM8,-2.1,0
1,-4.6,M40742,M1,1,0,Transcription Factor Targets,16,GTF2A2 TARGET GENES,,-4.6,2.7,5,30242,522,500,23,4.6,0.94,811|1050|1051|3015|3397|3621|3726|5478|5933|6046|6396|6421|6874|11129|23168|23383|51241|51360|55758|64768|80185|112495|200916,CALR|CEBPA|CEBPB|H2AZ1|ID1|ING1|JUNB|PPIA|RBL1|BRD2|SEC13|SFPQ|TAF4|CLASRP|RTF1|MAU2|COX16|MBTPS2|RCOR3|IPPK|TTI2|GTF3C6|RPL22L1,-2.1,0
1,-4.5,M18645,M1,1,0,Transcription Factor Targets,16,MYB Q6,,-4.5,3.5,5.3,30242,257,500,15,3,0.76,1012|2313|4335|7090|8078|8314|10113|23248|53615|54556|55904|56886|83461|84447|195828,CDH13|FLI1|MNT|TLE3|USP5|BAP1|PREB|RPRD2|MBD3|ING3|KMT2E|UGGT1|CDCA3|SYVN1|ZNF367,-2,0
1,-4.5,M12497,M1,1,0,Transcription Factor Targets,16,E2F Q3,,-4.5,3.7,5.3,30242,228,500,14,2.8,0.74,2313|3015|5511|5591|6950|8409|9972|10735|23168|51184|54556|79002|79733|195828,FLI1|H2AZ1|PPP1R8|PRKDC|TCP1|UXT|NUP153|STAG2|RTF1|GPN3|ING3|TRIR|E2F8|ZNF367,-2,0
1,-4.5,M8998,M1,1,0,Transcription Factor Targets,16,E2F1 Q4 01,,-4.5,3.7,5.3,30242,229,500,14,2.8,0.74,3015|5511|5591|8409|9924|9972|10735|23054|25942|51184|51747|54556|79733|195828,H2AZ1|PPP1R8|PRKDC|UXT|PAN2|NUP153|STAG2|NCOA6|SIN3A|GPN3|LUC7L3|ING3|E2F8|ZNF367,-2,0
1,-4.5,M9525,M1,1,0,Transcription Factor Targets,16,SP1 Q6,,-4.5,3.5,5.2,30242,260,500,15,3,0.76,488|869|1385|3622|6878|6882|8467|9646|10589|22883|23054|23168|54617|79191|83759,ATP2A2|CBLN1|CREB1|ING2|TAF6|TAF11|SMARCA5|CTR9|DRAP1|CLSTN1|NCOA6|RTF1|INO80|IRX3|RBM4B,-2,0
1,-4.4,M14782,M1,1,0,Transcription Factor Targets,16,VDR Q3,,-4.4,3.6,5.3,30242,232,500,14,2.8,0.74,1984|2313|5571|7090|7716|8467|9924|10450|10735|23054|25942|55809|64062|222487,EIF5A|FLI1|PRKAG1|TLE3|VEZF1|SMARCA5|PAN2|PPIE|STAG2|NCOA6|SIN3A|TRERF1|RBM26|ADGRG3,-1.9,0
1,-4.4,M10936,M1,1,0,Transcription Factor Targets,16,CGGAARNGGCNG UNKNOWN,,-4.4,7.6,6.4,30242,56,500,7,1.4,0.53,488|1072|7157|8030|9646|10959|55909,ATP2A2|CFL1|TP53|CCDC6|CTR9|TMED2|BIN3,-1.9,0
1,-4.4,M29950,M1,1,0,Transcription Factor Targets,16,DYRK1A TARGET GENES,,-4.4,2.3,4.6,30242,774,500,29,5.8,1,1353|2972|4820|5431|5496|6728|6829|7259|7812|7922|8467|8883|9070|10075|10694|11147|11164|23383|23435|51163|51184|51593|63892|64062|80347|81572|83640|83759|121260,COX11|BRF1|NKTR|POLR2B|PPM1G|SRP19|SUPT5H|TSPYL1|CSDE1|SLC39A7|SMARCA5|NAE1|ASH2L|HUWE1|CCT8|HHLA3|NUDT5|MAU2|TARDBP|DBR1|GPN3|SRRT|THADA|RBM26|COASY|PDRG1|RAMAC|RBM4B|SLC15A4,-1.9,0
1,-4.3,M1793,M1,1,0,Transcription Factor Targets,16,ZF5 01,,-4.3,3.6,5.2,30242,237,500,14,2.8,0.74,1994|2313|3726|6613|7090|10204|10450|10589|11011|51727|63976|64062|81603|374875,ELAVL1|FLI1|JUNB|SUMO2|TLE3|NUTF2|PPIE|DRAP1|TLK2|CMPK1|PRDM16|RBM26|TRIM8|HSD11B1L,-1.9,0
