,Ung,Rrm2,Aurka,Spi1,lambda,bc
0,-0.00080387155,0.034359142,-0.06735419,-0.3003403,14.1117637848046,BRQ 48h
1,0.03221672,-0.032806695,-0.019417107,-0.04052925,7.268030830103849,BRQ 0h
2,-0.0008824691,0.058915168,-0.003522627,-0.12813976,3.6294183243848503,BRQ 0h
3,-0.0021075634,-0.0037742704,-0.05380836,-0.21633941,14.453945167441,BRQ 0h
4,-0.004664358,-0.023054391,-0.041475385,0.16772807,12.0141996945574,BRQ 24h
5,-0.111868195,0.016752183,0.025888398,-0.118023485,4.4591042304753,BRQ 12h
6,-0.000716666,0.07948755,-0.11174789,-0.19457972,15.2426181069083,BRQ 0h
7,-0.0022568575,0.13041413,-0.15130687,0.13316786,15.107700344083,BRQ 0h
8,-0.017097866,0.12697327,-0.010690516,-0.048407495,6.8771899662415805,BRQ 0h
9,-0.018986795,0.024511993,0.024936207,0.06598064,6.79964115989458,BRQ 12h
10,-0.005575426,-0.25733787,0.049691133,0.08152127,7.31369861783946,BRQ 12h
11,0.0072903708,0.0023184419,-0.04421543,-0.078333884,3.5348416318125997,BRQ 0h
12,-0.0039614956,0.026698828,0.04279171,0.023387313,12.2416898387781,BRQ 24h
13,-0.0043045534,0.039004803,0.049827676,-0.036177516,9.805316402695508,BRQ 12h
14,0.15389839,0.02918905,-0.14435054,-0.0579561,0.23236715197161897,BRQ 48h
15,0.027185239,0.08907004,-0.030839933,-0.11431551,2.2218647723508997,BRQ 0h
16,0.0,0.15652934,-0.07974042,-0.18647277,15.360521944112199,BRQ 0h
17,-0.0058976365,0.021139503,0.02283302,-0.09903884,10.3264994952169,BRQ 24h
18,-0.0010390645,0.29017738,-0.010771245,-0.016305804,13.697971963896899,BRQ 0h
19,-0.0010190302,0.046458825,0.009295106,-0.025394678,14.8315733770071,BRQ 0h
20,-0.05728653,0.032306314,0.03891545,0.094765306,4.5647896888629695,BRQ 0h
21,0.00053584017,0.19480309,-0.03475797,-0.13624871,13.4311391093547,BRQ 0h
22,-0.07172383,-0.1456264,0.004123172,-0.056502223,3.993027058168,BRQ 12h
23,0.12953769,0.21086161,-0.06942296,-0.19910839,0.775318590332311,BRQ 0h
24,0.12601596,0.11118974,0.0,-0.06720221,2.45087105418485,BRQ 0h
25,-0.014176298,-0.09388572,-0.0323391,-0.08130655,7.653842466688269,BRQ 12h
26,-0.00520449,0.052655876,0.13176627,0.25815028,9.96245260494758,BRQ 24h
27,0.011325213,-0.085635245,0.13203314,0.0914008,8.01245648048114,BRQ 12h
28,-0.0022697926,0.06452915,-0.07102403,-0.12519741,14.275896464623198,BRQ 48h
29,-0.026649382,-0.09872377,-0.03844264,-0.07071525,6.60274916059015,BRQ 0h
30,0.050383084,0.20339923,0.0012774095,-0.24431892,1.95187157624519,BRQ 0h
31,0.14608899,0.06802125,-0.021849811,-0.12924793,0.0,BRQ 0h
