,Spi1,Clec4d,Tyrobp,Csf2rb,Mpo,Fcer1g,Fcgr3,Slpi,Sell,Gsn,bc
0,13.497776985168457,1.4997529983520508,37.49382400512695,0,0,26.995553970336914,5.999011993408203,50.991600036621094,0,0,E2 w/d 48h
1,8.138989448547363,1.6277978420257568,53.71732711791992,0,17.905776977539062,22.789169311523438,4.883393287658691,4.883393287658691,0,6.511191368103027,E2 w/d 12h
2,8.109281539916992,4.054640769958496,14.867015838623047,0,13.51546859741211,32.43712615966797,4.054640769958496,0,1.3515468835830688,0,E2 w/d 12h
3,1.1804441213607788,2.951110363006592,4.13155460357666,0,12.984885215759277,7.672886848449707,1.1804441213607788,2.951110363006592,0,0,E2 w/d 0h
4,1.4424846172332764,0.7212423086166382,3.6062116622924805,0,17.309814453125,18.031057357788086,0,0,0,0,E2 w/d 0h
5,2.5073981285095215,2.5073981285095215,6.686394691467285,2.5073981285095215,6.686394691467285,21.730783462524414,3.3431973457336426,2.5073981285095215,0,0.8357993364334106,E2 w/d 12h
6,6.175161838531494,0,46.31371307373047,1.5437904596328735,0,32.41960144042969,7.718952178955078,13.89411449432373,0,7.718952178955078,E2 w/d 48h
7,9.397729873657227,1.0441921949386597,25.060611724853516,5.220961093902588,33.41415023803711,41.7676887512207,2.0883843898773193,38.63511276245117,0,4.176768779754639,E2 w/d 0h
8,2.997100353240967,0,3.746375560760498,0,11.239126205444336,13.48695182800293,0,1.4985501766204834,0,0,E2 w/d 0h
9,3.491614818572998,1.745807409286499,9.892909049987793,1.1638716459274292,24.44130516052246,15.130331039428711,2.9096791744232178,0.5819358229637146,0,0.5819358229637146,E2 w/d 0h
10,10.436089515686035,2.609022378921509,2.609022378921509,2.609022378921509,10.436089515686035,18.26315689086914,0,5.218044757843018,0,0,E2 w/d 0h
11,2.4750356674194336,0,49.50071334838867,4.950071334838867,0,54.450782775878906,37.12553405761719,0,0,0,E2 w/d 24h
12,1.9224377870559692,1.9224377870559692,19.22437858581543,1.9224377870559692,39.40997314453125,12.495845794677734,1.9224377870559692,14.418283462524414,0.9612188935279846,0,E2 w/d 24h
13,2.907241106033325,0,5.087671756744385,0.7268102765083313,21.80430793762207,15.989826202392578,0,6.541292667388916,0,0,E2 w/d 12h
14,3.786320209503174,0.7572640180587769,10.601696014404297,0.7572640180587769,23.47518539428711,12.873488426208496,1.5145280361175537,1.5145280361175537,0.7572640180587769,0,E2 w/d 12h
15,4.885849475860596,2.442924737930298,24.42924690246582,1.221462368965149,10.99316120147705,20.764860153198242,2.442924737930298,13.43608570098877,1.221462368965149,0,E2 w/d 24h
16,9.14791488647461,2.2869787216186523,13.721872329711914,0,35.44816970825195,16.00885009765625,0,4.573957443237305,0,0,E2 w/d 0h
17,6.082056999206543,0,17.37730598449707,0,13.90184497833252,11.295248985290527,3.47546124458313,19.115036010742188,0,1.737730622291565,E2 w/d 48h
18,9.177581787109375,0.7647984623908997,11.471977233886719,0,29.062341690063477,9.94237995147705,2.2943954467773438,22.179155349731445,0,0,E2 w/d 24h
19,2.6133265495300293,0.871108889579773,3.484435558319092,0,14.80885124206543,20.035505294799805,0,0.871108889579773,0.871108889579773,0.871108889579773,E2 w/d 0h
20,1.5615222454071045,1.0410147905349731,1.5615222454071045,0.5205073952674866,10.930655479431152,12.492177963256836,2.602536916732788,8.848626136779785,0,0,E2 w/d 0h
21,15.87927532196045,10.586183547973633,43.668006896972656,2.646545886993408,1.323272943496704,56.90073776245117,3.9698188304901123,2.646545886993408,0,3.9698188304901123,E2 w/d 48h
22,0.5144224762916565,1.5432674884796143,4.629802227020264,0,6.687492370605469,20.062477111816406,0.5144224762916565,1.028844952583313,0,1.028844952583313,E2 w/d 0h
23,1.974368691444397,0.6581228971481323,5.264983177185059,0,7.897474765777588,17.769317626953125,0.6581228971481323,0.6581228971481323,0,0,E2 w/d 0h
24,2.184483528137207,0,7.281611442565918,0,14.563222885131836,18.93218994140625,2.184483528137207,0,0,0,E2 w/d 0h
25,1.0883103609085083,0.5441551804542542,4.353241443634033,0.5441551804542542,11.427258491516113,7.074017524719238,2.1766207218170166,1.6324656009674072,0,0,E2 w/d 0h
26,3.061507225036621,0,7.143517017364502,0,5.102512359619141,15.307537078857422,4.082009792327881,2.0410048961639404,0,0,E2 w/d 0h
27,11.361084938049316,0,104.52198028564453,2.272217035293579,0,56.80542755126953,20.449953079223633,29.538822174072266,2.272217035293579,0,E2 w/d 48h
28,2.8704798221588135,1.9136532545089722,11.481919288635254,1.9136532545089722,21.050186157226562,19.136531829833984,0,6.697786331176758,0.9568266272544861,0,E2 w/d 0h
29,8.18886661529541,0.9098740816116333,12.738237380981445,0,44.583831787109375,14.557985305786133,3.639496326446533,15.467859268188477,0,0,E2 w/d 24h
30,8.257691383361816,0,9.289902687072754,2.064422845840454,46.44951248168945,5.161056995391846,3.0966343879699707,20.644227981567383,0,0,E2 w/d 24h
31,11.036450386047363,4.905088901519775,18.39408302307129,0,7.357633590698242,23.299171447753906,7.357633590698242,1.2262722253799438,0,1.2262722253799438,E2 w/d 12h
32,5.209316730499268,2.083726644515991,22.92099380493164,1.0418633222579956,7.29304313659668,23.96285629272461,0,0,0,0,E2 w/d 12h
33,4.252748966217041,0,9.356047630310059,0,23.815393447875977,6.804398059844971,3.4021990299224854,2.551649332046509,0,0,E2 w/d 24h
34,6.129504203796387,0,6.129504203796387,2.4518017768859863,12.259008407592773,7.355405330657959,3.6777026653289795,4.903603553771973,0,0,E2 w/d 24h
35,18.832700729370117,6.277566909790039,123.45882415771484,8.370089530944824,4.185044765472412,31.387836456298828,10.46261215209961,50.22053527832031,0,10.46261215209961,E2 w/d 48h
36,1.9990671873092651,1.3327114582061768,4.664490222930908,2.6654229164123535,13.32711410522461,17.99160385131836,2.6654229164123535,0,0,0,E2 w/d 0h
37,2.7996773719787598,0.9332258105278015,4.666129112243652,0,10.265483856201172,9.332258224487305,0,1.866451621055603,0,0,E2 w/d 0h
