,0,1,bc,gran_score
46,-3.1247857,0.61652696,BRQ 0h,-4.384433321643643
47,-4.25897,-4.417025,BRQ 24h,4.175095203502407
48,-2.0379734,-5.6532154,BRQ 0h,-4.717833680582193
49,0.66968006,-3.3724797,BRQ 0h,-3.55457331770311
50,2.7996314,1.8174205,BRQ 48h,-0.36198720669052187
51,-1.7184671,-6.4995995,BRQ 12h,0.8339236673392526
52,0.10287634,0.5280858,BRQ 0h,-6.064518952264005
53,-0.20835659,2.112367,BRQ 0h,-6.69270195755961
54,-3.3400836,-0.0948908,BRQ 0h,-2.374114444776517
55,-4.1730213,0.6563168,BRQ 12h,-1.5272521969708133
56,-4.500878,-0.35889563,BRQ 12h,0.34703598996234286
57,-1.500375,-6.8512125,BRQ 48h,14.446768584981012
58,-3.400445,0.6989142,BRQ 12h,-1.7454907205116363
59,-2.9769235,-4.3958554,BRQ 0h,-5.489571627818715
60,1.0488552,-1.1323633,BRQ 0h,-2.5984076861033434
61,-1.817259,0.87791497,BRQ 0h,-5.441094994580915
62,-1.753611,0.9488408,BRQ 24h,9.5588492675665
63,-4.8016405,-1.0517029,BRQ 24h,2.6408033371586845
64,-1.1403275,-3.9927182,BRQ 24h,8.15778066672918
65,-0.9420505,-7.354837,BRQ 0h,-1.53163029251884
66,-3.5993116,-5.552369,BRQ 48h,1.3652905136010465
67,-1.9714483,-0.76155424,BRQ 12h,1.4371687857094733
68,-2.655541,-1.3663692,BRQ 12h,-0.5418670175656303
69,0.70834625,-5.8363566,BRQ 24h,5.209196054259746
70,-2.6712766,1.2747017,BRQ 0h,-6.681018074393565
71,-2.5852895,-3.9613295,BRQ 12h,3.108094617017346
72,-2.504851,1.8332665,BRQ 0h,-5.0560742990834235
73,-2.2508757,-0.10710444,BRQ 0h,-3.720952307764707
74,-2.3041408,2.354452,BRQ 0h,-3.906649535559273
75,-1.9895923,-4.4115844,BRQ 24h,5.406408423373955
76,-2.777784,0.37341806,BRQ 12h,-2.8980359469520764
77,-2.800354,-5.5941925,BRQ 24h,11.39580635801145
78,1.6254302,-2.1460426,BRQ 0h,2.041143263772985
79,-3.590826,0.065333284,BRQ 12h,-0.8096936406934863
80,-0.36869895,-7.2774653,BRQ 0h,-2.153381334824838
81,1.6570777,-0.8796422,BRQ 0h,-4.210553637495408
82,-0.075380184,0.6704851,BRQ 0h,-2.43016346894334
83,0.97386235,-6.4115763,BRQ 48h,10.39296240389085
84,-4.501831,-0.2769624,BRQ 12h,-3.009106281082997
85,-2.9452152,-4.710234,BRQ 24h,10.382970265248936
86,-2.6677792,2.6825247,BRQ 12h,-2.512901361762702
87,-2.4481194,0.8783756,BRQ 0h,-5.190131721689189
88,-1.1138763,0.7663132,BRQ 0h,-6.804665400038356
89,-0.76175904,-5.1830993,BRQ 48h,9.372559039652224
90,0.42422947,1.121137,BRQ 0h,-3.199331045451601
91,-0.9905094,1.8880352,BRQ 0h,-3.797497762691346
92,-2.396081,-6.659134,BRQ 24h,2.661046819750562
93,-4.2852125,-3.1753695,BRQ 48h,10.859390503097691
94,-0.58366024,-4.7800927,BRQ 24h,11.764275397811122
95,-4.7564015,-0.42388162,BRQ 12h,2.8650446979044792
96,-1.0354635,-3.8313627,BRQ 24h,8.947860791388642
97,-3.2366652,2.1158922,BRQ 0h,-2.309830116507308
98,-1.9134673,2.6231139,BRQ 0h,-4.036297659467308
99,-4.240824,-4.6603236,BRQ 24h,3.816149462801643
100,-2.0093641,-4.405355,BRQ 24h,5.542491234651601
101,-2.7413595,2.1208255,BRQ 0h,-6.045877486205036
102,-2.5725021,-1.9556919,BRQ 12h,-0.4043855035115552
103,-2.4270363,-4.3469024,BRQ 24h,6.332073753222342
104,2.1206448,1.8849761,BRQ 12h,-1.4583569398118224
105,1.4642473,-2.2618115,BRQ 0h,-2.537342568975165
106,0.019308973,1.1436161,BRQ 12h,1.031103575912903
107,-3.7594166,-5.390986,BRQ 24h,4.781225786113715
108,-4.7911572,-3.9659476,BRQ 24h,4.154039582930771
109,-1.5707465,-2.8782976,BRQ 12h,-3.6603678755642366
110,1.1509002,-0.74849033,BRQ 0h,-10.104974402942853
111,-1.2922064,-5.9027977,BRQ 0h,-5.728757384806407
112,-2.848393,-4.070646,BRQ 24h,4.80937552603659
113,0.15086901,-4.828598,BRQ 48h,6.829736990947341
114,-3.369627,-0.14030741,BRQ 0h,-4.494207223699234
115,0.5409746,-0.49513218,BRQ 0h,-6.670486917348323
116,-3.074011,-1.1145265,BRQ 12h,-2.4887949703260275
117,-0.59703207,-4.8458934,BRQ 48h,5.791652407908453
118,-2.3177094,-4.486813,BRQ 24h,9.55320053855611
119,-1.1044723,-4.0420175,BRQ 24h,6.292777438088291
120,-2.615326,-5.825243,BRQ 0h,-5.262684352764295
121,-0.64816076,-3.2589715,BRQ 24h,8.141584256442723
122,-3.2606134,0.798879,BRQ 0h,-1.9423943074570267
123,-3.5036542,0.52480423,BRQ 12h,-1.4941793548013038
124,3.7599797,2.1158636,BRQ 48h,16.494553701357113
125,-0.4292318,1.9852201,BRQ 0h,-1.7719731070441984
126,-3.3924637,-0.17993957,BRQ 0h,-5.223435920194814
127,-2.0859442,-2.074509,BRQ 0h,-0.7369664122864472
128,-0.1748105,-5.9171033,BRQ 0h,-3.421907852436188
129,-0.34680438,1.6203268,BRQ 0h,-4.560092061718309
130,-1.119373,-5.9490185,BRQ 0h,-5.702148817038152
131,-4.4184184,-1.097431,BRQ 12h,0.26017456034359976
132,-3.1623433,-0.30018425,BRQ 12h,-2.032337014886633
133,1.4406868,-0.82678044,BRQ 0h,-6.766472968640468
134,-0.012329964,-5.8425264,BRQ 12h,-3.4778085384843225
135,-3.8572664,-1.4739116,BRQ 12h,-3.4946739978223134
136,-2.5417879,-2.8524983,BRQ 12h,-1.6909734599986108
137,-3.3374753,-0.507291,BRQ 0h,-5.980362584736663
138,1.4497341,0.3726086,BRQ 0h,-4.002025883728368
139,-0.045205418,-6.382591,BRQ 48h,4.896990928280674
140,-1.8588232,0.3636683,BRQ 0h,-1.8771859826125374
141,0.34757724,-5.4973154,BRQ 48h,7.2284392138758555
142,-2.2711623,0.14998256,BRQ 12h,-1.611833707236162
143,1.7024894,0.99648094,BRQ 0h,-0.7845103173509654
144,0.77475697,-4.472579,BRQ 24h,7.567146176288819
145,-1.4933951,-3.1758301,BRQ 24h,11.060560259860324
146,1.7184933,1.1556652,BRQ 0h,-3.5305678608676856
147,-1.1314056,-4.025535,BRQ 24h,3.90572235841574
148,-3.5217342,-1.5757402,BRQ 12h,0.8387695821646796
149,1.6772462,-0.021322869,BRQ 0h,-3.238797186400159
150,-2.652466,-2.9224148,BRQ 12h,-3.5591767537474572
151,-3.1044698,-4.133833,BRQ 0h,-3.4655937737689535
152,-3.3465421,-0.5213731,BRQ 12h,-2.171946659487547
153,-1.3264685,-3.6265166,BRQ 24h,5.238577192100834
154,-1.7084717,-3.8766325,BRQ 48h,7.697651292721632
155,-4.5173397,-1.0262562,BRQ 12h,-1.7186171413732114
156,0.39815703,-4.343938,BRQ 24h,10.011346354045182
157,-3.6965954,-0.98116356,BRQ 12h,-5.919343965632233
158,-4.0718603,-3.1323664,BRQ 12h,0.5527662420838598
159,-0.8394896,2.7352688,BRQ 0h,-0.1529481831891848
160,0.5515651,-6.7087665,BRQ 48h,8.00823769894982
161,-4.1908326,-1.5690961,BRQ 0h,-3.0243478931893524
162,-4.718291,-1.8704464,BRQ 12h,-1.574597202744263
163,-1.4414183,-4.6183624,BRQ 24h,9.173719266262667
164,-1.57625,1.7639607,BRQ 0h,-5.962603801530883
165,-3.251189,-4.6981316,BRQ 0h,-2.792532284894925
166,0.14612631,1.9816086,BRQ 0h,-2.6884171109415456
167,0.6453419,-6.4084687,BRQ 48h,11.85077892123956
168,1.0596887,0.88723975,BRQ 0h,-4.839234874705706
169,3.3069286,2.0294545,BRQ 12h,-5.132471474835317
170,-2.5272267,0.111200996,BRQ 0h,-2.7812241313343278
171,-2.2364151,-4.247722,BRQ 24h,10.521564760458777
172,-2.6987712,-3.854052,BRQ 24h,6.54652953630712
173,1.2836972,-1.9707872,BRQ 0h,-2.5290335938142348
174,-2.9993823,-1.4352444,BRQ 0h,1.4702861066589794
175,-1.8176433,-2.4831564,BRQ 12h,-0.7236613535186741
176,0.90006775,-4.8730826,BRQ 24h,6.455767342816128
177,-3.0865655,0.13590439,BRQ 0h,-6.818548523129973
178,-2.1770964,-5.376178,BRQ 24h,2.1725449351071147
179,3.986233,1.8767499,BRQ 48h,9.075409576610811
180,0.05403602,2.2803612,BRQ 0h,-2.579244961601711
181,0.014695799,1.6359522,BRQ 0h,-4.996604941431097
182,-3.0195208,0.22516567,BRQ 0h,-2.400454887309044
183,-4.836056,-3.1753323,BRQ 24h,0.564207505414363
184,-4.035761,-4.0794716,BRQ 12h,-0.7625938236908605
185,-2.3478477,1.9149965,BRQ 0h,-7.833508698335948
186,-2.6059535,-3.3155851,BRQ 12h,-3.2885799371346693
187,-0.08640273,-5.097385,BRQ 48h,10.374421684190269
188,-1.3841443,2.2274375,BRQ 0h,-6.966006451008059
189,-0.6445819,-5.464967,BRQ 0h,-6.262402529277157
190,-4.3339057,-2.30673,BRQ 24h,-1.053432914971049
191,-3.8307216,-0.49680334,BRQ 12h,-2.000272735405999
192,-1.5782288,-5.299111,BRQ 24h,5.77647071356275
193,-1.1948316,1.6464376,BRQ 0h,-8.192508484968478
194,-1.331393,-5.808748,BRQ 24h,8.17344367748449
195,1.482554,-0.9281574,BRQ 0h,-6.123964416121569
196,-2.132133,-4.630807,BRQ 24h,6.404287087887212
197,0.09236345,-6.293199,BRQ 0h,-4.636126714248909
198,-4.312069,-1.7306987,BRQ 0h,-2.139827420271262
199,-2.0466385,-3.549708,BRQ 24h,7.7714277835148575
200,-4.0631337,-2.824879,BRQ 24h,2.8009490639383103
201,-1.1097382,-3.409006,BRQ 24h,6.147335315626993
202,-2.3411925,2.0922198,BRQ 12h,-5.479817591520942
203,-3.4782624,-3.848557,BRQ 0h,-1.212752329952285
204,-4.2703247,-4.0739956,BRQ 12h,-5.762341347261343
205,-0.17147943,-5.4883704,BRQ 0h,3.642365977458038
206,-3.0537074,-5.850003,BRQ 24h,5.307933991143279
207,-2.8415072,0.58733696,BRQ 0h,-3.8094173775468874
208,-3.2421703,-1.3841232,BRQ 12h,-1.4035368124344756
209,-2.953207,-2.8411622,BRQ 12h,-0.8237132155049536
210,-3.5817356,-3.0380635,BRQ 24h,-1.4749998931699722
211,-3.3191094,1.2342931,BRQ 12h,-0.04117190034709506
212,-3.1324766,-2.7412188,BRQ 24h,7.309879711097156
213,-0.035630982,-6.4552956,BRQ 0h,-4.139387155021265
214,-1.7578454,1.5299027,BRQ 0h,-4.82659653723766
215,-3.0332556,-5.854283,BRQ 24h,2.52751641680127
216,-3.2974088,-2.5649924,BRQ 12h,-4.96341597019893
217,-4.555769,-2.6429276,BRQ 12h,-1.9782737114712465
218,-2.7134595,-2.2286215,BRQ 12h,2.618716491252172
219,0.4981224,-3.1810625,BRQ 24h,3.0607926817407836
220,-0.48995668,1.0307665,BRQ 0h,-7.195620461304807
221,3.8649056,2.2247202,BRQ 48h,5.68573799166983
222,0.1172664,-3.692347,BRQ 24h,5.734197320061062
223,-2.269759,2.5734208,BRQ 12h,-3.185190299148421
224,-0.76379836,1.7047886,BRQ 0h,-1.134703934588214
225,-1.8560646,1.6535271,BRQ 0h,-4.278487317873925
226,-2.5077472,-4.5230875,BRQ 24h,12.656591551620163
227,-4.4037504,0.7112716,BRQ 24h,2.073060766276447
228,-3.3922262,0.6964101,BRQ 0h,-6.253409095550735
229,-1.0490823,-7.339028,BRQ 0h,-1.333762459678232
230,-3.7717323,0.60866094,BRQ 0h,-4.091209087562045
231,-0.54679734,2.840361,BRQ 12h,-3.6202108732869926
232,-3.9324849,1.6912789,BRQ 12h,1.7379307886291002
233,-2.4182458,1.4781207,BRQ 0h,4.051292161239556
234,-1.4115754,-6.9728184,BRQ 0h,-1.2458607527979555
235,-3.492844,2.0835187,BRQ 12h,-7.439172627764424
236,-2.8334882,-0.58932114,BRQ 0h,-2.2880262678630405
237,-0.30782914,-6.611447,BRQ 0h,-1.740392667279977
238,-0.3192937,2.6594234,BRQ 12h,-7.325976645641153
239,0.6541056,-0.7354941,BRQ 0h,-5.681045492173445
240,0.59869534,-2.0310936,BRQ 0h,-4.965626160133489
241,0.33022258,-4.855447,BRQ 0h,-2.3812101737397353
242,-3.5909154,-1.642244,BRQ 12h,-0.7942668770746459
243,1.4224943,-2.719833,BRQ 48h,6.717541384591946
244,-3.714005,-4.4131527,BRQ 0h,-5.485698079536659
245,-0.3196536,2.7038937,BRQ 0h,-0.23370662399970854
246,-1.2578113,-5.3778367,BRQ 0h,-5.7760375264142665
247,-3.7147822,-3.0172107,BRQ 24h,4.952024728045289
248,-0.7945331,-5.9982142,BRQ 0h,-7.3598940641805255
249,-2.8971486,-5.3546433,BRQ 0h,-1.5047652554609745
250,-3.905591,-1.529891,BRQ 12h,-3.165539192857857
251,0.35798526,0.72072,BRQ 24h,4.402006146602959
252,0.54325396,-2.1242108,BRQ 12h,-4.722034150264611
253,-3.7208214,1.2175249,BRQ 0h,-5.90366704495288
254,1.4624323,-2.06574,BRQ 0h,-1.6168221917137142
255,-4.094105,1.8412253,BRQ 12h,-2.5302907348075476
256,-1.3683093,-6.609036,BRQ 48h,11.10833674406922
257,0.2603268,-5.222372,BRQ 48h,0.309469255309048
258,-3.4413555,-1.6828355,BRQ 0h,-6.0087676191112624
259,-1.6696063,-3.235186,BRQ 12h,-0.6608639720002811
260,-3.312383,-6.3475423,BRQ 24h,1.5688260662681457
261,-2.4345973,-0.87804395,BRQ 0h,-4.379650195834059
262,-3.3324287,-4.8644,BRQ 0h,-4.856548106037609
263,-2.9419641,-0.66226166,BRQ 0h,-4.568776753507211
264,-0.110516824,-5.942419,BRQ 0h,-3.73543950409348
265,-0.92022544,-3.5427465,BRQ 24h,9.196246912749933
266,-1.7921705,-6.7693043,BRQ 24h,4.553430141043657
267,-2.5724194,-0.93523127,BRQ 0h,-1.5451862301465855
268,-0.8555567,1.9793235,BRQ 0h,-6.511214796562339
269,-0.4240439,-5.4243417,BRQ 0h,-4.715897458746657
270,-1.56588,-1.4732242,BRQ 12h,0.7458155403146557
271,-1.8655696,-3.3158758,BRQ 12h,-0.5606896510624476
272,-2.4961498,-3.5957422,BRQ 24h,8.789121945118817
273,-4.7272716,-3.6719286,BRQ 24h,7.294718545773372
274,-1.3359005,2.308096,BRQ 0h,-3.426102825978207
275,-1.7439085,1.7649798,BRQ 24h,2.1626061035376525
276,-0.9106718,-6.5028934,BRQ 0h,-4.951591816022724
277,-0.4034682,-5.5111127,BRQ 48h,6.2962896462788684
278,-0.6658689,-4.504584,BRQ 48h,5.781077699265505
279,-1.7643192,-6.871672,BRQ 24h,3.7838417151710506
280,0.7467381,0.32960457,BRQ 0h,-1.3801825100297527
281,-2.1542351,-4.408204,BRQ 24h,7.451715287865824
282,-2.0612426,-6.1145153,BRQ 24h,8.67674981765701
283,-3.9813828,-4.1623554,BRQ 24h,5.472863244490004
284,-1.481177,-5.5793734,BRQ 24h,6.984264998470326
285,-2.77917,-5.330695,BRQ 48h,8.694425067743438
286,-1.3416445,-3.2886372,BRQ 12h,-4.225777916915935
287,-0.35680145,-5.6189413,BRQ 0h,-5.317295592477664
288,-2.9716582,-3.0040781,BRQ 0h,-0.24958233117329975
289,-3.3436043,-1.8274529,BRQ 0h,-4.711457194943635
290,-0.44517297,-5.694269,BRQ 0h,-3.6617398008631343
291,-4.0921197,0.65252507,BRQ 0h,-4.983319202029948
292,-3.4616215,2.3594742,BRQ 12h,-2.9784384678429703
293,-1.51864,-4.1354957,BRQ 48h,3.2413357857777387
294,-2.2050605,-3.1215372,BRQ 12h,-1.4866081218494878
295,-2.3017476,-3.7889993,BRQ 0h,-4.909140153547342
296,-2.9647648,-0.009713938,BRQ 0h,-5.983106682146558
297,-1.4231597,2.6356363,BRQ 0h,-7.7185138716821005
298,0.210727,-6.974876,BRQ 48h,3.656031514506442
299,-2.4037254,-4.1588755,BRQ 0h,-4.004201009818816
300,0.3047609,-4.192504,BRQ 0h,-1.6922327814959623
301,0.28049925,-7.020839,BRQ 0h,-4.185058984457827
302,0.7022623,-5.19326,BRQ 24h,7.792407152174361
303,0.63275886,-3.4538755,BRQ 48h,2.684015902010486
304,-4.490866,-4.56118,BRQ 24h,8.410212953981842
305,-2.0412097,-5.578781,BRQ 0h,-5.996499999527502
306,-1.6261264,-5.68674,BRQ 0h,-2.4914934605305357
307,-2.5424051,-1.031779,BRQ 12h,-2.0970056676028435
308,-3.6902573,1.107359,BRQ 12h,-2.394243010952552
309,3.8905995,1.8953692,BRQ 48h,12.251170528648846
310,-1.8814651,-0.6826176,BRQ 12h,-2.835507024687144
311,-2.3193367,2.0973194,BRQ 0h,-3.647062187037471
312,-3.4130409,0.8835995,BRQ 0h,-3.7216776180173965
313,-3.1974547,-4.453394,BRQ 24h,7.8761385507381805
314,0.7468268,0.8280001,BRQ 0h,-3.8181630586739463
315,-0.7803599,-7.063655,BRQ 0h,-1.491223292678677
316,-1.4722002,-6.2341957,BRQ 0h,-4.605427332245998
317,-2.9696562,-3.8696697,BRQ 0h,-5.8873810769394765
318,-1.1055706,-6.549852,BRQ 48h,3.2776859867044337
319,-3.0196602,-0.52818334,BRQ 0h,-5.006671913446845
320,-2.583067,-2.9085689,BRQ 12h,1.3381004497869071
321,-2.8439462,0.63553,BRQ 0h,-3.880707066333404
322,-0.61999565,-5.9668145,BRQ 0h,-6.347839566402195
323,-1.893957,0.0037494209,BRQ 48h,7.736511169538309
324,-1.7090425,2.7437086,BRQ 0h,-4.768624431228027
325,-0.24535808,-4.536825,BRQ 0h,-8.702781748868754
326,0.15634917,-6.456253,BRQ 0h,-5.440319433907292
327,1.3202664,-1.0757335,BRQ 0h,-4.505070474253141
328,0.80430955,1.4123158,BRQ 0h,-4.867404552294763
329,-3.1652822,2.319362,BRQ 12h,-4.65528417830552
330,0.24845502,1.6748532,BRQ 0h,-8.491451969289079
331,-1.3579996,-6.6710305,BRQ 48h,6.851266204527121
332,0.4037609,-5.6116147,BRQ 24h,6.674177578746222
333,-2.3879526,-2.9359841,BRQ 12h,-3.174764774992249
334,-2.4385147,1.7570037,BRQ 0h,-3.6639363822998976
335,-1.2398717,-7.4470806,BRQ 0h,-3.874765468583627
336,-0.18696222,-5.3687835,BRQ 24h,4.964485192454339
337,0.78825766,-5.566178,BRQ 0h,-3.413919018290693
338,-1.3866676,2.680934,BRQ 24h,3.161308166032816
339,-3.9256372,-1.0152653,BRQ 0h,-7.151898952115661
340,-3.8847957,1.8924125,BRQ 24h,3.805623411146086
341,-1.5919386,2.4643462,BRQ 24h,3.406601428923301
342,-2.9286814,-5.377217,BRQ 0h,-3.8592717120771973
343,-3.2739525,-5.181718,BRQ 24h,2.783626379753127
344,-2.0777273,-4.1478777,BRQ 12h,-0.27216430473345754
345,-2.9446537,-2.0475636,BRQ 0h,-4.896638234599936
346,-2.347799,-5.308986,BRQ 24h,5.812456296316657
347,1.2994862,-0.08065164,BRQ 0h,0.06965995373822176
348,-0.65652704,-6.2948847,BRQ 0h,-5.840740254868774
349,-1.2054036,-6.4286733,BRQ 12h,-5.081809408225767
350,1.3008118,2.3236892,BRQ 12h,0.3165801233850435
351,-0.41185853,2.667538,BRQ 12h,-3.1196143995439547
352,-4.061414,0.30584782,BRQ 12h,0.6937471314802145
353,-1.6464331,-5.7002025,BRQ 0h,-3.607870910479932
354,-4.0301538,-5.3980727,BRQ 24h,8.336564781275635
355,-1.6773635,-3.9352324,BRQ 48h,3.720843654885418
356,-1.2242281,-2.6829467,BRQ 12h,1.0683234652522215
357,-2.9463449,-6.0017686,BRQ 24h,4.77193340418535
358,-2.6523137,-4.507944,BRQ 24h,2.6129110599104903
359,1.2460452,-2.7072062,BRQ 48h,6.490434497240152
360,-0.5670133,1.7727406,BRQ 0h,-2.7412164720249614
361,-2.7698119,1.8336413,BRQ 0h,-3.855949481184421
362,-1.7411206,2.8419757,BRQ 0h,-8.068732091802017
363,-4.4872622,-4.64121,BRQ 24h,6.449312957742908
364,-1.4779433,-4.175275,BRQ 24h,3.312459168792029
365,-4.531602,-0.8808383,BRQ 12h,-2.409892021713354
366,-1.8205862,1.7845001,BRQ 0h,-5.791413709468913
367,-2.7753115,-5.1533475,BRQ 24h,8.71097709798839
368,-2.3444963,0.92165464,BRQ 0h,-1.0109216370066427
369,-2.5806956,0.084815964,BRQ 0h,-1.9377883302782246
370,-3.991457,-4.570607,BRQ 24h,-0.8499217639469577
371,-4.4991903,0.7882648,BRQ 12h,-4.527423096318572
372,-1.9927788,-2.5099971,BRQ 12h,-2.9258702509447194
373,3.5743246,1.9521779,BRQ 48h,9.996591719853662
374,-0.10090803,-4.8428717,BRQ 0h,-3.2719245777840826
375,-4.049715,0.44584993,BRQ 12h,-3.3017834077232346
376,-0.7992682,-5.4710197,BRQ 0h,-3.3804352468565813
377,-0.9442092,-4.729245,BRQ 24h,2.7089392496097724
378,-4.036456,1.8458318,BRQ 12h,-5.078407242429745
379,-3.9129312,-0.2547695,BRQ 12h,-2.7305463329710964
380,1.2493533,-0.55861646,BRQ 0h,-3.424344012103534
381,-3.0051906,-3.9262264,BRQ 24h,8.055322320683457
382,-2.9242153,0.037128773,BRQ 12h,-1.0179621060907285
383,-3.0548422,-3.1473026,BRQ 12h,-3.51737886184906
384,-2.2978396,-6.0919085,BRQ 0h,-1.2614598410572877
385,-1.626142,1.7092211,BRQ 0h,-4.038566734424225
386,-0.5505519,-4.0601263,BRQ 24h,2.9316060256588554
387,-2.203696,-2.3514218,BRQ 12h,-3.579078564898531
388,3.1683872,1.7035918,BRQ 48h,9.474254330743397
389,-0.39375857,-4.719249,BRQ 0h,-2.9323473325159504
390,-1.8584347,-4.469229,BRQ 24h,11.826737189265375
391,-4.1703906,0.10736954,BRQ 12h,0.891171424664089
392,-2.8208373,-5.0830193,BRQ 24h,6.404611236623962
393,-1.5954407,-5.2106495,BRQ 24h,7.922991029813488
394,-5.000476,-2.3122134,BRQ 12h,0.1356969966862196
395,-1.3986034,-6.7377973,BRQ 0h,-4.109939529578248
396,-2.1148539,-0.5032747,BRQ 0h,-1.5085538495383914
397,-3.2414472,1.8024688,BRQ 12h,-4.958275419458708
398,-3.2209878,-5.2861295,BRQ 12h,-0.7231916556184341
399,-1.8089257,-5.966219,BRQ 24h,-5.067376512790268
400,-0.7158016,0.9353308,BRQ 0h,-3.97933249306683
401,-3.0940804,-5.496373,BRQ 12h,1.2683664844944178
402,-3.4471364,-5.00274,BRQ 24h,10.13543721254669
403,1.7482361,-2.6286309,BRQ 0h,-3.0951414887808597
404,1.9987887,-0.9801178,BRQ 24h,8.681359216853705
405,-3.0603383,1.4084892,BRQ 0h,-4.2299304914953515
406,-1.0630437,-2.8492012,BRQ 24h,3.4904772897872887
407,-0.9176671,-6.2932467,BRQ 0h,-4.116989777181657
408,-4.2878795,-4.888823,BRQ 24h,5.561629225372985
409,-2.7273002,2.0755248,BRQ 0h,-5.8689580211162
410,-2.835304,-2.5892549,BRQ 12h,-1.737573476266105
411,-1.7213496,-6.6809955,BRQ 48h,8.194160928187248
412,-3.969842,0.18902397,BRQ 0h,-7.041765292182439
413,-2.2713625,-4.646563,BRQ 24h,-1.2760085117349496
414,-1.7990341,-1.5624368,BRQ 12h,5.93225017669967
415,0.8754923,-6.866857,BRQ 48h,-2.137706884538422
416,2.2602415,1.4117266,BRQ 0h,-3.8175229363929715
417,1.280136,-4.479379,BRQ 24h,8.154706170304468
418,-4.839419,-0.33366635,BRQ 12h,-5.628519819226575
419,-1.173397,-3.8924134,BRQ 48h,9.071905247714536
420,-4.0955253,-0.19662115,BRQ 12h,-3.4173364172094023
421,-1.7701659,-6.8566127,BRQ 24h,12.089741218969934
422,-2.8707106,-5.771792,BRQ 24h,-0.49340943518760716
423,-2.5496383,-0.7583225,BRQ 12h,-4.978975914670481
424,-1.8323301,-6.8269677,BRQ 12h,-4.806490568853739
425,1.129505,0.6106478,BRQ 0h,-1.0673872533046436
426,-3.6707928,-3.360315,BRQ 0h,-3.970717919102992
427,-2.9599042,0.42748308,BRQ 0h,-4.1048689019472215
428,-1.9565552,-3.0340261,BRQ 12h,-3.2914396280340936
429,-1.8074408,1.184628,BRQ 24h,1.4101053353290869
430,-4.286953,-3.01177,BRQ 12h,-2.3557462563125933
431,1.4542491,-2.659361,BRQ 48h,7.956377692542635
432,-0.37312832,-4.1587815,BRQ 0h,-2.236339841245416
433,0.9294895,2.2494748,BRQ 0h,-2.0113594773956747
434,-0.87736064,-6.583972,BRQ 0h,-0.6279440727457355
435,1.2006245,-2.3944852,BRQ 0h,-2.091758883688588
