,Ung,Rrm2,Aurka,Spi1,lambda,bc
2821,2.7801914,5.9330845,0.18918762,2.4898214,4.16968350189504,BRQ 0h
2822,0.08554226,1.0458694,2.8052354,6.67164,13.1293742888989,BRQ 24h
2823,0.6764169,7.027508,0.5147925,2.1445665,8.11413177095075,BRQ 12h
2824,2.9623055,6.0202823,0.14941512,2.4766228,4.457355624664991,BRQ 12h
2825,0.09077246,4.9170775,1.1229188,5.7447124,10.2199933215129,BRQ 12h
2826,0.3584411,5.6126013,1.3746145,4.4601326,9.47593101743943,BRQ 24h
2827,0.055282127,2.7314003,1.26959,4.0833335,13.255326816873698,BRQ 0h
2828,2.6972673,8.713409,0.24010232,2.2646053,4.67802198378295,BRQ 0h
2829,0.043980233,3.9923975,2.165386,6.075626,11.779426821718301,BRQ 24h
2830,1.4159774,2.6923034,0.4135569,2.551809,1.8953074233861202,BRQ 0h
2831,0.4405368,6.2783136,0.5591041,2.103649,8.29246505468074,BRQ 12h
2832,0.22684976,6.9276214,1.4787706,4.949483,9.88948552539579,BRQ 24h
2833,2.8790965,2.6531346,0.22997677,2.2257397,3.6026203277780895,BRQ 12h
2834,0.40014604,8.887093,0.6379296,2.6638541,7.906744537562269,BRQ 12h
2835,0.22377037,7.585283,0.73840564,3.5007274,9.032253293632369,BRQ 12h
2836,0.21836826,3.2939723,0.7102974,3.2496223,9.829731056997419,BRQ 12h
2837,0.4026607,6.9641986,0.71666664,3.516656,8.9629551641851,BRQ 0h
2838,0.053430982,3.2842765,1.4435006,4.0307803,11.424344989058499,BRQ 12h
2839,0.17338325,5.548476,1.5070205,2.3572342,10.6483790457064,BRQ 0h
2840,0.054483384,2.7720792,2.1360373,9.091448,12.228709115118198,BRQ 24h
2841,0.15194346,2.5444016,1.2841805,3.6886842,10.738865601324198,BRQ 24h
2842,1.6690223,9.0249405,0.6189396,1.8425101,6.12208084253994,BRQ 12h
2843,0.6753144,5.374484,0.47225192,2.0309193,8.2709060090486,BRQ 12h
2844,2.8495772,2.5212302,0.13656761,2.8494554,2.86979488312573,BRQ 0h
2845,0.048560336,0.8665588,3.2287467,9.522552,13.2664589787657,BRQ 24h
2846,0.095624365,3.0787232,1.9457014,4.3446236,12.6558312542645,BRQ 12h
2847,0.49785915,8.573298,0.7157008,2.7920144,8.09640368333405,BRQ 0h
2848,2.548336,4.8993793,0.08250639,1.9615694,3.5909604436814,BRQ 0h
2849,0.07721997,3.0122921,1.0181595,4.9833474,10.3049016238724,BRQ 12h
2850,0.25976905,2.4531817,0.71709853,2.9015577,0.0,BRQ 0h
2851,0.110164724,5.7997055,0.98540586,3.3223271,9.13093953736255,BRQ 12h
2852,0.098396935,1.2511518,2.1513302,7.791008,12.5762408061833,BRQ 24h
2853,0.5620191,6.8767405,1.0522891,2.053319,9.15462075056951,BRQ 12h
2854,0.96613723,8.353721,0.30414003,2.3138604,6.7801667002701,BRQ 12h
2855,0.058859777,3.8861692,2.6839151,3.4544775,12.9668096604985,BRQ 0h
2856,1.5174036,9.350432,0.50977314,2.2020788,6.16509706887619,BRQ 0h
2857,0.10678718,3.3258078,1.3549567,4.330229,11.573137937918998,BRQ 0h
2858,0.13894859,1.1532109,2.4869242,6.434284,0.0,BRQ 24h
2859,0.2870433,6.2384768,0.7905035,2.603084,8.86387413467168,BRQ 12h
2860,0.08236086,4.811668,1.0412999,4.6493287,11.0816575912932,BRQ 24h
2861,0.0,0.894342,2.6579542,7.1937194,15.6870885550577,BRQ 48h
2862,0.097329214,1.7681048,2.109054,6.9060035,13.03158527785,BRQ 24h
2863,0.14425048,4.9245224,0.73148566,3.817943,10.2681946331738,BRQ 24h
2864,0.8416348,8.3490925,0.6920342,2.9412804,7.380754861652441,BRQ 0h
2865,0.07066621,1.5999519,1.9210529,5.9024615,14.865926954895802,BRQ 0h
2866,1.1929554,2.6838806,0.47779682,3.4069624,0.9497578242167379,BRQ 0h
2867,2.3937802,5.727506,0.14305095,2.554677,4.21696240344685,BRQ 0h
2868,0.15415627,3.7465932,0.986701,3.3819869,10.453509824504,BRQ 12h
2869,0.50090975,2.35163,0.6068783,2.888928,0.0369699193583213,BRQ 0h
2870,0.12321506,2.6186783,1.4552852,7.6800036,12.976913698559,BRQ 24h
2871,0.3534505,1.5794832,0.53669316,3.0613594,0.0,BRQ 0h
2872,0.058978647,3.4287193,1.2094066,5.425305,11.2407854905169,BRQ 24h
2873,0.08065825,1.7757312,0.90561587,2.1823199,14.2742418937864,BRQ 0h
2874,0.10704106,2.6501114,0.8826034,3.7187362,9.88521849825537,BRQ 12h
2875,1.085268,3.083132,0.8272806,4.818478,1.5586520952793899,BRQ 0h
2876,0.030062418,0.93701386,2.171449,5.8994994,15.1067767172136,BRQ 0h
2877,0.034306712,3.6110578,1.4181539,2.568115,13.939795776738201,BRQ 0h
2878,0.09434785,2.0586178,3.2144694,4.239506,15.557057958638302,BRQ 48h
2879,0.20554253,3.3144715,1.133779,4.070146,10.199805312646001,BRQ 12h
2880,2.661442,9.30052,0.3856463,2.033911,5.48936386097014,BRQ 0h
2881,0.039636694,2.8915412,2.3968763,3.2000198,15.230347664054598,BRQ 48h
2882,2.601327,1.2903636,0.21112874,3.3142564,3.04735211564489,BRQ 0h
2883,0.4786851,1.6823819,0.71592474,3.7439272,0.0,BRQ 0h
2884,0.20034102,3.715018,0.3847757,2.9038897,9.518497043678051,BRQ 12h
2885,2.4177017,3.7210495,0.22698742,4.152379,3.4907098072622103,BRQ 24h
2886,0.05856629,1.7748687,1.8630441,8.343039,13.1768621817886,BRQ 24h
2887,0.04491674,2.0733502,1.2257743,9.0845375,12.6339331473381,BRQ 48h
2888,1.5939392,8.370863,0.50317335,2.363125,6.297329014848441,BRQ 0h
2889,0.1656813,0.97977924,1.5788132,7.094567,0.0,BRQ 24h
2890,0.07000295,1.6582891,2.17763,4.5567656,14.5439051451968,BRQ 0h
2891,0.90588665,7.1913743,0.52592856,2.088646,7.84315500000695,BRQ 12h
2892,0.061543092,6.273992,1.3927159,4.678109,11.0919327898821,BRQ 24h
2893,3.0072372,3.5713859,0.123565376,2.3438385,3.42126989315942,BRQ 0h
2894,0.16230924,6.5570946,1.8564976,5.641966,10.553962333945,BRQ 24h
2895,0.28022906,3.6562605,0.2304322,3.3066585,9.84807046143041,BRQ 12h
2896,2.8962002,6.0276995,0.15618405,3.3911316,4.75885970345709,BRQ 24h
2897,0.16941212,4.4198103,0.6067574,3.1066957,9.62157147126436,BRQ 0h
2898,0.0,2.6454725,1.9881369,7.295245,12.1442225476938,BRQ 24h
2899,2.391908,9.700023,0.37449533,2.794991,5.03697062254345,BRQ 0h
2900,0.04966791,4.6306467,1.6966231,5.1236124,11.2509056463302,BRQ 24h
2901,1.5448604,1.7300733,0.27473772,2.7269216,1.6392821423578399,BRQ 0h
2902,2.4988267,8.794793,0.29557276,2.654947,4.61170862718621,BRQ 0h
2903,0.1017804,3.7762697,2.9077086,5.785301,14.214162745068,BRQ 48h
2904,0.15563571,1.8050678,3.1902974,10.19074,13.0384853675685,BRQ 24h
2905,0.2888397,7.0029497,1.6886158,3.955753,10.850581193885699,BRQ 0h
2906,0.42824927,6.227237,0.42512864,2.2266812,8.32318774782328,BRQ 12h
2907,0.060995646,2.9342089,2.2064717,3.0531595,14.5028085566785,BRQ 0h
2908,0.09513561,4.7690234,0.7025216,3.1354036,9.690350105130971,BRQ 12h
2909,0.2109585,5.7489057,0.3722065,2.4222796,8.57225668511752,BRQ 12h
2910,0.15912028,1.4389089,1.3378222,4.7503967,12.790627493497801,BRQ 24h
2911,0.59259266,5.7579803,0.6017476,2.3243942,6.88125003201375,BRQ 0h
2912,0.04427077,1.9364847,2.8898249,3.200525,14.710421473826198,BRQ 24h
2913,0.27143493,5.187375,0.3879637,2.609764,8.8661184731484,BRQ 12h
2914,0.01902764,3.5783715,1.7056557,6.152713,11.23719784769,BRQ 24h
2915,0.082897075,3.2477121,1.2500715,3.0644896,11.402149254877301,BRQ 0h
2916,1.6081303,9.2050705,0.42706266,2.1142566,5.899077632956869,BRQ 0h
2917,0.11553528,1.7966254,0.9185468,8.245397,11.541098658608199,BRQ 48h
2918,0.20008463,6.675707,0.58777195,2.2850726,8.4105923854514,BRQ 12h
2919,0.065052554,2.5538745,1.304909,7.0290685,12.7008052222883,BRQ 24h
2920,0.43738687,5.137745,1.1870489,2.684091,9.25403132536875,BRQ 0h
2921,0.1297723,1.677623,1.0700805,8.205825,12.3852639520848,BRQ 24h
2922,0.02937539,2.5241985,1.9395995,2.1206553,14.942792704147598,BRQ 0h
2923,0.17945118,5.7552905,0.8864475,2.4077206,9.07948188441112,BRQ 0h
2924,0.18230331,3.9991498,0.66611105,2.6175647,9.529965676840321,BRQ 12h
2925,0.09321466,2.6980698,0.49435082,2.7752154,8.59053554653747,BRQ 12h
2926,0.1482493,7.1638308,0.6628907,3.0717707,8.78848189088541,BRQ 12h
2927,0.05012162,2.5267398,1.6161393,3.9864411,14.1014456045524,BRQ 0h
2928,0.21421385,2.4018447,1.6881747,4.7615094,0.0,BRQ 24h
2929,0.016525494,1.9127465,2.5971556,2.8447773,15.132414810905301,BRQ 0h
2930,0.43037143,3.0813987,0.7726692,3.0198128,0.0,BRQ 24h
2931,0.07796151,6.7275,0.79920006,2.1461425,8.770240654574009,BRQ 0h
2932,0.60867953,0.7115773,0.9301324,6.1445985,0.8563697513785671,BRQ 0h
2933,0.15776691,3.0384908,0.67461926,3.5261786,9.56601699536367,BRQ 12h
2934,0.12967789,5.8444514,0.853137,3.6764715,9.92552505732374,BRQ 0h
2935,2.2906783,9.905253,0.17170444,2.1024318,5.7533776917053,BRQ 0h
2936,0.12555467,4.523656,1.2911637,3.3479831,11.008395396438901,BRQ 0h
2937,0.10003272,1.4119266,1.3987652,7.387463,12.6159073393545,BRQ 24h
2938,0.014781232,2.753465,2.466928,9.535459,12.4805133034635,BRQ 24h
