,0,1,bc
571,2.4967124,-3.263945,E2 w/d 0h
572,4.07986,4.941221,E2 w/d 12h
573,-1.9444431,5.1857543,E2 w/d 24h
574,-2.4949803,5.849964,E2 w/d 24h
575,-3.249334,2.4977958,E2 w/d 24h
576,0.8585205,-0.81837916,E2 w/d 12h
577,5.4864726,-3.227311,E2 w/d 0h
578,-0.0082199015,-3.728138,E2 w/d 0h
579,-5.7937627,0.85450035,E2 w/d 48h
580,-2.442518,1.9088887,E2 w/d 24h
581,3.717884,6.846385,E2 w/d 12h
582,-1.4613277,0.8331854,E2 w/d 24h
583,-0.7199431,-3.226372,E2 w/d 0h
584,5.133136,-1.6026613,E2 w/d 0h
585,2.755443,4.2870092,E2 w/d 12h
586,0.14625041,-5.8641896,E2 w/d 0h
587,-1.913601,5.8582425,E2 w/d 24h
588,2.2380855,8.089684,E2 w/d 12h
589,-1.8437523,2.3598485,E2 w/d 24h
590,-8.15033,0.87435144,E2 w/d 48h
591,1.8813002,4.7256393,E2 w/d 12h
592,-1.9775592,1.5123767,E2 w/d 24h
593,5.360986,-1.362707,E2 w/d 0h
594,1.919584,-1.0612994,E2 w/d 0h
595,-6.9357457,1.3249308,E2 w/d 48h
596,3.5263019,2.6630619,E2 w/d 12h
597,-2.7443602,-0.3056694,E2 w/d 24h
598,3.3600307,3.1799972,E2 w/d 12h
599,-4.912163,1.4006329,E2 w/d 48h
600,4.4316854,2.841305,E2 w/d 12h
601,4.2360916,2.7921677,E2 w/d 12h
602,-1.2507937,-5.480041,E2 w/d 0h
603,-4.1081295,1.3199279,E2 w/d 48h
604,5.4285016,-1.5179051,E2 w/d 0h
605,-3.8889778,-0.041474834,E2 w/d 48h
606,1.9649358,6.526908,E2 w/d 12h
607,-0.9223655,1.9699038,E2 w/d 24h
608,6.384464,-2.385289,E2 w/d 0h
609,-5.844983,4.7662683,E2 w/d 48h
610,3.4715261,-3.339182,E2 w/d 0h
611,3.564686,-5.2839613,E2 w/d 0h
612,6.265862,-2.1614285,E2 w/d 0h
613,5.075185,-1.4761138,E2 w/d 0h
614,2.242368,6.992477,E2 w/d 12h
615,3.2715812,3.488533,E2 w/d 12h
616,-1.4932914,5.1808863,E2 w/d 24h
617,4.6551313,-3.2030547,E2 w/d 0h
618,-1.787525,2.744631,E2 w/d 24h
619,-1.5079975,-4.8963747,E2 w/d 0h
620,4.398342,-4.823577,E2 w/d 0h
621,-3.9980896,1.4546142,E2 w/d 24h
622,4.3919525,-1.5583587,E2 w/d 0h
623,-1.3421334,5.1655607,E2 w/d 24h
624,2.7258527,-3.1883438,E2 w/d 0h
625,-1.5930889,1.5740283,E2 w/d 24h
626,3.3096592,7.206814,E2 w/d 12h
627,5.3578043,-4.4532137,E2 w/d 0h
628,-4.3886676,1.4200722,E2 w/d 24h
629,-0.03381938,-5.0644593,E2 w/d 0h
630,3.5730999,-1.7507037,E2 w/d 0h
631,5.691306,-4.1219,E2 w/d 0h
632,0.16845335,-4.386155,E2 w/d 0h
633,0.19932891,-5.159494,E2 w/d 0h
634,-7.0970216,4.706425,E2 w/d 48h
635,-4.288414,5.6601777,E2 w/d 48h
636,1.8090672,4.805285,E2 w/d 12h
637,-0.6196034,5.765092,E2 w/d 24h
638,0.42729333,0.7626088,E2 w/d 24h
639,-1.5051174,1.7095895,E2 w/d 24h
640,2.9199455,-4.644175,E2 w/d 0h
641,-8.195969,1.2792085,E2 w/d 48h
642,2.930033,7.715733,E2 w/d 12h
643,-2.9845521,2.1674953,E2 w/d 24h
644,1.4531714,7.3868093,E2 w/d 24h
645,2.2336488,-5.364076,E2 w/d 0h
646,-1.6005803,4.4737105,E2 w/d 24h
647,4.6538424,-2.7974756,E2 w/d 0h
648,-2.0448585,5.0867777,E2 w/d 24h
649,0.49701416,-5.286257,E2 w/d 0h
650,-6.8161626,-0.08336147,E2 w/d 48h
651,-1.9967704,2.8363564,E2 w/d 24h
652,4.973583,-3.2264173,E2 w/d 0h
653,0.7740819,-3.298343,E2 w/d 0h
654,-6.7979965,1.1020966,E2 w/d 48h
655,5.397239,-4.462415,E2 w/d 0h
656,-8.063986,2.8570528,E2 w/d 48h
657,-2.8963912,5.599917,E2 w/d 24h
658,-0.19800672,-5.3675895,E2 w/d 0h
659,-6.174188,5.0516763,E2 w/d 48h
660,2.5499227,5.053619,E2 w/d 12h
661,2.2494593,-3.7954004,E2 w/d 0h
662,-1.1927835,5.389376,E2 w/d 24h
663,3.9317179,3.504748,E2 w/d 12h
664,4.3907084,-3.8526707,E2 w/d 0h
665,-2.6499667,4.280817,E2 w/d 24h
666,-0.18774498,-6.1906877,E2 w/d 0h
667,4.5095057,-4.1888466,E2 w/d 0h
668,3.126676,3.3296885,E2 w/d 12h
669,0.23645471,-3.7556317,E2 w/d 0h
670,2.415316,-5.3684487,E2 w/d 0h
671,-2.7135527,0.44544265,E2 w/d 24h
672,-2.5115411,3.384975,E2 w/d 24h
673,2.6273346,3.3942456,E2 w/d 12h
674,-1.6471326,0.6373357,E2 w/d 24h
675,-2.7589655,2.070051,E2 w/d 24h
676,3.252779,-2.1025493,E2 w/d 0h
677,5.6184163,-1.2311862,E2 w/d 0h
678,2.258138,-6.186401,E2 w/d 0h
679,3.0891385,-3.6953964,E2 w/d 0h
680,3.1718624,-1.8664819,E2 w/d 0h
681,-1.8914146,3.5884435,E2 w/d 24h
682,-0.8895418,1.5638566,E2 w/d 24h
683,3.0866296,-4.0605607,E2 w/d 0h
684,1.9381087,-5.441016,E2 w/d 0h
685,0.28204894,-4.9811497,E2 w/d 0h
686,6.255514,-2.6085505,E2 w/d 0h
687,-2.753365,4.035945,E2 w/d 24h
688,-1.5413002,5.1168914,E2 w/d 24h
689,-0.14049947,-5.7669325,E2 w/d 0h
690,-0.7537395,-3.0003512,E2 w/d 0h
691,3.8570814,6.069047,E2 w/d 12h
692,-0.031988386,4.0817695,E2 w/d 24h
693,2.4686723,6.4666824,E2 w/d 12h
694,-6.5094304,1.8329757,E2 w/d 48h
695,-0.6723274,-5.7266603,E2 w/d 0h
696,0.8983464,6.800991,E2 w/d 24h
697,6.588892,-2.4709876,E2 w/d 0h
698,-2.4696808,5.719414,E2 w/d 24h
699,0.3929816,-3.8634205,E2 w/d 0h
700,-3.067051,6.076474,E2 w/d 24h
701,-1.4397539,-4.647239,E2 w/d 0h
702,4.5730677,3.0433276,E2 w/d 12h
703,-0.27845135,-5.246502,E2 w/d 0h
704,3.9065585,5.83136,E2 w/d 12h
705,-3.282565,4.143337,E2 w/d 48h
706,-0.51927656,-5.8504076,E2 w/d 0h
707,-1.3778211,2.7052515,E2 w/d 24h
708,4.084147,-3.1992095,E2 w/d 0h
709,-1.7811095,5.8894615,E2 w/d 24h
710,-8.054434,2.2665572,E2 w/d 48h
711,-0.72693294,-6.017417,E2 w/d 0h
712,1.7933345,-1.7826895,E2 w/d 0h
713,3.4519248,-1.7923084,E2 w/d 0h
714,2.544028,-4.101805,E2 w/d 0h
715,0.4558371,3.4093752,E2 w/d 0h
716,-5.1173177,4.179226,E2 w/d 48h
717,-1.1317298,-5.413478,E2 w/d 0h
718,-0.9284625,2.634345,E2 w/d 24h
719,2.4332724,5.701206,E2 w/d 12h
720,3.5001206,-3.7011356,E2 w/d 0h
721,3.7770023,6.114521,E2 w/d 12h
722,3.5680625,3.007007,E2 w/d 12h
723,3.385877,-2.973154,E2 w/d 0h
724,4.4916787,-1.879853,E2 w/d 0h
725,-0.33572897,-5.4203744,E2 w/d 0h
726,-2.9657924,4.784999,E2 w/d 24h
727,3.8884544,-2.7404373,E2 w/d 0h
728,-6.7502604,0.3808389,E2 w/d 48h
729,-1.4424934,-5.217332,E2 w/d 0h
730,-1.2570164,2.6479743,E2 w/d 24h
731,3.679815,-5.2648935,E2 w/d 0h
732,-7.1015615,-0.29305038,E2 w/d 48h
733,3.9920096,3.7142231,E2 w/d 12h
734,1.5671567,-4.064074,E2 w/d 0h
735,-1.6901059,0.5830089,E2 w/d 24h
736,3.1524272,2.4470413,E2 w/d 12h
737,-1.6157067,5.444676,E2 w/d 24h
738,1.9071194,7.339815,E2 w/d 48h
739,-3.1071951,3.9913127,E2 w/d 24h
740,3.3818808,-3.1125095,E2 w/d 0h
741,-1.4268817,-6.021369,E2 w/d 0h
742,4.7077703,-2.8294208,E2 w/d 0h
743,1.9300566,5.1228876,E2 w/d 12h
744,-1.852181,4.0167494,E2 w/d 24h
745,3.0987122,5.2908134,E2 w/d 12h
746,3.64239,6.337856,E2 w/d 12h
747,4.339997,-3.0811882,E2 w/d 0h
748,2.198945,7.924569,E2 w/d 12h
749,2.2090912,-4.5220637,E2 w/d 0h
750,-1.7635853,3.7954285,E2 w/d 24h
751,3.9952066,4.9051156,E2 w/d 12h
752,6.773104,-2.6739314,E2 w/d 0h
753,-1.6672224,5.470863,E2 w/d 24h
754,-0.86709887,5.1090517,E2 w/d 24h
755,-8.173798,0.8386934,E2 w/d 48h
756,4.515233,-3.049134,E2 w/d 0h
757,0.095615774,-1.580662,E2 w/d 0h
758,0.5480868,3.4088807,E2 w/d 12h
759,1.6390064,-6.070189,E2 w/d 0h
760,0.20277226,-4.9027104,E2 w/d 0h
761,4.196584,5.3388004,E2 w/d 12h
762,-1.2765514,-4.764582,E2 w/d 0h
763,-5.415816,1.9827254,E2 w/d 48h
764,-1.6863321,1.8367131,E2 w/d 24h
765,1.8175881,4.5538125,E2 w/d 12h
766,-5.3813877,5.1420918,E2 w/d 48h
767,-1.1158252,-4.440657,E2 w/d 0h
768,-1.162637,-3.677939,E2 w/d 0h
769,-6.8633,2.8975918,E2 w/d 48h
770,-2.0656757,2.9265888,E2 w/d 24h
771,-2.7275536,2.130708,E2 w/d 24h
772,4.4165983,3.1915348,E2 w/d 12h
773,3.9601176,-5.505416,E2 w/d 0h
774,-5.793157,4.8137913,E2 w/d 48h
775,-0.2424969,4.1069603,E2 w/d 24h
776,1.7538211,-2.278379,E2 w/d 0h
777,4.6763997,-4.3614283,E2 w/d 0h
778,1.714696,-4.901468,E2 w/d 0h
779,-5.288982,3.139765,E2 w/d 48h
780,-0.64260304,-6.41323,E2 w/d 0h
781,-6.3688703,2.2225075,E2 w/d 48h
782,4.1813245,5.277881,E2 w/d 12h
783,0.92146206,-3.1597977,E2 w/d 0h
784,4.8364077,-1.55201,E2 w/d 0h
785,-8.424138,2.9886355,E2 w/d 48h
786,3.2967956,-1.4397074,E2 w/d 0h
787,-0.8124797,1.4803478,E2 w/d 24h
788,2.4947875,6.8020225,E2 w/d 12h
789,1.5156451,-3.6806383,E2 w/d 0h
790,-0.5660193,-4.9841056,E2 w/d 0h
791,5.001517,-1.0949408,E2 w/d 0h
792,3.500909,3.272094,E2 w/d 12h
793,4.323032,-4.9503884,E2 w/d 0h
794,-6.451654,-0.023292053,E2 w/d 48h
795,2.2111905,-5.1624928,E2 w/d 0h
796,4.1500473,-4.631986,E2 w/d 0h
797,-3.8163226,4.9414263,E2 w/d 48h
798,0.27926868,-5.1732683,E2 w/d 0h
799,2.7367032,-0.3676212,E2 w/d 0h
800,-0.35345396,-6.3226686,E2 w/d 0h
801,3.9639783,5.0742636,E2 w/d 12h
802,-0.8189015,2.3199017,E2 w/d 24h
803,5.3812294,-2.9292314,E2 w/d 0h
804,3.1957457,-5.1248226,E2 w/d 0h
805,3.762255,-4.5419564,E2 w/d 0h
806,0.20552155,-2.2602983,E2 w/d 0h
807,3.1568098,-1.9271337,E2 w/d 0h
808,4.3430533,5.5735855,E2 w/d 12h
809,-2.6123114,3.301847,E2 w/d 24h
810,-0.96134716,1.5808133,E2 w/d 24h
811,-1.0885855,3.6146572,E2 w/d 12h
812,4.1379886,-2.7336934,E2 w/d 0h
813,-1.4297166,3.728041,E2 w/d 24h
814,2.2012475,4.6970377,E2 w/d 12h
815,-0.03366746,-4.3827267,E2 w/d 0h
816,-2.3733945,-0.14988862,E2 w/d 12h
817,-1.7827642,2.2346041,E2 w/d 24h
818,-6.210802,5.3223133,E2 w/d 48h
819,1.0215683,-5.627019,E2 w/d 0h
820,1.966428,-3.0655856,E2 w/d 0h
821,5.5885234,-1.7048454,E2 w/d 0h
822,4.9836087,-5.0938206,E2 w/d 0h
823,3.6543276,-0.6213347,E2 w/d 0h
824,6.344788,-2.6010718,E2 w/d 0h
825,3.9597828,2.9725826,E2 w/d 12h
826,2.1313503,5.724396,E2 w/d 12h
827,2.3773766,1.7615381,E2 w/d 12h
828,5.4372697,-1.9010491,E2 w/d 0h
829,0.24178271,-7.1706514,E2 w/d 0h
830,-3.7373488,3.2918975,E2 w/d 24h
831,-0.9571818,-4.711718,E2 w/d 0h
832,-0.42035267,-5.9914846,E2 w/d 0h
833,3.606544,-3.9357615,E2 w/d 0h
834,3.7448938,5.3367105,E2 w/d 12h
835,6.6090307,-3.0935879,E2 w/d 0h
836,3.8642719,3.2593498,E2 w/d 12h
837,4.812365,-1.9607124,E2 w/d 12h
838,-0.8305147,4.9738913,E2 w/d 24h
839,-1.180352,4.612008,E2 w/d 24h
840,1.07799,-6.454441,E2 w/d 0h
841,2.4579625,-2.5585213,E2 w/d 0h
842,1.7856101,-2.0122254,E2 w/d 0h
843,2.8117037,-2.6685157,E2 w/d 0h
844,-2.755027,4.386837,E2 w/d 24h
845,1.6052619,5.104436,E2 w/d 12h
846,0.52207917,-2.3644056,E2 w/d 0h
847,3.290881,-5.1058383,E2 w/d 0h
848,3.8256893,-3.5686994,E2 w/d 0h
849,4.099867,-2.8510451,E2 w/d 0h
850,-0.6146538,4.1151924,E2 w/d 12h
851,-0.04819889,-4.377307,E2 w/d 0h
852,-1.2690729,4.8316407,E2 w/d 24h
853,-3.1548655,5.779137,E2 w/d 48h
854,2.5468562,-1.4955702,E2 w/d 0h
855,0.8465589,-3.6047206,E2 w/d 0h
856,6.5025845,-2.1272163,E2 w/d 0h
857,5.020137,-2.9610608,E2 w/d 0h
858,6.496868,-2.5284169,E2 w/d 0h
859,1.5121758,-5.6892657,E2 w/d 0h
860,-8.557048,2.363959,E2 w/d 48h
861,4.764776,-4.2886252,E2 w/d 0h
862,-5.0133805,3.5871437,E2 w/d 48h
863,-3.4532344,3.6232586,E2 w/d 24h
864,-4.209017,0.0009495395,E2 w/d 48h
865,4.060754,-2.065624,E2 w/d 0h
866,0.53237665,-5.3272414,E2 w/d 0h
867,3.1789773,-5.2094984,E2 w/d 0h
868,3.3674753,-4.2754927,E2 w/d 0h
869,1.3883932,-6.3202977,E2 w/d 0h
870,-2.4209964,0.48781306,E2 w/d 24h
871,0.89543414,-6.3832316,E2 w/d 0h
872,2.0706482,5.327111,E2 w/d 12h
873,-0.86402816,-6.693474,E2 w/d 0h
874,-1.008339,3.1552033,E2 w/d 24h
875,4.880655,-1.9460917,E2 w/d 0h
876,1.8572499,-1.8638531,E2 w/d 0h
877,2.7635534,7.7765245,E2 w/d 12h
878,0.89955103,-5.111754,E2 w/d 0h
879,2.1748636,-4.445517,E2 w/d 0h
880,3.7498212,2.9176779,E2 w/d 12h
881,1.6638165,-1.9728867,E2 w/d 0h
882,3.1637259,6.6399736,E2 w/d 12h
883,5.1661987,-3.1637886,E2 w/d 0h
884,2.420364,6.2165937,E2 w/d 12h
885,3.6763904,3.6587968,E2 w/d 12h
886,-0.82099545,-5.456361,E2 w/d 0h
887,-2.4045584,0.6808924,E2 w/d 24h
888,2.512814,-2.9003847,E2 w/d 0h
889,5.276676,-2.52029,E2 w/d 0h
890,-5.147153,3.0190809,E2 w/d 48h
891,-7.1905293,0.32595462,E2 w/d 48h
892,3.2229447,3.4595804,E2 w/d 12h
893,-0.33565772,-2.4528253,E2 w/d 0h
894,-6.8659577,1.3624514,E2 w/d 48h
895,-0.563044,-4.735794,E2 w/d 0h
896,4.2481766,3.0649893,E2 w/d 12h
897,-2.770166,1.5616958,E2 w/d 12h
898,6.196231,-2.1228564,E2 w/d 0h
899,-3.5190122,4.611891,E2 w/d 24h
900,0.992256,-5.1130605,E2 w/d 0h
901,-1.5870268,3.621438,E2 w/d 24h
902,3.1733978,-2.3310928,E2 w/d 0h
903,-2.6215107,2.5653148,E2 w/d 24h
904,5.2642736,-2.1037588,E2 w/d 0h
905,0.52143,0.8889098,E2 w/d 0h
906,-1.4128149,2.5488799,E2 w/d 24h
907,1.9998124,4.8213396,E2 w/d 12h
908,-0.514561,5.0428214,E2 w/d 24h
909,-1.1247046,-6.3392253,E2 w/d 0h
910,-1.57054,4.678855,E2 w/d 24h
911,-0.68781054,-5.294703,E2 w/d 0h
912,-1.2066903,1.9311124,E2 w/d 24h
913,-8.050449,2.0232358,E2 w/d 48h
914,-2.647955,5.63277,E2 w/d 24h
915,-2.607854,5.8499417,E2 w/d 24h
916,-2.3605149,4.216211,E2 w/d 24h
917,-1.7603966,1.5388563,E2 w/d 24h
918,1.9121085,-2.980721,E2 w/d 0h
919,-0.75629395,-3.0860636,E2 w/d 0h
920,-7.194627,4.2838535,E2 w/d 48h
921,4.9550395,-2.2415516,E2 w/d 0h
922,-8.346356,1.848997,E2 w/d 48h
923,0.14224218,3.9252152,E2 w/d 12h
924,3.048563,3.898028,E2 w/d 12h
925,1.5865786,-5.975064,E2 w/d 0h
926,-2.7210164,1.9031676,E2 w/d 12h
927,1.1336869,-1.1585647,E2 w/d 0h
928,5.1899104,-4.6006374,E2 w/d 0h
929,3.283375,3.8224854,E2 w/d 12h
930,-2.4349654,4.6740856,E2 w/d 24h
931,3.3763049,5.11617,E2 w/d 12h
932,-3.290561,0.46498388,E2 w/d 24h
933,0.542177,3.7944932,E2 w/d 12h
934,-3.1156876,-0.2652516,E2 w/d 24h
935,2.118364,4.7072463,E2 w/d 12h
936,-1.6530554,3.140208,E2 w/d 24h
937,1.1020906,-4.763913,E2 w/d 0h
938,-7.030517,2.3323934,E2 w/d 48h
939,0.5823571,-3.7003992,E2 w/d 0h
940,-4.9030666,4.9124722,E2 w/d 24h
941,4.5511613,-1.346108,E2 w/d 0h
942,-2.3177211,6.0709653,E2 w/d 24h
943,-2.4129019,3.1583555,E2 w/d 24h
944,-0.5598333,5.3035913,E2 w/d 24h
945,3.8546588,-0.7154523,E2 w/d 0h
946,1.7660083,-4.296247,E2 w/d 0h
947,0.8545927,-1.5635175,E2 w/d 0h
948,1.6885265,-5.6502113,E2 w/d 0h
949,3.5055084,-5.541702,E2 w/d 0h
950,3.0967526,3.615568,E2 w/d 12h
951,2.739604,-4.225298,E2 w/d 0h
952,1.4777007,-3.3627384,E2 w/d 0h
953,3.5150745,2.540758,E2 w/d 12h
954,2.3227572,6.741166,E2 w/d 12h
955,-0.36927298,1.5039644,E2 w/d 24h
956,0.45732355,-4.227639,E2 w/d 0h
957,2.702756,6.610838,E2 w/d 12h
958,4.3769927,-1.8367242,E2 w/d 0h
959,3.9904308,-1.5799725,E2 w/d 0h
960,1.900209,6.9487276,E2 w/d 12h
961,4.045735,-3.885319,E2 w/d 0h
962,4.386943,-0.8602271,E2 w/d 0h
963,-5.5786924,4.475506,E2 w/d 48h
964,2.7924442,-2.7416797,E2 w/d 0h
965,-7.660368,4.251703,E2 w/d 48h
966,2.4606571,-1.9429098,E2 w/d 0h
967,-0.82612413,4.159188,E2 w/d 24h
968,2.613043,-3.4262035,E2 w/d 0h
969,-3.0767508,2.4885175,E2 w/d 24h
970,-6.62277,4.9178567,E2 w/d 48h
971,-6.1062627,-0.05053547,E2 w/d 24h
972,-1.6846831,3.3213093,E2 w/d 24h
973,-0.29007706,-5.768644,E2 w/d 0h
974,3.769375,6.893639,E2 w/d 12h
975,3.3852208,-3.9111414,E2 w/d 0h
976,-1.5014441,6.075913,E2 w/d 24h
977,4.832817,-1.4382634,E2 w/d 0h
978,-0.30765638,-6.532784,E2 w/d 0h
979,-0.11085181,-1.8560561,E2 w/d 0h
980,-3.7366564,1.928674,E2 w/d 24h
981,-1.3560975,-4.972543,E2 w/d 0h
982,1.5768331,6.931966,E2 w/d 12h
983,-1.7516885,0.77170134,E2 w/d 24h
984,4.460566,-4.8918695,E2 w/d 0h
985,-8.5750265,2.344386,E2 w/d 48h
986,-3.931663,4.4973164,E2 w/d 48h
987,3.9196215,-4.2228937,E2 w/d 0h
988,-1.2644615,3.7679248,E2 w/d 24h
989,4.7408266,-3.5816035,E2 w/d 0h
990,1.3739395,-6.263992,E2 w/d 0h
991,0.74804735,-5.128777,E2 w/d 0h
992,1.4632379,-1.644702,E2 w/d 0h
993,-1.0691174,-5.7307177,E2 w/d 0h
994,-7.6070895,1.5946013,E2 w/d 48h
995,-2.624708,-0.024034746,E2 w/d 24h
996,2.695854,-3.8645418,E2 w/d 0h
997,0.5534325,-1.3838699,E2 w/d 0h
998,-0.7774559,5.389146,E2 w/d 24h
999,3.6966527,7.7298155,E2 w/d 24h
1000,-4.126787,1.583028,E2 w/d 48h
1001,-0.32470167,-6.8181725,E2 w/d 0h
1002,2.521983,-2.2897942,E2 w/d 0h
1003,-6.791408,-0.8064465,E2 w/d 48h
1004,-7.1690044,1.7842531,E2 w/d 48h
1005,3.6947196,-2.9529257,E2 w/d 0h
1006,-7.092832,4.5871005,E2 w/d 48h
1007,-1.2910253,-4.6464963,E2 w/d 0h
1008,4.735776,-0.9373621,E2 w/d 0h
1009,-1.7139388,2.399138,E2 w/d 24h
1010,-1.2901179,-5.3833337,E2 w/d 0h
1011,-0.76251495,-4.3086386,E2 w/d 0h
1012,3.892504,-2.570149,E2 w/d 0h
1013,0.054729387,-5.20234,E2 w/d 0h
1014,-6.274623,0.0048092576,E2 w/d 48h
1015,4.2346663,-5.1907306,E2 w/d 0h
1016,5.1097374,-3.6940126,E2 w/d 0h
1017,3.3638172,-1.1064867,E2 w/d 0h
1018,5.3307295,-1.1556516,E2 w/d 0h
1019,0.02579429,-3.6306996,E2 w/d 0h
1020,-1.0110534,-3.42649,E2 w/d 0h
1021,-3.9645536,5.621482,E2 w/d 24h
1022,1.3338234,-1.6195598,E2 w/d 0h
1023,3.6554074,-1.2453367,E2 w/d 0h
1024,-6.063796,5.4442687,E2 w/d 48h
1025,-1.3462502,4.2400217,E2 w/d 24h
1026,2.38417,-2.3910468,E2 w/d 0h
1027,-0.09231649,3.7718396,E2 w/d 24h
1028,-1.7538923,3.7587936,E2 w/d 24h
1029,2.6066058,-0.4462286,E2 w/d 0h
1030,-1.4653937,-4.441316,E2 w/d 0h
1031,-0.44769672,-6.7396684,E2 w/d 0h
1032,-0.056677565,-1.115878,E2 w/d 0h
1033,-0.3390803,-3.7020767,E2 w/d 0h
1034,4.478263,-4.6705885,E2 w/d 0h
1035,4.0267797,-2.9872243,E2 w/d 0h
1036,-0.87638646,-6.3362465,E2 w/d 0h
1037,-0.07879166,-5.720358,E2 w/d 0h
1038,5.325843,-3.1593122,E2 w/d 0h
1039,-3.3461297,5.5034957,E2 w/d 48h
1040,-5.1188016,5.067855,E2 w/d 48h
1041,3.1732984,6.064274,E2 w/d 12h
1042,-4.8850517,4.7250896,E2 w/d 48h
1043,-3.7094173,4.753863,E2 w/d 48h
1044,-2.404377,1.4606897,E2 w/d 24h
1045,2.5669932,-4.692627,E2 w/d 0h
1046,1.6779951,-4.1253686,E2 w/d 0h
1047,-3.317902,1.8894244,E2 w/d 24h
1048,-7.4966974,3.556104,E2 w/d 24h
1049,2.9802647,6.433873,E2 w/d 12h
1050,-6.521854,4.8163958,E2 w/d 48h
1051,3.5994399,-2.6210737,E2 w/d 0h
1052,-6.4766474,0.18229516,E2 w/d 48h
1053,-0.8414159,1.6352577,E2 w/d 24h
1054,4.026837,2.5166445,E2 w/d 12h
1055,-2.4952526,4.7006364,E2 w/d 24h
1056,-5.133343,3.5286105,E2 w/d 48h
1057,2.1544218,-1.760482,E2 w/d 0h
1058,2.0133162,-3.948013,E2 w/d 0h
1059,-0.1331755,0.81116074,E2 w/d 0h
1060,-2.7220619,2.8061523,E2 w/d 24h
1061,2.3307316,3.5265014,E2 w/d 12h
1062,3.4721594,-4.163143,E2 w/d 0h
1063,0.8267558,-4.117637,E2 w/d 0h
1064,4.6014414,-4.7492814,E2 w/d 0h
1065,-2.71282,3.9918342,E2 w/d 24h
1066,-6.896576,2.4529166,E2 w/d 48h
1067,-1.5305655,5.221413,E2 w/d 24h
1068,0.3849778,-5.4329934,E2 w/d 0h
1069,-0.5967739,5.190266,E2 w/d 24h
1070,-7.361213,3.1685972,E2 w/d 48h
1071,4.4918494,-4.397338,E2 w/d 0h
1072,3.6271389,6.928431,E2 w/d 12h
1073,-0.56758106,-3.0874114,E2 w/d 0h
1074,-3.6276355,5.0591416,E2 w/d 48h
1075,-5.110422,5.4582734,E2 w/d 48h
1076,2.9267032,-4.973823,E2 w/d 0h
1077,-3.0609899,2.899223,E2 w/d 24h
1078,3.8614872,2.6732357,E2 w/d 12h
1079,2.3947353,-5.735505,E2 w/d 0h
1080,1.1627493,-1.0839528,E2 w/d 0h
1081,1.4294887,7.153865,E2 w/d 24h
1082,2.339249,-3.8774605,E2 w/d 0h
1083,-5.841462,5.344293,E2 w/d 48h
1084,5.257711,-1.8193359,E2 w/d 0h
1085,0.8758982,-3.6651175,E2 w/d 0h
1086,5.7117515,-2.3430867,E2 w/d 0h
1087,4.102061,2.7583973,E2 w/d 12h
1088,-1.5611587,4.1971927,E2 w/d 24h
1089,-1.8807975,2.7252712,E2 w/d 24h
1090,-2.4033191,1.6034361,E2 w/d 24h
1091,-5.3836985,1.9942064,E2 w/d 48h
1092,0.4431211,3.8371384,E2 w/d 12h
1093,-1.8467344,2.618329,E2 w/d 24h
1094,-1.2382591,1.2420647,E2 w/d 24h
1095,-0.51051265,-6.5290556,E2 w/d 0h
1096,-7.0907197,4.517831,E2 w/d 48h
1097,1.1294805,3.3320136,E2 w/d 12h
1098,3.72771,4.709889,E2 w/d 12h
1099,2.1290271,-3.5566542,E2 w/d 0h
1100,-7.2386036,4.5661225,E2 w/d 48h
1101,2.9671893,-4.0409584,E2 w/d 0h
1102,5.0356717,-2.8885384,E2 w/d 0h
1103,-2.8866506,1.2206829,E2 w/d 24h
1104,-3.7487614,3.3391552,E2 w/d 48h
1105,-5.7909803,5.0741906,E2 w/d 48h
1106,4.3645325,3.1028492,E2 w/d 12h
1107,1.1707464,6.2298164,E2 w/d 12h
1108,-0.95389974,4.888742,E2 w/d 24h
1109,-0.45252913,-4.9317446,E2 w/d 0h
1110,-2.8624687,2.7720513,E2 w/d 24h
1111,-5.8326087,1.0256304,E2 w/d 48h
1112,-1.2417296,1.9155599,E2 w/d 24h
1113,3.3641284,-1.0284137,E2 w/d 0h
1114,-0.9968087,-5.0595655,E2 w/d 0h
1115,5.4538746,-1.5488547,E2 w/d 0h
1116,1.7447999,6.211231,E2 w/d 12h
1117,3.384925,2.3091378,E2 w/d 12h
1118,-1.4863441,5.0978136,E2 w/d 24h
1119,-2.529861,4.810007,E2 w/d 24h
1120,3.7614596,6.9775534,E2 w/d 12h
1121,0.4050251,-3.0823805,E2 w/d 0h
1122,-4.262919,2.4449258,E2 w/d 24h
1123,2.6255379,5.537406,E2 w/d 12h
1124,-5.6010766,3.2545614,E2 w/d 48h
1125,1.9357718,-3.545412,E2 w/d 0h
1126,-0.96494174,3.1500607,E2 w/d 12h
1127,3.4380937,-4.309608,E2 w/d 0h
1128,-0.7082782,5.2056975,E2 w/d 24h
1129,1.4956765,-4.1439652,E2 w/d 0h
1130,-3.1310835,2.2915084,E2 w/d 24h
1131,-7.1837316,4.7156267,E2 w/d 48h
1132,-5.477311,5.526731,E2 w/d 48h
1133,2.2930226,-4.183328,E2 w/d 0h
1134,-3.4772995,4.1929026,E2 w/d 48h
1135,4.4677725,-5.1540446,E2 w/d 0h
1136,6.903057,-2.9648085,E2 w/d 0h
1137,-1.579827,-4.2437463,E2 w/d 0h
1138,-5.044744,3.1332724,E2 w/d 48h
