,0,1,bc
112,2.006077,-1.9296902,BRQ 24h
113,1.6912282,-1.0130935,BRQ 48h
114,-3.8817418,1.2938493,BRQ 0h
115,-6.8463664,-1.1279618,BRQ 0h
116,-4.5814238,-5.108511,BRQ 12h
117,3.8559282,0.008451134,BRQ 48h
118,3.2568939,-3.871749,BRQ 24h
119,5.298476,-3.1682067,BRQ 24h
120,-5.6130743,3.9985356,BRQ 0h
121,3.5769377,-0.52318555,BRQ 24h
122,-5.708839,1.9063889,BRQ 0h
123,-5.137082,-3.6547577,BRQ 12h
124,0.3759576,-0.023963459,BRQ 48h
125,-6.5622535,0.43288854,BRQ 0h
126,-3.1235313,0.27214268,BRQ 0h
127,-3.8143604,1.4070587,BRQ 0h
128,-3.3073385,2.6763093,BRQ 0h
129,-5.1836076,-0.4608883,BRQ 0h
130,-6.2978683,4.240728,BRQ 0h
131,-3.7695603,-5.8104734,BRQ 12h
132,-5.2975936,-4.3350415,BRQ 12h
133,-7.0066805,-0.8876951,BRQ 0h
134,-3.3132052,-2.7089784,BRQ 12h
135,-4.8173795,-4.096339,BRQ 12h
136,-3.032773,-3.5679028,BRQ 12h
137,-7.0654087,2.5777292,BRQ 0h
138,-4.218812,-0.973654,BRQ 0h
139,2.4692152,0.9874651,BRQ 48h
140,-3.6649342,0.23893274,BRQ 0h
141,3.3126926,0.8720523,BRQ 48h
142,-3.5670288,-3.7866704,BRQ 12h
143,-6.9061847,-0.5646793,BRQ 0h
144,2.8913722,-1.9137044,BRQ 24h
145,4.629942,-1.4224366,BRQ 24h
146,-6.27562,-0.5520453,BRQ 0h
147,4.4178414,-2.6323874,BRQ 24h
148,-3.698825,-5.0610466,BRQ 12h
149,-5.4041915,-1.0856957,BRQ 0h
150,-2.4934187,-3.4397554,BRQ 12h
151,-4.7511783,3.1274295,BRQ 0h
152,-4.837979,-3.158894,BRQ 12h
153,5.465683,-2.0359645,BRQ 24h
154,2.5909622,0.22920087,BRQ 48h
155,-5.0668535,-3.7808123,BRQ 12h
156,3.8814962,-2.810718,BRQ 24h
157,-3.8529105,-3.965369,BRQ 12h
158,-1.4679328,-5.079122,BRQ 12h
159,-5.129584,-0.17417742,BRQ 0h
160,3.5156996,0.1535314,BRQ 48h
161,-5.7785144,2.4556146,BRQ 0h
162,-3.8059547,-4.2295423,BRQ 12h
163,3.6347597,-3.684285,BRQ 24h
164,-6.0762005,0.1712479,BRQ 0h
165,-6.974695,4.0699577,BRQ 0h
166,-5.2557793,0.03778161,BRQ 0h
167,2.9626408,-0.16142173,BRQ 48h
168,-5.45672,-0.8264156,BRQ 0h
169,-3.3933284,-1.471547,BRQ 12h
170,-6.626885,1.0657322,BRQ 0h
171,4.1148734,-3.8015225,BRQ 24h
172,3.5407436,-4.4819555,BRQ 24h
173,-8.07886,-0.98101044,BRQ 0h
174,-4.913506,2.6296039,BRQ 0h
175,-3.2499137,-3.2187312,BRQ 12h
176,2.4372427,-2.4748466,BRQ 24h
177,-6.245921,1.9320945,BRQ 0h
178,1.2663603,-3.5116644,BRQ 24h
179,0.6256696,0.18818542,BRQ 48h
180,-6.5630465,0.0017966548,BRQ 0h
181,-6.1107035,-0.14896221,BRQ 0h
182,-7.2834587,2.6259146,BRQ 0h
183,0.12583794,-4.3342896,BRQ 24h
184,-2.941996,-4.4470644,BRQ 12h
185,-7.445078,1.6653353,BRQ 0h
186,-2.7860363,-4.1550727,BRQ 12h
187,2.365937,0.040340886,BRQ 48h
188,-4.0882564,0.015124829,BRQ 0h
189,-4.2056746,3.5328522,BRQ 0h
190,-4.3421764,-6.2651167,BRQ 24h
191,-3.7397795,-5.46567,BRQ 12h
192,2.6691303,-3.0555277,BRQ 24h
193,-5.915741,0.63790876,BRQ 0h
194,3.2332885,-3.348893,BRQ 24h
195,-6.2855124,-1.5804518,BRQ 0h
196,3.1562467,-3.6621418,BRQ 24h
197,-4.846862,4.603535,BRQ 0h
198,-3.0782526,0.8147197,BRQ 0h
199,3.6881287,-3.6428952,BRQ 24h
200,0.5339426,-4.427882,BRQ 24h
201,3.8940446,-1.6467072,BRQ 24h
202,-6.3185444,-3.5719695,BRQ 12h
203,-4.237978,2.5019403,BRQ 0h
204,-3.219438,-5.57632,BRQ 12h
205,1.802138,-1.2261798,BRQ 0h
206,5.4148445,-2.727842,BRQ 24h
207,-5.1415286,1.4184699,BRQ 0h
208,-3.202818,-4.16879,BRQ 12h
209,-4.4487705,-4.716739,BRQ 12h
210,0.8710086,-4.07294,BRQ 24h
211,-5.1340227,-4.718619,BRQ 12h
212,3.2763677,-1.5021408,BRQ 24h
213,-6.8884187,5.020038,BRQ 0h
214,-6.7114434,1.79712,BRQ 0h
215,4.051019,-2.5781403,BRQ 24h
216,-3.454823,-3.6599598,BRQ 12h
217,-1.980379,-5.265538,BRQ 12h
218,-3.8035402,-4.0739393,BRQ 12h
219,-0.2434414,-2.7218692,BRQ 24h
220,-5.6404185,0.4780893,BRQ 0h
221,0.78734964,0.9536551,BRQ 48h
222,4.421823,-2.417509,BRQ 24h
223,-3.725615,-4.6408043,BRQ 12h
224,-5.0952015,0.06442327,BRQ 0h
225,-4.5245705,-0.12464967,BRQ 0h
226,3.051743,-3.313496,BRQ 24h
227,0.31774986,-3.2003322,BRQ 24h
228,-5.5491877,1.4585713,BRQ 0h
229,-6.5826344,5.0870066,BRQ 0h
230,-3.9820893,0.8915067,BRQ 0h
231,-7.6412296,0.8880712,BRQ 12h
232,-4.900731,-4.9786754,BRQ 12h
233,0.90296763,-0.6022386,BRQ 0h
234,-7.075937,4.7053742,BRQ 0h
235,-5.5912495,-3.8673868,BRQ 12h
236,-3.5464525,0.78603035,BRQ 0h
237,-4.808094,4.820457,BRQ 0h
238,-4.5573564,-2.2928317,BRQ 12h
239,-7.067267,-0.77975464,BRQ 0h
240,-6.8070574,-1.6687876,BRQ 0h
241,-4.520448,4.607571,BRQ 0h
242,-3.353786,-6.248013,BRQ 12h
243,3.5918474,0.7073955,BRQ 48h
244,-5.5354195,3.4877753,BRQ 0h
245,-3.8915,-1.2156302,BRQ 0h
246,-4.894141,4.6040587,BRQ 0h
247,1.2574067,-2.979543,BRQ 24h
248,-3.597857,3.9812155,BRQ 0h
249,-3.2158442,2.9823682,BRQ 0h
250,-4.0759315,-5.2999563,BRQ 12h
251,-0.17325392,-2.2633414,BRQ 24h
252,-3.5660563,-2.5857084,BRQ 12h
253,-5.632667,0.53739154,BRQ 0h
254,-6.445625,-1.1504211,BRQ 0h
255,-5.558179,-3.596776,BRQ 12h
256,2.6181686,-0.8749357,BRQ 48h
257,1.9563718,1.2460179,BRQ 48h
258,-5.659393,2.3850644,BRQ 0h
259,-1.5311804,-4.1107764,BRQ 12h
260,2.7597604,-4.7762628,BRQ 24h
261,-6.8305774,2.9632053,BRQ 0h
262,-5.398777,3.5872827,BRQ 0h
263,-4.4988203,1.5539626,BRQ 0h
264,-6.2918143,5.1047335,BRQ 0h
265,3.3850772,-2.7882545,BRQ 24h
266,2.865344,-4.5692353,BRQ 24h
267,-6.1649027,2.3949528,BRQ 0h
268,-4.6535087,0.037728783,BRQ 0h
269,-5.860579,5.1357303,BRQ 0h
270,-2.059206,-5.3749804,BRQ 12h
271,-3.6160076,-2.7391324,BRQ 12h
272,5.11036,-1.2677454,BRQ 24h
273,3.396204,-0.3232361,BRQ 24h
274,-7.643873,0.68062073,BRQ 0h
275,1.4004307,-2.2867513,BRQ 24h
276,-4.3962026,4.4685388,BRQ 0h
277,2.5835593,-0.20449796,BRQ 48h
278,1.696088,2.0046015,BRQ 48h
279,5.134024,-3.9183125,BRQ 24h
280,-7.517661,-0.41084862,BRQ 0h
281,4.891884,-2.2446055,BRQ 24h
282,3.7518594,-3.325198,BRQ 24h
283,5.369451,-2.1309707,BRQ 24h
284,3.688888,-4.682538,BRQ 24h
285,4.0008826,0.46143454,BRQ 48h
286,-3.7164018,-3.0411994,BRQ 12h
287,-4.7996564,5.0132184,BRQ 0h
288,-3.7184348,2.3662283,BRQ 0h
289,-4.5649414,2.3823125,BRQ 0h
290,-3.5075798,3.3160672,BRQ 0h
291,-6.4137163,1.8667169,BRQ 0h
292,-5.1768537,-4.4383793,BRQ 12h
293,1.6158503,1.7163812,BRQ 48h
294,-3.138734,-3.1503687,BRQ 12h
295,-4.6807456,2.8059635,BRQ 0h
296,-6.6258283,1.8673913,BRQ 0h
297,-3.6774583,-0.61538446,BRQ 0h
298,1.9754599,1.1235974,BRQ 48h
299,-5.773915,3.4111066,BRQ 0h
300,-3.3380692,2.708819,BRQ 0h
301,-5.3603945,3.8020184,BRQ 0h
302,4.2316365,-2.6895134,BRQ 24h
303,1.4510242,0.5509383,BRQ 48h
304,5.399723,-1.9154333,BRQ 24h
305,-5.2638564,3.8000228,BRQ 0h
306,-5.1950107,4.02098,BRQ 0h
307,-4.821022,-5.4809217,BRQ 12h
308,-5.4987164,-5.542087,BRQ 12h
309,0.6697518,-0.91609627,BRQ 48h
310,-4.154115,-4.611891,BRQ 12h
311,-6.1075163,1.0013824,BRQ 0h
312,-7.1323195,2.1591847,BRQ 0h
313,4.4025183,-0.56931436,BRQ 24h
314,-6.743259,-0.37727538,BRQ 0h
315,-6.583318,4.7634897,BRQ 0h
316,-3.3932393,3.6026926,BRQ 0h
317,-4.273579,3.7999725,BRQ 0h
318,2.872053,1.2661589,BRQ 48h
319,-4.519921,1.299256,BRQ 0h
320,-0.98947406,-4.8033767,BRQ 12h
321,-3.7099957,0.7653048,BRQ 0h
322,-5.053863,4.116515,BRQ 0h
323,3.2165594,-0.04532225,BRQ 48h
324,-4.5155153,-0.13007018,BRQ 0h
325,-3.8591504,4.0992017,BRQ 0h
326,-4.392909,4.8302007,BRQ 0h
327,-7.570135,-0.69244885,BRQ 0h
328,-3.6848536,-0.46631885,BRQ 0h
329,-5.7448235,-4.1203065,BRQ 12h
330,-3.86259,-0.24248411,BRQ 0h
331,3.2904277,0.46856725,BRQ 48h
332,3.132986,-1.9281927,BRQ 24h
333,-2.0365636,-5.108765,BRQ 12h
334,-2.9946945,-0.026056021,BRQ 0h
335,-6.2918544,4.5521793,BRQ 0h
336,4.535603,-3.9721088,BRQ 24h
337,-2.6327214,3.2092915,BRQ 0h
338,0.58176893,-2.501428,BRQ 24h
339,-4.1359763,1.5724792,BRQ 0h
340,1.1512758,-2.4942722,BRQ 24h
341,0.40413484,-2.8990672,BRQ 24h
342,-5.010178,3.6665447,BRQ 0h
343,2.5850909,-5.028553,BRQ 24h
344,-2.3856685,-3.650546,BRQ 12h
345,-4.5544653,2.4228587,BRQ 0h
346,3.0228298,-2.1460626,BRQ 24h
347,-1.5458488,-1.2000009,BRQ 0h
348,-4.3700166,4.2654457,BRQ 0h
349,-3.1441498,-2.9890623,BRQ 12h
350,-5.678456,-3.0965612,BRQ 12h
351,-5.242673,-3.113753,BRQ 12h
352,-5.43435,-4.2571445,BRQ 12h
353,-4.4687557,4.145504,BRQ 0h
354,3.1210885,-4.6954503,BRQ 24h
355,3.148609,0.95377433,BRQ 48h
356,-3.2818105,-3.4369705,BRQ 12h
357,4.203942,-4.1655927,BRQ 24h
358,4.09326,-2.5287695,BRQ 24h
359,1.557852,-1.1062404,BRQ 48h
360,-6.903314,0.58988386,BRQ 0h
361,-6.782256,1.6113625,BRQ 0h
362,-7.901017,1.4791279,BRQ 0h
363,1.8601348,-4.3100343,BRQ 24h
364,4.141066,-1.0875773,BRQ 24h
365,-4.654356,-5.6229873,BRQ 12h
366,-6.33028,1.1536305,BRQ 0h
367,5.0427446,-3.0303977,BRQ 24h
368,-4.5818334,1.1985815,BRQ 0h
369,-3.6579568,0.71263546,BRQ 0h
370,4.802684,-5.106648,BRQ 24h
371,-4.71898,-4.6184855,BRQ 12h
372,-2.4335642,-4.140978,BRQ 12h
373,1.1120048,0.3611779,BRQ 48h
374,-4.17382,5.007238,BRQ 0h
375,-3.465505,-4.648599,BRQ 12h
376,-4.3327165,4.4021783,BRQ 0h
377,1.1841693,-3.604802,BRQ 24h
378,-4.80301,-5.986206,BRQ 12h
379,-3.2652621,-2.2085474,BRQ 12h
380,-6.327807,-1.3553128,BRQ 0h
381,2.3214765,-2.0334792,BRQ 24h
382,-5.089386,-5.543625,BRQ 12h
383,-2.469141,-5.354642,BRQ 12h
384,-5.6783032,3.8758647,BRQ 0h
385,-7.370611,1.4212985,BRQ 0h
386,2.53396,-3.1066043,BRQ 24h
387,-3.532047,-3.8066707,BRQ 12h
388,0.6379096,-0.099221624,BRQ 48h
389,-5.253504,5.2744894,BRQ 0h
390,3.7136958,-1.7975787,BRQ 24h
391,-0.77148855,0.2818274,BRQ 12h
392,2.900063,-4.051044,BRQ 24h
393,4.6924915,-3.1395142,BRQ 24h
394,-1.9257145,-5.720456,BRQ 12h
395,-5.8280654,5.053591,BRQ 0h
396,-3.0226753,0.66589785,BRQ 0h
397,-4.5931525,-6.346977,BRQ 12h
398,-0.7830318,-5.2408433,BRQ 12h
399,4.2919617,-5.7286744,BRQ 24h
400,-7.2917447,-0.0068182684,BRQ 0h
401,-1.8048524,-3.3025131,BRQ 12h
402,3.857084,-3.4742599,BRQ 24h
403,-2.9903212,0.41362637,BRQ 0h
404,3.4482763,-0.41733384,BRQ 24h
405,-6.142087,1.4200027,BRQ 0h
406,2.8517628,-1.8462055,BRQ 24h
407,-5.012688,4.5340667,BRQ 0h
408,2.4918742,-4.399612,BRQ 24h
409,-6.435477,1.2736391,BRQ 0h
410,-1.2271118,-4.643881,BRQ 12h
411,2.6832504,-0.31647947,BRQ 48h
412,-7.1265864,2.3347018,BRQ 0h
413,4.681558,-5.618527,BRQ 24h
414,-2.6016765,-4.406715,BRQ 12h
415,3.4551365,0.7727909,BRQ 48h
416,-2.9668212,-0.23201093,BRQ 0h
417,5.1540103,-2.974081,BRQ 24h
418,-4.5981455,-3.7542465,BRQ 12h
419,1.8419821,-0.68794984,BRQ 48h
420,-4.7846856,-5.772887,BRQ 12h
421,3.6604679,-4.6201663,BRQ 24h
422,5.1713533,-4.43243,BRQ 24h
423,-3.8848403,-4.2500663,BRQ 12h
424,-2.1909668,-4.2736006,BRQ 12h
425,-4.9941893,-1.2190094,BRQ 0h
426,-6.5300097,2.969419,BRQ 0h
427,-4.466561,0.9276156,BRQ 0h
428,-3.2401295,-3.6371322,BRQ 12h
429,-2.6973927,0.081863366,BRQ 24h
430,-2.2041042,-5.662993,BRQ 12h
431,2.901025,-0.0665064,BRQ 48h
432,-2.9393435,3.0684257,BRQ 0h
433,-4.512932,-0.23078372,BRQ 0h
434,-6.215487,4.6827173,BRQ 0h
435,-7.6695523,-0.9852868,BRQ 0h
436,-2.7458599,-4.451668,BRQ 12h
437,0.48737192,-2.373339,BRQ 24h
438,1.6716533,-4.444994,BRQ 24h
439,-3.2922804,1.0717267,BRQ 0h
440,-5.258212,5.3702345,BRQ 0h
441,-4.898922,1.5765518,BRQ 0h
442,4.55508,-2.4902918,BRQ 24h
443,4.338617,-4.389316,BRQ 24h
444,1.5147865,0.45843962,BRQ 48h
445,4.2357736,-5.3001285,BRQ 48h
446,-3.3113918,0.9008719,BRQ 0h
447,3.2965322,0.10131289,BRQ 48h
448,-7.6519303,0.71924216,BRQ 0h
449,4.9511895,-2.625777,BRQ 24h
450,-4.116845,0.21213208,BRQ 0h
451,-4.660163,4.0837507,BRQ 0h
452,3.0729308,-4.7863398,BRQ 24h
453,-3.5424352,4.21173,BRQ 0h
454,-4.080238,3.731199,BRQ 0h
455,5.4693937,-2.4342508,BRQ 24h
456,0.86320454,-2.0386436,BRQ 24h
457,-5.0185885,4.9303145,BRQ 0h
458,2.057959,-0.9138865,BRQ 48h
459,-2.0773938,-5.475365,BRQ 12h
460,-7.6866446,-0.1338335,BRQ 0h
461,1.3203143,-1.4285423,BRQ 24h
462,-4.3118377,-0.36451885,BRQ 0h
463,-7.0585513,-1.2478083,BRQ 0h
464,-3.7538898,0.65948963,BRQ 0h
465,3.2310388,0.5656261,BRQ 48h
466,-5.703562,-4.6317983,BRQ 12h
467,3.263862,-2.5744112,BRQ 24h
468,-6.650377,-0.91729903,BRQ 0h
469,3.0383308,-2.307233,BRQ 24h
470,3.8471706,-2.3561275,BRQ 24h
471,-6.2699413,4.122913,BRQ 0h
472,-7.5964403,1.2878821,BRQ 0h
473,-4.4304695,-0.6423072,BRQ 0h
474,-7.5358543,0.9554369,BRQ 0h
475,-2.0620983,-3.0764894,BRQ 12h
476,-4.6825156,-1.416489,BRQ 0h
477,-3.5076473,3.7239723,BRQ 0h
478,0.24786341,-2.1275072,BRQ 12h
479,1.8407844,1.5409638,BRQ 48h
480,-5.366741,-4.674423,BRQ 12h
481,-4.2626953,2.0571067,BRQ 0h
482,3.048096,1.2258989,BRQ 48h
483,-4.4968605,-0.47977242,BRQ 0h
484,-7.2332363,-0.26348612,BRQ 0h
485,2.9231668,1.4149301,BRQ 48h
486,-4.0815687,-0.3398267,BRQ 0h
487,-4.152872,1.6807147,BRQ 0h
488,4.335821,-2.8394988,BRQ 24h
489,-3.3851476,-0.2767883,BRQ 0h
490,-2.9759538,1.894363,BRQ 0h
491,-6.246224,5.135776,BRQ 0h
492,0.6512113,-2.894321,BRQ 24h
493,-1.8155165,-5.1042485,BRQ 12h
494,-5.3972387,-0.7627936,BRQ 0h
495,1.8429257,-3.2936296,BRQ 24h
496,-6.6735406,5.211024,BRQ 0h
497,-5.1530976,-3.8594532,BRQ 12h
498,-7.6037726,-0.070796154,BRQ 0h
499,-0.8832885,0.035454072,BRQ 0h
500,-4.653069,-4.7948494,BRQ 12h
501,-4.485127,1.4287736,BRQ 0h
502,-6.099877,-4.2433867,BRQ 12h
503,-6.512927,4.5907803,BRQ 0h
504,-5.6564965,-3.9795513,BRQ 12h
505,0.9390455,-0.01141589,BRQ 48h
506,2.4470878,-3.48259,BRQ 24h
507,-6.523083,-1.1373439,BRQ 0h
508,5.091364,-2.114149,BRQ 24h
509,-4.1016173,-0.28567883,BRQ 0h
510,-3.5823612,-5.6735563,BRQ 12h
511,5.126821,-1.4769456,BRQ 24h
512,-4.8205576,-4.782624,BRQ 12h
513,-5.2096157,0.053756647,BRQ 0h
514,-4.6224003,-3.139291,BRQ 12h
515,-4.0461483,1.3398108,BRQ 0h
516,-4.850582,5.044597,BRQ 0h
517,-3.767636,-3.2991326,BRQ 12h
518,-5.5739737,4.348641,BRQ 0h
519,-2.8786585,-1.331373,BRQ 0h
520,-2.24351,-3.7180674,BRQ 12h
521,2.6495175,-4.4228787,BRQ 24h
522,-5.342464,-3.96109,BRQ 12h
523,-1.8914719,-5.800477,BRQ 12h
524,-5.176663,-0.8331857,BRQ 0h
525,-7.024889,-0.29511243,BRQ 0h
526,-6.891443,1.0601649,BRQ 0h
527,1.4554105,-2.619028,BRQ 24h
528,-5.7990828,1.2202221,BRQ 0h
529,-6.6525044,1.9173484,BRQ 0h
530,-4.4869456,-3.6342447,BRQ 12h
531,5.34922,-1.5947841,BRQ 24h
532,-5.1606817,0.090424724,BRQ 0h
533,0.420237,-3.177595,BRQ 24h
534,-7.763366,0.915349,BRQ 0h
535,-6.0161386,0.24171704,BRQ 0h
536,-5.5378428,-3.8465173,BRQ 12h
537,-2.6301394,-4.569319,BRQ 12h
538,2.2119653,-2.2986279,BRQ 24h
539,1.8957462,-3.2983284,BRQ 24h
540,3.4306772,0.43075955,BRQ 48h
541,4.0367455,-2.2739613,BRQ 24h
542,-6.9889584,-1.2622268,BRQ 24h
543,-7.407946,2.2425528,BRQ 0h
544,5.4705176,-3.1319053,BRQ 24h
545,-3.5981562,0.6909044,BRQ 0h
546,-5.737875,2.17842,BRQ 0h
547,3.4557111,-0.7783262,BRQ 24h
548,-6.705594,0.010000939,BRQ 0h
549,-5.0332565,4.1331744,BRQ 0h
550,4.138688,0.3100918,BRQ 48h
551,0.44045925,-1.255735,BRQ 48h
552,-7.3357263,1.7230597,BRQ 0h
553,-3.6586666,-0.14775155,BRQ 0h
554,-4.568759,-5.2764235,BRQ 12h
555,-5.7275414,0.10587241,BRQ 0h
556,2.0167117,-3.223939,BRQ 24h
557,-2.989722,-3.268305,BRQ 12h
558,-5.6798115,4.4080997,BRQ 0h
559,1.9124858,-2.928722,BRQ 24h
560,-5.7349887,-4.840418,BRQ 12h
561,5.1116877,-3.8081214,BRQ 24h
562,2.7018557,-4.1174626,BRQ 24h
563,3.5829825,-5.0603366,BRQ 24h
564,-4.8938937,-5.748829,BRQ 12h
565,5.249909,-2.6193066,BRQ 24h
566,3.3021731,-4.081658,BRQ 24h
567,-4.755783,-5.3053737,BRQ 12h
568,-4.879896,-5.0592203,BRQ 12h
569,-1.487689,-3.8044472,BRQ 24h
570,4.0670776,-1.2635473,BRQ 24h
571,-3.4461255,-6.260778,BRQ 12h
572,-6.0159097,4.6850944,BRQ 0h
573,-5.590714,-1.7693311,BRQ 12h
574,-5.1913757,-5.598288,BRQ 12h
575,3.749106,-4.4056997,BRQ 24h
576,-2.612634,-4.5188403,BRQ 12h
577,-4.8947434,0.9150891,BRQ 0h
578,-4.5362782,-0.6154944,BRQ 0h
579,-3.694375,4.171414,BRQ 0h
580,4.92717,-4.6821485,BRQ 24h
581,0.38706732,-2.109375,BRQ 24h
582,-6.187163,1.7565948,BRQ 0h
583,-5.2287855,1.5234104,BRQ 0h
584,-5.279521,-2.2895296,BRQ 12h
585,-5.5779037,-1.3411719,BRQ 0h
586,-6.1701202,-0.31122336,BRQ 0h
587,-3.9550858,-3.277705,BRQ 12h
588,-6.5401373,-1.4747896,BRQ 0h
589,-3.6770434,1.3072544,BRQ 0h
590,3.880659,-2.6602492,BRQ 24h
591,0.57109463,0.20136155,BRQ 48h
592,-2.3016748,-3.4125037,BRQ 12h
593,-4.1134562,0.8351352,BRQ 0h
594,-1.489039,-4.591182,BRQ 12h
595,-6.1016493,-1.0092243,BRQ 0h
596,-2.1728406,-4.807426,BRQ 12h
597,-5.373989,0.36871588,BRQ 0h
598,1.1932135,0.4508735,BRQ 48h
599,3.083371,-3.0407338,BRQ 24h
600,4.7434144,-6.010682,BRQ 48h
601,2.913209,0.3702806,BRQ 48h
602,1.4590818,-3.4751592,BRQ 24h
603,-4.358575,-3.5298889,BRQ 12h
604,-3.8441703,-2.8538888,BRQ 12h
605,2.8500178,-0.6610823,BRQ 48h
606,-5.4710197,-0.20866908,BRQ 0h
607,2.039732,-2.6506686,BRQ 24h
608,-3.4669619,2.789329,BRQ 0h
609,-5.7349463,4.831609,BRQ 0h
610,-3.9422512,4.3328886,BRQ 0h
611,-6.219891,1.4619381,BRQ 0h
612,-5.5324745,-2.9433398,BRQ 12h
613,-5.3807406,1.114855,BRQ 0h
614,2.2436953,-4.547848,BRQ 24h
615,5.1120577,-1.3465015,BRQ 24h
