,Ung,Pcna,Rrm2,Aurka,Spi1,Gsn,Clec4d,Fcgr3,bc
0,1.4997529983520508,0.0,13.497776985168457,0.0,13.497776985168457,0.0,1.4997529983520508,5.999011993408203,E2 w/d 48h
1,0.0,0.0,0.0,0.0,8.138989448547363,6.511191368103027,1.6277978420257568,4.883393287658691,E2 w/d 12h
2,0.0,1.3515468835830688,2.7030937671661377,0.0,8.109281539916992,0.0,4.054640769958496,4.054640769958496,E2 w/d 12h
3,0.5902220606803894,0.5902220606803894,11.214219093322754,0.0,1.1804441213607788,0.0,2.951110363006592,1.1804441213607788,E2 w/d 0h
4,2.8849692344665527,0.7212423086166382,2.163726806640625,0.0,1.4424846172332764,0.0,0.7212423086166382,0.0,E2 w/d 0h
5,1.6715986728668213,4.178996562957764,6.686394691467285,1.6715986728668213,2.5073981285095215,0.8357993364334106,2.5073981285095215,3.3431973457336426,E2 w/d 12h
6,0.0,0.0,1.5437904596328735,0.0,6.175161838531494,7.718952178955078,0.0,7.718952178955078,E2 w/d 48h
7,0.0,0.0,3.1325764656066895,2.0883843898773193,9.397729873657227,4.176768779754639,1.0441921949386597,2.0883843898773193,E2 w/d 0h
8,0.0,0.7492750883102417,1.4985501766204834,2.2478251457214355,2.997100353240967,0.0,0.0,0.0,E2 w/d 0h
9,0.0,0.5819358229637146,0.5819358229637146,2.3277432918548584,3.491614818572998,0.5819358229637146,1.745807409286499,2.9096791744232178,E2 w/d 0h
10,0.0,10.436089515686035,2.609022378921509,0.0,10.436089515686035,0.0,2.609022378921509,0.0,E2 w/d 0h
11,0.0,0.0,0.0,0.0,2.4750356674194336,0.0,0.0,37.12553405761719,E2 w/d 24h
12,0.9612188935279846,0.9612188935279846,0.0,0.0,1.9224377870559692,0.0,1.9224377870559692,1.9224377870559692,E2 w/d 24h
13,0.0,1.4536205530166626,4.360861778259277,2.1804308891296387,2.907241106033325,0.0,0.0,0.0,E2 w/d 12h
14,0.0,0.0,0.7572640180587769,0.0,3.786320209503174,0.0,0.7572640180587769,1.5145280361175537,E2 w/d 12h
15,1.221462368965149,1.221462368965149,1.221462368965149,0.0,4.885849475860596,0.0,2.442924737930298,2.442924737930298,E2 w/d 24h
16,2.2869787216186523,1.1434893608093262,4.573957443237305,0.0,9.14791488647461,0.0,2.2869787216186523,0.0,E2 w/d 0h
17,0.0,0.0,13.90184497833252,1.737730622291565,6.082056999206543,1.737730622291565,0.0,3.47546124458313,E2 w/d 48h
18,0.0,1.5295969247817993,3.8239922523498535,1.5295969247817993,9.177581787109375,0.0,0.7647984623908997,2.2943954467773438,E2 w/d 24h
19,0.871108889579773,0.0,1.742217779159546,0.871108889579773,2.6133265495300293,0.871108889579773,0.871108889579773,0.0,E2 w/d 0h
20,0.0,0.0,0.0,2.602536916732788,1.5615222454071045,0.0,1.0410147905349731,2.602536916732788,E2 w/d 0h
21,0.0,3.9698188304901123,0.0,2.646545886993408,15.87927532196045,3.9698188304901123,10.586183547973633,3.9698188304901123,E2 w/d 48h
22,0.0,1.5432674884796143,3.0865349769592285,2.057689905166626,0.5144224762916565,1.028844952583313,1.5432674884796143,0.5144224762916565,E2 w/d 0h
23,0.0,0.6581228971481323,2.6324915885925293,1.3162457942962646,1.974368691444397,0.0,0.6581228971481323,0.6581228971481323,E2 w/d 0h
24,2.912644624710083,0.7281611561775208,7.281611442565918,0.0,2.184483528137207,0.0,0.0,2.184483528137207,E2 w/d 0h
25,0.0,0.5441551804542542,3.2649312019348145,0.5441551804542542,1.0883103609085083,0.0,0.5441551804542542,2.1766207218170166,E2 w/d 0h
26,1.0205024480819702,0.0,2.0410048961639404,3.061507225036621,3.061507225036621,0.0,0.0,4.082009792327881,E2 w/d 0h
27,0.0,0.0,0.0,0.0,11.361084938049316,0.0,0.0,20.449953079223633,E2 w/d 48h
28,4.784132957458496,0.9568266272544861,0.9568266272544861,0.0,2.8704798221588135,0.0,1.9136532545089722,0.0,E2 w/d 0h
29,0.0,0.9098740816116333,3.639496326446533,0.9098740816116333,8.18886661529541,0.0,0.9098740816116333,3.639496326446533,E2 w/d 24h
30,1.032211422920227,0.0,2.064422845840454,0.0,8.257691383361816,0.0,0.0,3.0966343879699707,E2 w/d 24h
31,0.0,1.2262722253799438,0.0,0.0,11.036450386047363,1.2262722253799438,4.905088901519775,7.357633590698242,E2 w/d 12h
32,4.167453289031982,1.0418633222579956,1.0418633222579956,0.0,5.209316730499268,0.0,2.083726644515991,0.0,E2 w/d 12h
33,1.7010995149612427,1.7010995149612427,3.4021990299224854,0.8505497574806213,4.252748966217041,0.0,0.0,3.4021990299224854,E2 w/d 24h
34,3.6777026653289795,1.2259008884429932,0.0,1.2259008884429932,6.129504203796387,0.0,0.0,3.6777026653289795,E2 w/d 24h
35,0.0,0.0,0.0,0.0,18.832700729370117,10.46261215209961,6.277566909790039,10.46261215209961,E2 w/d 48h
36,0.6663557291030884,3.3317785263061523,4.664490222930908,1.3327114582061768,1.9990671873092651,0.0,1.3327114582061768,2.6654229164123535,E2 w/d 0h
37,0.0,1.866451621055603,1.866451621055603,0.0,2.7996773719787598,0.0,0.9332258105278015,0.0,E2 w/d 0h
38,0.8748108744621277,0.8748108744621277,1.7496217489242554,0.0,1.7496217489242554,0.0,0.0,3.4992434978485107,E2 w/d 0h
39,0.0,0.0,0.0,0.0,2.344594717025757,21.10135269165039,18.756757736206055,11.722973823547363,E2 w/d 48h
