,Ung,Rrm2,Aurka,Spi1,Gsn,Fcgr3,lambda,bc
100,0.0,0.0,1.3192648887634277,1.3192648887634277,0.0,0.0,11.926160713199,BRQ 24h
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRQ 0h
102,0.0,0.0,0.0,0.0,0.0,0.0,2.8885483651475203,BRQ 12h
103,0.0,0.0,0.0,2.1823952198028564,0.0,0.0,11.852414237608599,BRQ 24h
104,0.0,0.0,0.0,0.0,1.0419458150863647,0.0,10.524597967510099,BRQ 24h
105,0.0,0.0,0.0,0.6090807318687439,0.0,0.0,11.319894927084501,BRQ 12h
106,0.0,0.9969479441642761,0.0,0.0,0.0,0.0,1.02143542018851,BRQ 0h
107,0.0,0.0,0.0,0.0,0.0,0.0,13.8358819528102,BRQ 0h
108,0.0,0.6213029026985168,0.6213029026985168,0.6213029026985168,0.0,0.0,11.4897020501656,BRQ 24h
109,0.0,0.0,0.0,0.0,0.0,0.0,14.0422816593859,BRQ 48h
110,0.0,0.0,0.0,0.0,0.0,0.0,7.64956029524421,BRQ 0h
111,0.0,0.0,0.0,0.0,0.0,0.0,1.38016197041109,BRQ 0h
112,0.0,0.8941965699195862,0.0,0.0,0.0,0.0,8.54979542226688,BRQ 12h
113,0.0,0.0,0.0,0.8782094120979309,0.0,0.0,13.835730146166,BRQ 48h
114,0.0,0.0,0.0,0.9829972982406616,0.0,0.0,12.160303857268401,BRQ 24h
115,0.0,0.0,1.667219638824463,0.8336098194122314,0.0,0.0,12.6620848986601,BRQ 24h
116,0.0,0.0,0.6259461641311646,0.0,0.0,0.0,12.925262151529902,BRQ 0h
117,0.0,0.0,1.34756600856781,2.69513201713562,0.0,0.0,11.5028041445219,BRQ 24h
118,0.7135990858078003,0.0,0.0,0.0,0.0,0.0,6.802264228645151,BRQ 0h
119,0.0,0.0,0.0,0.0,0.0,0.0,6.9949912498609805,BRQ 12h
120,0.0,0.0,0.0,0.0,0.0,0.0,3.85215635959471,BRQ 0h
121,0.0,1.491382360458374,0.0,0.0,0.0,0.0,7.522026842968219,BRQ 0h
122,0.0,0.0,0.0,0.0,0.0,0.0,9.60891528462811,BRQ 0h
123,0.0,0.0,0.0,0.0,0.0,0.0,14.3924375590933,BRQ 0h
124,0.0,2.0992929935455322,0.0,0.0,0.0,0.0,3.4551575720241297,BRQ 0h
125,0.0,0.0,0.0,0.0,0.0,0.0,14.0120417989132,BRQ 0h
126,0.0,0.7933212518692017,0.0,0.7933212518692017,0.0,0.0,8.43334898738934,BRQ 12h
127,0.0,0.9782869219779968,0.0,0.0,0.0,0.0,7.80790650294464,BRQ 12h
128,0.0,0.0,0.0,0.0,0.0,0.0,0.875157553609357,BRQ 0h
129,0.0,0.0,0.7085683345794678,0.0,0.0,0.0,14.4288168037481,BRQ 12h
130,0.0,0.0,0.7659749388694763,0.0,0.0,0.0,8.78823514404298,BRQ 12h
131,0.0,0.0,0.0,0.0,0.0,0.0,10.4573865800057,BRQ 12h
132,0.0,0.0,0.6833682060241699,0.0,0.0,0.0,7.97204636678779,BRQ 0h
133,0.0,0.0,0.0,0.0,0.0,0.0,1.7658596215816103,BRQ 0h
134,0.0,0.0,0.7711284160614014,3.0845136642456055,0.0,0.0,15.1063980584097,BRQ 48h
135,0.0,0.0,0.0,0.9586207270622253,0.0,0.0,6.0863450091337,BRQ 0h
136,0.0,0.0,0.0,2.1084394454956055,0.0,0.0,14.622425022994799,BRQ 48h
137,0.0,0.0,0.0,0.0,0.0,0.0,6.836478444005571,BRQ 12h
138,0.0,0.0,0.0,0.0,0.0,0.0,2.15385414722379,BRQ 0h
139,0.0,0.0,0.0,1.1054145097732544,0.0,0.0,14.299603088771901,BRQ 24h
140,0.0,0.77451092004776,0.0,4.64706563949585,0.0,0.0,11.594073771048901,BRQ 24h
141,1.0852159261703491,0.0,0.0,0.0,0.0,0.0,2.2335198474136098,BRQ 0h
142,0.0,0.0,0.5172604918479919,0.5172604918479919,0.0,0.0,12.631341101159599,BRQ 24h
143,0.0,0.0,0.0,0.8343550562858582,0.0,0.0,8.88096050754111,BRQ 12h
144,0.0,0.0,0.0,0.0,0.0,0.0,1.3252576459142902,BRQ 0h
145,0.0,0.0,0.7275866270065308,0.7275866270065308,0.0,0.0,10.795125617288198,BRQ 12h
146,0.0,0.0,0.0,0.6201233863830566,0.0,0.0,11.542312509494,BRQ 0h
147,0.0,0.9677084684371948,0.0,0.9677084684371948,0.0,0.0,7.89886583746944,BRQ 12h
148,0.0,0.0,0.0,2.336552143096924,1.168276071548462,0.0,12.073718404444302,BRQ 24h
149,0.0,0.9983190894126892,0.9983190894126892,0.0,0.0,0.0,12.187325304265098,BRQ 48h
150,0.0,1.0861179828643799,0.0,0.0,0.0,0.0,8.48582848069403,BRQ 12h
151,0.0,0.0,0.0,2.096374034881592,0.0,0.6987913250923157,13.6625138940757,BRQ 24h
152,0.0,0.0,0.0,0.0,0.0,0.0,8.54263160415833,BRQ 12h
153,0.0,0.0,0.0,0.0,0.0,0.0,9.87779303288092,BRQ 12h
154,0.0,0.0,0.0,0.0,0.0,0.0,4.34791454175949,BRQ 0h
155,0.0,1.0133395195007324,0.0,2.026679039001465,0.0,0.0,15.714973778731698,BRQ 48h
156,0.0,0.0,0.0,0.0,0.0,0.0,8.69356107961048,BRQ 0h
157,0.0,0.5997980237007141,0.0,0.0,0.5997980237007141,0.5997980237007141,9.218640979809038,BRQ 12h
158,0.0,0.0,0.0,1.6057515144348145,0.8028757572174072,0.0,12.772302377441001,BRQ 24h
159,0.0,0.0,0.0,0.0,0.0,0.0,4.93164432376899,BRQ 0h
160,0.0,0.0,0.0,0.8029744029045105,0.0,0.0,12.043233934521698,BRQ 0h
161,0.0,0.8987480401992798,0.0,0.0,0.0,0.0,3.45209223612096,BRQ 0h
162,0.0,0.0,1.3203314542770386,1.3203314542770386,0.0,0.0,15.5210065516861,BRQ 48h
163,0.0,0.0,0.0,0.0,0.0,0.0,2.37513150340756,BRQ 0h
164,0.0,0.0,0.0,0.0,0.0,0.0,6.621837140180641,BRQ 0h
165,0.0,0.0,1.1960819959640503,1.1960819959640503,0.0,0.0,11.8595802791608,BRQ 24h
166,0.0,0.0,0.8293766379356384,0.0,0.8293766379356384,0.0,11.325816526779802,BRQ 24h
167,0.0,0.0,0.0,1.0879267454147339,0.0,0.0,0.0,BRQ 0h
168,0.0,1.4032864570617676,0.0,0.0,0.0,0.0,8.85473572978127,BRQ 0h
169,0.0,0.0,0.0,0.0,0.0,0.0,10.1794030560286,BRQ 12h
170,0.0,0.0,1.3115839958190918,1.3115839958190918,0.0,0.0,14.8450126437972,BRQ 24h
171,0.0,0.6238541007041931,0.0,0.0,0.0,0.0,7.428290383810821,BRQ 0h
172,0.0,0.9752202033996582,0.0,0.9752202033996582,0.9752202033996582,0.0,12.7692430820396,BRQ 24h
173,0.0,0.0,0.0,1.0732709169387817,0.0,0.0,3.7089794484114105,BRQ 0h
174,0.0,0.0,0.0,0.0,0.0,0.0,3.4326262691374505,BRQ 0h
175,0.0,0.0,0.0,0.0,0.0,0.0,6.94771242187545,BRQ 0h
176,0.0,1.700195074081421,0.8500975370407104,0.8500975370407104,0.0,0.0,10.0607566904247,BRQ 24h
177,0.0,1.6391921043395996,0.0,0.0,0.0,0.0,10.912548882388801,BRQ 12h
178,0.0,0.918071985244751,0.0,0.0,0.0,0.0,5.25625869209907,BRQ 0h
179,0.0,0.8405815362930298,0.0,0.0,0.0,0.0,10.787434111043101,BRQ 12h
180,0.0,0.0,0.0,2.3875014781951904,0.0,0.0,13.997270156935699,BRQ 48h
181,0.0,1.921753168106079,0.0,0.0,0.0,0.0,4.54123486520291,BRQ 0h
182,0.0,1.4242424964904785,0.0,0.0,0.0,0.0,13.702013773991402,BRQ 0h
183,0.0,1.180307149887085,0.0,0.0,0.0,0.0,9.561017251590949,BRQ 24h
184,0.0,1.102429986000061,0.0,0.0,0.0,0.0,8.07099472940152,BRQ 12h
185,0.0,0.0,0.0,0.9877532124519348,0.0,0.0,13.0605812528387,BRQ 24h
186,0.0,0.0,0.0,0.0,0.0,0.0,4.679535000181441,BRQ 0h
187,0.0,0.0,0.0,0.0,0.0,0.0,13.4648483319258,BRQ 24h
188,0.9273244142532349,0.0,0.0,0.0,0.0,0.0,0.815880863156067,BRQ 0h
189,0.0,1.6514155864715576,0.0,1.6514155864715576,0.0,0.0,12.8485508375025,BRQ 24h
190,0.0,0.0,0.0,0.8289557099342346,0.0,0.0,15.218998001359198,BRQ 0h
191,0.0,1.230088472366333,0.0,0.0,0.0,0.0,8.94275660042028,BRQ 0h
192,0.0,0.0,0.9273244142532349,3.7092976570129395,0.0,0.0,11.5500012803517,BRQ 24h
193,0.0,1.1781785488128662,0.0,0.0,0.0,0.0,9.858620969928609,BRQ 24h
194,0.0,0.0,0.0,0.8732789754867554,0.0,0.0,11.9055976156549,BRQ 24h
195,0.0,0.0,0.0,0.0,0.0,0.0,5.4815103268654095,BRQ 12h
196,0.0,1.3911839723587036,0.0,0.0,0.0,0.0,11.1807960234232,BRQ 0h
197,0.0,0.0,0.0,0.0,0.0,0.0,10.650084160282,BRQ 12h
198,0.0,0.0,0.7223573327064514,0.0,0.0,0.0,14.036181780174001,BRQ 0h
199,0.0,1.017918348312378,0.0,0.0,0.0,0.0,12.728523479773099,BRQ 24h
200,0.0,0.586972177028656,0.0,0.0,0.0,0.0,6.72264300338701,BRQ 0h
201,0.0,0.0,0.8724626302719116,0.0,0.8724626302719116,0.0,8.74307567677865,BRQ 12h
202,0.0,0.0,0.0,0.0,0.0,0.0,10.4380572318666,BRQ 12h
203,0.0,0.0,0.0,0.0,0.0,0.0,10.698807660599499,BRQ 24h
204,0.0,0.0,0.0,0.9038461446762085,0.0,0.0,6.511342327267081,BRQ 12h
205,0.0,0.0,0.0,2.6163394451141357,0.0,0.0,10.178527841883499,BRQ 24h
206,0.0,0.0,0.7396965622901917,1.4793931245803833,0.0,0.7396965622901917,15.314033687129998,BRQ 0h
207,1.1101105213165283,0.0,0.0,0.0,0.0,0.0,5.00234217264092,BRQ 0h
208,0.0,0.8346748352050781,0.0,1.6693496704101562,0.0,0.0,12.651727583733198,BRQ 24h
209,0.0,0.0,0.5569954514503479,0.5569954514503479,0.0,0.0,10.0974923319549,BRQ 12h
210,0.0,0.873979926109314,0.0,0.873979926109314,0.0,0.0,9.68962664359985,BRQ 12h
211,0.0,0.9057257175445557,1.8114514350891113,0.0,0.0,0.0,10.010912028133099,BRQ 12h
212,0.0,0.8763246536254883,0.0,0.0,0.0,0.0,0.0,BRQ 24h
213,0.0,3.035780668258667,0.0,0.0,0.0,0.0,3.4237722914431696,BRQ 0h
214,0.0,0.0,1.015702724456787,2.031405448913574,1.015702724456787,1.015702724456787,13.172314161459598,BRQ 24h
215,0.0,1.7757542133331299,0.0,0.0,0.0,0.0,5.20211735854151,BRQ 12h
216,0.0,0.7339624762535095,0.0,0.0,0.0,0.0,4.06963464119259,BRQ 0h
217,0.0,0.0,0.0,0.0,0.0,0.0,4.88593799872936,BRQ 0h
218,0.0,0.0,1.0251059532165527,1.0251059532165527,0.0,0.0,12.069706296842401,BRQ 24h
219,0.0,1.832281470298767,0.9161407351493835,0.0,0.0,0.0,7.282689591227781,BRQ 24h
220,0.0,0.805747389793396,0.0,0.805747389793396,0.0,0.0,6.79807551635419,BRQ 0h
221,0.0,0.0,0.707264244556427,0.0,0.0,0.0,14.9162774269554,BRQ 0h
222,0.0,0.7115007638931274,0.0,0.0,0.0,0.0,7.120618833105559,BRQ 0h
223,0.0,0.0,0.0,1.4442356824874878,0.0,0.0,4.18680803442917,BRQ 12h
224,0.0,0.0,0.0,0.0,0.0,0.0,6.4162151297693,BRQ 12h
225,0.0,0.0,0.0,1.6872416734695435,0.0,0.0,5.50015485071348,BRQ 0h
226,0.0,0.6876842379570007,0.0,0.0,0.6876842379570007,0.0,14.637145938394498,BRQ 0h
227,0.0,0.0,0.0,0.0,0.0,0.0,6.003917550260541,BRQ 12h
228,0.0,0.9498401284217834,0.0,0.9498401284217834,0.0,0.0,7.89819317158492,BRQ 0h
229,0.0,0.7229969501495361,0.0,0.7229969501495361,0.0,0.0,14.9126506766417,BRQ 0h
230,0.0,0.0,0.0,0.0,0.0,0.0,3.95671291393771,BRQ 12h
231,0.0,0.0,0.0,0.0,0.0,0.0,0.862586515018491,BRQ 0h
232,0.0,0.0,0.0,0.0,1.0241416692733765,0.0,0.142173433708387,BRQ 0h
233,0.0,0.0,0.0,0.0,0.0,0.0,14.7369997209183,BRQ 0h
234,0.0,1.1764812469482422,0.0,1.1764812469482422,0.0,0.0,9.20517145186984,BRQ 12h
235,0.0,0.0,0.0,0.0,0.0,1.0890148878097534,0.0,BRQ 48h
236,0.0,0.0,0.6239137053489685,0.6239137053489685,0.0,0.0,11.3477245389713,BRQ 0h
237,0.0,0.0,0.0,0.0,0.0,0.0,4.02580504846102,BRQ 0h
238,0.0,0.8111497163772583,0.0,0.0,0.0,0.0,13.5573765226406,BRQ 0h
239,0.0,0.0,0.0,0.0,0.0,0.0,9.97865641682628,BRQ 24h
240,0.0,0.0,0.0,0.0,0.0,0.0,14.312166666708,BRQ 0h
241,0.0,0.0,0.0,0.0,0.7795012593269348,0.0,12.450995955260101,BRQ 0h
242,0.0,0.0,0.9558156728744507,0.0,0.0,0.0,9.047962933999491,BRQ 12h
243,0.0,0.0,0.0,0.0,0.0,1.1534252166748047,2.375719651184,BRQ 24h
244,0.0,0.8463531136512756,0.0,0.0,0.0,0.0,0.0,BRQ 12h
245,0.0,0.6174858212471008,0.0,1.2349716424942017,0.0,0.0,6.41578702243798,BRQ 0h
246,0.0,0.0,0.0,1.9385757446289062,0.0,0.0,0.0,BRQ 0h
247,0.0,0.0,0.0,0.0,0.0,0.0,6.335230841959571,BRQ 12h
248,0.0,0.0,0.0,5.747844696044922,0.0,0.0,14.4058252691027,BRQ 48h
249,0.0,0.0,1.2912342548370361,1.9368513822555542,0.0,0.0,14.4867724451369,BRQ 48h
250,0.0,0.5652362108230591,0.0,0.0,0.0,0.0,8.9178674969726,BRQ 0h
251,0.0,0.0,0.0,0.0,0.0,0.0,11.6453166388371,BRQ 12h
252,0.0,0.0,0.0,0.0,0.9943683743476868,0.9943683743476868,12.803393850818999,BRQ 24h
253,0.0,0.0,0.0,0.7766286134719849,0.0,0.0,8.08036380128282,BRQ 0h
254,0.0,0.7684978246688843,0.0,0.0,0.0,0.0,11.7113947331866,BRQ 0h
255,0.0,0.0,0.0,0.777182936668396,0.0,0.0,8.005599660141769,BRQ 0h
256,0.0,0.6925686001777649,0.0,0.0,0.6925686001777649,0.0,14.925515313739801,BRQ 0h
257,0.0,0.0,0.0,2.491609573364258,0.0,0.0,12.4900506134924,BRQ 24h
258,0.0,0.0,0.0,0.0,1.1244405508041382,0.0,14.1153807124413,BRQ 24h
259,0.0,0.0,0.0,0.0,0.0,0.0,8.14178603728282,BRQ 0h
260,0.0,0.8505403399467468,0.0,0.0,0.0,0.0,4.315396431042419,BRQ 0h
261,0.0,0.0,0.0,0.0,0.0,0.0,14.132970560146301,BRQ 0h
262,0.0,0.0,0.0,0.0,1.2928953170776367,0.0,9.193707234715891,BRQ 12h
263,0.0,0.0,0.0,0.0,0.0,0.0,11.304512994885199,BRQ 12h
264,0.0,0.0,0.0,0.0,0.0,0.0,11.3343503577931,BRQ 24h
265,0.0,1.2685437202453613,0.6342718601226807,2.5370874404907227,0.0,0.0,10.3702571625398,BRQ 24h
266,0.0,0.0,0.0,0.0,0.0,0.0,4.50651992949863,BRQ 0h
267,0.0,0.0,0.0,0.0,0.0,0.0,4.76896776512337,BRQ 24h
268,0.0,0.0,0.0,0.0,0.0,0.0,14.3723307301486,BRQ 0h
269,0.0,0.0,0.6762239933013916,0.6762239933013916,0.0,0.0,14.3777446113696,BRQ 48h
270,0.0,0.0,0.0,3.333163261413574,1.1110544204711914,0.0,13.269176678250101,BRQ 48h
271,0.0,0.0,0.0,3.5989534854888916,0.8997383713722229,0.8997383713722229,14.343797967297302,BRQ 24h
272,0.0,0.0,0.0,0.0,0.0,0.0,1.9212951722274398,BRQ 0h
273,0.0,0.0,0.0,0.0,0.0,0.0,12.415185584971399,BRQ 24h
274,0.0,0.0,0.0,3.1252388954162598,0.0,0.0,13.550639611860001,BRQ 24h
275,0.0,1.4064584970474243,0.0,2.1096878051757812,0.0,0.0,11.112516592657098,BRQ 24h
276,0.0,0.0,0.0,0.0,0.9121753573417664,0.0,13.5540244930537,BRQ 24h
277,0.0,0.0,1.087564468383789,3.262693405151367,0.0,0.0,12.9579315775901,BRQ 48h
278,0.0,0.0,0.0,0.0,0.0,0.0,11.3879644056247,BRQ 12h
279,0.0,0.5444620251655579,0.0,0.0,0.5444620251655579,0.0,14.437885878858301,BRQ 0h
280,0.0,0.5371649265289307,0.0,0.5371649265289307,0.0,0.0,10.3850869212479,BRQ 0h
281,0.0,0.6526473164558411,0.0,1.3052946329116821,0.0,0.0,9.08243063044578,BRQ 0h
282,0.0,0.6428220272064209,0.0,0.0,0.0,0.0,14.0833998946774,BRQ 0h
283,0.0,0.6067613959312439,0.0,0.0,0.0,0.0,7.07860491339067,BRQ 0h
284,0.0,0.8440567851066589,0.0,0.0,0.0,0.0,5.83543804220448,BRQ 12h
285,0.0,0.0,0.0,0.0,0.0,0.0,12.3912802572003,BRQ 48h
286,0.0,0.5029640793800354,0.0,0.5029640793800354,0.0,0.0,11.051936895748801,BRQ 12h
287,0.0,1.1945511102676392,0.0,0.0,0.0,0.0,11.8994044718295,BRQ 0h
288,0.0,0.0,0.0,0.8606244325637817,0.0,0.0,7.07147165445892,BRQ 0h
289,0.0,0.0,0.0,0.0,0.0,0.0,4.61608707612277,BRQ 0h
290,0.0,0.0,1.4172903299331665,0.7086451649665833,0.0,0.0,15.7051918830765,BRQ 48h
291,0.0,0.0,0.0,1.5814573764801025,0.0,0.0,11.7193534816657,BRQ 0h
292,0.0,0.0,0.0,0.0,0.0,0.0,13.9564996797278,BRQ 0h
293,0.0,0.0,0.0,0.0,0.0,0.0,15.73974498774,BRQ 0h
294,0.0,0.0,0.0,1.7412047386169434,0.0,0.0,14.8773066005036,BRQ 24h
295,0.0,0.0,0.0,1.7731035947799683,0.0,0.0,0.0,BRQ 48h
