,0,1,bc,gran_score
0,-2.439945,-4.860464,E2 w/d 48h,3.0414032968482787
1,4.442012,-1.1431391,E2 w/d 12h,3.5752074282441932
2,-0.6651458,0.9074066,E2 w/d 12h,4.031369673916046
3,-4.356436,-3.4612014,E2 w/d 0h,-4.339200758849671
4,-0.8959265,-2.752589,E2 w/d 0h,-6.166079593704109
5,-6.5427732,-2.6815586,E2 w/d 12h,0.704475272541583
6,5.4163733,-0.19333114,E2 w/d 48h,1.9325992439039852
7,-6.2078915,1.9669992,E2 w/d 0h,7.878430847406578
8,-6.9617157,2.5814774,E2 w/d 0h,-6.467909433407146
9,-6.098083,1.790811,E2 w/d 0h,0.07564664181448039
10,-3.7907367,-4.002338,E2 w/d 0h,0.2159911665453697
11,3.875635,-1.3968548,E2 w/d 24h,3.1663582200452174
12,0.48963377,-0.19192372,E2 w/d 24h,3.95532055135324
13,-6.9927683,1.1442959,E2 w/d 12h,-3.4986023517105873
14,-5.2333584,0.9950262,E2 w/d 12h,-0.02777079178013897
15,0.4439071,-1.9401019,E2 w/d 24h,5.139943711464506
16,0.17249368,-3.6439307,E2 w/d 0h,0.18572271455114603
17,-6.7044845,-0.81363815,E2 w/d 48h,-0.4458227166242333
18,-6.874243,1.2326152,E2 w/d 24h,0.7808403929126069
19,-0.72006756,-1.4158123,E2 w/d 0h,-3.435682755877579
20,-4.754247,2.218557,E2 w/d 0h,-3.2267701376939595
21,-5.3265266,-2.1511981,E2 w/d 48h,7.709625231837319
22,-7.1934876,1.0342607,E2 w/d 0h,-5.56525235045906
23,-6.171108,1.3142204,E2 w/d 0h,-5.246176726240358
24,-1.318188,-3.6491063,E2 w/d 0h,-4.485392061815241
25,-5.4343934,0.61386746,E2 w/d 0h,-5.218425630973237
26,-1.6279346,-0.04386253,E2 w/d 0h,-3.924864964644613
27,5.718473,-0.62800795,E2 w/d 48h,9.735772306145622
28,0.11439069,-1.4362075,E2 w/d 0h,1.8622327469545354
29,-2.966331,0.94788337,E2 w/d 24h,2.1210626580009584
30,0.062000364,-2.2967443,E2 w/d 24h,1.0723436499448715
31,3.056938,-0.6162558,E2 w/d 12h,3.0547596601821514
32,0.044568308,-4.259549,E2 w/d 12h,-1.0789391435240092
33,0.22382955,-1.9682336,E2 w/d 24h,-3.227772218507622
34,0.9430806,-1.6789414,E2 w/d 24h,-1.136366618067689
35,5.3242574,-0.20736799,E2 w/d 48h,12.985950175256747
36,-4.033508,-3.881211,E2 w/d 0h,-1.388522717003697
37,-0.59330875,-0.70204186,E2 w/d 0h,-5.830308950551367
38,-2.5813267,0.4538278,E2 w/d 0h,-4.754159547277379
39,3.957627,-0.1391068,E2 w/d 48h,5.80680739145694
40,-7.39285,-0.5422284,E2 w/d 0h,-2.018326843011127
41,-1.4812357,-0.20699488,E2 w/d 0h,0.24583834373358443
42,-3.4917896,-3.7789927,E2 w/d 0h,-3.188431178756068
43,-6.5591097,-0.24594395,E2 w/d 0h,6.059062070994309
44,-4.5257936,-4.132332,E2 w/d 0h,-3.0006848662555456
45,-6.111788,0.055358406,E2 w/d 24h,2.247182565027144
46,-6.1611586,0.10180237,E2 w/d 0h,-4.113525897568721
47,-2.9274294,0.7439473,E2 w/d 0h,-3.0053782077169053
48,-1.6371944,-1.944023,E2 w/d 0h,-4.473338464261398
49,-0.93212444,-2.9166918,E2 w/d 0h,-5.9812496528479695
50,-6.6770844,-1.4876975,E2 w/d 12h,-0.8020214296368073
51,-5.1492944,-3.634839,E2 w/d 0h,-1.5021606270255006
52,-6.358835,-0.5363692,E2 w/d 0h,-5.024567093307758
53,-0.83330786,-4.2844415,E2 w/d 24h,-0.12074056952825946
54,-1.6567929,-0.013533818,E2 w/d 0h,-2.2180381870149026
55,1.8151516,-2.6995287,E2 w/d 24h,2.8084867390344077
56,-3.0605524,-3.2470942,E2 w/d 0h,-5.2029494030488
57,-2.272938,2.34749,E2 w/d 48h,2.8987528265971725
58,5.233575,-1.4847337,E2 w/d 48h,7.459507987881083
59,4.6380873,-1.046432,E2 w/d 24h,7.417491270716726
60,-6.6308923,2.2060852,E2 w/d 0h,-0.8168128316404393
61,-4.7482753,2.440799,E2 w/d 24h,3.8775511838386936
62,-0.95457464,-4.108495,E2 w/d 24h,3.8013367264775018
63,-5.6486917,-4.088588,E2 w/d 12h,-3.49890740794234
64,-2.4264765,-5.116396,E2 w/d 48h,5.062968094421413
65,3.8612473,-0.12069081,E2 w/d 48h,7.103895779820023
66,-3.1283193,-4.7129564,E2 w/d 0h,-5.596320963764687
67,-5.870505,-3.0873027,E2 w/d 12h,-1.4287956815608818
68,-5.70158,0.9487981,E2 w/d 12h,2.3718604256862466
69,5.024224,-0.103226654,E2 w/d 48h,5.224282876628954
70,-2.824283,-4.510071,E2 w/d 0h,-4.079422968674349
71,-4.1684623,-2.9127128,E2 w/d 0h,-3.069671932497753
72,-4.6933646,2.7625053,E2 w/d 48h,7.393287101447496
73,4.6146116,-0.42312288,E2 w/d 48h,6.591808056703314
74,-2.4985933,-5.0773973,E2 w/d 0h,-3.0606836957719143
75,1.6886966,-0.7940766,E2 w/d 24h,-0.19995519037633935
76,-4.055787,-4.495307,E2 w/d 48h,7.6491017599495255
77,-6.200866,0.8695114,E2 w/d 48h,3.3290054864263547
78,-1.4895673,1.2195672,E2 w/d 0h,2.7950867520333547
79,-6.277312,2.4394395,E2 w/d 0h,-1.8380370535085695
80,-0.79035884,0.43381998,E2 w/d 0h,-3.7009084749379575
81,-1.7543678,-1.6736383,E2 w/d 0h,-1.4787339222551457
82,-1.4248742,1.9206243,E2 w/d 48h,5.252807803298156
83,-3.2075074,-3.359466,E2 w/d 0h,-4.10435778640581
