,X0,X1,lambda
1,0.274316312933956,-5.2062231722253,14.1117637848046
2,-4.50625992018569,-0.890033424666272,7.26803083010385
3,-2.38369658598594,1.41185700935921,3.62941832438485
4,0.598582603628561,-5.3154908994624,14.453945167441
5,-1.68155439065994,-4.45241559930734,12.0141996945574
6,-3.20474082453207,1.34865761962886,4.4591042304753
7,1.346268593188,-5.56643044078095,15.2426181069083
8,1.21835766455433,-5.52351660780121,15.107700344083
9,-4.51441355066539,-0.499589922044924,6.87718996624158
10,-4.50942819548808,-0.422204299856888,6.79964115989458
11,-4.50185566757395,-0.93548788112762,7.31369861783946
12,-2.2901353404383,1.39807838425669,3.5348416318126
13,-1.47572155996603,-4.54927236468011,12.2416898387781
14,-3.44715047867975,-3.14913095495922,9.80531640269551
15,0.459654133840226,-0.348298872922117,0.232367151971619
16,-1.08298642321914,0.903684395302154,2.2218647723509
17,1.45805008286766,-5.6039299526682,15.3605219441122
18,-3.08115779161405,-3.51986581535311,10.3264994952169
19,-0.117328599243595,-5.07266631024283,13.6979719638969
20,0.956572610035981,-5.43568331587586,14.8315733770071
21,-3.30480557486157,1.31469957376031,4.56478968886297
22,-0.369278418873708,-4.98479864454334,13.4311391093547
23,-2.74654075031364,1.42701048189912,3.993027058168
24,0.0571831735588318,0.0161282258041483,0.775318590332311
25,-1.27964929544504,1.02097586612468,2.45087105418485
26,-4.44811601726579,-1.27119268650469,7.65384246668827
27,-3.34082900684363,-3.26482694316016,9.96245260494758
28,-4.35425598560971,-1.617136771325,8.01245648048114
29,0.429830007343648,-5.25871149716872,14.2758964646232
30,-4.48633567782181,-0.22672099958687,6.60274916059015
31,-0.858056908395456,0.754389894147963,1.95187157624519
32,0.630764132772909,-0.505511633905684,0
33,-1.64687955347296,-4.4692345649072,12.0527383111179
34,-3.58549325820722,-2.98707698694402,9.59222727123123
35,-2.61794485172518,-3.89680755430165,10.9240291937484
36,-4.00973586761998,-2.37755592042027,8.84882626327538
37,-3.08572038373297,-3.51568859461448,10.3203135090306
38,-1.02233798082719,0.864972203094121,2.14991354753682
39,0.0623235479849409,0.0115583085728325,0.768440538810138
40,-4.31579917486712,0.350113223397415,5.99941061771322
41,-1.64857980017259,-4.46841479683134,12.0508507575325
42,-0.782153152269478,-4.8344739387003,12.9917415611566
43,-2.24304763034941,-4.14596531468973,11.3742854485838
44,-3.35082600247703,-3.25425041253068,9.94789915017059
45,-4.51356946112929,-0.483589019318817,6.86116679596609
46,-2.36481782196123,-4.0695922467371,11.2305433080091
47,-0.711802854088672,-4.86082719150347,13.0668659090617
48,0.630764132772909,-0.505511633905684,0
49,0.176426083246283,-5.17306167898941,14.0084091401336
50,-1.4992281666155,1.13613839345172,2.6988555423972
51,-2.57631069558162,1.42770607017442,3.82274615678807
52,-4.43231627301898,-1.34095178188215,7.72536979706682
53,-4.51259231502628,-0.805102245593297,7.18286095794396
54,-4.4162799975911,-1.4055332198094,7.79191347552126
55,0.439443783304126,-5.26195012469919,14.2860410886438
56,-4.47659599704825,-0.16954939611747,6.54475257241453
57,-1.77336865752239,-4.40681885436448,11.911685855063
58,0.109916064978567,-0.030863859770699,0.704685608811753
59,-3.93767450628061,0.904101677940081,5.32517505255004
60,-3.76987942659635,1.05380222202134,5.1001577252793
61,-4.15520046669541,-2.10566518147346,8.54040038782218
62,-1.5550747321689,-4.51276017135687,12.1543392036365
63,1.11019815377663,-5.48722801574521,14.9936155436708
64,-1.36468979797766,-4.59876719731021,12.3632546846921
65,-4.33424823019512,-1.67649824192559,8.07509985632807
66,-3.88894062048346,-2.57322309407775,9.07880157105264
67,1.47761793181719,-5.61049405842003,15.3811614256181
68,-4.28668782486162,0.411490824847261,5.93147606658612
69,-2.08320749820057,-4.24038639605081,11.5599374668863
