,Ung,Pcna,Rrm2,Aurka,Spi1,Gsn,Clec4d,Fcgr3,bc
0,0.0,1.1733165979385376,2.346633195877075,1.1733165979385376,19.946382522583008,4.69326639175415,1.1733165979385376,3.5199499130249023,BRQ 48h
1,0.5902220606803894,0.5902220606803894,11.214219093322754,0.0,1.1804441213607788,0.0,2.951110363006592,1.1804441213607788,BRQ 0h
2,2.8849692344665527,0.7212423086166382,2.163726806640625,0.0,1.4424846172332764,0.0,0.7212423086166382,0.0,BRQ 0h
3,0.0,0.0,3.1325764656066895,2.0883843898773193,9.397729873657227,4.176768779754639,1.0441921949386597,2.0883843898773193,BRQ 0h
4,0.0,0.0,2.166428804397583,2.166428804397583,10.832143783569336,6.499286651611328,1.0832144021987915,21.664287567138672,BRQ 24h
5,5.147276878356934,0.0,9.007734298706055,0.0,0.0,0.0,7.7209153175354,0.0,BRQ 12h
6,0.0,0.7492750883102417,1.4985501766204834,2.2478251457214355,2.997100353240967,0.0,0.0,0.0,BRQ 0h
7,0.0,0.5819358229637146,0.5819358229637146,2.3277432918548584,3.491614818572998,0.5819358229637146,1.745807409286499,2.9096791744232178,BRQ 0h
8,0.0,10.436089515686035,2.609022378921509,0.0,10.436089515686035,0.0,2.609022378921509,0.0,BRQ 0h
9,0.0,0.0,0.0,0.0,19.119037628173828,1.4706951379776,4.41208553314209,8.82417106628418,BRQ 48h
10,4.10304069519043,3.0772805213928223,9.231842041015625,0.0,2.051520347595215,0.0,3.0772805213928223,0.0,BRQ 12h
11,0.9128833413124084,0.9128833413124084,10.95460033416748,0.9128833413124084,1.825766682624817,0.0,7.303066730499268,2.73865008354187,BRQ 12h
12,2.2869787216186523,1.1434893608093262,4.573957443237305,0.0,9.14791488647461,0.0,2.2869787216186523,0.0,BRQ 0h
13,0.0,1.686454176902771,2.5296812057495117,0.8432270884513855,8.432271003723145,2.5296812057495117,4.216135501861572,5.902589797973633,BRQ 24h
14,0.0,0.0,0.914326548576355,0.0,2.7429795265197754,0.914326548576355,1.82865309715271,3.65730619430542,BRQ 12h
15,2.108873128890991,0.0,0.0,3.1633095741271973,13.707674980163574,0.0,1.0544365644454956,6.3266191482543945,BRQ 48h
16,0.871108889579773,0.0,1.742217779159546,0.871108889579773,2.6133265495300293,0.871108889579773,0.871108889579773,0.0,BRQ 0h
17,0.0,0.0,0.0,2.602536916732788,1.5615222454071045,0.0,1.0410147905349731,2.602536916732788,BRQ 0h
18,0.0,0.8713589310646057,6.970871448516846,0.0,3.485435724258423,0.0,5.228153705596924,0.8713589310646057,BRQ 24h
19,0.0,1.5432674884796143,3.0865349769592285,2.057689905166626,0.5144224762916565,1.028844952583313,1.5432674884796143,0.5144224762916565,BRQ 0h
20,0.0,0.6581228971481323,2.6324915885925293,1.3162457942962646,1.974368691444397,0.0,0.6581228971481323,0.6581228971481323,BRQ 0h
21,2.912644624710083,0.7281611561775208,7.281611442565918,0.0,2.184483528137207,0.0,0.0,2.184483528137207,BRQ 0h
22,0.0,0.5441551804542542,3.2649312019348145,0.5441551804542542,1.0883103609085083,0.0,0.5441551804542542,2.1766207218170166,BRQ 0h
23,1.9929440021514893,0.0,4.982359886169434,0.0,1.9929440021514893,0.0,3.9858880043029785,0.0,BRQ 12h
24,1.0205024480819702,0.0,2.0410048961639404,3.061507225036621,3.061507225036621,0.0,0.0,4.082009792327881,BRQ 0h
25,4.784132957458496,0.9568266272544861,0.9568266272544861,0.0,2.8704798221588135,0.0,1.9136532545089722,0.0,BRQ 0h
26,2.653291702270508,1.7688610553741455,11.497596740722656,0.8844305276870728,0.0,0.8844305276870728,10.613166809082031,0.0,BRQ 12h
27,0.0,1.0703270435333252,9.632943153381348,1.0703270435333252,7.4922895431518555,1.0703270435333252,17.125232696533203,1.0703270435333252,BRQ 24h
28,0.0,0.9165346622467041,4.582673072814941,0.0,2.7496039867401123,0.9165346622467041,6.415742874145508,4.582673072814941,BRQ 12h
29,0.0,0.0,1.1361085176467896,6.816651344299316,10.224976539611816,3.408325672149658,0.0,4.544434070587158,BRQ 48h
30,0.0,0.0,0.0,0.0,5.994570732116699,7.99276065826416,3.99638032913208,13.98733139038086,BRQ 48h
31,0.6663557291030884,3.3317785263061523,4.664490222930908,1.3327114582061768,1.9990671873092651,0.0,1.3327114582061768,2.6654229164123535,BRQ 0h
32,0.0,1.866451621055603,1.866451621055603,0.0,2.7996773719787598,0.0,0.9332258105278015,0.0,BRQ 0h
