"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Dio2",1.89703659850725,4.68237926963001,14.3610311090106,4.39338671090613e-15,3.05023206779114e-13,24.2086857495883
"Myl12b",1.0624413979483,7.64001753971321,14.3319126889503,4.63705062262671e-15,3.16856990702961e-13,24.0628556391118
"Ppapdc1b",1.42011910534974,5.14285478978724,14.3040414367562,4.88330355285933e-15,3.30207968889441e-13,24.1444700614766
"Plod3",1.32244697787877,7.11792063416122,13.7713231031572,1.33241419133876e-14,8.00867289173664e-13,23.0176252743824
"Calr",1.05008354334003,11.3602310287347,13.5111736734085,2.19809397170327e-14,1.24619449932854e-12,22.4209785830186
"Mboat1",1.14342126498962,5.10362778593628,13.3343020230767,3.10169105744782e-14,1.69912468349557e-12,22.2725516591177
"S100a11",1.60063710318898,6.78403628091505,13.2333380887887,3.78101523327559e-14,2.02846780056269e-12,22.0025560040395
"Fam49b",1.01958597440364,8.71263767066931,12.5581232711239,1.46247131199978e-13,6.98061214841662e-12,20.5209660481493
"Cnr2",1.93868593738873,4.13886941251086,12.3801744243227,2.10647582541673e-13,9.73251802184532e-12,20.5124009935913
"Tbc1d2b",1.14764905271545,6.27088304700579,12.3779713114744,2.11606083387941e-13,9.74213397384979e-12,20.2208978806938
"Dnmt3l",1.67584224230827,2.96209924535339,12.3242181462566,2.36433237524573e-13,1.06955147135245e-11,20.4540437986158
"Hiatl1",1.15655367934472,8.06768001157807,12.1471035079918,3.41565998944949e-13,1.45395126698435e-11,19.6672602125392
"Ddx26b",1.32041782105923,5.44775005779334,12.1114857842883,3.67953204944856e-13,1.55101833110359e-11,19.7020685913673
"Pgd",1.02752143878953,9.49091816143677,11.9765067853278,4.88478875695306e-13,2.00693710226334e-11,19.2860425125168
"Ncam1",1.02374434632787,5.11294822761874,11.9647397354894,5.00745206476817e-13,2.0508438535295e-11,19.4651853016402
"Med21",1.34118212550323,5.51752775990283,11.7703511181363,7.56086362852898e-13,3.00191720150434e-11,18.9620271637851
"Stambpl1",1.00438264887737,4.84262913816456,11.1056996140269,3.20088628376395e-12,1.12013764480074e-10,17.6291499829256
"Agps",1.11599074896119,7.47765171612714,10.8949169405059,5.11580914310185e-12,1.72068782655159e-10,16.9207214740995
"Mc5r",1.18638406609617,3.73935365639817,10.8084388399566,6.21096050519827e-12,2.0623248142964e-10,16.8198992382163
"Asb5",1.16988567811533,3.31919401266678,9.73317257575149,7.50215427249002e-11,2.04829479741253e-09,14.6412731012635
"Gm10480",1.46943594307737,3.05780334134791,9.73274964102749,7.50973059823125e-11,2.04829479741253e-09,14.6631606933656
"Cep85l",1.51255988465564,4.31236689280596,9.62205293312085,9.78835584025121e-11,2.5988184841305e-09,14.1859988215792
"Ldlrap1",1.04734962937254,6.44934534296303,9.49728858771766,1.32207653846321e-10,3.41242936359202e-09,13.6915212849947
"Pnkp",1.04264275587963,6.45583096740942,9.37343559818727,1.78536857588066e-10,4.5272344180974e-09,13.3917451257757
"Prtn3",1.34148306857381,8.84338593263931,9.12344077823654,3.29420602320772e-10,7.89089977846971e-09,12.6607034972218
"Suco",1.00011468745979,6.43574291224019,8.79604425366927,7.43936116067298e-10,1.67392072701936e-08,11.8611447216321
"Diap2",1.14891770421087,4.47864148132142,8.61428114280042,1.1764756978752e-09,2.55848977981805e-08,11.6388450817876
"Tenm4",1.47940406982523,3.67155968992688,8.15491228991463,3.81880525148623e-09,7.31261778466752e-08,10.6886416668157
"Hsd17b1",1.35789358065415,2.17312222080241,7.96418289874619,6.27588074307121e-09,1.14117310486405e-07,10.2545518839265
"Tldc1",1.62695843978226,2.15177784698892,7.92126988862686,7.02246519028788e-09,1.26628702174316e-07,10.3667905549807
"Cftr",8.25975708080614,-3.96351366147971,7.91644249514607,7.11192449121525e-09,1.28063960706585e-07,6.79071313565549
"Rnd2",1.09175085375159,3.17711962500573,7.64345230481789,1.46183939178143e-08,2.45256395209899e-07,9.47559014476644
"Gm1604A",1.29194825818097,2.21675910510162,7.48036607824883,2.25787180715432e-08,3.64601364083142e-07,9.1146116136153
"Tusc1",1.07861274290387,3.54966642461587,7.24453878504287,4.25685841932854e-08,6.4263712625747e-07,8.41103260377011
"Dnajc12",1.38766838807963,2.46470935985785,7.23088739625506,4.4168713009835e-08,6.61409920422938e-07,8.47646985868498
"Lcn2",1.50251180183784,5.8938888385965,7.15989193524928,5.35305947694457e-08,7.784680229989e-07,7.81959526874287
"Dsg2",7.64539916026882,-3.59930792418238,6.54528767006689,2.88992069643668e-07,3.61462816973386e-06,4.7984779435058
"Sim2",1.66242076891693,0.411678450767147,6.45029907277803,3.76235133481628e-07,4.57793883598123e-06,6.4693911301247
"Mir702",1.31663900052576,1.6259725811976,6.40242673359419,4.29862068104263e-07,5.17228844318596e-06,6.36125145871644
"Bambi-ps1",2.28737071405444,-0.0553797891406817,6.23903775645467,6.78337574330039e-07,7.75251472493565e-06,6.006200281199
"Polm",1.91498533081634,1.39471789139753,6.04081933029833,1.18290117263919e-06,1.27075482011165e-05,5.42136510053684
"Col5a1",5.87650203930414,-4.3678732432353,5.94772122670712,1.53732026728218e-06,1.60184823676762e-05,3.26315253218477
"Ggh",1.02230623297914,4.56521955836495,5.8284181456802,2.15246064608361e-06,2.16967364659188e-05,4.13453896253875
"Gm12854",1.52068289201701,2.20901045384804,5.78291892258438,2.44774699632513e-06,2.43518001940913e-05,4.47230395427863
"9430038I01Rik",1.02202103651505,2.32447184637652,5.54464266672271,4.80603451551956e-06,4.44654777118459e-05,3.78634188716788
"Ms4a2",1.99419780452216,0.0855141984609367,5.42169991095737,6.81235613402334e-06,6.13348264133322e-05,3.71255803519903
"Gng7",1.2308700718524,1.5993236215065,5.34490688571633,8.47241627583999e-06,7.4473514224259e-05,3.46491481662853
"Gm10872",3.36725184550618,-2.13675770051564,5.32767811653613,8.89736361215506e-06,7.77351761619173e-05,3.35025649732153
"Cd63-ps",1.04673792715685,2.75443567149888,5.15761054337613,1.44251001649831e-05,0.000118083906331636,2.47399934460233
"Esrrg",1.00172462780405,2.02200389586292,5.03850982815913,2.02336639465856e-05,0.000159789330303236,2.32024572163666
"Alcam",1.65513153689502,0.988583611998518,4.64515913910152,6.1709251385315e-05,0.000415545233783996,1.66559276462444
"Adamts7",1.27078171965532,0.612999423381225,4.63448254031871,6.35995277004332e-05,0.000427166408760851,1.60526370745294
"Naip3",1.78576293365336,0.193991039810281,4.21020496845355,0.000209442403024092,0.00121122081000525,0.626684843605157
"I830127L07Rik",2.84058066522939,-1.07708361420078,4.0585030173874,0.000319268370449409,0.00174162237543894,0.252166156998586
"Gm14519",2.91702242578145,-1.83525035601429,3.88006798001521,0.000522035449122412,0.00265475371561155,-0.1742721058772
"Mapk13",1.35512812495062,1.19080983743266,3.64418941074846,0.00099160059280974,0.00460277100337821,-0.985601152083548
"Prom1",3.64014469189902,-2.42710087215904,3.50472879438536,0.00144132173947966,0.00628786295150015,-1.06179799181927
"Spatc1",1.97084244219234,-2.45184817835949,3.24714149241828,0.00284042067074405,0.0110874472843893,-1.6170667690467
"Ptpru",1.22583511984202,-0.124340024379574,3.11763068064386,0.00396744976393341,0.0146416714852608,-2.23208464539263
"Gm4673",1.10896185502681,1.1737176559627,3.0987628788708,0.00416361610958187,0.0153003758705637,-2.14293937911771
"Gm5127",3.17500119659,-3.23100430470753,2.98210799818444,0.0055970208762016,0.0196204113004088,-2.1982668939438
"Gm7665",1.23104635973216,0.675253561152108,2.88234140890176,0.00718232643863395,0.0241200579805444,-2.81263751591533
"Rnf128",2.54101061143293,-1.58835642384953,2.87390223303632,0.0073342732645065,0.0245161868674274,-2.45436576265955
"Phf11c",1.21041243923306,0.264592213636608,2.6580575514458,0.0124154440986237,0.0378202043013683,-3.20692533733761
"Cyp2ab1",2.8632220855767,-3.40350244522516,2.57317733050172,0.0151937701543824,0.0443481829843406,-2.96041046433109
"Acta2",1.53859892244697,-1.46853974884397,2.55428457541618,0.0158857790753564,0.0459547838091249,-3.35331754074306
"Dbndd2",1.4537005763241,-0.751720566632373,2.55115875831131,0.0160030387474888,0.0462219025714454,-3.13569705282233
"Il1a",2.63268428553377,-3.98443137321708,2.54545731568164,0.0162189776250529,0.0466691016192514,-3.01106290465512
