"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Hspa9",-1.76737408363871,9.52466953085161,-18.2209738971421,6.61431578341982e-18,4.95214673091096e-16,30.7489417045244
"Wdr43",-1.69009015492912,7.19736662865528,-18.2187453838701,6.63693700360861e-18,4.95214673091096e-16,30.7945267761897
"Hspd1",-1.94936484087006,9.50038842127307,-18.1400170227279,7.48942281200828e-18,5.52472593001724e-16,30.6237022938457
"Lrpprc",-1.51807997518164,6.98745764685909,-18.0822265109795,8.18640386770118e-18,5.97101580979576e-16,30.5907530212618
"Srsf6",-1.58616666642544,8.34677360422134,-17.973382887649,9.68631235068979e-18,6.90996185476217e-16,30.3851829790771
"Sdad1",-1.6279227194883,6.96014661336256,-17.9608828312647,9.87582099171943e-18,6.90996185476217e-16,30.4026220434507
"Mogs",-1.57643038479759,7.12059174963741,-17.9558903801374,9.95257302331767e-18,6.90996185476217e-16,30.3850962969103
"Prdx6",-1.26572677895981,7.56464087729506,-17.9558802444984,9.95272946807769e-18,6.90996185476217e-16,30.3766749185946
"Gars",-1.27122942626293,7.56282078726038,-17.9253191946114,1.0436155177833e-17,7.20705333371306e-16,30.3215532474404
"Utp20",-1.9381863650219,6.54542333326436,-17.8863420504861,1.10880159023954e-17,7.49769325316662e-16,30.3184970624131
"Larp1",-1.30303620323387,8.31741970622053,-17.8661437685976,1.14421701045825e-17,7.69708261491164e-16,30.2090260473431
"Cdv3",-1.54230778478641,7.82939618122033,-17.826471946831,1.21720856105609e-17,8.10411217855959e-16,30.160020194193
"Hgh1",-2.30203677759233,4.46300941838766,-17.7729006277964,1.32345773186313e-17,8.69793090582916e-16,30.1999267109397
"Gm9531",-1.70287473925891,6.0762520682332,-17.6766918564851,1.53890270423588e-17,9.98978690454722e-16,30.0197290274292
"Ranbp1",-1.76566022613487,7.22978578258851,-17.6634982844679,1.57114647873135e-17,1.01483555887409e-15,29.9164226844677
"Bzw2",-1.74293451677728,7.18681139624365,-17.6520358565948,1.59972411253651e-17,1.02311419473209e-15,29.8912682114855
"Wars",-1.48681391441922,6.58414706106226,-17.6293760059414,1.65780454992183e-17,1.03977181022392e-15,29.883832900732
"Lrrc59",-1.2696082510123,8.17681517974547,-17.6131205745584,1.70080386433893e-17,1.0616123351304e-15,29.8110900106927
"Prpf31",-1.53047010306746,6.62615115875702,-17.5893684487762,1.76570916838017e-17,1.0892135100671e-15,29.8288997810773
"Hira",-1.27808891634424,5.92600462311602,-17.5887378247144,1.76746676933372e-17,1.0892135100671e-15,29.8533889269959
"Pno1",-2.26899013759613,5.78571372071995,-17.558479057023,1.85395312997903e-17,1.13537139087348e-15,29.8460321067546
"Pla2g12a",-1.79357279711864,4.9070197006599,-17.5012909425103,2.0295122893051e-17,1.23126906785271e-15,29.7632295275364
"Ipo5",-1.33655486695909,8.76125435676471,-17.495219673467,2.04912933078559e-17,1.2373881907716e-15,29.6094638509639
"Cct8",-1.5751457811017,8.86082235662068,-17.4884746089179,2.07115261335297e-17,1.24489696199822e-15,29.6007629257789
"Atic",-1.25533244783728,8.15389087924225,-17.4484716572283,2.20687203688155e-17,1.30830226734398e-15,29.5530851798032
"Hnrnpf",-1.05668961893909,8.93681637767935,-17.3584081882333,2.54699946818911e-17,1.48953577006753e-15,29.3894516735938
"Mthfd2",-2.20947031397823,6.07395303357926,-17.3540363902902,2.56482297740177e-17,1.49323303657432e-15,29.5205265743188
"Chchd4",-1.50857953359327,5.9289137582511,-17.2866743540498,2.85628553872664e-17,1.62645417321439e-15,29.359959259551
"Dhx15",-1.43254785025184,8.39821501341157,-17.2794175079015,2.88965676291109e-17,1.63484445129935e-15,29.2736489374411
"Smyd5",-1.9955905942694,5.46566338157357,-17.2701067687297,2.93306186710393e-17,1.63484445129935e-15,29.3919349010752
"Nop58",-2.00348813032265,7.4989599077731,-17.2699111383543,2.93398103021451e-17,1.63484445129935e-15,29.2847951352893
"D19Bwg1357e",-1.29489794911264,7.39474912388854,-17.266531404611,2.94990751114413e-17,1.63669441099078e-15,29.2696061642665
"Srrt",-1.61556766567442,7.59990155533089,-17.2521692741754,3.0185861477038e-17,1.65359932302272e-15,29.2570945850589
"Xpot",-1.26278974784065,7.82325276614747,-17.2470973903522,3.04323108733012e-17,1.66009534482382e-15,29.2267787859642
"Isy1",-1.2731882913593,5.65449869469913,-17.2435729301305,3.06047882745368e-17,1.6625186868967e-15,29.3170231911195
"Ltv1",-1.67173736829285,6.05136568075197,-17.215605689504,3.20096173355019e-17,1.72341988588239e-15,29.2852774015723
"Hnrnpdl",-1.38377654322727,7.53531054759725,-17.1738274468718,3.42330239975026e-17,1.82150553508023e-15,29.1148105719676
"Tbrg4",-1.3910662777559,6.54012301224143,-17.1438243703012,3.59274065818712e-17,1.90385926388749e-15,29.102006530367
"Gtf2h3",-1.98689555347331,4.58360621265241,-17.1052954251285,3.82307307103365e-17,2.01439839202721e-15,29.147249510771
"Kpnb1",-1.05561007524383,9.30838631233473,-17.0901465720636,3.91775159623219e-17,2.04273770979448e-15,28.9441694190758
"Wdr75",-2.07039266895731,5.92094389821552,-17.0779891971355,3.99547817117292e-17,2.07493172385352e-15,29.0623625179898
"Tfrc",-1.89948444151357,8.89694290341455,-17.0534187696317,4.15745057835011e-17,2.13714999902776e-15,28.9109455059975
"Qsox2",-2.04105973009866,4.7523557145522,-17.0523468614556,4.16466879576388e-17,2.13714999902776e-15,29.061434996476
"Eef1g",-1.37338428972811,10.2671813009006,-17.0373537394677,4.26699569567462e-17,2.18103957153321e-15,28.8461302270201
"Mat2a",-1.43765379284386,8.06711829787922,-16.9839062263677,4.65332248708896e-17,2.36917983725004e-15,28.795783147469
"Ppp1r14b",-1.66369013947634,7.10230569863104,-16.9471406227245,4.93982817957452e-17,2.50522614278969e-15,28.7458448680246
"Hnrnpu",-1.30972321537844,9.95296125019595,-16.9280449141363,5.09574236144295e-17,2.57424214313673e-15,28.6714252208767
"Eprs",-1.28982884214568,8.31046200061536,-16.8859520167295,5.45757693789755e-17,2.74634579010558e-15,28.6238892248855
"Cct6a",-1.53358893996533,9.12469063011482,-16.8473882916205,5.81229309950443e-17,2.91355217416471e-15,28.5467270672825
"Mars",-1.19829661029047,7.03678267890645,-16.8196272093193,6.08227333314688e-17,3.01397536962771e-15,28.5478825169936
"Ybx1",-1.17725958571833,9.85283018304255,-16.7937335936361,6.34573260498997e-17,3.13257210686634e-15,28.4480317449229
"Cirh1a",-1.40197197666033,6.32645973791117,-16.6092212806018,8.59765367445854e-17,4.13419769094427e-15,28.2322840047395
"Nop2",-1.47333339756831,6.70929079214508,-16.5887237121891,8.89417502728619e-17,4.24533361688444e-15,28.1747475164091
"Npm1",-1.68108578227128,10.5517839077546,-16.5234718373796,9.91017973671942e-17,4.66173418557348e-15,27.9871728205492
"Pfas",-1.69314722435516,6.50370765616398,-16.5058640598809,1.02043016677685e-16,4.76555570333231e-15,28.0483054793046
"Nol10",-1.64437194132556,5.47102283946668,-16.4875739794404,1.05193477464661e-16,4.89507855886628e-15,28.1030065095815
"Tcp1",-1.26013544326405,9.10312984222467,-16.4141519573795,1.18882761035546e-16,5.45390419266607e-15,27.8201496826851
"Rrp1b",-1.46556661481817,5.96718900138475,-16.3942032415617,1.22910027601507e-16,5.59909083631706e-15,27.9162883077878
"Hspbap1",-2.18578563909837,4.17412403361721,-16.3750375821297,1.26911549731625e-16,5.76116311246745e-15,27.9487129540528
"Ifrd1",-2.45145052075416,5.44197610729304,-16.3716954380047,1.27622958284258e-16,5.77327131499834e-15,27.9315855943758
"Yars",-1.41506685098642,6.42433967206143,-16.3413101915474,1.34282141432922e-16,6.05342028549871e-15,27.7751519410356
"Ssbp1",-1.54580269611347,5.70013819625289,-16.3310931848457,1.36600792875076e-16,6.13663700310419e-15,27.8151859123646
"Ddx27",-1.22635977470544,6.47140172001519,-16.3236396888179,1.38318260192429e-16,6.19236542095967e-15,27.7385942334348
"Elac2",-1.58170661898602,5.69789240019447,-16.3134844233601,1.4069412351154e-16,6.2758039655944e-15,27.7909548014385
"C1qbp",-1.7519857444533,7.67391818108681,-16.2858401674794,1.47376749478049e-16,6.50558205784915e-15,27.6337495432511
"Cndp2",-1.54026638688739,6.29482446183085,-16.2849409593927,1.47599527789701e-16,6.50558205784915e-15,27.7408235313109
"Eif3c",-1.02153063456689,9.02166149417368,-16.2840525432806,1.47819972815643e-16,6.50558205784915e-15,27.6002530739148
"Pdap1",-1.26349136373778,7.27029114871551,-16.2344457656931,1.60682695205793e-16,7.04778186438112e-15,27.5488285815401
"Tfdp1",-1.05314607255506,8.39636915252986,-16.1833758164017,1.75132431891482e-16,7.60449619815087e-15,27.4427460429109
"Ran",-1.3796625178488,9.72978139954325,-16.1649034781694,1.80682763722554e-16,7.76756397817854e-15,27.3838861519027
"Hspa4",-1.16973807018137,8.62464531800346,-16.1164057385876,1.96132947920214e-16,8.37629625936889e-15,27.3214097531602
"Ctps",-1.70644770570286,6.4575856303759,-16.1084637199024,1.98789812540454e-16,8.46192831545154e-15,27.3903445823855
"Dctd",-2.20317090653783,4.29430288515666,-16.0871049343998,2.06120348699905e-16,8.6885080752301e-15,27.4741869432842
"Tal1",-1.33060588848957,5.45332300491545,-16.0746686742255,2.10516195279103e-16,8.78820502671572e-15,27.3658667383714
"Fabp5",-2.33294322379999,5.64795876557836,-16.0594513523369,2.16026629533586e-16,8.95434848305982e-15,27.3724889634847
"Cnbp",-1.21608534587971,9.2957598002725,-16.0579856678588,2.16565156256704e-16,8.95434848305982e-15,27.2060834508035
"Elovl1",-1.26158871339415,6.82819866571145,-16.0419973835808,2.22530159328459e-16,9.14335904669688e-15,27.2657986140348
"Eif1ad",-1.23353154633604,6.97672404467939,-16.0419582141062,2.22544978722654e-16,9.14335904669688e-15,27.2351883366889
"Tcerg1",-1.41111599439626,7.00430697910687,-16.0139673768868,2.33399157497087e-16,9.52899767856818e-15,27.1927729940168
"Ftsj3",-1.26632657631727,6.92730387289411,-15.9986327728614,2.39575111688632e-16,9.68973107493305e-15,27.1661534739601
"Adsl",-1.46684763706693,6.41041846756463,-15.9727143272269,2.50398796178878e-16,1.00405165949008e-14,27.1424278231217
"Fam136a",-1.98555002258619,5.45097285254837,-15.9683050299908,2.52289648142543e-16,1.00783892364142e-14,27.2232618870558
"Tmem97",-1.46524226387754,6.44489746683261,-15.9628727301802,2.54639418482394e-16,1.01105590731809e-14,27.1288103752029
"Eif4g1",-1.11547712081221,9.42011580911169,-15.9628427370367,2.54652454512067e-16,1.01105590731809e-14,27.0420294294768
"Gnl3",-2.00032237459178,6.755622740694,-15.9556385404193,2.5780362210953e-16,1.01734481028815e-14,27.1037759874536
"Nop56",-1.49196950993685,7.76368548397939,-15.9359361845411,2.66628155359011e-16,1.04266064488736e-14,27.0229688831685
"Rbm14",-1.60824109553423,6.23164198493035,-15.8397918232697,3.14369849422154e-16,1.21834738956651e-14,26.9550357772775
"Gar1",-1.7226818484529,5.61559359879703,-15.833529564888,3.17769456341241e-16,1.22725104946906e-14,26.9448184989255
"Dkc1",-1.54618423984994,7.3753576968287,-15.8320872249629,3.18557809189767e-16,1.22725104946906e-14,26.8601465803217
"Rrs1",-1.33278102928753,6.42658932859696,-15.809879057325,3.30953656872428e-16,1.26005024257324e-14,26.8505287556563
"Atad3a",-1.50091428844377,6.1534632768421,-15.7627410200264,3.58936768733816e-16,1.35862276048721e-14,26.7958753583059
"Snhg5",-3.43742133889691,3.84084824635461,-15.757396569605,3.62259587743455e-16,1.36721401967246e-14,26.8511937229717
"Bop1",-1.88800083909772,6.60299798839965,-15.6647914548987,4.2514142782155e-16,1.58155047490177e-14,26.6220521506717
"Apex1",-1.42395822104046,6.12659417340019,-15.6207727412797,4.58869694198187e-16,1.70214435422145e-14,26.5349063838775
"Dhx29",-1.5430355605853,5.35098253151888,-15.6145307089935,4.63870730808659e-16,1.71579307637858e-14,26.6401406375472
"Mfng",-1.91044316399727,5.35673928129334,-15.6033504571414,4.72968865000381e-16,1.74447578815339e-14,26.5936244961762
"Mthfd1",-1.407306082625,6.88390185966263,-15.5779885588893,4.94294647838607e-16,1.80264814968782e-14,26.4305009557596
"Cct3",-1.27577988771663,8.58963108602759,-15.5757412955741,4.96231382533227e-16,1.80464202785123e-14,26.373093621565
"Xpo5",-1.08418412865045,7.39086188903033,-15.5709536062523,5.00383586490217e-16,1.81465924676047e-14,26.4116674833962
"Cct4",-1.18547254401752,8.31096693282467,-15.5509733802333,5.18101403139116e-16,1.86329931217594e-14,26.3366707509479
"Rrp15",-1.89237544490806,5.40881721690514,-15.5474966300313,5.21249806257961e-16,1.86429372855292e-14,26.4976592183418
"Srpk1",-1.24341141889983,6.53814519250157,-15.5333075364291,5.34304372122315e-16,1.90279456863359e-14,26.3595255307694
"1110004E09Rik",-2.03424498051614,3.46902124125344,-15.5326196821799,5.34945711739399e-16,1.90279456863359e-14,26.5244607169918
"Ddx18",-1.42175349435947,6.87885886078633,-15.4998089517374,5.66476196215658e-16,2.00396742655801e-14,26.2959567823331
"Prdx3",-1.33435114011622,6.94953188391214,-15.4951780893577,5.71077934364998e-16,2.01475674507086e-14,26.3022344231063
"Eif4a-ps4",-1.50956138042303,6.74232073215151,-15.4843552832474,5.81983274263412e-16,2.04766635494902e-14,26.3497222184693
"Ptma",-1.15387342341082,10.8184718289725,-15.4731919957671,5.93456351110114e-16,2.08239021796287e-14,26.1626799561187
"Nip7",-1.33644281394946,5.89221739735359,-15.4479469225555,6.20268231259394e-16,2.16476947484965e-14,26.2616203647799
"Eif3m",-1.15198849929235,7.60472183906021,-15.4427509982866,6.25939573776075e-16,2.17536571808423e-14,26.1719597351748
"Npm3",-1.57078885920405,7.29556827026438,-15.4340967806899,6.35504360377874e-16,2.20020082954292e-14,26.1571687694833
"Cct2",-1.03765092133077,8.99010316900089,-15.4045212930821,6.69342173513e-16,2.29143880050416e-14,26.0635626813605
"Gm20537",-1.37768130172989,4.41215640969586,-15.4033819210105,6.70682233837772e-16,2.29143880050416e-14,26.2920817294594
"Got1",-1.40216736154835,6.53455513798774,-15.3873712998702,6.89807605663972e-16,2.33832170870375e-14,26.1086433888266
"Ifrd2",-1.55786282453117,6.00641368060791,-15.3560053797082,7.2891902178775e-16,2.4644676197579e-14,26.0688937484154
"Mrto4",-1.68029033794548,6.31564179950413,-15.3512690317549,7.35020271536896e-16,2.47864108710741e-14,26.067890638403
"Tma16",-1.89949228242698,4.28822673403002,-15.335166856517,7.56158550064878e-16,2.5371608034884e-14,26.1839841519
"Tomm40",-1.70281267043139,6.61277186916061,-15.3307960831039,7.62003550084877e-16,2.54976600277112e-14,26.0007554821762
"Ahctf1",-1.44175315107237,6.88553972933634,-15.3229956790478,7.72550746365232e-16,2.57841294088941e-14,25.9782070880934
"2610318N02Rik",-2.36590828397126,3.32042824550159,-15.305793625058,7.9634441352604e-16,2.64423005647278e-14,26.0967616791818
"Uck2",-1.18874056643199,7.8662180680912,-15.2823706293888,8.299608511594e-16,2.73486845954378e-14,25.8632435684927
"Eno1",-1.544877742965,10.4336412654799,-15.2643947614661,8.56747588964422e-16,2.81598834114559e-14,25.7923199024515
"Chchd10",-1.7381808828921,4.68258174539278,-15.2595977359287,8.64045123696618e-16,2.83280248508919e-14,25.9767002590579
"Tsr1",-1.46679584433759,6.09615626600499,-15.2574069351557,8.67399148834792e-16,2.83663555398542e-14,25.921292045383
"Tatdn2",-1.27168682406217,5.93610638863297,-15.2450332509544,8.86595848840194e-16,2.88488067806823e-14,25.9189261176675
"Hnrnpab",-1.06352269573589,9.24128150355102,-15.2176560035077,9.30638356433218e-16,3.01308672857169e-14,25.7220897990899
"Gm28539",-1.22078265862557,5.30828201858984,-15.2051671321486,9.51471177866685e-16,3.05766096590177e-14,25.8736043377566
"Cluh",-1.55439014880753,7.46369076900637,-15.2034328309715,9.54401891748371e-16,3.05950611372077e-14,25.7388605446406
"Fam206a",-1.58644932389316,4.84826152229362,-15.1971695560876,9.65063461633239e-16,3.08606377398629e-14,25.9333628215553
"Wdr3",-1.17808614548347,6.51181300014249,-15.1843671936306,9.87238975006068e-16,3.14150088541759e-14,25.7697290868144
"Cd81",-1.2484276700647,6.49913941644045,-15.181192856917,9.92818044335323e-16,3.14384309014768e-14,25.7750220329474
"Ruvbl1",-1.24733711768919,6.61207606723218,-15.1532925878851,1.04327177041399e-15,3.28757218332155e-14,25.6715061590368
"Dut",-1.59030532061668,6.92633089718962,-15.1497150353285,1.04992942894166e-15,3.30054086584735e-14,25.6575938275657
"Sfxn1",-1.10388521959927,7.05780100312697,-15.1455551635033,1.05772574388316e-15,3.3170177132452e-14,25.6532866216232
"Ruvbl2",-1.45573879225417,7.17840285439812,-15.1427745023719,1.06297036956948e-15,3.32543236340255e-14,25.6304483864325
"Cmss1",-2.0245406498697,4.05479519019671,-15.1319248337621,1.0836911805181e-15,3.38210639342943e-14,25.8268402619909
"Mpp6",-1.51689010257637,6.02625707580875,-15.1277598483275,1.09175548323896e-15,3.39910346256388e-14,25.6946598817457
"Hspe1",-1.94676028103071,6.91668294208247,-15.0908735865787,1.16592647194853e-15,3.6213453074899e-14,25.5503132662367
"Usp7",-1.07295288341914,7.7827777500675,-15.086482909419,1.17509408325552e-15,3.64110894580104e-14,25.5236901104434
"Psph",-1.37783779585104,5.27018661728851,-15.0814486252767,1.18569684039342e-15,3.66521478067327e-14,25.6497711723602
"Exosc1",-1.3741917556867,5.87095906647045,-15.0619921282403,1.22760823631397e-15,3.7857571810129e-14,25.576150895951
"Emg1",-1.23385832210705,6.59731271665688,-15.0521072973219,1.24948208422429e-15,3.83953276105587e-14,25.4987942475897
"Eif2s3x",-1.11591043531677,8.98106462921032,-15.0445164577034,1.26655153361053e-15,3.87821664171357e-14,25.4157868299046
"Prmt5",-1.27845647289254,6.94487633489737,-15.0310183585435,1.29749955976972e-15,3.95432788368317e-14,25.441497059631
"Gemin5",-1.40138783354542,6.30259129842998,-15.0085587474718,1.35072933231343e-15,4.09731750500589e-14,25.4490555901
"Prep",-1.17958438581215,6.93333878281407,-14.9623297480196,1.46748029687178e-15,4.4000685206204e-14,25.3256469382654
"Vprbp",-1.35099027170314,5.96955081083998,-14.9471587739157,1.50801739644835e-15,4.51119581983615e-14,25.3568187451858
"Timm8a1",-1.84983084154445,5.1887507908348,-14.9227782947617,1.5755914953318e-15,4.70250675491789e-14,25.396546284815
"Ecsit",-1.77412437180563,4.70696904872716,-14.9160097812912,1.59489831069998e-15,4.74921210271052e-14,25.4194680639143
