"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Cnr2",4.0563530930873,4.13886941251086,27.1838591317919,6.98252838090465e-23,2.51119573322119e-21,42.3037702378688
"Mgll",4.89056445863006,2.53779577672031,27.1457878333177,7.27439690555298e-23,2.59460151167017e-21,42.1631740078697
"Snrk",3.2900214853714,5.33227865615267,27.0629923029513,7.95340289787893e-23,2.81359754286545e-21,42.1269450163433
"Gabarap",2.05356787740421,7.4189121002911,26.9871207528808,8.63304710494233e-23,3.02110109335488e-21,41.9466392086504
"Mxi1",2.68659441420231,5.79734768503333,26.8779017932429,9.71828643767558e-23,3.3467510031921e-21,41.8838061337969
"Arpc5",2.08390162669486,8.00564950048469,26.8408283319252,1.01178791037e-22,3.45685327377203e-21,41.7751486068232
"P2rx7",5.26484603257209,2.01312263902492,26.7349712088244,1.13548164515383e-22,3.7897064779003e-21,41.2857070873662
"S100a6",3.90369106613342,5.18444824740937,26.718855974706,1.15563775204335e-22,3.84708844481507e-21,41.7398268325
"Itpripl2",2.41326746814266,6.02077520881525,26.6128612666177,1.29774341915229e-22,4.24398055689023e-21,41.5757593641783
"Lasp1",2.03725459589681,7.29676543665165,26.5791961649207,1.34655666711121e-22,4.3705863022762e-21,41.4958482638144
"Ralb",2.02030433189971,6.04518560841998,26.5479184427932,1.39360598698342e-22,4.5120165907745e-21,41.5033009949811
"Pnkp",2.87946595612325,6.45583096740942,26.470441459829,1.51759569905442e-22,4.84101841789275e-21,41.4146208022733
"Rab3d",2.62579414253421,6.71042875677957,26.3820857754096,1.67298273518818e-22,5.27192593469617e-21,41.3017647227059
"Asah1",1.84510305913083,7.44156413667723,26.3660350618987,1.70292725785359e-22,5.34036342722541e-21,41.255492694042
"Stk38",2.14762612691841,6.24427763105531,26.3260703132413,1.7799125013496e-22,5.51517995346582e-21,41.242486327986
"Ppp1r18",2.3754351005691,6.08986963240281,26.239212051378,1.95986186450885e-22,5.95898983300196e-21,41.1516760491983
"Fmnl1",2.53679072915276,7.43931069466279,26.1719080139246,2.11214340486286e-22,6.34529772139562e-21,41.0341688373605
"Vwa5a",2.43886833993779,5.59261743057264,26.1599796418063,2.14038081571434e-22,6.35922331064292e-21,41.0823493997192
"Actb",1.9324328976302,11.5319836436984,26.0137908383837,2.51984276001114e-22,7.40161053240376e-21,40.8108725118375
"Tdrd7",3.10275970429516,4.78241710943652,26.0005422491128,2.5574980437472e-22,7.47837772566888e-21,40.9623417731034
"Sh2b2",3.02108124501393,5.0437417824246,25.943889478744,2.72518258030354e-22,7.87996557685542e-21,40.902877641705
"Atg7",2.5557534936005,5.71046080601803,25.9333155232866,2.75771536858153e-22,7.95631525117644e-21,40.8321555984324
"Sirt2",2.49945753771797,4.92977668730201,25.7708060729009,3.31131882728951e-22,9.34583746406516e-21,40.7116308347219
"Stx7",2.1237704726671,6.17296808715379,25.7639453379268,3.33707005212979e-22,9.39808687349265e-21,40.6103947818821
"Rab5b",2.14809981283623,6.43148829814643,25.7450852732874,3.40892960616054e-22,9.49826531250581e-21,40.5862241514153
"Bnip3l",2.07457241099993,7.43600387014383,25.7322421016403,3.458775853375e-22,9.61569312727357e-21,40.540446264131
"Myd88",2.8518602064761,5.11664252547002,25.7151254722258,3.52637920820635e-22,9.76182969299426e-21,40.6091938988181
"Slc22a15",3.23846363332564,3.54637611496308,25.6094353968481,3.97512589709792e-22,1.0928986780226e-20,40.5688514362553
"Atp6ap1",1.41784809912429,7.62440064455584,25.6079853454548,3.98167661329963e-22,1.0928986780226e-20,40.3887524619598
"Coro1b",2.37435117520495,7.44403214575183,25.5938381387735,4.04617495367954e-22,1.10825927054054e-20,40.3791327882962
"Fcgr1",4.94602684325755,2.79829503364105,25.5865467417456,4.07983694768949e-22,1.11165608604477e-20,40.5175731378538
"Kctd12",2.81464345392289,6.8702520690471,25.5847442557627,4.08820287831374e-22,1.11165608604477e-20,40.3747653096696
"Iqgap1",2.28567666918198,8.73680248530668,25.5837497942433,4.09282607355313e-22,1.11165608604477e-20,40.3419628069409
"Atp6v0d1",1.84980470902088,6.79554944079286,25.5619825698432,4.19538290700355e-22,1.13713269899013e-20,40.3613367962862
"Vasp",2.30394166837553,7.36832724154077,25.5379313766405,4.31178840092037e-22,1.15661051258573e-20,40.306947897184
"Shisa5",2.93320498812036,6.00132065551702,25.487183183488,4.56846431897655e-22,1.2204191821661e-20,40.3153558646815
"Tom1",2.39141680794475,5.15279796061509,25.4216250958371,4.92356220405512e-22,1.29845308602665e-20,40.2976928099162
"Sri",1.71789393007738,6.43811144355004,25.3032008710196,5.63895429113087e-22,1.45547800321575e-20,40.0727114186476
"Osbpl9",2.03835261226054,6.30179750705201,25.2699691651089,5.85837849713668e-22,1.49847544476791e-20,40.030600063868
"Ppp3ca",1.97913546858443,7.10331175481269,25.2040458478342,6.32010970877109e-22,1.60575311837525e-20,39.924361943184
"Hcls1",2.09922289825944,7.37770555709276,25.1486149488255,6.73734457970946e-22,1.70508664090386e-20,39.8594515503081
"Hps3",2.1649697177473,5.081957664943,25.1036329319129,7.09676301181695e-22,1.78907328509552e-20,39.8894493314561
"Arhgdib",1.96286754288758,9.52962466264136,25.0882895416074,7.22383631120018e-22,1.81757881450217e-20,39.752928511172
"Orai2",2.43626114699614,5.98252339876741,25.0803604249501,7.2904223616489e-22,1.8307844007986e-20,39.8240022940225
"Efhd2",2.07881772678018,6.90427555098374,25.0614409426067,7.45187135370948e-22,1.86771516959865e-20,39.7708210419176
"Rcsd1",1.90581310173213,6.90082185394978,24.9687547209335,8.29778917693578e-22,2.0559197878656e-20,39.6600719040748
"Zfp36",4.65761160885087,3.54304400809682,24.966082484999,8.32359723970422e-22,2.05838596120152e-20,39.832315733518
"AI467606",2.36063552352655,5.6429096425385,24.9064524609799,8.92154730874037e-22,2.17722647949955e-20,39.6537535174118
"Rnpep",1.7238373705951,6.42685601959812,24.8914676510016,9.07866184305701e-22,2.20727091214249e-20,39.5801365504869
"Rragc",1.6219665246322,6.7941873009121,24.8538499620476,9.48578000141729e-22,2.28910560889221e-20,39.5200954346152
"Srd5a3",2.26291411308297,5.19161844922485,24.824632531408,9.8149502971992e-22,2.3381192607071e-20,39.5799186770415
"Atrnl1",2.30734274511232,5.88851261942951,24.8197032712272,9.87163545550025e-22,2.34731580803589e-20,39.517352328824
"Spp1",5.45585279738219,4.36926742901076,24.7550701096912,1.06469317870844e-21,2.49561141046878e-20,39.5806283147397
"Rgs19",1.74707215007946,6.71615891006101,24.7340325800156,1.09126166957699e-21,2.54817450649605e-20,39.3871157146215
"Gm4070",5.13249009954314,3.92071796659211,24.731486181861,1.09452360977083e-21,2.55120287713728e-20,39.5346631967685
"S100a8",12.6882945705345,-1.18563292990076,24.6951817659227,1.14213894278143e-21,2.65741754375113e-20,38.6509808721111
"Tmem127",2.01670121088005,5.49731343831186,24.6344622285225,1.22660655935544e-21,2.81361006362397e-20,39.3237796765314
"Rap2b",2.09073889678929,5.48003055849434,24.5620549796883,1.33581662273782e-21,3.02949248351391e-20,39.2511115802125
"9030617O03Rik",3.02550551775358,3.38769258032867,24.5077572986173,1.42425942535918e-21,3.21027085406915e-20,39.2972455968514
"Birc3",3.02907900267675,5.30608665990754,24.4565183259266,1.51326257490154e-21,3.39321036441221e-20,39.1297222431419
"Plod3",2.33441069431912,7.11792063416122,24.4477359860199,1.52908432834335e-21,3.42277617842788e-20,39.0402120840418
"Syk",2.01804460713469,7.51592230445266,24.4413979967658,1.5406083916814e-21,3.44263661776241e-20,39.0099696646975
"Irf1",2.65246225011576,5.07374055828308,24.3803452560728,1.65631329285547e-21,3.64578065096506e-20,39.0448141866251
"Rps6ka1",2.19514345433503,7.72874507568905,24.3394382447067,1.73882127509144e-21,3.78777124404566e-20,38.8872747033153
"Nabp1",2.72326681138573,3.89171045579324,24.1671366788781,2.13567578310626e-21,4.53063377321381e-20,38.8688619152374
"Ano10",2.23424490819839,5.57913365803557,24.1652122310053,2.14060112633087e-21,4.53367445728445e-20,38.746676705387
"4930523C07Rik",2.0470207626055,5.04420591924672,24.1393884842134,2.20783812501569e-21,4.66087193123231e-20,38.751629055226
"Sash3",1.66679152831175,7.04249943478956,24.1334666953605,2.2235613044165e-21,4.68644422325314e-20,38.653246795071
"Mtss1",2.29996853446077,4.85877549901718,24.1142221108309,2.27546048455759e-21,4.78805566791105e-20,38.7229184143651
"Glipr2",5.7495637513712,2.16201405142466,24.0979686395678,2.32026569929686e-21,4.86656051275786e-20,38.7344625124406
"Tmem9b",2.21476325366258,5.10424880206016,24.0903730740527,2.34151502721304e-21,4.895312334671e-20,38.7193523205338
"Slc35e1",2.16044796253363,6.64140302390716,24.0814766797443,2.36665894755532e-21,4.93992493828147e-20,38.6025367925527
"Gltp",1.61945732190935,7.01334645014952,24.0788858074229,2.3740337714816e-21,4.9473644390282e-20,38.5831223897814
"Slfn8",4.26181173706749,3.84927613415949,24.0146212069575,2.56474892037523e-21,5.3362396207102e-20,38.6552168973798
"Pde6h",1.92692884547236,6.94920246836273,24.0046904610825,2.59560002215557e-21,5.37458932817317e-20,38.4974435153009
"Arl8a",2.22222023900812,5.23114408441708,23.8939272299563,2.96680569681385e-21,6.0278620284404e-20,38.4589616196345
"Tusc1",3.22409550769105,3.54966642461587,23.8639946219257,3.07622820786302e-21,6.20165696004435e-20,38.5140847215777
"Inpp5k",2.22256581723294,5.04032002341309,23.8424690320512,3.15748394822561e-21,6.33919176640099e-20,38.4155065217048
"Aldh3a2",2.4410696180354,5.02244277131186,23.8420472314623,3.1590981074185e-21,6.33919176640099e-20,38.3935969717026
"Map3k1",2.17206137427502,6.05973170903782,23.8366761861324,3.17972675081578e-21,6.35113729320636e-20,38.3302878173902
"Apbb1ip",1.77749615276195,6.91260232774373,23.8246107477598,3.2265747036517e-21,6.43481096428724e-20,38.2632710573722
"Ftl1",2.88154062747762,9.69983193901311,23.7327350056035,3.60749393532113e-21,7.11794738028484e-20,38.1145983119334
"Lrrfip2",2.19329558927437,5.13195522938057,23.6208101285796,4.13498732898783e-21,8.060741815653e-20,38.115880095064
"Nub1",1.53152465110752,6.73854247712517,23.5615243043155,4.44601400921771e-21,8.60934993383249e-20,37.9572297013173
"Hsd17b11",1.74226050773095,7.14060045547824,23.5608719021423,4.44956774674698e-21,8.60934993383249e-20,37.9430358871441
"Gm22133",2.90496311075906,6.97894114170218,23.5177963804751,4.69080932662284e-21,8.99568352844083e-20,37.9108590195298
"Ptprc",2.36867618056193,8.2311620068261,23.4800110206812,4.91352074092614e-21,9.36743609096095e-20,37.8092676738507
"B4galt1",1.55230008091208,7.22155136689267,23.4101671855968,5.35434562957971e-21,1.0101579544625e-19,37.7544280269113
"Tmem50a",1.60613393263021,6.97522265000228,23.3826922181567,5.53875479781792e-21,1.03832261221127e-19,37.7325767771841
"Irf5",2.44739200482566,5.21001228261723,23.3696172294308,5.62880060000801e-21,1.05300746671331e-19,37.7975514905974
"Sema4d",2.75427693240378,6.80386579165448,23.2886504104349,6.22106752422427e-21,1.15548096805442e-19,37.5970016231432
"Tfe3",2.66116967474956,4.93150305716836,23.2069865493357,6.88375714875347e-21,1.26409927952286e-19,37.6384355637411
"Rnf114",2.48073436418368,6.06214886794723,23.157001849272,7.32489469884506e-21,1.33566162745935e-19,37.4730209703048
"Foxj2",3.11513543029197,4.17090750915653,23.1196662495134,7.67334647801469e-21,1.39528091490287e-19,37.5879633168831
"Cdkn1b",2.53990953510416,4.51229369747161,23.0620594433777,8.244875321749e-21,1.4908525947391e-19,37.4724350374936
"Fcer1g",2.21855358589545,7.49304063804277,23.0536367792902,8.33204433668683e-21,1.50451921589993e-19,37.2897803387537
"Tsc22d3",2.28037732291712,4.97442025220718,23.0020171232059,8.8874421217763e-21,1.59152635954513e-19,37.3590738111016
"Narf",2.39146566928658,4.81904452050668,22.9664269451384,9.29249027531795e-21,1.65266303074593e-19,37.3606074323433
"Fam21",1.51201573650359,6.56425018409049,22.962842500137,9.33432598399652e-21,1.65783247948327e-19,37.2000899086903
"Tor1aip1",2.1778686231004,6.7684216633236,22.9032166019424,1.00594586426313e-20,1.77448303746308e-19,37.1193823196859
"Wdr7",2.01746632101494,5.23888686089087,22.8939682373466,1.01770298738449e-20,1.79278668727446e-19,37.1818098443488
"Rac2",1.85627376048226,9.11467467535724,22.8783407038455,1.03789273924192e-20,1.82340479480078e-19,37.0386271100106
"Cox7a2l",1.69563793557313,7.46742355560747,22.7975973893885,1.14898726888113e-20,1.99429167271172e-19,36.9688319362372
"Slc25a45",2.15457547911333,5.67788384673686,22.7764374051882,1.18008101519104e-20,2.04007880429098e-19,37.0275400136084
"Gm20507",4.44060523012568,3.12314851771324,22.7534438682134,1.21485434198878e-20,2.09183739019102e-19,37.1572510978679
"Diap2",2.89478750660135,4.47864148132142,22.7297448782617,1.25180148911111e-20,2.14691396738832e-19,37.0223246061232
"Mkrn1",1.93144382572468,5.80716983024178,22.7172511881048,1.27174383979773e-20,2.16965180973638e-19,36.9521898888141
"Slc29a3",2.56597580543166,4.89253175667968,22.6981887471049,1.30280454079363e-20,2.21859921561676e-19,36.9912728278327
"Wdr1",1.44401700446651,8.34569476355945,22.69619900496,1.30609143509695e-20,2.21950066778321e-19,36.8142536535186
"Capn1",2.32131183214402,6.98695883769657,22.693184790098,1.31108697152984e-20,2.2250774054081e-19,36.8501694974907
"Abca13",7.87512294550622,1.21927036370121,22.6786551770458,1.33544509733854e-20,2.25462726901772e-19,36.7127567084677
"Ppt1",1.65543978019361,6.53907570949688,22.6713803806833,1.34781572679605e-20,2.26373759133157e-19,36.827970904727
"Reep3",2.47897458042815,5.86846200131666,22.6626378548658,1.36283865584942e-20,2.28065740284405e-19,36.8312603069639
"Flna",2.52410643952786,9.22892681066146,22.6546443149055,1.37672564022135e-20,2.30038983101593e-19,36.7485596565439
"Dhrs7",2.39512945274346,4.90897882580308,22.6276702051127,1.42467355518267e-20,2.37135086755597e-19,36.9097725200911
"Epsti1",3.70610261507863,4.22633637137958,22.6165828222541,1.44487821489233e-20,2.40190190319425e-19,36.9023773434274
"Hoxa9",2.12661410791426,7.40788820948771,22.5999673154014,1.47571156902965e-20,2.44482724875733e-19,36.7047331703337
"Mocs1",2.87628100264946,5.08485305889256,22.5116026850595,1.65147439287012e-20,2.69360452796894e-19,36.751104774744
"Ilk",1.61493791990201,5.90217253901337,22.4765288438387,1.72709781243004e-20,2.8028638623474e-19,36.6181916956318
"Zscan29",2.1074039894907,4.51084211777229,22.4698654072352,1.74186392886199e-20,2.82329830067606e-19,36.7227331507562
"Lgals8",2.21091385465968,4.78193416572881,22.4303888664443,1.83205420412796e-20,2.95106200151281e-19,36.6504412833818
"Pnp",2.45243500740619,4.79716709890374,22.3884101928506,1.93325757283178e-20,3.091069343359e-19,36.5995938871611
"Wsb2",2.38640803024925,4.93285936807411,22.3415745017275,2.0529999125486e-20,3.26243547914547e-19,36.52029463488
"Npepps",1.6463354734897,7.00690734029382,22.2702496097357,2.2502374012922e-20,3.51985929891284e-19,36.2858819659371
"Anxa6",1.89199402767664,6.95160149465645,22.2651375377902,2.26510376699575e-20,3.538849844393e-19,36.28718098956
"Arrb1",2.26135431895949,6.63510114038071,22.2367547918545,2.34950523516327e-20,3.65750916883989e-19,36.2570750551059
"Rnf213",4.27849871162635,5.94102782127776,22.1877014208285,2.50310113587655e-20,3.85044574017598e-19,36.2350975896155
"Arpc2",1.56822136820642,8.83741460269094,22.1715284742796,2.5559812233132e-20,3.91324342243812e-19,36.1217269956488
"Atp6v0c",1.89106536455895,8.01726787286657,22.0534005771148,2.97887110914251e-20,4.46411283565756e-19,35.9828483252395
"Carhsp1",2.10680762611006,5.12385680460121,22.049773971942,2.99294072589764e-20,4.47665316178906e-19,36.1336960098259
"Cyb5r4",1.72403206783339,7.02869075761227,22.0162537875997,3.12627268733951e-20,4.64930106526104e-19,35.9471440027844
"Gvin1",5.13675239247532,3.8916043924655,21.9917752443545,3.22749774682392e-20,4.788868942516e-19,36.1281095111083
"Lmtk2",2.57377633153752,6.38835862985821,21.9449738131883,3.43054747321556e-20,5.04975032253488e-19,35.8865325098463
"Trim25",1.65645090663372,6.78212016383582,21.9402535649216,3.45174468744601e-20,5.07519833262871e-19,35.8536234421462
"Dtx3l",3.23759954651084,5.0546844770135,21.9391967834452,3.45650884606519e-20,5.07645411181723e-19,35.9551786860217
"Cndp2",1.72349113844966,6.29482446183085,21.9343112160383,3.47862212211919e-20,5.09981787440171e-19,35.8677691705137
"Bri3",2.64899508105932,4.88110358508928,21.9332963949457,3.48323371570791e-20,5.09981787440171e-19,36.0023046711583
"Anxa11",2.33656772673009,6.56095534638687,21.933083661226,3.48420122821714e-20,5.09981787440171e-19,35.8571208386314
"1110007C09Rik",2.64735876328995,4.72709643717341,21.9181271941843,3.55292241915423e-20,5.18870548570071e-19,36.0186365647509
"Mcl1",2.16801782596088,7.7877749579646,21.9011954497251,3.63240841340432e-20,5.29882679002566e-19,35.774472631569
"Stambpl1",1.93272012158535,4.84262913816456,21.8768163109024,3.7500896400623e-20,5.46435620616486e-19,35.9215829089495
"Samd9l",5.66454043066439,3.0644374240718,21.8394005562224,3.93839971934891e-20,5.70672361119496e-19,35.9806194911943
"Sc5d",1.99064180065468,6.53588483968923,21.8284728367078,3.99521734238861e-20,5.77517198374547e-19,35.726519309761
"Anxa2",1.79997342439737,7.66822248588387,21.8277542613151,3.99898298805144e-20,5.77517198374547e-19,35.6800447559257
"Tesk2",2.23152313456671,4.31095559506404,21.7647436567443,4.34383434897978e-20,6.2110133648463e-19,35.826081728745
"Bcl2l11",1.95607375989646,4.89518261280397,21.7447185939846,4.4597366662035e-20,6.3627210041011e-19,35.7419893767686
"Zcchc6",1.90331109692108,6.31420872713721,21.7418108566349,4.47682941764756e-20,6.38009619421715e-19,35.6222589061796
"Traf3ip3",1.63407558594201,6.00607379931771,21.7300267709204,4.54679500221442e-20,6.4585382400164e-19,35.625070846459
"Fkbp15",1.71620316682638,5.766774879839,21.7224341935221,4.59247059023413e-20,6.50553917740296e-19,35.6101859749819
"Oas1a",5.02798069602022,3.78332872141842,21.7212054506257,4.59990683819434e-20,6.50553917740296e-19,35.821955787194
"Fbxl5",2.89462097711557,3.98705920334876,21.7025220383477,4.7145191489326e-20,6.64588513687209e-19,35.727971596109
"Gm21975",1.83196331610476,6.62015572966303,21.6126059935525,5.30872522095677e-20,7.43507869942629e-19,35.4166363175489
"Fuca1",2.27064111839554,5.43970983123813,21.6117816000253,5.31451678167429e-20,7.43516932936177e-19,35.5395682446675
"Ptpn1",2.03907684401322,6.46969065369072,21.6072548827328,5.34643432449299e-20,7.46373729407447e-19,35.4364572516688
"Mlx",1.62189292192969,5.35283629305687,21.5818901110315,5.52897180332571e-20,7.70200009898902e-19,35.4809987723419
"Cmtm6",1.59349672807931,6.65760165250613,21.5748195206986,5.58099165749979e-20,7.75781741855673e-19,35.3744254468593
"Fuca2",1.28354535011272,7.09983610699897,21.5698149640788,5.61811598167459e-20,7.80106949626537e-19,35.3548290562217
"Arfgef1",2.02964897511604,7.40787402648393,21.5543433543275,5.7345042574185e-20,7.94568503458531e-19,35.3105367536099
"Stk10",2.12142283945171,6.57626474715545,21.5253718229493,5.95918034799003e-20,8.20445794888172e-19,35.3147195275998
"Smim3",2.01028497934521,4.67127906319484,21.5238569965227,5.9711746336716e-20,8.2093753104313e-19,35.4414698664945
"Kctd20",1.56029573284138,7.45367288357972,21.5233243069698,5.97539834272324e-20,8.2093753104313e-19,35.2789673821178
"Atg9a",2.3007883654395,5.78815812732241,21.5119368798536,6.0664299512968e-20,8.29057474291436e-19,35.3691600581639
"Ndel1",1.72196611319021,5.50624133017102,21.464213327463,6.4637615789902e-20,8.75067951825128e-19,35.2965732871905
"Myl12b",1.58900107618825,7.64001753971321,21.4487932689592,6.59780216178353e-20,8.91355519942098e-19,35.1758432597891
"Cpd",2.17554131744165,7.43820682009071,21.430098293716,6.76416146527197e-20,9.1004257309457e-19,35.1515521295476
"Pxn",2.08594864585176,7.83629139642665,21.2902501309846,8.1541298891502e-20,1.078377381042e-18,34.9545977418587
"Rapgef6",1.83505134264513,6.29733812511116,21.2900275102207,8.15656310701104e-20,1.078377381042e-18,34.9899735981329
"Txnip",2.26117973525425,7.13468144248673,21.2486362581964,8.62222821327687e-20,1.13416807389031e-18,34.9250120421155
"Abr",1.75913026962743,7.19569655283166,21.230699717542,8.832449978643e-20,1.15947116352601e-18,34.8884511296562
"Fnip2",2.1990641785611,5.33542029496918,21.2264749812123,8.88272949331777e-20,1.16489370718934e-18,34.9545746636395
"Tmem170b",2.38208318711116,5.86811866549811,21.1840817036135,9.40389893260015e-20,1.22704341549696e-18,34.8851128786711
"Anxa3",1.4748482918867,7.81783988494775,21.151674967173,9.82348893831542e-20,1.27666022909058e-18,34.7610163210218
"Abi1",1.65641725538716,6.51318061311493,21.0777656415897,1.08542012485818e-19,1.40498599013298e-18,34.6970445070131
"Map3k3",1.88745146157049,6.16228318429883,21.06758533377,1.10046665261669e-19,1.4216277165097e-18,34.7153093816338
"Tnfrsf13b",1.41571573575159,6.34787338176829,21.0081099838318,1.19277392468075e-19,1.53172936341545e-18,34.6098037374642
"Add1",1.56196949532442,7.56876102419591,21.0034205760058,1.20038335062185e-19,1.53997796849046e-18,34.564105484507
"Fam89b",2.48004644642588,4.13447579107435,20.9908798310392,1.22097982360904e-19,1.56177153201145e-18,34.8209621174842
"Lims1",1.97350934198454,7.31469216490421,20.9686724268991,1.25835076632427e-19,1.60325495575937e-18,34.5158072380825
"Usf2",1.43829207887546,6.37758048671394,20.9342754141826,1.31857783257982e-19,1.675058317063e-18,34.5178551155644
"Elf4",1.7197820353131,7.01492124438915,20.9249819184166,1.33535455287559e-19,1.69471243010594e-18,34.4692576471667
"Pla2g15",2.08237474645879,5.54531730862257,20.8963213875714,1.38849193662423e-19,1.75699715528191e-18,34.5200356481133
"Cyld",1.9448721430689,5.8872073135238,20.8850531957817,1.40997603140545e-19,1.7789814203826e-18,34.4681493670865
"Tirap",1.9333384204127,4.54953116065691,20.8635596102126,1.45191126818246e-19,1.83011300920514e-18,34.5259273939704
"Gbe1",2.05814288547384,4.63953235655714,20.8060194942874,1.57062095273301e-19,1.96448668876037e-18,34.4498897647298
"Rp2h",2.03578740350169,5.91992665117981,20.8008613955612,1.58173987235716e-19,1.97648977505418e-18,34.3307560829217
