filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	0	91.876	422.565	153.566
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	1	86.258	547.985	167.123
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	0	83.633	462.238	156.608
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	0	91.001	436.850	154.352
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	2	84.692	642.624	186.462
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	1	79.672	556.184	170.783
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_091_R3D_D3D.dv	1	85.383	458.944	163.097
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	1	96.527	489.386	172.254
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	6	87.869	569.526	534.886
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	0	82.251	590.076	171.432
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	1	74.836	622.615	187.400
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	0	82.297	591.754	159.301
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	1	85.659	501.462	155.325
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_092_R3D_D3D.dv	1	81.422	462.876	151.123
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	2	112.784	376.388	190.644
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	0	111.771	384.790	141.497
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	1	134.245	290.907	142.357
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	1	118.541	359.946	162.967
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	5	92.889	547.608	210.293
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	1	99.797	478.678	170.607
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	0	99.521	487.518	155.503
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_093_R3D_D3D.dv	0	93.856	518.152	161.571
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_094_R3D_D3D.dv	1	84.508	455.169	178.963
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_094_R3D_D3D.dv	1	170.259	927.491	289.652
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_094_R3D_D3D.dv	0	92.429	379.680	162.344
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_094_R3D_D3D.dv	0	78.382	635.829	162.433
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_094_R3D_D3D.dv	1	76.679	663.549	165.466
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	5	124.297	622.931	226.905
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	1	87.915	517.697	181.839
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	0	78.705	723.833	167.401
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	7	134.199	846.780	302.016
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	5	124.205	702.937	246.423
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_095_R3D_D3D.dv	1	75.205	593.210	154.851
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	1	67.560	564.210	178.297
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	1	72.027	673.753	212.106
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	2	70.553	694.904	196.857
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	2	82.251	578.875	177.518
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	1	85.244	518.954	175.207
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_096_R3D_D3D.dv	1	80.961	669.315	192.649
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_097_R3D_D3D.dv	1	77.646	515.591	172.705
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_097_R3D_D3D.dv	6	101.179	451.604	210.512
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_097_R3D_D3D.dv	1	82.665	577.189	174.018
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_097_R3D_D3D.dv	3	77.738	692.024	214.123
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_097_R3D_D3D.dv	1	75.343	758.954	209.104
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	8	113.567	892.689	287.122
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	2	72.211	560.119	190.848
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	0	85.751	659.551	157.603
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	0	71.106	710.573	181.948
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	2	74.606	657.722	182.893
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_098_R3D_D3D.dv	2	67.376	803.414	175.005
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	2	66.823	410.698	178.107
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	4	116.238	633.751	275.363
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	4	79.718	623.407	223.098
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	0	85.797	571.652	170.210
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	1	80.271	634.107	187.214
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_099_R3D_D3D.dv	2	94.087	476.799	170.416
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_100_R3D_D3D.dv	0	101.455	450.384	159.239
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_100_R3D_D3D.dv	3	83.402	589.136	188.529
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_100_R3D_D3D.dv	4	102.745	598.379	251.696
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_100_R3D_D3D.dv	2	86.442	571.182	172.219
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_100_R3D_D3D.dv	5	108.593	681.313	311.601
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	0	90.080	450.682	158.258
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	1	93.672	444.257	162.593
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	7	160.679	795.071	228.451
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	8	102.514	436.213	244.117
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	3	92.889	484.812	181.069
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	1	80.455	577.037	175.815
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	0	99.521	421.972	171.749
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	7	52.224	578.378	3177.380
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_101_R3D_D3D.dv	1	84.277	642.677	201.677
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	0	81.514	569.199	158.566
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	1	110.712	378.047	168.961
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	1	83.633	592.948	184.620
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	0	104.356	427.791	171.292
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	0	102.699	505.944	191.527
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	4	103.574	461.433	199.156
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	6	57.014	543.459	3040.958
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_102_R3D_D3D.dv	1	111.126	368.198	153.216
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_103_R3D_D3D.dv	0	111.771	423.923	144.974
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_103_R3D_D3D.dv	2	139.265	312.436	160.466
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_103_R3D_D3D.dv	3	127.153	344.681	172.625
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP2_103_R3D_D3D.dv	1	121.074	412.261	149.339
