filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_021_R3D_D3D.dv	16	205.766	639.708	395.549
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_021_R3D_D3D.dv	33	229.068	418.574	532.323
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_022_R3D_D3D.dv	9	191.950	440.959	318.019
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_022_R3D_D3D.dv	0	196.785	416.699	174.949
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_023_R3D_D3D.dv	10	193.055	572.954	339.022
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_024_R3D_D3D.dv	19	185.410	658.728	389.018
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_024_R3D_D3D.dv	22	176.384	643.666	374.278
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_024_R3D_D3D.dv	3	173.620	532.489	228.454
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_025_R3D_D3D.dv	9	187.989	650.902	392.337
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_025_R3D_D3D.dv	18	166.160	702.389	381.658
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_025_R3D_D3D.dv	32	215.621	585.372	418.105
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_025_R3D_D3D.dv	17	148.890	683.582	365.197
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_026_R3D_D3D.dv	18	164.962	640.470	277.019
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_026_R3D_D3D.dv	2	81.975	589.726	173.128
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_026_R3D_D3D.dv	6	189.002	598.633	234.929
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_027_R3D_D3D.dv	16	197.200	660.648	372.934
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_027_R3D_D3D.dv	9	154.508	813.692	229.513
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_027_R3D_D3D.dv	22	246.753	434.205	327.234
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_027_R3D_D3D.dv	11	174.956	736.574	367.331
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_028_R3D_D3D.dv	15	196.371	760.378	388.476
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_028_R3D_D3D.dv	4	197.015	612.140	258.915
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_029_R3D_D3D.dv	7	195.680	672.967	253.885
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_029_R3D_D3D.dv	6	168.232	534.874	256.763
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_029_R3D_D3D.dv	28	200.239	668.523	465.632
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_030_R3D_D3D.dv	18	147.002	821.715	670.603
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_030_R3D_D3D.dv	2	67.652	598.371	229.379
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_030_R3D_D3D.dv	16	144.929	952.003	756.150
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_030_R3D_D3D.dv	20	177.074	879.907	827.843
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_031_R3D_D3D.dv	0	162.199	449.614	172.570
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_031_R3D_D3D.dv	18	186.285	724.939	363.963
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_031_R3D_D3D.dv	20	207.055	561.806	364.168
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_031_R3D_D3D.dv	10	207.055	709.735	362.027
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_031_R3D_D3D.dv	21	183.752	635.793	321.252
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_032_R3D_D3D.dv	4	150.410	709.561	246.812
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_032_R3D_D3D.dv	24	190.936	753.978	620.004
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_032_R3D_D3D.dv	20	195.404	736.094	319.716
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_032_R3D_D3D.dv	19	146.311	752.453	335.544
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_033_R3D_D3D.dv	24	207.838	673.806	330.817
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_033_R3D_D3D.dv	15	172.607	729.249	307.087
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_033_R3D_D3D.dv	1	173.482	576.217	217.902
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_034_R3D_D3D.dv	1	226.121	551.355	247.032
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_034_R3D_D3D.dv	1	194.621	866.642	192.581
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_035_R3D_D3D.dv	13	181.219	682.413	377.675
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_035_R3D_D3D.dv	8	167.357	923.179	510.691
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_035_R3D_D3D.dv	7	175.509	782.955	348.528
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_035_R3D_D3D.dv	7	89.021	605.243	259.116
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_035_R3D_D3D.dv	6	183.292	808.359	462.126
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	18	198.489	686.479	463.029
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	10	190.153	804.698	491.904
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	2	194.851	748.077	223.540
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	11	194.114	788.437	345.748
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	25	173.574	648.994	375.591
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_036_R3D_D3D.dv	15	207.746	822.141	339.202
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_037_R3D_D3D.dv	12	169.291	1138.914	358.622
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_037_R3D_D3D.dv	12	176.890	767.761	376.490
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_037_R3D_D3D.dv	6	152.252	804.717	197.649
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_037_R3D_D3D.dv	0	84.554	832.421	152.040
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_038_R3D_D3D.dv	19	254.858	461.063	253.009
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_038_R3D_D3D.dv	0	185.318	476.820	161.368
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_038_R3D_D3D.dv	15	225.568	837.697	394.137
