filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_cis2_rep1_01_R3D_D3D.dv	1	148.061	387.561	190.053
211210_BD294_yh2ax_cis2_rep1_01_R3D_D3D.dv	1	125.587	311.351	239.584
211210_BD294_yh2ax_cis2_rep1_01_R3D_D3D.dv	0	33.435	249.406	203.720
211210_BD294_yh2ax_cis2_rep1_01_R3D_D3D.dv	0	43.198	237.510	197.213
211210_BD294_yh2ax_cis2_rep1_01_R3D_D3D.dv	1	119.186	339.843	213.263
211210_BD294_yh2ax_cis2_rep1_02_R3D_D3D.dv	1	66.869	547.227	268.387
211210_BD294_yh2ax_cis2_rep1_02_R3D_D3D.dv	1	77.139	385.275	224.694
211210_BD294_yh2ax_cis2_rep1_02_R3D_D3D.dv	0	112.738	542.066	243.236
211210_BD294_yh2ax_cis2_rep1_02_R3D_D3D.dv	0	49.461	322.816	331.221
211210_BD294_yh2ax_cis2_rep1_02_R3D_D3D.dv	0	26.757	286.460	266.589
211210_BD294_yh2ax_cis2_rep1_03_R3D_D3D.dv	4	120.843	393.934	227.784
211210_BD294_yh2ax_cis2_rep1_03_R3D_D3D.dv	0	104.955	380.975	193.035
211210_BD294_yh2ax_cis2_rep1_03_R3D_D3D.dv	2	120.153	333.742	235.241
211210_BD294_yh2ax_cis2_rep1_04_R3D_D3D.dv	1	172.377	266.734	271.525
211210_BD294_yh2ax_cis2_rep1_04_R3D_D3D.dv	7	148.383	381.147	1432.523
211210_BD294_yh2ax_cis2_rep1_05_R3D_D3D.dv	0	124.436	325.288	181.902
211210_BD294_yh2ax_cis2_rep1_05_R3D_D3D.dv	1	55.126	270.121	212.297
211210_BD294_yh2ax_cis2_rep1_05_R3D_D3D.dv	0	133.923	257.156	178.739
211210_BD294_yh2ax_cis2_rep1_05_R3D_D3D.dv	0	44.626	229.250	213.333
211210_BD294_yh2ax_cis2_rep1_05_R3D_D3D.dv	1	119.876	404.949	203.212
211210_BD294_yh2ax_cis2_rep1_06_R3D_D3D.dv	0	150.179	343.811	180.174
211210_BD294_yh2ax_cis2_rep1_06_R3D_D3D.dv	1	52.224	271.858	212.570
211210_BD294_yh2ax_cis2_rep1_06_R3D_D3D.dv	0	134.936	237.591	175.487
211210_BD294_yh2ax_cis2_rep1_06_R3D_D3D.dv	0	52.362	375.937	227.155
211210_BD294_yh2ax_cis2_rep1_06_R3D_D3D.dv	0	51.165	265.735	207.212
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	1	37.902	366.017	275.710
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	10	165.515	466.574	536.783
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	1	140.554	445.545	233.143
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	0	105.784	303.118	180.833
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	0	36.796	353.829	248.797
211210_BD294_yh2ax_cis2_rep1_07_R3D_D3D.dv	0	103.159	335.982	180.340
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	0	44.579	410.769	205.467
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	0	54.987	434.022	186.637
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	4	127.890	311.765	235.314
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	0	250.345	171.593	192.022
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	1	30.948	351.409	294.379
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	1	161.693	188.317	215.026
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	0	43.474	424.190	247.886
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	10	140.462	409.343	513.532
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	1	101.317	374.652	213.992
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	0	24.316	246.608	254.396
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	12	144.377	387.833	826.367
211210_BD294_yh2ax_cis2_rep1_08_R3D_D3D.dv	1	79.534	460.727	250.042
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	5	156.397	513.815	496.334
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	0	55.540	359.527	286.270
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	0	107.442	279.945	196.421
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	2	115.870	367.632	232.248
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	9	183.982	462.230	404.006
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	0	179.377	396.359	190.719
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	0	94.179	336.157	186.015
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	4	98.922	455.169	375.129
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	1	93.212	298.335	199.553
211210_BD294_yh2ax_cis2_rep1_09_R3D_D3D.dv	0	50.106	319.426	216.370
211210_BD294_yh2ax_cis2_rep1_10_R3D_D3D.dv	1	104.541	452.122	259.894
211210_BD294_yh2ax_cis2_rep1_10_R3D_D3D.dv	1	115.593	268.541	232.635
211210_BD294_yh2ax_cis2_rep1_10_R3D_D3D.dv	0	95.514	502.885	280.292
211210_BD294_yh2ax_cis2_rep1_10_R3D_D3D.dv	10	121.718	550.789	1597.185
211210_BD294_yh2ax_cis2_rep1_11_R3D_D3D.dv	0	35.323	283.044	157.257
