filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	0	84.139	271.807	176.341
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	0	115.455	342.424	174.043
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	2	144.515	403.179	172.247
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	1	97.633	463.545	166.518
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	1	137.745	269.208	181.429
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_001_R3D_D3D.dv	33	170.212	472.754	1778.332
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_002_R3D_D3D.dv	6	113.199	319.648	196.825
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_002_R3D_D3D.dv	17	164.686	312.047	559.564
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_002_R3D_D3D.dv	0	48.356	373.149	235.110
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_002_R3D_D3D.dv	9	102.652	509.510	267.994
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_003_R3D_D3D.dv	29	150.318	542.101	598.002
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_003_R3D_D3D.dv	1	25.560	552.238	365.025
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_003_R3D_D3D.dv	3	115.686	548.158	189.264
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_003_R3D_D3D.dv	3	89.850	372.421	183.787
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_004_R3D_D3D.dv	0	134.982	554.551	191.127
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_004_R3D_D3D.dv	2	96.113	344.725	183.997
211210_BD294_yh2ax_CIS2_NCS2_BRQ2_DMSO2_REP3_004_R3D_D3D.dv	0	123.422	646.128	182.449
