filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	0	94.041	374.087	208.352
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	0	92.475	296.157	171.368
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	1	95.652	315.153	322.697
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	1	94.501	357.056	194.214
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	0	102.837	361.222	194.900
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_02_R3D_D3D.dv	0	82.481	262.688	173.044
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	95.330	334.545	176.408
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	134.245	218.909	195.309
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	129.916	213.650	161.169
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	118.909	263.439	184.088
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	1	126.232	221.360	160.108
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	1	208.206	317.467	208.117
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	143.502	239.293	187.307
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	120.890	294.192	198.560
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	133.830	220.711	167.767
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_31_R3D_D3D.dv	0	148.706	202.613	175.738
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_32_R3D_D3D.dv	0	109.975	270.742	170.984
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_32_R3D_D3D.dv	0	125.357	213.150	169.753
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_32_R3D_D3D.dv	1	159.943	404.999	215.538
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_32_R3D_D3D.dv	0	144.837	237.151	205.118
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	82.988	332.786	166.862
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	40.665	209.559	155.504
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	1	158.976	225.611	199.855
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	148.337	195.611	181.235
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	99.981	313.360	186.924
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	113.705	236.064	164.101
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	0	130.837	237.979	171.719
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_33_R3D_D3D.dv	1	100.995	272.140	196.856
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	222.713	319.013	173.487
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	60.836	273.456	153.105
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	60.606	318.267	210.944
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	82.159	350.315	167.036
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	95.192	271.559	186.099
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	5	97.356	324.409	238.371
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	1	107.626	365.026	215.445
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	1	95.330	366.030	185.998
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	1	88.468	326.596	211.363
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	0	384.866	302.128	151.047
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_34_R3D_D3D.dv	1	91.922	340.460	182.326
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	106.567	559.644	209.139
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	4	148.429	574.866	269.004
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	88.330	366.002	191.951
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	0	84.784	362.909	186.139
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	83.540	342.717	282.085
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	0	86.534	353.242	182.558
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	86.027	289.225	196.048
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	0	85.014	367.885	176.919
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	124.712	271.367	346.602
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	1	112.047	331.418	261.189
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_35_R3D_D3D.dv	0	66.593	374.825	210.047
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	1	79.304	407.380	283.344
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	89.850	313.302	227.098
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	26.573	289.979	238.936
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	83.863	366.658	201.020
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	52.270	238.940	254.100
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	98.508	284.383	187.574
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	62.448	243.579	314.730
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	1	86.856	330.393	184.506
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	1	191.167	394.809	317.761
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	1	71.244	453.982	229.535
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_36_R3D_D3D.dv	0	79.488	402.144	186.597
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	3	93.258	321.984	213.157
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	0	86.119	322.073	190.552
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	1	136.502	554.094	205.995
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	0	135.166	708.531	217.388
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	0	78.382	378.176	196.644
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_37_R3D_D3D.dv	0	45.132	518.808	197.454
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	0	98.784	366.329	187.789
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	0	105.416	402.736	202.772
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	1	160.910	535.742	197.698
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	1	117.758	385.523	218.537
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	0	87.777	397.792	194.680
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	0	101.133	343.239	178.006
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	1	97.448	352.149	191.221
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	0	87.962	398.148	222.252
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	1	183.384	448.955	251.461
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	1	89.343	368.725	203.244
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	2	90.587	414.103	236.132
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_38_R3D_D3D.dv	3	26.112	301.711	3124.081
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_39_R3D_D3D.dv	0	136.087	273.284	181.324
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_39_R3D_D3D.dv	1	171.364	269.535	356.132
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_39_R3D_D3D.dv	0	116.376	327.197	175.535
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_39_R3D_D3D.dv	0	168.048	230.710	177.562
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	0	132.357	419.367	222.972
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	0	123.883	363.886	271.321
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	0	92.429	440.618	208.909
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	2	120.613	345.690	252.061
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	0	90.080	433.964	194.423
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_40_R3D_D3D.dv	0	47.297	548.919	186.049
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_41_R3D_D3D.dv	0	112.462	364.945	288.232
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_41_R3D_D3D.dv	0	89.804	540.425	208.914
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_41_R3D_D3D.dv	1	83.679	456.353	215.756
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_42_R3D_D3D.dv	0	131.666	391.594	198.157
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_42_R3D_D3D.dv	0	128.442	318.544	194.206
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_42_R3D_D3D.dv	0	133.462	280.096	173.641
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_42_R3D_D3D.dv	1	137.423	295.572	183.427
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_42_R3D_D3D.dv	0	172.930	213.562	176.066
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_43_R3D_D3D.dv	0	95.008	444.951	193.254
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_43_R3D_D3D.dv	0	52.915	327.415	187.672
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_43_R3D_D3D.dv	0	39.698	257.266	157.901
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_43_R3D_D3D.dv	1	184.765	306.624	198.210
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_43_R3D_D3D.dv	2	182.232	436.908	231.623
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	90.080	344.312	199.212
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	0	103.528	326.364	183.972
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	90.679	469.906	222.486
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	102.652	389.919	212.411
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	108.639	331.599	192.611
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	0	110.159	312.124	178.581
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	127.844	527.128	224.818
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_44_R3D_D3D.dv	1	90.448	440.427	217.666
211210_BD294_yh2ax_ncs2_brq2_dmso2_rep1_45_R3D_D3D.dv	2	127.015	429.844	216.188
