filename	num_maxima	area	dapi	yh2ax
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	12	163.903	285.926	434.202
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	4	96.712	243.024	692.391
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	11	170.673	242.293	496.704
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	18	159.298	235.713	553.150
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	11	179.239	354.207	757.727
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	2	111.955	211.685	311.562
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	7	153.219	256.803	459.725
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_161_R3D_D3D.dv	17	154.048	298.689	888.049
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_162_R3D_D3D.dv	1	129.640	172.448	222.117
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_162_R3D_D3D.dv	4	154.048	161.865	282.468
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_162_R3D_D3D.dv	13	182.232	224.193	455.931
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_162_R3D_D3D.dv	2	127.844	186.893	288.200
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_162_R3D_D3D.dv	3	137.929	157.982	460.443
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	5	129.916	259.420	601.640
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	9	161.186	217.579	455.405
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	8	147.554	304.561	415.492
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	6	130.330	280.022	358.088
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	3	96.389	249.663	349.345
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	1	176.798	241.930	525.257
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	4	115.225	190.939	309.255
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	1	154.094	280.209	411.130
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	9	150.686	191.540	368.644
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	19	220.549	189.307	673.632
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_163_R3D_D3D.dv	3	166.528	255.416	305.118
211210_BD294_yh2ax_CIS100_NCS100_BRQ100_REPS1-2-3_164_R3D_D3D.dv	1	103.712	234.778	407.810
