BD.01_ER.Hoxa9__VEH__R1	BD.02_ER.Hoxa9__VEH__R2	BD.03_ER.Hoxa9__VEH__R3	BD.04_ER.Hoxa9__BRQ__R1	BD.05_ER.Hoxa9__BRQ__R2	BD.06_ER.Hoxa9__BRQ__R3	BD.07_ER.Hoxa9__HU__R1	BD.08_ER.Hoxa9__HU__R2	BD.09_ER.Hoxa9__HU__R3	BD.10_ER.Hoxa9__E2wd__R1	BD.11_ER.Hoxa9__E2wd__R2	BD.12_ER.Hoxa9__E2wd__R3	BD.16_ER.Hoxa9__LTX__R1	BD.17_ER.Hoxa9__LTX__R2	BD.18_ER.Hoxa9__LTX__R3	BD.13_ER.Hoxa9__E2wd_Rot__R1	BD.14_ER.Hoxa9__E2wd_Rot__R2	BD.15_ER.Hoxa9__E2wd_Rot__R3	BD.22_ER.Hoxa9__HU_LTX__R1	BD.23_ER.Hoxa9__HU_LTX__R2	BD.24_ER.Hoxa9__HU_LTX__R3	BD.19_ER.Hoxa9__BRQ_LTX__R1	BD.20_ER.Hoxa9__BRQ_LTX__R2	BD.21_ER.Hoxa9__BRQ_LTX__R3	BD.25_ER.Hoxa9__ROT__R1	BD.26_ER.Hoxa9__ROT__R2	BD.27_ER.Hoxa9__ROT__R3	BD.28_ER.Hoxa9__HU_ROT__R1	BD.29_ER.Hoxa9__HU_ROT__R2	BD.30_ER.Hoxa9__HU_ROT__R3	BD.31_ER.Hoxa9__LTX_HX__R1.Hypoxanthine	BD.32_ER.Hoxa9__LTX_HX__R2.Hypoxanthine	BD.33_ER.Hoxa9__LTX_HX__R3.Hypoxanthine	BD.34_ER.Hoxa9__BRQ_LTX_HX__R1.Hypoxanthine	BD.35_ER.Hoxa9__BRQ_LTX_HX__R2.Hypoxanthine	BD.36_ER.Hoxa9__BRQ_LTX_HX__R3.Hypoxanthine
lysine	0.858376532183393	0	-0.0359967639335596	1.29963898629404	1.0912461016612	0.877830070022496	0.950481289428354	1.0706021017093	0.671467812559069	0.337147852643214	0.21610198463728	-0.0972386919692432	0.496019503540764	0.818301047224456	0.972533688210273	0.834316222928398	0.699313891081114	0.705674801105486	1.04597766869214	0.886562217314424	1.00625053178617	0.996321868137724	0.292394219553963	1.00917997679405	0.774565435070329	0.820966875796314	0.836000000391236	1.17865660108513	0.488596151606428	0.961376955532131	0.658727052122548	0.16531347944646	0.280856594180071	0.974251576644122	0.959889893379823	0.635449525011031
malate	0.196093494576432	0	-0.130369611053592	-0.961434729512703	-0.909575294813755	-1.2248759152303	-0.337698394307447	-0.0692637429070889	-0.411882518484579	-0.100360811648594	-0.216918952273501	-0.229026532585446	-1.08978492521578	-1.32228208217607	-1.19400483655928	0.365144212586648	0.41002456850648	0.466386789981847	-1.4370358891659	-1.39724244613719	-1.18490355893003	-1.90416806790077	-1.70086380027654	-1.61451776757405	0.83857955732767	0.954631328457362	0.665670283381299	0.427138200517703	0.848681992152536	0.849802379881475	-0.251314862841343	-0.249024122206844	-0.352068167711319	-1.20419497317414	-1.03818340902688	-0.903567660442682
methionine	0.38346578586162	-0.0188022292204342	0	0.867354544084061	0.668056027811169	0.479125903934376	0.418471229893911	0.378769527575867	0.1380365764572	0.322468254260557	-0.093282155710065	-0.159121133722138	0.0539966437697444	0.0261404135585795	0.275125910988104	0.366145787974501	0.278699830780764	0.440221854418464	0.0763324174468944	0.209378534073025	0.429210383238996	0.0825393433820927	-0.1859653264694	0.366664740116463	0.339429362958206	0.532092590199357	0.487360679314186	0.359551324780716	0.1103667977056	0.48830742857194	0.190269444521693	0.0243012644266915	0.147477646895663	0.33379221095449	0.522987375288893	0.46855152170188
methylthioadenosine	0	0.0957394743910635	-0.0606315046214933	-0.347376829744853	-0.305178864862568	-0.129824110715196	-0.688680765105558	-0.0756220493904648	0.0204616188756256	0.0658976173379284	-0.0151635817865422	-0.156936207040964	-1.46630223983589	-1.15787498433662	-1.21774725850271	-1.20727888680045	-0.585212155135593	-0.673888096695834	-1.98806679993566	-1.81152201361683	-1.2773174575111	-1.99298237589123	-1.46288043707398	-1.47587707015119	-0.891017305053572	-0.73825580349275	-0.831325730174656	-1.165637301432	-0.85502259041913	-0.426474725226524	-0.368088195707504	-0.309735328968462	-0.0194648692723611	-0.433756917127209	-0.638251809070319	-0.649532200770478
N-acetylglutamate	0.156585519735148	0	-0.128499821602725	-3.04406671103832	-2.87870772871243	-3.19732931878381	0.00140424229036412	0.293370162416386	0.0978814066657359	-0.192889113640039	-0.234159162427752	-0.157437647362487	-0.343537015800498	-0.628737521580612	-0.23987395052374	0.0625795122330483	0.132466664881368	0.208801435305139	-1.32924056989927	-1.4729568601358	-0.675450566754427	-1.87230667591505	-1.64899537042251	-1.75297481843174	0.41888492797095	0.717169810863598	0.61270269584002	0.435275320010858	0.843555986536531	1.00638297471677	-0.243821795479406	-0.0565858384893648	-0.271598866352225	-1.64309477907552	-2.69528118570618	-2.37959078827174
N-acetylmethionine	0.314016375843769	0	-0.0887819221762214	-0.873495823865199	-1.50870795380335	-1.30887407133467	0.423250452444197	0.250781361398434	0.313321415801214	-1.20655196238144	-1.58016482709764	-0.844259166281235	-2.91095822945135	-3.85322582300022	-2.24797398059158	-2.66941028217025	-0.989416527136503	-1.22156965242542	-5.07842668690251	NA	-3.66581647834206	-4.3866638555982	-4.87137599750826	NA	0.0309697634960036	0.289393235927234	0.231019258967721	-1.9822975093004	-2.53057761390268	-1.26537408219821	0.0698490722899365	0.0863451269093595	0.251308049460289	-1.50931504785649	-1.49521098190541	-2.29252497314234
N-acetylphenylalanine	0	0.694179821482714	-1.69540465711112	1.95555763947846	2.31221150036029	0.996767213669244	0.990919757464179	2.11337801630374	0.774102063006199	0.0352687656004985	-1.43372088291901	NA	-0.141218246633648	1.26714668283611	0.298847010771192	2.35549015002838	0.33606716141922	-0.892691037372302	2.78080926736173	0.355820015441953	0.97610700049436	2.65156035895157	1.87477989556837	1.90781992236505	2.17782634709216	-0.467957823845978	-0.601807457951588	1.63017841024197	1.10108679894492	0.869977043242768	2.46400663495209	0.790158190492979	-0.203645446331481	4.02918240642752	1.92288604455287	0.729223915442709
Na_acetylglutamine	NA	-0.341497995665646	0.275935066176386	0.832743060807473	0.778878599041938	NA	0.805859362679482	-0.191384304952574	NA	-1.66709635780523	-0.305283597194983	0.457247787128697	5.77874755773757	5.66515660334901	6.13337668514986	0.668468295056172	0.850297226376582	NA	6.07450759548303	5.86059099192155	6.50666130990177	6.01513324800085	6.28298304658197	5.58152683830293	-0.295514761504612	1.26426346859911	0.443399662904153	3.48972083709022	0.861340059130316	1.80569143354185	0.366658884967565	NA	-1.41216429694295	NA	-0.185998599983565	0.169592710284176
NAD	0.0278543688127314	0	-0.134256709822209	0.561478132769259	0.633530616159491	0.501748095182036	-0.497881590090117	-0.054786795900275	-0.27876383195609	-0.333259674851187	-0.360260522381496	-0.344384749577927	-0.637187746225608	-0.72057897520487	-0.58247209314464	-0.561107350840988	-0.658231791789348	-0.354519312249314	-0.922607340390637	-0.828805050628414	-0.409503664112812	-1.00740941825744	-0.740792039741847	-0.76658192717512	-0.454600467551756	-0.106473071483279	-0.426026530787133	-0.901028979135791	-0.504169638583661	-0.448840086417146	-0.268027961146698	-0.283584833446342	-0.268891820687056	0.0241499002626581	0.22646682874298	0.447211228499829
NADH	0.679810442610236	-0.224024464444769	0	0.312172812992538	0.185392202543866	-0.868994630821675	0.371109030702805	0.947681171429377	1.22248510347003	0.857894041694968	0.805856782430095	0.50280965867382	-1.80139128535436	-0.911852099619344	-1.33479254240903	1.67271280048336	2.12000166762362	1.57190702119593	-1.29512154230703	-1.5112406616041	-0.792199817388978	-1.96114981263118	-1.45305230642232	-1.27479897398325	2.72393199536117	2.74692409512785	2.71637658976829	2.07580546647878	2.37868899486966	2.55226458637309	1.52264016095604	1.34824040147076	1.42420443850563	0.622462789013244	0.221702592824044	0.549937818548946
NADP	0.172559183148061	0	-0.233975575092097	0.262231008458116	0.642287113017066	0.502345649384118	-0.513458419226107	-0.195787036739003	0.0393013393263049	-0.0865841461219501	-0.138152932263109	-0.00414538778284366	-0.124168790319979	-0.754483451805016	-0.70790587211826	-0.944646339119706	-0.913516503792965	-0.807232607983603	-1.79671794787708	-1.22458321060398	-1.06572844899667	-1.16785230017495	-1.32265154517009	-1.23495842928743	-0.990734424542114	-0.680744121725515	-1.12463128404633	-1.3888651195922	-1.3679850585866	-1.2637795026103	-0.714148980125104	-0.473518265748385	-0.927105252111568	-0.444967538060755	0.365124926286241	-0.0982628078065432
NADPH	1.13132742481862	-0.286908141836209	0	1.60629392063191	1.27115233754423	-0.673719517293638	1.05167481129516	1.1112560309764	1.3618770955086	1.29069456817202	1.03108398176686	1.04108292686246	-4.59131900569099	0.202138665992968	0.132364073779902	0.0674701751531713	0.12130226925961	0.102217689139995	0.247874339241929	0.346217521382971	0.935594875136952	-0.133221999463264	0.502773180559268	0.0225366264134342	0.715192582949471	0.858544375482528	0.671840792200779	0.503526344222962	0.751838380771745	0.90716027841763	1.28592697395508	1.22490088618197	1.3296797868486	1.74933763367372	1.49327020367773	1.83609884461543
Ne-acetyllysine	0.373976238193739	-0.0295223142718887	0	0.127936092354621	0.593834197610004	0.511360237853502	-0.834329551221818	-0.150353708303439	-0.449217338978376	0.124979690075379	-0.0466828073341446	0.0657519552105576	-0.804558525065783	-0.0401617625042281	-0.224126645464914	0.415967585528308	0.03447584978781	0.111391511546384	0.658947707198788	-0.00369977701775153	0.195476513806921	0.494803939612978	-0.469323572610957	-0.37082361007835	0.347067275059235	0.235231481953266	0.0532580501957806	0.457086818445203	-0.050303526092536	0.229962391786525	1.28457465849816	0.199019566656729	0.116126582408891	2.9504421399723	0.537831104875364	1.04187665289111
nicotinamide	0.421774201092187	0	-0.0886583254213108	1.08307179568676	0.713745402746753	0.509126188622483	0.705577048883973	0.498424028662088	0.0466490529433506	0.756274989460562	0.358370706719922	-0.096937279626043	0.645139774350497	0.481781740867084	0.675034940316127	0.684100473173621	0.57437517761279	0.635959715210034	0.731937343090335	0.718628036818084	0.813746847924457	0.744771708301288	0.0840946796993065	0.774804899724632	0.333902965338905	0.396733266213242	0.460488949566392	0.711286803231176	0.0700314575776468	0.629670285107445	0.430064713142938	0.0638028006089108	0.185627978424649	0.872979431665841	0.745703508472166	0.495679635917951
nicotinic_acid	1.65774615678295	0	-1.1810730683577	1.69144584762803	2.23106980206736	1.00061921765759	-0.00392240161614593	-0.629796756556799	-1.90056269882537	0.553957407746125	-0.0365765392805496	-0.662597752203761	0.382621662776645	1.05762067055176	1.07371392226544	3.91644400168215	1.20850099251941	0.298459908226312	3.57078860416984	2.55086064554455	-0.024206506051444	3.0546745247655	1.96570684854594	1.12381394239259	2.29040097410133	-0.24668956422401	0.00681035781853916	3.12619311428767	0.0616280066232704	-1.12521086532795	1.96933715750565	2.70824387382904	-1.81383009117059	2.99333077448084	-0.84543656871081	0.0132993450736063
ornithine	0.101627738191669	-0.0612027470215089	0	0.497972146937328	0.419943275065374	0.202969489860673	0.428739595612485	0.766949655169015	0.347799418649399	0.0249846823816485	0.0433017879332749	-0.044044874022508	-0.051068191487067	0.246079577677956	0.37045348616073	0.19512906016242	0.159807738788994	0.105605204447442	0.537433015367644	0.178409982857296	0.189276435560165	0.460997042150377	-0.326719561632171	0.250889132350134	0.220039884878401	0.39041552829462	0.312259974372956	0.564932451901111	0.170997731290808	0.518395448754053	0.682165888215233	0.533935027041827	0.502406112191512	0.441966308311914	0.41192611759515	0.0209785476563559
palmitate	0.277678176152002	0	-0.990944291033258	0.629475960177685	0.414339253767311	-0.169288927545027	-1.36638672924815	-0.553253505164863	-0.181965539553417	-0.755556330347046	-0.596288444206851	-1.31364317937153	1.0123495795492	1.07088508104194	0.757847073965394	-0.14438860467123	0.38861728515752	-0.188310932189087	1.24776098334096	2.2049854266179	1.84144396172662	1.1717197927718	0.323249722973975	0.527688493368488	-0.276457623853928	-0.383249698702245	-0.238708459420896	1.00333425378487	-1.0259214813493	-1.27286520843568	-1.05086426522719	-1.22180864679363	-0.381596579551096	-0.662907074160792	-0.1729457860859	-0.152281666300915
pantothenic_acid	-0.439649431000019	0.0265149546861857	0	0.219833072362405	0.932104958284078	0.777234940945315	-1.11285926066977	-0.13097207722719	-0.375206366735232	-0.802793498145932	-0.287569875815744	-0.138806628937589	-1.59260682508485	-0.626981294316182	-0.405195769386374	-0.521237355822569	-0.420312839168931	-0.811461439207134	-0.879174711222661	-0.6694845635697	-0.247506740033675	-0.842493726163792	-0.618884590466958	-0.518658129444142	-0.851629508051872	-0.489117187836049	-0.643206456082962	-0.767762586123335	-0.612142030626587	-0.417020672393453	-0.347292789940556	-0.414852440462916	-0.282887519161078	0.0903741511145774	0.287507410886892	0.435718347688742
phenylalanine	0.420313426816295	0	-0.00284884731398001	0.77363132285752	0.677669696752195	0.504251086130066	0.418429460673524	0.390231931805828	0.100456616855977	0.368690261369597	0.0365587952282748	-0.0383174545949238	0.312411731720096	0.279408514482558	0.568596256580226	0.62036939995492	0.483923588696039	0.689364911730564	0.311622155772532	0.475762118650272	0.66207022225195	0.3322047129331	-0.00306372994677883	0.58716389975153	0.39576986867072	0.615468546289722	0.571944001790247	0.481937778450563	0.224352464865467	0.643377628111895	0.182861085636327	0.0482485201184118	0.150230795272541	0.386786028105775	0.582949163853694	0.548180145753617
phosphocholine	0.10418067172192	0	-0.100759372718866	-1.46399062936233	-1.48049258638986	-1.58922357514197	-0.799575437776598	-0.512390016931901	-0.697387504794233	-0.662245801755267	-0.778579017388322	-0.682314297134765	-2.85818741332739	-3.09111725974839	-2.962422066996	-1.57911092889212	-1.53923915226466	-1.2375329320983	-3.9224167381096	-3.98557053829127	-3.40061815337956	-3.80864803388551	-3.75344009645241	-3.89919470685754	-1.43984898670707	-1.2071319724382	-1.3976068645147	-2.07313491779727	-1.72324556455099	-1.66730921795034	-0.389634904748444	-0.341598243714256	-0.301524764386527	-1.61573614382683	-1.50016067905281	-1.24435881579592
phosphocreatine	NA	0	NA	0.993726254581784	0.558583781848025	NA	0.672625767813944	0.242953808264206	0.47651526696909	NA	NA	-0.255145081198385	NA	NA	1.08064691168666	0.641021704910513	NA	-0.773328107723409	1.62265996637359	NA	1.60724768310173	2.74501024870522	1.09977751282402	NA	1.33892136309561	NA	NA	2.8855050011972	0.676051941952898	NA	4.09740154030931	-0.049152711329246	NA	6.44922239055335	1.22780515196593	NA
phosphoenolpyruvate	0	0.10118507572861	-0.100218813889685	1.93092867504781	0.95530712251969	0.36677921869345	-0.149470541218279	0.137338809468743	-0.293200213816315	-0.0877204897011881	-0.285823764786603	-0.557062983086808	0.898884380796384	0.555238871336446	0.078675270508206	-0.0539424102713817	-0.304454599068347	-0.37079821849475	0.565765874740625	-0.566572228095673	0.0479378854747805	0.989914019745409	-0.393256248472727	-1.17966599740983	-0.672067803460587	-0.728092379230396	-1.35813398366418	-0.117053801231832	-0.785494416816243	-1.03084807120103	-0.10179610644663	-0.440946367650151	-0.740663948652683	0.261373499661801	-0.448741890350485	-1.06058373597018
phosphoethanolamine	-2.57376739282211	0	0.282598095359245	-1.31347386869793	0.734465509720045	0.932520849069534	0.0481400214554279	0.824627945289522	1.20321305066893	-2.66188304487214	-0.243505363465912	0.399634007893691	1.19247481195884	0.914576216324747	1.48246974009351	-1.2699056475667	-1.62372825661498	-2.32130479143493	2.95537926404565	3.01487055467962	3.63873353766553	2.99819470811029	3.0257307231703	2.81276847460902	0.0349544883480156	0.378872995878398	-0.213990508542362	0.261598589956802	-0.280401996936312	-1.11041467910889	-1.15783699688552	0.00504166963089739	0.162110948696207	0.947854415674989	1.11655943183419	1.13078309359707
phosphoserine	0	0.115891732990946	-0.47940097441152	0.53364139413036	0.318343292439264	0.0766115085802315	0.0279231757711626	0.128631487202254	-0.0737062836510478	-0.685239833286608	-1.62460023868132	-2.06355361013889	4.14172993283849	4.22142385309277	4.25788518839423	-1.17931925483761	-1.28131368761803	-1.51651558423801	4.97117598317815	4.8048953088669	5.29121591357805	4.63697951835203	4.53573941629826	4.4529604622899	-1.09160732720485	-1.12268847481842	-1.52721192996951	-1.44106519752386	-1.86459514525296	-1.49761742950013	0.499675490078718	0.143613622798915	0.0734795193344702	1.93840387109309	2.04415164804724	2.30195951233104
pipecolic_acid	-0.422478256454038	0.326374198106658	NA	NA	-0.201378521445903	-1.5145874642909	NA	-0.75789212021542	NA	-1.68201473462564	NA	NA	-1.30929397162458	NA	-2.17645721603407	-0.697048040484759	0.0327992772039963	0.189452875157787	-0.262702401122192	0.501338645122559	1.26134055178479	-0.433685181400725	-2.03460720534414	0.757997883889075	NA	-0.0737711868835045	-1.53762545334145	-1.18307854646181	0.809774723354887	NA	-0.471893313432362	-1.32967765038427	-1.25353327157411	-0.346834223697914	NA	-0.604279327538064
proline	0.144180926806696	0	-0.0863694169487844	-0.232937175800208	-0.0457877381634572	-0.255597910281263	-0.222473835396709	0.16559725151461	-0.0700638505549874	-0.18470375831511	-0.189635302429928	-0.150300430321333	-0.90963694509653	-0.873410636107724	-0.696503547710933	-0.192805871435832	-0.093069404947292	-0.0234768980393895	-1.32671233990028	NA	-0.813973332171593	-1.31481132493567	-1.21840223685612	-0.780746927882176	-0.167626670731245	0.111719368715171	-0.0820226126709326	-0.521980834751215	-0.203724248783011	-0.0314615463413618	0.0663464525399696	0.0818794552283748	0.0401252060620533	-0.562011205159334	-0.221688428196684	-0.126140551697447
propionylcarnitine	0	0.0787658892181003	-0.148171179837783	-0.609063345923126	-0.885038498822551	-0.915825497001661	-0.159115059516649	0.145206032235924	-0.0939553236530941	0.194765968931025	-0.0643637371305702	-0.0979407822668553	0.466093734517808	0.0168876221782261	0.0997569746667822	-0.567548840451792	-2.2932696156838	-1.19432913112618	1.52217669410067	1.19084540218355	1.55695248244372	0.80454464586888	0.419220519506179	0.293130211472429	-0.378144362462727	-1.29697866264131	-1.26933720002215	0.105543610771155	-0.413312655280279	-0.336427509402285	0.276733125142455	-0.633834273369289	-0.835005079367238	1.58649056137285	-1.52786206276612	-1.53137498050828
PRPP	-1.00910518709499	0.31402871013075	0	NA	0.40820703654533	0.241718209174867	-1.3922984412376	0.198147636958412	-0.944197314710642	-0.919614760215924	-0.943621766019435	-1.07421329677725	2.47019582590918	3.07723546240134	2.83986138503824	2.00049204606154	1.84635499258783	1.90801069141506	3.14086918446669	2.95492741988673	3.38627217881488	2.63207183411121	2.2979503163094	2.18392563971702	0.885004280991666	1.10489228695576	0.423054532491424	2.63709917653263	2.59491263570393	1.99905492124533	0.140780292062569	-0.574432214811558	-0.809591038956505	-1.09411491403523	-1.4107237540066	-1.63608548586691
pseudouridine	0.347416084004909	0	-0.00450313866034816	-1.12084132995716	-1.26287909068549	-1.01832172793743	1.26147423855873	1.54488988106377	0.948536193660267	1.800615051809	1.94286085212809	3.28392450228607	1.48934892804907	0.561357510531074	1.069785830456	-1.1065350397415	-0.97490368437742	-0.835855378395211	-0.797269861325752	-0.526778311500966	-0.317322144910021	-0.446225640833924	-0.780003206184941	-0.139262967438356	-1.66840912429386	-1.56761993996173	-1.7676633475254	-1.55703299726075	-1.18369660847331	-1.08353203955091	0.298271116872971	-0.0655298835258498	-0.044768516655766	-0.610429408880527	-1.95882397151068	-1.45191790689325
pyruvate	-0.41849741380889	0.324000067715215	NA	1.97399554504261	2.03140872045156	2.69699233141436	0.765041280904157	1.37196255202762	-0.610437944998255	-0.0701970332489303	-0.445864002964315	-0.0864252821999041	0.344500246842845	0.835103751500966	1.75340269217116	-0.274153141542505	-0.501627931183113	-0.860074389293681	1.73564794724133	1.65639987192101	2.0479960689113	1.77280785925069	1.08500333800854	2.10446229519151	0.412894022877054	0.625779230261044	NA	0.258143352570939	0.200157543544618	0.839062690522762	0.373443110603083	-0.391797765123069	0.0549289291644287	2.51401711438398	2.78939124027603	2.9644451531675
ribose_1-phosphate	0.275936343457571	0	-0.110304781638186	0.164264743049485	0.0225738238793504	-0.123586591376123	-0.793133872356082	-0.597658199046306	-0.563780603502191	0.304589195277676	0.0540293795272953	0.0402415549562768	1.93505792278788	1.77263963143738	1.86445249670001	-1.03303950609867	-1.11904437828687	-0.668951303085435	1.34758917071833	1.32042233542259	1.69662577210114	0.947391737643953	1.06152552109659	0.946163928482445	-2.51597504139215	-4.38869586464383	-2.37225765778198	-0.619960059266484	-0.236265177280129	-0.329213237563749	-0.972057775551664	-1.21308610428642	-0.857668679101821	-1.80967928205799	NA	-2.60008185204999
ribose_ribulose_5-phosphate	-0.160558359741557	0.0614927080894123	0	1.3726994609448	0.56071879391034	0.0154594453640015	-1.13303661907767	-0.0618284602635146	0.675129946937693	1.62765860141548	0.569088236208525	0.0980303475782941	4.01982258753581	4.46510068674151	4.46348962128658	2.58738638391306	2.42078011448565	2.71292292248706	4.7516853683913	4.65180217769481	5.20522728532646	4.59711826710653	4.37020262293684	4.37470766958354	1.67895830743275	1.53952318834239	1.69413553280614	2.90726124483721	2.31041339364917	3.47571743266352	1.66159248981093	1.68247687557681	1.8240178232626	0.319753077331915	0.577155892987597	0.0274709854579463
S-adenosylhomocysteine	0.441987179359073	0	-0.00180162257478874	-0.895179693532215	-0.818374439669809	-1.03556124651422	-0.523657822289257	-0.123587675780271	-0.215183939047914	-0.184825378519943	-0.234255665501119	-0.0328734044731396	-1.76093916995802	-1.9278572617619	-1.80364367092398	-1.09737414460809	-1.08527803620217	-0.948925303590271	-2.33200080998868	-2.32927860516685	-1.60161600356462	-2.49751211938587	-2.2160766233205	-2.13766345003653	-0.954611860998516	-0.696228800999719	-1.03668067395234	-1.55925292293211	-1.25017491910511	-1.02500418085564	-0.0993264221897911	0.157751604672855	0.0665996417762837	-1.22913022820224	-1.00456919725693	-0.714660883993366
S-adenosylmethionine	0.0711805943943047	0	-0.100491666796664	0.95141136845907	1.11460259569998	0.993368954285559	-0.00186216639028366	0.426720630086138	0.107018879799	-0.0563260857761347	0.00228021396606665	0.0282097220512915	-0.241561515633766	-0.20182114699655	0.0117150146337409	-0.236313357986679	-0.216173870438008	-0.123287435220575	-0.113475067325654	-0.572146984370854	-0.225354220630744	0.0235817496904574	-0.103490891583616	-0.365505583555953	0.405629694556662	0.481710002979708	0.140168501170685	0.146233539921997	0.465309311695965	0.475483257489701	0.259200260437534	0.221334281814087	0.129232065018808	0.690526017394827	0.767141134962422	0.998487114394642
SAICAR	0.28610657171703	0	-0.176102979197743	-6.87244474859722	NA	-10.7730663028967	-8.20782078763088	-3.88169504473216	-10.6619654338443	-2.08629222737079	-2.22178028823513	-1.97413521301675	-6.59227197458875	NA	NA	2.03382838746459	1.95851487555104	2.13068423013657	-6.68381124352208	-7.58569249408723	NA	NA	NA	NA	0.507970866242375	0.784753501894005	0.503814480750258	1.95851487555104	2.17293122903032	2.11136879240428	-7.40021255496165	-8.25045729499506	-8.64228675231742	-10.1187486047448	NA	NA
sarcosine	0.20337157342238	0	-0.0238034184310603	0.900637029247664	1.18856352664368	0.966809043054637	0.235755911769337	0.589408775839108	0.393789458082367	0.244726803013065	0.176409543325267	0.331373273963694	0.526912912987247	0.421411185655817	0.702887344151346	-0.534245607683706	-0.505248850442114	-0.266738627978786	0.212510643532936	0.372431614620753	0.79412902152065	0.0722482662544642	0.2365939614073	0.430549628450104	-0.054721413803541	0.155077029067929	0.00308647348629088	-0.727721404126773	-0.269584330537504	-0.114423847200281	0.31741808929203	0.484815619517658	0.466884134182788	0.884536287612103	1.08272784822288	1.32200015710349
sedoheptulose_7-phosphate	0.168970470458006	0	-0.229510406113808	0.904068395064043	0.622080596463071	0.335001172698957	-0.301418723363954	-0.258599672920113	-0.598410486682604	0.0245665113041835	-0.0120651254470529	-0.43866693944427	-1.8203269123754	-1.94674917627197	-1.87292777943035	1.5250855819809	1.52424170561867	1.68002457800053	-2.05570021357325	-2.24144178378185	-1.57559522662674	-2.24055378538243	-2.28971867963439	-2.50331705216801	1.96123945537006	2.11433828317193	1.8418081582561	1.57098935510022	1.65788304074617	1.77088721664544	0.0524595025210045	-0.104253003346303	-0.172841073412922	-0.915331534175119	-0.821816263309269	-0.761454533259142
serine	0	-0.0230217636981121	0.0268457432291614	1.15960356352277	1.26675432278891	1.2303464319382	0.492379527537283	0.709492992908355	0.631140868400098	-0.154216640180944	-0.259181450681434	-0.356367084191558	0.658324216004099	0.715377985478199	0.98488423711896	0.244074427147546	0.358859193324757	0.59668052360303	0.421635616394218	0.618391721952366	1.02200585404103	0.633373181508996	0.7718798255737	1.05818520889827	0.824456481676075	1.107105384088	1.05627816747045	-0.0311663698365305	0.147223420839905	0.407415599013332	1.11693452826707	1.13644168340937	1.26396607439366	1.66801092261102	1.88202792177189	2.08921210598811
succinate	0.327574140502186	-0.114025147433971	0	-1.73494767862232	-1.54998391034752	-1.83985424582675	-0.464409424288974	-0.278712226966784	-0.582458405709995	0.014024398403921	-0.0786782216624924	0.199756101182055	-1.67007904472649	-1.92533930776365	-1.63271968337293	-2.37567747755002	-2.21231686768066	-2.18450448697751	-2.22593820784798	-2.22373458025219	-1.72538197283305	-2.24256443464594	-2.18455632680344	-2.27192413353535	-2.44898973851338	-2.21819275653762	-2.68297615976838	-2.35075145191888	-2.15212438915031	-2.31712240223225	0.0401570354008253	0.0087345284651294	0.057247273627717	-1.53644321263798	-1.70204329944715	-1.49423257171988
taurine	0.157669820592454	0	-0.0805160194621982	0.534140042093643	0.535586502393062	0.396891279255136	-0.0640672442695524	0.0772868150344144	-0.0120126903072364	0.00424598115832474	-0.233019749949306	-0.109693615374344	0.4921422526435	0.227752056848748	0.440493374524127	-0.792812882420491	-0.893555006272049	-0.51919340885801	0.366037848269265	0.351374704328916	0.903369865649567	0.381026203478157	0.443455920388863	0.416082166646035	-0.452543194208001	-0.268049439784638	-0.528171500541601	-0.301415520624324	-0.104293084350322	-0.00272040803314937	-0.341841022008958	-0.389947581243997	-0.323807674859254	0.186421534348513	0.190554359418524	0.420357547298081
threonine	0.241035447871243	-0.0154548691637775	0	0.813027730113875	1.00216717896538	0.853323195692149	0.255772771540321	0.556906274515605	0.407393405085768	0.198072415517975	0.0866873109999951	0.123296992314967	0.335380813473502	0.388136958394907	0.645182339655873	0.538382503147729	0.51242939292971	0.758022659030952	0.11550341585168	0.288824585656241	0.59010604593682	0.296887724520116	0.161427239107065	0.492639219341135	0.592508770924032	0.897568119325148	0.81005878718055	0.292196300877271	0.357909422676993	0.656951318581909	0.0669648033338977	0.0601780061067094	0.108450650019034	0.741219575893538	0.95678580827283	1.0246395347395
tryptophan	0.361108775273218	-0.127160073862569	0	0.661552858908428	0.550135026703119	0.495375011120769	0.558781783215879	0.493395796952394	0.136462084101604	0.506376123241498	0.226221162003733	0.123789467774521	0.484888124369391	0.548062424382419	0.831594819555387	0.831285545657074	0.868544821575351	1.0337690478604	0.533122267500322	0.689112059281326	0.843632861901683	0.486878142510556	0.114391723358517	0.771789594160947	0.595318321991379	0.843770419480429	0.880794812474869	0.822490447544014	0.512012071718764	0.969763237883653	0.442795650080737	0.249942672298699	0.447056542462726	0.515436617051934	0.848446273537828	0.69997754217401
tyrosine	0.109267278254679	-0.24742374117888	0	1.060759970941	0.523054953381965	0.526518001706464	0.0745680737443323	0.32774544215386	0.00313132305472487	0.255184038708891	0.0816125058383542	-0.00392304414890902	0.128767003538226	0.273341266903324	0.612558336085776	0.481942505017223	0.483643843735894	0.674160434802981	0.262186710420635	0.475254304140421	0.52760084081787	0.16540156598242	-0.09948028889135	0.626732450728789	0.211797369444445	0.464230998078696	0.448953194301349	0.365851346536777	0.187987662596069	0.673612474903515	0.183742793844338	0.095086254444247	0.226649828562894	0.364217046813812	0.652601567068995	0.684218822911921
