,1_DMSO_rep1,2_DMSO_rep2,3_DMSO_rep3,4_HU_rep1,5_HU_rep2,6_HU_rep3,7_dA_rep1,8_dA_rep2,9_dA_rep3,10_dC_rep1,11_dC_rep2,12_dC_rep3,13_dG_rep1,14_dG_rep2,15_dG_rep3,16_T_rep1,17_T_rep2,18_T_rep3,19_rA_rep1,20_rA_rep2,21_rA_rep3,22_rC_rep1,23_rC_rep2,24_rC_rep3,25_rG_rep1,26_rG_rep2,27_rG_rep3,28_rU_rep1,29_rU_rep2,30_rU_rep3,31_rU10_rep1,32_rU10_rep2,33_rU10_rep3,34_rot_rep1,35_rot_rep2,36_rot_rep3,37_rot_hxu_rep1,38_rot_hxui_rep2,39_rot_hxu_rep3
adenosine,0.246331447209402,-0.0951960311318233,0,0.655058007333829,0.253038115675262,0.394880056531617,-0.544646362383494,-0.296086290439632,-0.640400645392945,-0.292792109746416,-0.00775284904349973,0.091431852770858,0.475459871308985,0.174203853625781,0.247328925862036,0.0502847303357453,-0.0643892976066053,0.0832431273630108,0.230131784876714,0.428429254963196,0.342177391160426,-0.70259861574337,-0.246662251796603,0.0536923580454644,-0.0155725479955893,0.380330005069925,0.165974195950355,0.429360538121621,0.0407800601787925,0.199288346085178,1.18032394079492,2.39803468787575,2.52126413534991,0.426328469369364,0.610190899763493,0.746006393153296,0.0113568726475701,-0.0326917636059796,0.149120601687551
ADP,0,-0.082634017425278,0.19524810784588,0.0764727258016007,0.0991531699159027,0.151833843491425,0.192312492830565,0.0978527332735015,-0.0836071119498097,-0.299569479847844,-0.166168546118002,0.048263374014414,-0.957191894389726,-1.34859844960639,-1.1475078156231,0.298092821817413,0.270526943956716,0.534165091040729,-0.119365735521471,0.128283622884651,-0.00622122840155989,-0.865870595314635,-0.76316184754213,-0.801141539361423,-0.989013257547793,-1.05681866015416,-1.11757599226549,-0.274549820994098,-0.452379584145309,-0.30416724780084,-0.924502399371427,-0.808077413438375,-0.707599506091988,0.658196142858403,0.713944621291502,0.673398200964926,-1.66450210763563,-1.93169362497036,-1.66748132105524
ADP-ribose,-0.2124746816395,0,0.124689553489179,0.765124269570095,0.645893108886598,0.813839150763576,0.797875807159414,0.404139971487846,0.697428683670279,0.211757830923345,0.168862127963786,0.632777795572346,0.779241279750336,-0.113147407147784,0.610286862403236,1.51053357206856,1.57954907086579,1.93758846435953,-0.249140317542007,-0.191370669839518,-0.069163243640118,-0.959113187043992,-0.865278147321332,-0.537762488914593,-0.116089722841066,0.484631529645394,0.0524960214471774,0.161000080952126,0.0489268719547968,0.105391014582193,-0.0115873997460956,-0.0665499523262132,0.328280465650931,-0.389135957940737,-0.185207362469033,-0.267567206831369,-0.881073556156293,-0.569460361020768,-0.451228117633495
AICAR,0,-0.00865575196075504,0.233073429692314,NA,NA,NA,NA,NA,NA,-0.954579085899062,-0.931357784692546,-0.734432834893201,-13.31183733388,NA,NA,-8.66967503812868,-9.38384410372768,-11.1465049089077,NA,NA,NA,-1.23227836153103,-1.08851224692051,-1.1157310084866,-13.448345883353,NA,NA,-0.408460525304445,-0.444721961911305,-0.543529345487849,-2.87180089864539,-2.51880485152919,-2.58002605355669,NA,-11.2923403776218,NA,NA,NA,NA
alanine,-0.0707980837636894,0,0.223173997268289,-0.5712220901356,-0.764442389354368,-0.700038057323689,-1.29812660738524,-1.2623148953161,-1.00718104780921,-0.181483958207124,-0.228094027373415,-0.0675512324408429,-2.33433262632116,-2.3886684352874,-2.42111363187586,-0.99688419301923,-0.957217375716214,-0.532091480532791,-0.667469575589594,-0.514537886381596,-0.357128701399748,-0.80235825426687,-0.702157665656461,-0.610168265380223,-2.00053610737418,-2.10641094292063,-2.14244268639925,-0.0429559054439806,-0.230347456200319,-0.048092563331758,-0.534134822935349,-0.413507709326679,-0.33631651325076,-2.3559804665151,-2.50845531261824,-2.48970830127471,-2.63235817473639,-2.60009910611067,-2.44968189014447
alanine_13C3-15N,-0.109079247345885,0,0.147743325688166,0.369573912653895,0.22372748903758,0.0198661748872762,-0.0963616916611404,-0.444103195780949,-0.392976931936185,-0.168508682006276,-0.188688365307822,-0.100111166965318,0.201197596649361,0.038245082880802,0.0983770665276582,-0.337106478764877,-0.346124881061466,-0.132540541696739,-0.357447722714758,-0.41903028005233,-0.258071853318132,-0.726554230658534,-0.522744686376841,-0.639180948086683,0.000462255537931347,0.143852546508988,0.0144584926574402,-0.315108221746159,-0.539409887436637,-0.395848380103626,-0.181214791902481,-0.314310897198987,-0.282583428405461,0.925141730637606,0.752944531703944,0.938858729450799,0.434172636644601,0.0539350401904869,0.422400890231665
allantoin,-1.62068480521315,0.363434042986726,0,NA,NA,-0.498382271615037,NA,NA,NA,-1.32790484967931,-0.658632888260159,0.235671782155881,0.53816907177588,0.567730038817186,-0.722012375626435,-2.17002446102886,NA,NA,NA,-0.133206076479221,NA,NA,-0.567832931232995,NA,NA,NA,NA,-0.325838519823012,0.0950881531373853,0.493112279587541,NA,NA,-0.422057292592378,-0.927379659583624,NA,0.309673604034135,NA,NA,-0.51375204521925
alpha-ketoglutarate,-0.555420271480492,0,0.0919000879233597,-2.77134580411478,-1.22141519146743,-0.902140072769435,-0.316626217745853,-0.685345519329033,-0.250003944329587,-0.635859398723322,-1.30539439190992,-0.580106196144492,-1.59990159112928,-1.65874702992442,-1.64508048717686,-1.22305838802058,-1.87833854537186,-1.31782050023845,-2.45108937607478,-1.18367328582446,-1.6554039852548,-0.861917872860146,-0.825613920685823,-0.986273702724796,-1.59475843245358,-1.85805213154814,-1.49001606877351,-0.855520419866408,-0.707606290700126,-0.572031778583867,-1.45029429715106,-0.666471167893656,-0.181874216340195,-0.581821538196288,-0.759554594455538,-0.678289053436576,-3.03062845968761,-3.05746176104202,-3.07771887535524
AMP,0,0.0359151503501108,-0.0313995541544231,-0.0599555198941755,0.116067681837306,0.207831843138279,0.420176680582239,-0.252021270533785,0.0217726357278232,-0.218955534089214,-0.508699902325881,-0.184157277996778,-0.64472405026192,-0.955032648605935,-0.763818981423774,0.61086729157868,0.460844026409814,0.750215409825271,-0.383713895862599,-0.247502975588612,-0.445405481820701,-0.992889109313845,-0.919043188045949,-0.929990756773941,-0.994064050370513,-0.809364984142062,-0.949655900394886,-0.660417209920699,-0.863323187522424,-0.797392650350307,-0.993534266091,-0.802036903391991,-0.77139435628736,2.32233823711703,2.38421090832638,2.48249904039548,0.93087687303864,0.721395309033213,0.944063529713437
arginine,0.00913851623768411,-0.062380637662999,0,-0.332269302155078,-0.294908944396159,-0.405920675883775,-0.323607269482432,-0.680569081567372,-0.554391906494199,-0.23569300284348,-0.344330315461491,-0.154421285649599,-0.478545590543168,-0.592743795628927,-0.890104347107319,-0.550676541352992,-0.590934913799607,-0.106871212419634,-0.808774789695259,-0.523658667915767,-0.483661403798584,-0.455005317421754,-0.663286566947625,-0.517147170925383,-0.421737632291382,-0.827367116983476,-0.790331157645491,-0.139452479018199,-0.248834264205127,-0.235918751807088,-0.461563078833544,-0.195208192390394,-0.0311877303405182,0.287144582056524,0.0641891026671752,0.108104287950066,0.569375957757576,0.476575545090978,0.520000773467673
arginine_13C6-15N4,0.0355157908188802,-0.051663177522857,0,0.219614594989775,0.148190428205349,0.060182774554278,-0.0430927989691041,-0.32203615248727,-0.479639782952786,-0.256409710180551,-0.347923645925661,-0.18353787415161,0.453437396073622,-0.110499085340757,0.0836006806002758,-0.214229099770984,-0.325017863347721,-0.189855893029824,-0.465368394258578,-0.38796686717003,-0.463137570462214,-0.548777803828089,-0.687923461375201,-0.707803685920565,-0.00208312111812103,-0.0404245105769836,-0.0125031002859146,-0.262331065693385,-0.511525879408635,-0.524123895991406,-0.391797594614058,-0.266965098247988,-0.264810439945065,0.877802342134088,0.667970396319093,0.889234843998949,0.562462414447177,0.171430954715216,0.386893711368709
argininosuccinate,0,-0.0707302129719676,0.0510433743214862,-0.712738714405785,-0.631346468191592,-0.918475380045505,-1.0620301500747,-0.961851950803951,-1.07179242256244,-0.346817801695744,-0.502946273746409,-0.438527569034288,-1.84645531715502,-2.00571636956404,-1.97104021408809,-0.590947498363523,-0.718265137359305,-0.577746607131613,-0.885126943775032,-0.729734856485488,-0.813015406683662,-0.586627160730521,-0.598475908920096,-0.727364645336934,-1.84934205376937,-2.00561544361657,-1.9814685267209,-0.204093491699917,-0.4219614558713,-0.385203116488554,-0.842974853205683,-0.586146327571627,-0.709671078892092,-2.61125630827006,-2.69280973330484,-2.82643422603002,-2.11774410509274,-2.36321211482859,-2.35503610813018
asparagine,-0.000741858154008903,0,0.0754175632526453,-0.672495561875811,-0.520333580064141,-0.658561166385022,-0.922443573892329,-0.914835305847601,-0.840944349267358,-0.393726177595555,-0.393738748193556,-0.113986087196869,-1.26905837757316,-1.42606180988193,-1.3702829555582,-0.57837760668736,-0.879392504816206,-0.610948025604844,-0.4092240995515,-0.252524655165548,-0.317850151360931,-0.491616930208752,-0.592695032511639,-0.488708398766661,-1.04868715436027,-1.35114532517371,-1.26108940999925,-0.162909108262439,-0.312447900816887,-0.231695569112567,-0.677545011462693,-0.541288260887709,-0.353473650535597,-1.45229427225614,-1.62837701410896,-1.55631045619698,-1.5532304898245,-1.60406320735117,-1.47475127645305
aspartate,0,-0.0620557863841441,0.02867660457547,0.748333284609929,0.840703416501604,0.878250683986551,0.166775231774698,-0.142272480175322,-0.20162370816716,-0.419664714503929,-0.315739585125224,-0.0488827338278137,0.234515734250867,-0.0963308748740598,0.0602437893517517,0.366174803262145,0.205901007964634,0.523895398533438,0.507439546937734,0.60733346219907,0.460347889179772,-0.592689529819805,-0.581290484039045,-0.373523899623605,0.398430638338379,0.414834727226805,0.411797657209024,-0.0829169303840575,-0.214772847399716,-0.172336814380018,-0.123360608206678,0.066413377697852,0.171843646902765,-2.42777525817461,-2.58945214359002,-2.5567846842809,-2.11414801298398,-2.07635388070251,-1.898947363249
aspartate_13C4-15N,0,-0.0817290446934388,0.0296678074961597,-0.0359788586670991,0.0858412390979336,0.0667650821628957,-0.0194248331499143,-0.217557981336426,-0.396983666925787,-0.403627457573036,-0.293179379611209,-0.0575924492239821,0.550682705047384,0.0927186320583896,0.337177224552053,-0.127666746030259,-0.278195858190765,-0.0991631274782161,-0.539440992671924,-0.341800453337465,-0.503668442944586,-0.683317140657013,-0.637413293723543,-0.511942342930203,0.0929409766119406,0.24997418029605,0.16518693754323,-0.322637885242147,-0.534157734183148,-0.666639498313399,-0.364752882879974,-0.188740204122721,-0.112431333610844,1.36452867658699,1.1873349125067,1.43545957193691,0.997030379326681,0.703082964115712,1.05286108375112
ATP,-0.0686500933705643,0,0.00181136389595924,0.00987137742166257,0.134804965230841,-0.145226385170632,0.252712043535976,0.183203755768705,0.0822096011386468,0.0219044513989577,-0.163375602620298,-0.138006074329846,-1.97162822242602,-2.1282176778909,-2.34126288143773,-0.410828321138901,-0.54467159597844,-0.444265551615927,0.362373452854521,0.532024049557022,0.316114054521724,-1.00305824136698,-1.12236347851509,-1.2583458496732,-1.7054760848892,-1.90979141018223,-2.01528878420118,-0.666671607911116,-0.99161336646113,-1.05117223854294,-1.66550416003893,-1.80690807217045,-1.75064782639363,-1.90532945057067,-2.12321286359956,-2.35314675240393,-4.94034574703986,-5.18185987826401,-5.11669561267014
beta-alanine,-0.0976589622745106,0,0.226277418878032,-0.603731114796293,-0.787065206651333,-0.732800172003366,-1.32909207313579,-1.29126903714134,-1.03941718437274,-0.184845517857691,-0.21958618080867,-0.0926756713037771,-2.36439798040803,-2.42095449390436,-2.45177409769948,-1.02710115887962,-0.983331601747177,-0.557808780775768,-0.693120395937701,-0.53958753955382,-0.35725831032925,-0.822714735830714,-0.725484499331082,-0.634670561884734,-2.03138077803149,-2.12832824642835,-2.16595462179334,-0.0732508839299208,-0.256803057629337,-0.0434805357345665,-0.531253740129013,-0.440601878413354,-0.362704777955976,-2.37821890462287,-2.53498954567761,-2.50625655067197,-2.6383597862946,-2.54311567368736,-2.45116419829669
betaine,0.095444155867699,-0.102208595768564,NA,0.211098631776322,1.20061007903601,-0.328684766743899,NA,-0.343452243275618,0.353122848322698,1.08605932094743,1.12875867801128,1.48382286670218,-1.59397654717901,-0.624688473416647,NA,NA,NA,NA,0.320380650890755,NA,NA,-0.744199994183085,-1.59685190002571,-1.50651617589807,-0.613537793515123,NA,-0.408482829902005,-0.870095129719089,0.408387322937302,NA,NA,-1.96299940573093,NA,1.59391873472859,NA,0.965043896258464,0.650509120912796,1.52880029949075,0.480066508233234
carbamoyl_aspartate,-0.0563526637880413,0,0.0633028959897095,-2.77015022303875,-3.12088456825764,-3.02981213920076,-2.11049680350013,-2.50476990512958,-2.17040017134573,-0.917893615753059,-1.08704287310713,-0.696040014646138,-2.71596375363629,-3.08809068872529,-3.43117326708716,-2.5328034510667,-2.27745959960363,-2.21018216712497,-2.74404776332462,-2.61031662770299,-2.47875969842784,-0.897971275104382,-0.999890636495367,-0.853733757721614,-3.22620145585262,-3.30514106804755,-3.0556808722393,-4.32993809485904,-5.05341050541597,-5.23496279996733,-8.72389398797099,-7.77860198182246,-8.00643421333868,NA,NA,-7.04399478536122,NA,-6.61242083107732,-6.19606584808577
carnitine,-0.240596592519512,0,0.0571708405529646,0.365279395439308,0.500084721623429,0.515061929864086,-0.188367168652837,-0.380620497382815,-0.378543114137374,-0.0041956246336393,-0.00265086710239344,0.188669046362231,-0.161945200766248,-0.410315193497018,-0.403687828668065,0.0541638628348778,-0.156493011182325,0.179251560753654,-0.26841983189884,-0.102029947975254,-0.0325925522999887,-0.284446993370214,-0.295324342358119,-0.308592306756487,-0.361012034261509,-0.353453600070696,-0.461078880308951,-0.0196202616000001,-0.0954247696684289,0.0431575513390216,-0.4068770866955,-0.267534965179987,-0.163067994668714,0.627117218224254,0.6666068494532,0.674639316710892,0.72120055345568,0.533499359674004,0.657395533804004
carnosine,0.834390449975789,-0.288871384788219,0,1.51463044710597,2.01834571135547,0.104063963691061,-0.497477217509489,NA,-0.507949748028952,0.385830893248716,NA,-0.0126175691269646,2.31636406742268,1.24992725865453,-0.0634151110548117,-0.936469920300748,-0.680741031516295,2.72119570158457,-0.69391824547563,-0.399764129639536,-0.431673568921526,-1.10262920801703,-1.42316703932584,0.156151858182467,0.516111144505013,0.540845971799177,1.21880997835536,NA,-0.635985265774803,NA,-0.989243809613958,-0.533676813446582,-0.197573764518935,1.02844422981987,NA,NA,-1.01326466978273,-0.359382168663891,NA
CDP,-0.00906880135588256,0,0.144725661018496,0.414475535949813,0.475601448788825,0.442372921647568,-0.387497116049888,-0.52475462430053,-0.676096927853806,-0.200478716889329,-0.158610641534052,0.0738967379313833,-1.04775489006339,-1.25468585777928,-1.2216289885624,0.809160099233312,0.856944009803502,0.961050231990313,-1.39420337426645,-1.12858166811137,-1.25007159743045,2.06380684406305,2.12616028164391,2.04441293256264,-0.837723532042563,-0.740429152949118,-0.822320397326318,0.949814146256715,0.713318082566222,0.743998976027476,1.14119830737671,1.30959212636083,1.33005985141344,0.432804958374426,0.439917775450279,0.490343495821863,-1.83526043719889,-1.99253198984718,-1.83985700922117
choline,0,-0.0809087326539343,0.12311316293797,2.87915427510722,2.7147164802988,2.94193821073551,1.47216106371102,0.794955742297913,0.97576068249066,1.07270100999159,0.678141744225012,0.916414563982343,2.5795689382887,2.38164696087666,2.36512020746196,2.40195337265719,2.01004281986653,2.77001935733859,2.27236741401153,2.23272429574393,2.4459857423791,0.404754922267522,0.087290506222452,0.590470499819354,2.77592533582953,2.67817115057654,2.70452167310533,1.02792192440028,0.535673288561323,0.720090784556523,1.33078121401641,0.902510459994118,1.19897983270956,1.63776124213394,1.46706663670801,1.63415924257978,1.13301635725609,1.02671115610853,1.28081038386774
cis-aconitate,0.112055710196011,0,-0.039128018755652,-0.816491384981227,-0.767708625330778,-0.81737126001475,-0.903473177287957,-1.0932497674487,-0.896598625090568,-0.672917495901259,-0.844376799268158,-0.661934474649778,-0.155727522278406,-0.344630883413401,-0.388955710266975,-1.08299180391073,-1.11512151370246,-0.766104981001746,-1.08867525989565,-0.92994422013311,-0.856858619383366,-0.642116313073099,-0.661692450685513,-0.493020708306258,-0.418798027111807,-0.705875298809487,-0.587139073924492,-0.386501307506726,-0.669869333464706,-0.569065119336142,-0.736156007384216,-0.760040120401611,-0.6602492702517,-3.31518750275299,-3.31618796262397,-3.28497248622778,-4.33782840544473,-4.24646945009214,-4.74334124990466
citrate,-0.463492877226486,0,0.127578280970652,-0.696392096397775,-0.371539902334743,-0.536951857632554,-1.13387858751407,-1.10735689201558,-0.855061894315923,-0.184706166145099,-0.424548262139289,-0.350920426502393,-0.986084657109945,-0.972940404172136,-0.717973161292343,-0.783729896360079,-0.52267148771877,-0.230408489974554,-1.28161510623612,-0.931713637407768,-0.787693119164337,0.0804611429137847,0.0533333649910022,0.0884012679558461,-0.908557946477442,-1.25001933573212,-1.19367334254919,0.349255206608794,0.00388376125746544,0.147667681470176,0.365457878022605,0.0948141575989438,0.369333627932424,-2.45066102808816,-3.27335195770966,-2.66192372571996,-3.77157534314204,-3.83795721585606,-3.68146786871981
citrulline,0,-0.00307704242067451,0.150945962292435,0.139257649108521,0.16504518667445,0.142835694945925,0.116459482099978,-0.159955035001439,-0.00389237636493358,-0.0349910209602534,-0.390536249021248,-0.0120661424444552,-0.345457866763019,-1.31706814866278,-0.801504469517911,0.442722234199707,0.221629012799363,0.488382408828429,-0.499134481496218,-0.274629928288896,-0.355055835825536,-0.37856226880066,-0.365722124120743,-0.0361586763996594,-0.11148965251318,-0.585880211752656,-0.25383229624998,0.118445779741687,0.380665114616481,0.223986298082241,-0.0304504136486675,0.271854142677969,0.558903480912465,1.6173384143637,1.30414469368069,1.37223693712511,0.734338731848443,0.560874011996537,1.20162958308188
CMP,-0.263330303811881,0.0695117400795418,0,0.510315343693448,0.770914571477449,0.711020117714916,-0.272462733241785,-0.778876227189075,-0.538767517716314,-0.482502911442422,-0.321801340680789,-0.0792161637859936,-0.827473132873786,-1.27633752319891,-1.05057715789978,1.15794611151054,0.804629851700104,1.14911690545103,-1.47801169812114,-1.14518022006521,-1.26520375676689,1.91480472254539,1.95771184198454,1.94495587995279,-0.734519761429662,-0.784159063726222,-0.901449918552357,0.654343653615991,0.632800977465641,0.221662427013904,0.71400256560271,1.02881688921838,0.965622973147132,1.7090132051867,1.74638351855909,1.76977274087541,0.542417500836179,0.688346331797207,0.631819621000457
creatine,-0.139893630809902,0,0.205990856884583,-0.0844375972833884,-0.10509245514665,-0.15280877277606,-0.34412130390265,-0.656585503903597,-0.481274760138425,-0.111101193766824,-0.177882545475623,-0.138396641386755,-0.249596256246135,-0.447589862354853,-0.386504215398917,-0.456503381626857,-0.429013989013022,-0.0883423397886188,-0.402395216729905,-0.367825587796511,-0.15348457222504,-0.714113322269727,-0.614656037415454,-0.598205708783559,-0.270446988142596,-0.353154606013954,-0.432355304639388,-0.246199998605293,-0.423934016459731,-0.299602859216717,-0.480754415627182,-0.371139996725996,-0.434141484590932,0.214482097691909,0.190381355907699,0.211449996573518,-0.923536680287453,-0.914607387594503,-0.759385401986268
creatinine,-0.906103234696023,0.3336089318554,0,-1.20849647701049,-0.122710702499,-0.490509910601622,-1.080734969862,-1.07647391213637,0.191394982254804,-0.482371107946142,-0.983310498275027,-0.110022753049126,-1.46311108630653,-0.986643513659126,-1.22514467590977,-0.0890597698771752,-1.22710126010418,-0.455071951651702,-1.38712237045799,-0.69074184086586,-0.884350376871099,-1.4587803179664,-1.16754627392973,-1.19903234435525,-1.00274958369399,-0.837610658023808,-0.95173014639718,-0.894191960994195,-0.725085334691781,-0.468290070749503,-1.36916468210271,-1.42919459845281,-0.591558614098442,-1.0187266446626,-1.13642296544494,-0.876803952259983,-0.502000384322135,-1.23112690401905,-0.645112756281741
