Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
WikiPathways,27,WP3599,Transcription factor regulation in adipogenesis,,-3.4,11,6.1,30242,22,500,4,0.8,0.4,1050|1051|1052|1385,CEBPA|CEBPB|CEBPD|CREB1,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-3.4,4,4.6,30242,135,500,9,1.8,0.59,1385|2874|6396|8086|9611|9972|55706|129401|348995,CREB1|GPS2|SEC13|AAAS|NCOR1|NUP153|NDC1|NUP35|NUP43,-1.8,MyList
Reactome Gene Sets,6,R-HSA-168273,Influenza Viral RNA Transcription and Replication,,-3.4,4,4.6,30242,135,500,9,1.8,0.59,5431|5432|6396|8086|9972|55706|129401|200916|348995,POLR2B|POLR2C|SEC13|AAAS|NUP153|NDC1|NUP35|RPL22L1|NUP43,-1.8,MyList
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-3.4,2.3,4,30242,555,500,21,4.2,0.9,1385|1723|1984|3065|3635|3684|5591|6285|6421|6647|7157|8893|10181|23411|25855|29108|29948|54556|55749|96459|138151,CREB1|DHODH|EIF5A|HDAC1|INPP5D|ITGAM|PRKDC|S100B|SFPQ|SOD1|TP53|EIF2B5|RBM5|SIRT1|BRMS1|PYCARD|OSGIN1|ING3|CCAR1|FNIP1|NACC2,-1.8,MyList
WikiPathways,27,WP4320,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,,-3.4,7.8,5.5,30242,39,500,5,1,0.44,3065|3066|7157|9219|53615,HDAC1|HDAC2|TP53|MTA2|MBD3,-1.8,MyList
GO Biological Processes,19,GO:1903115,regulation of actin filament-based movement,19_GO:0051179 localization,-3.4,7.8,5.5,30242,39,500,5,1,0.44,476|488|3759|5142|85366,ATP1A1|ATP2A2|KCNJ2|PDE4B|MYLK2,-1.8,MyList
GO Biological Processes,19,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.3,6,5.1,30242,60,500,6,1.2,0.49,8883|25949|51343|65123|84142|116224,NAE1|SYF2|FZR1|INTS3|ABRAXAS1|PABIR1,-1.8,MyList
WikiPathways,27,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,,-3.3,6,5.1,30242,60,500,6,1.2,0.49,1050|1051|1052|3065|3726|8312,CEBPA|CEBPB|CEBPD|HDAC1|JUNB|AXIN1,-1.8,MyList
GO Biological Processes,19,GO:0006997,nucleus organization,19_GO:0009987 cellular process,-3.3,4,4.5,30242,137,500,9,1.8,0.59,2113|8467|9972|23411|23435|51280|55706|79643|129401,ETS1|SMARCA5|NUP153|SIRT1|TARDBP|GOLM1|NDC1|CHMP6|NUP35,-1.8,MyList
GO Biological Processes,19,GO:0006405,RNA export from nucleus,19_GO:0051179 localization,-3.3,5,4.8,30242,84,500,7,1.4,0.53,3181|5901|9972|10657|54890|55051|55677,HNRNPA2B1|RAN|NUP153|KHDRBS1|ALKBH5|NRDE2|IWS1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,-3.3,5,4.8,30242,84,500,7,1.4,0.53,86|4798|6613|54617|54891|93973|283899,ACTL6A|NFRKB|SUMO2|INO80|INO80D|ACTR8|INO80E,-1.7,MyList
CORUM,33,CORUM:6131,SELK multiprotein complex,,-3.3,18,7,30242,10,500,3,0.6,0.35,1650|6184|6185,DDOST|RPN1|RPN2,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,,-3.3,18,7,30242,10,500,3,0.6,0.35,3065|3066|25942,HDAC1|HDAC2|SIN3A,-1.7,MyList
GO Biological Processes,19,GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-3.3,18,7,30242,10,500,3,0.6,0.35,1723|7371|51727,DHODH|UCK2|CMPK1,-1.7,MyList
GO Biological Processes,19,GO:0006222,UMP biosynthetic process,19_GO:0008152 metabolic process,-3.3,18,7,30242,10,500,3,0.6,0.35,1723|7371|51727,DHODH|UCK2|CMPK1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-3.3,2.8,4.1,30242,299,500,14,2.8,0.74,1385|1737|2874|3015|3065|5431|5432|6667|7090|7376|8312|9611|10735|64240,CREB1|DLAT|GPS2|H2AZ1|HDAC1|POLR2B|POLR2C|SP1|TLE3|NR1H2|AXIN1|NCOR1|STAG2|ABCG5,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,,-3.3,11,5.9,30242,23,500,4,0.8,0.4,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-1.7,MyList
GO Biological Processes,19,GO:0090342,regulation of cell aging,19_GO:0032502 developmental process,-3.3,5.9,5,30242,61,500,6,1.2,0.49,3622|5591|5933|7157|23411|51343,ING2|PRKDC|RBL1|TP53|SIRT1|FZR1,-1.7,MyList
GO Biological Processes,19,GO:0016049,cell growth,19_GO:0040007 growth,-3.3,2.4,3.9,30242,485,500,19,3.8,0.86,3373|3621|4825|7157|8314|8725|9686|10459|22883|23411|25942|29948|51379|51548|54617|55909|57154|79577|116224,HYAL1|ING1|NKX6-1|TP53|BAP1|URI1|VGLL4|MAD2L2|CLSTN1|SIRT1|SIN3A|OSGIN1|CRLF3|SIRT6|INO80|BIN3|SMURF1|CDC73|PABIR1,-1.7,MyList
GO Biological Processes,19,GO:0044774,mitotic DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.3,5,4.8,30242,85,500,7,1.4,0.53,5591|7157|8883|25949|26058|51343|84142,PRKDC|TP53|NAE1|SYF2|GIGYF2|FZR1|ABRAXAS1,-1.7,MyList
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-3.3,3.9,4.5,30242,139,500,9,1.8,0.59,678|1050|1051|1385|2874|11221|23411|28971|129685,ZFP36L2|CEBPA|CEBPB|CREB1|GPS2|DUSP10|SIRT1|AAMDC|TAF8,-1.7,MyList
GO Biological Processes,19,GO:0034660,ncRNA metabolic process,19_GO:0008152 metabolic process,-3.3,2.4,3.9,30242,487,500,19,3.8,0.86,16|833|2058|2193|3035|3181|5591|7407|9724|26512|51493|51520|51593|54974|63892|65123|79002|79897|80789,AARS1|CARS1|EPRS1|FARSA|HARS1|HNRNPA2B1|PRKDC|VARS1|UTP14C|INTS6|RTCB|LARS1|SRRT|THG1L|THADA|INTS3|TRIR|RPP21|INTS5,-1.7,MyList
GO Biological Processes,19,GO:0042307,positive regulation of protein import into nucleus,19_GO:0048518 positive regulation of biological process,-3.3,7.4,5.3,30242,41,500,5,1,0.44,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.7,MyList
GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-3.3,3.3,4.3,30242,201,500,11,2.2,0.66,1385|2972|6046|6872|6878|6879|6882|7157|7259|8467|23523,CREB1|BRF1|BRD2|TAF1|TAF6|TAF7|TAF11|TP53|TSPYL1|SMARCA5|CABIN1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-8986944,Transcriptional Regulation by MECP2,,-3.3,5.9,5,30242,62,500,6,1.2,0.49,1385|2874|3065|3066|9611|25942,CREB1|GPS2|HDAC1|HDAC2|NCOR1|SIN3A,-1.7,MyList
GO Biological Processes,19,GO:1902750,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-3.3,5.9,5,30242,62,500,6,1.2,0.49,8883|25949|51343|65123|84142|116224,NAE1|SYF2|FZR1|INTS3|ABRAXAS1|PABIR1,-1.7,MyList
GO Biological Processes,19,GO:0043487,regulation of RNA stability,19_GO:0050789 regulation of biological process,-3.2,3.6,4.3,30242,170,500,10,2,0.63,678|1994|9924|9967|23369|23435|26058|54890|124245|167227,ZFP36L2|ELAVL1|PAN2|THRAP3|PUM2|TARDBP|GIGYF2|ALKBH5|ZC3H18|DCP2,-1.7,MyList
GO Biological Processes,19,GO:1903827,regulation of cellular protein localization,19_GO:0051179 localization,-3.2,2.3,3.9,30242,527,500,20,4,0.88,908|3684|3689|5901|5905|6688|6950|8314|10055|10075|10204|10575|10576|10694|23184|23435|25942|55696|55929|81603,CCT6A|ITGAM|ITGB2|RAN|RANGAP1|SPI1|TCP1|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|MESD|TARDBP|SIN3A|RBM22|DMAP1|TRIM8,-1.7,MyList
WikiPathways,27,WP4022,Pyrimidine metabolism,,-3.2,4.9,4.7,30242,86,500,7,1.4,0.53,1723|5431|5432|7371|10621|11128|51727,DHODH|POLR2B|POLR2C|UCK2|POLR3F|POLR3A|CMPK1,-1.7,MyList
GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0048518 positive regulation of biological process,-3.2,2.8,4.1,30242,303,500,14,2.8,0.74,2850|3684|3689|4825|5478|5901|7376|8314|10055|10075|10204|23435|55696|55929,GPR27|ITGAM|ITGB2|NKX6-1|PPIA|RAN|NR1H2|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-3.2,2.1,3.8,30242,691,500,24,4.8,0.96,3015|3065|5431|5432|5901|5905|5933|6396|7157|8086|8454|8467|9184|9972|10393|10726|10735|23383|51343|55706|79643|84142|129401|348995,H2AZ1|HDAC1|POLR2B|POLR2C|RAN|RANGAP1|RBL1|SEC13|TP53|AAAS|CUL1|SMARCA5|BUB3|NUP153|ANAPC10|NUDC|STAG2|MAU2|FZR1|NDC1|CHMP6|ABRAXAS1|NUP35|NUP43,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-3.2,4.9,4.7,30242,87,500,7,1.4,0.53,1340|1345|1351|1353|5571|7157|51241,COX6B1|COX6C|COX8A|COX11|PRKAG1|TP53|COX16,-1.7,MyList
GO Biological Processes,19,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,19_GO:0023052 signaling,-3.2,5.8,4.9,30242,63,500,6,1.2,0.49,1051|7009|7157|10525|23411|84447,CEBPB|TMBIM6|TP53|HYOU1|SIRT1|SYVN1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,,-3.2,5.8,4.9,30242,63,500,6,1.2,0.49,2673|5373|29925|57171|64841|79947,GFPT1|PMM2|GMPPB|DOLPP1|GNPNAT1|DHDDS,-1.7,MyList
Reactome Gene Sets,6,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,,-3.2,7.2,5.2,30242,42,500,5,1,0.44,3065|4221|5929|7090|9070,HDAC1|MEN1|RBBP5|TLE3|ASH2L,-1.7,MyList
GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.2,4.2,4.5,30242,114,500,8,1.6,0.56,1050|6613|6872|8078|9810|51343|51548|116224,CEBPA|SUMO2|TAF1|USP5|RNF40|FZR1|SIRT6|PABIR1,-1.7,MyList
GO Biological Processes,19,GO:0046660,female sex differentiation,19_GO:0022414 reproductive process,-3.2,4.2,4.5,30242,114,500,8,1.6,0.56,1051|6647|6874|7543|8890|8893|23411|25976,CEBPB|SOD1|TAF4|ZFX|EIF2B4|EIF2B5|SIRT1|TIPARP,-1.7,MyList
GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-3.2,3.3,4.2,30242,204,500,11,2.2,0.66,476|678|811|3065|6879|8725|9125|9611|23411|55128|55809,ATP1A1|ZFP36L2|CALR|HDAC1|TAF7|URI1|CNOT9|NCOR1|SIRT1|TRIM68|TRERF1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9679191,Potential therapeutics for SARS,,-3.2,4.8,4.6,30242,88,500,7,1.4,0.53,476|3065|3066|9219|25855|53615|57459,ATP1A1|HDAC1|HDAC2|MTA2|BRMS1|MBD3|GATAD2B,-1.6,MyList
GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-3.2,2.5,3.9,30242,417,500,17,3.4,0.81,3373|3621|4825|7157|8314|8725|9686|10459|22883|23411|25942|29948|51379|54617|57154|79577|116224,HYAL1|ING1|NKX6-1|TP53|BAP1|URI1|VGLL4|MAD2L2|CLSTN1|SIRT1|SIN3A|OSGIN1|CRLF3|INO80|SMURF1|CDC73|PABIR1,-1.6,MyList
CORUM,33,CORUM:803,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,,-3.2,16,6.7,30242,11,500,3,0.6,0.35,86|3066|25942,ACTL6A|HDAC2|SIN3A,-1.6,MyList
GO Biological Processes,19,GO:0002327,immature B cell differentiation,19_GO:0002376 immune system process,-3.2,16,6.7,30242,11,500,3,0.6,0.35,6688|84447|96459,SPI1|SYVN1|FNIP1,-1.6,MyList
GO Biological Processes,19,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,19_GO:0048518 positive regulation of biological process,-3.2,16,6.7,30242,11,500,3,0.6,0.35,1051|7157|51360,CEBPB|TP53|MBTPS2,-1.6,MyList
GO Biological Processes,19,GO:1902915,negative regulation of protein polyubiquitination,19_GO:0048519 negative regulation of biological process,-3.2,16,6.7,30242,11,500,3,0.6,0.35,2874|5478|9320,GPS2|PPIA|TRIP12,-1.6,MyList
GO Biological Processes,19,GO:0031442,positive regulation of mRNA 3'-end processing,19_GO:0048518 positive regulation of biological process,-3.2,16,6.7,30242,11,500,3,0.6,0.35,54623|79577|123169,PAF1|CDC73|LEO1,-1.6,MyList
Canonical Pathways,11,M140,PID RANBP2 PATHWAY,,-3.2,16,6.7,30242,11,500,3,0.6,0.35,3065|5901|5905,HDAC1|RAN|RANGAP1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-3.2,3,4.1,30242,239,500,12,2.4,0.68,86|3015|3065|5929|6688|8312|9070|11091|23067|25942|55904|84661,ACTL6A|H2AZ1|HDAC1|RBBP5|SPI1|AXIN1|ASH2L|WDR5|SETD1B|SIN3A|KMT2E|DPY30,-1.6,MyList
GO Biological Processes,19,GO:0009314,response to radiation,19_GO:0050896 response to stimulus,-3.2,2.4,3.9,30242,457,500,18,3.6,0.83,1385|1788|3373|4221|5591|5957|6738|6872|7157|11011|23411|25769|54617|57646|64240|65123|83759|84142,CREB1|DNMT3A|HYAL1|MEN1|PRKDC|RCVRN|RO60|TAF1|TP53|TLK2|SIRT1|SLC24A2|INO80|USP28|ABCG5|INTS3|RBM4B|ABRAXAS1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-3371556,Cellular response to heat stress,,-3.2,4.8,4.6,30242,89,500,7,1.4,0.53,6396|8086|9972|23411|55706|129401|348995,SEC13|AAAS|NUP153|SIRT1|NDC1|NUP35|NUP43,-1.6,MyList
GO Biological Processes,19,GO:1904591,positive regulation of protein import,19_GO:0048518 positive regulation of biological process,-3.2,7,5.1,30242,43,500,5,1,0.44,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.6,MyList
GO Biological Processes,19,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,19_GO:0023052 signaling,-3.2,7,5.1,30242,43,500,5,1,0.44,3622|7157|23411|29108|57646,ING2|TP53|SIRT1|PYCARD|USP28,-1.6,MyList
GO Biological Processes,19,GO:0030518,intracellular steroid hormone receptor signaling pathway,19_GO:0023052 signaling,-3.2,4.2,4.4,30242,116,500,8,1.6,0.56,811|3065|6879|9125|9611|23411|55128|55809,CALR|HDAC1|TAF7|CNOT9|NCOR1|SIRT1|TRIM68|TRERF1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-3.2,4.2,4.4,30242,116,500,8,1.6,0.56,1052|6396|8086|9972|55706|79643|129401|348995,CEBPD|SEC13|AAAS|NUP153|NDC1|CHMP6|NUP35|NUP43,-1.6,MyList
GO Biological Processes,19,GO:0006379,mRNA cleavage,19_GO:0008152 metabolic process,-3.1,9.7,5.6,30242,25,500,4,0.8,0.4,1479|10898|29894|81608,CSTF3|CPSF4|CPSF1|FIP1L1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,,-3.1,4.7,4.6,30242,90,500,7,1.4,0.53,1050|1051|1385|2313|3015|6688|7913,CEBPA|CEBPB|CREB1|FLI1|H2AZ1|SPI1|DEK,-1.6,MyList
GO Biological Processes,19,GO:0045638,negative regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-3.1,4.7,4.6,30242,90,500,7,1.4,0.53,3635|9646|10766|54623|79577|80349|123169,INPP5D|CTR9|TOB2|PAF1|CDC73|WDR61|LEO1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-1989781,PPARA activates gene expression,,-3.1,4.1,4.4,30242,117,500,8,1.6,0.56,1376|2874|6667|7376|9611|9967|23054|57491,CPT2|GPS2|SP1|NR1H2|NCOR1|THRAP3|NCOA6|AHRR,-1.6,MyList
GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-3.1,2.4,3.8,30242,462,500,18,3.6,0.83,476|811|1385|1562|1603|1723|1788|3065|3066|4825|5142|6185|6647|11280|55696|57491|64240|219537,ATP1A1|CALR|CREB1|CYP2C18|DAD1|DHODH|DNMT3A|HDAC1|HDAC2|NKX6-1|PDE4B|RPN2|SOD1|SCN11A|RBM22|AHRR|ABCG5|SMTNL1,-1.6,MyList
GO Biological Processes,19,GO:2000573,positive regulation of DNA biosynthetic process,19_GO:0048518 positive regulation of biological process,-3.1,5.5,4.7,30242,66,500,6,1.2,0.49,908|6950|10575|10576|10694|25849,CCT6A|TCP1|CCT4|CCT2|CCT8|PARM1,-1.6,MyList
GO Biological Processes,19,GO:0006413,translational initiation,19_GO:0008152 metabolic process,-3.1,4.1,4.4,30242,118,500,8,1.6,0.56,7812|8890|8891|8893|9470|10657|10959|51247,CSDE1|EIF2B4|EIF2B3|EIF2B5|EIF4E2|KHDRBS1|TMED2|PAIP2,-1.6,MyList
KEGG Pathway,24,hsa04260,Cardiac muscle contraction,,-3.1,4.7,4.5,30242,91,500,7,1.4,0.53,476|488|1340|1345|1351|7170|125965,ATP1A1|ATP2A2|COX6B1|COX6C|COX8A|TPM3|COX6B2,-1.6,MyList
GO Biological Processes,19,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.1,4.7,4.5,30242,91,500,7,1.4,0.53,1050|6613|6872|8078|51343|51548|116224,CEBPA|SUMO2|TAF1|USP5|FZR1|SIRT6|PABIR1,-1.6,MyList
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-3.1,2.2,3.7,30242,543,500,20,4,0.88,678|1050|1051|1385|2874|3635|3726|5591|6647|6670|6688|7157|7189|10766|10803|11221|23411|84447|96459|222487,ZFP36L2|CEBPA|CEBPB|CREB1|GPS2|INPP5D|JUNB|PRKDC|SOD1|SP3|SPI1|TP53|TRAF6|TOB2|CCR9|DUSP10|SIRT1|SYVN1|FNIP1|ADGRG3,-1.6,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-3.1,2.1,3.7,30242,625,500,22,4.4,0.92,1050|1051|2113|2874|3572|3603|5591|6421|6647|6688|7189|7376|7941|8314|9173|10225|10621|11221|25942|29108|121260|388125,CEBPA|CEBPB|ETS1|GPS2|IL6ST|IL16|PRKDC|SFPQ|SOD1|SPI1|TRAF6|NR1H2|PLA2G7|BAP1|IL1RL1|CD96|POLR3F|DUSP10|SIN3A|PYCARD|SLC15A4|C2CD4B,-1.6,MyList
Reactome Gene Sets,6,R-HSA-901042,Calnexin/calreticulin cycle,,-3.1,9.3,5.5,30242,26,500,4,0.8,0.4,811|6400|56886|84447,CALR|SEL1L|UGGT1|SYVN1,-1.6,MyList
GO Biological Processes,19,GO:0070102,interleukin-6-mediated signaling pathway,19_GO:0023052 signaling,-3.1,9.3,5.5,30242,26,500,4,0.8,0.4,1050|3572|6688|9646,CEBPA|IL6ST|SPI1|CTR9,-1.6,MyList
Reactome Gene Sets,6,R-HSA-73856,RNA Polymerase II Transcription Termination,,-3.1,5.4,4.7,30242,67,500,6,1.2,0.49,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-1.5,MyList
Canonical Pathways,11,M106,PID HNF3B PATHWAY,,-3.1,6.7,5,30242,45,500,5,1,0.44,1050|1051|1052|1385|6667,CEBPA|CEBPB|CEBPD|CREB1|SP1,-1.5,MyList
GO Biological Processes,19,GO:0006903,vesicle targeting,19_GO:0051179 localization,-3.1,6.7,5,30242,45,500,5,1,0.44,8773|10113|10959|54536|60412,SNAP23|PREB|TMED2|EXOC6|EXOC4,-1.5,MyList
GO Biological Processes,19,GO:0006304,DNA modification,19_GO:0008152 metabolic process,-3.1,4,4.3,30242,120,500,8,1.6,0.56,1788|6688|9219|53615|54784|55904|55929|359787,DNMT3A|SPI1|MTA2|MBD3|ALKBH4|KMT2E|DMAP1|DPPA3,-1.5,MyList
CORUM,33,CORUM:806,BRM-SIN3A-HDAC complex,,-3.1,15,6.3,30242,12,500,3,0.6,0.35,86|3066|25942,ACTL6A|HDAC2|SIN3A,-1.5,MyList
GO Biological Processes,19,GO:1902563,regulation of neutrophil activation,19_GO:0002376 immune system process,-3.1,15,6.3,30242,12,500,3,0.6,0.35,3684|3689|6688,ITGAM|ITGB2|SPI1,-1.5,MyList
GO Biological Processes,19,GO:0033182,regulation of histone ubiquitination,19_GO:0050789 regulation of biological process,-3.1,15,6.3,30242,12,500,3,0.6,0.35,9320|9646|9810,TRIP12|CTR9|RNF40,-1.5,MyList
Reactome Gene Sets,6,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,,-3.1,15,6.3,30242,12,500,3,0.6,0.35,811|7184|51360,CALR|HSP90B1|MBTPS2,-1.5,MyList
CORUM,33,CORUM:1153,Integrator complex,,-3.1,15,6.3,30242,12,500,3,0.6,0.35,26512|65123|80789,INTS6|INTS3|INTS5,-1.5,MyList
GO Biological Processes,19,GO:0090398,cellular senescence,19_GO:0032502 developmental process,-3,4.6,4.4,30242,93,500,7,1.4,0.53,811|3622|5591|5933|6688|7157|23411,CALR|ING2|PRKDC|RBL1|SPI1|TP53|SIRT1,-1.5,MyList
GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,19_GO:0048511 rhythmic process,-3,4,4.3,30242,121,500,8,1.6,0.56,1385|5591|6421|7157|9967|23435|25942|83759,CREB1|PRKDC|SFPQ|TP53|THRAP3|TARDBP|SIN3A|RBM4B,-1.5,MyList
GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0002376 immune system process,-3,4,4.3,30242,121,500,8,1.6,0.56,1777|2113|3635|5591|6670|6688|23774|55904,DNASE2|ETS1|INPP5D|PRKDC|SP3|SPI1|BRD1|KMT2E,-1.5,MyList
GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-3,2.1,3.7,30242,591,500,21,4.2,0.9,3065|3066|3373|3689|4237|6046|6647|6670|7157|7189|9646|10959|11146|23168|25949|54623|55788|60412|79191|79577|123169,HDAC1|HDAC2|HYAL1|ITGB2|MFAP2|BRD2|SOD1|SP3|TP53|TRAF6|CTR9|TMED2|GLMN|RTF1|SYF2|PAF1|LMBRD1|EXOC4|IRX3|CDC73|LEO1,-1.5,MyList
GO Biological Processes,19,GO:1902914,regulation of protein polyubiquitination,19_GO:0050789 regulation of biological process,-3,9,5.4,30242,27,500,4,0.8,0.4,2874|5478|9320|9810,GPS2|PPIA|TRIP12|RNF40,-1.5,MyList
GO Biological Processes,19,GO:0019080,viral gene expression,19_GO:0016032 viral process,-3,4.5,4.4,30242,94,500,7,1.4,0.53,3065|4249|6667|6882|7812|23435|81603,HDAC1|MGAT5|SP1|TAF11|CSDE1|TARDBP|TRIM8,-1.5,MyList
GO Biological Processes,19,GO:0010389,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3,4.5,4.4,30242,94,500,7,1.4,0.53,8883|25942|25949|51343|65123|84142|116224,NAE1|SIN3A|SYF2|FZR1|INTS3|ABRAXAS1|PABIR1,-1.5,MyList
GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-3,2.6,3.8,30242,320,500,14,2.8,0.74,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-1.5,MyList
GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-3,2.6,3.8,30242,320,500,14,2.8,0.74,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-1.5,MyList
GO Biological Processes,19,GO:0007004,telomere maintenance via telomerase,19_GO:0008152 metabolic process,-3,5.3,4.6,30242,69,500,6,1.2,0.49,908|6950|10575|10576|10694|167227,CCT6A|TCP1|CCT4|CCT2|CCT8|DCP2,-1.5,MyList
GO Biological Processes,19,GO:0048709,oligodendrocyte differentiation,19_GO:0032502 developmental process,-3,4.5,4.4,30242,95,500,7,1.4,0.53,3065|3066|4825|8890|8891|8893|11221,HDAC1|HDAC2|NKX6-1|EIF2B4|EIF2B3|EIF2B5|DUSP10,-1.5,MyList
Reactome Gene Sets,6,R-HSA-1592230,Mitochondrial biogenesis,,-3,4.5,4.4,30242,95,500,7,1.4,0.53,1385|2553|3054|5571|9611|23054|25813,CREB1|GABPB1|HCFC1|PRKAG1|NCOR1|NCOA6|SAMM50,-1.5,MyList
GO Biological Processes,19,GO:0031570,DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3,3.9,4.2,30242,123,500,8,1.6,0.56,5591|7157|8883|25949|26058|51343|57646|84142,PRKDC|TP53|NAE1|SYF2|GIGYF2|FZR1|USP28|ABRAXAS1,-1.5,MyList
GO Biological Processes,19,GO:0050852,T cell receptor signaling pathway,19_GO:0002376 immune system process,-3,3.9,4.2,30242,123,500,8,1.6,0.56,3635|5142|7189|8890|8891|8893|10657|23308,INPP5D|PDE4B|TRAF6|EIF2B4|EIF2B3|EIF2B5|KHDRBS1|ICOSLG,-1.5,MyList
Canonical Pathways,11,M183,PID IL6 7 PATHWAY,,-3,6.4,4.8,30242,47,500,5,1,0.44,1051|1052|3572|3726|7184,CEBPB|CEBPD|IL6ST|JUNB|HSP90B1,-1.5,MyList
Reactome Gene Sets,6,R-HSA-73762,RNA Polymerase I Transcription Initiation,,-3,6.4,4.8,30242,47,500,5,1,0.44,3065|3066|9219|53615|57459,HDAC1|HDAC2|MTA2|MBD3|GATAD2B,-1.5,MyList
KEGG Pathway,24,hsa05221,Acute myeloid leukemia,,-3,5.2,4.5,30242,70,500,6,1.2,0.49,1050|2209|3684|6037|6688|22883,CEBPA|FCGR1A|ITGAM|RNASE3|SPI1|CLSTN1,-1.5,MyList
