_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.8249411682776238,CORUM:695,M1,1,0,CORUM,33,SIN3-HDAC-SAP30-ARID4 complex,,-3.8249411682776238,25.921714285714284,8.550075267621114,30242,7,500,3,0.6,0.34536936748935915,3065|3066|25942,HDAC1|HDAC2|SIN3A,-2.1699086644866226,0,10,0,0,-10.264343388917927,60.484,
1,-3.8249411682776238,CORUM:698,M1,1,0,CORUM,33,SIN3-HDAC-SAP30-ARID4 complex,,-3.8249411682776238,25.921714285714284,8.550075267621114,30242,7,500,3,0.6,0.34536936748935915,3065|3066|25942,HDAC1|HDAC2|SIN3A,-2.1699086644866226,0,10,0,0,-10.264343388917927,60.484,
1,-3.8249411682776238,CORUM:732,M1,1,0,CORUM,33,SIN3 complex,,-3.8249411682776238,25.921714285714284,8.550075267621114,30242,7,500,3,0.6,0.34536936748935915,3065|3066|25942,HDAC1|HDAC2|SIN3A,-2.1699086644866226,0,10,0,0,-10.264343388917927,60.484,
1,-3.7709160522612484,R-HSA-3214815,M1,1,0,Reactome Gene Sets,6,HDACs deacetylate histones,,-3.7709160522612484,5.147574468085106,5.221879639939631,30242,94,500,8,1.6,0.5611416933360058,2874|3065|3066|9219|9611|25855|53615|57459,GPS2|HDAC1|HDAC2|MTA2|NCOR1|BRMS1|MBD3|GATAD2B,-2.122669537813539,0,10,0,0,-10.264343388917927,60.484,
1,-3.726012877890495,WP4533,M1,1,0,WikiPathways,27,Transcription co-factors SKI and SKIL protein partners,,-3.726012877890495,13.440888888888889,6.845571095586068,30242,18,500,4,0.8,0.3983967871356395,3065|3622|7004|25942,HDAC1|ING2|TEAD4|SIN3A,-2.0828576382104687,0,10,0,0,-10.264343388917927,60.484,
1,-3.669893957049438,hsa04919,M1,1,0,KEGG Pathway,24,thyroid hormone signaling pathway,,-3.669893957049438,4.425658536585367,4.9359908299405655,30242,123,500,9,1.8,0.5945754788081998,476|488|3065|3066|6037|7157|9611|22883|25942,ATP1A1|ATP2A2|HDAC1|HDAC2|RNASE3|TP53|NCOR1|CLSTN1|SIN3A,-2.0397800166409064,0,10,0,0,-10.264343388917927,60.484,
1,-3.6494950680039335,R-HSA-1980143,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH1,,-3.6494950680039335,5.721459459459459,5.27250325803238,30242,74,500,7,1.4,0.525433154644813,3065|3066|7090|8454|9611|26960|51564,HDAC1|HDAC2|TLE3|CUL1|NCOR1|NBEA|HDAC7,-2.020992611751981,0,10,0,0,-10.264343388917927,60.484,
1,-3.626190368428233,CORUM:587,M1,1,0,CORUM,33,NuRD.1 complex,,-3.626190368428233,22.6815,7.952148940390053,30242,8,500,3,0.6,0.34536936748935915,3065|3066|53615,HDAC1|HDAC2|MBD3,-2.0158025472046583,0,10,0,0,-10.264343388917927,60.484,
1,-3.626190368428233,R-HSA-9022702,M1,1,0,Reactome Gene Sets,6,MECP2 regulates transcription of neuronal ligands,,-3.626190368428233,22.6815,7.952148940390053,30242,8,500,3,0.6,0.34536936748935915,1385|3065|25942,CREB1|HDAC1|SIN3A,-2.0158025472046583,0,10,0,0,-10.264343388917927,60.484,
1,-3.4671561929189156,WP3414,M1,1,0,WikiPathways,27,Initiation of transcription and translation elongation at the HIV-1 LTR,,-3.4671561929189156,8.173513513513514,5.660976530661929,30242,37,500,5,1.0,0.44497190922573976,3065|3066|6667|6829|51564,HDAC1|HDAC2|SP1|SUPT5H|HDAC7,-1.8763752716310966,0,10,0,0,-10.264343388917927,60.484,
1,-3.4554638732608347,CORUM:646,M1,1,0,CORUM,33,HDAC1-associated protein complex,,-3.4554638732608347,20.16133333333333,7.4542568021670625,30242,9,500,3,0.6,0.34536936748935915,3065|9219|53615,HDAC1|MTA2|MBD3,-1.8741641484437386,0,10,0,0,-10.264343388917927,60.484,
1,-3.4554638732608347,CORUM:649,M1,1,0,CORUM,33,HDAC1-associated core complex cII,,-3.4554638732608347,20.16133333333333,7.4542568021670625,30242,9,500,3,0.6,0.34536936748935915,3065|9219|53615,HDAC1|MTA2|MBD3,-1.8741641484437386,0,10,0,0,-10.264343388917927,60.484,
1,-3.4127702701814564,R-HSA-5250913,M1,1,0,Reactome Gene Sets,6,Positive epigenetic regulation of rRNA expression,,-3.4127702701814564,4.564830188679245,4.767019930019209,30242,106,500,8,1.6,0.5611416933360058,3015|3065|3066|7913|8467|9219|53615|57459,H2AZ1|HDAC1|HDAC2|DEK|SMARCA5|MTA2|MBD3|GATAD2B,-1.8358797546646917,0,10,0,0,-10.264343388917927,60.484,
1,-3.3580814390951854,WP4320,M1,1,0,WikiPathways,27,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,,-3.3580814390951854,7.754358974358975,5.4725456400415915,30242,39,500,5,1.0,0.44497190922573976,3065|3066|7157|9219|53615,HDAC1|HDAC2|TP53|MTA2|MBD3,-1.7874703870535065,0,10,0,0,-10.264343388917927,60.484,
1,-3.3059222451711916,R-HSA-9701898,M1,1,0,Reactome Gene Sets,6,STAT3 nuclear events downstream of ALK signaling,,-3.3059222451711916,18.1452,7.0308382654636405,30242,10,500,3,0.6,0.34536936748935915,3065|3066|25942,HDAC1|HDAC2|SIN3A,-1.7416003623067007,0,10,0,0,-10.264343388917927,60.484,
1,-3.254322140446341,R-HSA-8986944,M1,1,0,Reactome Gene Sets,6,Transcriptional Regulation by MECP2,,-3.254322140446341,5.853290322580645,4.959872244107995,30242,62,500,6,1.2,0.4869496893930624,1385|2874|3065|3066|9611|25942,CREB1|GPS2|HDAC1|HDAC2|NCOR1|SIN3A,-1.6975653567067708,0,10,0,0,-10.264343388917927,60.484,
1,-3.1879306623778034,R-HSA-9679191,M1,1,0,Reactome Gene Sets,6,Potential therapeutics for SARS,,-3.1879306623778034,4.8112272727272725,4.6422840464713415,30242,88,500,7,1.4,0.525433154644813,476|3065|3066|9219|25855|53615|57459,ATP1A1|HDAC1|HDAC2|MTA2|BRMS1|MBD3|GATAD2B,-1.6399478029457382,0,10,0,0,-10.264343388917927,60.484,
1,-3.172975434033142,CORUM:803,M1,1,0,CORUM,33,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,,-3.172975434033142,16.495636363636365,6.664652252758753,30242,11,500,3,0.6,0.34536936748935915,86|3066|25942,ACTL6A|HDAC2|SIN3A,-1.6296445875180021,0,10,0,0,-10.264343388917927,60.484,
1,-3.0533881265037555,CORUM:806,M1,1,0,CORUM,33,BRM-SIN3A-HDAC complex,,-3.0533881265037555,15.121,6.3435883677749745,30242,12,500,3,0.6,0.34536936748935915,86|3066|25942,ACTL6A|HDAC2|SIN3A,-1.5288160261355865,0,10,0,0,-10.264343388917927,60.484,
1,-2.9795367718953782,R-HSA-73762,M1,1,0,Reactome Gene Sets,6,RNA Polymerase I Transcription Initiation,,-2.9795367718953782,6.434468085106383,4.834331707952196,30242,47,500,5,1.0,0.44497190922573976,3065|3066|9219|53615|57459,HDAC1|HDAC2|MTA2|MBD3|GATAD2B,-1.4649776679502629,0,10,0,0,-10.264343388917927,60.484,
1,-2.957299695480732,R-HSA-350054,M1,1,0,Reactome Gene Sets,6,Notch-HLH transcription pathway,,-2.957299695480732,8.640571428571429,5.244435336579101,30242,28,500,4,0.8,0.3983967871356395,3065|3066|9611|51564,HDAC1|HDAC2|NCOR1|HDAC7,-1.4472893510369018,0,10,0,0,-10.264343388917927,60.484,
1,-2.8453988561511276,CORUM:713,M1,1,0,CORUM,33,BRG1-SIN3A complex,,-2.8453988561511276,12.960857142857142,5.803895790025707,30242,14,500,3,0.6,0.34536936748935915,86|3066|25942,ACTL6A|HDAC2|SIN3A,-1.3572414675488758,0,10,0,0,-10.264343388917927,60.484,
1,-2.787492853665517,R-HSA-427389,M1,1,0,Reactome Gene Sets,6,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,,-2.787492853665517,4.775052631578947,4.272370771933331,30242,76,500,6,1.2,0.4869496893930624,3015|3065|3066|9219|53615|57459,H2AZ1|HDAC1|HDAC2|MTA2|MBD3|GATAD2B,-1.3102580727442137,0,10,0,0,-10.264343388917927,60.484,
1,-2.6222528761197403,R-HSA-5250941,M1,1,0,Reactome Gene Sets,6,Negative epigenetic regulation of rRNA expression,,-2.6222528761197403,3.848981818181818,3.881235834419216,30242,110,500,7,1.4,0.525433154644813,3015|3065|3066|8467|23411|25942|79595,H2AZ1|HDAC1|HDAC2|SMARCA5|SIRT1|SIN3A|SAP130,-1.1714472056388878,0,10,0,0,-10.264343388917927,60.484,
1,-2.5899917165673156,CORUM:642,M1,1,0,CORUM,33,CtBP complex,,-2.5899917165673156,10.67364705882353,5.17284583848115,30242,17,500,3,0.6,0.34536936748935915,3065|3066|55758,HDAC1|HDAC2|RCOR3,-1.1446406101596995,0,10,0,0,-10.264343388917927,60.484,
1,-2.5686750724441683,R-HSA-2644602,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH1 PEST Domain Mutants in Cancer,,-2.5686750724441683,5.214137931034483,4.165166229081162,30242,58,500,5,1.0,0.44497190922573976,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1279021826599716,0,10,0,0,-10.264343388917927,60.484,
1,-2.5686750724441683,R-HSA-2644603,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH1 in Cancer,,-2.5686750724441683,5.214137931034483,4.165166229081162,30242,58,500,5,1.0,0.44497190922573976,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1279021826599716,0,10,0,0,-10.264343388917927,60.484,
1,-2.5686750724441683,R-HSA-2644606,M1,1,0,Reactome Gene Sets,6,Constitutive Signaling by NOTCH1 PEST Domain Mutants,,-2.5686750724441683,5.214137931034483,4.165166229081162,30242,58,500,5,1.0,0.44497190922573976,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1279021826599716,0,10,0,0,-10.264343388917927,60.484,
1,-2.5686750724441683,R-HSA-2894858,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,,-2.5686750724441683,5.214137931034483,4.165166229081162,30242,58,500,5,1.0,0.44497190922573976,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1279021826599716,0,10,0,0,-10.264343388917927,60.484,
1,-2.5686750724441683,R-HSA-2894862,M1,1,0,Reactome Gene Sets,6,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,,-2.5686750724441683,5.214137931034483,4.165166229081162,30242,58,500,5,1.0,0.44497190922573976,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1279021826599716,0,10,0,0,-10.264343388917927,60.484,
1,-2.516134879217475,GO:0031000,M1,1,0,GO Biological Processes,19,response to caffeine,19_GO:0050896 response to stimulus,-2.516134879217475,10.080666666666666,4.996616384662287,30242,18,500,3,0.6,0.34536936748935915,1723|3065|3066,DHODH|HDAC1|HDAC2,-1.0826090261815777,0,10,0,0,-10.264343388917927,60.484,
1,-2.2973256207580346,M105,M1,1,0,Canonical Pathways,11,PID TELOMERASE PATHWAY,,-2.2973256207580346,4.513731343283582,3.7331918259741736,30242,67,500,5,1.0,0.44497190922573976,3065|3066|6667|6670|25942,HDAC1|HDAC2|SP1|SP3|SIN3A,-0.9025711374221466,0,10,0,0,-10.264343388917927,60.484,
1,-2.153194708300718,WP2064,M1,1,0,WikiPathways,27,Neural crest differentiation,,-2.153194708300718,3.5578823529411765,3.355111975884205,30242,102,500,6,1.2,0.4869496893930624,2113|3065|3066|3397|8312|51564,ETS1|HDAC1|HDAC2|ID1|AXIN1|HDAC7,-0.780857449104413,0,10,0,0,-10.264343388917927,60.484,
1,-2.0550864851660386,R-HSA-427413,M1,1,0,Reactome Gene Sets,6,NoRC negatively regulates rRNA expression,,-2.0550864851660386,3.391626168224299,3.2132726625008288,30242,107,500,6,1.2,0.4869496893930624,3015|3065|3066|8467|25942|79595,H2AZ1|HDAC1|HDAC2|SMARCA5|SIN3A|SAP130,-0.7010839770390184,0,10,0,0,-10.264343388917927,60.484,
1,-2.0526041724997444,R-HSA-6807070,M1,1,0,Reactome Gene Sets,6,PTEN Regulation,,-2.0526041724997444,3.0242,3.1125601598591364,30242,140,500,7,1.4,0.525433154644813,3065|3066|7157|9219|51564|53615|57459,HDAC1|HDAC2|TP53|MTA2|HDAC7|MBD3|GATAD2B,-0.6994557344255636,0,10,0,0,-10.264343388917927,60.484,
1,-2.0094125848913538,R-HSA-201556,M1,1,0,Reactome Gene Sets,6,Signaling by ALK,,-2.0094125848913538,6.720444444444444,3.8556565966877527,30242,27,500,3,0.6,0.34536936748935915,3065|3066|25942,HDAC1|HDAC2|SIN3A,-0.6634567186093696,0,10,0,0,-10.264343388917927,60.484,
1,-9.880399621637943,GO:0034504,M1,1,0,GO Biological Processes,19,protein localization to nucleus,19_GO:0051179 localization,-9.880399621637943,5.005572413793104,8.886866669754784,30242,290,500,24,4.8,0.9559916317625379,811|908|1994|3621|5901|5905|6396|6950|7157|9972|10204|10526|10575|10576|10694|23435|25942|54623|55696|55929|81603|83860|129401|129685,CALR|CCT6A|ELAVL1|ING1|RAN|RANGAP1|SEC13|TCP1|TP53|NUP153|NUTF2|IPO8|CCT4|CCT2|CCT8|TARDBP|SIN3A|PAF1|RBM22|DMAP1|TRIM8|TAF3|NUP35|TAF8,-7.099287002179833,0,11,1,1,-9.880399621637943,7.647402298850576,
1,-9.54924254729025,GO:0006913,M1,1,0,GO Biological Processes,19,nucleocytoplasmic transport,19_GO:0051179 localization,-9.54924254729025,4.822644518272425,8.64195502985879,30242,301,500,24,4.8,0.9559916317625379,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-6.9442211868878205,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-9.54924254729025,GO:0051169,M1,1,0,GO Biological Processes,19,nuclear transport,19_GO:0051179 localization,-9.54924254729025,4.822644518272425,8.64195502985879,30242,301,500,24,4.8,0.9559916317625379,811|1994|3181|3621|5571|5901|5905|6396|7157|8086|8498|9972|10204|10526|10657|23435|54890|55051|55677|55696|55706|55929|57154|129401,CALR|ELAVL1|HNRNPA2B1|ING1|PRKAG1|RAN|RANGAP1|SEC13|TP53|AAAS|RANBP3|NUP153|NUTF2|IPO8|KHDRBS1|TARDBP|ALKBH5|NRDE2|IWS1|RBM22|NDC1|DMAP1|SMURF1|NUP35,-6.9442211868878205,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-7.915626445268255,GO:0072594,M1,1,0,GO Biological Processes,19,establishment of protein localization to organelle,19_GO:0051179 localization,-7.915626445268255,3.7265023696682467,7.31318023790501,30242,422,500,26,5.2,0.9929350431926551,908|1994|3621|5901|6396|6728|6950|7157|8314|9972|10055|10075|10204|10526|10575|10576|10694|10952|23435|25813|55187|55696|55929|57154|92609|129401,CCT6A|ELAVL1|ING1|RAN|SEC13|SRP19|TCP1|TP53|BAP1|NUP153|SAE1|HUWE1|NUTF2|IPO8|CCT4|CCT2|CCT8|SEC61B|TARDBP|SAMM50|VPS13D|RBM22|DMAP1|SMURF1|TIMM50|NUP35,-5.550365423790884,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-6.689693638624803,GO:1900182,M1,1,0,GO Biological Processes,19,positive regulation of protein localization to nucleus,19_GO:0048518 positive regulation of biological process,-6.689693638624803,7.647402298850576,8.050630874283291,30242,87,500,11,2.2,0.6559878047646923,908|5901|6950|10204|10575|10576|10694|23435|55696|55929|81603,CCT6A|RAN|TCP1|NUTF2|CCT4|CCT2|CCT8|TARDBP|RBM22|DMAP1|TRIM8,-4.4623363309201,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.815268921012337,GO:0046822,M1,1,0,GO Biological Processes,19,regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-5.815268921012337,6.276641509433963,7.056115974028411,30242,106,500,11,2.2,0.6559878047646923,5901|5905|8086|9972|10204|10657|23435|55051|55677|55696|55929,RAN|RANGAP1|AAAS|NUP153|NUTF2|KHDRBS1|TARDBP|NRDE2|IWS1|RBM22|DMAP1,-3.770343050394334,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.73064455626196,GO:0051168,M1,1,0,GO Biological Processes,19,nuclear export,19_GO:0051179 localization,-5.73064455626196,5.1057922077922075,6.623059520038618,30242,154,500,13,2.6,0.7116740827092133,811|3181|5901|5905|8498|9972|10204|10657|54890|55051|55677|55696|57154,CALR|HNRNPA2B1|RAN|RANGAP1|RANBP3|NUP153|NUTF2|KHDRBS1|ALKBH5|NRDE2|IWS1|RBM22|SMURF1,-3.704061716917441,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.730504181841431,GO:1904951,M1,1,0,GO Biological Processes,19,positive regulation of establishment of protein localization,19_GO:0048518 positive regulation of biological process,-5.730504181841431,3.602495297805642,6.058717740587691,30242,319,500,19,3.8,0.8550555537507489,908|2850|3684|3689|4825|5478|5901|6950|7376|8314|10055|10075|10204|10575|10576|10694|23435|55696|55929,CCT6A|GPR27|ITGAM|ITGB2|NKX6-1|PPIA|RAN|TCP1|NR1H2|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|TARDBP|RBM22|DMAP1,-3.704061716917441,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.57539452276531,GO:0051170,M1,1,0,GO Biological Processes,19,import into nucleus,19_GO:0051179 localization,-5.57539452276531,4.945232704402516,6.467085556797586,30242,159,500,13,2.6,0.7116740827092133,1994|3621|5571|5901|6396|7157|9972|10204|10526|23435|55696|55929|129401,ELAVL1|ING1|PRKAG1|RAN|SEC13|TP53|NUP153|NUTF2|IPO8|TARDBP|RBM22|DMAP1|NUP35,-3.5947095484019957,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.536478590892124,GO:1900180,M1,1,0,GO Biological Processes,19,regulation of protein localization to nucleus,19_GO:0051179 localization,-5.536478590892124,5.336823529411765,6.57222870174252,30242,136,500,12,2.4,0.6844559883586381,908|5901|6950|10204|10575|10576|10694|23435|25942|55696|55929|81603,CCT6A|RAN|TCP1|NUTF2|CCT4|CCT2|CCT8|TARDBP|SIN3A|RBM22|DMAP1|TRIM8,-3.561188648415516,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.384732188817673,GO:1903829,M1,1,0,GO Biological Processes,19,positive regulation of cellular protein localization,19_GO:0048518 positive regulation of biological process,-5.384732188817673,3.7254637681159424,5.897644059271323,30242,276,500,17,3.4,0.8104813384649889,908|3684|3689|5901|6950|8314|10055|10075|10204|10575|10576|10694|23184|23435|55696|55929|81603,CCT6A|ITGAM|ITGB2|RAN|TCP1|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|MESD|TARDBP|RBM22|DMAP1|TRIM8,-3.4286696893626907,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-5.019069067463292,GO:0017038,M1,1,0,GO Biological Processes,19,protein import,19_GO:0051179 localization,-5.019069067463292,4.110563106796116,5.808307101436032,30242,206,500,14,2.8,0.737780455149091,1994|3621|5901|6396|7157|9972|10204|10526|23435|25813|55696|55929|92609|129401,ELAVL1|ING1|RAN|SEC13|TP53|NUP153|NUTF2|IPO8|TARDBP|SAMM50|RBM22|DMAP1|TIMM50|NUP35,-3.1294645624473096,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-4.950353504672686,GO:0006606,M1,1,0,GO Biological Processes,19,protein import into nucleus,19_GO:0051179 localization,-4.950353504672686,4.682632258064516,5.959814613257307,30242,155,500,12,2.4,0.6844559883586381,1994|3621|5901|6396|7157|9972|10204|10526|23435|55696|55929|129401,ELAVL1|ING1|RAN|SEC13|TP53|NUP153|NUTF2|IPO8|TARDBP|RBM22|DMAP1|NUP35,-3.0750466442658957,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-4.8140363738823595,GO:0032386,M1,1,0,GO Biological Processes,19,regulation of intracellular transport,19_GO:0051179 localization,-4.8140363738823595,3.2305994065281904,5.33903319421165,30242,337,500,18,3.6,0.8331146379700696,3684|3689|5901|5905|8086|8314|9972|10055|10075|10113|10204|10657|23435|55051|55677|55696|55929|85366,ITGAM|ITGB2|RAN|RANGAP1|AAAS|BAP1|NUP153|SAE1|HUWE1|PREB|NUTF2|KHDRBS1|TARDBP|NRDE2|IWS1|RBM22|DMAP1|MYLK2,-2.9742782415114752,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-4.377687909087237,GO:0006611,M1,1,0,GO Biological Processes,19,protein export from nucleus,19_GO:0051179 localization,-4.377687909087237,7.427859649122807,6.298051604840923,30242,57,500,7,1.4,0.525433154644813,811|5901|5905|8498|10204|55696|57154,CALR|RAN|RANGAP1|RANBP3|NUTF2|RBM22|SMURF1,-2.610077760032774,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-4.138991523668701,GO:0046824,M1,1,0,GO Biological Processes,19,positive regulation of nucleocytoplasmic transport,19_GO:0048518 positive regulation of biological process,-4.138991523668701,6.828838709677419,5.956844410688127,30242,62,500,7,1.4,0.525433154644813,5901|10204|10657|23435|55051|55696|55929,RAN|NUTF2|KHDRBS1|TARDBP|NRDE2|RBM22|DMAP1,-2.4175817968623665,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.958758266898308,GO:0070201,M1,1,0,GO Biological Processes,19,regulation of establishment of protein localization,19_GO:0051179 localization,-3.958758266898308,2.4687346938775514,4.46103438075171,30242,539,500,22,4.4,0.9172131704244113,908|2850|3065|3684|3689|4825|5478|5901|5905|6950|7376|8314|10055|10075|10204|10575|10576|10694|23435|26297|55696|55929,CCT6A|GPR27|HDAC1|ITGAM|ITGB2|NKX6-1|PPIA|RAN|RANGAP1|TCP1|NR1H2|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|TARDBP|SERGEF|RBM22|DMAP1,-2.2699599087591045,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.827636231505716,GO:0032388,M1,1,0,GO Biological Processes,19,positive regulation of intracellular transport,19_GO:0048518 positive regulation of biological process,-3.827636231505716,3.593108910891089,4.7945126601930355,30242,202,500,12,2.4,0.6844559883586381,3684|3689|5901|8314|10055|10075|10204|10657|23435|55051|55696|55929,ITGAM|ITGB2|RAN|BAP1|SAE1|HUWE1|NUTF2|KHDRBS1|TARDBP|NRDE2|RBM22|DMAP1,-2.1699086644866226,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.4573655972905124,GO:0090316,M1,1,0,GO Biological Processes,19,positive regulation of intracellular protein transport,19_GO:0048518 positive regulation of biological process,-3.4573655972905124,3.78025,4.571813217705564,30242,160,500,10,2.0,0.6260990336999411,3684|3689|5901|8314|10055|10075|10204|23435|55696|55929,ITGAM|ITGB2|RAN|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.8741641484437386,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.2553789709591494,GO:0042307,M1,1,0,GO Biological Processes,19,positive regulation of protein import into nucleus,19_GO:0048518 positive regulation of biological process,-3.2553789709591494,7.3760975609756105,5.297051702128094,30242,41,500,5,1.0,0.44497190922573976,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.6975653567067708,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.2497993339267524,GO:1903827,M1,1,0,GO Biological Processes,19,regulation of cellular protein localization,19_GO:0051179 localization,-3.2497993339267524,2.2954079696394687,3.8897527501251328,30242,527,500,20,4.0,0.8763560920082658,908|3684|3689|5901|5905|6688|6950|8314|10055|10075|10204|10575|10576|10694|23184|23435|25942|55696|55929|81603,CCT6A|ITGAM|ITGB2|RAN|RANGAP1|SPI1|TCP1|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|MESD|TARDBP|SIN3A|RBM22|DMAP1|TRIM8,-1.6944039760102318,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.237681493451333,GO:0051222,M1,1,0,GO Biological Processes,19,positive regulation of protein transport,19_GO:0048518 positive regulation of biological process,-3.237681493451333,2.7946402640264023,4.070784085124244,30242,303,500,14,2.8,0.737780455149091,2850|3684|3689|4825|5478|5901|7376|8314|10055|10075|10204|23435|55696|55929,GPR27|ITGAM|ITGB2|NKX6-1|PPIA|RAN|NR1H2|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.6836433068952297,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-3.158407562985114,GO:1904591,M1,1,0,GO Biological Processes,19,positive regulation of protein import,19_GO:0048518 positive regulation of biological process,-3.158407562985114,7.033023255813954,5.132996141131533,30242,43,500,5,1.0,0.44497190922573976,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.6183693363498932,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-2.7941940779737373,GO:0033157,M1,1,0,GO Biological Processes,19,regulation of intracellular protein transport,19_GO:0051179 localization,-2.7941940779737373,2.9053449781659393,3.7526205139598234,30242,229,500,11,2.2,0.6559878047646923,3684|3689|5901|5905|8314|10055|10075|10204|23435|55696|55929,ITGAM|ITGB2|RAN|RANGAP1|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.3129670675308702,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-2.5041033940929895,GO:0042306,M1,1,0,GO Biological Processes,19,regulation of protein import into nucleus,19_GO:0051179 localization,-2.5041033940929895,5.040333333333334,4.061783826256815,30242,60,500,5,1.0,0.44497190922573976,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.0726261037323617,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-2.412025388982663,GO:1904589,M1,1,0,GO Biological Processes,19,regulation of protein import,19_GO:0051179 localization,-2.412025388982663,4.80031746031746,3.915035647854228,30242,63,500,5,1.0,0.44497190922573976,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-0.9946236888138448,0,11,0,0,-9.880399621637943,7.647402298850576,
1,-2.241973224663765,GO:0051223,M1,1,0,GO Biological Processes,19,regulation of protein transport,19_GO:0051179 localization,-2.241973224663765,2.000443579766537,2.966124024313517,30242,514,500,17,3.4,0.8104813384649889,2850|3065|3684|3689|4825|5478|5901|5905|7376|8314|10055|10075|10204|23435|26297|55696|55929,GPR27|HDAC1|ITGAM|ITGB2|NKX6-1|PPIA|RAN|RANGAP1|NR1H2|BAP1|SAE1|HUWE1|NUTF2|TARDBP|SERGEF|RBM22|DMAP1,-0.8547829102520617,0,11,0,0,-9.880399621637943,7.647402298850576,
