"","dmso_cd11b","dmso_gfp","hu_cd11b","hu_gfp","aph_cd11b","aph_gfp","e2_cd11b","e2_gfp","ha_cd11b","ha_gfp","ha_mean_cd11b","ha_mean_gfp","dmso_viab","is_hit"
"Ldlrap1",-0.017585,0.081208,0.98157,-0.08339,1.0981,0.18067,1.0071,0.10962,1.0239,0.070403,1.039835,0.04864,0.29829,"Not hit"
"Stab1",0.17815,0.15266,-0.030751,0.29507,0.041356,-0.033449,-0.11279,0.37384,0.032582,0.24411,0.0053025,0.1308105,0.18649,"Not hit"
"P4ha2",0.10927,-0.015931,-0.10025,-0.10095,0.078648,0.038505,0.18868,-0.03927,0.061612,-0.06216,-0.010801,-0.0312225,0.028262,"Not hit"
"Vps37a",-0.20391,0.0028156,0.015309,-0.20058,0.0968,0.19194,-0.01201,0.069612,0.087928,-0.079289,0.0560545,-0.00432,-0.14171,"Not hit"
"Fam71f2",0.01262,0.35042,-0.29163,-0.23356,0.2559,-0.23982,-0.092819,-0.079153,0.014233,-0.23425,-0.017865,-0.23669,0.14387,"Not hit"
"Birc7",0.12871,0.11748,-0.045146,0.24325,-0.16247,-0.15884,-0.23441,-0.21305,-0.16277,0.0039027,-0.103808,0.042205,0.23138,"Not hit"
"Mrgprb3",-0.00043853,-0.27322,-0.35652,0.17208,0.14715,0.12829,-0.035206,-0.14621,0.011302,0.12799,-0.104685,0.150185,-0.049261,"Not hit"
"Eps8l3",0.012501,-0.1727,0.092043,-0.048829,-0.001226,0.1834,-0.020486,0.13401,0.0021023,-0.035042,0.0454085,0.0672855,0.17905,"Not hit"
"Neu4",0.085801,0.052021,-0.1181,-0.39745,0.14857,0.38973,0.41501,-0.13332,0.038193,0.097197,0.015235,-0.00386,0.31859,"Not hit"
"Med6",0.65209,-0.05555,1.6523,0.18465,0.47855,0.13142,0.83695,-0.31178,1.4298,0.13109,1.065425,0.158035,-0.51925,"CD11b hit only"
"Ift46",0.0058426,0.031055,-0.15574,-0.072976,-0.029957,-0.015996,0.10657,-0.0064527,-0.11859,-0.027187,-0.0928485,-0.044486,-0.031886,"Not hit"
"Snrnp40",-0.049814,0.19887,-0.1395,-0.49867,0.087549,-0.24641,-0.34318,-0.54347,-0.060299,-0.43099,-0.0259755,-0.37254,-0.36602,"Not hit"
"Atxn3",0.026073,-0.064164,0.32127,-0.25988,0.4034,-0.10837,-0.32252,-0.38617,0.39076,-0.18889,0.362335,-0.184125,0.049726,"Not hit"
"Anxa8",0.012497,-0.21387,-0.034786,-0.054538,-0.15368,0.20326,-0.059405,0.055861,-0.14342,0.075148,-0.094233,0.074361,-0.054857,"Not hit"
"Atg4b",-0.12726,0.026665,-0.095099,-0.30464,-0.14363,-0.036468,-0.11291,0.047961,-0.12887,-0.11705,-0.1193645,-0.170554,0.41265,"Not hit"
"Tmem26",0.1413,0.10684,-0.099986,-0.051248,0.078065,0.095518,-0.2162,0.015805,-0.00047246,-0.040673,-0.0109605,0.022135,0.14888,"Not hit"
"Rims2",0.25202,0.2216,0.19203,0.027401,-0.17501,0.24115,-0.096443,0.086715,-0.017431,0.042116,0.00851,0.1342755,0.03315,"Not hit"
"Lipm",0.044067,-0.15516,0.05076,-0.0039408,-0.087665,0.22311,-0.15262,-0.031851,0.052255,0.089835,-0.0184525,0.1095846,-0.11679,"Not hit"
"Lxn",-0.0082237,0.3941,0.14979,-0.10247,0.18329,-0.045234,-0.13791,0.056249,0.18279,-0.084301,0.16654,-0.073852,-0.017444,"Not hit"
"Iws1",-0.088016,-0.25114,0.41009,-0.36083,-0.296,-0.95666,-0.6481,-0.082292,0.1079,-0.55669,0.057045,-0.658745,-0.17626,"Not hit"
"Rasd2",-0.12814,-0.036767,0.14432,-0.021674,0.16464,0.0087769,-0.21314,-0.01202,0.16418,0.0084953,0.15448,-0.00644855,0.13979,"Not hit"
"Parp8",0.048637,-0.24059,0.10529,0.024593,0.03584,0.28258,0.072894,0.005793,0.062016,0.15862,0.070565,0.1535865,0.15649,"Not hit"
"Wiz",0.3017,0.2548,0.40428,0.60332,0.39389,0.3244,0.73915,0.44473,0.39277,0.50451,0.399085,0.46386,-0.13983,"Not hit"
"Aldh9a1",0.068831,-0.15268,0.03581,0.024128,0.0083327,0.093119,0.10762,-0.14546,0.0079273,0.03462,0.02207135,0.0586235,-0.035762,"Not hit"
"C1qb",0.11561,0.20503,0.1763,0.0088451,0.35729,-0.11479,0.28777,-0.19732,0.26065,-0.045745,0.266795,-0.05297245,0.0034499,"Not hit"
"Adcyap1r1",0.08281,-0.18662,-0.10042,-0.091595,-0.014695,-0.20375,-0.06321,-0.010156,-0.067496,-0.092551,-0.0575575,-0.1476725,-0.19869,"Not hit"
"Psd",-0.032068,0.020024,0.18589,-0.13887,0.24533,0.0085744,0.081196,0.18059,0.23398,-0.0151,0.21561,-0.0651478,0.098175,"Not hit"
"Olfr308",0.27773,0.072847,-0.011373,-0.1945,0.051469,0.081405,-0.026206,-0.085851,0.014167,0.03665,0.020048,-0.0565475,0.031047,"Not hit"
"Vmn2r56",-0.093461,-0.24038,-0.089769,0.026873,-0.12657,0.1089,-0.11606,-0.172,-0.12751,0.084362,-0.1081695,0.0678865,-0.10153,"Not hit"
"Chsy3",0.24858,-0.1716,0.017014,0.23488,-0.18142,-0.061255,0.13254,-0.1105,-0.086305,0.024248,-0.082203,0.0868125,0.068675,"Not hit"
"Cpxm1",0.13939,-0.062563,0.18482,-0.13811,0.29692,0.41156,0.14951,0.064824,0.21775,0.09034,0.24087,0.136725,0.18864,"Not hit"
"B2m",0.14725,0.25537,0.17926,-0.054921,0.62806,0.074477,0.1762,-0.062972,0.2808,0.051322,0.40366,0.009778,-0.067406,"Not hit"
"Ubxn10",0.14634,-0.062548,0.15921,0.63539,0.10215,0.31642,0.31872,0.39584,0.14889,0.50757,0.13068,0.475905,0.13006,"Not hit"
"Cdh2",0.25198,0.30706,0.17586,0.13125,0.16682,0.34788,0.14563,0.075429,0.16637,0.2178,0.17134,0.239565,0.18624,"Not hit"
"Mbl2",0.22057,-0.20035,0.24883,0.22549,0.071328,-0.012098,0.2054,0.16303,0.1116,0.16761,0.160079,0.106696,0.017734,"Not hit"
"Cap2",-0.11147,-0.29825,-0.18775,-0.1788,-0.14764,-0.14014,0.098993,0.16199,-0.1844,-0.15671,-0.167695,-0.15947,0.16733,"Not hit"
"Tas2r137",0.17696,0.12065,0.029593,0.13027,0.063595,0.10261,0.17907,0.28903,0.06374,0.1105,0.046594,0.11644,0.038079,"Not hit"
"Gemin4",0.074472,0.5166,0.10603,0.079451,0.058136,0.073206,-0.41605,-0.15005,0.10759,0.076847,0.082083,0.0763285,-0.51337,"GFP hit only"
"Jmjd7",0.038012,0.064968,0.01711,0.026329,0.084839,-0.057143,-0.036696,-0.00075461,0.055813,0.0069511,0.0509745,-0.015407,0.10308,"Not hit"
"Pla2g4b",0.038012,0.064968,0.01711,0.026329,0.084839,-0.057143,-0.036696,-0.00075461,0.055813,0.0069511,0.0509745,-0.015407,0.10308,"Not hit"
"Nkx3-2",0.05921,-0.088425,-0.091928,0.21832,0.040781,0.095042,-0.34516,-0.31002,-0.023992,0.12604,-0.0255735,0.156681,-0.003686,"Not hit"
"Hist1h1c",0.070172,0.1214,0.20665,0.42851,0.20109,0.36306,0.4422,0.08806,0.20064,0.3666,0.20387,0.395785,-0.4833,"Not hit"
"Prb1",0.12694,-0.19336,-0.026194,0.11981,0.15354,0.12505,-0.09641,0.12063,0.011736,0.11916,0.063673,0.12243,0.13804,"Not hit"
"Phip",0.20757,0.023837,-0.18491,-0.55181,0.23596,-0.12233,-0.47131,-0.3535,0.16585,-0.18,0.025525,-0.33707,0.19484,"Not hit"
"Sft2d1",0.092012,0.20743,0.027097,-0.14349,0.085077,0.12291,-0.098458,0.069723,0.027507,-0.0060446,0.056087,-0.01029,0.13182,"Not hit"
"Fah",0.10713,0.13107,0.029286,-0.079875,0.0088637,-0.10518,-0.15193,0.087421,0.015791,-0.10544,0.01907485,-0.0925275,-0.036019,"Not hit"
"Pcyt2",0.18272,0.4696,0.8959,-0.29295,0.21307,0.33032,-0.5131,-0.32691,0.62244,-0.040845,0.554485,0.018685,-1.3633,"Not hit"
"Lpcat1",-0.02984,-0.010968,0.68306,-0.075343,0.14238,0.034756,0.10113,-0.21855,0.30013,-0.019253,0.41272,-0.0202935,-0.098267,"Not hit"
"Olfr153",0.17759,-0.12955,0.30614,-0.34008,0.025504,0.090517,0.057607,0.14756,0.12139,-0.088988,0.165822,-0.1247815,0.059043,"Not hit"
"Tor1a",0.14301,-0.14645,0.097005,0.026608,-0.24645,-0.28354,-0.14028,0.056406,-0.14896,-0.27117,-0.0747225,-0.128466,0.035336,"Not hit"
"Vmn1r222",-0.0074409,-0.033559,0.033467,-0.22659,-0.05853,-0.1823,0.078249,0.027082,-0.029935,-0.21555,-0.0125315,-0.204445,0.18074,"Not hit"
"Clvs1",0.031595,0.28726,-0.11745,-0.24417,-0.27218,-0.32831,0.090293,-0.13996,-0.19569,-0.27368,-0.194815,-0.28624,0.025278,"Not hit"
"Wnt3",-0.0094022,-0.12333,-0.20958,-0.028261,0.17234,0.016818,-0.16738,-0.098993,-0.037955,-0.028917,-0.01862,-0.0057215,0.066578,"Not hit"
"Klhl5",-0.11118,0.050814,-0.043479,-0.038096,0.049016,0.23876,-0.062981,0.097019,0.033128,-0.020755,0.0027685,0.100332,-0.071737,"Not hit"
"Rxfp2",0.11656,-0.02757,0.091138,-0.11113,0.016192,0.022128,0.075853,-0.040223,0.016968,-0.073206,0.053665,-0.044501,0.091257,"Not hit"
"Igfbp1",0.033067,0.090441,-0.34092,-0.2219,0.16749,0.078719,-0.017728,0.19479,-0.11322,-0.0093664,-0.086715,-0.0715905,-0.012842,"Not hit"
"Pbx1",0.013255,-0.16433,0.035175,-0.12269,-0.088612,0.028888,0.094166,0.27154,-0.010443,0.026593,-0.0267185,-0.046901,0.21821,"Not hit"
"Pabpc4",0.31796,0.17285,0.09183,-0.1383,0.33378,-0.087205,0.26429,0.0029899,0.14468,-0.11469,0.212805,-0.1127525,0.1309,"Not hit"
"Fdft1",0.036995,0.52312,-0.67642,-0.063408,-0.56204,0.17418,-0.46254,-0.70436,-0.63538,0.13407,-0.61923,0.055386,-0.0062224,"GFP hit only"
"Pnliprp2",-0.033849,-0.01718,0.11626,-0.019818,0.18505,-0.093888,0.092627,-0.069295,0.1852,-0.041183,0.150655,-0.056853,0.1993,"Not hit"
"Olfr889",-0.079735,-0.090259,0.19654,-0.084544,0.27777,-0.02775,0.18032,0.09955,0.25015,-0.084731,0.237155,-0.056147,0.02858,"Not hit"
"Ksr2",0.038925,0.013961,0.079894,0.20037,0.064879,0.075174,-0.15102,0.07506,0.081402,0.19672,0.0723865,0.137772,0.10354,"Not hit"
"Dnajb3",0.15079,-0.11119,0.066504,-0.084798,0.24593,0.22434,-0.030557,-0.33374,0.15911,0.08531,0.156217,0.069771,-0.17325,"Not hit"
"Bnip2",0.0057339,0.051375,-0.213,-0.21619,-0.32422,-0.032258,-0.42477,-0.007405,-0.28878,-0.10498,-0.26861,-0.124224,0.080944,"Not hit"
"Elovl3",-0.046728,-0.011893,0.070836,0.0077684,0.019597,-0.066158,0.14017,0.25662,0.072339,-0.062638,0.0452165,-0.0291948,-0.06454,"Not hit"
"AA474408",0.081142,-0.26583,-0.044062,0.019043,0.060086,0.13808,-0.17619,0.34931,0.05276,0.1091,0.008012,0.0785615,-0.11174,"Not hit"
"Vmn1r1",0.080168,-0.030065,0.22473,-0.094364,0.13209,0.12249,-0.065649,-0.00016754,0.21169,0.021523,0.17841,0.014063,-0.085655,"Not hit"
"Clip1",0.14577,-0.1197,-0.043405,-0.076802,-0.095961,0.028924,-0.13103,-0.12125,-0.082739,-0.076989,-0.069683,-0.023939,-0.010479,"Not hit"
"Asb3",0.34744,-0.096496,-0.019569,0.019548,-0.13798,0.2376,0.022792,-0.11681,-0.019769,0.16903,-0.0787745,0.128574,-0.078242,"Not hit"
"Yeats2",0.2947,0.33314,0.10113,-0.0049462,0.27153,0.39372,-0.23658,0.026544,0.21222,0.15291,0.18633,0.1943869,-0.3103,"Not hit"
"Olfr472",0.025564,-0.025475,-0.10794,0.065329,0.021288,-0.19536,-0.079344,0.15949,-0.03639,-0.024792,-0.043326,-0.0650155,0.17417,"Not hit"
"2210408I21Rik",0.21935,0.072774,-0.034171,0.14135,-0.058944,0.059314,-0.19367,-0.20271,-0.031601,0.073785,-0.0465575,0.100332,-0.042642,"Not hit"
"Ugt2b34",0.11448,-0.093045,-0.0015333,-0.022413,0.20011,-0.036993,-0.00019974,-0.36415,0.13334,-0.023062,0.09928835,-0.029703,0.080888,"Not hit"
"Zbed3",0.10607,0.055743,0.16221,-0.13047,0.27105,-0.16625,0.013033,0.41714,0.27,-0.13245,0.21663,-0.14836,0.043734,"Not hit"
"Sctr",0.20156,0.08296,-0.11055,0.034745,0.0559,-0.015137,0.39783,0.074024,0.015569,0.016218,-0.027325,0.009804,0.25721,"Not hit"
"Olfr1217",0.039814,-0.27406,-0.076175,0.37053,0.016247,0.21878,0.31388,0.13018,-0.068292,0.27237,-0.029964,0.294655,0.42443,"Not hit"
"Ppp1r1b",0.086725,0.019218,-0.045947,-0.41256,-0.14846,-0.081275,0.014856,0.29341,-0.092631,-0.2114,-0.0972035,-0.2469175,0.06332,"Not hit"
"Zfp277",0.12462,0.04829,0.16095,-0.0095241,0.16329,0.027576,0.25379,0.13989,0.1625,0.026976,0.16212,0.00902595,0.053749,"Not hit"
"Prodh2",-0.0095588,0.38858,-0.066472,0.14907,0.0087583,-0.14606,0.26633,0.068153,-0.031121,-0.0010677,-0.02885685,0.00150500000000001,-0.31421,"Not hit"
"Sec61b",0.02448,-0.034945,-1.1799,-0.32987,-1.1808,0.07466,-1.134,-0.86192,-1.1788,-0.23413,-1.18035,-0.127605,-0.21393,"Not hit"
"Ecd",0.53396,0.030894,0.25066,0.20018,0.27292,-0.2889,-0.043623,0.5436,0.2522,-0.036956,0.26179,-0.04436,-0.62387,"Not hit"
"Rps16",-0.1807,-0.10139,0.46591,0.89609,0.84534,0.63981,0.46681,0.22961,0.59817,0.75633,0.655625,0.76795,-0.33313,"Not hit"
"Huwe1",0.011906,-0.1212,-0.41631,-0.2227,-0.58743,-0.12598,-0.15148,0.30269,-0.46263,-0.1937,-0.50187,-0.17434,-0.012587,"Not hit"
"Eif6",0.065226,0.23491,0.48246,0.32104,0.75659,0.33861,-0.015683,0.51635,0.56477,0.32526,0.619525,0.329825,-1.2627,"Not hit"
"Prpf31",-0.065071,0.26197,-0.19371,-0.40385,0.12314,0.20367,-0.25453,-0.44924,0.041416,-0.089742,-0.035285,-0.10009,-0.31119,"Not hit"
"Gcnt7",0.22314,-0.079568,-0.035482,-0.091084,0.005712,0.003841,0.010019,-0.16399,-0.024961,-0.068984,-0.014885,-0.0436215,-0.0034706,"Not hit"
"Prdx6",0.0068509,-0.085003,-0.34691,0.25278,-0.19765,0.057067,0.013955,0.11423,-0.21696,0.09057,-0.27228,0.1549235,-0.14983,"Not hit"
"Ywhae",0.19057,0.13571,0.51277,0.61569,0.26064,-0.00092737,0.9287,0.78008,0.39405,0.32702,0.386705,0.307381315,-0.24643,"Not hit"
"Cpeb1",0.13437,0.11751,0.26797,0.12349,0.075259,0.11581,-0.0035624,0.19651,0.15265,0.11535,0.1716145,0.11965,-0.13221,"Not hit"
"Il5",0.097703,-0.066272,0.21976,0.11064,0.012269,-0.006938,0.29026,-0.033933,0.14125,0.082794,0.1160145,0.051851,0.089192,"Not hit"
"Ssb",-0.088532,0.27018,0.24771,0.34155,0.30598,0.32462,0.32721,0.096697,0.30534,0.3414,0.276845,0.333085,0.1177,"Not hit"
"Dbx1",-0.039962,0.33432,0.26025,0.11656,-0.029294,-0.037674,0.45652,-0.12584,0.067397,0.047554,0.115478,0.039443,0.043707,"Not hit"
"Olfr1256",0.071976,-0.059668,0.20799,-0.051281,0.047734,-0.10652,0.059962,0.0091295,0.080387,-0.082276,0.127862,-0.0789005,0.014688,"Not hit"
"Ttll11",-0.014666,-0.14298,-0.042697,0.12966,0.14527,0.019286,0.23073,0.1213,0.059739,0.018845,0.0512865,0.074473,0.1889,"Not hit"
"Cd69",-0.054539,-0.17453,-0.10237,-0.22203,0.11366,0.016814,0.095727,-0.13897,0.051724,-0.15291,0.005645,-0.102608,0.16127,"Not hit"
"Xrcc6",0.22747,0.079357,0.18199,-0.15772,0.00057949,-0.17995,0.25751,-0.057147,0.018962,-0.18038,0.091284745,-0.168835,-0.014398,"Not hit"
"Ryk",-0.090208,-0.18316,-0.020607,0.60416,-0.32706,0.18489,0.094091,-0.40198,-0.094129,0.24118,-0.1738335,0.394525,-0.31604,"Not hit"
"Hpdl",0.23309,-0.13754,0.20602,0.042291,0.26206,0.0031427,0.057029,-0.063498,0.21528,0.009455,0.23404,0.02271685,0.14742,"Not hit"
"Bco2",0.013062,0.22472,0.18318,0.42618,0.14423,-0.044137,0.055215,0.06533,0.15636,0.098351,0.163705,0.1910215,0.054294,"Not hit"
"Olfr633",0.093679,0.019802,-0.03465,-0.016971,-0.021692,0.045155,-0.21057,-0.013841,-0.033264,0.044553,-0.028171,0.014092,0.14708,"Not hit"
"Spry2",-0.028379,0.17757,0.42776,0.070572,0.12219,0.038707,-0.31537,0.054075,0.1867,0.069938,0.274975,0.0546395,0.24789,"Not hit"
"Etv6",0.030307,0.20874,0.046543,0.68508,0.23746,0.12182,1.0038,1.3263,0.20473,0.3921,0.1420015,0.40345,-0.27769,"Not hit"
"Hoxc11",-0.0041951,0.20571,0.17212,0.52129,0.14262,0.098139,0.17372,0.43226,0.16,0.33162,0.15737,0.3097145,-0.15165,"Not hit"
"C86695",0.16507,0.073473,0.21114,-0.077424,0.042707,-0.21432,0.021923,-0.18416,0.13688,-0.12529,0.1269235,-0.145872,-0.010229,"Not hit"
"Foxr1",-0.071747,-0.046705,0.2557,0.17841,0.06982,0.16259,-0.11632,0.11419,0.094281,0.17825,0.16276,0.1705,0.019788,"Not hit"
"Bop1",0.63087,-0.22254,0.23504,0.49024,1.0142,0.0432,0.40941,0.79641,0.49416,0.14631,0.62462,0.26672,-1.2282,"Not hit"
"Vwa2",-0.087518,0.021078,-0.093899,0.10411,-0.32283,0.07541,0.14267,0.14955,-0.12987,0.10394,-0.2083645,0.08976,0.065658,"Not hit"
"Gsr",-0.0097381,-0.085501,-0.16143,-0.35223,-0.44698,-0.10208,-0.10925,-0.066883,-0.37761,-0.23972,-0.304205,-0.227155,0.10245,"Not hit"
"C87436",0.039919,0.094902,-0.031557,0.059948,-0.014127,-0.016061,-0.074261,0.19917,-0.013948,0.010989,-0.022842,0.0219435,0.076023,"Not hit"
"Rps6kb2",-0.11011,0.24747,0.10804,0.32623,-0.0025359,0.0002117,0.10188,-0.017746,0.05712,0.24836,0.05275205,0.16322085,0.060279,"Not hit"
"Pcbp3",0.065427,-0.55826,-0.64305,-0.0514,-0.13185,-0.1413,-0.059647,-0.1094,-0.35287,-0.14171,-0.38745,-0.09635,0.063354,"Not hit"
"Kcne4",0.12758,-0.0056258,-0.013639,-0.17093,-0.046292,-0.21341,0.24764,0.14388,-0.046101,-0.17113,-0.0299655,-0.19217,-0.1787,"Not hit"
"Ptprq",0.0085237,-0.073631,0.1699,0.05328,-0.0060878,0.20559,0.41638,-0.076469,0.052839,0.11337,0.0819061,0.129435,0.13621,"Not hit"
"Sike1",0.1018,-0.19535,0.26374,-0.025666,0.056737,-0.052844,0.2773,0.03517,0.14119,-0.045157,0.1602385,-0.039255,-0.098961,"Not hit"
"Tceal6",0.1016,0.051342,0.087232,0.36602,-0.01097,0.074388,-0.010217,0.34629,0.077619,0.14376,0.038131,0.220204,0.043698,"Not hit"
"Psmc3ip",0.44467,-0.075761,0.33152,0.18796,0.22485,0.26379,0.16155,0.31267,0.26559,0.18856,0.278185,0.225875,0.10144,"Not hit"
"Sec61g",0.31473,-0.10569,-1.1698,-0.82448,-1.624,-0.30186,-2.1265,-0.8335,-1.1702,-0.44843,-1.3969,-0.56317,-0.95174,"Not hit"
"Cyp26c1",0.036621,-0.21627,-0.004297,0.11269,-0.0040076,0.23966,0.21205,-0.00089506,-0.0049877,0.18147,-0.0041523,0.176175,0.29932,"Not hit"
"Acat2",-0.016406,-0.085087,-0.15372,-0.05801,0.34437,0.22002,0.13743,-0.31369,0.091269,0.18418,0.095325,0.081005,0.0066143,"Not hit"
"Rgs8",-0.12446,-0.061069,0.01229,0.078256,-0.0028463,0.077471,-0.012038,-0.096881,0.010784,0.077164,0.00472185,0.0778635,-0.031957,"Not hit"
"Grik2",0.065115,0.17149,0.049831,-0.056734,0.19771,0.11301,0.095245,0.23656,0.13278,0.00026679,0.1237705,0.028138,0.16002,"Not hit"
"Haghl",-0.0062612,-0.12465,0.0082016,-0.18714,0.29739,0.18643,0.21829,0.08089,0.13456,-0.022872,0.1527958,-0.000354999999999994,-0.0058696,"Not hit"
"Plin4",0.17386,-0.23458,0.028391,-0.032136,-0.15726,0.20463,-0.039062,-0.37517,-0.018398,0.047725,-0.0644345,0.086247,-0.022716,"Not hit"
"Fam57b",0.066539,-0.27103,0.034344,-0.061661,0.17427,0.29444,0.31249,0.14049,0.14977,0.05625,0.104307,0.1163895,-0.014164,"Not hit"
"Kif3b",0.32174,0.31361,-0.021891,-0.083155,-0.10966,-0.03191,0.16551,0.3738,-0.029124,-0.041602,-0.0657755,-0.0575325,0.0019568,"Not hit"
"Gclc",0.199,-0.067713,0.56903,-0.021129,0.21321,0.051412,-0.011375,-0.34492,0.42876,0.05081,0.39112,0.0151415,-0.30642,"Not hit"
"Mfsd7b",-0.13669,-0.29387,-0.20558,-0.57586,-0.65174,0.033894,-0.028928,0.32748,-0.47691,-0.315,-0.42866,-0.270983,-0.36043,"Not hit"
"Rnf32",0.045776,-0.28104,0.22479,0.090582,0.11653,-0.05952,0.35908,0.29884,0.16626,0.0074869,0.17066,0.015531,0.086446,"Not hit"
"Smyd4",0.088285,0.25118,0.12047,-0.036887,0.016589,-0.37025,0.00046149,0.49055,0.046093,-0.19638,0.0685295,-0.2035685,-0.65218,"Not hit"
"Rtn2",0.26245,-0.14476,-0.12159,0.1243,0.033475,0.14331,-0.26476,0.041876,-0.032562,0.12366,-0.0440575,0.133805,-0.23403,"Not hit"
"Chd7",0.051119,-0.10648,0.1038,-4.97e-05,-0.27702,-0.082668,-0.15559,-0.34696,-0.14572,-0.043554,-0.08661,-0.04135885,0.054551,"Not hit"
"Crtap",0.19687,0.044916,0.23917,0.49076,-0.036888,-0.04419,0.080518,0.10797,0.19372,0.26181,0.101141,0.223285,-0.17012,"Not hit"
"Serbp1",0.41982,-0.092775,0.65512,-0.49664,0.51471,-0.53852,0.16322,0.31565,0.60245,-0.53902,0.584915,-0.51758,-0.071872,"Not hit"
"Olfr735",0.068953,0.0094462,0.11907,0.1536,0.080073,-0.038627,0.1347,-0.012319,0.079064,0.045847,0.0995715,0.0574865,0.24168,"Not hit"
"Kdsr",-0.045474,-0.16053,0.04709,-0.31428,-0.19896,-0.11426,-0.61564,0.1055,-0.03302,-0.27234,-0.075935,-0.21427,-0.40596,"Not hit"
"Phtf1",-0.0015871,-0.24816,-0.077706,-0.12359,0.11238,-0.020404,0.093991,0.015795,0.10297,-0.12131,0.017337,-0.071997,0.13569,"Not hit"
"Tspan14",0.042312,-0.0040629,-0.03599,-0.08105,0.080455,0.24488,0.28156,-0.083566,-0.00098021,0.082495,0.0222325,0.081915,0.15556,"Not hit"
"Defb2",0.20281,0.03494,0.14008,-0.028838,0.0843,-0.035701,0.12658,0.17352,0.11163,-0.034468,0.11219,-0.0322695,0.080344,"Not hit"
"Dbf4",0.55056,0.41149,0.78838,0.46786,0.42431,0.46979,0.70137,0.88438,0.65593,0.4693,0.606345,0.468825,-0.25687,"Overlapping hit"
"Srr",0.20997,-0.2933,0.11467,0.18594,0.17188,0.17233,0.31963,0.67307,0.1598,0.18145,0.143275,0.179135,-0.11225,"Not hit"
"Mex3d",-0.050421,-0.054366,0.14869,0.17837,0.086919,-0.076798,0.13101,-0.17457,0.10553,0.14329,0.1178045,0.050786,0.46546,"Not hit"
"Svopl",0.064305,-0.02326,-0.15434,-0.29257,0.039919,0.067273,0.16125,-0.096123,0.0088711,-0.085166,-0.0572105,-0.1126485,0.034672,"Not hit"
"4931414P19Rik",-0.015237,-0.11175,0.1386,-0.010482,0.1731,0.065023,-0.03596,0.075259,0.15061,0.030975,0.15585,0.0272705,-0.093179,"Not hit"
"Pcdh19",0.070052,0.03157,0.19785,0.30906,0.07413,0.21152,0.14315,0.060833,0.14743,0.23458,0.13599,0.26029,0.020821,"Not hit"
"Herc1",0.14208,0.052295,-0.24808,-0.13696,-0.40975,-0.25735,-0.0457,-0.08578,-0.32734,-0.21216,-0.328915,-0.197155,-0.16488,"Not hit"
"Olfr129",-0.081125,-0.31455,-0.3427,-0.033044,0.069131,0.1532,-0.19011,-0.15288,0.001237,0.12539,-0.1367845,0.060078,-0.18914,"Not hit"
"4930404A10Rik",0.0055838,-0.12148,-0.12761,-0.12865,-0.040042,-0.18137,0.021795,0.096916,-0.12616,-0.14989,-0.083826,-0.15501,0.22766,"Not hit"
"Acr",0.031089,0.1306,0.037914,0.055913,0.16557,-0.0083294,-0.1387,-0.030589,0.097748,0.054793,0.101742,0.0237918,0.10217,"Not hit"
"Sec24b",0.053407,0.17921,-0.39755,0.41463,-0.25926,0.17923,0.065833,0.48448,-0.32888,0.27356,-0.328405,0.29693,0.11143,"Not hit"
"Asah1",-0.046906,0.18321,0.1714,0.05937,-0.11532,-0.18754,0.027988,0.17052,0.075457,-0.053026,0.02804,-0.064085,0.19931,"Not hit"
"Ctsm",0.08924,-0.05678,0.048162,-0.10214,-0.1193,0.016827,0.13092,0.34027,-0.050185,-0.081597,-0.035569,-0.0426565,-0.25249,"Not hit"
"Cttn",-0.02297,0.10705,0.035976,0.11811,0.26605,0.072245,-0.18539,-0.0744,0.15137,0.11606,0.151013,0.0951775,-0.00073521,"Not hit"
"Ano7",0.30646,-0.19021,0.20617,0.46592,-0.067003,0.42675,0.10163,0.32416,0.15632,0.46536,0.0695835,0.446335,-0.1306,"CD11b hit only"
"Tspan13",0.026524,-0.17797,0.37196,-0.097125,0.25077,-0.14441,-0.069725,0.25256,0.2503,-0.14483,0.311365,-0.1207675,-0.048425,"Not hit"
"Fgf11",0.00804,0.11469,-0.069003,-0.041318,0.061393,-0.043622,0.11859,-0.0118,-0.04711,-0.041976,-0.003805,-0.04247,0.032892,"Not hit"
"1300002K09Rik",0.19612,0.42415,0.23087,0.063146,0.11537,0.23132,0.13546,0.019196,0.14934,0.16587,0.17312,0.147233,0.070192,"GFP hit only"
"Phf21a",-0.0063743,0.097815,0.13422,-0.036361,-0.012547,0.19416,-0.081824,0.18057,0.024262,0.10312,0.0608365,0.0788995,0.13261,"Not hit"
"Prlr",-0.10148,0.036806,0.18362,-0.10494,0.11004,0.10044,-0.091954,0.048843,0.17294,0.0312,0.14683,-0.00225,0.32671,"Not hit"
"Txndc2",0.037049,-0.13615,-0.095522,-0.3224,-0.2829,-0.13121,-0.041248,-0.033883,-0.24464,-0.28609,-0.189211,-0.226805,0.046575,"Not hit"
"Atic",0.59745,-0.22913,0.52748,0.60983,0.0027538,0.54599,-0.41291,-0.38313,0.14178,0.59531,0.2651169,0.57791,-1.1575,"Not hit"
"Oxa1l",-0.031884,-0.49978,-0.033668,-0.32937,0.13022,0.020379,-1.3188,-0.54942,0.040448,0.034423,0.048276,-0.1544955,0.0221,"Not hit"
"Tyms",0.14203,0.6387,0.14296,0.087357,-0.23857,0.30655,0.59099,0.67425,-0.025228,0.19643,-0.047805,0.1969535,-0.50224,"Not hit"
